        14         8        22
    0.1050    0.0000    0.0184    0.0000
       104    0.5140  -42.3050   39.7400
  -42.3050         1
  -29.4560        -1
  -28.4120        -3
  -23.8180        -1
  -16.6000         1
  -15.9340         3
  -14.8600         5
  -11.5350         1
   -8.7190         1
   -7.5700         3
   -3.3110        -1
   -2.8780        -3
   -2.0910        -5
   -1.0070        -7
    0.4220        -1
    2.1070        -3
    2.7550        -1
    4.8430        -1
    4.9690        -3
    5.2480         1
    6.2300        -5
    7.8260         3
    8.1420        -1
    8.3320         1
    9.7970         5
    9.9410         1
   10.5270         3
   11.1030         1
   11.1760         7
   11.6370         5
   11.6900        -3
   12.1970        -1
   12.2620         3
   12.8270         1
   14.4690         1
   14.8880         3
   15.1430        -1
   15.2620        -5
   15.4780         5
   16.1590         3
   16.4350        -3
   17.1630         7
   17.2480         1
   18.4760        -1
   18.4980        -3
   18.8420        -7
   19.1070        -1
   19.6290         5
   20.4090         1
   20.7090        -5
   21.1280         3
   21.5090        -5
   21.7850        -3
   22.2110        -1
   22.6670        -7
   22.7740        -3
   23.0410        -1
   23.5870         7
   23.8270         1
   24.1320         3
   24.2840        -3
   24.9520        -1
   24.9790        -7
   25.2860         1
   25.2990         5
   25.5640        -5
   26.4030        -5
   26.5500        -1
   27.7080        -3
   27.9990         3
   28.0600         5
   29.0430         1
   29.7840        -7
   30.0910         1
   30.1240         7
   30.1240        -1
   30.1300         3
   30.1680        -3
   30.7270         7
   31.2220        -5
   31.8290        -1
   32.3650         5
   32.5080         3
   32.9290         1
   33.3560         1
   33.4970         5
   34.2200         3
   34.5020        -5
   34.6620        -3
   34.6880         5
   35.4430        -7
   35.5960        -1
   35.7540         1
   36.2790         7
   36.4820        -1
   36.5710         3
   36.6090        -3
   36.8160         7
   36.8490         3
   37.2550         1
   37.5820         5
   38.2930        -7
   39.6700         1
   39.7400        -5
        93    0.2860  -28.4200   39.9490
  -28.4200         1
  -14.3880        -1
  -13.6730        -3
   -9.6890        -1
   -1.6000         1
   -1.2110         3
   -0.6230         5
    0.8710         1
    4.5860         1
    5.4020         3
    7.0460        -1
    9.0180        -3
    9.4940         1
    9.5750        -1
   10.3870        -5
   10.8000        -1
   10.9530        -3
   11.2240        -7
   12.7200        -1
   13.0160         3
   13.4690         1
   14.1680        -3
   14.3170        -1
   15.9360         1
   15.9920        -5
   16.6610         5
   16.7840        -3
   17.8050         3
   17.9060        -1
   18.4690         1
   18.6380         3
   19.4570         1
   19.6480         5
   19.9540         7
   20.2930        -1
   20.4050        -5
   20.6580         1
   21.3260         3
   21.3860         9
   21.7010         5
   21.7310        -3
   22.5820         3
   23.6350         1
   23.7080        -1
   23.8670        -3
   24.1640         7
   24.5050        -7
   25.2260        -1
   25.3660         5
   25.6110         1
   25.8500        -5
   26.6310         3
   27.3190        -5
   27.9370        -3
   28.5880        -1
   28.8270        -1
   28.9470         7
   29.0460        -9
   29.2440        -3
   29.4470         1
   29.5140         3
   29.5290        -7
   30.1160         5
   30.2020        -7
   31.2980         1
   31.3440        -1
   31.5570        -3
   32.1470        -5
   33.0520        -1
   33.3160        -3
   33.5040        -5
   33.5440        -9
   33.8900         3
   33.9440         5
   34.0730         9
   34.6300         1
   34.9550         7
   34.9760        -7
   35.5230        -3
   35.8990         1
   36.0110        -1
   36.0490        -5
   36.1930         3
   37.0100         7
   37.5800        -1
   38.4470         5
   38.4640         1
   38.6150         9
   38.8910         3
   39.0120        -9
   39.1580         9
   39.8800         3
   39.9490        -3
        14         9        23
    0.2544    0.0000    0.0929    0.0000
       117    0.1480  -42.0720   39.9230
  -42.0720         1
  -29.8360        -1
  -27.7120        -3
  -23.4300        -1
  -17.1310         1
  -16.0910         3
  -13.8840         5
  -11.3930         1
   -8.7440         1
   -6.7810         3
   -4.6310        -1
   -3.5220        -3
   -2.0740        -5
   -0.1220        -1
   -0.0160        -7
    2.0860        -3
    2.3200        -1
    4.3350        -1
    4.6060         1
    4.6870        -3
    6.5480        -5
    6.6250         3
    7.1440         1
    7.8610        -1
    8.7440         1
    8.7740         5
    9.5900         3
    9.9160         1
   10.6220         5
   10.7680        -3
   10.8140         3
   10.9410         7
   11.3770        -1
   12.6120         1
   13.1750         1
   13.3120        -5
   13.5740         3
   13.6390        -1
   14.3000         5
   14.6350        -3
   15.2210         3
   15.5430        -7
   15.8920        -3
   16.2280         7
   16.5260        -1
   16.6490         1
   17.7900        -1
   17.9170         5
   18.0130        -5
   18.1010        -3
   18.6260        -5
   19.1320        -1
   19.2950         1
   19.4100        -7
   19.6670        -1
   19.6940        -3
   20.2230         3
   20.6360        -5
   20.7400         7
   21.8160        -7
   21.9380         3
   22.1760        -3
   22.5700         1
   23.3380         5
   23.4960        -1
   23.9790         1
   24.6710        -5
   24.9420         5
   25.2290         3
   25.7780        -1
   26.4900         7
   26.5670         3
   26.6100        -3
   26.7510         1
   26.9410         7
   27.4130         1
   27.7010         5
   27.9120        -7
   28.3570        -3
   28.9740        -1
   29.1060         5
   29.6140        -5
   29.7170         1
   30.2240         3
   30.9670         1
   30.9730         3
   31.1400        -5
   31.1980        -1
   31.5450         7
   31.9920        -3
   32.1390        -7
   32.4160         1
   32.7350         5
   33.5490        -7
   33.6600         3
   33.8920        -1
   33.9210        -3
   34.4770         3
   35.0790        -5
   35.1990         1
   35.2860         7
   35.4930        -1
   36.0680         5
   36.8060        -5
   37.5940        -3
   37.6160        -7
   37.7680        -1
   38.0310         5
   38.2410        -1
   38.3950        -3
   38.4520         7
   39.0320         1
   39.5710        -5
   39.6360         3
   39.6740        -1
   39.7490        -7
   39.9230        -3
       107    0.2650  -29.6770   39.7320
  -29.6770         1
  -16.8460        -1
  -14.5630        -3
  -10.8370        -1
   -4.4530         1
   -2.9370         3
   -1.2430         5
   -0.0170         1
    2.8230         1
    4.6870         3
    5.2570        -1
    7.1870        -3
    7.9320        -1
    9.0500         1
    9.0570        -5
    9.1330        -1
    9.2120        -3
   10.3970        -7
   11.6580         3
   11.7500        -1
   12.1600         1
   12.6210        -1
   12.6600        -3
   14.1250        -5
   14.1700         1
   14.3930         5
   15.4100        -3
   15.6450         3
   16.5880         1
   16.6410         3
   16.6670        -1
   17.4060         5
   17.4990         1
   17.9810         7
   18.2040        -5
   18.7190         3
   18.7300         1
   18.9130        -1
   19.2100         5
   19.7910         9
   20.1240        -3
   20.9730        -7
   21.1360         3
   21.3300        -3
   21.5260         7
   21.6860        -1
   22.6480        -1
   22.6780         1
   22.8870        -5
   23.0620        -3
   23.2370        -5
   23.7590         5
   23.8860        -7
   24.3880         1
   24.9110        -1
   25.0420        -3
   25.2580        -9
   25.4310        -1
   25.5170         3
   25.8520        -7
   26.5440         7
   26.6400         3
   26.6460        -5
   27.0910         1
   27.4850        -9
   27.9020         5
   28.1170        -3
   28.8430        -1
   29.4890         5
   29.5620         1
   29.8710         9
   30.0700        -5
   30.1510        -1
   30.6170         7
   30.6610         3
   30.8720        -3
   31.6300         7
   32.2140         1
   32.8160         3
   32.9450        -7
   32.9960        -3
   33.0710         9
   33.5790        -5
   33.7220        -1
   33.8100         1
   33.8420         9
   34.5490         5
   35.0830         3
   35.1970        -9
   35.5010         1
   35.6110        -7
   36.1600        -5
   36.2330         5
   36.4250         1
   36.9760        -1
   37.1290         1
   37.1510         5
   37.4870         3
   37.6900        -3
   38.1020        -9
   38.2970         3
   39.2580         7
   39.2780         3
   39.3020        -7
   39.3660         7
   39.7250        -1
   39.7320         5
        14        10        24
    0.2855    0.0000    0.0647    0.0000
       105    0.3680  -42.1280   39.7130
  -42.1280         1
  -29.8220        -1
  -27.4920        -3
  -23.4450        -1
  -17.0080         1
  -15.9020         3
  -13.6280         5
  -11.3340         1
   -8.7330         1
   -6.6110         3
   -4.5670        -1
   -3.5360        -3
   -2.0410        -5
   -0.2580        -1
    0.2230        -7
    2.3710        -3
    2.4730        -1
    4.5450        -1
    4.7930        -3
    5.3540         1
    6.8630        -5
    6.9840         3
    7.4590         1
    8.6370         5
    9.0160         1
    9.7110         3
    9.7680         1
    9.8210        -1
   10.3660         5
   10.6620         3
   10.8530         7
   12.2810        -3
   13.0070        -1
   13.2930         1
   13.6770         3
   14.1940        -5
   14.5500         5
   14.8310        -1
   15.5520         1
   15.7990        -3
   15.8920         7
   16.4110        -7
   17.0510        -3
   17.4760         3
   17.6970        -1
   18.9840        -1
   19.0810        -3
   19.1220         1
   19.2100        -5
   19.4880        -5
   19.7300         5
   20.0580        -7
   20.6410        -1
   20.9540        -3
   21.5850         1
   21.6290        -5
   22.0600         7
   22.4530        -7
   22.5370         3
   23.8710        -1
   24.1220         3
   24.9430         1
   25.4880        -3
   25.6420         5
   25.7770         1
   26.0360         3
   26.1250         5
   26.6690         5
   26.7720         1
   26.9600         7
   27.3890         3
   27.4540        -1
   27.5430        -5
   28.0860         7
   28.1030         1
   28.4390         5
   29.0130         3
   29.7930         7
   29.8090        -1
   30.2320        -7
   30.4170        -3
   31.7380        -3
   32.1230         1
   32.4510        -1
   32.6630        -5
   33.2490        -5
   33.3380        -1
   34.1100         3
   34.1280        -3
   34.4240        -7
   35.5260        -7
   35.6430         1
   36.0800        -3
   36.6450        -1
   36.7960        -5
   36.8400         5
   37.7660         1
   38.3550         3
   38.6520        -5
   38.6640         7
   38.9600         3
   39.3870        -7
   39.6320        -1
   39.6720         1
   39.7130         5
        97    0.2940  -31.1200   39.5020
  -31.1200         1
  -18.6780        -1
  -15.8670        -3
  -12.2850        -1
   -6.1890         1
   -4.5220         3
   -2.3460         5
   -1.1310         1
    1.4880         1
    3.6910         3
    4.4650        -1
    6.1010        -3
    7.2240        -1
    7.9310        -5
    9.0250        -3
    9.0340        -1
    9.7900        -7
   10.1340         1
   11.8490        -1
   12.3290         3
   12.4350        -3
   12.8280         1
   13.9530         1
   14.0150         5
   14.1080        -5
   14.4780        -1
   15.5150         3
   16.0990         1
   16.3310         3
   16.7980         5
   16.9340        -3
   17.6960         7
   17.9840         1
   18.0660        -1
   18.4830         3
   18.9840         9
   19.0680        -5
   19.4810         5
   20.2610        -1
   20.6370         7
   20.9660         1
   21.4420        -3
   21.7000        -7
   22.7510        -3
   22.9760         3
   23.1610        -1
   23.8520        -1
   23.8830        -3
   24.0780        -5
   24.5220        -5
   24.6960        -7
   24.9170         1
   25.4170        -1
   25.4760         5
   25.5450        -3
   25.6660        -9
   26.4930        -7
   26.9810        -5
   26.9910         1
   28.0500         3
   28.2590         7
   28.3150        -9
   29.1330         3
   29.4390         1
   29.9130        -1
   30.1340         5
   30.3280         5
   30.4990         1
   30.5720         9
   30.7290         3
   30.9170         7
   31.6000        -3
   31.7890         7
   31.8300         9
   32.6810         5
   32.7340         3
   32.7770         1
   32.9960        -1
   33.2110         9
   33.3500        -5
   34.3310        -1
   34.4050         1
   34.7850        -3
   34.8900         5
   35.4550         3
   35.8350        -7
   36.2910        -3
   36.8080        -5
   36.8650         7
   36.9940        -1
   37.3480        -9
   37.6260         1
   37.6410        -5
   38.0920        -7
   38.5200        -1
   39.1630         3
   39.5020        -3
        14        11        25
    0.4308    0.0000    0.1233    0.0000
       112    0.1450  -41.5560   39.9140
  -41.5560         1
  -30.2960        -1
  -26.5680        -3
  -22.4550        -1
  -17.8590         1
  -15.9790         3
  -12.4710         5
  -11.1700         1
   -8.0380         1
   -6.2050        -1
   -5.3190         3
   -4.3660        -3
   -1.9480        -5
   -0.6880        -1
    1.6050        -7
    2.6150        -1
    3.5410        -3
    3.8470         1
    5.2150        -3
    5.5860        -1
    5.8590         3
    6.7160         1
    7.2810        -1
    8.3520         5
    8.3590        -5
    9.1970         1
   10.0980         3
   10.5650         1
   10.9840        -3
   11.2980         7
   11.5950        -1
   12.0390         1
   12.0940         3
   12.3120         5
   13.8660         1
   14.1350        -1
   14.3060         3
   14.4260        -5
   15.2200         3
   15.4560         5
   15.8670        -3
   15.8840         1
   17.0430        -1
   17.8860        -3
   18.2060        -7
   18.2400         7
   18.3670        -1
   18.4550         5
   19.0950         1
   20.2190        -5
   20.3790         3
   20.3940        -3
   20.5390        -1
   20.7150        -5
   21.6800        -3
   22.1620        -7
   22.2210        -1
   22.3650         1
   22.7150         3
   22.7320         7
   23.0610        -3
   23.6990         1
   23.7400        -1
   24.1020        -5
   24.4920        -7
   24.6840         5
   25.1590        -1
   25.4630        -5
   26.0170         5
   26.5670        -3
   26.7950         3
   27.0750         1
   28.0420         3
   28.2940        -1
   28.4340        -7
   28.5170         1
   28.7110        -3
   28.8200         7
   29.0330         7
   30.1930        -1
   30.2100        -5
   30.5560         3
   30.9890         1
   31.4070         5
   31.8310         1
   31.9520         5
   32.4210        -5
   32.6540         3
   33.2570        -3
   33.3340         5
   33.8560        -1
   34.4300         1
   34.4320        -7
   34.5980         3
   34.9430         7
   35.1930        -3
   35.2000         1
   35.2590        -1
   35.9390         3
   36.0600         7
   36.0610         5
