  1 ;  0.000000 ;  4.5;  1;  3.401E+08;  0; u;    ;           ;     9/2+  ;1; =  1.0000E+02 %B-                                                                                                                                                                                                            0.000000       
  2 ;  0.304871 ;  0.5; -1;  1.613E+04;  1; u;    ;           ;     1/2-  ;2; =  7.8800E+01 %B-     =  2.1200E+01 %IT                                                                                                                                                                                      0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      0.305;  1.389E-01; ; 2.120E-01  5.260E-01
  3 ;  1.107320 ;  1.5; -1;           ;  1; c;    ;           ;1/2-,3/2-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   2;      0.802;  9.992E-01; ; 1.000E+00  7.900E-04
  4 ;  1.140730 ;  2.5;  1;  3.500E-12;  1; u;    ;           ;     5/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      1.141;  9.996E-01; ; 1.000E+00  3.810E-04
  5 ;  1.166690 ;  1.5; -1;           ;  1; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   2;      0.862;  9.993E-01; ; 1.000E+00  6.700E-04
  6 ;  1.223980 ;  2.5; -1;  2.400E-12;  1; u;    ;           ;   (5/2-)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   2;      0.919;  9.994E-01; ; 1.000E+00  6.100E-04
  7 ;  1.342610 ;  1.5;  1;           ;  4; u;    ;           ;   (3/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   5;      0.176;  2.954E-01; ; 3.009E-01  1.860E-02
    ;           ;     ;   ;           ;   ;  ;   4;      0.202;  1.219E-01; ; 1.273E-01  4.500E-02
    ;           ;     ;   ;           ;   ;  ;   3;      0.236;  4.378E-02; ; 4.413E-02  7.900E-03
    ;           ;     ;   ;           ;   ;  ;   2;      1.038;  5.275E-01; ; 5.276E-01  2.070E-04
  8 ;  1.416570 ;  2.5;  1;  4.200E-13;  2; u;    ;           ;     5/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   5;      0.250;  2.356E-01; ; 2.372E-01  6.700E-03
    ;           ;     ;   ;           ;   ;  ;   1;      1.416;  7.626E-01; ; 7.628E-01  2.940E-04
  9 ;  1.430600 ;  0.5;  1;           ;  1; u;    ;           ;     1/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   2;      1.126;  9.998E-01; ; 1.000E+00  1.830E-04
 10 ;  1.611600 ;  5.5;  1;  1.200E-13;  1; u;    ;           ;  (11/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      1.612;  9.997E-01; ; 1.000E+00  2.940E-04
 11 ;  1.847000 ;  3.5;  1;  8.000E-14;  2; u;    ;           ;   (7/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   8;      0.430;  7.745E-02; ; 7.768E-02  3.070E-03
    ;           ;     ;   ;           ;   ;  ;   1;      1.847;  9.220E-01; ; 9.223E-01  3.640E-04
 12 ;  1.873520 ;  2.5;  1;  2.100E-13;  1; u;    ;           ;   (5/2)+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   7;      0.531;  9.981E-01; ; 1.000E+00  1.900E-03
 13 ;  1.931500 ;  6.5;  1;  3.300E-13;  2; u;    ;           ;  (13/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  10;      0.320;  2.817E-02; ; 2.834E-02  6.300E-03
    ;           ;     ;   ;           ;   ;  ;   1;      1.931;  9.713E-01; ; 9.717E-01  4.030E-04
 14 ;  1.938830 ;  1.5; -1;           ;  3; c;    ;           ;(3/2,5/2)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   5;      0.772;  1.105E-01; ; 1.106E-01  8.700E-04
    ;           ;     ;   ;           ;   ;  ;   4;      0.798;  4.283E-01; ; 4.285E-01  3.510E-04
    ;           ;     ;   ;           ;   ;  ;   3;      0.831;  4.606E-01; ; 4.609E-01  7.300E-04
 15 ;  1.990100 ;  4.5;  1;  2.300E-13;  2; u;    ;           ;   (9/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  10;      0.379;  1.452E-01; ; 1.458E-01  4.200E-03
    ;           ;     ;   ;           ;   ;  ;   1;      1.990;  8.539E-01; ; 8.542E-01  3.830E-04
 16 ;  1.991800 ;  8.5;  1;  1.200E-06;  1; u;    ;           ;  (17/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  13;      0.060;  1.431E-01; ; 1.000E+00  5.990E+00
 17 ;  2.004400 ;  3.5;  1;  2.100E-13;  6; u;    ;           ;   (7/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   8;      0.588;  0.000E+00; ; 0.000E+00  1.720E-03
    ;           ;     ;   ;           ;   ;  ;   7;      0.689;  1.055E-02; ; 1.056E-02  1.320E-03
    ;           ;     ;   ;           ;   ;  ;   4;      0.865;  4.599E-02; ; 4.602E-02  6.700E-04
    ;           ;     ;   ;           ;   ;  ;   3;      0.925;  4.220E-01; ; 4.225E-01  1.302E-03
    ;           ;     ;   ;           ;   ;  ;   2;      1.727;  9.874E-02; ; 9.877E-02  3.610E-04
