  1 ;  0.000000 ;  1.0; -1;  4.638E+05;  0; u;    ;           ;       1-  ;1; =  1.0000E+02 %B-                                                                                                                                                                                                            0.000000       
  2 ;  0.075700 ;  2.0; -1;           ;  1; c;    ;           ;    1-,2-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      0.076;  2.217E-01; ; 1.000E+00  3.510E+00
  3 ;  0.137200 ;  2.0; -1;           ;  0; n;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
  4 ;  0.137900 ;  5.0; -1;  3.567E+06;  1; c;    ;           ;    5-,6-  ;2; =  9.5800E+01 %B-     =  4.2000E+00 %IT                                                                                                                                                                                      0.000000       
    ;           ;     ;   ;           ;   ;  ;   2;      0.062;  3.414E-06; ; 4.200E-02  1.230E+04
  5 ;  0.215300 ;  4.0; -1;           ;  1; n;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   3;      0.078;  1.000E-01; ; 1.000E+00  9.000E+00
  6 ;  0.219900 ;  1.0;  1;           ;  1; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      0.220;  9.615E-01; ; 1.000E+00  4.000E-02
  7 ;  0.292000 ;  6.0;  1;           ;  3; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   4;      0.154;  0.000E+00; ; 0.000E+00  1.100E-01
    ;           ;     ;   ;           ;   ;  ;   2;      0.216;  0.000E+00; ; 0.000E+00  2.170E+01
    ;           ;     ;   ;           ;   ;  ;   1;      0.292;  0.000E+00; ; 0.000E+00  0.000E+00
  8 ;  0.302900 ;  6.0; -1;           ;  1; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   4;      0.165;  7.236E-01; ; 1.000E+00  3.820E-01
  9 ;  0.304700 ;  1.0; -1;           ;  3; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   6;      0.085;  0.000E+00; ; 0.000E+00  7.000E-01
    ;           ;     ;   ;           ;   ;  ;   2;      0.229;  0.000E+00; ; 0.000E+00  1.410E-01
    ;           ;     ;   ;           ;   ;  ;   1;      0.305;  0.000E+00; ; 0.000E+00  6.200E-02
 10 ;  0.308900 ;  6.0; -1;           ;  4; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   6;      0.089;  0.000E+00; ; 0.000E+00  0.000E+00
    ;           ;     ;   ;           ;   ;  ;   4;      0.171;  0.000E+00; ; 0.000E+00  3.420E-01
    ;           ;     ;   ;           ;   ;  ;   2;      0.233;  0.000E+00; ; 0.000E+00  4.100E+00
    ;           ;     ;   ;           ;   ;  ;   1;      0.309;  0.000E+00; ; 0.000E+00  0.000E+00
 11 ;  0.363400 ;  6.0; -1;           ;  2; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   5;      0.148;  0.000E+00; ; 0.000E+00  7.800E-01
    ;           ;     ;   ;           ;   ;  ;   4;      0.226;  0.000E+00; ; 0.000E+00  1.480E-01
 12 ;  0.379700 ;  7.0; -1;           ;  4; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   8;      0.077;  0.000E+00; ; 0.000E+00  4.600E+00
    ;           ;     ;   ;           ;   ;  ;   7;      0.088;  0.000E+00; ; 0.000E+00  6.200E-01
    ;           ;     ;   ;           ;   ;  ;   6;      0.160;  0.000E+00; ; 0.000E+00  0.000E+00
    ;           ;     ;   ;           ;   ;  ;   1;      0.380;  0.000E+00; ; 0.000E+00  0.000E+00
 13 ;  0.385300 ;  6.0;  1;           ;  2; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   5;      0.170;  0.000E+00; ; 0.000E+00  2.290E+00
    ;           ;     ;   ;           ;   ;  ;   4;      0.248;  0.000E+00; ; 0.000E+00  2.900E-02
 14 ;  0.388100 ;  6.0;  1;           ;  6; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  10;      0.079;  0.000E+00; ; 0.000E+00  9.000E-01
    ;           ;     ;   ;           ;   ;  ;   9;      0.083;  0.000E+00; ; 0.000E+00  0.000E+00
    ;           ;     ;   ;           ;   ;  ;   7;      0.096;  0.000E+00; ; 0.000E+00  2.200E+00
    ;           ;     ;   ;           ;   ;  ;   4;      0.250;  0.000E+00; ; 0.000E+00  2.800E-02
    ;           ;     ;   ;           ;   ;  ;   2;      0.312;  0.000E+00; ; 0.000E+00  3.790E+00
    ;           ;     ;   ;           ;   ;  ;   1;      0.388;  0.000E+00; ; 0.000E+00  0.000E+00
 15 ;  0.409600 ;  6.0;  1;           ;  3; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   5;      0.194;  0.000E+00; ; 0.000E+00  1.340E+00
    ;           ;     ;   ;           ;   ;  ;   4;      0.272;  0.000E+00; ; 0.000E+00  2.200E-02
    ;           ;     ;   ;           ;   ;  ;   2;      0.334;  0.000E+00; ; 0.000E+00  2.800E+00
 16 ;  0.413500 ;  6.0; -1;           ;  2; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   7;      0.122;  0.000E+00; ; 0.000E+00  2.300E-01
    ;           ;     ;   ;           ;   ;  ;   2;      0.338;  0.000E+00; ; 0.000E+00  6.200E-01
 17 ;  0.440100 ;  7.0;  1;           ;  5; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  10;      0.131;  0.000E+00; ; 0.000E+00  1.800E-01
    ;           ;     ;   ;           ;   ;  ;   8;      0.137;  0.000E+00; ; 0.000E+00  1.600E-01
    ;           ;     ;   ;           ;   ;  ;   7;      0.148;  0.000E+00; ; 0.000E+00  5.400E-01
    ;           ;     ;   ;           ;   ;  ;   4;      0.302;  0.000E+00; ; 0.000E+00  2.600E-01
    ;           ;     ;   ;           ;   ;  ;   2;      0.364;  0.000E+00; ; 0.000E+00  0.000E+00
 18 ;  0.452000 ;  7.0; -1;           ;  5; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  11;      0.089;  0.000E+00; ; 0.000E+00  2.900E+00
    ;           ;     ;   ;           ;   ;  ;   8;      0.149;  0.000E+00; ; 0.000E+00  5.300E-01
    ;           ;     ;   ;           ;   ;  ;   7;      0.160;  0.000E+00; ; 0.000E+00  1.000E-01
    ;           ;     ;   ;           ;   ;  ;   4;      0.314;  0.000E+00; ; 0.000E+00  5.600E-02
    ;           ;     ;   ;           ;   ;  ;   2;      0.376;  0.000E+00; ; 0.000E+00  0.000E+00
 19 ;  0.462000 ;  2.0; -1;           ;  0; n;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
 20 ;  0.526400 ;  7.0;  1;           ;  3; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  16;      0.113;  0.000E+00; ; 0.000E+00  2.900E-01
    ;           ;     ;   ;           ;   ;  ;   8;      0.224;  0.000E+00; ; 0.000E+00  3.800E-02
    ;           ;     ;   ;           ;   ;  ;   5;      0.311;  0.000E+00; ; 0.000E+00  2.200E-01
 21 ;  0.529400 ;  5.0;  1;           ;  2; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  15;      0.120;  0.000E+00; ; 0.000E+00  1.060E+00
    ;           ;     ;   ;           ;   ;  ;  14;      0.141;  0.000E+00; ; 0.000E+00  6.200E-01
 22 ;  0.543400 ;  6.0; -1;           ;  3; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  16;      0.130;  0.000E+00; ; 0.000E+00  8.200E-01
    ;           ;     ;   ;           ;   ;  ;   5;      0.328;  0.000E+00; ; 0.000E+00  4.900E-02
    ;           ;     ;   ;           ;   ;  ;   4;      0.406;  0.000E+00; ; 0.000E+00  2.800E-02
 23 ;  0.545700 ;  7.0;  1;           ;  6; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  14;      0.158;  0.000E+00; ; 0.000E+00  4.410E-01
    ;           ;     ;   ;           ;   ;  ;  12;      0.166;  0.000E+00; ; 0.000E+00  9.000E-02
    ;           ;     ;   ;           ;   ;  ;  10;      0.237;  0.000E+00; ; 0.000E+00  3.300E-02
    ;           ;     ;   ;           ;   ;  ;   9;      0.241;  0.000E+00; ; 0.000E+00  0.000E+00
    ;           ;     ;   ;           ;   ;  ;   7;      0.254;  0.000E+00; ; 0.000E+00  1.040E-01
    ;           ;     ;   ;           ;   ;  ;   4;      0.408;  0.000E+00; ; 0.000E+00  9.000E-02
 24 ;  0.550300 ;  5.0; -1;           ;  5; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  14;      0.162;  0.000E+00; ; 0.000E+00  1.000E-01
    ;           ;     ;   ;           ;   ;  ;  11;      0.187;  0.000E+00; ; 0.000E+00  2.600E-01
    ;           ;     ;   ;           ;   ;  ;   8;      0.247;  0.000E+00; ; 0.000E+00  1.120E-01
    ;           ;     ;   ;           ;   ;  ;   7;      0.258;  0.000E+00; ; 0.000E+00  2.600E-02
    ;           ;     ;   ;           ;   ;  ;   4;      0.412;  0.000E+00; ; 0.000E+00  2.700E-02
 25 ;  0.561300 ;  7.0;  1;           ;  4; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  14;      0.173;  0.000E+00; ; 0.000E+00  3.300E-01
    ;           ;     ;   ;           ;   ;  ;  12;      0.182;  0.000E+00; ; 0.000E+00  7.000E-02
    ;           ;     ;   ;           ;   ;  ;   6;      0.342;  0.000E+00; ; 0.000E+00  0.000E+00
    ;           ;     ;   ;           ;   ;  ;   2;      0.486;  0.000E+00; ; 0.000E+00  0.000E+00
 26 ;  0.564200 ;  6.0; -1;           ;  6; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  15;      0.155;  0.000E+00; ; 0.000E+00  1.100E-01
    ;           ;     ;   ;           ;   ;  ;  14;      0.176;  0.000E+00; ; 0.000E+00  7.600E-02
    ;           ;     ;   ;           ;   ;  ;  12;      0.185;  0.000E+00; ; 0.000E+00  2.710E-01
    ;           ;     ;   ;           ;   ;  ;  11;      0.201;  0.000E+00; ; 0.000E+00  2.090E-01
    ;           ;     ;   ;           ;   ;  ;   7;      0.272;  0.000E+00; ; 0.000E+00  2.200E-02
    ;           ;     ;   ;           ;   ;  ;   4;      0.426;  0.000E+00; ; 0.000E+00  2.400E-02
 27 ;  0.573100 ;  7.0;  1;           ;  6; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  17;      0.133;  0.000E+00; ; 0.000E+00  7.500E-01
    ;           ;     ;   ;           ;   ;  ;  12;      0.193;  0.000E+00; ; 0.000E+00  5.800E-02
    ;           ;     ;   ;           ;   ;  ;  10;      0.264;  0.000E+00; ; 0.000E+00  2.400E-02
    ;           ;     ;   ;           ;   ;  ;   9;      0.268;  0.000E+00; ; 0.000E+00  0.000E+00
    ;           ;     ;   ;           ;   ;  ;   7;      0.281;  0.000E+00; ; 0.000E+00  7.800E-02
    ;           ;     ;   ;           ;   ;  ;   4;      0.435;  0.000E+00; ; 0.000E+00  7.600E-02
 28 ;  0.611200 ;  6.0;  1;           ;  2; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  16;      0.198;  0.000E+00; ; 0.000E+00  5.400E-02
    ;           ;     ;   ;           ;   ;  ;   5;      0.396;  0.000E+00; ; 0.000E+00  1.000E-01
 29 ;  0.622700 ;  7.0;  1;           ;  2; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  23;      0.077;  0.000E+00; ; 0.000E+00  4.600E+00
    ;           ;     ;   ;           ;   ;  ;   9;      0.318;  0.000E+00; ; 0.000E+00  0.000E+00
 30 ;  0.641900 ;  6.0;  1;           ;  2; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  10;      0.333;  0.000E+00; ; 0.000E+00  1.300E-02
    ;           ;     ;   ;           ;   ;  ;   6;      0.422;  0.000E+00; ; 0.000E+00  0.000E+00
 31 ;  0.655700 ;  6.0;  1;           ;  3; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  17;      0.216;  0.000E+00; ; 0.000E+00  1.690E-01
    ;           ;     ;   ;           ;   ;  ;  15;      0.246;  0.000E+00; ; 0.000E+00  1.140E-01
    ;           ;     ;   ;           ;   ;  ;  13;      0.270;  0.000E+00; ; 0.000E+00  8.700E-02
 32 ;  0.660500 ;  5.0;  1;           ;  2; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  11;      0.297;  0.000E+00; ; 0.000E+00  1.800E-02
    ;           ;     ;   ;           ;   ;  ;  10;      0.352;  0.000E+00; ; 0.000E+00  1.130E-02
 33 ;  0.669500 ;  7.0;  1;           ;  4; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  17;      0.230;  0.000E+00; ; 0.000E+00  1.400E-01
    ;           ;     ;   ;           ;   ;  ;  13;      0.284;  0.000E+00; ; 0.000E+00  7.500E-02
    ;           ;     ;   ;           ;   ;  ;  10;      0.361;  0.000E+00; ; 0.000E+00  1.060E-02
    ;           ;     ;   ;           ;   ;  ;   9;      0.365;  0.000E+00; ; 0.000E+00  0.000E+00
 34 ;  0.672900 ;  7.0;  1;           ;  3; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  16;      0.259;  0.000E+00; ; 0.000E+00  2.500E-02
    ;           ;     ;   ;           ;   ;  ;  15;      0.263;  0.000E+00; ; 0.000E+00  9.400E-02
    ;           ;     ;   ;           ;   ;  ;  14;      0.285;  0.000E+00; ; 0.000E+00  7.500E-02
 35 ;  0.700000 ;  2.0; -1;           ;  0; n;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
 36 ;  0.715000 ;  2.0; -1;           ;  0; n;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
 37 ;  0.726300 ;  7.0; -1;           ;  5; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  18;      0.274;  0.000E+00; ; 0.000E+00  8.300E-02
    ;           ;     ;   ;           ;   ;  ;  14;      0.338;  0.000E+00; ; 0.000E+00  1.250E-02
    ;           ;     ;   ;           ;   ;  ;  12;      0.347;  0.000E+00; ; 0.000E+00  4.300E-02
    ;           ;     ;   ;           ;   ;  ;  11;      0.363;  0.000E+00; ; 0.000E+00  3.800E-02
    ;           ;     ;   ;           ;   ;  ;   9;      0.422;  0.000E+00; ; 0.000E+00  0.000E+00
 38 ;  0.745000 ;  4.0; -1;           ;  0; n;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
 39 ;  0.797000 ; -1.0;  0;           ;  2;  ;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  17;      0.357;  0.000E+00; ; 0.000E+00  0.000E+00
    ;           ;     ;   ;           ;   ;  ;   8;      0.494;  0.000E+00; ; 0.000E+00  0.000E+00
 40 ;  0.800500 ; -1.0;  0;           ;  2;  ;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  20;      0.274;  0.000E+00; ; 0.000E+00  0.000E+00
    ;           ;     ;   ;           ;   ;  ;   8;      0.498;  0.000E+00; ; 0.000E+00  0.000E+00
 41 ;  0.810000 ; -1.0;  0;           ;  0;  ;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
 42 ;  0.859000 ; -1.0;  0;           ;  0;  ;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
 43 ;  0.910000 ; -1.0;  0;           ;  0;  ;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
 44 ;  0.958000 ; -1.0;  0;           ;  0;  ;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
