  1 ;  0.000000 ;  2.5;  1; -1.000E+00;  0; u;    ;           ;     5/2+  ;0;                                                                                                                                                                                                                              0.000000  0    
 30 ;  1.270700 ;  2.5;  1;           ;  2; u;    ;           ;     5/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   5;      0.790;  5.982E-01; ; 5.990E-01  1.350E-03
    ;           ;     ;   ;           ;   ;  ;   1;      1.270;  4.008E-01; ; 4.010E-01  4.890E-04
 31 ;  1.284630 ;  1.5;  1;  7.000E-13;  2; c;    ;           ;3/2+,5/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   5;      0.804;  4.315E-01; ; 4.320E-01  1.300E-03
    ;           ;     ;   ;           ;   ;  ;   1;      1.285;  5.677E-01; ; 5.680E-01  4.830E-04
 32 ;  1.321500 ;  1.5;  1;  7.000E-09;  1; u;    ;           ;      3/2  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   5;      0.841;  9.988E-01; ; 1.000E+00  1.169E-03
 33 ;  1.341000 ;  0.5;  1;           ;  0; c;    ;           ; 1/2:9/2+  ;0;                                                                                                                                                                                                                              0.000000       
 34 ;  1.409470 ;  5.5;  1;  7.000E-09;  2;  ;    ;           ;    11/2+  ;0;                                                                                                                                                                                                                              0.000000  1    
    ;           ;     ;   ;           ;   ;  ;  23;      0.293;  3.795E-01; ; 3.870E-01  2.000E-02
    ;           ;     ;   ;           ;   ;  ;   8;      0.751;  6.120E-01; ; 6.130E-01  1.540E-03
 35 ;  1.436910 ;  5.5; -1;  2.500E-09;  2;  ;    ;           ;    11/2-  ;0;                                                                                                                                                                                                                              0.000000  2    
    ;           ;     ;   ;           ;   ;  ;  23;      0.320;  8.968E-01; ; 9.010E-01  4.610E-03
    ;           ;     ;   ;           ;   ;  ;   8;      0.778;  9.865E-02; ; 9.902E-02  3.680E-03
 36 ;  1.515720 ;  4.5;  1;  1.480E-12;  3;  ;    ;           ;     9/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  10;      0.797;  1.408E-01; ; 1.410E-01  1.330E-03
    ;           ;     ;   ;           ;   ;  ;   8;      0.858;  1.878E-01; ; 1.880E-01  1.120E-03
    ;           ;     ;   ;           ;   ;  ;   1;      1.516;  6.707E-01; ; 6.710E-01  4.080E-04
 37 ;  1.516000 ;  1.5;  1;           ;  1;  ;    ;           ;     3/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      1.516;  9.996E-01; ; 1.000E+00  4.100E-04
 38 ;  1.544890 ; -1.0;  0;  7.000E-09;  1;  ;    ;   (7/2+,9/;2+,11/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  23;      0.428;  9.934E-01; ; 1.000E+00  6.600E-03
 39 ;  1.547600 ;  0.5;  1;           ;  1;  ;    ;           ;     1/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   5;      1.067;  9.993E-01; ; 1.000E+00  6.830E-04
 40 ;  1.550000 ;  2.5;  1;           ;  0;  ;    ;           ;     5/2+  ;0;                                                                                                                                                                                                                              0.000000       
 41 ;  1.556600 ;  3.5; -1;           ;  1;  ;    ;           ;     7/2-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  10;      0.837;  9.995E-01; ; 1.000E+00  4.700E-04
 42 ;  1.563000 ; -1.0;  0;           ;  0;  ;    ;           ;3/2+,5/2+  ;0;                                                                                                                                                                                                                              0.000000       
 43 ;  1.565600 ;  3.5;  0;  7.000E-09;  1;  ;    ;           ;    (7/2)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      1.566;  1.000E+00; ; 1.000E+00  0.000E+00
 44 ;  1.621000 ; -1.0;  0;           ;  0;  ;    ;           ; 1/2:9/2+  ;0;                                                                                                                                                                                                                              0.000000       
 45 ;  1.629910 ;  3.5;  1;  7.000E-09;  4;  ;    ;           ;     7/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  11;      0.909;  2.905E-01; ; 2.908E-01  9.650E-04
    ;           ;     ;   ;           ;   ;  ;  10;      0.911;  1.917E-01; ; 1.919E-01  9.710E-04
    ;           ;     ;   ;           ;   ;  ;   5;      1.148;  3.341E-01; ; 3.342E-01  5.700E-04
    ;           ;     ;   ;           ;   ;  ;   1;      1.629;  1.830E-01; ; 1.831E-01  4.100E-04
 46 ;  1.697900 ;  4.5;  1;           ;  1;  ;    ;           ;   (9/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   8;      1.040;  9.993E-01; ; 1.000E+00  7.230E-04
 47 ;  1.700700 ;  0.5;  1;           ;  1;  ;    ;           ;   (1/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      1.701;  9.996E-01; ; 1.000E+00  4.210E-04
 48 ;  1.724100 ; -1.0;  0;           ;  1;  ;    ;           ; 3/2,5/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      1.724;  1.000E+00; ; 1.000E+00  0.000E+00
 49 ;  1.727540 ;  3.5;  1;           ;  2;  ;    ;           ;   (7/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  10;      1.009;  3.149E-01; ; 3.151E-01  7.720E-04
    ;           ;     ;   ;           ;   ;  ;   1;      1.727;  6.846E-01; ; 6.849E-01  4.200E-04
 50 ;  1.758300 ; -1.0;  0;           ;  0;  ;    ;      (1/2,;3/2,5/2+)  ;0;                                                                                                                                                                                                                              0.000000       
 51 ;  1.762500 ;  4.5;  1;           ;  1;  ;    ;           ;     9/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      1.763;  9.996E-01; ; 1.000E+00  4.370E-04
 52 ;  1.782950 ;  5.5;  1;  7.000E-09;  2;  ;    ;           ;  (11/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  23;      0.666;  4.278E-01; ; 4.287E-01  2.050E-03
    ;           ;     ;   ;           ;   ;  ;  19;      0.758;  5.704E-01; ; 5.713E-01  1.500E-03
 53 ;  1.786500 ; -1.0;  0;           ;  1;  ;    ;           ;7/2+,9/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   8;      1.128;  1.000E+00; ; 1.000E+00  0.000E+00
 54 ;  1.790300 ; -1.0;  0;           ;  1;  ;    ;           ;(1/2,3/2)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      1.790;  1.000E+00; ; 1.000E+00  0.000E+00
 55 ;  1.847800 ; -1.0;  0;           ;  2;  ;    ;           ;(5/2,7/2)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   8;      1.190;  5.714E-01; ; 5.714E-01  0.000E+00
    ;           ;     ;   ;           ;   ;  ;   1;      1.848;  4.286E-01; ; 4.286E-01  0.000E+00
 56 ;  1.848000 ; -1.0;  0;           ;  0;  ;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
 57 ;  1.871000 ; -1.0;  0;           ;  0;  ;    ;           ; 1/2:9/2+  ;0;                                                                                                                                                                                                                              0.000000       
 58 ;  1.921000 ;  6.5;  1;  7.000E-09;  1;  ;    ;           ;    13/2+  ;0;                                                                                                                                                                                                                              0.000000  0    
    ;           ;     ;   ;           ;   ;  ;  23;      0.804;  9.987E-01; ; 1.000E+00  1.300E-03
 59 ;  1.930200 ; -1.0;  0;           ;  1;  ;    ;           ;(3/2,5/2)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   9;      1.251;  1.000E+00; ; 1.000E+00  0.000E+00
 60 ;  1.939930 ;  2.5;  1;  7.000E-09;  2;  ;    ;           ;   (5/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  23;      0.823;  5.982E-01; ; 5.990E-01  1.230E-03
    ;           ;     ;   ;           ;   ;  ;   8;      1.282;  4.008E-01; ; 4.010E-01  4.820E-04
 61 ;  1.955000 ;  2.5;  1;           ;  0;  ;    ;           ;     5/2+  ;0;                                                                                                                                                                                                                              0.000000       
 62 ;  1.961600 ;  3.5;  1;           ;  2;  ;    ;           ;     7/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   5;      1.481;  4.116E-01; ; 4.118E-01  4.110E-04
    ;           ;     ;   ;           ;   ;  ;   1;      1.959;  5.880E-01; ; 5.882E-01  4.700E-04
 63 ;  1.986100 ; -1.0;  0;           ;  1;  ;    ;       (3/2;,5/2,7/2)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      1.986;  1.000E+00; ; 1.000E+00  0.000E+00
 64 ;  1.989800 ; -1.0;  0;           ;  1;  ;    ;           ;(3/2,5/2)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   5;      1.509;  1.000E+00; ; 1.000E+00  0.000E+00
 65 ;  2.002000 ; -1.0;  0;           ;  0;  ;    ;         (7;/2+,9/2+)  ;0;                                                                                                                                                                                                                              0.000000       
 66 ;  2.002300 ;  7.5; -1;           ;  1;  ;    ;           ;    15/2-  ;0;                                                                                                                                                                                                                              0.000000  2    
    ;           ;     ;   ;           ;   ;  ;  35;      0.565;  9.967E-01; ; 1.000E+00  3.320E-03
 67 ;  2.033700 ;  0.5;  1;           ;  1;  ;    ;           ;     1/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.034;  9.995E-01; ; 1.000E+00  5.050E-04
 68 ;  2.040900 ;  3.5; -1;           ;  1;  ;    ;           ;   (7/2-)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  23;      0.924;  9.996E-01; ; 1.000E+00  4.050E-04
 69 ;  2.049800 ; -1.0;  0;           ;  1;  ;    ;           ;7/2+,9/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.050;  1.000E+00; ; 1.000E+00  0.000E+00
 70 ;  2.055000 ; -1.0;  0;           ;  1;  ;    ;           ;(5/2,7/2)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.055;  1.000E+00; ; 1.000E+00  0.000E+00
 71 ;  2.061000 ; -1.0;  0;           ;  0;  ;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
 72 ;  2.073800 ; -1.0;  0;           ;  1;  ;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  36;      0.558;  1.000E+00; ; 1.000E+00  0.000E+00
 73 ;  2.092100 ;  1.5; -1;           ;  1;  ;    ;           ;     3/2-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.092;  9.992E-01; ; 1.000E+00  7.770E-04
 74 ;  2.152500 ; -1.0;  0;           ;  1;  ;    ;           ;3/2+,5/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.153;  1.000E+00; ; 1.000E+00  0.000E+00
 75 ;  2.160000 ; -1.0;  0;           ;  1;  ;    ;        (13;/2,15/2-)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  35;      0.723;  1.000E+00; ; 1.000E+00  0.000E+00
 76 ;  2.163600 ; -1.0;  0;           ;  0;  ;    ;           ;3/2+,5/2+  ;0;                                                                                                                                                                                                                              0.000000       
 77 ;  2.197260 ; -1.0;  0;           ;  2;  ;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  34;      0.787;  5.000E-01; ; 5.000E-01  0.000E+00
    ;           ;     ;   ;           ;   ;  ;  23;      1.081;  5.000E-01; ; 5.000E-01  0.000E+00
 78 ;  2.220000 ; -1.0;  0;           ;  0;  ;    ;           ;1/2:11/2-  ;0;                                                                                                                                                                                                                              0.000000       
 79 ;  2.222000 ; -1.0;  0;           ;  0;  ;    ;           ;3/2+,5/2+  ;0;                                                                                                                                                                                                                              0.000000       
 80 ;  2.244100 ; -1.0;  0;           ;  1;  ;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  23;      1.127;  1.000E+00; ; 1.000E+00  0.000E+00
 81 ;  2.258000 ; -1.0;  0;           ;  1;  ;    ;          (;9/2,11/2)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  35;      0.821;  1.000E+00; ; 1.000E+00  0.000E+00
 82 ;  2.267000 ; -1.0;  0;           ;  0;  ;    ;           ;1/2-,3/2-  ;0;                                                                                                                                                                                                                              0.000000       
 83 ;  2.271100 ; -1.0;  0;           ;  1;  ;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  43;      0.706;  1.000E+00; ; 1.000E+00  0.000E+00
 84 ;  2.278900 ; -1.0;  0;           ;  1;  ;    ;          (;3/2,5/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.279;  1.000E+00; ; 1.000E+00  0.000E+00
 85 ;  2.315000 ; -1.0;  0;           ;  0;  ;    ;           ;3/2+,5/2+  ;0;                                                                                                                                                                                                                              0.000000       
 86 ;  2.331200 ;  3.5;  1;           ;  1;  ;    ;           ;   (7/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.331;  9.994E-01; ; 1.000E+00  5.920E-04
 87 ;  2.347600 ; -1.0;  0;           ;  0;  ;    ;         (1;/2-,3/2-)  ;0;                                                                                                                                                                                                                              0.000000       
 88 ;  2.357300 ; -1.0;  0;           ;  1;  ;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  34;      0.948;  1.000E+00; ; 1.000E+00  0.000E+00
 89 ;  2.365600 ;  4.5;  1;           ;  1;  ;    ;           ;   (9/2)+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.366;  9.994E-01; ; 1.000E+00  6.220E-04
 90 ;  2.377500 ;  2.5;  1;           ;  1;  ;    ;           ;     5/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.378;  9.994E-01; ; 1.000E+00  6.090E-04
 91 ;  2.388000 ; -1.0;  0;           ;  0;  ;    ;           ;1/2-,3/2-  ;0;                                                                                                                                                                                                                              0.000000       
 92 ;  2.409800 ;  2.5;  1;           ;  1;  ;    ;           ;     5/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.410;  9.994E-01; ; 1.000E+00  6.200E-04
 93 ;  2.426000 ; -1.0;  0;           ;  0;  ;    ;          9;/2-,11/2-  ;0;                                                                                                                                                                                                                              0.000000       
 94 ;  2.433900 ;  7.5;  1;           ;  1;  ;    ;           ;  (15/2+)  ;0;                                                                                                                                                                                                                              0.000000  1    
    ;           ;     ;   ;           ;   ;  ;  34;      1.024;  9.993E-01; ; 1.000E+00  7.310E-04
 95 ;  2.460000 ; -1.0;  0;           ;  0;  ;    ;         (1;/2-,3/2-)  ;0;                                                                                                                                                                                                                              0.000000       
 96 ;  2.462000 ;  0.5;  1;           ;  0;  ;    ;           ;     1/2+  ;0;                                                                                                                                                                                                                              0.000000       
 97 ;  2.491000 ;  2.5;  1;           ;  0;  ;    ;           ;     5/2+  ;0;                                                                                                                                                                                                                              0.000000       
 98 ;  2.498000 ; -1.0;  0;           ;  0;  ;    ;      (1/2,;3/2,5/2+)  ;0;                                                                                                                                                                                                                              0.000000       
 99 ;  2.511300 ;  4.5;  1;           ;  1;  ;    ;           ;     9/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.511;  9.993E-01; ; 1.000E+00  6.780E-04
100 ;  2.512900 ; -1.0;  0;           ;  1;  ;    ;           ;3/2+,5/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.513;  1.000E+00; ; 1.000E+00  0.000E+00
101 ;  2.539000 ; -1.0;  0;           ;  0;  ;    ;           ;7/2+,9/2+  ;0;                                                                                                                                                                                                                              0.000000       
102 ;  2.557000 ;  0.5;  1;           ;  0;  ;    ;           ;     1/2+  ;0;                                                                                                                                                                                                                              0.000000       
103 ;  2.560400 ; -1.0;  0;           ;  2;  ;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   8;      1.900;  4.924E-01; ; 4.924E-01  0.000E+00
    ;           ;     ;   ;           ;   ;  ;   1;      2.562;  5.076E-01; ; 5.076E-01  0.000E+00
104 ;  2.564400 ; -1.0;  0;           ;  0;  ;    ;      (1/2,;3/2,5/2+)  ;0;                                                                                                                                                                                                                              0.000000       
105 ;  2.578700 ; -1.0;  0;           ;  1;  ;    ;     (1/2+,;3/2,5/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.579;  1.000E+00; ; 1.000E+00  0.000E+00
106 ;  2.610000 ; -1.0;  0;           ;  0;  ;    ;           ; 1/2:9/2+  ;0;                                                                                                                                                                                                                              0.000000       
107 ;  2.626620 ; -1.0;  0;           ;  2;  ;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  52;      0.843;  5.000E-01; ; 5.000E-01  0.000E+00
    ;           ;     ;   ;           ;   ;  ;  34;      1.217;  5.000E-01; ; 5.000E-01  0.000E+00
108 ;  2.643400 ; -1.0;  0;           ;  1;  ;    ;         (3;/2+,5/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  19;      1.619;  1.000E+00; ; 1.000E+00  0.000E+00
109 ;  2.649500 ; -1.0;  0;           ;  2;  ;    ;         (7;/2+,9/2+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  34;      1.240;  4.083E-01; ; 4.083E-01  0.000E+00
    ;           ;     ;   ;           ;   ;  ;   1;      2.649;  5.917E-01; ; 5.917E-01  0.000E+00
110 ;  2.650000 ; -1.0;  0;           ;  0;  ;    ;           ;3/2+,5/2+  ;0;                                                                                                                                                                                                                              0.000000       
111 ;  2.677000 ; -1.0;  0;           ;  0;  ;    ;           ;3/2+,5/2+  ;0;                                                                                                                                                                                                                              0.000000       
112 ;  2.697000 ; -1.0;  0;           ;  0;  ;    ;           ;3/2+,5/2+  ;0;                                                                                                                                                                                                                              0.000000       
113 ;  2.707800 ; -1.0;  0;           ;  1;  ;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  66;      0.706;  1.000E+00; ; 1.000E+00  0.000E+00
114 ;  2.712200 ;  8.5;  1;           ;  1;  ;    ;           ;  (17/2+)  ;0;                                                                                                                                                                                                                              0.000000  1    
    ;           ;     ;   ;           ;   ;  ;  94;      0.278;  9.766E-01; ; 1.000E+00  2.400E-02
115 ;  2.725200 ;  9.5; -1;           ;  1;  ;    ;           ;  (19/2-)  ;0;                                                                                                                                                                                                                              0.000000  2    
    ;           ;     ;   ;           ;   ;  ;  66;      0.723;  9.983E-01; ; 1.000E+00  1.700E-03
116 ;  2.745000 ; -1.0;  0;           ;  0;  ;    ;           ;1/2-,3/2-  ;0;                                                                                                                                                                                                                              0.000000       
117 ;  2.772000 ; -1.0;  0;           ;  0;  ;    ;           ;7/2+,9/2+  ;0;                                                                                                                                                                                                                              0.000000       
118 ;  2.793500 ;  2.5;  1;           ;  0;  ;    ;           ;     5/2+  ;0;                                                                                                                                                                                                                              0.000000       
119 ;  2.813600 ; -1.0;  0;           ;  1;  ;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  58;      0.893;  1.000E+00; ; 1.000E+00  0.000E+00
120 ;  2.828700 ;  9.5;  1;           ;  1;  ;    ;           ;  (19/2+)  ;0;                                                                                                                                                                                                                              0.000000  1    
    ;           ;     ;   ;           ;   ;  ; 114;      0.117;  7.143E-01; ; 1.000E+00  4.000E-01
121 ;  2.831000 ; -1.0;  0;           ;  0;  ;    ;           ;1/2-,3/2-  ;0;                                                                                                                                                                                                                              0.000000       
122 ;  2.833000 ; -1.0;  0;           ;  0;  ;    ;           ;3/2+,5/2+  ;0;                                                                                                                                                                                                                              0.000000       
123 ;  2.859000 ;  2.5;  1;           ;  0;  ;    ;           ;     5/2+  ;0;                                                                                                                                                                                                                              0.000000       
124 ;  2.875000 ; -1.0;  0;           ;  0;  ;    ;           ;1/2-,3/2-  ;0;                                                                                                                                                                                                                              0.000000       
125 ;  2.878000 ; -1.0;  0;           ;  0;  ;    ;           ;3/2+,5/2+  ;0;                                                                                                                                                                                                                              0.000000       
126 ;  2.896000 ;  2.5;  1;           ;  0;  ;    ;           ;     5/2+  ;0;                                                                                                                                                                                                                              0.000000       
127 ;  2.905700 ; -1.0;  0;           ;  2;  ;    ;           ;3/2+,5/2+  ;0;                                                                                                                                                                                                                              0.000000       
