 Z=  75 A= 156  Re beta2= 0.04 nrho= 200
   r[fm]   rhon0[fm-3]    rhon2          rhon4          rhon6          rhon8          rhop0[fm-3]    rhop2          rhop4          rhop6          rhop8        
   0.000   9.976249E-02  -5.430544E-16  -7.702172E-16  -6.379727E-16  -1.673673E-15   6.980686E-02  -3.878960E-16  -5.308254E-16  -6.504820E-16  -1.487709E-15
   0.100   9.959269E-02   4.842236E-06   1.345413E-09   2.046391E-13  -9.441232E-16   6.978493E-02  -1.370470E-05  -4.323823E-09  -4.676465E-13  -1.430490E-15
   0.200   9.909070E-02   1.898635E-05   2.131092E-08   1.306593E-11  -2.002685E-16   6.972142E-02  -5.421494E-05  -6.854197E-08  -2.960544E-11  -9.913293E-15
   0.300   9.827824E-02   4.131607E-05   1.060875E-07   1.465547E-10   3.467507E-14   6.962291E-02  -1.197423E-04  -3.416698E-07  -3.327276E-10  -2.285207E-13
   0.400   9.719024E-02   7.007314E-05   3.274648E-07   8.059044E-10   3.375526E-13   6.949979E-02  -2.073827E-04  -1.056740E-06  -1.834725E-09  -2.218818E-12
   0.500   9.587279E-02   1.030004E-04   7.754717E-07   2.991147E-09   1.836706E-12   6.936535E-02  -3.132298E-04  -2.509256E-06  -6.832302E-09  -1.284731E-11
   0.600   9.438072E-02   1.375233E-04   1.548894E-06   8.640653E-09   6.999629E-12   6.923471E-02  -4.325301E-04  -5.029747E-06  -1.981029E-08  -5.339766E-11
   0.700   9.277460E-02   1.709530E-04   2.744396E-06   2.096424E-08   2.060148E-11   6.912364E-02  -5.598745E-04  -8.952855E-06  -4.825296E-08  -1.760816E-10
   0.800   9.111758E-02   2.006936E-04   4.445054E-06   4.471292E-08   4.929796E-11   6.904723E-02  -6.894226E-04  -1.458558E-05  -1.033150E-07  -4.893352E-10
   0.900   8.947216E-02   2.244351E-04   6.709131E-06   8.634481E-08   9.807870E-11   6.901888E-02  -8.151484E-04  -2.217738E-05  -2.002281E-07  -1.191591E-09
   1.000   8.789714E-02   2.403176E-04   9.559895E-06   1.540653E-07   1.609846E-10   6.904921E-02  -9.311005E-04  -3.189453E-05  -3.583454E-07  -2.611227E-09
   1.100   8.644485E-02   2.470534E-04   1.297718E-05   2.577402E-07   2.031502E-10   6.914543E-02  -1.031663E-03  -4.380070E-05  -6.007672E-07  -5.248234E-09
   1.200   8.515885E-02   2.440008E-04   1.689131E-05   4.086984E-07   1.315005E-10   6.931084E-02  -1.111806E-03  -5.784504E-05  -9.535361E-07  -9.811425E-09
   1.300   8.407228E-02   2.311852E-04   2.117986E-05   6.194558E-07  -2.480850E-10   6.954477E-02  -1.167309E-03  -7.385846E-05  -1.444439E-06  -1.724407E-08
   1.400   8.320668E-02   2.092711E-04   2.566754E-05   9.033957E-07  -1.287694E-09   6.984269E-02  -1.194954E-03  -9.155792E-05  -2.101495E-06  -2.873089E-08
   1.500   8.257166E-02   1.794894E-04   3.012960E-05   1.274442E-06  -3.567882E-09   7.019659E-02  -1.192665E-03  -1.105579E-04  -2.951248E-06  -4.568045E-08
   1.600   8.216504E-02   1.435300E-04   3.429857E-05   1.746754E-06  -7.979408E-09   7.059559E-02  -1.159597E-03  -1.303879E-04  -4.016976E-06  -6.967959E-08
   1.700   8.197369E-02   1.034106E-04   3.787438E-05   2.334457E-06  -1.581281E-08   7.102665E-02  -1.096163E-03  -1.505139E-04  -5.316983E-06  -1.024190E-07
   1.800   8.197479E-02   6.133267E-05   4.053770E-05   3.051425E-06  -2.885163E-08   7.147530E-02  -1.004002E-03  -1.703629E-04  -6.863049E-06  -1.455929E-07
