id,num_round,max_depth,l2,max_bin,objective,mt_strategy,normalizer,train_mae,train_mse,train_evs,train_mae_m,train_r2,val_mae,val_mse,val_evs,val_mae_m,val_r2,test_mae,test_mse,test_evs,test_mae_m,test_r2,model_path,training_time,scaler_path
1,10,10,0,300,rmse,one_hot,none,0.1952723749960942,0.1032371370295798,0.8424700385369787,0.1073620682884002,0.8424699583910407,0.1958084831483131,0.1048641833748032,0.8403000977002014,0.1075295950151649,0.8402958069579909,0.1957559382418136,0.1033135600337273,0.8423831452155448,0.1077086178056229,0.8423818656010253,E:\ML_Models_EXFOR\XGB_B4\XGB10_L0_MB300_none_rmse_B4_v1\xgboost_model.joblib,4.771144151687622,none
2,10,10,0,10000,rmse,one_hot,none,0.1935679892120202,0.1016992786784076,0.844543429026251,0.1067383806163663,0.8445433502925392,0.1945178220242668,0.1036769058118459,0.8420563921920275,0.1070072707052111,0.8420523248585814,0.1941879710781444,0.1016801992950886,0.8446537085511877,0.1071265273749542,0.8446520216463779,E:\ML_Models_EXFOR\XGB_B4\XGB10_L0_MB10000_none_rmse_B4_v1\xgboost_model.joblib,7.028093576431274,none
3,10,10,0,20000,rmse,one_hot,none,0.1950384737821053,0.1034541484096169,0.8422644005025429,0.107159121680643,0.8422643438088522,0.1959068822386863,0.1052572795837198,0.8400030092620204,0.1075132967388798,0.8399980403887886,0.1955317468528805,0.1034612436995981,0.8425789098125062,0.1076447690122282,0.8425774020160853,E:\ML_Models_EXFOR\XGB_B4\XGB10_L0_MB20000_none_rmse_B4_v1\xgboost_model.joblib,8.468577146530151,none
4,10,10,0,30000,rmse,one_hot,none,0.1935974660438656,0.1014562432292583,0.844984461660564,0.1069359804789027,0.8449843728410188,0.1945353748786065,0.1034385250870268,0.8424737548593998,0.1071767923968582,0.8424689902749871,0.1944562124591253,0.1020561563800989,0.8440371772090167,0.1075022141104128,0.8440361294415794,E:\ML_Models_EXFOR\XGB_B4\XGB10_L0_MB30000_none_rmse_B4_v1\xgboost_model.joblib,10.203600645065308,none
5,10,20,0,300,rmse,one_hot,none,0.159742495005983,0.0783987287481662,0.8881409856512037,0.0758429463009359,0.8881409554510378,0.1635611373507338,0.0831821237029387,0.8811834909351153,0.0779674375178037,0.8811815185652071,0.1632355696082886,0.0823263361801701,0.8827839275732138,0.0776884603799828,0.8827823010616144,E:\ML_Models_EXFOR\XGB_B4\XGB20_L0_MB300_none_rmse_B4_v1\xgboost_model.joblib,101.03693914413452,none
6,10,20,0,10000,rmse,one_hot,none,0.1030901031291774,0.0404524079672957,0.9443385459664516,0.044292069880047,0.944338484777278,0.1208959527825013,0.0575348445571028,0.9208023046738671,0.051711507973476,0.9208014409951402,0.1204729315347996,0.0570911265814239,0.9218023646228404,0.0516292253567927,0.9218015578588508,E:\ML_Models_EXFOR\XGB_B4\XGB20_L0_MB10000_none_rmse_B4_v1\xgboost_model.joblib,445.2937278747559,none
7,10,20,0,20000,rmse,one_hot,none,0.0987577969231715,0.037509788998855,0.9484935470392732,0.0423474418279115,0.9484935132224914,0.1205792849751583,0.0577349882410412,0.9206550069144612,0.0513094170778155,0.9206542394447756,0.1205222987225814,0.0576652495966443,0.9210909099980682,0.0515078203673169,0.9210901516372147,E:\ML_Models_EXFOR\XGB_B4\XGB20_L0_MB20000_none_rmse_B4_v1\xgboost_model.joblib,776.6100022792816,none
8,10,20,0,30000,rmse,one_hot,none,0.0973949158860458,0.0362357831870399,0.9502721002485612,0.0417200283294301,0.9502720029729268,0.1212786344897627,0.0584504334543834,0.9198150445569252,0.051549440544848,0.9198136938514074,0.1209536323409626,0.0577906186291656,0.9210034524544648,0.051391013254342,0.9210026468692832,E:\ML_Models_EXFOR\XGB_B4\XGB20_L0_MB30000_none_rmse_B4_v1\xgboost_model.joblib,1129.6178052425385,none
9,10,30,0,300,rmse,one_hot,none,0.159266705942778,0.0781907702468504,0.8886275097812716,0.0752794702799689,0.8886274742091557,0.1638522325144839,0.0840588642413273,0.8802174280798335,0.0778554509362064,0.8802153613854671,0.1634999147249556,0.0829828377360279,0.8820753173218417,0.0776286713846041,0.8820737890904403,E:\ML_Models_EXFOR\XGB_B4\XGB30_L0_MB300_none_rmse_B4_v1\xgboost_model.joblib,267.23069643974304,none
10,10,30,0,10000,rmse,one_hot,none,0.0841515964759242,0.03259087959297,0.9562886689891562,0.0293383096394249,0.9562886001900824,0.1185311093439352,0.0617509299416403,0.9172193161485088,0.0453216141858731,0.9172190660284062,0.118307972644668,0.0619629888395579,0.9174424039353184,0.0458621891082691,0.917442101769746,E:\ML_Models_EXFOR\XGB_B4\XGB30_L0_MB10000_none_rmse_B4_v1\xgboost_model.joblib,2680.4908730983734,none
