N,Z,A,EL,O,Mass_Excess,dMass_Excess,Binding_Energy,dBinding_Energy,B_Decay_Energy,dB_Decay_Energy,Atomic_Mass_Micro,dAtomic_Mass_Micro,Element_w_A,S(2n),dS(2n),S(2p),dS(2p),Q(a),dQ(a),Q(2B-),dQ(2B-),Q(ep),dQ(ep),Q(B-n),dQ(B-n),S(n),dS(n),S(p),dS(p),Q(4B-),dQ(4B-),"Q(d,a)","dQ(d,a)","Q(p,a)","dQ(p,a)","Q(n,a)","dQ(n,a)","Q(g,p)","Q(g,n)","Q(g,pn)","Q(g,d)","Q(g,t)","Q(g,He3)","Q(g,2p)","Q(g,2n)","Q(g,a)","Q(p,n)","Q(p,2p)","Q(p,pn)","Q(p,d)","Q(p,2n)","Q(p,t)","Q(p,3He)","Q(n,2p)","Q(n,np)","Q(n,d)","Q(n,2n)","Q(n,t)","Q(n,3He)","Q(d,t)","Q(d,3He)","Q(3He,t)","Q(3He,a)","Q(t,a)"
30,15,45,P,x,15600.0,500.0,7464.0,11.0,19589.0,1150.0,45016747.0,537.0,45P,5223.0,747.0,45998.0,944.0,-20245.0,707.0,33862.0,518.0,,,16733.0,500.0,2922.0,707.0,20202.0,778.0,52215.0,500.0,3209.0,778.0,3994.0,707.0,-18854.0,781.0,-20202.0,-2922.0,-22862.0939,-20637.5279,-15819.8649,-39431.619399999996,-45998.0,-5223.0,-20245.0,18806.6535,-20202.0,-2922.0,-697.4340000000002,15950.6535,3258.794900000001,-15144.053500000002,,-20202.0,-17977.434,-2922.0,-14380.298900000002,-38279.9596,3335.2290000000003,-14708.5256,19570.408,17655.6194,-388.1350999999995
29,16,45,S,x,-3989.5890000000004,1035.356,7881.807,23.008000000000003,14272.954,1044.271,44995717.0,1111.5,45S,7936.76,1035.37,41669.0,1195.0,-18534.17,1174.59,25781.21,1035.36,-39792.0,1195.0,8323.62,1044.29,2856.67,1035.37,21729.0,1150.0,36822.59,1035.36,2041.39,1174.59,-135.27,1082.03,-14813.0,1150.0,-21729.0,-2856.67,-24029.7039,-21805.1379,-19949.1349,-35390.619399999996,-41669.0,-7936.76,-18534.17,13490.6075,-21729.0,-2856.67,-632.1040000000003,7541.273500000001,545.0349000000006,-16311.663500000002,-39009.6535,-21729.0,-19504.434,-2856.67,-15547.908900000002,-33950.9596,3400.559,-16235.5256,14254.362,17720.949399999998,-1915.1350999999995
28,17,45,Cl,x,-18262.543,136.16299999999998,8181.598000000001,3.0260000000000002,11508.253999999999,136.164,44980394.353,146.17700000000002,45Cl,10245.67,149.56,37520.31,571.17,-15707.69,181.6,18353.1,136.16,-36002.0,518.0,6339.4,136.17,5949.34,192.68,16347.28,136.26,22809.35,136.17,4643.72,136.25,4239.26,136.19,-13625.88,342.6,-16347.28,-5949.34,-21427.3739,-19202.8079,-15574.6049,-34203.4994,-37520.31,-10245.67,-15707.69,10725.9075,-16347.28,-5949.34,-3724.7740000000003,5557.0535,-1763.8750999999993,-13709.3335,-35219.6535,-16347.28,-14122.714,-5949.34,-12945.5789,-29802.2696,307.8890000000001,-10853.8056,11489.661999999998,14628.2794,3466.5849
27,18,45,Ar,x,-29770.796000000002,0.512,8419.952,0.011000000000000001,6844.840999999999,0.731,44968039.733,0.55,45Ar,13903.62,5.33,32153.28,5.0,-13187.13,4.13,11041.38,0.63,-27855.53,5.24,-2060.62,0.66,5168.86,1.66,16675.24,136.32,9239.04,0.99,5099.52,61.86,-74.97,59.62,-6486.65,2.84,-16675.24,-5168.86,-20971.5739,-18747.0079,-19888.8349,-27064.269399999997,-32153.28,-13903.62,-13187.13,6062.4945,-16675.24,-5168.86,-2944.294,-2842.9665,-5421.8251,-13253.533500000001,-27073.1835,-16675.24,-14450.674000000003,-5168.86,-12489.778900000001,-24435.2396,1088.3690000000006,-11181.765600000002,6826.249,15408.759399999999,3138.624899999999
26,19,45,K,x,-36615.638,0.522,8554.674,0.012,4196.536,0.637,44960691.493,0.56,45K,16182.88,0.66,27034.07,61.86,-11733.36,68.73,4456.26,0.85,-23520.08,136.32,-3218.28,0.61,8905.46,0.67,11231.35,1.67,-4729.62,1.02,6104.98,5.34,2671.09,5.8,-6137.47,59.62,-11231.35,-8905.46,-19966.1139,-17741.5479,-17142.7749,-26715.0894,-27034.07,-16182.88,-11733.36,3414.1895,-11231.35,-8905.46,-6680.893999999999,-4000.6265000000003,-7701.085099999998,-12248.073500000002,-22737.733500000002,-11231.35,-9006.784,-8905.46,-11484.318900000002,-19316.0296,-2648.230999999999,-5737.8756,4177.944,11672.1594,8582.5149
25,20,45,Ca,Other,-40812.174,0.366,8630.545,0.008,259.722,0.747,44956186.326000005,0.392,45Ca,18545.99,0.29,23380.31,5.32,-10169.58,0.5,-1802.33,0.9,-15427.89,1.63,-11067.51,1.76,7414.82,0.17,12319.65,0.56,-21297.37,35.4,6474.02,0.55,-926.09,0.38,-743.1,5.79,-12319.65,-7414.82,-19597.0739,-17372.5079,-20739.9549,-21320.719399999998,-23380.31,-18545.99,-10169.58,-522.6245,-12319.65,-7414.82,-5190.254,-11849.8565,-10064.1951,-11879.033500000001,-14645.5435,-12319.65,-10095.083999999999,-7414.82,-11115.278900000001,-15662.269600000001,-1157.5909999999994,-6826.1756,241.13,13162.7994,7494.214900000001
24,21,45,Sc,Other,-41071.896,0.675,8618.931,0.015,-2062.056,0.509,44955907.503,0.7240000000000001,45Sc,21026.43,1.98,19074.45,0.79,-7937.27,0.67,-9185.88,0.55,-12579.37,0.79,-11594.64,0.97,11327.23,1.88,6892.19,0.73,-35822.0,400.0,8047.73,0.7,2339.4,0.69,-403.47,0.68,-6892.19,-11327.23,-18023.3639,-15798.797900000001,-17474.4649,-20981.0894,-19074.45,-21026.43,-7937.27,-2844.4025,-6892.19,-11327.23,-9102.664,-12376.986499999999,-12544.6351,-10305.323500000002,-11797.023500000001,-6892.19,-4667.624,-11327.23,-9541.568900000002,-11356.4096,-5070.000999999999,-1398.7155999999995,-2080.648,9250.3894,12921.674900000002
23,22,45,Ti,Other,-39009.84,0.845,8555.722,0.019,-7123.8240000000005,0.214,44958121.211,0.907,45Ti,25831.39,7.29,15178.96,0.87,-6296.87,0.85,-19495.04,35.41,-4830.14,0.89,-22964.78,181.64,9532.59,1.1,8482.83,1.95,-52772.0,400.0,7889.07,2.04,-2024.63,0.86,5183.81,0.86,-8482.83,-9532.59,-18182.0239,-15957.457900000001,-21838.4949,-15393.809399999998,-15178.96,-25831.39,-6296.87,-7906.1705,-8482.83,-9532.59,-7308.024,-23747.1265,-17349.5951,-10463.983500000002,-4047.7935,-8482.83,-6258.264,-9532.59,-9700.228900000002,-7460.919599999999,-3275.361,-2989.3556,-7142.416,11045.0294,11331.0349
22,23,45,V,Other,-31886.016,0.872,8380.029,0.019,-12371.216999999999,35.408,44965768.951000005,0.935,45V,30112.29,42.86,10275.86,2.06,-5668.52,0.88,-26636.0,400.0,-1359.0,1.96,-26597.0,300.0,15840.95,181.64,1626.42,1.12,,,8145.87,7.3,-1917.29,0.91,5881.54,0.89,-1626.42,-15840.95,-17925.2239,-15700.657900000002,-21731.1549,-14696.079399999999,-10275.86,-30112.29,-5668.52,-13153.563499999998,-1626.42,-15840.95,-13616.384000000002,-27379.3465,-21630.4951,-10207.183500000003,-576.6535,-1626.42,598.1459999999997,-15840.95,-9443.428900000003,-2557.8196000000007,-9583.721000000001,3867.0544,-12389.809,4736.669399999999,18187.444900000002
21,24,45,Cr,x,-19514.799,35.397,8087.728,0.787,-14265.0,401.0,44979050.0,38.0,45Cr,33687.0,401.0,4771.66,36.13,-6242.18,45.1,-33277.0,401.0,10744.8,35.4,-34616.0,501.0,14226.0,302.0,2687.39,185.06,,,9112.36,55.58,-7031.0,199.0,11236.28,35.4,-2687.39,-14226.0,-16958.7339,-14734.1679,-26844.8649,-9341.339399999999,-4771.66,-33687.0,-6242.18,-15047.3465,-2687.39,-14226.0,-12001.434000000001,-35398.3465,-25205.2051,-9240.693500000001,11527.146499999999,-2687.39,-462.82400000000007,-14226.0,-8476.938900000001,2946.3804,-7968.771,2806.0844,-14283.592,6351.6194,17126.4749
20,25,45,Mn,x,-5250.0,400.0,7753.0,9.0,-19012.0,565.0,44994364.0,429.0,45Mn,,,1911.0,402.0,-7995.0,447.0,,,11578.0,439.0,,,20351.0,640.0,-822.0,500.0,,,7431.0,565.0,-7116.0,565.0,8016.0,445.0,822.0,-20351.0,-18640.0939,-16415.5279,-26929.8649,-12561.6194,-1911.0,,-7995.0,-19794.3465,822.0,-20351.0,-18126.434,,,-10922.053500000002,12360.3465,822.0,3046.566,-20351.0,-10158.298900000002,5807.0404,-14093.771,6315.4744,-19030.592,226.6193999999996,20635.8649
19,26,45,Fe,-pp,13762.0,400.0,7313.0,9.0,,,45014774.0,429.0,45Fe,,,-1154.0,16.0,,,,,19833.0,500.0,,,,,557.0,640.0,,,,,,,12678.0,565.0,-557.0,,,,,-7899.6194,1154.0,,,,-557.0,,,,,,20615.3465,-557.0,1667.5659999999998,,,8872.0404,,4936.4744,,,19256.8649
31,15,46,P,x,22970.0,700.0,7317.0,15.0,22630.0,860.0,46024659.0,751.0,46P,3623.0,860.0,,,-19555.0,922.0,36829.0,730.0,,,18888.0,1250.0,701.0,860.0,21809.0,989.0,58384.0,700.0,5167.0,919.0,4733.0,919.0,-18404.0,1063.0,-21809.0,-701.0,-20904.0939,-18679.5279,-15080.8649,-38981.619399999996,,-3623.0,-19555.0,21847.6535,-21809.0,-701.0,1523.5659999999998,18105.6535,4858.794900000001,-13186.053500000002,,-21809.0,-19584.434,-701.0,-12422.298900000002,,5556.229,-16315.5256,22611.408,19876.6194,-1995.1350999999995
30,16,46,S,x,340.0,500.0,7792.0,11.0,14199.0,542.0,46000365.0,537.0,46S,6598.0,500.0,42751.0,778.0,-18555.0,707.0,30113.0,500.0,-44439.0,860.0,10531.0,518.0,3742.0,1150.0,22549.0,707.0,43479.0,500.0,600.0,707.0,524.0,747.0,-17115.0,778.0,-22549.0,-3742.0,-25471.0939,-23246.5279,-19289.8649,-37692.619399999996,-42751.0,-6598.0,-18555.0,13416.6535,-22549.0,-3742.0,-1517.4340000000002,9748.6535,1883.7949000000008,-17753.0535,-43656.6535,-22549.0,-20324.434,-3742.0,-16989.2989,-35032.9596,2515.2290000000003,-17055.5256,14180.408,16835.6194,-2735.1350999999995
29,17,46,Cl,x,-13859.398000000001,208.66099999999997,8083.48,4.5360000000000005,15913.528,208.66400000000002,45985121.323,224.00599999999997,46Cl,9617.51,249.24,38888.0,542.0,-17294.05,377.32,21554.53,208.66,-36748.0,542.0,7840.08,208.66,3668.17,249.16,17158.78,1056.17,27901.82,208.66,6055.64,208.73,3200.12,208.72,-12892.82,592.65,-17158.78,-3668.17,-20015.4539,-17790.8879,-16613.7449,-33470.4394,-38888.0,-9617.51,-17294.05,15131.1815,-17158.78,-3668.17,-1443.6040000000003,7057.7335,-1135.7150999999994,-12297.413500000002,-35965.6535,-17158.78,-14934.214,-3668.17,-11533.658900000002,-31169.959600000002,2589.059,-11665.3056,15894.936,16909.449399999998,2655.0849000000017
28,18,46,Ar,x,-29772.926,1.1179999999999999,8412.419,0.024,5640.996999999999,1.3330000000000002,45968037.446,1.2,46Ar,13242.31,1.94,35146.63,5.33,-14560.1,3.01,13366.43,2.5,-33072.31,1035.36,-1228.61,1.23,8073.45,1.23,18799.35,136.17,14354.87,1.13,1322.4,136.33,-749.36,61.87,-11931.07,5.09,-18799.35,-8073.45,-24748.6939,-22524.1279,-20563.2249,-32508.6894,-35146.63,-13242.31,-14560.1,4858.6505,-18799.35,-8073.45,-5848.884,-2010.9564999999998,-4760.515099999999,-17030.6535,-32289.963499999998,-18799.35,-16574.784,-8073.45,-16266.898900000002,-27428.5896,-1816.2209999999995,-13305.8756,5622.405,12504.169399999999,1014.514900000002
27,19,46,K,x,-35413.924,0.727,8518.042,0.016,7725.438,2.35,45961981.586,0.78,46K,15775.07,0.84,29607.34,136.32,-13007.07,59.62,6347.29,1.0,-24440.35,136.17,-2673.07,0.81,6869.6,0.89,12932.1,0.89,1661.43,0.75,7970.14,1.74,1459.94,5.36,-5608.01,61.86,-12932.1,-6869.6,-18100.9539,-15876.387900000002,-18353.9249,-26185.629399999998,-29607.34,-15775.07,-13007.07,6943.0915,-12932.1,-6869.6,-4645.034000000001,-3455.4165000000003,-7293.275099999999,-10382.913500000002,-23658.0035,-12932.1,-10707.534,-6869.6,-9619.158900000002,-21889.2996,-612.3710000000001,-7438.6256,7706.8460000000005,13708.0194,6881.7649
26,20,46,Ca,Other,-43139.361,2.235,8668.979,0.049,-1378.1429999999998,2.333,45953687.988000005,2.399,46Ca,17813.32,2.26,25044.05,2.74,-11141.6,6.19,988.44,2.24,-20657.54,2.29,-10138.78,2.33,10398.5,2.26,13812.69,2.3,-13667.79,11.67,3352.94,2.27,-1699.92,2.27,-5483.15,5.76,-13812.69,-10398.5,-22718.1539,-20493.587900000002,-21513.7849,-26060.769399999997,-25044.05,-17813.32,-11141.6,-2160.4894999999997,-13812.69,-10398.5,-8173.934,-10921.1265,-9331.525099999999,-15000.113500000001,-19875.1935,-13812.69,-11588.124,-10398.5,-14236.358900000001,-17326.009599999998,-4141.271,-8319.2156,-1396.735,10179.1194,6001.1749
25,21,46,Sc,-n,-41761.219,0.6829999999999999,8622.011999999999,0.015,2366.581,0.667,45955167.485,0.732,46Sc,20087.87,1.88,20557.67,0.8,-9164.11,0.69,-4685.87,0.67,-12434.55,0.86,-10822.7,0.52,8760.64,0.1,8238.02,0.75,-29192.0,400.0,10418.26,0.74,1511.66,0.71,460.57,0.8,-8238.02,-8760.64,-15652.8339,-13428.2679,-18302.2049,-20117.0494,-20557.67,-20087.87,-9164.11,1584.2345,-8238.02,-8760.64,-6536.074,-11605.0465,-11606.075099999998,-7934.793500000002,-11652.2035,-8238.02,-6013.454000000001,-8760.64,-7171.038900000001,-12839.629599999998,-2503.410999999999,-2744.5456000000004,2347.989,11816.9794,11575.8449
24,22,46,Ti,Other,-44127.799000000006,0.165,8656.451,0.004,-7052.4490000000005,0.09300000000000001,45952626.856000006,0.17600000000000002,46Ti,22721.86,0.72,17237.07,0.36,-8005.47,0.22,-14656.23,11.45,-10604.6,0.4,-20313.1,0.86,13189.28,0.83,10344.87,0.66,-45038.0,500.0,4398.99,1.76,-3075.64,1.87,-72.58,0.28,-10344.87,-13189.28,-21672.103900000002,-19447.537900000003,-22889.5049,-20650.1994,-17237.07,-22721.86,-8005.47,-7834.7955,-10344.87,-13189.28,-10964.714,-21095.4465,-14240.0651,-13954.063500000002,-9822.2535,-10344.87,-8120.304000000001,-13189.28,-13190.308900000002,-9519.0296,-6932.051,-4851.395600000001,-7071.041,7388.339399999999,9468.9949
23,23,46,V,Other,-37075.351,0.20199999999999999,8486.13,0.004,-7603.784000000001,11.455,45960197.971,0.21600000000000003,46V,29101.61,181.64,13837.31,1.77,-7379.11,0.26,-24506.0,400.0,-3292.43,0.67,-25631.87,35.4,13260.65,0.86,5354.48,0.84,,,11184.02,0.73,-2890.21,7.25,4759.15,1.87,-5354.48,-13260.65,-14887.0739,-12662.5079,-22704.0749,-15818.4694,-13837.31,-29101.61,-7379.11,-8386.130500000001,-5354.48,-13260.65,-11036.083999999999,-26414.2165,-20619.8151,-7169.033500000001,-2510.0834999999997,-5354.48,-3129.9139999999998,-13260.65,-6405.278900000001,-6119.2696,-7003.420999999999,138.9944000000005,-7622.376,7316.9694,14459.384900000001
22,24,46,Cr,Other,-29471.567000000003,11.453,8303.823,0.249,-16902.0,400.0,45968360.97,12.295,46Cr,32254.0,300.0,6500.94,11.47,-6791.81,11.46,-30382.0,500.0,2249.3,11.48,-32293.0,400.0,18028.08,37.2,4874.52,11.49,,,5355.62,182.0,-6691.16,44.35,5495.92,13.55,-4874.52,-18028.08,-20715.4739,-18490.907900000002,-26505.0249,-15081.6994,-6500.94,-32254.0,-6791.81,-17684.3465,-4874.52,-18028.08,-15803.514000000003,-33075.3465,-23772.2051,-12997.433500000003,3031.6465000000003,-4874.52,-2649.9540000000006,-18028.08,-12233.678900000003,1217.1004000000003,-11770.851000000002,618.9543999999996,-16920.592,2549.539399999998,14939.3449
21,25,46,Mn,x,-12570.0,400.0,7919.0,9.0,-13480.0,640.0,45986506.0,429.0,46Mn,35742.0,640.0,3031.0,439.0,-7375.0,445.0,,,12027.0,400.0,-34403.0,565.0,15391.0,565.0,344.0,401.0,,,11502.0,500.0,-5735.0,565.0,10993.0,402.0,-344.0,-15391.0,-14569.0939,-12344.527900000001,-25548.8649,-9584.6194,-3031.0,-35742.0,-7375.0,-14262.3465,-344.0,-15391.0,-13166.434000000001,-35185.3465,-27260.2051,-6851.053500000002,12809.3465,-344.0,1880.5659999999998,-15391.0,-6087.298900000002,4687.0404,-9133.771,5149.4744,-13498.592,5186.6194,19469.8649
20,26,46,Fe,x,910.0,500.0,7609.0,11.0,,,46000977.0,537.0,46Fe,,,307.0,583.0,-8245.0,640.0,,,13136.0,501.0,,,20923.0,640.0,1129.0,640.0,,,4591.0,707.0,,,8527.0,640.0,-1129.0,-20923.0,-21480.0939,-19255.5279,,-12050.6194,-307.0,,-8245.0,,-1129.0,-20923.0,-18698.434,,,-13762.053500000002,13918.3465,-1129.0,1095.5659999999998,-20923.0,-12998.298900000002,7411.0404,-14665.771,4364.4744,,-345.3806000000004,18684.8649
32,15,47,P,x,29710.0,800.0,7190.0,17.0,22340.0,944.0,47031895.0,859.0,47P,2032.0,944.0,,,-19735.0,1132.0,39490.0,894.0,,,21299.0,944.0,1331.0,1063.0,,,65422.0,800.0,2931.0,1063.0,6061.0,998.0,,,,-1331.0,-23140.0939,-20915.5279,-13752.8649,,,-2032.0,-19735.0,21557.6535,,-1331.0,893.5659999999998,20516.6535,6449.794900000001,-15422.053500000002,,,,-1331.0,-14658.298900000002,,4926.229,,22321.408,19246.6194,
31,16,47,S,x,7370.0,500.0,7648.0,11.0,17150.0,640.0,47007912.0,537.0,47S,4783.0,1150.0,44698.0,860.0,-18156.0,778.0,32736.0,500.0,,,13158.0,542.0,1041.0,707.0,22889.0,860.0,49714.0,500.0,2481.0,707.0,1784.0,707.0,-15497.0,778.0,-22889.0,-1041.0,-23590.0939,-21365.5279,-18029.8649,-36074.619399999996,-44698.0,-4783.0,-18156.0,16367.6535,-22889.0,-1041.0,1183.5659999999998,12375.6535,3698.794900000001,-15872.053500000002,,-22889.0,-20664.434,-1041.0,-15108.298900000002,-36979.9596,5216.229,-17395.5256,17131.408,19536.6194,-3075.1350999999995
30,17,47,Cl,x,-9780.0,400.0,7996.0,9.0,15587.0,400.0,46989501.0,429.0,47Cl,7660.0,422.0,39957.0,640.0,-16884.0,684.0,25932.0,400.0,-40038.0,806.0,11922.0,400.0,3992.0,451.0,17409.0,640.0,34557.0,400.0,4921.0,1110.0,4289.0,400.0,-14584.0,640.0,-17409.0,-3992.0,-21150.0939,-18925.5279,-15524.8649,-35161.619399999996,-39957.0,-7660.0,-16884.0,14804.6535,-17409.0,-3992.0,-1767.4340000000002,11139.6535,821.7949000000008,-13432.053500000002,-39255.6535,-17409.0,-15184.434000000001,-3992.0,-12668.298900000002,-32238.959600000002,2265.2290000000003,-11915.5256,15568.408,16585.6194,2404.8649000000005
29,18,47,Ar,x,-25366.338,1.1179999999999999,8311.404,0.024,10345.638,1.7890000000000001,46972768.11399999,1.2,47Ar,11738.18,1.23,35954.69,1035.36,-15595.79,5.09,16978.08,2.49,-32995.0,500.0,1976.27,1.33,3664.73,1.58,18795.91,208.66,19571.03,1.12,3607.01,136.17,-117.76,136.33,-10515.7,5.33,-18795.91,-3664.73,-22464.083899999998,-20239.5179,-19931.6249,-31093.3194,-35954.69,-11738.18,-15595.79,9563.291500000001,-18795.91,-3664.73,-1440.1640000000002,1193.9234999999999,-3256.3850999999995,-14746.043500000002,-32212.6535,-18795.91,-16571.344,-3664.73,-13982.288900000001,-28236.649600000004,2592.4990000000003,-13302.4356,10327.046,16912.8894,1017.9549000000006
28,19,47,K,x,-35711.976,1.3969999999999998,8514.879,0.03,6632.441999999999,2.625,46961661.61399999,1.5,47K,15238.97,1.49,32027.37,136.17,-13977.38,61.87,8624.62,2.38,-29141.55,208.67,-643.93,2.64,8369.37,1.57,13228.02,1.79,6294.64,1.41,4769.63,1.49,1825.33,2.11,-9681.05,136.33,-13228.02,-8369.37,-21301.4639,-19076.8979,-17988.5349,-30258.6694,-32027.37,-15238.97,-13977.38,5850.095499999999,-13228.02,-8369.37,-6144.804000000001,-1426.2765,-6757.175099999999,-13583.4235,-28359.2035,-13228.02,-11003.454000000002,-8369.37,-12819.6689,-24309.329599999997,-2112.1410000000005,-7734.5456,6613.849999999999,12208.249399999999,6585.8449
27,20,47,Ca,Other,-42344.418,2.222,8639.349,0.047,1992.1770000000001,1.185,46954541.393999994,2.385,47Ca,17674.88,2.25,27151.56,2.28,-12759.53,5.76,2592.95,2.22,-19860.46,2.49,-8654.52,2.32,7276.37,0.27,14219.46,2.34,-7781.84,6.43,4982.03,2.28,-1698.87,2.26,-4024.76,2.73,-14219.46,-7276.37,-21089.0639,-18864.497900000002,-21512.7349,-24602.379399999998,-27151.56,-17674.88,-12759.53,1209.8305,-14219.46,-7276.37,-5051.804,-9436.8665,-9193.0851,-13371.023500000003,-19078.1135,-14219.46,-11994.894,-7276.37,-12607.268900000003,-19433.5196,-1019.1409999999996,-8725.9856,1973.585,13301.2494,5594.404900000001
26,21,47,Sc,Other,-44336.595,1.933,8665.09,0.040999999999999995,600.769,1.929,46952402.703999996,2.074,47Sc,19407.33,2.04,22298.9,2.0,-10186.12,1.98,-2329.98,1.93,-16211.64,2.06,-8280.11,1.93,10646.69,2.04,8486.2,1.21,-21770.22,31.73,7186.39,1.97,1996.14,1.96,-2908.7,1.98,-8486.2,-10646.69,-18884.7039,-16660.1379,-17817.7249,-23486.3194,-22298.9,-19407.33,-10186.12,-181.5775,-8486.2,-10646.69,-8422.124,-9062.4565,-10925.535100000001,-11166.663500000002,-15429.2935,-8486.2,-6261.634000000001,-10646.69,-10402.908900000002,-14580.859600000002,-4389.461,-2992.7256000000007,582.177,9930.929399999999,11327.6649
25,22,47,Ti,Other,-44937.364,0.115,8661.226999999999,0.002,-2930.7459999999996,0.138,46951757.752,0.12300000000000001,47Ti,22070.16,0.84,18703.13,0.38,-8953.46,0.25,-10374.79,6.03,-9086.97,2.23,-15933.33,0.18,8880.88,0.13,10465.12,0.68,-38068.0,500.0,6845.34,0.67,-2257.32,1.76,2177.71,0.34,-10465.12,-8880.88,-19225.7539,-17001.1879,-22071.1849,-18399.9094,-18703.13,-22070.16,-8953.46,-3713.0924999999997,-10465.12,-8880.88,-6656.313999999999,-16715.6765,-13588.365099999999,-11507.713500000002,-8304.6235,-10465.12,-8240.554,-8880.88,-10743.958900000001,-10985.089600000001,-2623.650999999999,-4971.645600000001,-2949.3379999999997,11696.7394,9348.7449
24,23,47,V,Other,-42006.617999999995,0.16899999999999998,8582.225,0.004,-7444.04,6.032,46954904.038,0.18100000000000002,47V,26263.24,0.86,15512.66,0.66,-8243.43,1.87,-19440.24,31.67,-7534.37,0.67,-20606.37,11.45,13002.58,0.11,5167.79,0.07,-52377.0,600.0,7714.03,0.83,406.01,0.72,1455.77,1.76,-5167.79,-13002.58,-18357.0639,-16132.497900000002,-19407.854900000002,-19121.8494,-15512.66,-26263.24,-8243.43,-8226.3865,-5167.79,-13002.58,-10778.014,-21388.7165,-17781.4451,-10639.023500000003,-6752.0235,-5167.79,-2943.224,-13002.58,-9875.268900000003,-7794.6196,-6745.351,325.6844000000001,-7462.632,7575.0394,14646.0749
23,24,47,Cr,Other,-34562.578,6.03,8407.195,0.128,-11996.204,32.24,46962895.544,6.473,47Cr,31190.41,35.91,10130.68,6.09,-7666.41,9.43,-27693.0,500.0,2276.25,6.03,-30064.0,400.0,13162.33,12.94,4776.2,6.03,,,8034.24,6.09,-5582.14,181.74,8632.39,6.07,-4776.2,-13162.33,-18036.853900000002,-15812.287900000001,-25396.0049,-11945.2294,-10130.68,-31190.41,-7666.41,-12778.5505,-4776.2,-13162.33,-10937.764,-30846.3465,-22708.6151,-10318.813500000002,3058.5965,-4776.2,-2551.634,-13162.33,-9555.058900000002,-2412.6396000000004,-6905.101,717.2744000000002,-12014.796,7415.2894,15037.6649
22,25,47,Mn,x,-22566.374,31.671,8135.311,0.674,-15697.0,501.0,46975774.0,34.0,47Mn,33459.0,401.0,5258.3,31.68,-7074.93,53.28,-32937.0,601.0,7220.01,31.67,-31548.0,501.0,18068.0,401.0,383.78,33.68,,,7659.23,47.5,-4342.0,302.0,7196.41,184.38,-383.78,-18068.0,-18411.8639,-16187.297900000001,-24155.8649,-13381.2094,-5258.3,-33459.0,-7074.93,-16479.3465,-383.78,-18068.0,-15843.434000000001,-32330.3465,-24977.2051,-10693.823500000002,8002.3565,-383.78,1840.7859999999998,-18068.0,-9930.068900000002,2459.7403999999997,-11810.771,5109.6944,-15715.592,2509.6193999999996,19430.0849
21,26,47,Fe,x,-6870.0,500.0,7785.0,11.0,-17240.0,781.0,46992625.0,537.0,47Fe,36774.0,640.0,1933.0,501.0,-7325.0,640.0,,,15313.0,500.0,,,15851.0,707.0,1589.0,640.0,,,9091.0,640.0,-9036.0,707.0,12137.0,583.0,-1589.0,-15851.0,-16980.0939,-14755.527900000001,-28849.8649,-8440.6194,-1933.0,-36774.0,-7325.0,-18022.3465,-1589.0,-15851.0,-13626.434000000001,,-28292.2051,-9262.053500000002,16095.3465,-1589.0,635.5659999999998,-15851.0,-8498.298900000002,5785.0404,-9593.771,3904.4744,-17258.592,4726.6194,18224.8649
20,27,47,Co,x,10370.0,600.0,7401.0,13.0,,,47011133.0,644.0,47Co,,,-1042.0,721.0,,,,,15651.0,721.0,,,,,-2171.0,781.0,,,7319.0,721.0,,,8987.0,781.0,2171.0,,-18752.0939,-16527.5279,,-11590.6194,1042.0,,,,2171.0,,,,,-11034.053500000002,16433.3465,2171.0,4395.566,,-10270.298900000002,8760.0404,,7664.4744,,,21984.8649
32,16,48,S,x,12761.0,596.0,7545.0,12.0,17042.0,778.0,48013700.0,640.0,48S,3721.0,778.0,,,-18176.0,843.0,35043.0,671.0,,,14470.0,718.0,2680.0,778.0,24238.0,998.0,56986.0,596.0,503.0,919.0,2026.0,778.0,-19082.0,919.0,-24238.0,-2680.0,-25568.0939,-23343.5279,-17787.8649,-39659.619399999996,,-3721.0,-18176.0,16259.6535,-24238.0,-2680.0,-455.4340000000002,13687.6535,4760.794900000001,-17850.0535,,-24238.0,-22013.434,-2680.0,-17086.2989,,3577.2290000000003,-18744.5256,17023.408,17897.6194,-4424.1350999999995
31,17,48,Cl,x,-4280.0,500.0,7883.0,10.0,18001.0,587.0,47995405.0,537.0,48Cl,6563.0,542.0,41828.0,860.0,-17156.0,707.0,28004.0,500.0,-41279.0,944.0,13015.0,500.0,2572.0,640.0,18939.0,707.0,40224.0,500.0,6091.0,707.0,4573.0,1150.0,-14234.0,707.0,-18939.0,-2572.0,-19980.0939,-17755.5279,-15240.8649,-34811.619399999996,-41828.0,-6563.0,-17156.0,17218.6535,-18939.0,-2572.0,-347.4340000000002,12232.6535,1918.7949000000008,-12262.053500000002,-40496.6535,-18939.0,-16714.434,-2572.0,-11498.298900000002,-34109.9596,3685.2290000000003,-13445.5256,17982.408,18005.6194,874.8649000000005
