 11  24  -0.67667       0.15014
 12  25  -1.35233       0.14811
 12  26  -0.54881       0.14619
 12  27  -0.50603       0.14436
 13  28  -1.98058       0.14262
 14  29  -3.71992       0.14097
 14  30  -2.12810       0.13938
 15  32  -2.70541       0.13641
 16  33  -2.39951       0.13502
 16  34  -1.35992       0.13369
 16  35  -0.58071       0.13240
 17  36  -1.64007       0.13116
 17  38   0.87171       0.12882
 18  41   3.12748       0.12560
 19  40   0.14772       0.12664
 19  42   2.22300       0.12459
 20  41  -0.14840       0.12560
 20  43   1.99300       0.12362
 20  44   2.15382       0.12268
 20  45   2.00908       0.12176
 21  46   1.45880       0.12087
 22  47   0.72634       0.12001
 22  48   0.66406       0.11917
 22  49   0.24363       0.11835
 22  50  -0.46146       0.11756
 22  51  -0.31361       0.11679
 23  51  -0.64619       0.11679
 23  52  -0.61442       0.11603
 24  51  -1.08877       0.11679
 24  53  -1.13481       0.11530
 24  54  -0.30818       0.11458
 24  55   0.42365       0.11388
 25  56  -0.64373       0.11320
 26  55  -2.97928       0.11388
 26  57  -1.31103       0.11253
 26  58  -0.52836       0.11188
 26  59   0.28040       0.11125
 27  60  -0.60652       0.11063
 28  59  -3.08201       0.11125
 28  60  -2.24482       0.11063
 28  61  -1.25198       0.11002
 28  62  -0.76675       0.10942
 28  63   0.15765       0.10884
 28  65   1.22812       0.10771
 29  64  -0.25753       0.10827
 29  66   0.91424       0.10717
 30  65   0.54034       0.10771
 30  67   1.84642       0.10663
 30  68   1.95394       0.10611
 30  69   2.64270       0.10559
 30  71   3.26933       0.10459
 31  70   2.33109       0.10509
 31  72   3.40927       0.10410
 32  71   3.21835       0.10459
 32  73   3.75953       0.10363
 32  74   3.21943       0.10316
 32  75   3.39318       0.10270
 32  77   2.60836       0.10180
 33  76   3.70232       0.10224
 34  75   3.71190       0.10270
 34  77   3.76413       0.10180
 34  78   3.18634       0.10136
 34  79   3.24606       0.10093
 34  81   2.00050       0.10010
 34  83   0.80249       0.09929
 35  80   3.38664       0.10051
 35  82   2.09413       0.09969
 36  79   3.55685       0.10093
 36  81   3.30001       0.10010
 36  84   1.22962       0.09889
 36  85   0.71307       0.09850
 37  86   0.00312       0.09812
 37  88  -0.44083       0.09737
 38  85   1.85920       0.09850
 38  87  -0.02788       0.09774
 38  88  -1.51453       0.09737
 38  89  -0.95346       0.09700
 39  90  -1.29039       0.09664
 40  91  -1.22782       0.09629
 40  92  -0.00102       0.09594
 40  93   0.48211       0.09559
 40  94   1.41776       0.09525
 40  95   1.51116       0.09492
 41  94   0.58504       0.09525
 42  93  -1.84327       0.09559
 42  95   0.09697       0.09492
 42  96   1.02534       0.09458
 42  97   1.69945       0.09426
 42  98   2.45331       0.09394
 42  99   3.37697       0.09362
 42 101   4.67338       0.09300
 43 100   3.02519       0.09331
 44 100   1.29006       0.09331
 44 102   2.64795       0.09269
 44 103   3.54210       0.09239
 44 105   4.24424       0.09180
 45 104   2.97194       0.09209
 46 105   2.06640       0.09180
 46 106   2.34052       0.09151
 46 107   3.19274       0.09123
 46 108   3.17786       0.09094
 46 109   3.82628       0.09066
 46 111   4.15085       0.09012
 47 108   2.52108       0.09094
 47 110   3.37599       0.09039
 48 107   0.34826       0.09123
 48 109   1.59715       0.09066
 48 111   2.37875       0.09012
 48 112   2.41276       0.08985
 48 113   2.93438       0.08958
 48 114   2.74087       0.08932
 48 115   3.11318       0.08906
 48 117   2.92291       0.08855
 49 114   2.25012       0.08932
 49 116   2.59308       0.08880
 50 113   0.75123       0.08958
 50 115   1.00591       0.08906
 50 117   1.44119       0.08855
 50 118   1.18009       0.08830
 50 119   1.46645       0.08805
 50 120   0.88142       0.08780
 50 121   0.96766       0.08756
 50 125  -1.44208       0.08662
