#  Level scheme completness (HFBCS & CT)
#  Z   A El Nmax(HF) Umax  Nmax(csT) Umax
#                   [MeV]           [MeV]
#----------------------------------------
  10  18 Ne   11   5.45300   11   5.45300
  10  19 Ne    6   1.61560   27   6.43700
  10  20 Ne   10   7.19100   50  11.65300
  10  21 Ne    9   3.88430   66   8.68000
  10  22 Ne   29   7.72100   37   8.59200
  10  23 Ne    6   2.51700   22   5.22600
  11  21 Na    6   2.82940   26   6.51200
  11  22 Na  118   8.79100  100   8.23200
  11  23 Na    7   2.98206   89   9.21130
  11  24 Na   37   4.69220   53   5.47896
  11  25 Na    7   2.91400   30   5.74600
  11  26 Na   17   3.61800   18   3.81400
  12  23 Mg    7   2.90800   40   7.49300
  12  24 Mg    7   6.43250   62  11.52800
  12  25 Mg    5   1.96461   32   6.08200
  12  26 Mg   15   5.71550   55   8.57600
  12  27 Mg   15   4.55280   32   6.00900
  12  28 Mg   14   5.70230   22   6.76600
  13  24 Al    8   1.65100    8   1.65100
  13  25 Al    5   1.78960   30   6.11200
  13  26 Al   34   4.59917   66   5.94993
  13  27 Al    7   3.00420   43   6.99600
  13  28 Al   14   2.65609   31   4.31100
  13  29 Al   16   4.40310   27   5.43300
  13  30 Al    6   1.24560    9   2.45400
  14  26 Si   11   4.80600   10   4.44600
  14  27 Si    9   3.80360   29   6.08900
  14  28 Si   11   7.79901   26   9.49604
  14  29 Si   13   5.28550   35   7.19700
  14  31 Si   27   6.07200   45   6.99700
  14  32 Si   17   6.47700   17   6.47700
  15  28 P    22   3.72800   24   3.91100
  15  29 P    21   6.19100   22   6.32800
  15  30 P    52   6.36100   52   6.36100
  15  31 P    56   7.89680   36   6.61030
  15  32 P    29   4.27520   30   4.31330
  15  33 P    32   6.55900   28   6.18200
  15  35 P    11   5.86000   15   7.44000
  16  31 S    50   7.66000   25   5.89400
  16  32 S    43   8.69000   32   7.97400
  16  34 S    79   8.78200   41   7.27000
  16  35 S    29   5.12700   31   5.47500
  16  37 S    21   4.07200   21   4.07200
  17  32 Cl   20   4.07900   26   4.78800
  17  33 Cl   51   6.71300   32   5.55300
  17  34 Cl   43   4.74320   49   5.01000
  17  35 Cl   22   5.16331   34   5.82300
  17  36 Cl   53   5.07917   35   4.31565
  17  37 Cl   62   6.48830   61   6.41500
  17  38 Cl   10   1.98119   24   3.86240
  17  39 Cl    9   2.06050   15   2.83450
  18  34 Ar    9   4.96700   13   5.62000
  18  35 Ar    5   2.63790   23   5.59100
  18  36 Ar   10   5.19440   29   7.35390
  18  37 Ar   31   5.08980   33   5.12980
  18  38 Ar   44   6.86990   69   7.53800
  18  39 Ar   31   3.99210   31   3.99210
  18  40 Ar    6   3.20800   58   5.93100
  18  41 Ar    4   1.03470   30   3.88900
  19  37 K     8   3.24000   25   4.84240
  19  38 K    64   5.54000   44   4.84500
  19  39 K    26   5.35400   26   5.35400
  19  40 K    34   3.29300   59   4.11086
  19  41 K    43   3.57920   58   4.02694
  19  42 K    80   3.40000   59   2.80200
  19  43 K    17   2.18950   35   3.33000
  19  45 K     8   1.72260   16   3.44000
  19  47 K    10   4.36000   15   5.79000
  20  38 Ca   14   5.69800    9   4.89900
  20  39 Ca   19   5.13000   16   4.71000
  20  40 Ca    8   5.27880   24   6.95048
  20  41 Ca   29   4.18420   38   4.60310
  20  42 Ca   11   3.65400   84   6.21200
  20  43 Ca   16   2.27270   43   3.50530
  20  44 Ca   15   3.77620   59   5.40400
  20  45 Ca   11   1.97300   35   3.49070
  20  46 Ca    6   3.02260   38   5.72200
  20  47 Ca   17   4.10300   18   4.20500
  20  48 Ca   12   5.46100   12   5.46100
  20  49 Ca   15   4.88500   11   4.41600
  20  50 Ca   19   5.57600   16   5.36200
  21  41 Sc   20   3.78060   29   4.53500
  21  42 Sc   45   3.60000   45   3.60000
  21  43 Sc   10   1.40800   39   2.98740
  21  44 Sc   10   0.66670   35   2.03100
  21  45 Sc    9   1.23670   45   2.77870
  21  46 Sc    6   0.28954   68   2.78302
  21  47 Sc   10   1.40440   28   2.65000
  21  48 Sc    4   0.38800   48   3.39200
  21  49 Sc   33   5.07700   34   5.14200
  21  50 Sc    3   0.32845    9   2.61400
  22  42 Ti   12   3.54000   12   3.54000
  22  44 Ti    6   2.88660   17   4.22700
  22  45 Ti    4   0.32950   28   3.20000
  22  46 Ti   44   4.50000   55   4.84500
  22  47 Ti   33   2.80950   61   3.72710
  22  48 Ti   19   3.78244   68   5.19730
  22  49 Ti   14   2.52010   41   3.99000
  22  50 Ti   16   4.57600   41   5.88000
  22  51 Ti    4   1.56750   32   5.10200
  22  52 Ti    8   3.34990   19   4.32400
  23  46 V    12   1.66560   16   2.06250
  23  47 V     4   0.25949   23   2.81004
  23  49 V    14   1.66140   62   3.53110
  23  50 V     8   0.91010   44   2.53400
  23  51 V   110   5.18841   75   4.58279
  23  52 V     5   0.14785   33   2.59100
  23  53 V    10   1.95760   28   3.15800
  23  54 V    10   0.77000   15   1.21461
  24  47 Cr    4   0.47200    9   1.54100
  24  49 Cr   13   2.61320   46   5.05800
  24  50 Cr   32   4.36300   41   4.80100
  24  51 Cr   13   2.38540   93   4.45100
  24  52 Cr   12   3.77172   27   4.83730
  24  53 Cr   17   2.82650   31   3.61651
  24  54 Cr   16   3.79854   38   4.68052
  24  55 Cr   10   1.47903   33   3.35100
  24  56 Cr    5   2.32680   18   4.01400
  25  51 Mn   13   2.45000   28   3.29230
  25  52 Mn   11   1.27900   36   3.02200
  25  53 Mn   52   4.08300   38   3.62480
