#  Level scheme completness (HFBCS & CT)
#  Z   A El Nmax(HF) Umax  Nmax(csT) Umax
#                   [MeV]           [MeV]
#----------------------------------------
  25  54 Mn    5   0.40755   35   2.35453
  25  55 Mn   59   3.38300   93   4.05160
  25  56 Mn   10   0.54100   54   2.15914
  25  57 Mn   14   1.75300   34   2.77200
  25  58 Mn   11   0.88150   33   3.33000
  26  52 Fe    4   2.75980    9   4.45600
  26  53 Fe   12   2.47900   17   2.91500
  26  54 Fe   20   4.29080   26   4.78190
  26  55 Fe   33   3.59900   31   3.45690
  26  56 Fe   55   4.88710   75   5.30660
  26  57 Fe   40   2.98795   56   3.37111
  26  58 Fe   12   3.08371   60   4.72000
  26  59 Fe   11   1.21133   25   2.49380
  26  60 Fe    6   2.35800   25   3.95440
  27  54 Co   15   2.39000   15   2.39000
  27  55 Co   45   4.74813   31   4.17733
  27  56 Co   80   4.45300   33   3.07591
  27  57 Co  124   4.98100   69   4.06400
  27  58 Co   44   2.07000   46   2.16600
  27  59 Co  113   4.49100   91   4.09960
  27  60 Co   10   0.78571   98   2.94420
  27  61 Co   10   1.66450   66   3.66000
  27  62 Co   10   0.86300   25   1.87300
  27  63 Co   10   2.18600   15   3.04000
  28  55 Ni   10   3.78400   10   3.78400
  28  56 Ni   25   6.73000   15   6.01100
  28  57 Ni   25   4.57600   26   4.60600
  28  58 Ni   31   4.57800   31   4.57800
  28  59 Ni   94   4.47000   58   3.63800
  28  60 Ni   52   4.80000   48   4.61300
  28  61 Ni   34   2.90000   34   2.90000
  28  62 Ni   47   4.45500   48   4.50300
  28  63 Ni   13   1.78700   23   2.69660
  28  64 Ni   18   3.79700   48   4.74100
  28  65 Ni   10   1.59400   31   3.04400
  28  66 Ni   18   3.78200   18   3.78200
  29  58 Cu   11   2.27000    8   1.65240
  29  59 Cu   61   4.50000   39   3.75770
  29  60 Cu   11   0.67020   34   1.91800
  29  61 Cu   39   3.27710   40   3.32310
  29  62 Cu   13   0.75584   59   2.02200
  29  63 Cu   97   3.89745   86   3.74019
  29  64 Cu   13   0.92708  108   2.73232
  29  65 Cu   44   3.17300   62   3.57600
  29  66 Cu   11   0.88400   32   1.74589
  30  60 Zn   13   4.35130    9   3.81220
  30  61 Zn   10   1.40220   10   1.40220
  30  62 Zn   10   3.06000   12   3.20920
  30  63 Zn   14   1.43626   30   2.31900
  30  64 Zn   49   3.79525    1   0.00000
  30  65 Zn   15   1.36908   33   2.13770
  30  66 Zn   18   3.24140   63   4.33200
  30  67 Zn   12   1.14281   40   2.17529
  30  68 Zn    8   2.51020   50   3.97100
  30  69 Zn   15   1.45830   28   2.05430
  30  70 Zn    7   1.95770   38   4.17200
  30  71 Zn   10   1.26130   17   2.17950
  31  64 Ga   17   0.85200   28   1.47871
  31  65 Ga   18   1.66197   15   1.37740
  31  66 Ga   15   0.55290   43   1.46433
  31  67 Ga   12   1.63941   32   2.45730
  31  68 Ga   11   0.67605   62   1.74238
  31  69 Ga   10   1.52576   41   2.86100
  31  70 Ga   47   1.69250   61   1.93750
  31  71 Ga    7   0.96465   46   3.01600
  31  72 Ga   16   0.40000   63   1.29700
  31  73 Ga    4   0.49582   23   2.22100
  31  75 Ga    2   0.02250   43   2.99883
  31  76 Ga    7   0.56553    9   0.78155
  31  77 Ga    4   0.18949   20   2.02881
  31  78 Ga    6   0.72773   12   1.12257
  31  79 Ga    8   1.06600   15   2.64900
  32  66 Ge    7   2.79829    9   3.24168
  32  67 Ge   16   1.29390   16   1.29390
  32  68 Ge    9   2.64907   17   3.20400
  32  69 Ge   26   1.59079   47   2.24820
  32  70 Ge    6   2.15740   73   4.13100
  32  71 Ge   41   1.59853   42   1.62919
  32  72 Ge   15   2.58350   75   3.82100
  32  73 Ge   33   1.19200   37   1.33990
  32  74 Ge    7   1.72495   59   3.40993
  32  75 Ge   13   0.76224   33   1.60300
  32  76 Ge    9   2.28422   52   3.50600
  32  77 Ge   16   1.18900   19   1.38500
  32  78 Ge    7   1.84272   12   2.43870
  32  79 Ge   10   1.18731   10   1.18731
  32  80 Ge    4   1.74259   14   3.51541
  32  81 Ge   16   1.85533   16   1.85533
  33  68 As   13   0.57370   14   0.73300
  33  69 As    8   0.93340   18   2.21080
  33  70 As   14   0.48527   31   1.04570
  33  71 As   15   1.28476   24   1.61567
  33  72 As   44   0.86690   48   1.03377
  33  73 As   24   1.08669   36   1.34408
  33  74 As   33   0.68300   57   1.12890
  33  75 As   10   0.61770   31   1.43030
  33  76 As   36   0.60997   85   1.26907
  33  77 As   12   0.88906   35   1.67646
  33  78 As   10   0.66400   24   1.48000
  33  79 As    9   0.87516   28   2.12800
  33  80 As    9   0.68026   14   1.04500
  33  81 As    4   0.33596   16   1.67200
  33  83 As   11   1.54340   16   3.52260
  34  69 Se    8   1.19360    9   1.24990
  34  70 Se    8   2.55320    8   2.55320
  34  71 Se    5   0.28244    8   0.79640
  34  72 Se   14   2.58642   13   2.46677
  34  73 Se   22   0.86990   33   1.29510
  34  74 Se   10   2.14600   25   2.91845
  34  75 Se   36   1.26000   46   1.49062
  34  76 Se   10   2.02599   43   3.10570
  34  77 Se   28   1.19310   38   1.51102
  34  78 Se    8   1.99590   78   3.63220
  34  79 Se   24   1.08865   40   1.52640
  34  80 Se   11   2.49470   42   3.49100
  34  81 Se    7   0.62409   37   2.77340
  34  82 Se    5   1.73499   24   3.91800
  34  83 Se   10   1.10000   12   1.33080
  34  84 Se   11   2.74000   22   3.54810
  35  72 Br   14   0.46881   19   0.71772
  35  73 Br   11   0.48110   15   1.25490
  35  74 Br   33   0.48576   55   1.04940
  35  75 Br   10   0.37399   19   0.93979
  35  76 Br    4   0.15052   37   1.04789
  35  77 Br   11   0.47120   36   1.30490
  35  78 Br   30   0.49800   45   0.93000
  35  79 Br   28   1.18950   57   1.80000
  35  80 Br   42   0.77415   83   1.44500
  35  81 Br   12   0.97500   46   1.88520
  35  82 Br   31   1.09317   50   1.54800
  35  83 Br   10   1.09189   24   2.13425
  35  85 Br   10   1.94380   15   3.53960
  36  75 Kr   11   0.88101   15   1.06788
  36  76 Kr    5   1.22165    8   1.73329
  36  77 Kr   24   1.05476   29   1.31242
  36  78 Kr   11   1.97782   12   2.00742
  36  79 Kr   28   0.98700   50   1.66221
  36  80 Kr    6   1.78796   25   3.69930
  36  81 Kr   29   1.39577   43   1.85397
  36  82 Kr   16   2.65586   26   3.18692
  36  83 Kr   13   1.17040   25   1.88890
  36  84 Kr   13   2.86109   39   3.95121
  36  85 Kr   10   1.61160   33   2.63670
  36  86 Kr   13   3.57500   28   4.31643
  36  87 Kr   35   2.86325   48   3.30190
  36  88 Kr    9   2.41952   32   3.65200
  36  89 Kr   10   1.53636   20   2.29848
  36  90 Kr   10   2.31809   21   2.98731
  36  92 Kr   10   2.16500   10   2.16500
  37  77 Rb   10   0.83346   17   1.59039
  37  79 Rb   10   0.36338   19   0.77440
  37  81 Rb   11   0.48668   40   1.59620
  37  82 Rb   13   0.39420   22   0.86510
  37  83 Rb   13   0.82900   49   2.20630
  37  84 Rb   17   0.79700   24   1.00700
  37  85 Rb   10   0.95095   33   2.08760
  37  86 Rb   24   1.55850   36   2.02490
  37  87 Rb   12   2.01300   28   3.09900
  37  88 Rb    8   0.86235   24   1.96400
  37  89 Rb    5   0.58600   17   1.99854
  37  90 Rb   12   0.74087   16   1.15341
  37  91 Rb    7   0.72167   22   1.77905
  37  92 Rb    6   0.49260   12   0.92804
  37  93 Rb    4   0.32394   16   2.00932
  38  77 Sr    6   0.78100    8   1.05200
  38  79 Sr    7   0.64915    9   0.98246
  38  80 Sr   10   1.83293   10   1.83293
  38  81 Sr   12   0.37925    1   0.00000
  38  82 Sr    6   1.68896    1   0.00000
  38  83 Sr   18   1.09806    1   0.00000
  38  84 Sr   12   2.59872   25   3.33225
  38  85 Sr   21   1.58848   59   2.56000
  38  86 Sr   11   2.67284   42   3.97300
  38  87 Sr   28   2.68200   99   3.96000
  38  88 Sr   50   5.19900   50   5.19900
  38  89 Sr   10   2.45164   67   4.27100
  38  90 Sr   10   2.67400   27   3.62701
  38  91 Sr    7   1.48211   30   4.24910
  38  92 Sr    7   2.14082   11   2.84960
  38  93 Sr   10   1.56295   10   1.56295
  38  94 Sr   23   3.07770   23   3.07770
  38  95 Sr   10   1.25966   10   1.25966
  38  96 Sr   21   2.49305   17   2.30750
  38  97 Sr   17   0.98549   17   0.98549
  38  98 Sr    4   0.43369   10   1.60002
  39  81 Y    10   0.68339    1   0.00000
  39  82 Y    13   0.59471    1   0.00000
  39  83 Y    15   0.64250   20   0.88240
  39  85 Y    14   0.96400   36   1.89600
  39  86 Y    10   0.53600   25   1.39300
  39  87 Y     8   1.32100   95   3.19500
  39  88 Y    11   0.98483   27   1.59590
  39  89 Y    11   2.89470   34   4.02280
  39  90 Y    11   1.41666   34   2.62380
  39  91 Y    10   1.57994   23   2.68900
  39  93 Y     4   0.87585   17   2.07000
  39  94 Y     5   0.90691   10   1.53000
  39  95 Y     4   1.08750   16   2.71720
  39  97 Y     6   1.33660   16   2.12119
  39  98 Y    19   0.88390   21   0.90760
  39  99 Y     9   0.65687   20   1.25920
  39 100 Y    10   0.48358   10   0.37607
  39 101 Y    12   0.89064   21   1.25879
  40  83 Zr   12   0.68030    1   0.00000
  40  84 Zr    5   1.57520    1   0.00000
  40  86 Zr    4   1.66657   19   3.53264
  40  87 Zr   13   1.12490   31   2.46700
  40  88 Zr    4   1.81786   30   3.63776
  40  89 Zr   20   2.29780   41   3.11113
  40  90 Zr    6   2.74788   42   4.87500
  40  91 Zr   15   2.39520   56   3.48900
  40  92 Zr   11   2.48598   55   3.83030
  40  93 Zr   11   1.59800   30   2.54800
  40  94 Zr   10   2.40100   25   3.05940
  40  95 Zr   18   2.28500   20   2.37224
  40  96 Zr   28   3.48213   39   3.70068
  40  97 Zr   12   2.50850   11   2.26500
  40  98 Zr    9   1.85935    9   1.85935
  40  99 Zr   24   1.15390   25   1.23070
  40 100 Zr    7   1.06140    8   1.19616
  41  87 Nb    4   0.72040    1   0.00000
  41  90 Nb   15   0.95800   39   1.88021
  41  91 Nb   23   2.38999   30   2.79256
  41  92 Nb   11   1.14990   46   1.97200
  41  93 Nb   24   1.49970   48   2.03690
  41  94 Nb   10   0.39625   72   1.73131
  41  95 Nb   10   1.27300   17   1.64500
  41  96 Nb   11   1.04542   24   1.53700
  41  97 Nb   12   1.76441   18   2.10591
  41  99 Nb    7   0.76300   15   1.40800
  41 101 Nb   17   0.78313   22   0.95277
  41 103 Nb   11   0.58006   17   0.76788
  42  88 Mo    6   2.64640    8   3.34980
  42  90 Mo    9   2.54875   29   3.53990
  42  91 Mo   11   1.90249   47   3.19100
  42  92 Mo   11   3.09133   26   3.96230
  42  93 Mo   72   3.08400   93   3.45000
  42  94 Mo   14   2.58000   50   3.46200
  42  95 Mo   10   1.09200   27   1.80824
  42  96 Mo   10   2.09559   32   2.81843
  42  97 Mo   42   1.84800   30   1.56560
  42  98 Mo   48   2.85630   48   2.85630
  42  99 Mo   54   1.58000   51   1.54500
  42 100 Mo   27   2.39600   30   2.46400
  42 101 Mo   22   0.58647   33   0.91419
  42 102 Mo   10   1.39843   10   1.39843
  42 103 Mo   14   0.69282   15   0.74623
  42 104 Mo    9   1.27520   16   1.62410
  43  91 Tc    5   1.09695   15   3.34500
  43  92 Tc   10   0.96570   20   1.50292
  43  93 Tc   10   1.55500   20   2.33889
  43  94 Tc   16   1.04760   53   2.50400
  43  95 Tc   12   1.08496   32   1.74699
  43  96 Tc    8   0.17701   74   1.18759
  43  97 Tc   52   1.59900   51   1.58000
  43  98 Tc    6   0.09076   43   0.79950
  43  99 Tc   15   0.76191   28   1.20500
  43 100 Tc   48   0.90614   44   0.77790
  43 101 Tc   22   0.88673   28   1.12210
  43 102 Tc   13   0.39300   23   0.68900
  43 103 Tc   15   0.69159   15   0.69159
  43 104 Tc   11   0.44260   11   0.44260
  43 105 Tc   11   0.34568   19   0.61028
  44  91 Ru    5   2.20000    9   2.40930
  44  92 Ru    3   1.85490    8   3.63760
  44  93 Ru    8   2.28050    8   2.28050
  44  94 Ru    9   2.99500    9   2.99500
  44  95 Ru   18   2.29400   18   2.29400
  44  96 Ru   24   2.99640   28   3.09020
  44  97 Ru    9   0.90828   26   2.02000
  44  98 Ru   21   2.47380   26   2.65962
  44  99 Ru   10   0.73413   24   1.41425
  44 100 Ru   40   2.69500   44   2.77524
  44 101 Ru   17   0.72000   30   1.11000
  44 102 Ru   14   2.04420   26   2.46870
  44 103 Ru   29   0.77477   38   0.95440
  44 104 Ru    9   1.55600   27   2.82340
  44 105 Ru   10   0.27272   28   0.84112
  44 106 Ru    6   1.09155    8   1.39221
  44 107 Ru   18   0.58595   22   0.74141
  44 108 Ru   10   1.24919   10   1.24919
  44 109 Ru   10   0.25570   12   0.40540
  44 112 Ru   10   1.23550   10   1.23550
  45  93 Rh    4   2.05160   15   5.15700
  45  95 Rh    7   2.44913   16   4.16340
  45  96 Rh   12   1.29650    9   0.93920
  45  97 Rh   11   1.24270   20   1.63500
  45  99 Rh   16   1.16740   28   1.62610
  45 100 Rh    4   0.08633    1   0.00000
  45 101 Rh   17   1.05800   17   1.05800
  45 102 Rh   25   0.39936   48   0.76075
  45 103 Rh   15   0.88047   38   1.53061
  45 104 Rh   75   0.89760   91   1.05029
  45 105 Rh   23   0.97600   25   1.02400
  45 107 Rh   16   0.75255   27   1.07800
  45 109 Rh   14   0.67194   25   1.05330
  46  97 Pd   10   2.17560    8   1.94230
  46  98 Pd   10   2.62020   10   2.62020
  46  99 Pd   11   1.18278    8   0.83237
  46 100 Pd   11   2.35950   11   2.35950
  46 101 Pd    8   0.73470   19   1.61460
  46 102 Pd    9   1.94438   32   2.69590
  46 103 Pd   13   0.78420   17   0.90412
  46 104 Pd   40   2.69500    1   0.00000
  46 105 Pd   17   0.78700    1   0.00000
  46 106 Pd   48   2.79320   30   2.50031
  46 107 Pd   21   0.88900   34   1.26700
  46 108 Pd   11   1.77116   19   2.28121
  46 109 Pd   29   0.79143   31   0.84610
  46 110 Pd   12   1.57393    9   1.30900
  46 111 Pd   18   0.66380   21   0.78890
  46 114 Pd    7   1.11550    8   1.31980
  46 116 Pd    7   1.37400   10   1.71860
  47 100 Ag   10   0.58339    9   0.30365
  47 101 Ag   14   1.35740   15   1.41750
  47 102 Ag   11   0.38200   11   0.38200
  47 103 Ag   10   1.09928   19   1.55696
  47 104 Ag   11   0.28480   43   0.96170
  47 105 Ag   14   1.09711   23   1.44159
  47 106 Ag   39   0.79743   80   1.17600
  47 107 Ag   18   1.25889   19   1.32580
  47 108 Ag   72   1.00259   86   1.11225
  47 109 Ag   20   1.09850   18   0.91210
  47 110 Ag   56   0.79300   60   0.86400
  47 111 Ag   19   0.87663   73   1.63000
  48 103 Cd    4   0.36754    8   0.91669
  48 104 Cd   16   2.77360   16   2.77360
  48 105 Cd   10   0.79962   11   0.83237
  48 106 Cd   24   2.63008   26   2.72056
  48 107 Cd   17   1.05950    1   0.00000
  48 108 Cd   12   2.37456   33   2.93611
  48 109 Cd   14   0.99730   17   1.10600
  48 110 Cd   21   2.48600   28   2.66240
  48 111 Cd   43   1.39181   43   1.39181
  48 112 Cd   96   2.98800  152   3.35900
  48 113 Cd   30   1.19540   33   1.27980
  48 114 Cd   16   2.04803   34   2.55387
  48 115 Cd   10   0.50730   29   1.35830
  48 116 Cd   27   2.39149   33   2.56470
  48 117 Cd   12   0.52210   15   0.69080
  48 118 Cd   16   2.18214    8   1.61507
  48 119 Cd   10   0.57084   10   0.57084
  48 121 Cd    9   0.50840    9   0.50840
  48 123 Cd   13   0.74373   13   0.74373
  49 104 In    8   0.39606    8   0.39606
  49 106 In    9   0.39000    8   0.30620
  49 107 In   12   1.54060   22   2.00400
  49 108 In   10   0.48157    9   0.30251
  49 109 In   13   1.57390   16   1.75920
  49 110 In   10   0.43716   43   1.30330
  49 111 In   16   1.67124    1   0.00000
  49 112 In   48   1.28680   48   1.28680
  49 113 In   37   1.86510   61   2.19000
  49 114 In   38   1.19892   39   1.20164
  49 115 In   21   1.49720   24   1.65000
  49 116 In   28   0.79092   65   1.29250
  49 117 In   11   1.06598   24   1.71254
  49 119 In   10   1.05021   24   1.92099
  49 121 In   10   1.19727   16   1.50407
  49 123 In   11   1.56627   21   2.18570
  49 125 In   11   1.65360   31   2.41150
  50 106 Sn    4   2.32100    8   5.28800
  50 107 Sn   11   2.14380    8   1.94240
  50 108 Sn   13   2.97595    1   0.00000
  50 109 Sn   16   1.34370   16   1.34370
  50 110 Sn   23   3.06000   23   3.06000
  50 111 Sn   17   1.57800   16   1.47820
  50 112 Sn   21   2.98900   26   3.14941
  50 113 Sn   21   1.65175   33   1.95702
  50 114 Sn   12   2.61430   32   3.24410
  50 115 Sn   46   2.59300   36   2.37100
  50 116 Sn   15   2.79055   45   3.37980
  50 117 Sn   23   1.87450   22   1.81000
  50 118 Sn   17   2.57700   40   3.10806
  50 119 Sn   16   1.39000   28   1.81000
  50 120 Sn   20   2.69720   17   2.58680
  50 121 Sn   13   1.14700   50   2.41500
  50 122 Sn   21   2.78000   24   2.88000
  50 123 Sn   15   1.19440   15   1.19440
  50 124 Sn   16   2.57844   28   2.87867
  50 125 Sn   12   1.36252    9   1.07200
  50 126 Sn   12   2.37046   22   2.74257
  50 128 Sn    9   2.37806   15   2.64228
  50 130 Sn   13   2.59767   12   2.49299
  51 107 Sb    5   1.90000   16   3.83600
  51 108 Sb    4   0.40960   13   1.57120
  51 109 Sb    6   1.85480    1   0.00000
  51 111 Sb    7   1.97790    1   0.00000
  51 112 Sb   10   0.39560   12   0.51000
  51 113 Sb   10   1.71650   17   2.17210
  51 114 Sb   10   0.27200    1   0.00000
  51 115 Sb   11   1.75500   15   2.10440
  51 116 Sb   41   1.20000   60   1.48331
  51 117 Sb   19   1.75180   15   1.53560
  51 118 Sb   14   0.39820  101   1.45822
  51 119 Sb   24   1.74965   27   1.87532
  51 120 Sb   10   0.26182   36   0.93400
  51 121 Sb   23   1.65900   23   1.65900
  51 122 Sb   15   0.28265   50   0.94860
  51 123 Sb   10   1.33742   17   1.75400
  51 124 Sb   12   0.19598   36   0.65300
  51 125 Sb   12   1.66000   22   2.00214
  51 127 Sb   10   1.61000   33   2.37259
  51 129 Sb   33   2.39300   22   2.03070
  51 131 Sb   12   1.80000   27   2.08633
  51 133 Sb    4   2.79270   15   5.15020
  52 109 Te    3   0.26540    8   1.08883
  52 112 Te    3   1.47610    8   3.45380
  52 114 Te   15   2.29610   11   2.02680
  52 115 Te    3   0.28030    9   2.00090
  52 116 Te    5   1.35939    8   1.81177
  52 117 Te   17   1.24440    1   0.00000
  52 118 Te    7   1.20642    9   1.51731
  52 119 Te   43   1.37329   39   1.21540
  52 120 Te    6   1.53508   32   3.39973
  52 121 Te   41   1.36397   37   1.28300
  52 122 Te   17   2.28742   23   2.50851
  52 123 Te   17   0.99589   20   1.08000
  52 124 Te   89   3.09370   97   3.15499
  52 125 Te   13   0.78600   30   1.32200
  52 126 Te   47   2.78274   54   2.87723
  52 127 Te   14   0.78570   34   1.49100
  52 128 Te   43   2.79000   53   2.93190
  52 129 Te   17   0.96650   17   0.96650
  52 130 Te   21   2.46689   37   2.87845
  52 131 Te   11   1.05107   11   1.05107
  52 132 Te    6   2.05297   11   2.48731
  53 113 I     6   1.01800    1   0.00000
  53 114 I     5   0.28800    1   0.00000
  53 115 I     7   0.87790    1   0.00000
  53 117 I    17   0.71610   17   0.71610
  53 119 I    12   0.68690   15   1.02370
  53 120 I    13   0.27840    1   0.00000
  53 121 I    30   1.18635   36   1.33934
  53 123 I    12   0.79400   31   1.49300
  53 124 I    37   0.59638   41   0.66486
  53 125 I    11   0.76809   26   1.28900
  53 126 I    41   0.59134   48   0.74869
  53 127 I    10   0.65092   32   1.44290
  53 128 I    19   0.29567   71   1.00740
  53 129 I    10   0.84482   20   1.40143
  53 130 I    12   0.09371   49   0.94496
  53 131 I    12   1.14898   47   2.04083
  53 133 I     6   0.91475   51   2.28377
  54 117 Xe   11   0.39306   28   0.88204
  54 118 Xe    5   0.92810    9   1.44116
  54 119 Xe   10   0.31400   17   0.67220
  54 120 Xe    6   0.90840   10   1.40100
  54 121 Xe   43   0.99872   44   1.02150
  54 122 Xe    4   0.84308    9   1.49488
  54 123 Xe   17   0.69377   24   0.87720
  54 124 Xe    4   0.87903   10   1.69002
  54 125 Xe   12   0.59680   19   0.89360
  54 126 Xe    7   1.48849    1   0.00000
  54 127 Xe   12   0.58706    1   0.00000
  54 128 Xe   11   1.99965   31   2.63300
  54 129 Xe   25   0.99570   35   1.33612
  54 130 Xe   27   2.49412   45   2.84159
  54 131 Xe   17   0.99442   22   1.19115
  54 132 Xe   22   2.49000   41   2.96040
  54 133 Xe   10   0.92852   12   1.07104
  54 134 Xe   10   2.35297   11   2.40850
  54 135 Xe   12   1.79121   30   2.47787
  54 136 Xe   14   2.63416   14   2.63416
  54 137 Xe   52   2.49038   55   2.60880
  54 138 Xe   16   2.39810   19   2.57240
  55 122 Cs    5   0.07600    1   0.00000
  55 123 Cs    3   0.09461    1   0.00000
  55 124 Cs   31   0.59667    1   0.00000
  55 125 Cs    7   0.26660   16   1.29420
  55 126 Cs   15   0.58945   19   0.78151
  55 127 Cs   15   0.71310   15   0.71310
  55 129 Cs   16   0.87910   27   1.33920
  55 131 Cs   16   0.77530   17   0.91957
  55 133 Cs   11   0.78878   17   1.08925
  55 134 Cs   16   0.29097  112   1.41800
  55 135 Cs    3   0.40803    1   0.00000
  55 137 Cs   11   1.78347   17   2.21680
  55 138 Cs   11   0.55597   12   0.69111
  55 139 Cs   10   0.89159   16   1.21486
  55 140 Cs    8   0.14905   16   0.54787
  55 141 Cs   10   0.49280   15   0.84310
  55 142 Cs    9   0.25084   10   0.30471
  56 121 Ba   10   0.37940   10   0.37940
  56 123 Ba   12   0.48230   20   0.79921
  56 124 Ba    5   0.89800    9   1.32476
  56 126 Ba    6   0.87352    1   0.00000
  56 127 Ba   10   0.37510   23   0.90640
  56 128 Ba    4   0.88454   18   2.20350
  56 129 Ba   10   0.31840   39   1.11985
  56 130 Ba   10   1.59284   10   1.59284
  56 131 Ba   10   0.56175   34   1.34920
