Energy,Data
0.000301748,21.0171
0.000301753,21.0091
0.000301777,20.9391
0.000301785,20.9128
0.000301812,20.7903
0.000301817,20.7647
0.000301817,20.7647
0.000301842,20.6025
0.00030185,20.547
0.000301893,20.2232
0.000301932,19.9188
0.000301939,19.853
0.000301978,19.5386
0.000302003,19.3464
0.000302004,19.3399
0.000302029,19.1794
0.000302036,19.141
0.000302048,19.0673
0.00030205,19.0547
0.000302071,18.9583
0.000302078,18.9305
0.000302092,18.8889
0.000302108,18.8497
0.000302113,18.8448
0.000302116,18.8432
0.000302134,18.8344
0.000302139,18.8339
0.00030215,18.8525
0.00030217,18.8924
0.000302171,18.8951
0.000302189,18.9756
0.000302199,19.0213
0.000302202,19.0399
0.000302218,19.1508
0.000302234,19.2704
0.000302237,19.303
0.000302256,19.4968
0.000302265,19.5893
0.000302276,19.7174
0.000302288,19.8705
0.000302295,19.9731
0.000302312,20.2192
0.000302319,20.3361
0.000302324,20.416
0.000302336,20.6215
0.000302343,20.7583
0.000302367,21.2234
0.000302371,21.3179
0.000302391,21.7354
0.000302407,22.1062
0.000302419,22.3914
0.000302427,22.566
0.000302443,22.9788
0.000302467,23.6016
0.000302474,23.7927
0.000302491,24.2402
0.000302544,25.6718
0.000302563,26.1875
0.00030258,26.6513
0.000302582,26.7167
0.000302613,27.5202
0.000302621,27.7023
0.000302645,28.2642
0.000302649,28.3741
0.000302656,28.5294
0.000302673,28.8995
0.000302688,29.2102
0.0003027,29.43
0.000302716,29.7176
0.000302725,29.8508
0.000302755,30.2674
0.000302756,30.2778
0.000302772,30.4397
0.000302788,30.6037
0.000302796,30.6512
0.00030281,30.7383
0.00030282,30.7981
0.00030282,30.7981
0.000302844,30.8608
0.000302849,30.8718
0.000302875,30.8425
0.000302889,30.8195
0.000302905,30.7393
0.000302928,30.6193
0.000302928,30.6175
0.000302939,30.5179
0.000302966,30.2787
0.000302978,30.1486
0.000303005,29.8383
0.000303008,29.7918
0.000303054,29.1341
0.000303076,28.833
0.000303112,28.2534
0.000303127,28.0129
0.000303148,27.6703
0.000303181,27.1497
0.000303185,27.0864
0.000303212,26.6426
0.00030324,26.2058
0.000303266,25.7835
0.000303271,25.7093
0.000303292,25.3744
0.000303318,24.9695
0.000303344,24.5704
0.000303351,24.4714
0.000303379,24.0295
0.00030341,23.5345
0.000303439,23.0984
0.000303459,22.7899
0.00030348,22.4547
0.000303488,22.3341
0.000303513,21.9332
0.000303562,21.154
0.000303611,20.3817
0.000303622,20.2014
0.000303666,19.4935
0.000303671,19.4199
0.000303711,18.8215
0.000303711,18.8078
0.000303732,18.5202
0.000303757,18.1662
0.000303766,18.0449
0.000303772,17.9607
0.000303787,17.7532
0.000303813,17.4253
0.000303818,17.3682
0.000303847,17.0432
0.000303855,16.9588
0.000303875,16.7542
0.000303888,16.6381
0.000303904,16.5053
0.000303913,16.4409
0.000303922,16.371
0.000303932,16.2941
0.000303951,16.1776
0.000303955,16.1572
0.00030397,16.0846
0.000303989,16.0182
0.000303994,16.0027
0.000304017,15.9583
0.00030402,15.9552
0.000304028,15.951
0.000304046,15.9585
0.000304052,15.969
0.000304063,15.9896
0.000304081,16.0448
0.000304082,16.0511
0.000304102,16.1464
0.000304114,16.2252
0.000304123,16.284
0.000304137,16.4033
0.000304144,16.4611
0.000304165,16.6768
0.000304172,16.7595
0.000304185,16.9292
0.000304203,17.17
0.000304206,17.2192
0.000304225,17.51
0.000304232,17.6389
0.000304243,17.8302
0.000304262,18.1784
0.000304262,18.1784
0.000304288,18.7421
0.000304296,18.9279
0.000304313,19.304
0.000304337,19.9057
0.000304343,20.0588
0.000304354,20.3678
0.000304373,20.8733
0.000304414,22.0649
0.000304464,23.61
0.000304467,23.6955
0.000304481,24.1439
0.000304493,24.517
0.000304533,25.8168
0.000304583,27.3788
0.000304586,27.4848
0.000304604,27.9954
0.000304627,28.6899
0.000304647,29.2916
0.000304652,29.4414
0.000304692,30.5126
0.000304696,30.6193
0.000304701,30.7592
0.000304727,31.402
0.000304742,31.7648
0.000304763,32.2463
0.000304788,32.7714
0.000304801,33.0251
0.000304836,33.6684
0.000304845,33.8077
0.00030485,33.8891
0.000304856,33.983
0.000304876,34.2905
0.000304916,34.7827
0.000304924,34.8779
0.000304965,35.2275
0.000304992,35.3715
0.000305014,35.4882
0.000305051,35.5692
0.000305099,35.5365
0.000305102,35.5271
0.000305143,35.3919
0.000305149,35.3593
0.000305174,35.2078
0.000305188,35.1313
0.000305219,34.8809
0.00030525,34.6403
0.000305264,34.509
0.000305316,34.0102
0.000305317,34.0003
0.000305334,33.8237
0.000305385,33.2472
0.000305396,33.1154
0.000305463,32.2544
0.000305496,31.7942
0.00030553,31.2909
0.000305542,31.1046
0.000305571,30.6196
0.000305572,30.6125
0.000305597,30.1834
0.000305604,30.0566
0.000305649,29.2047
0.000305675,28.6903
0.000305703,28.1415
0.000305718,27.8442
0.000305726,27.6693
0.00030576,26.9575
0.000305768,26.7805
0.000305795,26.1855
0.000305804,25.9817
0.000305842,25.1768
0.00030587,24.5855
0.000305897,24.0316
0.000305921,23.5461
0.000305923,23.5005
0.000305961,22.7502
0.000306005,21.9449
0.000306039,21.3465
0.000306047,21.2109
0.000306075,20.7628
0.000306081,20.6836
0.000306119,20.1293
0.000306125,20.0371
0.000306132,19.9531
0.000306153,19.6788
0.000306168,19.4895
0.00030619,19.2334
0.00030621,19.0053
0.000306227,18.8352
0.000306251,18.5995
0.000306263,18.4924
0.000306292,18.2396
0.000306298,18.193
0.000306333,17.9285
0.000306372,17.6808
0.000306385,17.6017
0.000306411,17.461
0.000306436,17.3264
0.000306451,17.2581
0.000306496,17.0575
0.000306501,17.0376
0.000306542,16.8839
0.00030656,16.8212
0.000306586,16.7396
0.000306611,16.6645
0.000306629,16.6204
0.00030665,16.5692
0.000306663,16.5414
0.000306674,16.5208
0.000306686,16.5015
0.000306707,16.4712
0.00030673,16.4497
0.000306751,16.435
0.000306774,16.4327
0.000306793,16.4343
0.000306807,16.4437
0.000306825,16.4592
0.000306848,16.4933
0.000306865,16.5197
0.00030689,16.579
0.000306899,16.6014
0.000306935,16.7169
0.000306944,16.7476
0.00030698,16.9001
0.000306989,16.94
0.000307026,17.1315
0.000307031,17.1581
0.000307061,17.3464
0.000307081,17.4788
0.000307084,17.5
0.000307093,17.5656
0.00030714,17.9488
0.000307142,17.9613
0.000307184,18.3571
0.000307195,18.4628
0.000307223,18.7553
0.000307262,19.1831
0.000307262,19.1831
0.000307274,19.3275
0.000307322,19.9079
0.000307356,20.3265
0.000307387,20.7124
0.000307401,20.8839
0.000307432,21.2748
0.000307446,21.4325
0.000307477,21.7877
0.000307486,21.8787
0.000307517,22.1836
0.000307527,22.272
0.000307549,22.4486
0.000307552,22.4684
0.000307561,22.5364
0.000307578,22.6406
0.000307589,22.7013
0.000307601,22.7671
0.000307625,22.8527
0.000307631,22.8709
0.000307656,22.9085
0.000307667,22.9188
0.000307684,22.9116
0.000307689,22.9023
0.000307718,22.8372
0.000307721,22.8233
0.000307753,22.682
0.000307763,22.6165
0.000307786,22.4706
0.000307803,22.3271
0.000307812,22.2552
0.00030782,22.1887
0.000307838,22.0062
0.000307866,21.7087
0.000307916,21.1081
0.000307916,21.1081
0.000307958,20.5943
0.000307964,20.5108
0.000307987,20.2208
0.000308017,19.8542
0.000308039,19.5881
0.000308057,19.3851
0.000308061,19.333
0.000308076,19.1735
0.000308096,18.9624
0.0003081,18.9278
0.000308117,18.777
0.000308132,18.6487
0.000308135,18.6276
0.000308147,18.5409
0.000308162,18.4474
0.000308174,18.3801
0.000308176,18.3706
0.00030819,18.3162
0.000308204,18.2718
0.000308212,18.253
0.000308218,18.2456
0.000308232,18.2406
0.000308246,18.2486
0.00030825,18.2545
0.00030826,18.2819
0.000308274,18.3346
0.000308278,18.3554
0.000308288,18.4134
0.000308302,18.5143
0.000308307,18.5535
0.000308313,18.6144
0.000308325,18.7516
0.000308328,18.7848
0.000308338,18.9133
0.000308344,19.0043
0.000308351,19.1015
0.000308357,19.2085
0.000308363,19.3202
0.000308376,19.5644
0.000308382,19.6974
0.000308388,19.8312
0.000308388,19.8382
0.000308401,20.154
0.000308415,20.5198
0.000308416,20.5471
0.000308428,20.9198
0.00030844,21.3168
0.000308441,21.3502
0.000308452,21.7306
0.000308457,21.9177
0.000308467,22.3494
0.000308473,22.5865
0.000308489,23.286
0.000308491,23.354
0.000308494,23.5143
0.000308509,24.2907
0.000308519,24.8011
0.000308528,25.306
0.000308537,25.8074
0.000308544,26.2323
0.000308547,26.4133
0.000308566,27.6149
0.000308574,28.115
0.000308582,28.6862
0.000308585,28.8941
0.000308609,30.6354
0.000308611,30.8178
0.000308617,31.2359
0.000308639,32.9781
0.000308649,33.8119
0.000308661,34.8107
0.000308681,36.4669
0.000308696,37.688
0.000308739,41.4193
0.000308742,41.7198
0.000308753,42.6083
0.000308775,44.4104
0.000308782,44.9752
0.000308806,46.8155
0.000308817,47.5773
0.000308832,48.643
0.000308849,49.6837
0.000308854,49.9701
0.000308873,50.9812
0.000308878,51.2226
0.000308893,51.8513
0.000308897,52.04
0.000308901,52.1838
0.000308906,52.321
0.000308919,52.7276
0.000308933,53.0535
0.00030894,53.1873
0.000308948,53.2757
0.000308958,53.3708
0.00030896,53.3838
0.000308965,53.3917
0.000308984,53.3153
0.000308988,53.2895
0.000308995,53.1733
0.000309009,52.9167
0.000309011,52.8764
0.000309033,52.2464
0.000309037,52.1038
0.000309037,52.1037
0.00030905,51.542
0.000309062,50.9843
0.00030907,50.5597
0.000309077,50.2143
0.000309092,49.3145
0.000309094,49.1669
0.000309103,48.5968
0.000309116,47.709
0.000309127,46.9024
0.000309131,46.5689
0.00030914,45.8779
0.00030917,43.4054
0.000309175,42.997
0.000309177,42.8406
0.000309223,38.6624
0.000309226,38.4411
0.000309241,37.0891
0.000309274,34.0787
0.000309275,33.9688
0.000309279,33.6343
0.000309301,31.6932
0.000309312,30.7567
0.000309322,29.8942
0.000309338,28.5513
0.000309345,28.0327
0.000309363,26.6872
0.000309367,26.3821
0.000309379,25.516
0.000309381,25.3426
0.000309395,24.4061
0.000309396,24.3515
0.000309411,23.3728
0.000309413,23.2471
0.000309426,22.4076
0.000309427,22.3486
0.000309442,21.5027
0.000309442,21.5027
0.000309457,20.7097
0.000309458,20.6594
0.000309466,20.264
0.000309472,19.9734
0.000309473,19.9275
0.000309486,19.2956
0.000309486,19.2956
0.0003095,18.708
0.000309501,18.6667
0.000309514,18.1606
0.000309516,18.084
0.000309525,17.7598
0.000309528,17.6546
0.000309531,17.5512
0.000309541,17.1959
0.000309545,17.069
0.000309555,16.7721
0.00030956,16.6263
0.000309569,16.3795
0.000309572,16.2989
0.000309584,15.9943
0.000309584,15.9942
0.000309588,15.9016
0.000309597,15.6984
0.000309605,15.5065
0.000309606,15.4856
0.000309616,15.2876
0.000309623,15.1559
0.000309626,15.1033
0.000309636,14.9371
0.000309641,14.8584
0.000309646,14.7815
0.000309656,14.6361
0.000309658,14.5948
0.000309665,14.5011
0.00030968,14.3168
0.000309682,14.2909
0.000309694,14.1526
0.000309702,14.0742
0.000309706,14.0369
0.000309709,14.0097
0.000309723,13.8889
0.000309731,13.8297
0.000309737,13.7806
0.000309752,13.6848
0.000309766,13.5991
0.000309771,13.5716
0.00030978,13.5227
0.000309792,13.4616
0.000309795,13.4469
0.000309804,13.4139
0.00030981,13.3943
0.000309818,13.3668
0.000309833,13.3263
0.000309847,13.2908
0.000309868,13.2456
0.000309871,13.2413
0.000309883,13.2224
0.000309904,13.1943
0.00030991,13.1881
0.000309915,13.1839
0.000309922,13.1794
0.000309934,13.1782
0.000309959,13.183
0.000309961,13.184
0.000309984,13.2008
0.000310008,13.225
0.000310012,13.23
0.000310042,13.275
0.000310056,13.2991
0.000310071,13.3304
0.000310099,13.3906
0.000310103,13.401
0.000310107,13.4119
0.000310172,13.605
0.000310214,13.7293
0.000310223,13.7552
0.000310252,13.8318
0.000310265,13.8599
0.000310281,13.8929
0.000310291,13.9153
0.000310303,13.9378
0.000310326,13.9717
0.000310336,13.9833
0.000310356,14.0001
0.000310362,14.003
0.000310384,14.0071
0.000310387,14.0067
0.000310408,13.9978
0.000310415,13.9925
0.000310439,13.9679
0.000310443,13.9617
0.000310472,13.9143
0.0003105,13.8578
0.000310504,13.8497
0.000310537,13.7766
0.000310557,13.7268
0.000310573,13.6917
0.000310577,13.6813
0.000310607,13.6157
0.000310626,13.5828
0.000310644,13.5611
0.000310646,13.559
0.000310666,13.5496
0.000310679,13.5517
0.000310686,13.5546
0.000310705,13.5774
0.000310709,13.5839
0.000310725,13.6199
0.000310738,13.6617
0.000310744,13.6793
0.000310752,13.7146
0.000310763,13.7611
0.000310772,13.813
0.000310781,13.8648
0.000310796,13.9633
0.000310802,14.0016
0.000310813,14.0864
0.00031082,14.1519
0.000310835,14.2793
0.000310844,14.3779
0.000310856,14.5034
0.000310869,14.6449
0.000310878,14.7577
0.000310893,14.9518
0.000310897,15.005
0.00031091,15.178
0.000310918,15.3014
0.000310926,15.4245
0.000310943,15.6888
0.000310955,15.8908
0.000310973,16.1929
0.000310999,16.6543
0.000311008,16.8122
0.000311032,17.2591
0.000311067,17.9138
0.000311072,18.0141
0.000311109,18.6887
0.000311113,18.7516
0.000311147,19.3357
0.000311151,19.3885
0.000311172,19.6941
0.000311179,19.7985
0.000311188,19.9126
0.00031121,20.1952
0.000311221,20.3068
0.000311232,20.4157
0.000311252,20.5844
0.000311254,20.5978
0.000311279,20.7482
0.000311282,20.7599
0.000311299,20.819
0.000311303,20.8252
0.000311328,20.8528
0.000311328,20.8524
0.00031135,20.8215
0.000311351,20.8189
0.000311375,20.732
0.000311382,20.694
0.000311394,20.6211
0.000311405,20.545
0.000311416,20.4597
0.00031144,20.2453
0.000311441,20.2295
0.000311468,19.9462
0.00031147,19.9253
0.000311477,19.8393
0.000311512,19.392
0.000311558,18.8036
0.000311578,18.5366
0.000311593,18.3464
0.000311615,18.0672
0.00031163,17.899
0.000311652,17.6552
0.000311657,17.608
0.000311662,17.5568
0.00031168,17.3792
0.000311682,17.3655
0.000311702,17.2025
0.000311706,17.1757
0.000311722,17.0712
0.000311731,17.021
0.000311743,16.9702
0.000311754,16.926
0.000311763,16.9011
0.000311768,16.8887
0.000311783,16.8719
0.00031179,16.8663
0.00031179,16.866
0.00031181,16.883
0.000311812,16.8859
0.000311826,16.9257
0.00031183,16.9351
0.000311833,16.9476
0.00031185,17.0227
0.000311855,17.0512
0.00031187,17.1466
0.000311879,17.2171
0.000311888,17.2868
0.000311904,17.4338
0.000311906,17.4527
0.000311924,17.6502
0.000311928,17.7016
0.000311942,17.8744
0.000311953,18.0173
0.00031196,18.1234
0.000311985,18.5079
0.000311987,18.538
0.000312007,18.8812
0.000312014,19.0099
0.000312014,19.0099
0.000312043,19.5771
0.000312046,19.6339
0.000312077,20.3117
0.000312086,20.5091
0.000312115,21.1795
0.000312125,21.4052
0.000312142,21.8269
0.000312212,23.5468
0.00031222,23.7295
0.000312232,24.0384
0.000312236,24.1368
0.000312255,24.572
0.000312285,25.2651
0.000312288,25.3465
0.000312324,26.081
0.00031233,26.2035
0.00031236,26.7359
0.000312361,26.7509
0.000312371,26.9278
0.000312403,27.4113
0.000312409,27.5067
0.000312442,27.9207
0.000312472,28.2197
0.000312477,28.2543
0.000312505,28.4966
0.000312514,28.5535
0.000312538,28.7334
0.000312541,28.7499
0.000312559,28.87
0.000312577,29.0113
0.000312578,29.0206
0.000312578,29.0206
0.000312596,29.1641
0.000312616,29.3588
0.000312636,29.5948
0.000312651,29.8021
0.000312658,29.9121
0.000312666,30.0448
0.000312681,30.3239
0.000312696,30.6355
0.000312698,30.6815
0.000312711,30.9987
0.000312718,31.1861
0.000312726,31.4083
0.000312738,31.7712
0.000312741,31.8686
0.000312754,32.3215
0.000312758,32.472
0.000312773,33.0716
0.000312778,33.2599
0.000312791,33.8284
0.000312798,34.1731
0.000312808,34.6619
0.000312812,34.8969
0.000312831,35.9172
0.000312842,36.5932
0.000312847,36.8641
0.000312854,37.3062
0.000312879,38.9944
0.000312879,39.0114
0.000312882,39.2504
0.000312907,41.1153
0.000312911,41.4034
0.000312915,41.7421
0.000312945,44.1721
0.000312953,44.8002
0.000312958,45.2777
0.00031299,47.9933
0.000312998,48.6412
0.000313018,50.3873
0.000313055,53.5068
0.000313082,55.676
0.000313091,56.3501
0.000313091,56.3501
0.000313106,57.3765
0.000313131,59.0491
0.000313133,59.1814
0.000313151,60.1852
0.000313156,60.4043
0.000313176,61.3575
0.0003132,62.1908
0.000313204,62.3195
0.000313211,62.4938
0.000313224,62.7533
0.000313231,62.8697
0.000313246,63.0108
0.00031325,63.0382
0.000313255,63.056
0.000313275,62.9812
0.000313275,62.9812
0.000313284,62.8575
0.000313284,62.8575
0.000313301,62.5504
0.000313317,62.1207
0.000313318,62.108
0.000313322,61.9653
0.000313347,61.016
0.000313349,60.9167
0.000313353,60.7434
0.000313365,60.1494
0.000313376,59.5435
0.000313379,59.4095
0.000313388,58.8424
0.0003134,58.1117
0.000313412,57.3249
0.000313434,55.7625
0.000313436,55.6754
0.000313445,54.959
0.000313482,52.0748
0.000313482,52.0748
0.000313488,51.5932
0.00031353,48.0084
0.000313542,46.9868
0.000313547,46.5736
0.000313573,44.3581
0.000313577,43.9974
0.000313607,41.4292
0.000313632,39.4404
0.000313634,39.2201
0.00031366,37.1789
0.000313677,35.9035
0.000313694,34.6238
0.000313705,33.8346
0.000313709,33.5832
0.000313711,33.4352
0.000313727,32.33
0.000313743,31.2596
0.000313758,30.2233
0.000313778,28.9832
0.000313795,27.9852
0.000313796,27.9151
0.000313814,26.9013
0.000313829,26.0528
0.000313831,25.9249
0.000313849,24.9985
0.000313867,24.1027
0.000313873,23.8136
0.000313885,23.2502
0.000313889,23.0318
0.000313902,22.442
0.000313908,22.1818
0.000313918,21.7529
0.000313933,21.1264
0.000313939,20.8988
0.000313948,20.5276
0.000313962,20.0069
0.000313964,19.9523
0.000313979,19.4086
0.000313989,19.0546
0.000313995,18.8543
0.000313998,18.7371
0.000314008,18.4295
0.000314012,18.2813
0.000314026,17.8485
0.00031403,17.7447
0.000314045,17.3066
0.000314048,17.2421
0.000314063,16.8342
0.000314065,16.7743
0.000314081,16.3957
0.000314083,16.3405
0.000314099,15.9913
0.000314102,15.9216
0.000314116,15.6205
0.00031412,15.5399
0.000314134,15.2833
0.000314139,15.1948
0.00031415,15.0149
0.000314158,14.887
0.000314164,14.788
0.000314176,14.6156
0.000314179,14.5833
0.000314192,14.4169
0.000314192,14.4146
0.000314193,14.4024
0.000314208,14.2484
0.000314211,14.2124
0.000314217,14.1586
0.000314231,14.0511
0.000314231,14.0464
0.000314245,13.9584
0.00031425,13.9346
0.000314259,13.8926
0.000314263,13.8795
0.000314267,13.8665
0.000314273,13.85
0.000314281,13.8376
0.000314287,13.8319
0.000314296,13.8347
0.000314301,13.8388
0.000314311,13.8596
0.000314315,13.8715
0.000314325,13.9135
0.000314329,13.9312
0.00031434,13.9959
0.00031434,13.9978
0.000314351,14.0839
0.000314353,14.0972
0.000314354,14.1136
0.000314362,14.1915
0.000314369,14.2672
0.000314373,14.3186
0.000314384,14.4582
0.000314384,14.4654
0.000314395,14.6347
0.000314399,14.6956
0.000314407,14.8255
0.000314414,14.9731
0.000314418,15.0381
0.000314429,15.2739
0.00031443,15.2933
0.00031444,15.5357
0.000314444,15.6552
0.000314445,15.6628
0.000314451,15.8338
0.00031446,16.0861
0.000314463,16.1801
0.000314475,16.5576
0.000314475,16.5581
0.000314487,16.9703
0.00031449,17.0877
0.000314499,17.4171
0.000314508,17.7489
0.00031451,17.8463
0.000314511,17.8984
0.000314527,18.5819
0.000314527,18.6068
0.000314543,19.3841
0.000314546,19.516
0.000314559,20.2301
0.000314565,20.548
0.000314575,21.1455
0.000314576,21.1547
0.000314584,21.6879
0.000314592,22.2125
0.000314603,22.9383
0.000314609,23.3606
0.000314622,24.2907
0.000314625,24.4571
0.000314626,24.5916
0.000314641,25.7597
0.000314643,25.9171
0.000314657,27.0643
0.00031466,27.3253
0.000314661,27.3915
0.000314682,29.2061
0.000314684,29.4449
0.000314693,30.2655
0.000314702,31.1673
0.000314712,32.1454
0.00031473,33.9016
0.000314732,34.1013
0.000314749,35.9175
0.000314763,37.4277
0.000314767,37.8938
0.000314802,41.9227
0.000314814,43.3158
0.000314857,48.2495
0.00031486,48.5974
0.000314889,51.9351
0.000314898,52.9532
0.000314905,53.7844
0.000314917,55.1271
0.000314933,56.7252
0.000314952,58.7589
0.000314954,58.9039
0.000314984,61.7318
0.000314984,61.7319
0.000315014,64.2072
0.000315014,64.2073
0.000315038,65.8517
0.000315045,66.328
0.00031506,67.1397
0.000315075,67.9499
0.000315079,68.1366
0.000315084,68.3559
0.000315085,68.3976
0.000315096,68.8197
0.000315115,69.4212
0.000315121,69.5897
0.000315123,69.629
0.000315123,69.6408
0.000315154,70.1415
0.000315154,70.1415
0.000315175,70.2455
0.000315178,70.235
0.000315182,70.2126
0.000315211,70.0031
0.000315214,69.9558
0.000315223,69.794
0.000315241,69.4462
0.000315262,68.888
0.000315269,68.7223
0.000315287,68.2002
0.000315329,66.7282
0.000315347,66.0782
0.000315355,65.7984
0.000315379,64.9494
0.000315397,64.2809
0.00031543,63.1755
0.000315442,62.7788
0.000315467,62.0876
0.000315503,61.1271
0.000315506,61.0677
0.000315511,60.9515
0.00031554,60.385
0.00031558,59.696
0.000315585,59.6143
0.000315589,59.5425
0.000315673,58.3999
0.000315702,58.0352
0.000315731,57.6265
0.000315736,57.5386
0.000315775,56.8117
0.000315802,56.2569
0.000315816,55.9346
0.00031585,55.0656
0.000315878,54.3234
0.000315884,54.1201
0.000315895,53.7981
0.000315919,53.0294
0.000315949,51.9943
0.000315956,51.7548
0.000315985,50.6545
0.000315999,50.153
0.000316029,48.9657
0.000316051,48.089
0.000316085,46.6477
0.000316105,45.774
0.000316116,45.2788
0.000316145,43.9994
0.000316155,43.5697
0.000316216,40.7272
0.000316242,39.4293
0.000316285,37.3154
0.000316293,36.9211
0.000316333,34.9263
0.000316346,34.3041
0.000316375,32.8405
0.000316415,30.9059
0.000316434,29.9792
0.000316435,29.9322
0.000316441,29.6457
0.000316467,28.4235
0.00031648,27.8692
0.000316495,27.2069
0.000316516,26.2985
0.000316522,26.0506
0.00031654,25.3237
0.000316549,24.9764
0.000316556,24.7121
0.000316564,24.4053
0.000316568,24.2968
0.000316586,23.6576
0.000316593,23.4138
0.000316604,23.055
0.000316614,22.7358
0.000316623,22.4668
0.000316635,22.1169
0.000316643,21.9006
0.000316656,21.559
0.000316664,21.3904
0.000316678,21.0638
0.000316684,20.9369
0.000316698,20.6514
0.000316704,20.5422
0.000316718,20.2975
0.000316724,20.2058
0.000316738,20.0019
0.000316744,19.9278
0.000316759,19.7646
0.000316765,19.7078
0.000316775,19.6183
0.000316779,19.5843
0.000316791,19.508
0.000316799,19.4624
0.000316815,19.405
0.000316819,19.3936
0.000316835,19.3811
0.00031684,19.3803
0.00031684,19.3803
0.000316856,19.4171
0.000316864,19.4507
0.00031688,19.5283
0.000316888,19.5842
0.000316904,19.7055
0.000316912,19.7817
0.000316928,19.9362
0.000316937,20.0378
0.000316943,20.1159
0.000316951,20.2256
0.000316965,20.415
0.000316967,20.4504
0.000316993,20.8626
0.000317,20.9682
0.000317025,21.4258
0.000317032,21.5427
0.000317038,21.666
0.000317072,22.343
0.000317142,23.7489
0.000317145,23.8162
0.000317179,24.4777
0.000317193,24.7686
0.00031723,25.4435
0.000317232,25.4774
0.000317267,26.0183
0.000317297,26.4245
0.0003173,26.4671
0.000317301,26.4782
0.000317335,26.8737
0.000317342,26.9337
0.000317361,27.1043
0.00031739,27.3049
0.000317393,27.3204
0.000317422,27.4405
0.000317442,27.4805
0.000317453,27.4965
0.000317468,27.4901
0.000317482,27.4728
0.00031751,27.3937
0.000317511,27.3874
0.000317537,27.2492
0.000317544,27.1989
0.000317573,26.9665
0.000317581,26.8966
0.00031761,26.5849
0.000317635,26.2474
0.00031765,26.0324
0.000317656,25.9515
0.000317666,25.774
0.000317693,25.3037
0.000317708,25.0389
0.000317726,24.6833
0.000317751,24.1556
0.00031776,23.9611
0.000317777,23.5951
0.000317788,23.35
0.00031782,22.5886
0.000317849,21.8902
0.00031786,21.6372
0.000317861,21.6155
0.000317888,20.9607
0.000317924,20.113
0.000317947,19.5915
0.000317971,19.0928
0.000317973,19.0382
0.000317974,19.0262
0.000317994,18.6158
0.00031801,18.3061
0.000318017,18.1769
0.000318034,17.8749
0.00031804,17.777
0.000318058,17.4873
0.000318063,17.4173
0.00031808,17.1773
0.000318085,17.1003
0.000318101,16.904
0.000318104,16.8772
0.000318123,16.671
0.000318123,16.671
0.000318143,16.4975
0.000318145,16.4796
0.00031815,16.4463
0.000318162,16.3544
0.000318164,16.3401
0.000318182,16.2417
0.000318184,16.2311
0.000318203,16.1502
0.000318203,16.1502
0.000318223,16.0997
0.000318225,16.0948
0.000318246,16.0723
0.000318247,16.0716
0.000318269,16.0791
0.000318269,16.0791
0.000318291,16.1193
0.000318296,16.1291
0.000318312,16.179
0.000318314,16.1871
0.000318323,16.2233
0.000318339,16.3
0.000318354,16.3733
0.000318365,16.4372
0.000318389,16.5854
0.00031839,16.5927
0.000318423,16.8322
0.000318434,16.9095
0.000318458,17.095
0.000318463,17.1315
0.00031847,17.187
0.000318508,17.5042
0.000318535,17.7316
0.000318561,17.9362
0.000318594,18.1907
0.000318607,18.287
0.000318628,18.4361
0.000318637,18.4996
0.000318677,18.7574
0.000318691,18.8326
0.000318725,19.0156
0.00031875,19.1218
0.000318767,19.197
0.000318799,19.3089
0.000318808,19.344
0.000318838,19.427
0.00031887,19.5218
0.000318876,19.5406
0.000318906,19.633
0.000318911,19.651
0.00031893,19.7095
0.000318954,19.7897
0.000318958,19.805
0.000318986,19.9417
0.000319002,20.0292
0.000319014,20.1119
0.000319037,20.2865
0.000319042,20.33
0.000319064,20.5403
0.000319068,20.5901
0.000319087,20.817
0.00031909,20.8576
0.000319112,21.1748
0.000319116,21.2412
0.000319137,21.5974
0.000319143,21.7036
0.000319163,22.1148
0.000319171,22.2825
0.000319171,22.2918
0.000319188,22.6947
0.000319196,22.9025
0.000319213,23.3571
0.000319221,23.5913
0.000319244,24.2868
0.000319257,24.7513
0.000319278,25.4643
0.000319312,26.7738
0.000319326,27.3405
0.000319358,28.6921
0.000319392,30.197
0.000319423,31.5815
0.000319447,32.6445
0.000319455,32.9816
0.000319462,33.277
0.00031949,34.4797
0.000319495,34.6565
0.000319522,35.685
0.000319525,35.7928
0.000319527,35.8451
0.000319545,36.457
0.00031955,36.603
0.000319572,37.2554
0.000319576,37.3406
0.000319595,37.7852
0.000319607,37.9924
0.000319626,38.3029
0.000319636,38.406
0.000319655,38.5621
0.000319658,38.5811
0.000319662,38.5935
0.000319674,38.6117
0.000319682,38.591
0.000319701,38.5078
0.000319705,38.4709
0.000319723,38.28
0.000319726,38.2318
0.000319728,38.2053
0.000319744,37.9146
0.000319746,37.8718
0.000319767,37.4009
0.000319777,37.142
0.000319783,36.9591
0.00031979,36.7703
0.000319799,36.4454
0.000319822,35.6603
0.000319824,35.6024
0.000319848,34.6407
0.000319848,34.6407
0.000319849,34.5732
0.000319874,33.492
0.000319878,33.2713
0.000319912,31.6347
0.000319922,31.1587
0.000319925,30.9986
0.000319945,30.0117
0.000320001,27.1096
0.000320004,26.9123
0.000320016,26.2899
0.000320045,24.8338
0.00032005,24.6229
0.000320072,23.5433
0.000320073,23.523
0.000320077,23.3268
0.0003201,22.2649
0.000320104,22.0868
0.000320123,21.284
0.000320131,20.9296
0.000320141,20.5419
0.000320154,20.0072
