Energy,dEnergy,Data,dData
192.4117362,0.724880601,28.23086546,5.039270414
177.4092709,0.762475228,24.97656094,3.896583826
163.8601551,0.802809166,22.74652555,3.572900041
149.4923404,0.852989112,23.05832562,3.546500303
135.0089127,0.913586283,25.67566189,4.037936737
121.2584901,0.983517726,20.65638593,3.193140684
106.1117096,1.080876737,17.17320336,2.774715255
