epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,3.4532329009811473,0.27703905,3.4532192,0.1454238417367678,0.24005112,0.14542386
1,0.1578095702487552,0.24648383,0.15780967,0.14668679652429434,0.24152204,0.14668682
2,0.15279395574926993,0.24607454,0.15279406,0.1470864724953015,0.24709292,0.14708634
3,0.45281427322787837,0.40259892,0.45281428,0.7828115477580184,0.5814374,0.78281236
4,0.7822102902714612,0.58124906,0.7822092,0.7828274704104164,0.5808151,0.7828272
5,0.7820210756204247,0.5811009,0.78202116,0.7828649977540261,0.5816718,0.78286505
6,0.7819430564868548,0.5810487,0.78194183,0.7827852542357483,0.58104545,0.78278476
7,0.781933069084599,0.58103263,0.7819335,0.7828600314659636,0.58165324,0.78286016
8,0.7817977345256162,0.5809296,0.78179777,0.782825543410805,0.5808208,0.78282577
9,0.7818676563055386,0.58096796,0.7818682,0.7830556458047109,0.5822092,0.7830561
10,0.7818385627229841,0.58095443,0.781839,0.7831095346607044,0.5804299,0.7831097
11,0.7817242948274219,0.58091486,0.7817242,0.7828085351112802,0.5814205,0.7828083
12,0.7818391563189631,0.5809498,0.78183943,0.7828897178269218,0.58067083,0.7828897
