 Z=  46 A=  82  Pd beta2= 0.18 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.787203E-02   7.670019E-02
   0.100   7.789138E-02   7.687984E-02
   0.200   7.791074E-02   7.705990E-02
   0.300   7.794178E-02   7.738346E-02
   0.400   7.797559E-02   7.782262E-02
   0.500   7.800738E-02   7.831331E-02
   0.600   7.802755E-02   7.887702E-02
   0.700   7.802045E-02   7.947349E-02
   0.800   7.799116E-02   8.006664E-02
   0.900   7.791976E-02   8.063372E-02
   1.000   7.781397E-02   8.116699E-02
   1.100   7.765689E-02   8.162658E-02
   1.200   7.744549E-02   8.199151E-02
   1.300   7.720673E-02   8.230393E-02
   1.400   7.691728E-02   8.250787E-02
   1.500   7.657990E-02   8.258661E-02
   1.600   7.622694E-02   8.261109E-02
   1.700   7.584917E-02   8.254002E-02
   1.800   7.545960E-02   8.240261E-02
   1.900   7.506918E-02   8.220542E-02
   2.000   7.468926E-02   8.196116E-02
   2.100   7.431897E-02   8.169881E-02
   2.200   7.397540E-02   8.141778E-02
   2.300   7.366811E-02   8.114165E-02
   2.400   7.337758E-02   8.087582E-02
   2.500   7.311433E-02   8.063279E-02
   2.600   7.286787E-02   8.041344E-02
   2.700   7.262239E-02   8.021503E-02
   2.800   7.235496E-02   8.002954E-02
   2.900   7.206988E-02   7.984698E-02
   3.000   7.170473E-02   7.964022E-02
   3.100   7.125186E-02   7.938848E-02
   3.200   7.063928E-02   7.903157E-02
   3.300   6.996529E-02   7.862918E-02
   3.400   6.907164E-02   7.805577E-02
   3.500   6.799103E-02   7.731849E-02
   3.600   6.668802E-02   7.637653E-02
   3.700   6.508793E-02   7.514526E-02
   3.800   6.340485E-02   7.381800E-02
   3.900   6.139155E-02   7.214848E-02
   4.000   5.915071E-02   7.022223E-02
   4.100   5.666154E-02   6.801021E-02
   4.200   5.386082E-02   6.543685E-02
   4.300   5.104846E-02   6.280334E-02
   4.400   4.794349E-02   5.980782E-02
   4.500   4.470192E-02   5.660467E-02
   4.600   4.132894E-02   5.319135E-02
   4.700   3.779848E-02   4.952946E-02
   4.800   3.442901E-02   4.596205E-02
   4.900   3.097229E-02   4.221007E-02
   5.000   2.760052E-02   3.846132E-02
   5.100   2.433445E-02   3.473752E-02
   5.200   2.117868E-02   3.104272E-02
   5.300   1.834506E-02   2.763407E-02
   5.400   1.567115E-02   2.432508E-02
   5.500   1.325536E-02   2.124483E-02
   5.600   1.109407E-02   1.840113E-02
   5.700   9.175986E-03   1.579357E-02
   5.800   7.558209E-03   1.351295E-02
   5.900   6.155417E-03   1.146430E-02
   6.000   4.977032E-03   9.676666E-03
   6.100   3.995559E-03   8.127099E-03
   6.200   3.185951E-03   6.795683E-03
   6.300   2.534759E-03   5.674539E-03
   6.400   2.005755E-03   4.723692E-03
   6.500   1.582658E-03   3.927036E-03
   6.600   1.245863E-03   3.262165E-03
   6.700   9.790333E-04   2.709795E-03
   6.800   7.689455E-04   2.251170E-03
   6.900   6.032810E-04   1.871500E-03
   7.000   4.730371E-04   1.557020E-03
   7.100   3.707756E-04   1.296891E-03
   7.200   2.904877E-04   1.081822E-03
   7.300   2.275523E-04   9.029334E-04
   7.400   1.781927E-04   7.549731E-04
   7.500   1.395155E-04   6.321194E-04
   7.600   1.092569E-04   5.301966E-04
   7.700   8.561452E-05   4.457075E-04
   7.800   6.710978E-05   3.750020E-04
   7.900   5.267498E-05   3.163485E-04
   8.000   4.139741E-05   2.673852E-04
   8.100   3.259096E-05   2.265316E-04
   8.200   2.570991E-05   1.924306E-04
   8.300   2.029545E-05   1.636186E-04
   8.400   1.604902E-05   1.394978E-04
   8.500   1.269972E-05   1.191509E-04
   8.600   1.005457E-05   1.019814E-04
   8.700   7.957915E-06   8.749337E-05
   8.800   6.297259E-06   7.513032E-05
   8.900   4.978665E-06   6.468819E-05
   9.000   3.933202E-06   5.581280E-05
   9.100   3.105853E-06   4.827845E-05
   9.200   2.453354E-06   4.189684E-05
   9.300   1.938573E-06   3.640221E-05
   9.400   1.534610E-06   3.174037E-05
   9.500   1.217468E-06   2.774109E-05
   9.600   9.689557E-07   2.430609E-05
   9.700   7.743116E-07   2.134080E-05
   9.800   6.196331E-07   1.874859E-05
   9.900   4.977078E-07   1.648969E-05
  10.000   3.982114E-07   1.445915E-05
  10.100   3.183316E-07   1.267024E-05
  10.200   2.544753E-07   1.110265E-05
  10.300   2.034284E-07   9.729006E-06
  10.400   1.626214E-07   8.525314E-06
  10.500   1.300001E-07   7.470545E-06
  10.600   1.039225E-07   6.546274E-06
  10.700   8.318558E-08   5.737809E-06
  10.800   6.675569E-08   5.031641E-06
  10.900   5.357085E-08   4.412382E-06
  11.000   4.299014E-08   3.869338E-06
  11.100   3.449921E-08   3.393128E-06
  11.200   2.768531E-08   2.975526E-06
  11.300   2.221721E-08   2.609319E-06
  11.400   1.782912E-08   2.288183E-06
  11.500   1.430771E-08   2.006570E-06
  11.600   1.147887E-08   1.758668E-06
  11.700   9.181093E-09   1.531468E-06
  11.800   7.343273E-09   1.333621E-06
  11.900   5.873337E-09   1.161332E-06
  12.000   4.697645E-09   1.011302E-06
  12.100   3.757297E-09   8.806535E-07
  12.200   3.005182E-09   7.668834E-07
  12.300   2.403621E-09   6.678110E-07
  12.400   1.922478E-09   5.815377E-07
  12.500   1.537647E-09   5.064098E-07
  12.600   1.254983E-09   4.386397E-07
  12.700   1.033590E-09   3.790331E-07
  12.800   8.512526E-10   3.275263E-07
  12.900   7.010819E-10   2.830188E-07
  13.000   5.774029E-10   2.445595E-07
  13.100   4.755424E-10   2.113263E-07
  13.200   3.916513E-10   1.826092E-07
  13.300   3.225595E-10   1.577945E-07
  13.400   2.656563E-10   1.363518E-07
  13.500   2.176627E-10   1.196710E-07
  13.600   1.743222E-10   1.124844E-07
  13.700   1.396116E-10   1.057293E-07
  13.800   1.118124E-10   9.937991E-08
  13.900   8.954861E-11   9.341182E-08
  14.000   7.171789E-11   8.780214E-08
  14.100   5.743759E-11   8.252933E-08
