 Z=  11 A=  19  Na beta2=-0.13 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   6.771600E-02   7.517509E-02
   0.100   6.783569E-02   7.528627E-02
   0.200   6.813015E-02   7.555776E-02
   0.300   6.859803E-02   7.599150E-02
   0.400   6.920554E-02   7.656112E-02
   0.500   6.991050E-02   7.722965E-02
   0.600   7.065917E-02   7.795350E-02
   0.700   7.140027E-02   7.868783E-02
   0.800   7.207961E-02   7.938672E-02
   0.900   7.264461E-02   8.000319E-02
   1.000   7.304857E-02   8.049301E-02
   1.100   7.322310E-02   8.079562E-02
   1.200   7.319777E-02   8.093148E-02
   1.300   7.277650E-02   8.072632E-02
   1.400   7.221718E-02   8.039759E-02
   1.500   7.129487E-02   7.974260E-02
   1.600   6.998001E-02   7.872502E-02
   1.700   6.838901E-02   7.744202E-02
   1.800   6.630675E-02   7.568432E-02
   1.900   6.411340E-02   7.379946E-02
   2.000   6.155380E-02   7.153646E-02
   2.100   5.864187E-02   6.889546E-02
   2.200   5.554458E-02   6.602912E-02
   2.300   5.206382E-02   6.273123E-02
   2.400   4.862647E-02   5.941980E-02
   2.500   4.499240E-02   5.584442E-02
   2.600   4.120760E-02   5.204163E-02
   2.700   3.745359E-02   4.819158E-02
   2.800   3.358288E-02   4.412902E-02
   2.900   2.997503E-02   4.025813E-02
   3.000   2.643915E-02   3.637250E-02
   3.100   2.303324E-02   3.253400E-02
   3.200   1.988739E-02   2.889022E-02
   3.300   1.691523E-02   2.535019E-02
   3.400   1.431926E-02   2.216156E-02
   3.500   1.197620E-02   1.919247E-02
   3.600   9.902909E-03   1.647679E-02
   3.700   8.125635E-03   1.406402E-02
   3.800   6.589946E-03   1.190366E-02
   3.900   5.326766E-03   1.005210E-02
   4.000   4.270640E-03   8.441617E-03
   4.100   3.401087E-03   7.059709E-03
   4.200   2.697510E-03   5.890204E-03
   4.300   2.128078E-03   4.902207E-03
   4.400   1.676591E-03   4.078033E-03
   4.500   1.316721E-03   3.389265E-03
   4.600   1.031686E-03   2.816752E-03
   4.700   8.074818E-04   2.341778E-03
   4.800   6.311066E-04   1.949208E-03
   4.900   4.931096E-04   1.623292E-03
   5.000   3.850410E-04   1.353822E-03
   5.100   3.005712E-04   1.130871E-03
   5.200   2.346517E-04   9.459875E-04
   5.300   1.832598E-04   7.932603E-04
   5.400   1.431564E-04   6.657418E-04
   5.500   1.119040E-04   5.599305E-04
   5.600   8.752955E-05   4.719445E-04
   5.700   6.851467E-05   3.984534E-04
   5.800   5.368297E-05   3.372985E-04
   5.900   4.207426E-05   2.857672E-04
   6.000   3.300005E-05   2.426216E-04
   6.100   2.589652E-05   2.063866E-04
   6.200   2.033238E-05   1.758216E-04
   6.300   1.597702E-05   1.501031E-04
   6.400   1.255840E-05   1.282315E-04
   6.500   9.879149E-06   1.097310E-04
   6.600   7.778940E-06   9.403589E-05
   6.700   6.130736E-06   8.067954E-05
   6.800   4.838546E-06   6.933996E-05
   6.900   3.820355E-06   5.962627E-05
   7.000   3.019701E-06   5.134351E-05
   7.100   2.388454E-06   4.426642E-05
   7.200   1.890109E-06   3.820009E-05
   7.300   1.496258E-06   3.300711E-05
   7.400   1.184578E-06   2.852995E-05
   7.500   9.380151E-07   2.468074E-05
   7.600   7.429332E-07   2.136054E-05
   7.700   5.886822E-07   1.849363E-05
   7.800   4.669859E-07   1.601290E-05
   7.900   3.706326E-07   1.386385E-05
   8.000   2.945682E-07   1.199982E-05
   8.100   2.348702E-07   1.036475E-05
   8.200   1.873184E-07   8.950997E-06
   8.300   1.493938E-07   7.730080E-06
   8.400   1.191475E-07   6.675697E-06
   8.500   9.502490E-08   5.765131E-06
   8.600   7.578614E-08   4.978767E-06
   8.700   6.040752E-08   4.273204E-06
   8.800   4.814930E-08   3.667425E-06
   8.900   3.837858E-08   3.147522E-06
   9.000   3.059059E-08   2.701322E-06
   9.100   2.438298E-08   2.318376E-06
   9.200   1.943505E-08   1.989717E-06
   9.300   1.549119E-08   1.707650E-06
   9.400   1.243663E-08   1.458049E-06
   9.500   1.001093E-08   1.242564E-06
   9.600   8.058347E-09   1.058925E-06
   9.700   6.486608E-09   9.024270E-07
   9.800   5.221428E-09   7.690574E-07
   9.900   4.203015E-09   6.553985E-07
