 Z=  37 A=  64  Rb beta2=-0.23 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.880258E-02   8.349863E-02
   0.100   7.862062E-02   8.362137E-02
   0.200   7.841037E-02   8.376302E-02
   0.300   7.802699E-02   8.401719E-02
   0.400   7.751512E-02   8.435054E-02
   0.500   7.689098E-02   8.474717E-02
   0.600   7.615687E-02   8.519473E-02
   0.700   7.537579E-02   8.565972E-02
   0.800   7.454875E-02   8.612769E-02
   0.900   7.371643E-02   8.658359E-02
   1.000   7.290997E-02   8.699594E-02
   1.100   7.215572E-02   8.735833E-02
   1.200   7.148566E-02   8.765188E-02
   1.300   7.094705E-02   8.785077E-02
   1.400   7.050840E-02   8.798304E-02
   1.500   7.023361E-02   8.800883E-02
   1.600   7.006805E-02   8.796545E-02
   1.700   7.006618E-02   8.781697E-02
   1.800   7.018235E-02   8.759138E-02
   1.900   7.040835E-02   8.728671E-02
   2.000   7.072540E-02   8.689934E-02
   2.100   7.107595E-02   8.646531E-02
   2.200   7.143910E-02   8.596303E-02
   2.300   7.178322E-02   8.542080E-02
   2.400   7.204837E-02   8.481724E-02
   2.500   7.222040E-02   8.416603E-02
   2.600   7.224006E-02   8.345165E-02
   2.700   7.205275E-02   8.265658E-02
   2.800   7.160977E-02   8.175594E-02
   2.900   7.106496E-02   8.081787E-02
   3.000   7.015049E-02   7.970349E-02
   3.100   6.901476E-02   7.847468E-02
   3.200   6.753657E-02   7.704848E-02
   3.300   6.572373E-02   7.540055E-02
   3.400   6.381532E-02   7.368803E-02
   3.500   6.148738E-02   7.165854E-02
   3.600   5.896696E-02   6.946111E-02
   3.700   5.613458E-02   6.698267E-02
   3.800   5.303281E-02   6.423420E-02
   3.900   4.994768E-02   6.145874E-02
   4.000   4.654865E-02   5.833970E-02
   4.100   4.310187E-02   5.511004E-02
   4.200   3.951179E-02   5.166343E-02
   4.300   3.585155E-02   4.805702E-02
   4.400   3.239584E-02   4.456215E-02
   4.500   2.887040E-02   4.089332E-02
   4.600   2.551969E-02   3.729744E-02
   4.700   2.227959E-02   3.370802E-02
   4.800   1.921926E-02   3.020086E-02
   4.900   1.650011E-02   2.696526E-02
   5.000   1.395344E-02   2.381985E-02
   5.100   1.170177E-02   2.092163E-02
   5.200   9.695523E-03   1.822831E-02
   5.300   7.948948E-03   1.577521E-02
   5.400   6.490042E-03   1.361660E-02
   5.500   5.235867E-03   1.167058E-02
   5.600   4.199035E-03   9.969317E-03
   5.700   3.341231E-03   8.482811E-03
   5.800   2.643068E-03   7.200036E-03
   5.900   2.086076E-03   6.105669E-03
   6.000   1.637241E-03   5.169389E-03
   6.100   1.281875E-03   4.375513E-03
   6.200   1.000828E-03   3.704344E-03
   6.300   7.799488E-04   3.138933E-03
   6.400   6.073853E-04   2.660856E-03
   6.500   4.721908E-04   2.259468E-03
   6.600   3.667767E-04   1.920900E-03
   6.700   2.846155E-04   1.636217E-03
   6.800   2.206952E-04   1.396583E-03
   6.900   1.710829E-04   1.193036E-03
   7.000   1.325478E-04   1.022031E-03
   7.100   1.026733E-04   8.769505E-04
   7.200   7.956889E-05   7.544764E-04
   7.300   6.171555E-05   6.507790E-04
   7.400   4.788576E-05   5.619142E-04
   7.500   3.721803E-05   4.868050E-04
   7.600   2.895369E-05   4.224979E-04
   7.700   2.256195E-05   3.677006E-04
   7.800   1.759857E-05   3.207861E-04
   7.900   1.373188E-05   2.801255E-04
   8.000   1.071911E-05   2.453182E-04
   8.100   8.365064E-06   2.151657E-04
   8.200   6.523989E-06   1.891556E-04
   8.300   5.083815E-06   1.666568E-04
   8.400   3.960332E-06   1.469646E-04
   8.500   3.083486E-06   1.299772E-04
   8.600   2.401243E-06   1.151559E-04
   8.700   1.872570E-06   1.023117E-04
   8.800   1.464012E-06   9.113648E-05
   8.900   1.145832E-06   8.126561E-05
   9.000   9.007901E-07   7.269020E-05
   9.100   7.099256E-07   6.511388E-05
   9.200   5.614389E-07   5.844223E-05
   9.300   4.446619E-07   5.251094E-05
   9.400   3.523247E-07   4.719958E-05
   9.500   2.788342E-07   4.244172E-05
   9.600   2.183975E-07   3.807530E-05
   9.700   1.704610E-07   3.413134E-05
   9.800   1.330462E-07   3.059592E-05
   9.900   1.038436E-07   2.742670E-05
  10.000   8.105074E-08   2.458576E-05
  10.100   6.326074E-08   2.203909E-05
  10.200   4.937551E-08   1.975622E-05
  10.300   3.924513E-08   1.771909E-05
  10.400   3.164757E-08   1.589864E-05
  10.500   2.552085E-08   1.426523E-05
  10.600   2.058021E-08   1.279963E-05
  10.700   1.659604E-08   1.148460E-05
  10.800   1.338318E-08   1.030468E-05
  10.900   1.079230E-08   9.245985E-06
  11.000   8.702992E-09   8.296059E-06
  11.100   7.018161E-09   7.443727E-06
  11.200   5.427713E-09   6.678750E-06
  11.300   4.110962E-09   5.992293E-06
  11.400   3.113652E-09   5.376392E-06
  11.500   2.358287E-09   4.823794E-06
  11.600   1.786172E-09   4.327993E-06
  11.700   1.352851E-09   3.883152E-06
  11.800   1.024652E-09   3.484033E-06
  11.900   7.760738E-10   3.125936E-06
  12.000   5.878000E-10   2.804645E-06
  12.100   4.933984E-10   2.509918E-06
  12.200   4.365768E-10   2.243203E-06
  12.300   3.862990E-10   2.004830E-06
  12.400   3.418113E-10   1.791788E-06
  12.500   3.024471E-10   1.601385E-06
  12.600   2.676161E-10   1.431215E-06
  12.700   2.367965E-10   1.279128E-06
  12.800   2.095261E-10   1.143202E-06
  12.900   1.853963E-10   1.021720E-06
  13.000   1.305087E-10   9.155651E-07
  13.100   7.560797E-11   8.222891E-07
  13.200   4.380219E-11   7.385160E-07
  13.300   2.537606E-11   6.632774E-07
  13.400   1.470119E-11   5.957041E-07
  13.500   8.516884E-12   5.350149E-07
  13.600   4.934112E-12   4.805087E-07
  13.700   2.858494E-12   4.315554E-07
  13.800   1.656020E-12   3.875894E-07
  13.900   1.204847E-12   3.505382E-07
  14.000   1.659777E-12   3.232839E-07
  14.100   2.286483E-12   2.981486E-07
  14.200   3.149822E-12   2.749676E-07
  14.300   4.339144E-12   2.535890E-07
  14.400   5.977535E-12   2.338725E-07
  14.500   8.234556E-12   2.156890E-07
  14.600   1.134379E-11   1.989192E-07
  14.700   1.562703E-11   1.834533E-07
  14.800   2.152754E-11   1.691898E-07
  14.900   2.120221E-11   1.620931E-07
  15.000   1.895402E-11   1.570109E-07
  15.100   1.694421E-11   1.520880E-07
  15.200   1.514752E-11   1.473195E-07
  15.300   1.354133E-11   1.427004E-07
  15.400   1.210547E-11   1.382262E-07
  15.500   1.082185E-11   1.338923E-07
  15.600   9.674346E-12   1.296943E-07
  15.700   8.648518E-12   1.256279E-07
  15.800   7.743475E-12   1.216605E-07
  15.900   8.404733E-12   1.144467E-07
  16.000   9.122459E-12   1.076606E-07
  16.100   9.901476E-12   1.012769E-07
  16.200   1.074702E-11   9.527174E-08
  16.300   1.166477E-11   8.962264E-08
  16.400   1.266088E-11   8.430850E-08
  16.500   1.374207E-11   7.930946E-08
  16.600   1.491558E-11   7.460683E-08
  16.700   1.618930E-11   7.018305E-08
  16.800   1.757180E-11   6.602157E-08
  16.900   1.933613E-11   5.647960E-08
  17.000   2.132563E-11   4.756930E-08
  17.100   2.351984E-11   4.006470E-08
  17.200   2.593982E-11   3.374404E-08
  17.300   2.860879E-11   2.842053E-08
  17.400   3.155236E-11   2.393687E-08
  17.500   3.479881E-11   2.016055E-08
  17.600   3.837929E-11   1.698000E-08
  17.700   4.232816E-11   1.430121E-08
  17.800   4.668334E-11   1.204503E-08
  17.900   4.880739E-11   9.917505E-09
  18.000   4.006756E-11   7.370037E-09
  18.100   3.289276E-11   5.476927E-09
  18.200   2.700272E-11   4.070092E-09
  18.300   2.216741E-11   3.024625E-09
  18.400   1.819794E-11   2.247702E-09
  18.500   1.493928E-11   1.670345E-09
  18.600   1.226413E-11   1.241290E-09
  18.700   1.006802E-11   9.224454E-10
  18.800   8.265165E-12   6.855008E-10
  18.900   6.785141E-12   5.094191E-10
  19.000   5.570141E-12   3.785668E-10
  19.100   4.024697E-12   2.571315E-10
  19.200   2.774589E-12   1.689649E-10
  19.300   1.912777E-12   1.110293E-10
  19.400   1.318651E-12   7.295901E-11
  19.500   9.090659E-13   4.794244E-11
  19.600   6.267017E-13   3.150368E-11
  19.700   4.320425E-13   2.070153E-11
  19.800   2.978461E-13   1.360328E-11
  19.900   2.053324E-13   8.938917E-12
 Z=  37 A=  65  Rb beta2=-0.20 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.870044E-02   8.278973E-02
   0.100   7.852022E-02   8.291129E-02
   0.200   7.831489E-02   8.304954E-02
   0.300   7.793916E-02   8.329820E-02
   0.400   7.743245E-02   8.362929E-02
   0.500   7.682126E-02   8.401931E-02
   0.600   7.610382E-02   8.446064E-02
   0.700   7.534151E-02   8.491986E-02
   0.800   7.453678E-02   8.538345E-02
   0.900   7.372810E-02   8.583736E-02
   1.000   7.294871E-02   8.625089E-02
   1.100   7.223436E-02   8.660845E-02
   1.200   7.160432E-02   8.690621E-02
   1.300   7.111072E-02   8.711359E-02
   1.400   7.071946E-02   8.725817E-02
   1.500   7.049907E-02   8.730072E-02
   1.600   7.039210E-02   8.727752E-02
   1.700   7.045810E-02   8.715395E-02
   1.800   7.066968E-02   8.694371E-02
   1.900   7.097239E-02   8.667337E-02
   2.000   7.137271E-02   8.632589E-02
   2.100   7.181222E-02   8.593509E-02
   2.200   7.227062E-02   8.548149E-02
   2.300   7.271736E-02   8.499107E-02
   2.400   7.308987E-02   8.444427E-02
   2.500   7.333237E-02   8.383810E-02
   2.600   7.346197E-02   8.318954E-02
   2.700   7.336146E-02   8.245306E-02
   2.800   7.304022E-02   8.162834E-02
   2.900   7.254900E-02   8.073760E-02
   3.000   7.172863E-02   7.969238E-02
   3.100   7.069078E-02   7.853829E-02
   3.200   6.926721E-02   7.716277E-02
   3.300   6.755803E-02   7.560167E-02
   3.400   6.565416E-02   7.391038E-02
   3.500   6.338420E-02   7.194137E-02
   3.600   6.091836E-02   6.980877E-02
   3.700   5.808659E-02   6.735486E-02
   3.800   5.503663E-02   6.467994E-02
   3.900   5.189095E-02   6.188192E-02
   4.000   4.848469E-02   5.879594E-02
   4.100   4.502387E-02   5.559860E-02
   4.200   4.135952E-02   5.213439E-02
   4.300   3.766902E-02   4.856156E-02
   4.400   3.408071E-02   4.500089E-02
   4.500   3.047001E-02   4.132093E-02
   4.600   2.702600E-02   3.771075E-02
   4.700   2.364965E-02   3.406565E-02
   4.800   2.048648E-02   3.054151E-02
   4.900   1.760884E-02   2.722407E-02
   5.000   1.493916E-02   2.403823E-02
   5.100   1.256942E-02   2.109923E-02
   5.200   1.043574E-02   1.835009E-02
   5.300   8.585749E-03   1.586339E-02
   5.400   7.015389E-03   1.365195E-02
   5.500   5.673593E-03   1.167392E-02
   5.600   4.560232E-03   9.946263E-03
   5.700   3.633298E-03   8.434075E-03
   5.800   2.879873E-03   7.134691E-03
   5.900   2.274038E-03   6.025261E-03
   6.000   1.787163E-03   5.080724E-03
   6.100   1.400908E-03   4.281758E-03
   6.200   1.094678E-03   3.608357E-03
   6.300   8.540256E-04   3.042709E-03
   6.400   6.655168E-04   2.567090E-03
   6.500   5.179087E-04   2.168886E-03
   6.600   4.026979E-04   1.834282E-03
   6.700   3.127823E-04   1.554374E-03
   6.800   2.427963E-04   1.319323E-03
   6.900   1.883843E-04   1.121222E-03
   7.000   1.460954E-04   9.550813E-04
   7.100   1.132831E-04   8.147831E-04
   7.200   8.786666E-05   6.970041E-04
   7.300   6.820105E-05   5.975264E-04
   7.400   5.296861E-05   5.130858E-04
   7.500   4.120097E-05   4.418106E-04
   7.600   3.207949E-05   3.811070E-04
   7.700   2.502225E-05   3.297118E-04
   7.800   1.953741E-05   2.858258E-04
   7.900   1.526572E-05   2.481579E-04
   8.000   1.193198E-05   2.159704E-04
   8.100   9.325362E-06   1.882281E-04
   8.200   7.283512E-06   1.644368E-04
   8.300   5.684582E-06   1.439097E-04
   8.400   4.434039E-06   1.261180E-04
   8.500   3.456671E-06   1.107931E-04
   8.600   2.694617E-06   9.748960E-05
   8.700   2.103052E-06   8.603501E-05
   8.800   1.644732E-06   7.609447E-05
   8.900   1.288494E-06   6.741640E-05
   9.000   1.013375E-06   5.988889E-05
   9.100   7.990475E-07   5.328541E-05
   9.200   6.325981E-07   4.751504E-05
   9.300   5.016439E-07   4.241305E-05
   9.400   3.982107E-07   3.788524E-05
   9.500   3.157945E-07   3.384988E-05
   9.600   2.485118E-07   3.019095E-05
   9.700   1.941680E-07   2.688043E-05
   9.800   1.517080E-07   2.393292E-05
   9.900   1.185330E-07   2.130861E-05
  10.000   9.261256E-08   1.897206E-05
  10.100   7.236034E-08   1.689173E-05
  10.200   5.653681E-08   1.503950E-05
  10.300   4.462412E-08   1.339100E-05
  10.400   3.605347E-08   1.192444E-05
  10.500   2.912893E-08   1.061850E-05
  10.600   2.353434E-08   9.455578E-06
  10.700   1.901426E-08   8.420020E-06
  10.800   1.536232E-08   7.497875E-06
  10.900   1.241179E-08   6.676722E-06
  11.000   1.002794E-08   5.945499E-06
  11.100   8.101943E-09   5.294359E-06
  11.200   6.381126E-09   4.708963E-06
  11.300   4.829386E-09   4.180559E-06
  11.400   3.654993E-09   3.711449E-06
  11.500   2.766185E-09   3.294979E-06
  11.600   2.093514E-09   2.925242E-06
  11.700   1.584420E-09   2.596994E-06
  11.800   1.199127E-09   2.305579E-06
  11.900   9.075273E-10   2.046865E-06
  12.000   6.868380E-10   1.817182E-06
  12.100   5.509624E-10   1.609272E-06
  12.200   4.899196E-10   1.418901E-06
  12.300   4.356400E-10   1.251050E-06
  12.400   3.873742E-10   1.103056E-06
  12.500   3.444559E-10   9.725686E-07
  12.600   3.062926E-10   8.575174E-07
  12.700   2.723576E-10   7.560763E-07
  12.800   2.421823E-10   6.666354E-07
  12.900   2.153502E-10   5.877749E-07
  13.000   1.743417E-10   5.191193E-07
  13.100   1.004064E-10   4.613017E-07
  13.200   5.782572E-11   4.099237E-07
  13.300   3.330281E-11   3.642679E-07
  13.400   1.917966E-11   3.236972E-07
  13.500   1.104589E-11   2.876450E-07
  13.600   6.361515E-12   2.556082E-07
  13.700   3.663704E-12   2.271395E-07
  13.800   2.109989E-12   2.018416E-07
  13.900   1.215179E-12   1.793612E-07
  14.000   1.569675E-12   1.678451E-07
  14.100   2.185587E-12   1.578248E-07
  14.200   3.043172E-12   1.484027E-07
  14.300   4.237257E-12   1.395431E-07
  14.400   5.899880E-12   1.312125E-07
  14.500   8.214887E-12   1.233791E-07
  14.600   1.143826E-11   1.160134E-07
  14.700   1.592643E-11   1.090875E-07
  14.800   2.217567E-11   1.025750E-07
  14.900   2.581291E-11   9.866741E-08
  15.000   2.306883E-11   9.814316E-08
  15.100   2.061647E-11   9.762169E-08
  15.200   1.842481E-11   9.710300E-08
  15.300   1.646614E-11   9.658706E-08
  15.400   1.471568E-11   9.607387E-08
  15.500   1.315131E-11   9.556340E-08
  15.600   1.175324E-11   9.505564E-08
  15.700   1.050380E-11   9.455058E-08
  15.800   9.387180E-12   9.404820E-08
  15.900   9.418684E-12   9.098720E-08
  16.000   1.017613E-11   8.647725E-08
  16.100   1.099450E-11   8.219085E-08
  16.200   1.187867E-11   7.811690E-08
  16.300   1.283395E-11   7.424489E-08
  16.400   1.386606E-11   7.056480E-08
  16.500   1.498117E-11   6.706713E-08
  16.600   1.618595E-11   6.374282E-08
  16.700   1.748762E-11   6.058329E-08
  16.800   1.889398E-11   5.758036E-08
  16.900   2.064789E-11   5.195320E-08
  17.000   2.290183E-11   4.381446E-08
  17.100   2.540180E-11   3.695069E-08
  17.200   2.817468E-11   3.116217E-08
  17.300   3.125024E-11   2.628045E-08
  17.400   3.466154E-11   2.216348E-08
  17.500   3.844521E-11   1.869145E-08
  17.600   4.264191E-11   1.576333E-08
  17.700   4.729672E-11   1.329392E-08
  17.800   5.245966E-11   1.121136E-08
  17.900   5.818618E-11   9.455041E-09
  18.000   5.189651E-11   7.266359E-09
  18.100   4.268363E-11   5.394732E-09
  18.200   3.510625E-11   4.005187E-09
  18.300   2.887405E-11   2.973554E-09
  18.400   2.374821E-11   2.207643E-09
  18.500   1.953233E-11   1.639011E-09
  18.600   1.606487E-11   1.216844E-09
  18.700   1.321297E-11   9.034162E-10
  18.800   1.086735E-11   6.707194E-10
  18.900   8.938129E-12   4.979593E-10
  19.000   7.351396E-12   3.696978E-10
  19.100   5.787783E-12   2.661554E-10
  19.200   3.996801E-12   1.747150E-10
