 Z=  39 A=  68  Y  beta2=-0.18 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.060487E-02   8.327344E-02
   0.100   8.045813E-02   8.332945E-02
   0.200   8.029780E-02   8.339056E-02
   0.300   8.000061E-02   8.350153E-02
   0.400   7.958657E-02   8.364949E-02
   0.500   7.909711E-02   8.381646E-02
   0.600   7.851582E-02   8.399844E-02
   0.700   7.789157E-02   8.418270E-02
   0.800   7.721744E-02   8.435914E-02
   0.900   7.652506E-02   8.452068E-02
   1.000   7.583489E-02   8.465634E-02
   1.100   7.517559E-02   8.475565E-02
   1.200   7.455155E-02   8.482952E-02
   1.300   7.399871E-02   8.486078E-02
   1.400   7.350078E-02   8.486569E-02
   1.500   7.310353E-02   8.483066E-02
   1.600   7.281618E-02   8.476030E-02
   1.700   7.260021E-02   8.467071E-02
   1.800   7.248838E-02   8.455552E-02
   1.900   7.243495E-02   8.442763E-02
   2.000   7.245986E-02   8.428357E-02
   2.100   7.253098E-02   8.412768E-02
   2.200   7.262293E-02   8.396078E-02
   2.300   7.270698E-02   8.377483E-02
   2.400   7.276443E-02   8.357191E-02
   2.500   7.274600E-02   8.332948E-02
   2.600   7.265981E-02   8.305378E-02
   2.700   7.241653E-02   8.269562E-02
   2.800   7.202046E-02   8.225119E-02
   2.900   7.138586E-02   8.165376E-02
   3.000   7.066286E-02   8.099696E-02
   3.100   6.964473E-02   8.012789E-02
   3.200   6.839958E-02   7.907636E-02
   3.300   6.689055E-02   7.780409E-02
   3.400   6.505326E-02   7.623385E-02
   3.500   6.313262E-02   7.457443E-02
   3.600   6.086524E-02   7.257501E-02
   3.700   5.837694E-02   7.033819E-02
   3.800   5.564725E-02   6.783369E-02
   3.900   5.262795E-02   6.500169E-02
   4.000   4.962281E-02   6.213654E-02
   4.100   4.635278E-02   5.895023E-02
   4.200   4.298264E-02   5.559962E-02
   4.300   3.951505E-02   5.207984E-02
   4.400   3.593398E-02   4.836522E-02
