 Z=  15 A=  23  P  beta2=-0.11 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   6.180002E-02   8.776949E-02
   0.100   6.193445E-02   8.779506E-02
   0.200   6.224690E-02   8.785465E-02
   0.300   6.275563E-02   8.795300E-02
   0.400   6.341446E-02   8.808276E-02
   0.500   6.418514E-02   8.823482E-02
   0.600   6.502310E-02   8.839921E-02
   0.700   6.587790E-02   8.856193E-02
   0.800   6.669185E-02   8.870013E-02
   0.900   6.741686E-02   8.879495E-02
   1.000   6.800643E-02   8.882258E-02
   1.100   6.841223E-02   8.875478E-02
   1.200   6.858920E-02   8.856279E-02
   1.300   6.849309E-02   8.821357E-02
   1.400   6.816398E-02   8.772416E-02
   1.500   6.740520E-02   8.695769E-02
   1.600   6.650720E-02   8.609576E-02
   1.700   6.524052E-02   8.497336E-02
   1.800   6.359376E-02   8.355718E-02
   1.900   6.169291E-02   8.192973E-02
   2.000   5.934164E-02   7.990399E-02
   2.100   5.691469E-02   7.778105E-02
   2.200   5.417571E-02   7.533829E-02
   2.300   5.114755E-02   7.256635E-02
   2.400   4.799243E-02   6.960192E-02
   2.500   4.453822E-02   6.624706E-02
   2.600   4.117661E-02   6.288737E-02
   2.700   3.769436E-02   5.928663E-02
   2.800   3.413857E-02   5.547647E-02
   2.900   3.067204E-02   5.162253E-02
   3.000   2.716935E-02   4.756974E-02
   3.100   2.395314E-02   4.369330E-02
   3.200   2.086046E-02   3.979740E-02
   3.300   1.793677E-02   3.593975E-02
   3.400   1.528142E-02   3.225906E-02
   3.500   1.282226E-02   2.866885E-02
   3.600   1.070736E-02   2.540055E-02
   3.700   8.832733E-03   2.233192E-02
   3.800   7.202530E-03   1.949826E-02
   3.900   5.827385E-03   1.694657E-02
   4.000   4.659458E-03   1.463410E-02
   4.100   3.712994E-03   1.261558E-02
   4.200   2.934098E-03   1.083093E-02
   4.300   2.302428E-03   9.271779E-03
   4.400   1.798909E-03   7.925088E-03
   4.500   1.397303E-03   6.764287E-03
   4.600   1.083689E-03   5.772507E-03
   4.700   8.373843E-04   4.925053E-03
   4.800   6.451892E-04   4.204082E-03
   4.900   4.963015E-04   3.591193E-03
   5.000   3.809487E-04   3.072870E-03
   5.100   2.922495E-04   2.631112E-03
   5.200   2.239212E-04   2.256933E-03
   5.300   1.714162E-04   1.939959E-03
   5.400   1.311835E-04   1.670307E-03
   5.500   1.003696E-04   1.442244E-03
   5.600   7.679688E-05   1.246496E-03
   5.700   5.877250E-05   1.079948E-03
   5.800   4.499184E-05   9.379134E-04
   5.900   3.445745E-05   8.160424E-04
   6.000   2.640331E-05   7.121015E-04
   6.100   2.023452E-05   6.219981E-04
   6.200   1.551206E-05   5.446446E-04
   6.300   1.189323E-05   4.780706E-04
   6.400   9.120599E-06   4.204246E-04
   6.500   6.996401E-06   3.708394E-04
   6.600   5.367839E-06   3.274108E-04
   6.700   4.120389E-06   2.897624E-04
   6.800   3.165141E-06   2.570033E-04
   6.900   2.433375E-06   2.283139E-04
   7.000   1.873515E-06   2.033131E-04
   7.100   1.443080E-06   1.811853E-04
   7.200   1.112718E-06   1.617728E-04
   7.300   8.585937E-07   1.447142E-04
   7.400   6.627526E-07   1.296441E-04
   7.500   5.115279E-07   1.164445E-04
   7.600   3.947499E-07   1.046773E-04
   7.700   3.044865E-07   9.430465E-05
   7.800   2.347400E-07   8.513795E-05
   7.900   1.809659E-07   7.697517E-05
   8.000   1.396081E-07   6.972372E-05
   8.100   1.077573E-07   6.318192E-05
   8.200   8.330077E-08   5.730778E-05
   8.300   6.475992E-08   5.199142E-05
   8.400   5.036826E-08   4.716908E-05
   8.500   3.917487E-08   4.279403E-05
   8.600   3.046900E-08   3.882478E-05
   8.700   2.369785E-08   3.522368E-05
   8.800   1.843145E-08   3.195659E-05
   8.900   1.426167E-08   2.912266E-05
   9.000   1.102188E-08   2.656794E-05
   9.100   8.518071E-09   2.423732E-05
   9.200   6.583043E-09   2.211116E-05
   9.300   5.087590E-09   2.017150E-05
   9.400   3.931855E-09   1.840200E-05
   9.500   3.038666E-09   1.678773E-05
   9.600   2.363936E-09   1.533049E-05
   9.700   1.865746E-09   1.403057E-05
   9.800   1.472548E-09   1.284088E-05
   9.900   1.162214E-09   1.175207E-05
  10.000   9.172824E-10   1.075558E-05
  10.100   7.239689E-10   9.843580E-06
  10.200   5.713954E-10   9.008916E-06
  10.300   4.509762E-10   8.245024E-06
  10.400   3.460965E-10   7.565566E-06
  10.500   2.627425E-10   6.949093E-06
  10.600   1.994635E-10   6.382853E-06
  10.700   1.514247E-10   5.862753E-06
  10.800   1.149555E-10   5.385032E-06
  10.900   8.726957E-11   4.946239E-06
  11.000   6.625153E-11   4.543199E-06
