 Z= 106 A= 234  Sg beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.400   7.846476E-02   5.226254E-02
   0.500   7.881668E-02   5.202618E-02
   0.600   7.917112E-02   5.179022E-02
   0.700   7.962997E-02   5.148241E-02
   0.800   8.009148E-02   5.117644E-02
   0.900   8.056178E-02   5.086903E-02
   1.000   8.106866E-02   5.054574E-02
   1.100   8.157667E-02   5.022786E-02
   1.200   8.205741E-02   4.996088E-02
   1.300   8.254099E-02   4.969532E-02
   1.400   8.301021E-02   4.945616E-02
   1.500   8.341623E-02   4.931296E-02
   1.600   8.381103E-02   4.919117E-02
   1.700   8.410849E-02   4.922651E-02
   1.800   8.440701E-02   4.926188E-02
   1.900   8.467904E-02   4.934829E-02
   2.000   8.487413E-02   4.957909E-02
   2.100   8.505813E-02   4.983966E-02
   2.200   8.518687E-02   5.024072E-02
   2.300   8.531582E-02   5.064500E-02
   2.400   8.544051E-02   5.108640E-02
   2.500   8.555579E-02   5.160529E-02
   2.600   8.568052E-02   5.213448E-02
   2.700   8.583718E-02   5.268639E-02
   2.800   8.599413E-02   5.324415E-02
   2.900   8.617854E-02   5.379024E-02
   3.000   8.640953E-02   5.431184E-02
   3.100   8.666248E-02   5.480913E-02
   3.200   8.697094E-02   5.523521E-02
   3.300   8.728050E-02   5.566459E-02
   3.400   8.761221E-02   5.604215E-02
   3.500   8.797375E-02   5.634721E-02
   3.600   8.833419E-02   5.661189E-02
   3.700   8.869096E-02   5.679403E-02
   3.800   8.904916E-02   5.697675E-02
   3.900   8.937596E-02   5.711466E-02
   4.000   8.966824E-02   5.720365E-02
   4.100   8.991308E-02   5.727955E-02
   4.200   9.008272E-02   5.733484E-02
   4.300   9.025269E-02   5.739019E-02
   4.400   9.034477E-02   5.746143E-02
   4.500   9.036870E-02   5.754659E-02
   4.600   9.033467E-02   5.766743E-02
   4.700   9.022817E-02   5.783317E-02
   4.800   9.012179E-02   5.799938E-02
   4.900   8.995907E-02   5.821355E-02
   5.000   8.975718E-02   5.846192E-02
   5.100   8.952226E-02   5.871938E-02
   5.200   8.925432E-02   5.898611E-02
   5.300   8.898718E-02   5.925405E-02
   5.400   8.867922E-02   5.948010E-02
   5.500   8.833333E-02   5.965817E-02
   5.600   8.794134E-02   5.976257E-02
   5.700   8.745158E-02   5.971389E-02
   5.800   8.692222E-02   5.960480E-02
   5.900   8.628492E-02   5.933861E-02
   6.000   8.549264E-02   5.886807E-02
   6.100   8.458494E-02   5.825091E-02
   6.200   8.341737E-02   5.733707E-02
   6.300   8.216620E-02   5.633172E-02
   6.400   8.067996E-02   5.507813E-02
   6.500   7.890273E-02   5.353949E-02
   6.600   7.693687E-02   5.182751E-02
   6.700   7.456936E-02   4.975862E-02
   6.800   7.212007E-02   4.763581E-02
   6.900   6.936922E-02   4.527157E-02
   7.000   6.628718E-02   4.265779E-02
   7.100   6.304804E-02   3.995287E-02
   7.200   5.942675E-02   3.698648E-02
   7.300   5.584216E-02   3.410666E-02
   7.400   5.206706E-02   3.114044E-02
   7.500   4.811997E-02   2.811322E-02
   7.600   4.420465E-02   2.518561E-02
   7.700   4.015579E-02   2.224178E-02
   7.800   3.634669E-02   1.955125E-02
   7.900   3.260236E-02   1.698685E-02
   8.000   2.896284E-02   1.457410E-02
   8.100   2.556630E-02   1.240070E-02
   8.200   2.232117E-02   1.039862E-02
   8.300   1.942317E-02   8.680986E-03
   8.400   1.676228E-02   7.167142E-03
   8.500   1.435109E-02   5.852935E-03
   8.600   1.222644E-02   4.747112E-03
   8.700   1.033694E-02   3.808893E-03
   8.800   8.721768E-03   3.047214E-03
   8.900   7.323255E-03   2.420749E-03
   9.000   6.125526E-03   1.912082E-03
   9.100   5.113684E-03   1.505885E-03
   9.200   4.260027E-03   1.181961E-03
   9.300   3.547867E-03   9.272010E-04
   9.400   2.953246E-03   7.265402E-04
   9.500   2.459189E-03   5.693104E-04
   9.600   2.049145E-03   4.463327E-04
   9.700   1.710151E-03   3.503147E-04
   9.800   1.428039E-03   2.750400E-04
   9.900   1.194188E-03   2.161073E-04
  10.000   9.999013E-04   1.698104E-04
  10.100   8.380978E-04   1.334131E-04
  10.200   7.033419E-04   1.046937E-04
  10.300   5.904433E-04   8.211056E-05
  10.400   4.960499E-04   6.430184E-05
  10.500   4.169952E-04   5.027163E-05
  10.600   3.507224E-04   3.927204E-05
  10.700   2.952729E-04   3.067246E-05
  10.800   2.486949E-04   2.396848E-05
  10.900   2.096979E-04   1.876010E-05
  11.000   1.771024E-04   1.474389E-05
  11.100   1.497794E-04   1.163153E-05
  11.200   1.270289E-04   9.257813E-06
  11.300   1.078421E-04   7.391949E-06
  11.400   9.178908E-05   5.950471E-06
  11.500   7.834066E-05   4.829547E-06
  11.600   6.698907E-05   3.939796E-06
  11.700   5.744522E-05   3.232799E-06
  11.800   4.929608E-05   2.654572E-06
  11.900   4.237417E-05   2.182384E-06
  12.000   3.645908E-05   1.789112E-06
  12.100   3.138368E-05   1.462067E-06
  12.200   2.701301E-05   1.184368E-06
  12.300   2.324683E-05   9.563515E-07
  12.400   1.999503E-05   7.658979E-07
  12.500   1.720311E-05   6.139507E-07
  12.600   1.480128E-05   4.921754E-07
  12.700   1.273479E-05   3.945539E-07
  12.800   1.095681E-05   3.162953E-07
  12.900   9.427066E-06   2.535591E-07
  13.000   8.110898E-06   2.032664E-07
  13.100   6.978487E-06   1.629491E-07
  13.200   6.004180E-06   1.306286E-07
  13.300   5.165901E-06   1.047188E-07
  13.400   4.508348E-06   8.697299E-08
  13.500   3.943844E-06   7.266230E-08
  13.600   3.450024E-06   6.070632E-08
  13.700   3.018036E-06   5.071760E-08
  13.800   2.640139E-06   4.237244E-08
  13.900   2.309560E-06   3.540041E-08
  14.000   2.020373E-06   2.957556E-08
  14.100   1.767396E-06   2.470915E-08
  14.200   1.546095E-06   2.064346E-08
  14.300   1.352504E-06   1.724675E-08
  14.400   1.183153E-06   1.440894E-08
  14.500   1.037112E-06   1.186905E-08
  14.600   9.109313E-07   9.640674E-09
  14.700   8.001025E-07   7.830672E-09
  14.800   7.027576E-07   6.360491E-09
  14.900   6.172563E-07   5.166331E-09
  15.000   5.421575E-07   4.196371E-09
  15.100   4.761957E-07   3.408517E-09
  15.200   4.182591E-07   2.768580E-09
  15.300   3.673714E-07   2.248789E-09
  15.400   3.226750E-07   1.826587E-09
  15.500   2.834166E-07   1.483651E-09
  15.600   2.489346E-07   1.205101E-09
  15.700   2.290695E-07   1.113073E-09
  15.800   2.108092E-07   1.028338E-09
  15.900   1.940046E-07   9.500527E-10
  16.000   1.785396E-07   8.777275E-10
  16.100   1.643074E-07   8.109083E-10
  16.200   1.512097E-07   7.491758E-10
  16.300   1.391560E-07   6.921429E-10
  16.400   1.280632E-07   6.394518E-10
  16.500   1.178547E-07   5.907719E-10
  16.600   1.084600E-07   5.457979E-10
  16.700   9.981411E-08   5.042476E-10
  16.800   9.283558E-08   4.683501E-10
  16.900   8.809108E-08   4.394126E-10
  17.000   8.358905E-08   4.122630E-10
  17.100   7.931711E-08   3.867909E-10
  17.200   7.526349E-08   3.628926E-10
  17.300   7.141704E-08   3.404709E-10
  17.400   6.776716E-08   3.194346E-10
  17.500   6.430382E-08   2.996980E-10
  17.600   6.101748E-08   2.811808E-10
  17.700   5.789909E-08   2.638078E-10
  17.800   5.494007E-08   2.475081E-10
  17.900   5.213227E-08   2.322156E-10
  18.000   4.978623E-08   2.274430E-10
  18.100   4.785660E-08   2.327204E-10
  18.200   4.600176E-08   2.381203E-10
  18.300   4.421881E-08   2.436454E-10
  18.400   4.250496E-08   2.492987E-10
  18.500   4.085754E-08   2.550832E-10
  18.600   3.927397E-08   2.610020E-10
  18.700   3.775178E-08   2.670580E-10
  18.800   3.628858E-08   2.732546E-10
  18.900   3.488210E-08   2.795950E-10
  19.000   3.353013E-08   2.860825E-10
  19.100   3.223056E-08   2.927205E-10
  19.200   3.092787E-08   2.943469E-10
  19.300   2.959392E-08   2.876642E-10
  19.400   2.831751E-08   2.811332E-10
  19.500   2.709615E-08   2.747505E-10
  19.600   2.592748E-08   2.685126E-10
  19.700   2.480920E-08   2.624165E-10
  19.800   2.373916E-08   2.564587E-10
  19.900   2.271527E-08   2.506362E-10
 Z= 106 A= 279  Sg beta2= 0.46 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.913280E-02   5.286115E-02
   0.100   7.928676E-02   5.273397E-02
   0.200   7.944101E-02   5.260710E-02
   0.300   7.959556E-02   5.248053E-02
   0.400   7.976290E-02   5.234392E-02
   0.500   8.005278E-02   5.210704E-02
   0.600   8.034371E-02   5.187124E-02
   0.700   8.072999E-02   5.156367E-02
   0.800   8.111823E-02   5.125785E-02
   0.900   8.151471E-02   5.095083E-02
   1.000   8.195284E-02   5.062701E-02
   1.100   8.239273E-02   5.030762E-02
   1.200   8.282291E-02   5.003922E-02
   1.300   8.325534E-02   4.977226E-02
   1.400   8.367905E-02   4.952883E-02
   1.500   8.405666E-02   4.938302E-02
   1.600   8.442764E-02   4.925389E-02
   1.700   8.471771E-02   4.928534E-02
   1.800   8.500878E-02   4.931682E-02
   1.900   8.527899E-02   4.939307E-02
   2.000   8.547751E-02   4.961816E-02
   2.100   8.566744E-02   4.986713E-02
   2.200   8.580119E-02   5.026117E-02
   2.300   8.593515E-02   5.065831E-02
   2.400   8.606276E-02   5.108791E-02
   2.500   8.617352E-02   5.159800E-02
   2.600   8.628955E-02   5.211730E-02
   2.700   8.642854E-02   5.266027E-02
   2.800   8.656776E-02   5.320889E-02
   2.900   8.672673E-02   5.374787E-02
   3.000   8.692682E-02   5.425992E-02
   3.100   8.714340E-02   5.475285E-02
   3.200   8.741405E-02   5.516971E-02
   3.300   8.768553E-02   5.558974E-02
   3.400   8.797630E-02   5.596546E-02
   3.500   8.829955E-02   5.626236E-02
   3.600   8.862394E-02   5.652623E-02
   3.700   8.894938E-02   5.670071E-02
   3.800   8.927602E-02   5.687572E-02
   3.900   8.958002E-02   5.701221E-02
   4.000   8.985164E-02   5.709433E-02
   4.100   9.008727E-02   5.716591E-02
   4.200   9.024619E-02   5.721518E-02
   4.300   9.040539E-02   5.726450E-02
   4.400   9.050028E-02   5.732766E-02
   4.500   9.052034E-02   5.740693E-02
   4.600   9.049230E-02   5.751589E-02
   4.700   9.038208E-02   5.767578E-02
   4.800   9.027200E-02   5.783611E-02
   4.900   9.011060E-02   5.803783E-02
   5.000   8.989998E-02   5.827991E-02
   5.100   8.965916E-02   5.852952E-02
   5.200   8.937583E-02   5.878941E-02
   5.300   8.909340E-02   5.905046E-02
   5.400   8.877299E-02   5.927475E-02
   5.500   8.841192E-02   5.945357E-02
   5.600   8.799643E-02   5.955034E-02
   5.700   8.749274E-02   5.950839E-02
   5.800   8.695372E-02   5.941044E-02
   5.900   8.629451E-02   5.913724E-02
   6.000   8.550882E-02   5.869298E-02
   6.100   8.458189E-02   5.806939E-02
   6.200   8.342673E-02   5.717920E-02
   6.300   8.219491E-02   5.620140E-02
   6.400   8.070089E-02   5.494377E-02
   6.500   7.897036E-02   5.345146E-02
   6.600   7.700162E-02   5.173548E-02
   6.700   7.467902E-02   4.970287E-02
   6.800   7.227979E-02   4.761848E-02
   6.900   6.953550E-02   4.525195E-02
   7.000   6.652972E-02   4.269460E-02
   7.100   6.329347E-02   3.998320E-02
   7.200   5.972975E-02   3.705393E-02
   7.300   5.620023E-02   3.420853E-02
   7.400   5.242529E-02   3.123354E-02
   7.500   4.854526E-02   2.824923E-02
   7.600   4.461851E-02   2.530649E-02
   7.700   4.060215E-02   2.238023E-02
   7.800   3.681697E-02   1.970198E-02
   7.900   3.305153E-02   1.711984E-02
   8.000   2.943415E-02   1.472039E-02
   8.100   2.600521E-02   1.252590E-02
   8.200   2.275210E-02   1.052004E-02
   8.300   1.983972E-02   8.795801E-03
   8.400   1.714290E-02   7.263565E-03
   8.500   1.471545E-02   5.943361E-03
   8.600   1.255227E-02   4.820721E-03
   8.700   1.063507E-02   3.872540E-03
   8.800   8.991576E-03   3.101286E-03
   8.900   7.561300E-03   2.464074E-03
   9.000   6.338676E-03   1.948495E-03
   9.100   5.299340E-03   1.534426E-03
   9.200   4.422565E-03   1.204683E-03
   9.300   3.689380E-03   9.450962E-04
   9.400   3.075995E-03   7.404841E-04
   9.500   2.565749E-03   5.802468E-04
   9.600   2.141038E-03   4.547327E-04
   9.700   1.789389E-03   3.567666E-04
   9.800   1.496330E-03   2.799996E-04
   9.900   1.253284E-03   2.199265E-04
  10.000   1.051058E-03   1.727940E-04
  10.100   8.822792E-04   1.356962E-04
  10.200   7.415726E-04   1.064571E-04
  10.300   6.235468E-04   8.347842E-05
  10.400   5.247808E-04   6.535074E-05
  10.500   4.419659E-04   5.109502E-05
  10.600   3.723597E-04   3.989307E-05
  10.700   3.140373E-04   3.114426E-05
  10.800   2.649577E-04   2.432193E-05
  10.900   2.238313E-04   1.902785E-05
  11.000   1.893644E-04   1.493764E-05
  11.100   1.604186E-04   1.177449E-05
  11.200   1.362563E-04   9.356780E-06
  11.300   1.158437E-04   7.458204E-06
  11.400   9.876013E-05   5.999056E-06
  11.500   8.439965E-05   4.860278E-06
  11.600   7.227257E-05   3.961213E-06
  11.700   6.205078E-05   3.246275E-06
  11.800   5.331657E-05   2.663492E-06
  11.900   4.589768E-05   2.188441E-06
  12.000   3.955036E-05   1.794443E-06
  12.100   3.409421E-05   1.465546E-06
  12.200   2.939402E-05   1.187700E-06
  12.300   2.534005E-05   9.596217E-07
  12.400   2.183510E-05   7.681836E-07
  12.500   1.882291E-05   6.151620E-07
  12.600   1.622743E-05   4.926526E-07
  12.700   1.398983E-05   3.945409E-07
  12.800   1.206077E-05   3.159682E-07
  12.900   1.039771E-05   2.530432E-07
  13.000   8.963974E-06   2.026497E-07
  13.100   7.727933E-06   1.622921E-07
  13.200   6.662329E-06   1.299716E-07
  13.300   5.743662E-06   1.040878E-07
  13.400   5.015107E-06   8.607908E-08
  13.500   4.396315E-06   7.189974E-08
  13.600   3.853873E-06   6.005610E-08
  13.700   3.378361E-06   5.016339E-08
  13.800   2.961520E-06   4.190025E-08
  13.900   2.596111E-06   3.499825E-08
  14.000   2.275789E-06   2.923318E-08
  14.100   1.994989E-06   2.441776E-08
  14.200   1.748837E-06   2.039556E-08
  14.300   1.533055E-06   1.703591E-08
  14.400   1.343899E-06   1.422968E-08
  14.500   1.181728E-06   1.174540E-08
  14.600   1.043956E-06   9.523685E-09
  14.700   9.222456E-07   7.722221E-09
  14.800   8.147252E-07   6.261515E-09
  14.900   7.197401E-07   5.077111E-09
  15.000   6.358289E-07   4.116744E-09
  15.100   5.617005E-07   3.338036E-09
  15.200   4.962144E-07   2.706626E-09
  15.300   4.383630E-07   2.194651E-09
  15.400   3.872563E-07   1.779519E-09
  15.500   3.421078E-07   1.442912E-09
  15.600   3.022230E-07   1.169976E-09
  15.700   2.782986E-07   1.067086E-09
  15.800   2.575855E-07   9.874969E-10
  15.900   2.384141E-07   9.138439E-10
  16.000   2.206696E-07   8.456844E-10
  16.100   2.042457E-07   7.826085E-10
  16.200   1.890442E-07   7.242372E-10
  16.300   1.749741E-07   6.702196E-10
  16.400   1.619512E-07   6.202309E-10
  16.500   1.498976E-07   5.739706E-10
  16.600   1.387411E-07   5.311607E-10
  16.700   1.284150E-07   4.915438E-10
  16.800   1.196659E-07   4.563954E-10
  16.900   1.140582E-07   4.284731E-10
  17.000   1.087133E-07   4.022591E-10
  17.100   1.036189E-07   3.776488E-10
  17.200   9.876318E-08   3.545442E-10
  17.300   9.413501E-08   3.328532E-10
  17.400   8.972374E-08   3.124892E-10
  17.500   8.551917E-08   2.933711E-10
  17.600   8.151164E-08   2.754226E-10
  17.700   7.769191E-08   2.585722E-10
  17.800   7.405117E-08   2.427527E-10
  17.900   7.058105E-08   2.279011E-10
  18.000   6.747655E-08   2.209628E-10
  18.100   6.483477E-08   2.261043E-10
  18.200   6.229642E-08   2.313655E-10
  18.300   5.985745E-08   2.367491E-10
  18.400   5.751396E-08   2.422580E-10
  18.500   5.526223E-08   2.478950E-10
  18.600   5.309865E-08   2.536632E-10
  18.700   5.101978E-08   2.595657E-10
  18.800   4.902230E-08   2.656055E-10
  18.900   4.710303E-08   2.717858E-10
  19.000   4.525889E-08   2.781099E-10
  19.100   4.348696E-08   2.845812E-10
  19.200   4.174012E-08   2.879355E-10
  19.300   3.993555E-08   2.815808E-10
  19.400   3.820900E-08   2.753664E-10
  19.500   3.655709E-08   2.692891E-10
  19.600   3.497660E-08   2.633459E-10
  19.700   3.346444E-08   2.575339E-10
  19.800   3.201766E-08   2.518501E-10
  19.900   3.063342E-08   2.462918E-10
 Z= 106 A= 280  Sg beta2=-0.15 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.945618E-02   5.285374E-02
   0.100   7.961234E-02   5.272815E-02
   0.200   7.976881E-02   5.260285E-02
   0.300   7.992559E-02   5.247786E-02
   0.400   8.009459E-02   5.234362E-02
   0.500   8.038927E-02   5.210995E-02
   0.600   8.068504E-02   5.187732E-02
   0.700   8.107841E-02   5.157410E-02
   0.800   8.147468E-02   5.127194E-02
   0.900   8.187909E-02   5.096881E-02
   1.000   8.232916E-02   5.064846E-02
   1.100   8.278142E-02   5.033151E-02
   1.200   8.322638E-02   5.006461E-02
   1.300   8.367372E-02   4.979913E-02
   1.400   8.411384E-02   4.955415E-02
   1.500   8.450655E-02   4.940806E-02
   1.600   8.489487E-02   4.927389E-02
   1.700   8.519656E-02   4.930249E-02
   1.800   8.549932E-02   4.933112E-02
   1.900   8.578303E-02   4.939810E-02
   2.000   8.598744E-02   4.961807E-02
   2.100   8.618440E-02   4.985601E-02
   2.200   8.631339E-02   5.024235E-02
   2.300   8.644257E-02   5.063169E-02
   2.400   8.656411E-02   5.104926E-02
   2.500   8.666088E-02   5.155131E-02
   2.600   8.676072E-02   5.206147E-02
   2.700   8.687857E-02   5.259603E-02
   2.800   8.699658E-02   5.313609E-02
   2.900   8.713052E-02   5.366883E-02
   3.000   8.730591E-02   5.417303E-02
   3.100   8.749464E-02   5.466361E-02
   3.200   8.774306E-02   5.507434E-02
   3.300   8.799219E-02   5.548816E-02
   3.400   8.825960E-02   5.586509E-02
   3.500   8.856598E-02   5.615754E-02
   3.600   8.887523E-02   5.642461E-02
   3.700   8.919205E-02   5.659666E-02
   3.800   8.951000E-02   5.676924E-02
   3.900   8.981130E-02   5.690949E-02
   4.000   9.008105E-02   5.699006E-02
   4.100   9.032361E-02   5.706254E-02
   4.200   9.048572E-02   5.711138E-02
   4.300   9.064812E-02   5.716026E-02
   4.400   9.075634E-02   5.722118E-02
   4.500   9.078019E-02   5.730080E-02
   4.600   9.076441E-02   5.740399E-02
   4.700   9.065403E-02   5.756357E-02
   4.800   9.054378E-02   5.772359E-02
   4.900   9.038792E-02   5.791820E-02
   5.000   9.017184E-02   5.815890E-02
   5.100   8.992949E-02   5.840496E-02
   5.200   8.963432E-02   5.866083E-02
   5.300   8.934012E-02   5.891782E-02
   5.400   8.901157E-02   5.914310E-02
   5.500   8.863931E-02   5.932455E-02
   5.600   8.820629E-02   5.941433E-02
   5.700   8.769365E-02   5.937971E-02
   5.800   8.714939E-02   5.929323E-02
   5.900   8.647206E-02   5.901146E-02
   6.000   8.569285E-02   5.858864E-02
   6.100   8.475113E-02   5.795725E-02
   6.200   8.360582E-02   5.708641E-02
   6.300   8.238956E-02   5.613121E-02
   6.400   8.088386E-02   5.486410E-02
   6.500   7.918871E-02   5.340984E-02
   6.600   7.721169E-02   5.168481E-02
   6.700   7.492290E-02   4.968191E-02
   6.800   7.256116E-02   4.762898E-02
   6.900   6.980664E-02   4.525165E-02
   7.000   6.685468E-02   4.273719E-02
   7.100   6.360894E-02   4.001514E-02
   7.200   6.008410E-02   3.711532E-02
   7.300   5.659145E-02   3.429725E-02
   7.400   5.279775E-02   3.130651E-02
   7.500   4.895962E-02   2.835306E-02
   7.600   4.501197E-02   2.539540E-02
   7.700   4.101357E-02   2.248339E-02
   7.800   3.723954E-02   1.981488E-02
   7.900   3.344173E-02   1.721418E-02
   8.000   2.983118E-02   1.482316E-02
   8.100   2.636957E-02   1.261200E-02
   8.200   2.310513E-02   1.060412E-02
   8.300   2.017633E-02   8.875228E-03
   8.400   1.744276E-02   7.327309E-03
   8.500   1.499573E-02   6.002427E-03
   8.600   1.280060E-02   4.868241E-03
   8.700   1.086022E-02   3.913733E-03
   8.800   9.193083E-03   3.136042E-03
   8.900   7.736067E-03   2.491027E-03
   9.000   6.491976E-03   1.970409E-03
   9.100   5.432090E-03   1.551406E-03
   9.200   4.537573E-03   1.218084E-03
   9.300   3.788260E-03   9.554689E-04
