 Z=  22 A=  34  Ti beta2= 0.55 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   5.851455E-02   9.569156E-02
   0.100   5.866068E-02   9.559142E-02
   0.200   5.893616E-02   9.539997E-02
   0.300   5.939196E-02   9.508093E-02
   0.400   6.001169E-02   9.464056E-02
   0.500   6.075300E-02   9.410538E-02
   0.600   6.161072E-02   9.347230E-02
   0.700   6.254313E-02   9.276821E-02
   0.800   6.351238E-02   9.202385E-02
   0.900   6.448536E-02   9.125088E-02
   1.000   6.541771E-02   9.047521E-02
   1.100   6.629053E-02   8.971071E-02
   1.200   6.705414E-02   8.897006E-02
   1.300   6.765925E-02   8.825648E-02
   1.400   6.811990E-02   8.756218E-02
   1.500   6.837853E-02   8.687767E-02
   1.600   6.840096E-02   8.618116E-02
   1.700   6.820757E-02   8.545358E-02
   1.800   6.771220E-02   8.464903E-02
   1.900   6.697499E-02   8.375477E-02
   2.000   6.600656E-02   8.276734E-02
   2.100   6.473887E-02   8.161425E-02
   2.200   6.325056E-02   8.032599E-02
   2.300   6.140106E-02   7.877300E-02
   2.400   5.932037E-02   7.701571E-02
   2.500   5.704084E-02   7.506745E-02
   2.600   5.450329E-02   7.284335E-02
   2.700   5.181557E-02   7.042815E-02
   2.800   4.884345E-02   6.766401E-02
   2.900   4.574605E-02   6.469255E-02
   3.000   4.257406E-02   6.155497E-02
   3.100   3.928231E-02   5.819189E-02
   3.200   3.599669E-02   5.473032E-02
   3.300   3.260988E-02   5.103905E-02
   3.400   2.929008E-02   4.730127E-02
   3.500   2.608878E-02   4.357237E-02
   3.600   2.298397E-02   3.982572E-02
   3.700   2.007648E-02   3.618313E-02
   3.800   1.729932E-02   3.256518E-02
   3.900   1.476460E-02   2.911981E-02
   4.000   1.248639E-02   2.587891E-02
   4.100   1.044343E-02   2.283439E-02
   4.200   8.662887E-03   2.004317E-02
   4.300   7.099074E-03   1.746514E-02
   4.400   5.772733E-03   1.515278E-02
   4.500   4.660634E-03   1.309503E-02
   4.600   3.733862E-03   1.127516E-02
   4.700   2.975394E-03   9.685778E-03
   4.800   2.354471E-03   8.299968E-03
   4.900   1.855796E-03   7.105797E-03
   5.000   1.457659E-03   6.079608E-03
   5.100   1.141167E-03   5.202006E-03
   5.200   8.915657E-04   4.453282E-03
   5.300   6.948620E-04   3.818472E-03
   5.400   5.408379E-04   3.279746E-03
   5.500   4.204912E-04   2.822265E-03
   5.600   3.265762E-04   2.436167E-03
   5.700   2.535243E-04   2.108837E-03
   5.800   1.967318E-04   1.834981E-03
   5.900   1.526425E-04   1.603072E-03
   6.000   1.184378E-04   1.406048E-03
   6.100   9.192894E-05   1.239467E-03
   6.200   7.139509E-05   1.097001E-03
   6.300   5.550735E-05   9.767866E-04
   6.400   4.318596E-05   8.733107E-04
   6.500   3.362508E-05   7.839054E-04
   6.600   2.619926E-05   7.072860E-04
   6.700   2.042784E-05   6.409181E-04
   6.800   1.593964E-05   5.851562E-04
   6.900   1.244099E-05   5.374071E-04
   7.000   9.713320E-06   4.964779E-04
   7.100   7.585483E-06   4.622068E-04
   7.200   5.926666E-06   4.328756E-04
   7.300   4.635141E-06   4.089007E-04
   7.400   3.628272E-06   3.881410E-04
   7.500   2.842971E-06   3.700559E-04
   7.600   2.230821E-06   3.541452E-04
   7.700   1.752840E-06   3.397882E-04
   7.800   1.379920E-06   3.270010E-04
   7.900   1.087318E-06   3.153362E-04
   8.000   8.574569E-07   3.047032E-04
   8.100   6.762614E-07   2.953674E-04
   8.200   5.333898E-07   2.871121E-04
   8.300   4.204512E-07   2.804811E-04
   8.400   3.312079E-07   2.749440E-04
   8.500   2.607563E-07   2.703904E-04
   8.600   2.052398E-07   2.666846E-04
   8.700   1.620489E-07   2.630581E-04
   8.800   1.285274E-07   2.591058E-04
   8.900   1.019401E-07   2.552128E-04
   9.000   8.085275E-08   2.513783E-04
   9.100   6.412751E-08   2.476014E-04
   9.200   5.086206E-08   2.438813E-04
   9.300   4.034071E-08   2.402171E-04
   9.400   3.204114E-08   2.360819E-04
   9.500   2.545266E-08   2.319669E-04
   9.600   2.021894E-08   2.279236E-04
   9.700   1.606140E-08   2.239508E-04
   9.800   1.275876E-08   2.200473E-04
   9.900   1.013523E-08   2.162117E-04
  10.000   8.051170E-09   2.124431E-04
  10.100   6.395642E-09   2.087401E-04
  10.200   5.126729E-09   2.053076E-04
  10.300   4.113253E-09   2.019517E-04
  10.400   3.300125E-09   1.986506E-04
  10.500   2.647740E-09   1.954034E-04
  10.600   2.124322E-09   1.922093E-04
  10.700   1.704376E-09   1.890675E-04
  10.800   1.367447E-09   1.859770E-04
  10.900   1.097123E-09   1.829370E-04
  11.000   8.730451E-10   1.784845E-04
  11.100   6.933534E-10   1.737966E-04
  11.200   5.506461E-10   1.692318E-04
  11.300   4.373112E-10   1.647869E-04
  11.400   3.473030E-10   1.604587E-04
  11.500   2.758205E-10   1.562442E-04
  11.600   2.190506E-10   1.521405E-04
  11.700   1.739652E-10   1.481445E-04
  11.800   1.401501E-10   1.438653E-04
  11.900   1.140082E-10   1.394549E-04
  12.000   9.274245E-11   1.351796E-04
  12.100   7.544338E-11   1.310355E-04
  12.200   6.137107E-11   1.270184E-04
  12.300   4.992365E-11   1.231244E-04
  12.400   4.061149E-11   1.193498E-04
  12.500   3.303630E-11   1.156909E-04
  12.600   2.697425E-11   1.114995E-04
  12.700   2.227574E-11   1.055877E-04
  12.800   1.839564E-11   9.998942E-05
  12.900   1.519140E-11   9.468792E-05
  13.000   1.254528E-11   8.966751E-05
