 Z=  13 A=  21  Al beta2= 0.17 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   6.437649E-02   8.077573E-02
   0.100   6.450744E-02   8.085218E-02
   0.200   6.481759E-02   8.103548E-02
   0.300   6.531189E-02   8.132859E-02
   0.400   6.595751E-02   8.171441E-02
   0.500   6.671200E-02   8.216932E-02
   0.600   6.752555E-02   8.266591E-02
   0.700   6.834342E-02   8.317028E-02
   0.800   6.911249E-02   8.365005E-02
   0.900   6.978097E-02   8.407004E-02
   1.000   7.029976E-02   8.439694E-02
   1.100   7.062492E-02   8.459534E-02
   1.200   7.069803E-02   8.462174E-02
   1.300   7.053918E-02   8.448131E-02
   1.400   6.997650E-02   8.403710E-02
   1.500   6.927448E-02   8.348291E-02
   1.600   6.818627E-02   8.261917E-02
   1.700   6.673028E-02   8.144292E-02
   1.800   6.498357E-02   8.000521E-02
   1.900   6.278027E-02   7.814365E-02
   2.000   6.048205E-02   7.616925E-02
   2.100   5.782239E-02   7.382584E-02
   2.200   5.486518E-02   7.115124E-02
   2.300   5.172502E-02   6.824106E-02
   2.400   4.826039E-02   6.493513E-02
   2.500   4.486329E-02   6.161783E-02
   2.600   4.128843E-02   5.802580E-02
   2.700   3.762356E-02   5.423527E-02
   2.800   3.399670E-02   5.037131E-02
   2.900   3.030911E-02   4.631412E-02
   3.000   2.689636E-02   4.243698E-02
   3.100   2.356859E-02   3.852247E-02
   3.200   2.040815E-02   3.466545E-02
   3.300   1.749841E-02   3.097372E-02
   3.400   1.478506E-02   2.738740E-02
   3.500   1.243263E-02   2.413485E-02
   3.600   1.032263E-02   2.108131E-02
   3.700   8.476863E-03   1.827948E-02
   3.800   6.902730E-03   1.576240E-02
   3.900   5.557164E-03   1.349631E-02
   4.000   4.458506E-03   1.153260E-02
   4.100   3.546041E-03   9.805793E-03
   4.200   2.801948E-03   8.310342E-03
   4.300   2.203821E-03   7.028667E-03
   4.400   1.723848E-03   5.934149E-03
   4.500   1.346360E-03   5.008456E-03
   4.600   1.047729E-03   4.225087E-03
   4.700   8.133189E-04   3.565165E-03
   4.800   6.303728E-04   3.010206E-03
   4.900   4.877195E-04   2.545193E-03
   5.000   3.771773E-04   2.153253E-03
   5.100   2.913894E-04   1.824743E-03
   5.200   2.249666E-04   1.549062E-03
   5.300   1.736648E-04   1.317113E-03
   5.400   1.340671E-04   1.122770E-03
   5.500   1.035097E-04   9.579531E-04
   5.600   7.995179E-05   8.193095E-04
   5.700   6.178188E-05   7.022541E-04
   5.800   4.776998E-05   6.030642E-04
   5.900   3.696181E-05   5.192623E-04
   6.000   2.860495E-05   4.474899E-04
   6.100   2.214896E-05   3.865099E-04
   6.200   1.715536E-05   3.344664E-04
   6.300   1.329243E-05   2.898980E-04
   6.400   1.030454E-05   2.518122E-04
   6.500   7.990059E-06   2.188845E-04
   6.600   6.199578E-06   1.906176E-04
   6.700   4.814043E-06   1.662653E-04
   6.800   3.741560E-06   1.452208E-04
   6.900   2.912010E-06   1.270845E-04
   7.000   2.267368E-06   1.112822E-04
   7.100   1.767428E-06   9.760297E-05
   7.200   1.378644E-06   8.571554E-05
   7.300   1.075871E-06   7.535931E-05
   7.400   8.396462E-07   6.634645E-05
   7.500   6.552659E-07   5.843606E-05
   7.600   5.112878E-07   5.152360E-05
   7.700   3.988872E-07   4.546217E-05
   7.800   3.112567E-07   4.013682E-05
   7.900   2.430957E-07   3.545466E-05
   8.000   1.899550E-07   3.132224E-05
   8.100   1.486669E-07   2.767722E-05
   8.200   1.168397E-07   2.442824E-05
   8.300   9.187112E-08   2.155775E-05
   8.400   7.223834E-08   1.902456E-05
   8.500   5.680106E-08   1.678904E-05
   8.600   4.466272E-08   1.481620E-05
   8.700   3.511833E-08   1.307519E-05
   8.800   2.753239E-08   1.150609E-05
   8.900   2.157526E-08   1.012085E-05
   9.000   1.690706E-08   8.902380E-06
   9.100   1.324891E-08   7.830605E-06
   9.200   1.038227E-08   6.887862E-06
   9.300   8.135880E-09   6.058618E-06
   9.400   6.375536E-09   5.329209E-06
   9.500   5.032496E-09   4.682212E-06
   9.600   4.003505E-09   4.108669E-06
   9.700   3.184911E-09   3.605381E-06
   9.800   2.533694E-09   3.163743E-06
   9.900   2.015631E-09   2.776203E-06
