 Z=  29 A=  48  Cu beta2=-0.15 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.539142E-02   8.976332E-02
   0.100   8.522059E-02   8.966549E-02
   0.200   8.497306E-02   8.952408E-02
   0.300   8.453582E-02   8.927623E-02
   0.400   8.396872E-02   8.895691E-02
   0.500   8.324419E-02   8.855637E-02
   0.600   8.242243E-02   8.810958E-02
   0.700   8.149380E-02   8.762124E-02
   0.800   8.051196E-02   8.711956E-02
   0.900   7.948266E-02   8.662167E-02
   1.000   7.844869E-02   8.614617E-02
   1.100   7.742964E-02   8.572015E-02
   1.200   7.644673E-02   8.534515E-02
   1.300   7.552800E-02   8.505239E-02
   1.400   7.467390E-02   8.482529E-02
   1.500   7.390960E-02   8.468987E-02
   1.600   7.321516E-02   8.461800E-02
   1.700   7.260419E-02   8.461711E-02
   1.800   7.204583E-02   8.465427E-02
   1.900   7.152623E-02   8.471476E-02
   2.000   7.101572E-02   8.476451E-02
   2.100   7.048701E-02   8.477873E-02
   2.200   6.988803E-02   8.470230E-02
   2.300   6.921645E-02   8.453719E-02
   2.400   6.835754E-02   8.416021E-02
   2.500   6.742964E-02   8.369951E-02
   2.600   6.629436E-02   8.300536E-02
   2.700   6.491452E-02   8.203680E-02
   2.800   6.334584E-02   8.084833E-02
   2.900   6.142471E-02   7.926274E-02
   3.000   5.942555E-02   7.756299E-02
   3.100   5.713787E-02   7.551920E-02
   3.200   5.456948E-02   7.312908E-02
   3.300   5.183012E-02   7.050390E-02
   3.400   4.875717E-02   6.745563E-02
   3.500   4.571106E-02   6.436687E-02
   3.600   4.246856E-02   6.098368E-02
   3.700   3.907796E-02   5.734749E-02
   3.800   3.568067E-02   5.360559E-02
   3.900   3.215364E-02   4.960671E-02
   4.000   2.884508E-02   4.574925E-02
   4.100   2.557047E-02   4.181213E-02
   4.200   2.239665E-02   3.787073E-02
   4.300   1.943152E-02   3.405977E-02
   4.400   1.660818E-02   3.029617E-02
   4.500   1.412582E-02   2.685340E-02
   4.600   1.186268E-02   2.358564E-02
