 Z=  47 A=  84  Ag beta2= 0.12 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.788726E-02   7.623413E-02
   0.100   7.794769E-02   7.641834E-02
   0.200   7.800817E-02   7.660300E-02
   0.300   7.811203E-02   7.692981E-02
   0.400   7.824536E-02   7.737298E-02
   0.500   7.838937E-02   7.786827E-02
   0.600   7.854156E-02   7.843982E-02
   0.700   7.867484E-02   7.904394E-02
   0.800   7.878997E-02   7.964526E-02
   0.900   7.886236E-02   8.022260E-02
   1.000   7.888657E-02   8.075565E-02
   1.100   7.885543E-02   8.122334E-02
   1.200   7.875147E-02   8.159785E-02
   1.300   7.860704E-02   8.191899E-02
   1.400   7.837642E-02   8.211391E-02
   1.500   7.807613E-02   8.220083E-02
   1.600   7.774445E-02   8.223611E-02
   1.700   7.735580E-02   8.217492E-02
   1.800   7.692378E-02   8.202719E-02
   1.900   7.647682E-02   8.184293E-02
   2.000   7.601383E-02   8.161132E-02
   2.100   7.554815E-02   8.135551E-02
   2.200   7.509266E-02   8.109064E-02
   2.300   7.465830E-02   8.083498E-02
   2.400   7.423792E-02   8.058864E-02
   2.500   7.384926E-02   8.037387E-02
   2.600   7.348681E-02   8.019934E-02
   2.700   7.313077E-02   8.004091E-02
   2.800   7.277659E-02   7.990807E-02
   2.900   7.240600E-02   7.978520E-02
   3.000   7.200027E-02   7.964991E-02
   3.100   7.151160E-02   7.946882E-02
   3.200   7.092591E-02   7.921596E-02
   3.300   7.024247E-02   7.888586E-02
   3.400   6.939071E-02   7.840751E-02
   3.500   6.840079E-02   7.780060E-02
   3.600   6.714963E-02   7.694057E-02
   3.700   6.569739E-02   7.587193E-02
   3.800   6.405897E-02   7.460337E-02
   3.900   6.215538E-02   7.304557E-02
   4.000   6.006871E-02   7.127324E-02
   4.100   5.764809E-02   6.912374E-02
   4.200   5.502233E-02   6.672130E-02
   4.300   5.223431E-02   6.410251E-02
   4.400   4.921662E-02   6.118961E-02
   4.500   4.609503E-02   5.810755E-02
   4.600   4.272972E-02   5.469666E-02
   4.700   3.930033E-02   5.114382E-02
   4.800   3.587072E-02   4.751293E-02
   4.900   3.240724E-02   4.376141E-02
   5.000   2.904391E-02   4.003467E-02
   5.100   2.568808E-02   3.622333E-02
   5.200   2.250378E-02   3.251717E-02
   5.300   1.953426E-02   2.897081E-02
   5.400   1.676416E-02   2.557161E-02
   5.500   1.426284E-02   2.241334E-02
   5.600   1.197276E-02   1.943574E-02
   5.700   9.961011E-03   1.673620E-02
   5.800   8.218667E-03   1.431850E-02
   5.900   6.718070E-03   1.216410E-02
   6.000   5.454677E-03   1.028276E-02
   6.100   4.387684E-03   8.634381E-03
   6.200   3.510227E-03   7.223330E-03
   6.300   2.794628E-03   6.023369E-03
   6.400   2.215208E-03   5.009859E-03
   6.500   1.750916E-03   4.160501E-03
   6.600   1.379316E-03   3.450267E-03
   6.700   1.084826E-03   2.860289E-03
   6.800   8.520816E-04   2.370874E-03
   6.900   6.687607E-04   1.966341E-03
   7.000   5.246636E-04   1.631909E-03
   7.100   4.113542E-04   1.355985E-03
   7.200   3.223652E-04   1.127712E-03
   7.300   2.525270E-04   9.387126E-04
   7.400   1.977807E-04   7.825603E-04
   7.500   1.548932E-04   6.531887E-04
   7.600   1.212999E-04   5.462592E-04
   7.700   9.501360E-05   4.574960E-04
   7.800   7.444882E-05   3.837113E-04
   7.900   5.840282E-05   3.225228E-04
   8.000   4.586642E-05   2.715679E-04
   8.100   3.609081E-05   2.292864E-04
   8.200   2.843762E-05   1.939424E-04
   8.300   2.243757E-05   1.643344E-04
   8.400   1.773171E-05   1.395636E-04
   8.500   1.402794E-05   1.187289E-04
   8.600   1.110598E-05   1.012533E-04
   8.700   8.791034E-06   8.649035E-05
   8.800   6.956565E-06   7.399419E-05
   8.900   5.501050E-06   6.344340E-05
   9.000   4.347751E-06   5.449481E-05
   9.100   3.432943E-06   4.694472E-05
   9.200   2.710026E-06   4.052876E-05
   9.300   2.139358E-06   3.506485E-05
   9.400   1.691232E-06   3.042653E-05
   9.500   1.339151E-06   2.646134E-05
   9.600   1.064054E-06   2.308511E-05
   9.700   8.478892E-07   2.017310E-05
   9.800   6.775893E-07   1.765409E-05
   9.900   5.433450E-07   1.546620E-05
  10.000   4.354833E-07   1.353563E-05
  10.100   3.481747E-07   1.182280E-05
  10.200   2.783703E-07   1.032671E-05
  10.300   2.225607E-07   9.019940E-06
  10.400   1.779402E-07   7.878533E-06
  10.500   1.422656E-07   6.881562E-06
  10.600   1.137432E-07   6.010750E-06
  10.700   9.093919E-08   5.250134E-06
  10.800   7.283314E-08   4.594774E-06
  10.900   5.834152E-08   4.021963E-06
  11.000   4.673330E-08   3.520562E-06
  11.100   3.743477E-08   3.081668E-06
  11.200   2.998637E-08   2.697490E-06
  11.300   2.401998E-08   2.361205E-06
  11.400   1.924072E-08   2.066844E-06
  11.500   1.541239E-08   1.809179E-06
  11.600   1.234579E-08   1.583637E-06
  11.700   9.887661E-09   1.385337E-06
  11.800   7.918103E-09   1.211382E-06
  11.900   6.340869E-09   1.059270E-06
  12.000   5.077809E-09   9.262586E-07
  12.100   4.066342E-09   8.099493E-07
  12.200   3.256354E-09   7.082449E-07
  12.300   2.607709E-09   6.193113E-07
  12.400   2.088270E-09   5.415451E-07
  12.500   1.672301E-09   4.735438E-07
  12.600   1.344884E-09   4.140890E-07
  12.700   1.101575E-09   3.621273E-07
  12.800   9.022846E-10   3.166860E-07
  12.900   7.390486E-10   2.769469E-07
  13.000   6.053443E-10   2.421944E-07
  13.100   4.958289E-10   2.118028E-07
  13.200   4.061265E-10   1.852249E-07
  13.300   3.326525E-10   1.619820E-07
  13.400   2.724709E-10   1.416558E-07
  13.500   2.231771E-10   1.238803E-07
  13.600   1.813556E-10   1.121396E-07
  13.700   1.467229E-10   1.034757E-07
  13.800   1.187038E-10   9.548114E-08
  13.900   9.603543E-11   8.810424E-08
