 Z= 110 A= 250  10 beta2= 0.41 nrho= 200
   2.200   8.194406E-02   5.079565E-02
   2.300   8.209782E-02   5.127796E-02
   2.400   8.226034E-02   5.180479E-02
   2.500   8.243851E-02   5.241007E-02
   2.600   8.263779E-02   5.302885E-02
   2.700   8.289402E-02   5.367259E-02
   2.800   8.315105E-02   5.432416E-02
   2.900   8.344829E-02   5.496120E-02
   3.000   8.380172E-02   5.557413E-02
   3.100   8.418117E-02   5.615542E-02
   3.200   8.461213E-02   5.666425E-02
   3.300   8.504531E-02   5.717769E-02
   3.400   8.549267E-02   5.762461E-02
   3.500   8.595538E-02   5.799772E-02
   3.600   8.640185E-02   5.831495E-02
   3.700   8.682167E-02   5.854386E-02
   3.800   8.724353E-02   5.877368E-02
   3.900   8.760721E-02   5.893953E-02
   4.000   8.792153E-02   5.905118E-02
   4.100   8.816564E-02   5.913629E-02
   4.200   8.832516E-02   5.918960E-02
   4.300   8.848496E-02   5.924296E-02
   4.400   8.854887E-02   5.930230E-02
   4.500   8.855031E-02   5.936555E-02
   4.600   8.848919E-02   5.946626E-02
   4.700   8.837022E-02   5.960188E-02
   4.800   8.825141E-02   5.973780E-02
   4.900   8.808730E-02   5.993049E-02
   5.000   8.790096E-02   6.015196E-02
   5.100   8.769486E-02   6.039366E-02
   5.200   8.747475E-02   6.065038E-02
   5.300   8.725519E-02   6.090820E-02
   5.400   8.700622E-02   6.113170E-02
   5.500   8.672861E-02   6.131375E-02
   5.600   8.641275E-02   6.143417E-02
   5.700   8.600155E-02   6.141182E-02
   5.800   8.554164E-02   6.132186E-02
   5.900   8.498062E-02   6.109389E-02
   6.000   8.424063E-02   6.064656E-02
   6.100   8.339002E-02   6.006928E-02
   6.200   8.226349E-02   5.919173E-02
   6.300   8.103166E-02   5.820527E-02
   6.400   7.957588E-02   5.699140E-02
   6.500   7.778300E-02   5.545576E-02
   6.600   7.581820E-02   5.376397E-02
   6.700   7.343108E-02   5.169725E-02
   6.800   7.093708E-02   4.955053E-02
   6.900   6.817008E-02   4.718258E-02
   7.000   6.502127E-02   4.451376E-02
   7.100   6.174800E-02   4.177051E-02
   7.200   5.808185E-02   3.874190E-02
   7.300   5.443541E-02   3.577476E-02
   7.400   5.064176E-02   3.273914E-02
   7.500   4.664172E-02   2.959753E-02
   7.600   4.271496E-02   2.657459E-02
   7.700   3.865736E-02   2.351806E-02
   7.800   3.483662E-02   2.070551E-02
   7.900   3.112276E-02   1.803798E-02
   8.000   2.749922E-02   1.550181E-02
   8.100   2.415316E-02   1.322479E-02
   8.200   2.096510E-02   1.111751E-02
   8.300   1.812656E-02   9.300183E-03
   8.400   1.554797E-02   7.702628E-03
   8.500   1.321400E-02   6.304915E-03
   8.600   1.117813E-02   5.130461E-03
   8.700   9.377669E-03   4.130089E-03
   8.800   7.848710E-03   3.314558E-03
   8.900   6.537849E-03   2.643565E-03
   9.000   5.421691E-03   2.096055E-03
   9.100   4.488116E-03   1.657961E-03
   9.200   3.706574E-03   1.307338E-03
   9.300   3.060295E-03   1.030473E-03
   9.400   2.525366E-03   8.116371E-04
   9.500   2.084941E-03   6.395140E-04
   9.600   1.722387E-03   5.042346E-04
   9.700   1.425189E-03   3.981687E-04
   9.800   1.180019E-03   3.145604E-04
   9.900   9.782789E-04   2.487393E-04
  10.000   8.121821E-04   1.967640E-04
  10.100   6.748044E-04   1.556595E-04
  10.200   5.612643E-04   1.230349E-04
  10.300   4.669389E-04   9.719640E-05
  10.400   3.886511E-04   7.670069E-05
  10.500   3.236276E-04   6.043853E-05
  10.600   2.695689E-04   4.760277E-05
  10.700   2.247199E-04   3.749557E-05
  10.800   1.874235E-04   2.955777E-05
  10.900   1.564737E-04   2.333922E-05
  11.000   1.308893E-04   1.851513E-05
  11.100   1.096426E-04   1.473999E-05
  11.200   9.214857E-05   1.183910E-05
  11.300   7.755123E-05   9.543515E-06
  11.400   6.544717E-05   7.749731E-06
  11.500   5.542918E-05   6.349188E-06
  11.600   4.703621E-05   5.224704E-06
  11.700   4.004717E-05   4.326456E-06
  11.800   3.412484E-05   3.585431E-06
  11.900   2.912656E-05   2.975758E-06
  12.000   2.488380E-05   2.464126E-06
  12.100   2.126358E-05   2.035698E-06
  12.200   1.816176E-05   1.669288E-06
  12.300   1.550616E-05   1.364502E-06
  12.400   1.322841E-05   1.108399E-06
  12.500   1.128682E-05   8.994359E-07
  12.600   9.630200E-06   7.298678E-07
  12.700   8.216730E-06   5.922679E-07
  12.800   7.010722E-06   4.806094E-07
  12.900   5.981726E-06   3.900014E-07
  13.000   5.103760E-06   3.164756E-07
  13.100   4.354657E-06   2.568113E-07
  13.200   3.715504E-06   2.083954E-07
  13.300   3.170162E-06   1.691072E-07
  13.400   2.757124E-06   1.421417E-07
  13.500   2.400216E-06   1.196882E-07
  13.600   2.089509E-06   1.007816E-07
  13.700   1.819023E-06   8.486157E-08
  13.800   1.583551E-06   7.145637E-08
  13.900   1.378561E-06   6.016872E-08
  14.000   1.200107E-06   5.066414E-08
  14.100   1.044754E-06   4.266095E-08
  14.200   9.095109E-07   3.592200E-08
  14.300   7.917751E-07   3.024756E-08
  14.400   6.892802E-07   2.546949E-08
  14.500   5.959592E-07   2.110204E-08
  14.600   5.129556E-07   1.729829E-08
  14.700   4.415126E-07   1.418019E-08
  14.800   3.800199E-07   1.162414E-08
  14.900   3.270918E-07   9.528829E-09
  15.000   2.815353E-07   7.811210E-09
  15.100   2.423239E-07   6.403200E-09
  15.200   2.085737E-07   5.248991E-09
  15.300   1.795241E-07   4.302834E-09
  15.400   1.545205E-07   3.527227E-09
  15.500   1.329993E-07   2.891426E-09
  15.600   1.148253E-07   2.397167E-09
  15.700   1.017190E-07   2.186115E-09
  15.800   9.010865E-08   1.993645E-09
  15.900   7.982353E-08   1.818120E-09
  16.000   7.071236E-08   1.658048E-09
  16.100   6.264115E-08   1.512070E-09
  16.200   5.549120E-08   1.378944E-09
  16.300   4.915736E-08   1.257539E-09
  16.400   4.354647E-08   1.146822E-09
  16.500   3.857602E-08   1.045854E-09
  16.600   3.417290E-08   9.537743E-10
  16.700   3.027235E-08   8.698019E-10
  16.800   2.643299E-08   7.908553E-10
  16.900   2.269459E-08   7.165658E-10
  17.000   1.948491E-08   6.492548E-10
  17.100   1.672917E-08   5.882666E-10
  17.200   1.436317E-08   5.330074E-10
  17.300   1.233180E-08   4.829390E-10
  17.400   1.058772E-08   4.375738E-10
  17.500   9.090305E-09   3.964700E-10
  17.600   7.804668E-09   3.592274E-10
  17.700   6.700859E-09   3.254831E-10
  17.800   5.753160E-09   2.949087E-10
  17.900   4.939494E-09   2.672062E-10
  18.000   4.447976E-09   2.624541E-10
  18.100   4.124637E-09   2.709144E-10
  18.200   3.824803E-09   2.796475E-10
  18.300   3.546765E-09   2.886622E-10
  18.400   3.288939E-09   2.979674E-10
  18.500   3.049855E-09   3.075725E-10
  18.600   2.828150E-09   3.174873E-10
  18.700   2.622562E-09   3.277217E-10
  18.800   2.431919E-09   3.382861E-10
  18.900   2.255135E-09   3.491909E-10
  19.000   2.091201E-09   3.604473E-10
  19.100   1.939185E-09   3.720666E-10
  19.200   1.789324E-09   3.707637E-10
  19.300   1.643134E-09   3.570700E-10
  19.400   1.508887E-09   3.438821E-10
  19.500   1.385609E-09   3.311812E-10
  19.600   1.272403E-09   3.189495E-10
  19.700   1.168446E-09   3.071695E-10
  19.800   1.072983E-09   2.958246E-10
  19.900   9.853184E-10   2.848987E-10
 Z= 110 A= 278  10 beta2= 0.22 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.331805E-02   5.219864E-02
   0.100   7.355913E-02   5.208223E-02
   0.200   7.380101E-02   5.196608E-02
   0.300   7.404367E-02   5.185019E-02
   0.400   7.430670E-02   5.172469E-02
   0.500   7.474954E-02   5.150994E-02
   0.600   7.519604E-02   5.129552E-02
   0.700   7.575820E-02   5.102097E-02
   0.800   7.632456E-02   5.074789E-02
   0.900   7.689871E-02   5.047459E-02
   1.000   7.749689E-02   5.019359E-02
   1.100   7.809549E-02   4.991802E-02
   1.200   7.863636E-02   4.970011E-02
   1.300   7.918098E-02   4.948316E-02
   1.400   7.970461E-02   4.929346E-02
   1.500   8.013683E-02   4.920441E-02
   1.600   8.055560E-02   4.913725E-02
   1.700   8.085790E-02   4.923269E-02
   1.800   8.116133E-02   4.932831E-02
   1.900   8.143816E-02   4.947704E-02
   2.000   8.163754E-02   4.977605E-02
   2.100   8.183010E-02   5.010679E-02
   2.200   8.198784E-02   5.058494E-02
   2.300   8.214588E-02   5.106766E-02
   2.400   8.231152E-02   5.159079E-02
   2.500   8.249325E-02   5.219729E-02
   2.600   8.269328E-02   5.281626E-02
   2.700   8.295496E-02   5.346093E-02
   2.800   8.321746E-02   5.411348E-02
   2.900   8.351670E-02   5.475410E-02
   3.000   8.387815E-02   5.536820E-02
   3.100   8.426234E-02   5.595656E-02
   3.200   8.470272E-02   5.646685E-02
   3.300   8.514541E-02   5.698179E-02
   3.400   8.560180E-02   5.743876E-02
   3.500   8.607612E-02   5.781407E-02
   3.600   8.653712E-02   5.814229E-02
   3.700   8.696877E-02   5.837362E-02
   3.800   8.740257E-02   5.860587E-02
   3.900   8.778425E-02   5.878180E-02
   4.000   8.810857E-02   5.889614E-02
   4.100   8.837212E-02   5.898796E-02
   4.200   8.853932E-02   5.904430E-02
   4.300   8.870683E-02   5.910070E-02
   4.400   8.878781E-02   5.916274E-02
   4.500   8.879307E-02   5.922972E-02
   4.600   8.874368E-02   5.932854E-02
   4.700   8.862596E-02   5.946739E-02
   4.800   8.850839E-02   5.960657E-02
   4.900   8.834926E-02   5.979558E-02
   5.000   8.816124E-02   6.002001E-02
   5.100   8.795608E-02   6.026091E-02
   5.200   8.773377E-02   6.051858E-02
   5.300   8.751203E-02   6.077735E-02
   5.400   8.726374E-02   6.100471E-02
   5.500   8.698768E-02   6.119298E-02
   5.600   8.667236E-02   6.131657E-02
   5.700   8.626327E-02   6.129846E-02
   5.800   8.581358E-02   6.122255E-02
   5.900   8.525369E-02   6.099547E-02
   6.000   8.453099E-02   6.056877E-02
   6.100   8.368762E-02   5.999756E-02
   6.200   8.257176E-02   5.913023E-02
   6.300   8.136650E-02   5.816916E-02
   6.400   7.991318E-02   5.695599E-02
   6.500   7.815444E-02   5.545211E-02
   6.600   7.619932E-02   5.376815E-02
   6.700   7.382524E-02   5.171438E-02
   6.800   7.136596E-02   4.959925E-02
   6.900   6.859618E-02   4.722998E-02
   7.000   6.548376E-02   4.459459E-02
   7.100   6.221065E-02   4.185477E-02
   7.200   5.854815E-02   3.883373E-02
   7.300   5.492609E-02   3.589127E-02
   7.400   5.111287E-02   3.284675E-02
   7.500   4.712992E-02   2.972570E-02
   7.600   4.318295E-02   2.669486E-02
   7.700   3.910828E-02   2.363459E-02
   7.800   3.528480E-02   2.082909E-02
   7.900   3.153430E-02   1.814515E-02
   8.000   2.789846E-02   1.561055E-02
   8.100   2.451716E-02   1.331948E-02
   8.200   2.129697E-02   1.120096E-02
   8.300   1.843481E-02   9.377830E-03
   8.400   1.581860E-02   7.765557E-03
   8.500   1.345845E-02   6.361224E-03
   8.600   1.139039E-02   5.175711E-03
   8.700   9.561694E-03   4.166644E-03
   8.800   8.009096E-03   3.344768E-03
   8.900   6.673429E-03   2.666626E-03
   9.000   5.537517E-03   2.114377E-03
   9.100   4.585272E-03   1.671697E-03
   9.200   3.787968E-03   1.317656E-03
   9.300   3.128303E-03   1.038125E-03
   9.400   2.582012E-03   8.171852E-04
   9.500   2.131844E-03   6.434661E-04
   9.600   1.761301E-03   5.070243E-04
   9.700   1.457522E-03   4.001100E-04
   9.800   1.206799E-03   3.158739E-04
   9.900   1.000599E-03   2.496306E-04
  10.000   8.307013E-04   1.973432E-04
  10.100   6.902558E-04   1.560245E-04
  10.200   5.741473E-04   1.232436E-04
  10.300   4.776799E-04   9.730680E-05
  10.400   3.976311E-04   7.673680E-05
  10.500   3.311113E-04   6.042713E-05
  10.600   2.758182E-04   4.755471E-05
  10.700   2.299297E-04   3.742515E-05
  10.800   1.917508E-04   2.947065E-05
  10.900   1.600815E-04   2.324828E-05
  11.000   1.338658E-04   1.841527E-05
  11.100   1.121092E-04   1.464252E-05
  11.200   9.420099E-05   1.174654E-05
  11.300   7.924619E-05   9.453113E-06
  11.400   6.686581E-05   7.669303E-06
  11.500   5.660126E-05   6.273587E-06
  11.600   4.801981E-05   5.158336E-06
  11.700   4.087222E-05   4.267688E-06
  11.800   3.481618E-05   3.533992E-06
  11.900   2.971290E-05   2.931387E-06
  12.000   2.537909E-05   2.426578E-06
  12.100   2.168563E-05   2.003558E-06
  12.200   1.851977E-05   1.641912E-06
  12.300   1.581055E-05   1.341769E-06
  12.400   1.348451E-05   1.088550E-06
  12.500   1.150069E-05   8.822695E-07
  12.600   9.808730E-06   7.150395E-07
  12.700   8.365688E-06   5.795071E-07
  12.800   7.134943E-06   4.696642E-07
  12.900   6.085263E-06   3.806416E-07
  13.000   5.190011E-06   3.084927E-07
  13.100   4.426466E-06   2.500194E-07
  13.200   3.775252E-06   2.026294E-07
  13.300   3.219844E-06   1.642219E-07
  13.400   2.793965E-06   1.374902E-07
  13.500   2.431410E-06   1.157357E-07
  13.600   2.115901E-06   9.742325E-08
  13.700   1.841334E-06   8.200834E-08
  13.800   1.602396E-06   6.903247E-08
  13.900   1.394463E-06   5.810973E-08
  14.000   1.213512E-06   4.891525E-08
  14.100   1.056043E-06   4.117557E-08
  14.200   9.190066E-07   3.466052E-08
  14.300   7.997529E-07   2.917632E-08
  14.400   6.959740E-07   2.455986E-08
  14.500   6.020470E-07   2.038521E-08
  14.600   5.177125E-07   1.668580E-08
  14.700   4.451915E-07   1.365774E-08
  14.800   3.828292E-07   1.117920E-08
  14.900   3.292027E-07   9.150450E-09
  15.000   2.830881E-07   7.489870E-09
  15.100   2.434332E-07   6.130644E-09
  15.200   2.093332E-07   5.018084E-09
  15.300   1.800099E-07   4.107426E-09
  15.400   1.547941E-07   3.362030E-09
  15.500   1.331106E-07   2.751904E-09
  15.600   1.144645E-07   2.252502E-09
  15.700   1.014415E-07   2.058586E-09
  15.800   8.990565E-08   1.881780E-09
  15.900   7.968161E-08   1.720159E-09
  16.000   7.062025E-08   1.572420E-09
  16.100   6.258934E-08   1.437369E-09
  16.200   5.547170E-08   1.313918E-09
  16.300   4.916348E-08   1.201069E-09
  16.400   4.357262E-08   1.097913E-09
  16.500   3.861756E-08   1.003616E-09
  16.600   3.422599E-08   9.174184E-10
  16.700   3.033382E-08   8.386240E-10
  16.800   2.660210E-08   7.652602E-10
  16.900   2.286880E-08   6.960146E-10
  17.000   1.965943E-08   6.330347E-10
  17.100   1.690045E-08   5.757537E-10
  17.200   1.452867E-08   5.236558E-10
  17.300   1.248974E-08   4.762720E-10
  17.400   1.073695E-08   4.331759E-10
  17.500   9.230139E-09   3.939793E-10
  17.600   7.934795E-09   3.583296E-10
  17.700   6.821237E-09   3.259056E-10
  17.800   5.863955E-09   2.964156E-10
  17.900   5.041016E-09   2.695940E-10
  18.000   4.512788E-09   2.610546E-10
  18.100   4.209736E-09   2.694037E-10
  18.200   3.927035E-09   2.780197E-10
  18.300   3.663319E-09   2.869113E-10
  18.400   3.417313E-09   2.960873E-10
  18.500   3.187827E-09   3.055568E-10
  18.600   2.973751E-09   3.153291E-10
  18.700   2.774052E-09   3.254140E-10
  18.800   2.587763E-09   3.358213E-10
  18.900   2.413985E-09   3.465616E-10
  19.000   2.251876E-09   3.576453E-10
  19.100   2.100653E-09   3.690835E-10
  19.200   1.951393E-09   3.712925E-10
  19.300   1.800338E-09   3.582217E-10
  19.400   1.660975E-09   3.456110E-10
  19.500   1.532400E-09   3.334443E-10
  19.600   1.413778E-09   3.217059E-10
  19.700   1.304339E-09   3.103807E-10
  19.800   1.203371E-09   2.994542E-10
  19.900   1.110219E-09   2.889124E-10
 Z= 110 A= 279  10 beta2= 0.21 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.439488E-02   5.230459E-02
   0.100   7.461561E-02   5.218941E-02
   0.200   7.483700E-02   5.207448E-02
   0.300   7.505904E-02   5.195980E-02
   0.400   7.529881E-02   5.183624E-02
   0.500   7.570660E-02   5.162429E-02
   0.600   7.611659E-02   5.141321E-02
   0.700   7.663866E-02   5.114131E-02
   0.800   7.716443E-02   5.087078E-02
   0.900   7.769808E-02   5.060007E-02
   1.000   7.826210E-02   5.032090E-02
   1.100   7.882786E-02   5.004595E-02
   1.200   7.934824E-02   4.982798E-02
   1.300   7.987206E-02   4.961096E-02
   1.400   8.038001E-02   4.941800E-02
   1.500   8.080613E-02   4.932673E-02
   1.600   8.122319E-02   4.925221E-02
   1.700   8.153026E-02   4.934159E-02
   1.800   8.183849E-02   4.943113E-02
   1.900   8.212375E-02   4.956700E-02
   2.000   8.232989E-02   4.985682E-02
   2.100   8.252966E-02   5.017204E-02
   2.200   8.268676E-02   5.063852E-02
   2.300   8.284417E-02   5.110935E-02
   2.400   8.300451E-02   5.161545E-02
   2.500   8.317204E-02   5.220769E-02
   2.600   8.335169E-02   5.281118E-02
   2.700   8.358407E-02   5.344156E-02
   2.800   8.381710E-02   5.407947E-02
   2.900   8.407837E-02   5.470817E-02
   3.000   8.439821E-02   5.530871E-02
   3.100   8.473608E-02   5.588944E-02
   3.200   8.513150E-02   5.638755E-02
   3.300   8.552877E-02   5.689010E-02
   3.400   8.593947E-02   5.734350E-02
   3.500   8.637196E-02   5.770859E-02
   3.600   8.679643E-02   5.803558E-02
   3.700   8.719628E-02   5.825845E-02
   3.800   8.759796E-02   5.848217E-02
   3.900   8.796048E-02   5.865794E-02
   4.000   8.826693E-02   5.876584E-02
   4.100   8.852683E-02   5.885558E-02
   4.200   8.868749E-02   5.890695E-02
   4.300   8.884845E-02   5.895837E-02
   4.400   8.893787E-02   5.901494E-02
   4.500   8.894408E-02   5.907749E-02
   4.600   8.890458E-02   5.916666E-02
   4.700   8.878701E-02   5.930145E-02
   4.800   8.866959E-02   5.943655E-02
   4.900   8.851338E-02   5.961449E-02
   5.000   8.831996E-02   5.983413E-02
   5.100   8.810888E-02   6.006737E-02
   5.200   8.787289E-02   6.031963E-02
   5.300   8.763753E-02   6.057294E-02
   5.400   8.737632E-02   6.079891E-02
   5.500   8.708559E-02   6.098878E-02
   5.600   8.674843E-02   6.110552E-02
   5.700   8.632527E-02   6.109370E-02
   5.800   8.586614E-02   6.102882E-02
   5.900   8.528444E-02   6.079552E-02
   6.000   8.456945E-02   6.039450E-02
   6.100   8.370779E-02   5.981698E-02
   6.200   8.260461E-02   5.897278E-02
   6.300   8.141912E-02   5.803911E-02
   6.400   7.995733E-02   5.682213E-02
   6.500   7.824685E-02   5.536512E-02
   6.600   7.628732E-02   5.367599E-02
   6.700   7.395954E-02   5.165900E-02
   6.800   7.155098E-02   4.958290E-02
   6.900   6.878447E-02   4.721019E-02
   7.000   6.574951E-02   4.463137E-02
   7.100   6.247800E-02   4.188535E-02
   7.200   5.887201E-02   3.890214E-02
   7.300   5.530381E-02   3.599483E-02
   7.400   5.148831E-02   3.294000E-02
   7.500   4.756959E-02   2.986316E-02
   7.600   4.360923E-02   2.681678E-02
   7.700   3.956428E-02   2.377572E-02
   7.800   3.576198E-02   2.098377E-02
   7.900   3.198676E-02   1.828047E-02
   8.000   2.837082E-02   1.576001E-02
   8.100   2.495441E-02   1.344664E-02
   8.200   2.172358E-02   1.132477E-02
   8.300   1.884456E-02   9.495300E-03
   8.400   1.619012E-02   7.863992E-03
   8.500   1.381183E-02   6.453982E-03
   8.600   1.170410E-02   5.251115E-03
   8.700   9.846728E-03   4.231952E-03
   8.800   8.265257E-03   3.400306E-03
   8.900   6.897732E-03   2.711103E-03
   9.000   5.737045E-03   2.151689E-03
   9.100   4.757542E-03   1.700862E-03
   9.200   3.937614E-03   1.340871E-03
   9.300   3.257568E-03   1.056399E-03
   9.400   2.693273E-03   8.314233E-04
   9.500   2.227643E-03   6.546063E-04
   9.600   1.843364E-03   5.155681E-04
   9.700   1.527731E-03   4.066424E-04
   9.800   1.266856E-03   3.208736E-04
   9.900   1.052251E-03   2.534810E-04
  10.000   8.750850E-04   2.003479E-04
  10.100   7.283475E-04   1.583104E-04
  10.200   6.069080E-04   1.250087E-04
  10.300   5.058748E-04   9.867488E-05
  10.400   4.219405E-04   7.777813E-05
  10.500   3.521137E-04   6.124320E-05
  10.600   2.938948E-04   4.816598E-05
  10.700   2.455063E-04   3.788593E-05
  10.800   2.051598E-04   2.981143E-05
  10.900   1.716516E-04   2.350307E-05
