 Z= 109 A= 248  Mt beta2= 0.39 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
  10.900   7.564303E-05   2.292266E-05
  11.000   6.260601E-05   1.862735E-05
  11.100   5.188245E-05   1.517874E-05
  11.200   4.319432E-05   1.248823E-05
  11.300   3.603877E-05   1.031924E-05
  11.400   3.018733E-05   8.591040E-06
  11.500   2.534585E-05   7.181464E-06
  11.600   2.130383E-05   6.014307E-06
  11.700   1.793981E-05   5.049107E-06
  11.800   1.510927E-05   4.237395E-06
  11.900   1.271961E-05   3.548901E-06
  12.000   1.069398E-05   2.962107E-06
  12.100   8.985550E-06   2.468439E-06
  12.200   7.530334E-06   2.044982E-06
  12.300   6.316935E-06   1.695442E-06
  12.400   5.301595E-06   1.406210E-06
  12.500   4.449454E-06   1.166320E-06
  12.600   3.734281E-06   9.673535E-07
  12.700   3.134059E-06   8.023294E-07
  12.800   2.630312E-06   6.654572E-07
  12.900   2.207535E-06   5.519346E-07
  13.000   1.852711E-06   4.577782E-07
  13.100   1.554920E-06   3.796842E-07
  13.200   1.330061E-06   3.201110E-07
  13.300   1.147260E-06   2.718312E-07
  13.400   9.895827E-07   2.308330E-07
  13.500   8.535762E-07   1.960183E-07
  13.600   7.362622E-07   1.664544E-07
  13.700   6.350716E-07   1.413494E-07
  13.800   5.477885E-07   1.200307E-07
  13.900   4.725014E-07   1.019274E-07
  14.000   4.075616E-07   8.655451E-08
  14.100   3.515471E-07   7.350017E-08
  14.200   3.032311E-07   6.241471E-08
  14.300   2.599797E-07   5.288383E-08
  14.400   2.213958E-07   4.469736E-08
  14.500   1.885382E-07   3.777816E-08
  14.600   1.605570E-07   3.193007E-08
  14.700   1.367286E-07   2.698726E-08
  14.800   1.164365E-07   2.280961E-08
  14.900   9.915605E-08   1.927866E-08
  15.000   8.444018E-08   1.629430E-08
  15.100   7.190832E-08   1.377193E-08
  15.200   6.123632E-08   1.164002E-08
  15.300   5.214817E-08   9.838132E-09
  15.400   4.461855E-08   8.361243E-09
  15.500   3.975788E-08   7.452457E-09
  15.600   3.542672E-08   6.642447E-09
  15.700   3.156739E-08   5.920477E-09
  15.800   2.812849E-08   5.276978E-09
  15.900   2.506422E-08   4.703422E-09
  16.000   2.233376E-08   4.192205E-09
  16.100   1.990076E-08   3.736553E-09
  16.200   1.773280E-08   3.330426E-09
  16.300   1.580102E-08   2.968441E-09
  16.400   1.407968E-08   2.645800E-09
  16.500   1.254587E-08   2.358227E-09
  16.600   1.096436E-08   2.082839E-09
  16.700   9.453377E-09   1.827947E-09
  16.800   8.150620E-09   1.604248E-09
  16.900   7.027395E-09   1.407925E-09
  17.000   6.058960E-09   1.235627E-09
  17.100   5.223983E-09   1.084414E-09
  17.200   4.504073E-09   9.517065E-10
  17.300   3.883373E-09   8.352393E-10
  17.400   3.348211E-09   7.330251E-10
  17.500   2.886799E-09   6.433195E-10
  17.600   2.488973E-09   5.645918E-10
  17.700   2.145971E-09   4.954987E-10
  17.800   2.009517E-09   4.895215E-10
  17.900   1.903457E-09   4.916389E-10
  18.000   1.802994E-09   4.937654E-10
  18.100   1.707834E-09   4.959011E-10
  18.200   1.617696E-09   4.980461E-10
  18.300   1.532315E-09   5.002003E-10
  18.400   1.451441E-09   5.023639E-10
  18.500   1.374835E-09   5.045368E-10
  18.600   1.302272E-09   5.067191E-10
  18.700   1.233540E-09   5.089109E-10
  18.800   1.168435E-09   5.111121E-10
  18.900   1.106766E-09   5.133228E-10
  19.000   1.038010E-09   4.797302E-10
  19.100   9.724781E-10   4.448426E-10
  19.200   9.110833E-10   4.124921E-10
  19.300   8.535644E-10   3.824942E-10
  19.400   7.996768E-10   3.546780E-10
  19.500   7.491913E-10   3.288846E-10
  19.600   7.018931E-10   3.049669E-10
  19.700   6.575809E-10   2.827887E-10
  19.800   6.160662E-10   2.622233E-10
  19.900   5.771725E-10   2.431535E-10
 Z= 109 A= 260  Mt beta2= 0.27 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.318998E-02   5.604367E-02
   0.100   7.347106E-02   5.591382E-02
   0.200   7.375322E-02   5.578426E-02
   0.300   7.403646E-02   5.565500E-02
   0.400   7.436922E-02   5.550198E-02
   0.500   7.487929E-02   5.526290E-02
   0.600   7.541360E-02   5.501146E-02
   0.700   7.604088E-02   5.470439E-02
   0.800   7.667338E-02   5.439902E-02
   0.900   7.730755E-02   5.408903E-02
   1.000   7.794200E-02   5.377213E-02
   1.100   7.853447E-02   5.348116E-02
   1.200   7.905838E-02   5.322859E-02
   1.300   7.958579E-02   5.297721E-02
   1.400   8.000565E-02   5.280777E-02
   1.500   8.036054E-02   5.268742E-02
   1.600   8.061090E-02   5.267969E-02
   1.700   8.079027E-02   5.274792E-02
   1.800   8.097004E-02   5.281624E-02
   1.900   8.104510E-02   5.305523E-02
   2.000   8.109839E-02   5.333096E-02
   2.100   8.112144E-02   5.375060E-02
   2.200   8.113697E-02   5.420927E-02
   2.300   8.115386E-02   5.467550E-02
   2.400   8.121203E-02   5.525684E-02
   2.500   8.127064E-02   5.584446E-02
   2.600   8.143107E-02   5.646354E-02
   2.700   8.159182E-02   5.708948E-02
   2.800   8.177984E-02   5.771017E-02
   2.900   8.205635E-02   5.829755E-02
   3.000   8.235129E-02   5.886713E-02
   3.100   8.271424E-02   5.935089E-02
   3.200   8.307879E-02   5.983863E-02
   3.300   8.345618E-02   6.026642E-02
   3.400   8.384973E-02   6.061506E-02
   3.500   8.422366E-02   6.090544E-02
   3.600   8.456847E-02   6.111089E-02
   3.700   8.491471E-02   6.131703E-02
   3.800   8.518916E-02   6.144827E-02
   3.900   8.542358E-02   6.153758E-02
   4.000   8.556725E-02   6.159109E-02
   4.100   8.565390E-02   6.162214E-02
   4.200   8.574063E-02   6.165321E-02
   4.300   8.571100E-02   6.169138E-02
   4.400   8.566019E-02   6.173085E-02
   4.500   8.553906E-02   6.182950E-02
   4.600   8.540259E-02   6.194140E-02
   4.700   8.526479E-02   6.205793E-02
   4.800   8.509739E-02   6.226088E-02
   4.900   8.493028E-02   6.246553E-02
   5.000   8.476134E-02   6.271745E-02
   5.100   8.459273E-02   6.297039E-02
   5.200   8.441917E-02   6.321696E-02
   5.300   8.423037E-02   6.344258E-02
   5.400   8.399971E-02   6.360316E-02
   5.500   8.370577E-02   6.367501E-02
   5.600   8.337197E-02   6.369030E-02
   5.700   8.290090E-02   6.353418E-02
   5.800   8.233498E-02   6.326415E-02
   5.900   8.156561E-02   6.276444E-02
   6.000   8.060172E-02   6.206018E-02
   6.100   7.952286E-02   6.123402E-02
   6.200   7.812923E-02   6.009482E-02
   6.300   7.655719E-02   5.878184E-02
   6.400   7.462754E-02   5.713427E-02
   6.500   7.241340E-02   5.523039E-02
   6.600   7.006223E-02   5.320698E-02
   6.700   6.730445E-02   5.082999E-02
   6.800   6.437708E-02   4.831640E-02
   6.900   6.107761E-02   4.549639E-02
   7.000   5.755201E-02   4.250642E-02
   7.100   5.399774E-02   3.951844E-02
   7.200   5.015386E-02   3.631788E-02
   7.300   4.631106E-02   3.315301E-02
   7.400   4.230535E-02   2.989610E-02
   7.500   3.831680E-02   2.669714E-02
   7.600   3.451957E-02   2.369563E-02
   7.700   3.072927E-02   2.074755E-02
   7.800   2.717568E-02   1.802930E-02
   7.900   2.375486E-02   1.546021E-02
   8.000   2.058536E-02   1.312648E-02
   8.100   1.774322E-02   1.107679E-02
   8.200   1.512516E-02   9.228383E-03
   8.300   1.282004E-02   7.637896E-03
   8.400   1.076356E-02   6.252924E-03
   8.500   8.980870E-03   5.082497E-03
   8.600   7.465024E-03   4.113093E-03
   8.700   6.163174E-03   3.302898E-03
   8.800   5.073396E-03   2.643485E-03
   8.900   4.159012E-03   2.105940E-03
   9.000   3.403002E-03   1.674395E-03
   9.100   2.781383E-03   1.329782E-03
   9.200   2.271230E-03   1.055344E-03
   9.300   1.854978E-03   8.378904E-04
   9.400   1.516098E-03   6.659692E-04
   9.500   1.240339E-03   5.299586E-04
   9.600   1.015386E-03   4.220522E-04
   9.700   8.323330E-04   3.365721E-04
   9.800   6.829018E-04   2.686293E-04
   9.900   5.608478E-04   2.145137E-04
  10.000   4.607891E-04   1.712699E-04
  10.100   3.786706E-04   1.367263E-04
  10.200   3.111742E-04   1.090558E-04
  10.300   2.557567E-04   8.696587E-05
  10.400   2.102103E-04   6.932172E-05
  10.500   1.728266E-04   5.528676E-05
  10.600   1.421224E-04   4.411097E-05
  10.700   1.170041E-04   3.528546E-05
  10.800   9.644411E-05   2.829867E-05
  10.900   7.969664E-05   2.282332E-05
  11.000   6.602891E-05   1.851192E-05
  11.100   5.479651E-05   1.506927E-05
  11.200   4.565739E-05   1.237182E-05
  11.300   3.813917E-05   1.020868E-05
  11.400   3.198274E-05   8.486847E-06
  11.500   2.688253E-05   7.084094E-06
  11.600   2.262766E-05   5.927617E-06
  11.700   1.907703E-05   4.970033E-06
  11.800   1.609341E-05   4.167817E-06
  11.900   1.357301E-05   3.487828E-06
  12.000   1.143479E-05   2.909162E-06
  12.100   9.626494E-06   2.421332E-06
  12.200   8.085967E-06   2.004035E-06
  12.300   6.797667E-06   1.658766E-06
  12.400   5.719128E-06   1.373725E-06
  12.500   4.811712E-06   1.137664E-06
  12.600   4.048270E-06   9.421687E-07
  12.700   3.405959E-06   7.802669E-07
  12.800   2.865558E-06   6.461862E-07
  12.900   2.410899E-06   5.351458E-07
  13.000   2.028378E-06   4.431866E-07
  13.100   1.706549E-06   3.670296E-07
  13.200   1.458924E-06   3.083826E-07
  13.300   1.260820E-06   2.616565E-07
  13.400   1.089617E-06   2.220103E-07
  13.500   9.416610E-07   1.883713E-07
  13.600   8.137955E-07   1.598293E-07
  13.700   7.032924E-07   1.356120E-07
  13.800   6.077943E-07   1.150641E-07
  13.900   5.252636E-07   9.762960E-08
  14.000   4.539395E-07   8.283677E-08
  14.100   3.923003E-07   7.028536E-08
  14.200   3.390309E-07   5.963573E-08
  14.300   2.917959E-07   5.048843E-08
  14.400   2.493642E-07   4.258147E-08
  14.500   2.131027E-07   3.591282E-08
  14.600   1.821142E-07   3.028854E-08
  14.700   1.556319E-07   2.554507E-08
  14.800   1.330006E-07   2.154447E-08
  14.900   1.136602E-07   1.817041E-08
  15.000   9.713224E-08   1.532475E-08
  15.100   8.300768E-08   1.292475E-08
  15.200   7.093706E-08   1.090062E-08
  15.300   6.062169E-08   9.193480E-09
  15.400   5.180634E-08   7.753695E-09
  15.500   4.615774E-08   6.910585E-09
  15.600   4.114234E-08   6.162587E-09
  15.700   3.667191E-08   5.495552E-09
  15.800   3.268722E-08   4.900717E-09
  15.900   2.913550E-08   4.370266E-09
  16.000   2.596970E-08   3.897231E-09
  16.100   2.314790E-08   3.475397E-09
  16.200   2.063270E-08   3.099222E-09
  16.300   1.839079E-08   2.763764E-09
  16.400   1.639249E-08   2.464616E-09
  16.500   1.461132E-08   2.197847E-09
  16.600   1.284056E-08   1.945361E-09
  16.700   1.110421E-08   1.707315E-09
  16.800   9.602653E-09   1.498398E-09
  16.900   8.304143E-09   1.315045E-09
  17.000   7.181223E-09   1.154128E-09
  17.100   6.210149E-09   1.012902E-09
  17.200   5.370387E-09   8.889573E-10
  17.300   4.644181E-09   7.801792E-10
  17.400   4.016176E-09   6.847118E-10
  17.500   3.473093E-09   6.009264E-10
  17.600   3.003447E-09   5.273934E-10
  17.700   2.597309E-09   4.628584E-10
  17.800   2.393681E-09   4.507093E-10
  17.900   2.253571E-09   4.544334E-10
  18.000   2.121661E-09   4.581882E-10
  18.100   1.997473E-09   4.619741E-10
  18.200   1.880554E-09   4.657912E-10
  18.300   1.770479E-09   4.696399E-10
  18.400   1.666847E-09   4.735204E-10
  18.500   1.569281E-09   4.774329E-10
  18.600   1.477425E-09   4.813778E-10
  18.700   1.390947E-09   4.853552E-10
  18.800   1.309530E-09   4.893656E-10
  18.900   1.232879E-09   4.934090E-10
  19.000   1.151961E-09   4.676793E-10
  19.100   1.073869E-09   4.350031E-10
  19.200   1.001071E-09   4.046099E-10
  19.300   9.332072E-10   3.763403E-10
  19.400   8.699444E-10   3.500458E-10
  19.500   8.109701E-10   3.255885E-10
  19.600   7.559938E-10   3.028400E-10
  19.700   7.047444E-10   2.816809E-10
  19.800   6.569692E-10   2.620002E-10
  19.900   6.124327E-10   2.436946E-10
 Z= 109 A= 261  Mt beta2= 0.27 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.297089E-02   5.575357E-02
   0.100   7.325572E-02   5.562394E-02
   0.200   7.354166E-02   5.549462E-02
   0.300   7.382872E-02   5.536559E-02
   0.400   7.416460E-02   5.521362E-02
   0.500   7.468148E-02   5.497550E-02
   0.600   7.522186E-02   5.472584E-02
   0.700   7.585756E-02   5.442038E-02
   0.800   7.649864E-02   5.411663E-02
   0.900   7.714191E-02   5.380906E-02
   1.000   7.778582E-02   5.349522E-02
   1.100   7.838985E-02   5.320620E-02
   1.200   7.892260E-02   5.295686E-02
   1.300   7.945897E-02   5.270869E-02
   1.400   7.989197E-02   5.254035E-02
   1.500   8.025597E-02   5.242467E-02
   1.600   8.052039E-02   5.241726E-02
   1.700   8.070915E-02   5.249149E-02
   1.800   8.089835E-02   5.256582E-02
   1.900   8.098793E-02   5.280522E-02
   2.000   8.105195E-02   5.308827E-02
   2.100   8.108905E-02   5.350848E-02
   2.200   8.111789E-02   5.397409E-02
   2.300   8.114674E-02   5.444375E-02
   2.400   8.122162E-02   5.503122E-02
   2.500   8.129698E-02   5.562607E-02
   2.600   8.147269E-02   5.625018E-02
   2.700   8.165296E-02   5.688225E-02
   2.800   8.185531E-02   5.751141E-02
   2.900   8.215333E-02   5.810319E-02
   3.000   8.246520E-02   5.868295E-02
   3.100   8.284818E-02   5.916883E-02
   3.200   8.323294E-02   5.965872E-02
   3.300   8.362782E-02   6.009655E-02
   3.400   8.403818E-02   6.044586E-02
   3.500   8.443052E-02   6.074550E-02
   3.600   8.478732E-02   6.095025E-02
   3.700   8.514562E-02   6.115569E-02
   3.800   8.543647E-02   6.129317E-02
   3.900   8.567739E-02   6.138037E-02
   4.000   8.583476E-02   6.143593E-02
   4.100   8.592229E-02   6.146511E-02
   4.200   8.600992E-02   6.149431E-02
   4.300   8.598821E-02   6.153061E-02
   4.400   8.593403E-02   6.156904E-02
   4.500   8.581458E-02   6.166192E-02
   4.600   8.567251E-02   6.177400E-02
   4.700   8.553068E-02   6.188629E-02
   4.800   8.535870E-02   6.208724E-02
   4.900   8.518604E-02   6.229188E-02
   5.000   8.501341E-02   6.254233E-02
   5.100   8.484112E-02   6.279688E-02
   5.200   8.466606E-02   6.304753E-02
   5.300   8.447529E-02   6.327349E-02
   5.400   8.424800E-02   6.344157E-02
   5.500   8.396259E-02   6.352629E-02
   5.600   8.362808E-02   6.354100E-02
   5.700   8.317212E-02   6.340156E-02
   5.800   8.261889E-02   6.314468E-02
   5.900   8.186457E-02   6.266038E-02
   6.000   8.092910E-02   6.198339E-02
   6.100   7.984947E-02   6.115386E-02
   6.200   7.848828E-02   6.004548E-02
   6.300   7.693675E-02   5.875188E-02
   6.400   7.502922E-02   5.712515E-02
   6.500   7.285368E-02   5.525684E-02
   6.600   7.049058E-02   5.322352E-02
   6.700   6.777066E-02   5.088259E-02
   6.800   6.486036E-02   4.838643E-02
   6.900   6.157497E-02   4.558347E-02
   7.000   5.807973E-02   4.262457E-02
   7.100   5.449555E-02   3.961698E-02
   7.200   5.067468E-02   3.644404E-02
   7.300   4.682713E-02   3.328489E-02
   7.400   4.281166E-02   3.003005E-02
   7.500   3.882468E-02   2.684395E-02
   7.600   3.497938E-02   2.381722E-02
   7.700   3.118292E-02   2.087623E-02
   7.800   2.760047E-02   1.814907E-02
   7.900   2.414730E-02   1.557015E-02
   8.000   2.095313E-02   1.323149E-02
   8.100   1.806276E-02   1.115912E-02
   8.200   1.541896E-02   9.305360E-03
   8.300   1.307870E-02   7.702906E-03
   8.400   1.098910E-02   6.306793E-03
   8.500   9.178301E-03   5.128133E-03
   8.600   7.630191E-03   4.147360E-03
   8.700   6.305707E-03   3.331370E-03
   8.800   5.192979E-03   2.665254E-03
   8.900   4.258697E-03   2.122349E-03
   9.000   3.486003E-03   1.686720E-03
   9.100   2.849690E-03   1.338651E-03
   9.200   2.327871E-03   1.061850E-03
   9.300   1.901296E-03   8.423309E-04
   9.400   1.553993E-03   6.689344E-04
   9.500   1.271327E-03   5.318491E-04
   9.600   1.040891E-03   4.232571E-04
   9.700   8.533239E-04   3.372907E-04
   9.800   7.000720E-04   2.689584E-04
   9.900   5.749397E-04   2.145964E-04
  10.000   4.723747E-04   1.712055E-04
  10.100   3.882127E-04   1.365650E-04
  10.200   3.190702E-04   1.088553E-04
  10.300   2.622322E-04   8.672057E-05
  10.400   2.155186E-04   6.905664E-05
  10.500   1.771745E-04   5.501464E-05
  10.600   1.456904E-04   4.384809E-05
  10.700   1.199307E-04   3.503378E-05
  10.800   9.882260E-05   2.805501E-05
  10.900   8.163216E-05   2.259280E-05
  11.000   6.759643E-05   1.829172E-05
  11.100   5.608740E-05   1.487533E-05
  11.200   4.671026E-05   1.219297E-05
  11.300   3.899663E-05   1.004557E-05
  11.400   3.268489E-05   8.340234E-06
  11.500   2.745799E-05   6.952532E-06
  11.600   2.310708E-05   5.812956E-06
  11.700   1.947558E-05   4.869274E-06
  11.800   1.642364E-05   4.079434E-06
  11.900   1.384752E-05   3.410816E-06
  12.000   1.166416E-05   2.842934E-06
  12.100   9.816199E-06   2.363150E-06
  12.200   8.244689E-06   1.954315E-06
  12.300   6.926531E-06   1.615100E-06
  12.400   5.823680E-06   1.335619E-06
  12.500   4.896425E-06   1.104500E-06
  12.600   4.116810E-06   9.133748E-07
  12.700   3.461326E-06   7.553222E-07
  12.800   2.910209E-06   6.246194E-07
  12.900   2.446841E-06   5.165337E-07
  13.000   2.057252E-06   4.271514E-07
  13.100   1.729694E-06   3.532361E-07
  13.200   1.473929E-06   2.957494E-07
  13.300   1.273152E-06   2.507398E-07
  13.400   1.099725E-06   2.125802E-07
  13.500   9.499212E-07   1.802279E-07
  13.600   8.205238E-07   1.527994E-07
  13.700   7.087529E-07   1.295451E-07
  13.800   6.122072E-07   1.098298E-07
  13.900   5.288130E-07   9.311501E-08
  14.000   4.567786E-07   7.894399E-08
  14.100   3.945566E-07   6.692964E-08
  14.200   3.408105E-07   5.674373E-08
  14.300   2.934835E-07   4.801880E-08
  14.400   2.505307E-07   4.042137E-08
  14.500   2.138642E-07   3.402598E-08
  14.600   1.825640E-07   2.864246E-08
  14.700   1.558448E-07   2.411071E-08
  14.800   1.330361E-07   2.029596E-08
  14.900   1.135656E-07   1.708478E-08
  15.000   9.694465E-08   1.438166E-08
  15.100   8.275629E-08   1.210622E-08
  15.200   7.064447E-08   1.019080E-08
  15.300   6.030528E-08   8.578432E-09
  15.400   5.147928E-08   7.221170E-09
  15.500   4.564741E-08   6.397554E-09
  15.600   4.069254E-08   5.708670E-09
  15.700   3.627550E-08   5.093964E-09
  15.800   3.233792E-08   4.545449E-09
  15.900   2.882775E-08   4.055998E-09
  16.000   2.569860E-08   3.619251E-09
  16.100   2.290910E-08   3.229532E-09
  16.200   2.042240E-08   2.881778E-09
  16.300   1.820562E-08   2.571470E-09
  16.400   1.622946E-08   2.294576E-09
  16.500   1.446781E-08   2.047498E-09
  16.600   1.275916E-08   1.817274E-09
  16.700   1.102646E-08   1.596775E-09
  16.800   9.529054E-09   1.403031E-09
  16.900   8.235000E-09   1.232795E-09
  17.000   7.116679E-09   1.083214E-09
  17.100   6.150227E-09   9.517829E-10
  17.200   5.315021E-09   8.362987E-10
  17.300   4.593236E-09   7.348267E-10
  17.400   3.969470E-09   6.456668E-10
  17.500   3.430412E-09   5.673251E-10
  17.600   2.964559E-09   4.984889E-10
  17.700   2.561969E-09   4.380049E-10
  17.800   2.337979E-09   4.201024E-10
  17.900   2.205681E-09   4.250647E-10
  18.000   2.080869E-09   4.300856E-10
  18.100   1.963120E-09   4.351658E-10
  18.200   1.852034E-09   4.403061E-10
  18.300   1.747234E-09   4.455070E-10
  18.400   1.648364E-09   4.507694E-10
  18.500   1.555089E-09   4.560939E-10
  18.600   1.467092E-09   4.614814E-10
  18.700   1.384074E-09   4.669324E-10
  18.800   1.305754E-09   4.724479E-10
  18.900   1.231866E-09   4.780285E-10
  19.000   1.153832E-09   4.597357E-10
  19.100   1.076186E-09   4.291562E-10
  19.200   1.003765E-09   4.006106E-10
  19.300   9.362176E-10   3.739638E-10
  19.400   8.732158E-10   3.490894E-10
  19.500   8.144537E-10   3.258696E-10
  19.600   7.596458E-10   3.041942E-10
  19.700   7.085263E-10   2.839606E-10
