 Z= 105 A= 232  Db beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   3.500   8.384647E-02   6.380818E-02
   3.600   8.402482E-02   6.397383E-02
   3.700   8.414200E-02   6.403992E-02
   3.800   8.425451E-02   6.410388E-02
   3.900   8.426574E-02   6.412335E-02
   4.000   8.427699E-02   6.414284E-02
   4.100   8.424681E-02   6.416674E-02
   4.200   8.414797E-02   6.419797E-02
   4.300   8.401570E-02   6.425729E-02
   4.400   8.383795E-02   6.435502E-02
   4.500   8.366058E-02   6.445290E-02
   4.600   8.345266E-02   6.461152E-02
   4.700   8.323521E-02   6.479035E-02
   4.800   8.300062E-02   6.500072E-02
   4.900   8.276230E-02   6.521950E-02
   5.000   8.251974E-02   6.543478E-02
   5.100   8.224554E-02   6.562283E-02
   5.200   8.192919E-02   6.575136E-02
   5.300   8.155106E-02   6.579552E-02
   5.400   8.112318E-02   6.577082E-02
   5.500   8.057272E-02   6.558916E-02
   5.600   7.992736E-02   6.528893E-02
   5.700   7.908651E-02   6.475924E-02
   5.800   7.807059E-02   6.403444E-02
   5.900   7.692032E-02   6.315926E-02
   6.000   7.549734E-02   6.200040E-02
   6.100   7.389477E-02   6.065721E-02
   6.200   7.195052E-02   5.897800E-02
   6.300   6.975035E-02   5.705495E-02
   6.400   6.737979E-02   5.497135E-02
   6.500   6.466431E-02   5.257362E-02
   6.600   6.177253E-02   5.002147E-02
   6.700   5.852498E-02   4.715903E-02
   6.800   5.508214E-02   4.413704E-02
   6.900   5.156942E-02   4.106980E-02
   7.000   4.783316E-02   3.782755E-02
   7.100   4.408607E-02   3.459956E-02
   7.200   4.019079E-02   3.127126E-02
   7.300   3.633575E-02   2.800757E-02
   7.400   3.263540E-02   2.490560E-02
   7.500   2.899324E-02   2.188511E-02
   7.600   2.557119E-02   1.907896E-02
   7.700   2.228760E-02   1.641983E-02
   7.800   1.926304E-02   1.400231E-02
   7.900   1.654028E-02   1.185557E-02
   8.000   1.405967E-02   9.928410E-03
   8.100   1.187536E-02   8.257022E-03
   8.200   9.935135E-03   6.796174E-03
   8.300   8.261908E-03   5.557598E-03
   8.400   6.838984E-03   4.522373E-03
   8.500   5.627291E-03   3.656684E-03
   8.600   4.614465E-03   2.946122E-03
   8.700   3.768306E-03   2.363700E-03
   8.800   3.071791E-03   1.893274E-03
   8.900   2.500889E-03   1.514770E-03
   9.000   2.034775E-03   1.211642E-03
   9.100   1.655308E-03   9.693078E-04
   9.200   1.347624E-03   7.763954E-04
   9.300   1.098158E-03   6.226358E-04
   9.400   8.955391E-04   4.998044E-04
   9.500   7.311950E-04   4.017926E-04
   9.600   5.974054E-04   3.232402E-04
   9.700   4.885381E-04   2.602748E-04
   9.800   3.996385E-04   2.096258E-04
   9.900   3.269777E-04   1.688536E-04
  10.000   2.675309E-04   1.360097E-04
  10.100   2.188700E-04   1.095485E-04
  10.200   1.790713E-04   8.827579E-05
  10.300   1.465613E-04   7.121041E-05
  10.400   1.199903E-04   5.749784E-05
  10.500   9.836533E-05   4.656390E-05
  10.600   8.072767E-05   3.780359E-05
  10.700   6.643412E-05   3.086157E-05
  10.800   5.481413E-05   2.531969E-05
  10.900   4.532181E-05   2.085601E-05
  11.000   3.761749E-05   1.729899E-05
  11.100   3.129906E-05   1.441219E-05
  11.200   2.614230E-05   1.208568E-05
  11.300   2.188150E-05   1.017039E-05
  11.400   1.834318E-05   8.580554E-06
  11.500   1.539594E-05   7.253922E-06
  11.600   1.292584E-05   6.135654E-06
  11.700   1.084630E-05   5.186146E-06
  11.800   9.090604E-06   4.376651E-06
  11.900   7.611207E-06   3.688422E-06
  12.000   6.359738E-06   3.100104E-06
  12.100   5.321414E-06   2.607904E-06
  12.200   4.460900E-06   2.197168E-06
  12.300   3.739538E-06   1.851121E-06
  12.400   3.134826E-06   1.559576E-06
  12.500   2.627900E-06   1.313948E-06
  12.600   2.202948E-06   1.107006E-06
  12.700   1.846714E-06   9.326561E-07
  12.800   1.548086E-06   7.857659E-07
  12.900   1.297749E-06   6.620105E-07
  13.000   1.106922E-06   5.628460E-07
  13.100   9.539877E-07   4.811450E-07
  13.200   8.221830E-07   4.113036E-07
  13.300   7.085887E-07   3.516000E-07
  13.400   6.106888E-07   3.005629E-07
  13.500   5.263150E-07   2.569341E-07
  13.600   4.535983E-07   2.196384E-07
  13.700   3.909284E-07   1.877564E-07
  13.800   3.369170E-07   1.605023E-07
  13.900   2.903679E-07   1.372043E-07
  14.000   2.502502E-07   1.172881E-07
  14.100   2.147634E-07   1.008198E-07
  14.200   1.836581E-07   8.706550E-08
  14.300   1.570579E-07   7.518761E-08
  14.400   1.343104E-07   6.493015E-08
  14.500   1.148575E-07   5.607206E-08
  14.600   9.822213E-08   4.842244E-08
  14.700   8.399611E-08   4.181642E-08
  14.800   7.183052E-08   3.611162E-08
  14.900   6.142693E-08   3.118510E-08
  15.000   5.253015E-08   2.693067E-08
  15.100   4.492194E-08   2.325666E-08
  15.200   3.894603E-08   2.025187E-08
  15.300   3.476339E-08   1.795023E-08
  15.400   3.102995E-08   1.591018E-08
  15.500   2.769747E-08   1.410198E-08
  15.600   2.472288E-08   1.249929E-08
  15.700   2.206775E-08   1.107874E-08
  15.800   1.969777E-08   9.819632E-09
  15.900   1.758231E-08   8.703626E-09
  16.000   1.569404E-08   7.714455E-09
  16.100   1.400857E-08   6.837704E-09
  16.200   1.250411E-08   6.060596E-09
  16.300   1.116122E-08   5.371806E-09
  16.400   9.754375E-09   4.781928E-09
  16.500   8.515388E-09   4.257793E-09
  16.600   7.433775E-09   3.791108E-09
  16.700   6.489547E-09   3.375574E-09
  16.800   5.665253E-09   3.005586E-09
  16.900   4.945661E-09   2.676152E-09
  17.000   4.317470E-09   2.382826E-09
  17.100   3.769071E-09   2.121650E-09
  17.200   3.290328E-09   1.889102E-09
  17.300   2.872395E-09   1.682042E-09
  17.400   2.507548E-09   1.497678E-09
  17.500   2.251702E-09   1.370664E-09
  17.600   2.114400E-09   1.310213E-09
  17.700   1.985470E-09   1.252428E-09
  17.800   1.864402E-09   1.197192E-09
  17.900   1.750716E-09   1.144392E-09
  18.000   1.643963E-09   1.093921E-09
  18.100   1.543719E-09   1.045675E-09
  18.200   1.449587E-09   9.995576E-10
  18.300   1.361196E-09   9.554738E-10
  18.400   1.278194E-09   9.133343E-10
  18.500   1.200253E-09   8.730533E-10
  18.600   1.127065E-09   8.345488E-10
  18.700   1.059986E-09   7.759262E-10
  18.800   9.981024E-10   7.060604E-10
  18.900   9.398316E-10   6.424854E-10
  19.000   8.849626E-10   5.846349E-10
  19.100   8.332970E-10   5.319933E-10
  19.200   7.846478E-10   4.840917E-10
  19.300   7.388387E-10   4.405032E-10
  19.400   6.957041E-10   4.008395E-10
  19.500   6.550877E-10   3.647472E-10
  19.600   6.168426E-10   3.319047E-10
  19.700   5.808303E-10   3.020194E-10
  19.800   5.469205E-10   2.748251E-10
  19.900   5.451895E-10   2.708933E-10
 Z= 105 A= 241  Db beta2= 0.37 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.725635E-02   6.126991E-02
   0.100   7.754201E-02   6.111475E-02
   0.200   7.782873E-02   6.095998E-02
   0.300   7.811651E-02   6.080560E-02
   0.400   7.848314E-02   6.060497E-02
   0.500   7.899879E-02   6.031762E-02
   0.600   7.955841E-02   5.999610E-02
   0.700   8.018596E-02   5.962109E-02
   0.800   8.081846E-02   5.924841E-02
   0.900   8.144071E-02   5.885642E-02
   1.000   8.206165E-02   5.845850E-02
   1.100   8.257752E-02   5.810267E-02
   1.200   8.306159E-02   5.776146E-02
   1.300   8.353073E-02   5.743296E-02
   1.400   8.381038E-02   5.722110E-02
   1.500   8.406323E-02   5.703403E-02
   1.600   8.412751E-02   5.701084E-02
   1.700   8.419185E-02   5.698765E-02
   1.800   8.417940E-02   5.705808E-02
   1.900   8.407464E-02   5.724151E-02
   2.000   8.393071E-02   5.751361E-02
   2.100   8.374733E-02   5.787670E-02
   2.200   8.356435E-02   5.824209E-02
   2.300   8.338808E-02   5.870611E-02
   2.400   8.321354E-02   5.919473E-02
   2.500   8.310966E-02   5.971525E-02
   2.600   8.301689E-02   6.024474E-02
   2.700   8.294592E-02   6.077112E-02
   2.800   8.296635E-02   6.126892E-02
   2.900   8.301152E-02   6.174788E-02
   3.000   8.313781E-02   6.215501E-02
   3.100   8.326429E-02   6.256483E-02
   3.200   8.342656E-02   6.290631E-02
   3.300   8.361720E-02   6.319359E-02
   3.400   8.380594E-02   6.340628E-02
   3.500   8.399358E-02   6.356961E-02
   3.600   8.418163E-02   6.373336E-02
   3.700   8.430932E-02   6.380431E-02
   3.800   8.443255E-02   6.386821E-02
   3.900   8.445017E-02   6.388744E-02
   4.000   8.446476E-02   6.390540E-02
   4.100   8.444574E-02   6.392744E-02
   4.200   8.434761E-02   6.395912E-02
   4.300   8.422202E-02   6.401373E-02
   4.400   8.404345E-02   6.411276E-02
   4.500   8.386525E-02   6.421194E-02
   4.600   8.366030E-02   6.436605E-02
   4.700   8.344232E-02   6.454797E-02
   4.800   8.321036E-02   6.475882E-02
   4.900   8.297309E-02   6.498206E-02
   5.000   8.273521E-02   6.520488E-02
   5.100   8.246360E-02   6.539637E-02
   5.200   8.215533E-02   6.553587E-02
   5.300   8.179080E-02   6.559738E-02
   5.400   8.136681E-02   6.557620E-02
   5.500   8.083628E-02   6.541684E-02
   5.600   8.020939E-02   6.513594E-02
   5.700   7.938892E-02   6.462711E-02
   5.800   7.840621E-02   6.393582E-02
   5.900   7.725895E-02   6.306181E-02
   6.000   7.587326E-02   6.193967E-02
   6.100   7.429785E-02   6.062231E-02
   6.200   7.238168E-02   5.896957E-02
   6.300   7.022618E-02   5.708929E-02
   6.400   6.784755E-02   5.500043E-02
   6.500   6.517416E-02   5.264376E-02
   6.600   6.230581E-02   5.011505E-02
   6.700   5.907708E-02   4.727372E-02
   6.800   5.566893E-02   4.428830E-02
   6.900   5.212814E-02   4.120347E-02
   7.000   4.841584E-02   3.799007E-02
   7.100   4.466820E-02   3.477029E-02
   7.200   4.076417E-02   3.144615E-02
   7.300   3.691061E-02   2.819644E-02
   7.400   3.315994E-02   2.506566E-02
   7.500   2.950625E-02   2.204983E-02
   7.600   2.605421E-02   1.923426E-02
   7.700   2.273578E-02   1.656223E-02
   7.800   1.968262E-02   1.413755E-02
   7.900   1.690659E-02   1.196489E-02
   8.000   1.439384E-02   1.002818E-02
   8.100   1.217136E-02   8.342295E-03
   8.200   1.019356E-02   6.867393E-03
   8.300   8.487776E-03   5.617824E-03
   8.400   7.028796E-03   4.568373E-03
   8.500   5.790099E-03   3.694108E-03
   8.600   4.751746E-03   2.975262E-03
   8.700   3.883094E-03   2.385912E-03
   8.800   3.167489E-03   1.910013E-03
   8.900   2.579846E-03   1.526934E-03
   9.000   2.100041E-03   1.220360E-03
   9.100   1.709160E-03   9.754275E-04
   9.200   1.391964E-03   7.805467E-04
   9.300   1.134592E-03   6.253061E-04
   9.400   9.256149E-04   5.015121E-04
   9.500   7.559490E-04   4.027341E-04
   9.600   6.178448E-04   3.236773E-04
   9.700   5.054270E-04   2.603645E-04
   9.800   4.136093E-04   2.094903E-04
   9.900   3.385519E-04   1.685777E-04
  10.000   2.771152E-04   1.356380E-04
  10.100   2.268085E-04   1.091293E-04
  10.200   1.856365E-04   8.783003E-05
  10.300   1.519860E-04   7.075037E-05
  10.400   1.244822E-04   5.705462E-05
  10.500   1.020667E-04   4.612908E-05
  10.600   8.377941E-05   3.738852E-05
  10.700   6.895074E-05   3.046919E-05
  10.800   5.688359E-05   2.494665E-05
  10.900   4.704594E-05   2.052366E-05
  11.000   3.903994E-05   1.698834E-05
  11.100   3.248100E-05   1.412874E-05
  11.200   2.712723E-05   1.182900E-05
  11.300   2.270320E-05   9.938222E-06
  11.400   1.903575E-05   8.375239E-06
  11.500   1.597776E-05   7.070215E-06
  11.600   1.341682E-05   5.972697E-06
  11.700   1.126048E-05   5.041771E-06
  11.800   9.440925E-06   4.249523E-06
  11.900   7.905847E-06   3.575439E-06
  12.000   6.608391E-06   3.000808E-06
  12.100   5.527569E-06   2.519140E-06
  12.200   4.633221E-06   2.118762E-06
  12.300   3.883576E-06   1.782017E-06
  12.400   3.255222E-06   1.498793E-06
  12.500   2.728535E-06   1.260583E-06
  12.600   2.287064E-06   1.060233E-06
  12.700   1.917022E-06   8.917253E-07
  12.800   1.606852E-06   7.499993E-07
  12.900   1.346867E-06   6.307985E-07
  13.000   1.145208E-06   5.346686E-07
  13.100   9.865778E-07   4.564143E-07
  13.200   8.499204E-07   3.896134E-07
  13.300   7.321923E-07   3.325895E-07
  13.400   6.307714E-07   2.839116E-07
  13.500   5.433991E-07   2.423582E-07
  13.600   4.681293E-07   2.068866E-07
  13.700   4.032856E-07   1.766066E-07
  13.800   3.474238E-07   1.507584E-07
  13.900   2.992999E-07   1.286934E-07
  14.000   2.578418E-07   1.098578E-07
  14.100   2.213305E-07   9.415505E-08
  14.200   1.890983E-07   8.112089E-08
  14.300   1.615600E-07   6.989108E-08
  14.400   1.380322E-07   6.021585E-08
  14.500   1.179306E-07   5.187999E-08
  14.600   1.007565E-07   4.469809E-08
  14.700   8.608339E-08   3.851040E-08
  14.800   7.354713E-08   3.317929E-08
  14.900   6.283652E-08   2.858619E-08
  15.000   5.368568E-08   2.462892E-08
  15.100   4.586747E-08   2.121946E-08
  15.200   3.952624E-08   1.838034E-08
  15.300   3.525360E-08   1.626645E-08
  15.400   3.144282E-08   1.439567E-08
  15.500   2.804397E-08   1.274005E-08
  15.600   2.501253E-08   1.127484E-08
  15.700   2.230877E-08   9.978140E-09
  15.800   1.989728E-08   8.830572E-09
  15.900   1.774646E-08   7.814983E-09
  16.000   1.582813E-08   6.916196E-09
  16.100   1.411717E-08   6.120776E-09
  16.200   1.259116E-08   5.416837E-09
  16.300   1.123010E-08   4.793856E-09
  16.400   9.829916E-09   4.252479E-09
  16.500   8.569641E-09   3.774143E-09
  16.600   7.470944E-09   3.349612E-09
  16.700   6.513109E-09   2.972833E-09
  16.800   5.678075E-09   2.638437E-09
  16.900   4.950100E-09   2.341655E-09
  17.000   4.315457E-09   2.078256E-09
  17.100   3.762181E-09   1.844485E-09
  17.200   3.279839E-09   1.637010E-09
  17.300   2.859337E-09   1.452872E-09
  17.400   2.492747E-09   1.289447E-09
  17.500   2.214486E-09   1.167003E-09
  17.600   2.081051E-09   1.119649E-09
  17.700   1.955656E-09   1.074217E-09
  17.800   1.837817E-09   1.030628E-09
  17.900   1.727078E-09   9.888079E-10
  18.000   1.623012E-09   9.486847E-10
  18.100   1.525217E-09   9.101897E-10
  18.200   1.433314E-09   8.732566E-10
  18.300   1.346949E-09   8.378222E-10
  18.400   1.265788E-09   8.038257E-10
  18.500   1.189517E-09   7.712086E-10
  18.600   1.117843E-09   7.399150E-10
  18.700   1.051559E-09   6.939355E-10
  18.800   9.906063E-10   6.306182E-10
  18.900   9.331868E-10   5.730782E-10
  19.000   8.790956E-10   5.207884E-10
  19.100   8.281397E-10   4.732697E-10
  19.200   7.801374E-10   4.300867E-10
  19.300   7.349175E-10   3.908440E-10
  19.400   6.923187E-10   3.551819E-10
  19.500   6.521891E-10   3.227738E-10
  19.600   6.143856E-10   2.933227E-10
  19.700   5.787734E-10   2.665588E-10
  19.800   5.452254E-10   2.422370E-10
  19.900   5.318811E-10   2.316865E-10
 Z= 105 A= 242  Db beta2= 0.32 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.704320E-02   6.090220E-02
   0.100   7.732537E-02   6.074808E-02
   0.200   7.760858E-02   6.059434E-02
   0.300   7.789283E-02   6.044100E-02
   0.400   7.825347E-02   6.024218E-02
   0.500   7.876295E-02   5.995540E-02
   0.600   7.931500E-02   5.963593E-02
   0.700   7.993575E-02   5.926271E-02
   0.800   8.056136E-02   5.889181E-02
   0.900   8.117809E-02   5.850245E-02
   1.000   8.179359E-02   5.810682E-02
   1.100   8.230965E-02   5.775238E-02
   1.200   8.279201E-02   5.741362E-02
   1.300   8.326490E-02   5.708447E-02
   1.400   8.354700E-02   5.687610E-02
   1.500   8.380916E-02   5.668708E-02
   1.600   8.388153E-02   5.666766E-02
   1.700   8.395396E-02   5.664825E-02
   1.800   8.395763E-02   5.671562E-02
   1.900   8.386634E-02   5.690324E-02
   2.000   8.374076E-02   5.717290E-02
   2.100   8.357490E-02   5.754042E-02
   2.200   8.340937E-02   5.791031E-02
   2.300   8.325235E-02   5.837393E-02
   2.400   8.309792E-02   5.886726E-02
   2.500   8.301187E-02   5.939023E-02
   2.600   8.294095E-02   5.992353E-02
   2.700   8.288585E-02   6.045586E-02
   2.800   8.292766E-02   6.095725E-02
   2.900   8.298787E-02   6.144496E-02
   3.000   8.313253E-02   6.185413E-02
   3.100   8.327745E-02   6.226602E-02
   3.200   8.345282E-02   6.261708E-02
   3.300   8.365885E-02   6.290625E-02
   3.400   8.386117E-02   6.312808E-02
   3.500   8.406035E-02   6.329182E-02
   3.600   8.426001E-02   6.345598E-02
   3.700   8.440105E-02   6.353379E-02
   3.800   8.453269E-02   6.359756E-02
   3.900   8.456311E-02   6.362044E-02
   4.000   8.458215E-02   6.363873E-02
   4.100   8.457612E-02   6.366006E-02
   4.200   8.448129E-02   6.369217E-02
   4.300   8.436532E-02   6.374215E-02
   4.400   8.418848E-02   6.384363E-02
   4.500   8.401201E-02   6.394526E-02
   4.600   8.381243E-02   6.409510E-02
   4.700   8.359638E-02   6.428016E-02
   4.800   8.336871E-02   6.449075E-02
   4.900   8.313415E-02   6.471752E-02
   5.000   8.290025E-02   6.494509E-02
   5.100   8.263464E-02   6.514358E-02
   5.200   8.233582E-02   6.529510E-02
   5.300   8.198631E-02   6.537473E-02
   5.400   8.156798E-02   6.535767E-02
   5.500   8.105783E-02   6.522186E-02
   5.600   8.044979E-02   6.496067E-02
   5.700   7.965194E-02   6.447446E-02
   5.800   7.870460E-02   6.381941E-02
   5.900   7.756217E-02   6.294834E-02
   6.000   7.621660E-02   6.186514E-02
   6.100   7.467207E-02   6.057681E-02
   6.200   7.278768E-02   5.895360E-02
   6.300   7.068188E-02   5.711888E-02
   6.400   6.830170E-02   5.502768E-02
   6.500   6.567618E-02   5.271596E-02
   6.600   6.283659E-02   5.021552E-02
   6.700   5.963404E-02   4.739942E-02
   6.800   5.626804E-02   4.445380E-02
   6.900   5.270499E-02   4.135355E-02
   7.000   4.902263E-02   3.817232E-02
   7.100   4.527998E-02   3.496448E-02
   7.200   4.137302E-02   3.164646E-02
   7.300   3.752610E-02   2.841219E-02
   7.400   3.372821E-02   2.525335E-02
   7.500   3.006643E-02   2.224337E-02
   7.600   2.658649E-02   1.941819E-02
   7.700   2.323322E-02   1.673278E-02
   7.800   2.015061E-02   1.429969E-02
   7.900   1.731875E-02   1.209769E-02
   8.000   1.477233E-02   1.014974E-02
   8.100   1.250920E-02   8.447610E-03
   8.200   1.049083E-02   6.956333E-03
   8.300   8.749416E-03   5.693561E-03
   8.400   7.250757E-03   4.627587E-03
   8.500   5.981763E-03   3.742841E-03
   8.600   4.914677E-03   3.013933E-03
   8.700   4.020384E-03   2.415974E-03
   8.800   3.282882E-03   1.933182E-03
   8.900   2.676033E-03   1.544325E-03
   9.000   2.180235E-03   1.233391E-03
   9.100   1.775807E-03   9.850281E-04
   9.200   1.447300E-03   7.874833E-04
   9.300   1.180494E-03   6.302240E-04
   9.400   9.638969E-04   5.050305E-04
   9.500   7.877841E-04   4.051364E-04
   9.600   6.443918E-04   3.252915E-04
   9.700   5.276094E-04   2.614075E-04
   9.800   4.321675E-04   2.101275E-04
   9.900   3.540981E-04   1.689195E-04
  10.000   2.901453E-04   1.357746E-04
  10.100   2.377406E-04   1.091223E-04
  10.200   1.948078E-04   8.772135E-05
  10.300   1.596756E-04   7.056691E-05
  10.400   1.309430E-04   5.683523E-05
  10.500   1.074850E-04   4.587697E-05
  10.600   8.832797E-05   3.712311E-05
  10.700   7.277318E-05   3.019908E-05
  10.800   6.009151E-05   2.467355E-05
  10.900   4.976420E-05   2.027210E-05
  11.000   4.133067E-05   1.674519E-05
  11.100   3.442148E-05   1.390241E-05
  11.200   2.877781E-05   1.161996E-05
  11.300   2.410948E-05   9.746179E-06
  11.400   2.024169E-05   8.203963E-06
  11.500   1.701112E-05   6.915754E-06
  11.600   1.430555E-05   5.835043E-06
  11.700   1.202612E-05   4.919494E-06
  11.800   1.010156E-05   4.141713E-06
  11.900   8.474283E-06   3.479217E-06
  12.000   7.098919E-06   2.916093E-06
  12.100   5.948195E-06   2.442940E-06
  12.200   4.997165E-06   2.051070E-06
  12.300   4.198191E-06   1.722059E-06
  12.400   3.526961E-06   1.445825E-06
  12.500   2.963051E-06   1.213901E-06
  12.600   2.489302E-06   1.019180E-06
  12.700   2.091299E-06   8.556939E-07
  12.800   1.756931E-06   7.184326E-07
  12.900   1.476023E-06   6.031894E-07
  13.000   1.254031E-06   5.096683E-07
  13.100   1.082215E-06   4.344836E-07
  13.200   9.339402E-07   3.703899E-07
  13.300   8.059802E-07   3.157511E-07
  13.400   6.955522E-07   2.691725E-07
  13.500   6.002540E-07   2.294650E-07
  13.600   5.180127E-07   1.956150E-07
  13.700   4.470393E-07   1.667584E-07
  13.800   3.857901E-07   1.421587E-07
  13.900   3.329327E-07   1.211879E-07
  14.000   2.873173E-07   1.033106E-07
  14.100   2.473982E-07   8.830384E-08
