 Z=  31 A=  52  Ga beta2= 0.07 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   8.574810E-02   9.246432E-02
   0.100   8.554938E-02   9.241278E-02
   0.200   8.527735E-02   9.234163E-02
   0.300   8.479447E-02   9.221292E-02
   0.400   8.417242E-02   9.204405E-02
   0.500   8.337821E-02   9.182132E-02
   0.600   8.248257E-02   9.156190E-02
   0.700   8.147676E-02   9.125828E-02
   0.800   8.042019E-02   9.092938E-02
   0.900   7.932864E-02   9.057294E-02
   1.000   7.824227E-02   9.020409E-02
   1.100   7.719587E-02   8.982765E-02
   1.200   7.620435E-02   8.945153E-02
   1.300   7.531362E-02   8.908258E-02
   1.400   7.451096E-02   8.872195E-02
   1.500   7.383945E-02   8.837428E-02
   1.600   7.326454E-02   8.803394E-02
   1.700   7.281282E-02   8.769918E-02
   1.800   7.243933E-02   8.736369E-02
   1.900   7.214015E-02   8.701505E-02
   2.000   7.187475E-02   8.664569E-02
   2.100   7.160881E-02   8.623733E-02
   2.200   7.130362E-02   8.577404E-02
   2.300   7.091903E-02   8.523789E-02
   2.400   7.041156E-02   8.460220E-02
   2.500   6.970215E-02   8.381266E-02
   2.600   6.891577E-02   8.296571E-02
   2.700   6.784194E-02   8.189972E-02
   2.800   6.655409E-02   8.066439E-02
   2.900   6.498742E-02   7.920261E-02
   3.000   6.308997E-02   7.745680E-02
   3.100   6.110863E-02   7.562972E-02
   3.200   5.875215E-02   7.345983E-02
   3.300   5.618590E-02   7.107723E-02
   3.400   5.335463E-02   6.841999E-02
   3.500   5.024112E-02   6.545382E-02
   3.600   4.715495E-02   6.246482E-02
   3.700   4.379776E-02   5.914926E-02
   3.800   4.037863E-02   5.569921E-02
   3.900   3.686792E-02   5.207289E-02
   4.000   3.328578E-02   4.827397E-02
   4.100   2.992204E-02   4.460789E-02
   4.200   2.653523E-02   4.080624E-02
   4.300   2.331633E-02   3.707826E-02
   4.400   2.025072E-02   3.340431E-02
   4.500   1.736383E-02   2.981986E-02
   4.600   1.481704E-02   2.652938E-02
   4.700   1.246311E-02   2.336563E-02
   4.800   1.038953E-02   2.045643E-02
   4.900   8.566635E-03   1.778097E-02
   5.000   6.987312E-03   1.535225E-02
   5.100   5.676767E-03   1.322388E-02
   5.200   4.561769E-03   1.131970E-02
   5.300   3.644480E-03   9.661819E-03
   5.400   2.891787E-03   8.220884E-03
   5.500   2.281402E-03   6.981360E-03
   5.600   1.796265E-03   5.925322E-03
   5.700   1.407229E-03   5.024946E-03
   5.800   1.100243E-03   4.263613E-03
   5.900   8.580639E-04   3.620631E-03
   6.000   6.679572E-04   3.080034E-03
   6.100   5.196310E-04   2.622037E-03
   6.200   4.035575E-04   2.237747E-03
   6.300   3.132610E-04   1.914054E-03
   6.400   2.429418E-04   1.641336E-03
