 Z=  43 A=  76  Tc beta2= 0.28 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.942078E-02   7.933196E-02
   0.100   7.937699E-02   7.950339E-02
   0.200   7.933323E-02   7.967518E-02
   0.300   7.924615E-02   7.999916E-02
   0.400   7.911615E-02   8.043800E-02
   0.500   7.896208E-02   8.092798E-02
   0.600   7.876500E-02   8.148419E-02
   0.700   7.853542E-02   8.206899E-02
   0.800   7.826793E-02   8.265294E-02
   0.900   7.796080E-02   8.320128E-02
   1.000   7.763404E-02   8.371824E-02
   1.100   7.727599E-02   8.415725E-02
   1.200   7.689471E-02   8.450664E-02
   1.300   7.650185E-02   8.477257E-02
   1.400   7.610062E-02   8.492236E-02
   1.500   7.569904E-02   8.500577E-02
   1.600   7.530278E-02   8.497412E-02
   1.700   7.492527E-02   8.483064E-02
   1.800   7.456428E-02   8.463326E-02
   1.900   7.423222E-02   8.435548E-02
   2.000   7.391937E-02   8.403655E-02
   2.100   7.364402E-02   8.366461E-02
   2.200   7.339951E-02   8.326371E-02
   2.300   7.316850E-02   8.285485E-02
   2.400   7.295245E-02   8.243831E-02
   2.500   7.273888E-02   8.202269E-02
   2.600   7.250715E-02   8.160917E-02
   2.700   7.222741E-02   8.119145E-02
   2.800   7.191024E-02   8.076704E-02
   2.900   7.148496E-02   8.030769E-02
   3.000   7.097380E-02   7.981268E-02
   3.100   7.026470E-02   7.921315E-02
   3.200   6.946392E-02   7.855362E-02
   3.300   6.848795E-02   7.777781E-02
   3.400   6.724102E-02   7.679522E-02
   3.500   6.584301E-02   7.568371E-02
   3.600   6.410985E-02   7.427378E-02
   3.700   6.226599E-02   7.274705E-02
   3.800   6.019058E-02   7.098819E-02
   3.900   5.778887E-02   6.888815E-02
   4.000   5.525120E-02   6.662198E-02
   4.100   5.236949E-02   6.396971E-02
   4.200   4.945309E-02   6.123254E-02
   4.300   4.637246E-02   5.827124E-02
   4.400   4.305187E-02   5.499530E-02
   4.500   3.972959E-02   5.164617E-02
   4.600   3.622087E-02   4.801700E-02
   4.700   3.285473E-02   4.445810E-02
   4.800   2.951892E-02   4.084421E-02
   4.900   2.618199E-02   3.713418E-02
   5.000   2.304823E-02   3.355748E-02
   5.100   1.999773E-02   2.997769E-02
   5.200   1.725304E-02   2.666085E-02
   5.300   1.472850E-02   2.351499E-02
   5.400   1.240762E-02   2.053153E-02
   5.500   1.037583E-02   1.782641E-02
   5.600   8.564290E-03   1.532919E-02
   5.700   7.036502E-03   1.313851E-02
   5.800   5.731970E-03   1.119246E-02
   5.900   4.625572E-03   9.473991E-03
   6.000   3.714605E-03   7.994333E-03
   6.100   2.960934E-03   6.715512E-03
   6.200   2.354987E-03   5.634755E-03
   6.300   1.865488E-03   4.718039E-03
   6.400   1.472533E-03   3.945428E-03
   6.500   1.160295E-03   3.297681E-03
   6.600   9.125862E-04   2.756974E-03
   6.700   7.174178E-04   2.305725E-03
   6.800   5.635024E-04   1.929634E-03
   6.900   4.423196E-04   1.617006E-03
   7.000   3.470030E-04   1.355987E-03
   7.100   2.721511E-04   1.139357E-03
   7.200   2.134244E-04   9.580917E-04
   7.300   1.673435E-04   8.068709E-04
   7.400   1.312347E-04   6.810134E-04
   7.500   1.029147E-04   5.754290E-04
   7.600   8.080035E-05   4.875755E-04
