 Z=  92 A= 198  U  beta2= 0.34 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.949156E-02   6.734442E-02
   0.100   7.936202E-02   6.717805E-02
   0.200   7.923269E-02   6.701209E-02
   0.300   7.910356E-02   6.684654E-02
   0.400   7.889782E-02   6.658163E-02
   0.500   7.865489E-02   6.626887E-02
   0.600   7.834321E-02   6.586185E-02
   0.700   7.802377E-02   6.544498E-02
   0.800   7.769294E-02   6.500871E-02
   0.900   7.734792E-02   6.454839E-02
   1.000   7.703463E-02   6.411516E-02
   1.100   7.673789E-02   6.369688E-02
   1.200   7.646790E-02   6.330701E-02
   1.300   7.628632E-02   6.300706E-02
   1.400   7.618066E-02   6.278763E-02
   1.500   7.617081E-02   6.266902E-02
   1.600   7.616154E-02   6.255125E-02
   1.700   7.634299E-02   6.263304E-02
   1.800   7.656124E-02   6.275360E-02
   1.900   7.691032E-02   6.301271E-02
   2.000   7.726099E-02   6.327288E-02
   2.100   7.770027E-02   6.362897E-02
   2.200   7.816660E-02   6.401384E-02
   2.300   7.866625E-02   6.444354E-02
   2.400   7.916918E-02   6.487625E-02
   2.500   7.965193E-02   6.529853E-02
   2.600   8.011905E-02   6.571297E-02
   2.700   8.050881E-02   6.607043E-02
   2.800   8.087698E-02   6.641234E-02
   2.900   8.119981E-02   6.672097E-02
   3.000   8.143115E-02   6.696182E-02
   3.100   8.157934E-02   6.714480E-02
   3.200   8.165972E-02   6.728052E-02
   3.300   8.172429E-02   6.740694E-02
   3.400   8.166542E-02   6.745906E-02
   3.500   8.157378E-02   6.749833E-02
   3.600   8.141575E-02   6.751146E-02
   3.700   8.125802E-02   6.752458E-02
   3.800   8.105729E-02   6.754750E-02
   3.900   8.085290E-02   6.757789E-02
   4.000   8.065778E-02   6.766027E-02
   4.100   8.046313E-02   6.774276E-02
   4.200   8.029642E-02   6.787309E-02
   4.300   8.014356E-02   6.802725E-02
   4.400   8.001765E-02   6.821567E-02
   4.500   7.989540E-02   6.840903E-02
   4.600   7.976545E-02   6.859252E-02
   4.700   7.961408E-02   6.875001E-02
   4.800   7.941764E-02   6.885593E-02
   4.900   7.910733E-02   6.883991E-02
   5.000   7.874708E-02   6.877094E-02
   5.100   7.823728E-02   6.854671E-02
   5.200   7.754296E-02   6.813408E-02
   5.300   7.668318E-02   6.755569E-02
   5.400   7.551885E-02   6.667783E-02
   5.500   7.425633E-02   6.569978E-02
   5.600   7.269746E-02   6.443078E-02
   5.700   7.083769E-02   6.287151E-02
   5.800   6.874460E-02   6.108322E-02
   5.900   6.624279E-02   5.890539E-02
   6.000   6.366905E-02   5.665320E-02
   6.100   6.076642E-02   5.408760E-02
   6.200   5.757796E-02   5.125141E-02
   6.300   5.422058E-02   4.825351E-02
   6.400   5.053475E-02   4.495049E-02
   6.500   4.692879E-02   4.171784E-02
   6.600   4.315179E-02   3.832780E-02
   6.700   3.929849E-02   3.486836E-02
   6.800   3.550108E-02   3.146178E-02
   6.900   3.166288E-02   2.802310E-02
   7.000   2.811768E-02   2.485140E-02
   7.100   2.468205E-02   2.178271E-02
   7.200   2.143915E-02   1.889358E-02
   7.300   1.846326E-02   1.624725E-02
   7.400   1.570131E-02   1.379830E-02
   7.500   1.329900E-02   1.167208E-02
   7.600   1.114722E-02   9.772256E-03
   7.700   9.263852E-03   8.114513E-03
   7.800   7.648189E-03   6.695179E-03
   7.900   6.261134E-03   5.480222E-03
   8.000   5.113230E-03   4.475724E-03
   8.100   4.151001E-03   3.635582E-03
   8.200   3.357715E-03   2.944280E-03
   8.300   2.709177E-03   2.379649E-03
   8.400   2.181336E-03   1.920956E-03
   8.500   1.755633E-03   1.550557E-03
   8.600   1.412019E-03   1.251819E-03
   8.700   1.136354E-03   1.011965E-03
   8.800   9.147579E-04   8.189688E-04
   8.900   7.370499E-04   6.640526E-04
   9.000   5.940039E-04   5.387508E-04
   9.100   4.789763E-04   4.377287E-04
   9.200   3.864575E-04   3.561785E-04
   9.300   3.118131E-04   2.900261E-04
   9.400   2.515593E-04   2.363975E-04
   9.500   2.029340E-04   1.927479E-04
   9.600   1.636685E-04   1.572912E-04
   9.700   1.320706E-04   1.285645E-04
   9.800   1.065980E-04   1.052051E-04
   9.900   8.616360E-05   8.635675E-05
  10.000   6.969320E-05   7.097574E-05
  10.100   5.648467E-05   5.854990E-05
  10.200   4.591705E-05   4.852865E-05
  10.300   3.741108E-05   4.037631E-05
  10.400   3.059867E-05   3.381222E-05
  10.500   2.505565E-05   2.837499E-05
