 Z= 104 A= 230  Rf beta2= 0.00 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   4.600   8.283614E-02   6.614177E-02
   4.700   8.257736E-02   6.630995E-02
   4.800   8.230080E-02   6.649630E-02
   4.900   8.202517E-02   6.668318E-02
   5.000   8.171215E-02   6.684096E-02
   5.100   8.136118E-02   6.695466E-02
   5.200   8.096002E-02   6.700310E-02
   5.300   8.047429E-02   6.693898E-02
   5.400   7.991130E-02   6.677607E-02
   5.500   7.924599E-02   6.648327E-02
   5.600   7.839336E-02   6.596730E-02
   5.700   7.740702E-02   6.529698E-02
   5.800   7.619479E-02   6.437445E-02
   5.900   7.482126E-02   6.327869E-02
   6.000   7.324238E-02   6.196561E-02
   6.100   7.133120E-02   6.031848E-02
   6.200   6.922506E-02   5.847905E-02
   6.300   6.679534E-02   5.632909E-02
   6.400   6.418522E-02   5.401104E-02
   6.500   6.134949E-02   5.148551E-02
   6.600   5.815883E-02   4.864179E-02
   6.700   5.483508E-02   4.568629E-02
   6.800   5.125642E-02   4.251373E-02
   6.900   4.763035E-02   3.931396E-02
   7.000   4.392954E-02   3.606478E-02
   7.100   4.007226E-02   3.269832E-02
   7.200   3.630034E-02   2.942789E-02
   7.300   3.253161E-02   2.618357E-02
   7.400   2.895338E-02   2.312723E-02
   7.500   2.554501E-02   2.023981E-02
   7.600   2.226829E-02   1.748821E-02
   7.700   1.927246E-02   1.499626E-02
   7.800   1.650252E-02   1.271504E-02
   7.900   1.404086E-02   1.070924E-02
   8.000   1.185234E-02   8.945501E-03
   8.100   9.906749E-03   7.395403E-03
   8.200   8.235951E-03   6.080058E-03
   8.300   6.796023E-03   4.960579E-03
   8.400   5.586804E-03   4.032015E-03
   8.500   4.572004E-03   3.262540E-03
   8.600   3.724651E-03   2.628654E-03
   8.700   3.028730E-03   2.114542E-03
   8.800   2.457783E-03   1.698278E-03
   8.900   1.993633E-03   1.363844E-03
   9.000   1.616506E-03   1.095331E-03
   9.100   1.311342E-03   8.807269E-04
   9.200   1.064469E-03   7.088908E-04
   9.300   8.650178E-04   5.715080E-04
   9.400   7.034224E-04   4.611868E-04
   9.500   5.724761E-04   3.725772E-04
   9.600   4.662516E-04   3.013196E-04
   9.700   3.798431E-04   2.438084E-04
   9.800   3.094830E-04   1.973560E-04
   9.900   2.521231E-04   1.597799E-04
  10.000   2.053545E-04   1.293852E-04
  10.100   1.672160E-04   1.048399E-04
  10.200   1.361710E-04   8.502741E-05
  10.300   1.109278E-04   6.908544E-05
  10.400   9.042739E-05   5.624486E-05
  10.500   7.378930E-05   4.591492E-05
  10.600   6.035886E-05   3.767842E-05
  10.700   4.947289E-05   3.103947E-05
  10.800   4.068629E-05   2.573100E-05
  10.900   3.353978E-05   2.141841E-05
  11.000   2.773012E-05   1.791988E-05
  11.100   2.301368E-05   1.508893E-05
  11.200   1.913741E-05   1.274697E-05
  11.300   1.595078E-05   1.081138E-05
  11.400   1.330281E-05   9.182016E-06
  11.500   1.110008E-05   7.809203E-06
  11.600   9.253879E-06   6.642166E-06
  11.700   7.706475E-06   5.646239E-06
  11.800   6.403430E-06   4.792458E-06
  11.900   5.311815E-06   4.063127E-06
  12.000   4.400903E-06   3.442881E-06
  12.100   3.652744E-06   2.924249E-06
  12.200   3.031773E-06   2.483743E-06
  12.300   2.516368E-06   2.109595E-06
  12.400   2.088583E-06   1.791808E-06
  12.500   1.733521E-06   1.521892E-06
  12.600   1.438820E-06   1.292636E-06
  12.700   1.194219E-06   1.097914E-06
  12.800   9.912006E-07   9.325257E-07
  12.900   8.317288E-07   7.954208E-07
  13.000   7.113588E-07   6.835252E-07
  13.100   6.084090E-07   5.873705E-07
  13.200   5.203584E-07   5.047424E-07
  13.300   4.450507E-07   4.337379E-07
  13.400   3.806417E-07   3.727220E-07
  13.500   3.255542E-07   3.202895E-07
  13.600   2.784391E-07   2.752329E-07
  13.700   2.381427E-07   2.365146E-07
  13.800   2.036780E-07   2.032430E-07
  13.900   1.742012E-07   1.746518E-07
  14.000   1.481612E-07   1.507626E-07
  14.100   1.246379E-07   1.313033E-07
  14.200   1.048493E-07   1.143557E-07
  14.300   8.820251E-08   9.959552E-08
  14.400   7.419872E-08   8.674049E-08
  14.500   6.241830E-08   7.554469E-08
  14.600   5.250823E-08   6.579396E-08
  14.700   4.417158E-08   5.730177E-08
  14.800   3.715852E-08   4.990570E-08
  14.900   3.125891E-08   4.346425E-08
  15.000   2.629598E-08   3.785422E-08
  15.100   2.235701E-08   3.306497E-08
  15.200   2.004134E-08   2.930663E-08
  15.300   1.796552E-08   2.597548E-08
  15.400   1.610471E-08   2.302297E-08
  15.500   1.443663E-08   2.040606E-08
  15.600   1.294133E-08   1.808660E-08
  15.700   1.160091E-08   1.603078E-08
  15.800   1.039932E-08   1.420863E-08
  15.900   9.322192E-09   1.259361E-08
  16.000   8.356628E-09   1.116215E-08
  16.100   7.491075E-09   9.893400E-09
  16.200   6.715173E-09   8.768863E-09
  16.300   5.825306E-09   7.811415E-09
  16.400   5.024864E-09   6.964553E-09
  16.500   4.334409E-09   6.209503E-09
  16.600   3.738827E-09   5.536310E-09
  16.700   3.225084E-09   4.936100E-09
  16.800   2.781932E-09   4.400961E-09
  16.900   2.399673E-09   3.923839E-09
  17.000   2.069939E-09   3.498442E-09
  17.100   1.785514E-09   3.119164E-09
  17.200   1.540170E-09   2.781006E-09
  17.300   1.328539E-09   2.479507E-09
  17.400   1.191752E-09   2.248906E-09
  17.500   1.150803E-09   2.106601E-09
  17.600   1.111260E-09   1.973301E-09
  17.700   1.073076E-09   1.848436E-09
  17.800   1.036204E-09   1.731472E-09
  17.900   1.000599E-09   1.621909E-09
  18.000   9.662170E-10   1.519279E-09
  18.100   9.330167E-10   1.423143E-09
  18.200   9.009573E-10   1.333091E-09
  18.300   8.699994E-10   1.248736E-09
  18.400   8.401053E-10   1.169720E-09
  18.500   8.112384E-10   1.095703E-09
  18.600   7.794396E-10   9.992747E-10
  18.700   7.461803E-10   8.939177E-10
  18.800   7.143402E-10   7.996689E-10
  18.900   6.838587E-10   7.153570E-10
  19.000   6.546779E-10   6.399344E-10
  19.100   6.267423E-10   5.724639E-10
  19.200   5.999987E-10   5.121071E-10
  19.300   5.743962E-10   4.581139E-10
  19.400   5.498863E-10   4.098133E-10
  19.500   5.264222E-10   3.666053E-10
  19.600   5.039593E-10   3.279528E-10
  19.700   4.824550E-10   2.933756E-10
  19.800   4.924621E-10   2.903933E-10
  19.900   5.410137E-10   3.227842E-10
 Z= 104 A= 234  Rf beta2= 0.11 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.885591E-02   6.347682E-02
   0.100   7.914514E-02   6.331536E-02
   0.200   7.943544E-02   6.315431E-02
   0.300   7.972679E-02   6.299367E-02
   0.400   8.010921E-02   6.277732E-02
   0.500   8.063098E-02   6.247686E-02
   0.600   8.120468E-02   6.213301E-02
   0.700   8.183850E-02   6.174003E-02
   0.800   8.247727E-02   6.134953E-02
   0.900   8.309920E-02   6.093350E-02
   1.000   8.372129E-02   6.051457E-02
   1.100   8.421062E-02   6.014198E-02
   1.200   8.468713E-02   5.977659E-02
   1.300   8.510828E-02   5.944602E-02
   1.400   8.536653E-02   5.920917E-02
   1.500   8.554863E-02   5.903484E-02
   1.600   8.557479E-02   5.898590E-02
   1.700   8.560096E-02   5.893700E-02
   1.800   8.549726E-02   5.903056E-02
   1.900   8.533627E-02   5.918757E-02
   2.000   8.510065E-02   5.948167E-02
   2.100   8.484236E-02   5.982021E-02
   2.200   8.458370E-02   6.017547E-02
   2.300   8.431775E-02   6.063724E-02
   2.400   8.406630E-02   6.110959E-02
   2.500   8.387224E-02   6.161513E-02
   2.600   8.367863E-02   6.212485E-02
   2.700   8.354682E-02   6.261856E-02
   2.800   8.346397E-02   6.309999E-02
   2.900   8.345103E-02   6.352696E-02
   3.000   8.347984E-02   6.392186E-02
   3.100   8.350865E-02   6.431922E-02
   3.200   8.361490E-02   6.459936E-02
   3.300   8.372309E-02   6.487214E-02
   3.400   8.384539E-02   6.502992E-02
   3.500   8.396788E-02   6.518809E-02
   3.600   8.407097E-02   6.530544E-02
   3.700   8.414713E-02   6.536606E-02
   3.800   8.417690E-02   6.540313E-02
   3.900   8.415832E-02   6.541564E-02
   4.000   8.413975E-02   6.542815E-02
   4.100   8.403191E-02   6.544765E-02
   4.200   8.390872E-02   6.546836E-02
   4.300   8.371070E-02   6.554362E-02
   4.400   8.350674E-02   6.562364E-02
   4.500   8.328920E-02   6.572445E-02
   4.600   8.303686E-02   6.587767E-02
   4.700   8.277375E-02   6.604292E-02
   4.800   8.249040E-02   6.623000E-02
   4.900   8.220802E-02   6.641762E-02
   5.000   8.189433E-02   6.658053E-02
   5.100   8.154534E-02   6.670322E-02
   5.200   8.115197E-02   6.676676E-02
   5.300   8.066330E-02   6.670435E-02
   5.400   8.011503E-02   6.656311E-02
   5.500   7.946448E-02   6.628875E-02
   5.600   7.863102E-02   6.579358E-02
   5.700   7.767800E-02   6.515819E-02
   5.800   7.646847E-02   6.423734E-02
   5.900   7.513398E-02   6.318053E-02
   6.000   7.358588E-02   6.189643E-02
   6.100   7.170986E-02   6.028135E-02
   6.200   6.965501E-02   5.848912E-02
   6.300   6.722295E-02   5.633509E-02
   6.400   6.466304E-02   5.406296E-02
   6.500   6.185975E-02   5.156739E-02
   6.600   5.870108E-02   4.875299E-02
   6.700   5.542345E-02   4.584032E-02
   6.800   5.182278E-02   4.265173E-02
   6.900   4.823014E-02   3.948633E-02
   7.000   4.453858E-02   3.625172E-02
   7.100   4.068468E-02   3.289639E-02
   7.200   3.692281E-02   2.964405E-02
   7.300   3.310507E-02   2.637022E-02
   7.400   2.951971E-02   2.332093E-02
   7.500   2.608473E-02   2.042537E-02
   7.600   2.277696E-02   1.766461E-02
   7.700   1.975240E-02   1.516509E-02
   7.800   1.692423E-02   1.285334E-02
   7.900   1.442831E-02   1.083627E-02
   8.000   1.219933E-02   9.056378E-03
   8.100   1.021377E-02   7.490966E-03
   8.200   8.506326E-03   6.161956E-03
   8.300   7.024585E-03   5.024447E-03
   8.400   5.783937E-03   4.084709E-03
   8.500   4.739851E-03   3.304807E-03
   8.600   3.866787E-03   2.662300E-03
   8.700   3.148132E-03   2.140681E-03
   8.800   2.556929E-03   1.717915E-03
   8.900   2.076163E-03   1.378610E-03
   9.000   1.685148E-03   1.106388E-03
   9.100   1.368550E-03   8.890273E-04
   9.200   1.111901E-03   7.148884E-04
   9.300   9.044513E-04   5.758370E-04
   9.400   7.361514E-04   4.642069E-04
   9.500   5.997645E-04   3.747109E-04
   9.600   4.891040E-04   3.028344E-04
   9.700   3.989295E-04   2.448156E-04
   9.800   3.254018E-04   1.979769E-04
   9.900   2.654222E-04   1.601251E-04
  10.000   2.164924E-04   1.295468E-04
  10.100   1.765625E-04   1.048772E-04
  10.200   1.439877E-04   8.495460E-05
  10.300   1.174585E-04   6.894633E-05
  10.400   9.588079E-05   5.604630E-05
  10.500   7.835876E-05   4.568893E-05
  10.600   6.419836E-05   3.744206E-05
  10.700   5.268404E-05   3.078756E-05
  10.800   4.339434E-05   2.549350E-05
  10.900   3.581209E-05   2.118099E-05
  11.000   2.964984E-05   1.769599E-05
  11.100   2.464500E-05   1.488233E-05
  11.200   2.052211E-05   1.255530E-05
  11.300   1.713213E-05   1.063870E-05
  11.400   1.430982E-05   9.024753E-06
  11.500   1.196216E-05   7.668856E-06
  11.600   9.995110E-06   6.518128E-06
  11.700   8.342757E-06   5.536561E-06
  11.800   6.947048E-06   4.694185E-06
  11.900   5.778052E-06   3.976308E-06
  12.000   4.798698E-06   3.364635E-06
  12.100   3.995657E-06   2.855270E-06
  12.200   3.327001E-06   2.423017E-06
  12.300   2.770241E-06   2.056201E-06
  12.400   2.306653E-06   1.744917E-06
  12.500   1.920645E-06   1.480758E-06
  12.600   1.599233E-06   1.256589E-06
  12.700   1.331608E-06   1.066356E-06
  12.800   1.108769E-06   9.049230E-07
  12.900   9.302092E-07   7.704357E-07
  13.000   7.975136E-07   6.621132E-07
  13.100   6.837472E-07   5.690208E-07
  13.200   5.862097E-07   4.890171E-07
  13.300   5.025861E-07   4.202618E-07
  13.400   4.308915E-07   3.611734E-07
  13.500   3.694242E-07   3.103928E-07
  13.600   3.167254E-07   2.667519E-07
  13.700   2.715441E-07   2.292469E-07
  13.800   2.328079E-07   1.970150E-07
  13.900   1.995976E-07   1.693149E-07
  14.000   1.706383E-07   1.459920E-07
  14.100   1.444413E-07   1.273423E-07
  14.200   1.222661E-07   1.110751E-07
  14.300   1.034953E-07   9.688590E-08
  14.400   8.760633E-08   8.450929E-08
  14.500   7.415666E-08   7.371372E-08
  14.600   6.277184E-08   6.429723E-08
  14.700   5.313486E-08   5.608363E-08
  14.800   4.497739E-08   4.891927E-08
  14.900   3.807229E-08   4.267012E-08
  15.000   3.222728E-08   3.721926E-08
  15.100   2.734809E-08   3.249683E-08
  15.200   2.447565E-08   2.897514E-08
  15.300   2.190491E-08   2.583510E-08
  15.400   1.960418E-08   2.303535E-08
  15.500   1.754510E-08   2.053900E-08
  15.600   1.570229E-08   1.831319E-08
  15.700   1.405303E-08   1.632858E-08
  15.800   1.257701E-08   1.455905E-08
  15.900   1.125601E-08   1.298129E-08
  16.000   1.007376E-08   1.157450E-08
  16.100   9.015687E-09   1.032017E-08
  16.200   8.068745E-09   9.201773E-09
  16.300   7.059821E-09   8.295074E-09
  16.400   6.123776E-09   7.509212E-09
  16.500   5.311839E-09   6.797800E-09
  16.600   4.607555E-09   6.153787E-09
  16.700   3.996650E-09   5.570787E-09
  16.800   3.466744E-09   5.043019E-09
  16.900   3.007097E-09   4.565251E-09
  17.000   2.608393E-09   4.132746E-09
  17.100   2.262552E-09   3.741216E-09
  17.200   1.962566E-09   3.386779E-09
  17.300   1.702354E-09   3.065921E-09
  17.400   1.506644E-09   2.802240E-09
  17.500   1.438904E-09   2.656034E-09
  17.600   1.374209E-09   2.517455E-09
  17.700   1.312423E-09   2.386107E-09
  17.800   1.253414E-09   2.261612E-09
  17.900   1.197059E-09   2.143613E-09
  18.000   1.143238E-09   2.031770E-09
  18.100   1.091837E-09   1.925763E-09
  18.200   1.042746E-09   1.825286E-09
  18.300   9.958630E-10   1.730052E-09
  18.400   9.510878E-10   1.639787E-09
  18.500   9.083256E-10   1.554231E-09
  18.600   8.664549E-10   1.459130E-09
  18.700   8.252329E-10   1.352883E-09
  18.800   7.859722E-10   1.254372E-09
  18.900   7.485793E-10   1.163034E-09
  19.000   7.129653E-10   1.078347E-09
  19.100   6.790457E-10   9.998272E-10
  19.200   6.467399E-10   9.270244E-10
  19.300   6.159710E-10   8.595227E-10
  19.400   5.866659E-10   7.969362E-10
  19.500   5.587551E-10   7.389070E-10
  19.600   5.321721E-10   6.851032E-10
  19.700   5.068538E-10   6.352171E-10
  19.800   5.041779E-10   6.134775E-10
  19.900   5.524423E-10   6.487759E-10
 Z= 104 A= 238  Rf beta2= 0.37 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.802345E-02   6.208631E-02
   0.100   7.830974E-02   6.192567E-02
   0.200   7.859708E-02   6.176544E-02
   0.300   7.888548E-02   6.160563E-02
   0.400   7.925778E-02   6.139460E-02
   0.500   7.977439E-02   6.109640E-02
   0.600   8.033846E-02   6.075948E-02
   0.700   8.096714E-02   6.036998E-02
   0.800   8.160075E-02   5.998297E-02
   0.900   8.222159E-02   5.957307E-02
   1.000   8.284165E-02   5.915820E-02
   1.100   8.334623E-02   5.878806E-02
   1.200   8.382700E-02   5.842950E-02
   1.300   8.427645E-02   5.809337E-02
   1.400   8.454853E-02   5.786492E-02
   1.500   8.477386E-02   5.767786E-02
   1.600   8.482463E-02   5.763985E-02
   1.700   8.487543E-02   5.760186E-02
   1.800   8.482879E-02   5.767938E-02
   1.900   8.470444E-02   5.784951E-02
   2.000   8.452812E-02   5.812918E-02
   2.100   8.431891E-02   5.848034E-02
   2.200   8.411021E-02   5.883363E-02
   2.300   8.390379E-02   5.930173E-02
   2.400   8.369836E-02   5.977956E-02
   2.500   8.357028E-02   6.029322E-02
   2.600   8.344240E-02   6.081130E-02
   2.700   8.335365E-02   6.132015E-02
   2.800   8.333823E-02   6.180733E-02
   2.900   8.336607E-02   6.225932E-02
   3.000   8.345857E-02   6.265591E-02
   3.100   8.355118E-02   6.305502E-02
   3.200   8.369513E-02   6.336363E-02
   3.300   8.385708E-02   6.364145E-02
   3.400   8.402134E-02   6.382091E-02
   3.500   8.418643E-02   6.397547E-02
   3.600   8.434373E-02   6.411687E-02
   3.700   8.445057E-02   6.417389E-02
   3.800   8.453758E-02   6.422238E-02
   3.900   8.454059E-02   6.423480E-02
   4.000   8.454360E-02   6.424721E-02
   4.100   8.448760E-02   6.426699E-02
   4.200   8.438021E-02   6.429320E-02
   4.300   8.422491E-02   6.435878E-02
   4.400   8.403632E-02   6.445205E-02
   4.500   8.384816E-02   6.454546E-02
   4.600   8.361916E-02   6.471283E-02
   4.700   8.338770E-02   6.488622E-02
   4.800   8.313208E-02   6.509752E-02
   4.900   8.287684E-02   6.531011E-02
   5.000   8.260979E-02   6.551227E-02
   5.100   8.231727E-02   6.569153E-02
   5.200   8.197170E-02   6.579664E-02
   5.300   8.155431E-02   6.580322E-02
   5.400   8.110780E-02   6.576754E-02
   5.500   8.050960E-02   6.553546E-02
   5.600   7.982154E-02   6.519009E-02
   5.700   7.893367E-02   6.461144E-02
   5.800   7.784516E-02   6.380918E-02
   5.900   7.668297E-02   6.292049E-02
   6.000   7.518087E-02   6.167718E-02
   6.100   7.351885E-02   6.027017E-02
   6.200   7.151618E-02   5.852906E-02
   6.300   6.922098E-02   5.651141E-02
   6.400   6.685626E-02   5.442891E-02
   6.500   6.404819E-02   5.194175E-02
   6.600   6.110207E-02   4.933702E-02
   6.700   5.780945E-02   4.643133E-02
   6.800   5.428638E-02   4.333832E-02
   6.900   5.081510E-02   4.030913E-02
   7.000   4.701706E-02   3.701714E-02
   7.100   4.325660E-02   3.378354E-02
   7.200   3.936381E-02   3.046609E-02
   7.300   3.548987E-02   2.719652E-02
   7.400   3.187027E-02   2.417258E-02
   7.500   2.823138E-02   2.116665E-02
   7.600   2.485169E-02   1.840796E-02
   7.700   2.162092E-02   1.580499E-02
   7.800   1.863660E-02   1.343315E-02
   7.900   1.600072E-02   1.136789E-02
   8.000   1.356554E-02   9.489403E-03
   8.100   1.144072E-02   7.876055E-03
   8.200   9.559011E-03   6.470539E-03
   8.300   7.935143E-03   5.278920E-03
   8.400   6.568918E-03   4.293957E-03
   8.500   5.397217E-03   3.464956E-03
   8.600   4.423711E-03   2.789016E-03
   8.700   3.611460E-03   2.235929E-03
   8.800   2.943200E-03   1.789748E-03
   8.900   2.396811E-03   1.431659E-03
   9.000   1.950026E-03   1.144615E-03
   9.100   1.587171E-03   9.157635E-04
   9.200   1.292689E-03   7.335337E-04
   9.300   1.053983E-03   5.883569E-04
   9.400   8.597520E-04   4.721837E-04
   9.500   7.022523E-04   3.795492E-04
   9.600   5.740633E-04   3.053488E-04
   9.700   4.696111E-04   2.458226E-04
   9.800   3.842647E-04   1.979314E-04
   9.900   3.144638E-04   1.593809E-04
  10.000   2.572996E-04   1.283111E-04
  10.100   2.105689E-04   1.033283E-04
  10.200   1.723220E-04   8.324859E-05
  10.300   1.410858E-04   6.716182E-05
  10.400   1.155341E-04   5.421516E-05
  10.500   9.474342E-05   4.392157E-05
  10.600   7.780641E-05   3.568191E-05
  10.700   6.407199E-05   2.915040E-05
  10.800   5.291790E-05   2.394877E-05
  10.900   4.376077E-05   1.972267E-05
  11.000   3.635331E-05   1.637887E-05
  11.100   3.027081E-05   1.365600E-05
  11.200   2.529586E-05   1.145622E-05
  11.300   2.118351E-05   9.644139E-06
  11.400   1.775578E-05   8.130660E-06
  11.500   1.490207E-05   6.870003E-06
  11.600   1.250999E-05   5.806283E-06
  11.700   1.049245E-05   4.902060E-06
  11.800   8.787513E-06   4.130615E-06
  11.900   7.355043E-06   3.477680E-06
  12.000   6.139957E-06   2.918187E-06
  12.100   5.139694E-06   2.455192E-06
  12.200   4.307447E-06   2.067998E-06
  12.300   3.609962E-06   1.741866E-06
  12.400   3.025418E-06   1.467166E-06
  12.500   2.535526E-06   1.235788E-06
  12.600   2.124960E-06   1.040899E-06
  12.700   1.780875E-06   8.767447E-07
  12.800   1.492506E-06   7.384784E-07
  12.900   1.250832E-06   6.220172E-07
  13.000   1.072471E-06   5.298770E-07
  13.100   9.236973E-07   4.523948E-07
  13.200   7.955613E-07   3.862426E-07
  13.300   6.852004E-07   3.297636E-07
  13.400   5.901488E-07   2.815433E-07
  13.500   5.082829E-07   2.403742E-07
  13.600   4.377735E-07   2.052250E-07
  13.700   3.770452E-07   1.752156E-07
  13.800   3.247412E-07   1.495944E-07
  13.900   2.796928E-07   1.277197E-07
  14.000   2.408936E-07   1.090437E-07
  14.100   2.062640E-07   9.388447E-08
