 Z=  14 A=  22  Si beta2= 0.13 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   6.301172E-02   8.488887E-02
   0.100   6.314324E-02   8.493461E-02
   0.200   6.345462E-02   8.504297E-02
   0.300   6.395391E-02   8.521677E-02
   0.400   6.460969E-02   8.544553E-02
   0.500   6.537489E-02   8.571105E-02
   0.600   6.620148E-02   8.599568E-02
   0.700   6.703820E-02   8.627737E-02
   0.800   6.783303E-02   8.653148E-02
   0.900   6.853712E-02   8.673460E-02
   1.000   6.909948E-02   8.685890E-02
   1.100   6.946639E-02   8.687165E-02
   1.200   6.960247E-02   8.674738E-02
   1.300   6.943518E-02   8.643249E-02
   1.400   6.900692E-02   8.594441E-02
   1.500   6.831144E-02   8.527589E-02
   1.600   6.727123E-02   8.435511E-02
   1.700   6.596208E-02   8.322933E-02
   1.800   6.421757E-02   8.175103E-02
   1.900   6.218929E-02   8.002004E-02
   2.000   5.990442E-02   7.804765E-02
   2.100   5.730876E-02   7.576523E-02
   2.200   5.451829E-02   7.326209E-02
   2.300   5.138584E-02   7.037717E-02
   2.400   4.810145E-02   6.727230E-02
   2.500   4.471523E-02   6.398295E-02
   2.600   4.119667E-02   6.046086E-02
   2.700   3.767603E-02   5.682891E-02
   2.800   3.404147E-02   5.295031E-02
   2.900   3.048540E-02   4.902307E-02
   3.000   2.705736E-02   4.509749E-02
   3.100   2.374688E-02   4.115839E-02
   3.200   2.065357E-02   3.732446E-02
   3.300   1.770908E-02   3.351511E-02
   3.400   1.503565E-02   2.989366E-02
   3.500   1.264220E-02   2.648823E-02
   3.600   1.051069E-02   2.329793E-02
   3.700   8.662256E-03   2.037631E-02
   3.800   7.049249E-03   1.768085E-02
   3.900   5.691547E-03   1.527077E-02
   4.000   4.560695E-03   1.313194E-02
   4.100   3.626481E-03   1.124723E-02
   4.200   2.867150E-03   9.605249E-03
   4.300   2.250305E-03   8.177293E-03
   4.400   1.759117E-03   6.952881E-03
   4.500   1.370055E-03   5.905711E-03
   4.600   1.063522E-03   5.014629E-03
   4.700   8.235921E-04   4.257767E-03
   4.800   6.360324E-04   3.617678E-03
   4.900   4.905065E-04   3.076603E-03
   5.000   3.777933E-04   2.619002E-03
   5.100   2.906773E-04   2.232783E-03
   5.200   2.234759E-04   1.905852E-03
   5.300   1.717048E-04   1.630325E-03
   5.400   1.319150E-04   1.396959E-03
   5.500   1.013387E-04   1.198999E-03
   5.600   7.787006E-05   1.031177E-03
   5.700   5.984965E-05   8.882700E-04
   5.800   4.602717E-05   7.671286E-04
   5.900   3.541333E-05   6.636682E-04
   6.000   2.725823E-05   5.751378E-04
   6.100   2.098890E-05   4.993849E-04
   6.200   1.616475E-05   4.342489E-04
   6.300   1.245380E-05   3.784475E-04
   6.400   9.597369E-06   3.302935E-04
   6.500   7.397757E-06   2.886627E-04
   6.600   5.705250E-06   2.526702E-04
   6.700   4.401925E-06   2.214266E-04
   6.800   3.399987E-06   1.943864E-04
   6.900   2.628585E-06   1.708482E-04
   7.000   2.034107E-06   1.503309E-04
   7.100   1.575642E-06   1.324494E-04
   7.200   1.221337E-06   1.168150E-04
   7.300   9.474029E-07   1.031786E-04
   7.400   7.350052E-07   9.122040E-05
   7.500   5.702148E-07   8.072330E-05
   7.600   4.422281E-07   7.150099E-05
   7.700   3.428654E-07   6.337283E-05
   7.800   2.657803E-07   5.621144E-05
   7.900   2.061039E-07   4.987458E-05
   8.000   1.599089E-07   4.426161E-05
   8.100   1.242428E-07   3.927781E-05
   8.200   9.680502E-08   3.482629E-05
   8.300   7.567685E-08   3.084273E-05
   8.400   5.916001E-08   2.731482E-05
   8.500   4.624805E-08   2.419045E-05
   8.600   3.615419E-08   2.142346E-05
   8.700   2.826336E-08   1.897297E-05
   8.800   2.205732E-08   1.678216E-05
   8.900   1.715484E-08   1.480738E-05
   9.000   1.334199E-08   1.306498E-05
   9.100   1.037659E-08   1.152760E-05
   9.200   8.070283E-09   1.017113E-05
   9.300   6.276576E-09   8.974283E-06
   9.400   4.881540E-09   7.918267E-06
   9.500   3.796565E-09   6.986514E-06
   9.600   3.001829E-09   6.142322E-06
   9.700   2.378346E-09   5.397716E-06
   9.800   1.884361E-09   4.743375E-06
   9.900   1.492978E-09   4.168357E-06
  10.000   1.182885E-09   3.663046E-06
  10.100   9.371983E-10   3.218991E-06
  10.200   7.425413E-10   2.828768E-06
  10.300   5.817544E-10   2.481414E-06
  10.400   4.464306E-10   2.169538E-06
  10.500   3.425849E-10   1.896860E-06
  10.600   2.628951E-10   1.658454E-06
  10.700   2.017422E-10   1.450012E-06
  10.800   1.548143E-10   1.267767E-06
  10.900   1.188024E-10   1.108428E-06
  11.000   9.116738E-11   9.691157E-07
  11.100   7.393709E-11   8.542002E-07
  11.200   6.128603E-11   7.553208E-07
  11.300   5.079964E-11   6.678874E-07
  11.400   4.210753E-11   5.905750E-07
  11.500   3.490269E-11   5.222120E-07
  11.600   2.893064E-11   4.617625E-07
  11.700   2.398044E-11   4.083104E-07
  11.800   1.987725E-11   3.610457E-07
  11.900   1.457322E-11   3.249992E-07
  12.000   1.061860E-11   2.928149E-07
  12.100   7.737115E-12   2.638177E-07
  12.200   5.637556E-12   2.376921E-07
  12.300   4.107737E-12   2.141537E-07
  12.400   2.993053E-12   1.929463E-07
  12.500   2.180852E-12   1.738390E-07
  12.600   1.592322E-12   1.566963E-07
  12.700   1.377065E-12   1.467248E-07
  12.800   1.190907E-12   1.373878E-07
  12.900   1.029914E-12   1.286450E-07
  13.000   8.906856E-13   1.204585E-07
  13.100   7.702786E-13   1.127930E-07
  13.200   6.661487E-13   1.056153E-07
  13.300   5.760956E-13   9.889439E-08
  13.400   4.982163E-13   9.260115E-08
  13.500   5.594088E-13   8.246470E-08
  13.600   6.608794E-13   7.272367E-08
  13.700   7.807557E-13   6.413328E-08
  13.800   9.223762E-13   5.655763E-08
  13.900   1.089685E-12   4.987683E-08
  14.000   1.287342E-12   4.398520E-08
  14.100   1.520852E-12   3.878951E-08
  14.200   1.796718E-12   3.420755E-08
  14.300   1.896663E-12   2.876865E-08
  14.400   1.612321E-12   2.208327E-08
  14.500   1.370606E-12   1.695147E-08
  14.600   1.165129E-12   1.301222E-08
  14.700   9.904559E-13   9.988384E-09
  14.800   8.419696E-13   7.667242E-09
  14.900   7.157439E-13   5.885497E-09
  15.000   6.084416E-13   4.517801E-09
  15.100   5.172258E-13   3.467935E-09
  15.200   4.037454E-13   2.508273E-09
  15.300   2.780529E-13   1.662326E-09
  15.400   1.914905E-13   1.101685E-09
  15.500   1.318764E-13   7.301275E-10
  15.600   9.082116E-14   4.838826E-10
  15.700   6.254706E-14   3.206870E-10
  15.800   4.307515E-14   2.125311E-10
  15.900   2.966515E-14   1.408523E-10
  16.000   2.042991E-14   9.334803E-11
  16.100   1.406975E-14   6.186520E-11
  16.200   8.443212E-15   3.645682E-11
  16.300   4.917903E-15   2.094428E-11
  16.400   2.864523E-15   1.203240E-11
  16.500   1.668494E-15   6.912557E-12
  16.600   9.718446E-16   3.971233E-12
  16.700   5.660686E-16   2.281456E-12
  16.800   3.297170E-16   1.310686E-12
  16.900   1.920497E-16   7.529832E-13
  17.000   1.118629E-16   4.325855E-13
  17.100   6.515657E-17   2.485184E-13
  17.200   3.677214E-17   1.386520E-13
  17.300   1.829082E-17   6.880442E-14
  17.400   9.098035E-18   3.414339E-14
  17.500   4.525451E-18   1.694326E-14
  17.600   2.251004E-18   8.407897E-15
  17.700   1.119671E-18   4.172321E-15
  17.800   5.569355E-19   2.070466E-15
  17.900   2.770252E-19   1.027445E-15
  18.000   1.377950E-19   5.098575E-16
  18.100   6.854060E-20   2.530109E-16
  18.200   3.409276E-20   1.255537E-16
  18.300   1.695807E-20   6.230457E-17
  18.400   8.435112E-21   3.091792E-17
  18.500   4.195707E-21   1.534266E-17
  18.600   2.086986E-21   7.613615E-18
  18.700   1.038087E-21   3.778168E-18
  18.800   5.163547E-22   1.874872E-18
  18.900   2.568399E-22   9.303835E-19
  19.000   1.277547E-22   4.616920E-19
  19.100   6.354643E-23   2.291093E-19
  19.200   3.160861E-23   1.136928E-19
  19.300   1.572243E-23   5.641874E-20
  19.400   7.820493E-24   2.799715E-20
  19.500   3.889990E-24   1.389326E-20
  19.600   1.934919E-24   6.894368E-21
  19.700   9.624476E-25   3.421250E-21
  19.800   4.787309E-25   1.697756E-21
  19.900   2.381254E-25   8.424915E-22
