 Z=  12 A=  20  Mg beta2=-0.21 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   6.595210E-02   7.792094E-02
   0.100   6.607801E-02   7.801376E-02
   0.200   6.638242E-02   7.824145E-02
   0.300   6.686532E-02   7.860431E-02
   0.400   6.749411E-02   7.908040E-02
   0.500   6.822632E-02   7.963993E-02
   0.600   6.901100E-02   8.024830E-02
   0.700   6.979555E-02   8.086707E-02
   0.800   7.052535E-02   8.145622E-02
   0.900   7.114841E-02   8.197556E-02
   1.000   7.161639E-02   8.238672E-02
   1.100   7.187951E-02   8.264818E-02
   1.200   7.186090E-02   8.269619E-02
   1.300   7.159371E-02   8.254787E-02
   1.400   7.106864E-02   8.219148E-02
   1.500   7.020272E-02   8.154965E-02
   1.600   6.906579E-02   8.067332E-02
   1.700   6.748395E-02   7.939962E-02
   1.800   6.560224E-02   7.784182E-02
   1.900   6.344471E-02   7.601258E-02
   2.000   6.095221E-02   7.384298E-02
   2.100   5.824084E-02   7.142947E-02
   2.200   5.514955E-02   6.860269E-02
   2.300   5.187279E-02   6.553821E-02
   2.400   4.846234E-02   6.227587E-02
   2.500   4.488380E-02   5.876790E-02
   2.600   4.127360E-02   5.514497E-02
   2.700   3.750471E-02   5.126271E-02
   2.800   3.378387E-02   4.732846E-02
   2.900   3.016761E-02   4.339817E-02
   3.000   2.664382E-02   3.945579E-02
   3.100   2.332488E-02   3.562780E-02
   3.200   2.013213E-02   3.182467E-02
   3.300   1.720687E-02   2.821838E-02
   3.400   1.456627E-02   2.484162E-02
   3.500   1.219472E-02   2.169137E-02
   3.600   1.012182E-02   1.882286E-02
   3.700   8.295245E-03   1.618873E-02
   3.800   6.744933E-03   1.384921E-02
   3.900   5.443818E-03   1.178918E-02
   4.000   4.360443E-03   9.989110E-03
   4.100   3.473532E-03   8.436436E-03
   4.200   2.746902E-03   7.097298E-03
   4.300   2.163758E-03   5.960613E-03
   4.400   1.698577E-03   4.999488E-03
   4.500   1.329334E-03   4.190715E-03
   4.600   1.038214E-03   3.512208E-03
   4.700   8.087458E-04   2.944593E-03
   4.800   6.292279E-04   2.470482E-03
   4.900   4.891057E-04   2.074627E-03
   5.000   3.798964E-04   1.744656E-03
   5.100   2.949581E-04   1.468968E-03
   5.200   2.289013E-04   1.239275E-03
   5.300   1.776378E-04   1.047091E-03
   5.400   1.378861E-04   8.861409E-04
   5.500   1.070815E-04   7.514008E-04
   5.600   8.320206E-05   6.381853E-04
   5.700   6.468866E-05   5.433017E-04
   5.800   5.032050E-05   4.632937E-04
   5.900   3.916925E-05   3.957550E-04
   6.000   3.050628E-05   3.386976E-04
   6.100   2.377071E-05   2.903031E-04
   6.200   1.853004E-05   2.493190E-04
   6.300   1.445013E-05   2.143912E-04
   6.400   1.127432E-05   1.845950E-04
   6.500   8.802175E-06   1.591430E-04
   6.600   6.876789E-06   1.373437E-04
   6.700   5.378016E-06   1.186853E-04
   6.800   4.209493E-06   1.026493E-04
   6.900   3.298185E-06   8.886150E-05
   7.000   2.586729E-06   7.700317E-05
   7.100   2.030327E-06   6.678264E-05
   7.200   1.594557E-06   5.797722E-05
   7.300   1.252539E-06   5.036320E-05
   7.400   9.841071E-07   4.377713E-05
   7.500   7.732141E-07   3.806583E-05
   7.600   6.075826E-07   3.310708E-05
   7.700   4.774756E-07   2.878682E-05
   7.800   3.754175E-07   2.501814E-05
   7.900   2.954012E-07   2.173227E-05
   8.000   2.327413E-07   1.885912E-05
   8.100   1.837761E-07   1.632578E-05
   8.200   1.454692E-07   1.409024E-05
   8.300   1.151472E-07   1.216081E-05
   8.400   9.114551E-08   1.049559E-05
   8.500   7.214684E-08   9.058389E-06
   8.600   5.710832E-08   7.817991E-06
   8.700   4.516665E-08   6.706716E-06
   8.800   3.568062E-08   5.705301E-06
