 Z= 102 A= 226  No beta2= 0.07 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   5.000   8.362254E-02   6.432958E-02
   5.100   8.332858E-02   6.452463E-02
   5.200   8.298831E-02   6.464943E-02
   5.300   8.258403E-02   6.467965E-02
   5.400   8.214228E-02   6.465260E-02
   5.500   8.156641E-02   6.444450E-02
   5.600   8.090118E-02   6.411959E-02
   5.700   8.003972E-02   6.355878E-02
   5.800   7.899194E-02   6.278744E-02
   5.900   7.784155E-02   6.189774E-02
   6.000   7.638645E-02   6.068731E-02
   6.100   7.476292E-02   5.930527E-02
   6.200   7.279571E-02   5.758579E-02
   6.300   7.055377E-02   5.560933E-02
   6.400   6.819157E-02   5.352403E-02
   6.500   6.543230E-02   5.108341E-02
   6.600   6.251515E-02   4.851308E-02
   6.700   5.923785E-02   4.563889E-02
   6.800   5.574504E-02   4.259871E-02
   6.900   5.224153E-02   3.957476E-02
   7.000   4.845690E-02   3.633996E-02
   7.100   4.468257E-02   3.315005E-02
   7.200   4.075545E-02   2.987119E-02
   7.300   3.685422E-02   2.665620E-02
   7.400   3.315589E-02   2.365011E-02
   7.500   2.947076E-02   2.069998E-02
   7.600   2.602309E-02   1.798384E-02
   7.700   2.271039E-02   1.541826E-02
   7.800   1.964936E-02   1.309003E-02
   7.900   1.691461E-02   1.104932E-02
   8.000   1.440076E-02   9.211154E-03
   8.100   1.219169E-02   7.629776E-03
   8.200   1.022447E-02   6.252371E-03
   8.300   8.523256E-03   5.088726E-03
   8.400   7.080261E-03   4.125198E-03
   8.500   5.843567E-03   3.319680E-03
   8.600   4.809464E-03   2.663173E-03
   8.700   3.942139E-03   2.126925E-03
   8.800   3.225979E-03   1.695767E-03
   8.900   2.637598E-03   1.350776E-03
   9.000   2.155147E-03   1.075491E-03
   9.100   1.761359E-03   8.566340E-04
   9.200   1.440303E-03   6.828701E-04
   9.300   1.179004E-03   5.450199E-04
   9.400   9.657518E-04   4.353307E-04
   9.500   7.922225E-04   3.482050E-04
   9.600   6.503933E-04   2.787122E-04
   9.700   5.343516E-04   2.231560E-04
   9.800   4.392223E-04   1.786792E-04
   9.900   3.611333E-04   1.430703E-04
  10.000   2.969967E-04   1.145228E-04
  10.100   2.442928E-04   9.166818E-05
  10.200   2.009551E-04   7.337185E-05
  10.300   1.654089E-04   5.879308E-05
  10.400   1.362064E-04   4.714574E-05
  10.500   1.123357E-04   3.792929E-05
  10.600   9.277562E-05   3.059546E-05
  10.700   7.681434E-05   2.481277E-05
  10.800   6.377432E-05   2.023241E-05
  10.900   5.303739E-05   1.655198E-05
  11.000   4.428858E-05   1.364717E-05
  11.100   3.706776E-05   1.129941E-05
  11.200   3.112835E-05   9.412200E-06
  11.300   2.619571E-05   7.866144E-06
  11.400   2.207197E-05   6.586604E-06
  11.500   1.862499E-05   5.524171E-06
  11.600   1.572133E-05   4.633126E-06
  11.700   1.326449E-05   3.878744E-06
  11.800   1.118182E-05   3.239656E-06
  11.900   9.421095E-06   2.702061E-06
  12.000   7.925204E-06   2.245631E-06
  12.100   6.684545E-06   1.871594E-06
  12.200   5.648670E-06   1.563187E-06
  12.300   4.773320E-06   1.305600E-06
  12.400   4.033619E-06   1.090459E-06
  12.500   3.408547E-06   9.107698E-07
  12.600   2.880339E-06   7.606903E-07
  12.700   2.433985E-06   6.353414E-07
  12.800   2.056801E-06   5.306478E-07
  12.900   1.738067E-06   4.432060E-07
  13.000   1.495416E-06   3.739572E-07
  13.100   1.295196E-06   3.167113E-07
  13.200   1.121784E-06   2.682287E-07
  13.300   9.715894E-07   2.271679E-07
  13.400   8.415043E-07   1.923927E-07
  13.500   7.288362E-07   1.629410E-07
  13.600   6.312530E-07   1.379978E-07
  13.700   5.467352E-07   1.168729E-07
  13.800   4.735334E-07   9.898182E-08
  13.900   4.101325E-07   8.382955E-08
  14.000   3.552203E-07   7.099681E-08
  14.100   3.070734E-07   6.049788E-08
  14.200   2.651892E-07   5.171586E-08
  14.300   2.290179E-07   4.420867E-08
  14.400   1.977803E-07   3.779124E-08
  14.500   1.708034E-07   3.230537E-08
  14.600   1.475062E-07   2.761585E-08
  14.700   1.273866E-07   2.360707E-08
  14.800   1.100113E-07   2.018021E-08
  14.900   9.500596E-08   1.725081E-08
  15.000   8.204733E-08   1.474664E-08
  15.100   7.085622E-08   1.260598E-08
  15.200   6.207162E-08   1.089256E-08
  15.300   5.537338E-08   9.541699E-09
  15.400   4.939796E-08   8.358371E-09
  15.500   4.406735E-08   7.321795E-09
  15.600   3.931198E-08   6.413772E-09
  15.700   3.506977E-08   5.618359E-09
  15.800   3.128534E-08   4.921590E-09
  15.900   2.790929E-08   4.311232E-09
  16.000   2.489756E-08   3.776568E-09
  16.100   2.221082E-08   3.308211E-09
  16.200   1.981402E-08   2.897939E-09
  16.300   1.765535E-08   2.540102E-09
  16.400   1.551738E-08   2.242629E-09
  16.500   1.363832E-08   1.979993E-09
  16.600   1.198679E-08   1.748115E-09
  16.700   1.053526E-08   1.543392E-09
  16.800   9.259501E-09   1.362645E-09
  16.900   8.138228E-09   1.203065E-09
  17.000   7.152735E-09   1.062173E-09
  17.100   6.286579E-09   9.377814E-10
  17.200   5.525310E-09   8.279573E-10
  17.300   4.856226E-09   7.309947E-10
  17.400   4.268165E-09   6.453875E-10
  17.500   3.851370E-09   5.989393E-10
  17.600   3.559718E-09   5.816963E-10
  17.700   3.290152E-09   5.649498E-10
  17.800   3.040999E-09   5.486854E-10
  17.900   2.810714E-09   5.328892E-10
  18.000   2.597867E-09   5.175477E-10
  18.100   2.401139E-09   5.026480E-10
  18.200   2.219309E-09   4.881771E-10
  18.300   2.051247E-09   4.741229E-10
  18.400   1.895913E-09   4.604733E-10
  18.500   1.752341E-09   4.472167E-10
  18.600   1.619642E-09   4.343417E-10
  18.700   1.498719E-09   4.062574E-10
  18.800   1.387486E-09   3.741086E-10
  18.900   1.284509E-09   3.445038E-10
  19.000   1.189175E-09   3.172418E-10
  19.100   1.100916E-09   2.921372E-10
  19.200   1.019208E-09   2.690192E-10
  19.300   9.435641E-10   2.477306E-10
  19.400   8.735343E-10   2.281267E-10
  19.500   8.087020E-10   2.100741E-10
  19.600   7.486814E-10   1.934501E-10
  19.700   6.931155E-10   1.781416E-10
  19.800   6.416736E-10   1.640445E-10
  19.900   6.445148E-10   1.701116E-10
 Z= 102 A= 240  No beta2= 0.29 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.801944E-02   6.103092E-02
   0.100   7.830355E-02   6.086519E-02
   0.200   7.858869E-02   6.069991E-02
   0.300   7.887486E-02   6.053508E-02
   0.400   7.924128E-02   6.031918E-02
   0.500   7.975418E-02   6.001090E-02
   0.600   8.031260E-02   5.966439E-02
   0.700   8.093843E-02   5.926082E-02
   0.800   8.156914E-02   5.885997E-02
   0.900   8.218969E-02   5.843599E-02
   1.000   8.280941E-02   5.800567E-02
   1.100   8.332377E-02   5.761792E-02
   1.200   8.380993E-02   5.724387E-02
   1.300   8.427626E-02   5.688644E-02
   1.400   8.456096E-02   5.664553E-02
   1.500   8.481356E-02   5.643562E-02
   1.600   8.488773E-02   5.638837E-02
   1.700   8.496197E-02   5.634116E-02
   1.800   8.495576E-02   5.639650E-02
   1.900   8.486518E-02   5.655976E-02
   2.000   8.473498E-02   5.681888E-02
   2.100   8.457041E-02   5.716295E-02
   2.200   8.440615E-02   5.750911E-02
   2.300   8.425277E-02   5.795816E-02
   2.400   8.410132E-02   5.842660E-02
   2.500   8.402748E-02   5.892516E-02
   2.600   8.396116E-02   5.943054E-02
   2.700   8.392306E-02   5.992971E-02
   2.800   8.397272E-02   6.039991E-02
   2.900   8.405267E-02   6.084472E-02
   3.000   8.420688E-02   6.122112E-02
   3.100   8.436137E-02   6.159985E-02
   3.200   8.455452E-02   6.190278E-02
   3.300   8.477159E-02   6.215933E-02
   3.400   8.498291E-02   6.233555E-02
   3.500   8.519159E-02   6.247156E-02
   3.600   8.540079E-02   6.260786E-02
   3.700   8.553842E-02   6.265093E-02
   3.800   8.567094E-02   6.269235E-02
   3.900   8.569192E-02   6.270022E-02
   4.000   8.571290E-02   6.270809E-02
   4.100   8.568804E-02   6.272493E-02
   4.200   8.558716E-02   6.275668E-02
   4.300   8.544876E-02   6.282103E-02
   4.400   8.525938E-02   6.292998E-02
   4.500   8.507042E-02   6.303912E-02
   4.600   8.484611E-02   6.321321E-02
   4.700   8.461076E-02   6.340897E-02
   4.800   8.435723E-02   6.363582E-02
   4.900   8.409981E-02   6.387109E-02
   5.000   8.383854E-02   6.410227E-02
   5.100   8.354772E-02   6.430165E-02
   5.200   8.321701E-02   6.443793E-02
   5.300   8.282759E-02   6.448612E-02
   5.400   8.239089E-02   6.446259E-02
   5.500   8.183502E-02   6.427744E-02
   5.600   8.118737E-02   6.397131E-02
   5.700   8.034779E-02   6.343150E-02
   5.800   7.933449E-02   6.269441E-02
   5.900   7.818769E-02   6.180581E-02
   6.000   7.676918E-02   6.063244E-02
   6.100   7.517171E-02   5.927490E-02
   6.200   7.323185E-02   5.758269E-02
   6.300   7.103443E-02   5.564899E-02
   6.400   6.866479E-02   5.355757E-02
   6.500   6.594725E-02   5.115736E-02
   6.600   6.305002E-02   4.860746E-02
   6.700   5.979282E-02   4.575585E-02
   6.800   5.633520E-02   4.275205E-02
   6.900   5.280260E-02   3.970956E-02
   7.000   4.904050E-02   3.650281E-02
   7.100   4.526184E-02   3.331758E-02
   7.200   4.132804E-02   3.004384E-02
   7.300   3.742900E-02   2.684236E-02
   7.400   3.368006E-02   2.380753E-02
   7.500   2.998332E-02   2.086165E-02
   7.600   2.650281E-02   1.813289E-02
   7.700   2.315661E-02   1.555610E-02
   7.800   2.006753E-02   1.322148E-02
   7.900   1.727970E-02   1.115555E-02
   8.000   1.473353E-02   9.307260E-03
   8.100   1.248462E-02   7.710360E-03
   8.200   1.048167E-02   6.320114E-03
   8.300   8.748847E-03   5.146130E-03
   8.400   7.270015E-03   4.169014E-03
   8.500   6.006403E-03   3.355357E-03
   8.600   4.946154E-03   2.690450E-03
   8.700   4.056976E-03   2.147897E-03
   8.800   3.322033E-03   1.711695E-03
   8.900   2.717050E-03   1.362405E-03
   9.000   2.220917E-03   1.083937E-03
   9.100   1.815309E-03   8.624608E-04
   9.200   1.484876E-03   6.869704E-04
   9.300   1.215740E-03   5.477788E-04
   9.400   9.961626E-04   4.371621E-04
   9.500   8.172744E-04   3.493231E-04
   9.600   6.709844E-04   2.792908E-04
   9.700   5.514357E-04   2.234358E-04
   9.800   4.533819E-04   1.787509E-04
   9.900   3.728679E-04   1.429904E-04
  10.000   3.067116E-04   1.143425E-04
  10.100   2.523044E-04   9.141100E-05
  10.200   2.076058E-04   7.308934E-05
  10.300   1.709095E-04   5.849246E-05
  10.400   1.407579E-04   4.684860E-05
  10.500   1.160855E-04   3.763035E-05
  10.600   9.584941E-05   3.030068E-05
  10.700   7.935563E-05   2.453577E-05
  10.800   6.586411E-05   1.996825E-05
  10.900   5.477604E-05   1.631703E-05
  11.000   4.571978E-05   1.342765E-05
  11.100   3.824823E-05   1.109824E-05
  11.200   3.211280E-05   9.232072E-06
  11.300   2.701619E-05   7.704732E-06
  11.400   2.276196E-05   6.444923E-06
  11.500   1.920180E-05   5.398562E-06
  11.600   1.620436E-05   4.522177E-06
  11.700   1.367158E-05   3.781843E-06
  11.800   1.152510E-05   3.155498E-06
  11.900   9.708373E-06   2.627817E-06
  12.000   8.166165E-06   2.181016E-06
  12.100   6.881751E-06   1.813761E-06
  12.200   5.812111E-06   1.512528E-06
  12.300   4.908727E-06   1.261325E-06
  12.400   4.145757E-06   1.051842E-06
  12.500   3.501377E-06   8.771500E-07
  12.600   2.957153E-06   7.314714E-07
  12.700   2.497519E-06   6.099873E-07
  12.800   2.109326E-06   5.086795E-07
  12.900   1.781471E-06   4.241971E-07
  13.000   1.527736E-06   3.569301E-07
  13.100   1.322153E-06   3.019423E-07
  13.200   1.144234E-06   2.554258E-07
  13.300   9.902580E-07   2.160755E-07
  13.400   8.570018E-07   1.827874E-07
  13.500   7.416775E-07   1.546276E-07
  13.600   6.418721E-07   1.308060E-07
  13.700   5.554972E-07   1.106543E-07
  13.800   4.807455E-07   9.360719E-08
  13.900   4.160530E-07   7.918628E-08
  14.000   3.600659E-07   6.698702E-08
  14.100   3.109955E-07   5.693620E-08
  14.200   2.681681E-07   4.858515E-08
  14.300   2.312384E-07   4.145898E-08
  14.400   1.993944E-07   3.537804E-08
  14.500   1.719357E-07   3.018901E-08
  14.600   1.482583E-07   2.576107E-08
  14.700   1.278415E-07   2.198260E-08
  14.800   1.102364E-07   1.875833E-08
  14.900   9.505567E-08   1.600697E-08
  15.000   8.196548E-08   1.365917E-08
  15.100   7.067796E-08   1.165573E-08
  15.200   6.159107E-08   1.002860E-08
  15.300   5.488905E-08   8.781324E-09
  15.400   4.891630E-08   7.689178E-09
  15.500   4.359348E-08   6.732864E-09
  15.600   3.884986E-08   5.895488E-09
  15.700   3.462241E-08   5.162257E-09
  15.800   3.085498E-08   4.520220E-09
  15.900   2.749750E-08   3.958034E-09
  16.000   2.450536E-08   3.465767E-09
  16.100   2.183881E-08   3.034725E-09
  16.200   1.946242E-08   2.657292E-09
  16.300   1.734462E-08   2.326800E-09
  16.400   1.522580E-08   2.054011E-09
  16.500   1.335521E-08   1.813977E-09
  16.600   1.171443E-08   1.601994E-09
  16.700   1.027523E-08   1.414784E-09
  16.800   9.012848E-09   1.249451E-09
  16.900   7.905557E-09   1.103439E-09
  17.000   6.934305E-09   9.744899E-10
  17.100   6.082378E-09   8.606101E-10
  17.200   5.335116E-09   7.600384E-10
  17.300   4.679661E-09   6.712196E-10
  17.400   4.104732E-09   5.927803E-10
  17.500   3.675315E-09   5.441035E-10
  17.600   3.399882E-09   5.309022E-10
  17.700   3.145090E-09   5.180212E-10
  17.800   2.909393E-09   5.054527E-10
  17.900   2.691359E-09   4.931892E-10
  18.000   2.489665E-09   4.812233E-10
  18.100   2.303086E-09   4.695476E-10
  18.200   2.130490E-09   4.581552E-10
  18.300   1.970828E-09   4.470393E-10
  18.400   1.823132E-09   4.361930E-10
  18.500   1.686504E-09   4.256099E-10
  18.600   1.560115E-09   4.152836E-10
  18.700   1.444522E-09   3.931496E-10
  18.800   1.338446E-09   3.635693E-10
  18.900   1.240160E-09   3.362146E-10
  19.000   1.149091E-09   3.109180E-10
  19.100   1.064710E-09   2.875247E-10
  19.200   9.865248E-10   2.658916E-10
  19.300   9.140812E-10   2.458861E-10
  19.400   8.469573E-10   2.273858E-10
  19.500   7.847626E-10   2.102774E-10
  19.600   7.271350E-10   1.944563E-10
  19.700   6.737392E-10   1.798255E-10
  19.800   6.242644E-10   1.662956E-10
  19.900   6.139448E-10   1.671434E-10
 Z= 102 A= 241  No beta2= 0.34 nrho= 200
   r[fm]    rhon0[fm-3]    rhop0[fm-3]
   0.000   7.783931E-02   6.069353E-02
   0.100   7.812092E-02   6.052854E-02
   0.200   7.840356E-02   6.036400E-02
   0.300   7.868722E-02   6.019991E-02
   0.400   7.904887E-02   5.998635E-02
   0.500   7.955789E-02   5.968007E-02
   0.600   8.011099E-02   5.933703E-02
   0.700   8.073224E-02   5.893642E-02
   0.800   8.135831E-02   5.853851E-02
   0.900   8.197582E-02   5.811874E-02
   1.000   8.259265E-02   5.769230E-02
   1.100   8.310922E-02   5.730782E-02
   1.200   8.359553E-02   5.693816E-02
   1.300   8.406763E-02   5.658185E-02
   1.400   8.435799E-02   5.634539E-02
   1.500   8.462280E-02   5.613463E-02
   1.600   8.470726E-02   5.609273E-02
   1.700   8.479180E-02   5.605085E-02
   1.800   8.480388E-02   5.610438E-02
   1.900   8.472876E-02   5.627300E-02
   2.000   8.461894E-02   5.653117E-02
   2.100   8.447413E-02   5.688122E-02
   2.200   8.432956E-02   5.723343E-02
   2.300   8.419841E-02   5.768258E-02
   2.400   8.407028E-02   5.815582E-02
   2.500   8.401674E-02   5.865763E-02
   2.600   8.397484E-02   5.916766E-02
   2.700   8.395511E-02   5.967346E-02
   2.800   8.402864E-02   6.014685E-02
   2.900   8.412602E-02   6.060024E-02
   3.000   8.430157E-02   6.097876E-02
   3.100   8.447748E-02   6.135965E-02
   3.200   8.468552E-02   6.167180E-02
   3.300   8.491909E-02   6.192943E-02
   3.400   8.514469E-02   6.211345E-02
   3.500   8.536520E-02   6.224876E-02
   3.600   8.558628E-02   6.238436E-02
   3.700   8.573528E-02   6.243291E-02
   3.800   8.587897E-02   6.247483E-02
   3.900   8.590444E-02   6.248218E-02
   4.000   8.592651E-02   6.248854E-02
   4.100   8.591106E-02   6.250228E-02
   4.200   8.580730E-02   6.253345E-02
   4.300   8.567225E-02   6.259091E-02
   4.400   8.547682E-02   6.269927E-02
   4.500   8.528183E-02   6.280781E-02
   4.600   8.505455E-02   6.297421E-02
   4.700   8.481158E-02   6.316993E-02
   4.800   8.455316E-02   6.339402E-02
   4.900   8.428893E-02   6.363035E-02
   5.000   8.402431E-02   6.386621E-02
   5.100   8.372779E-02   6.406673E-02
   5.200   8.339759E-02   6.421159E-02
   5.300   8.301455E-02   6.427490E-02
   5.400   8.257527E-02   6.425255E-02
   5.500   8.203321E-02   6.408794E-02
   5.600   8.139806E-02   6.379827E-02
   5.700   8.057485E-02   6.327787E-02
   5.800   7.959225E-02   6.257390E-02
   5.900   7.844733E-02   6.168581E-02
   6.000   7.706619E-02   6.054857E-02
   6.100   7.549681E-02   5.921699E-02
   6.200   7.358785E-02   5.755199E-02
   6.300   7.143956E-02   5.566198E-02
   6.400   6.906787E-02   5.356681E-02
   6.500   6.639884E-02   5.120921E-02
   6.600   6.353198E-02   4.868536E-02
   6.700   6.030216E-02   4.585746E-02
   6.800   5.688864E-02   4.289264E-02
   6.900   5.333699E-02   3.983570E-02
   7.000   4.960813E-02   3.666038E-02
   7.100   4.583795E-02   3.348654E-02
   7.200   4.190410E-02   3.021889E-02
   7.300   3.801481E-02   2.703307E-02
   7.400   3.422268E-02   2.397231E-02
   7.500   3.052094E-02   2.103274E-02
   7.600   2.701559E-02   1.829668E-02
   7.700   2.363841E-02   1.570816E-02
   7.800   2.052304E-02   1.336629E-02
   7.900   1.768227E-02   1.127444E-02
   8.000   1.510483E-02   9.416495E-03
   8.100   1.281798E-02   7.804964E-03
   8.200   1.077618E-02   6.400127E-03
   8.300   9.009043E-03   5.214395E-03
   8.400   7.491944E-03   4.222448E-03
   8.500   6.198957E-03   3.399377E-03
   8.600   5.110616E-03   2.725512E-03
   8.700   4.196275E-03   2.175302E-03
   8.800   3.439660E-03   1.732916E-03
   8.900   2.815523E-03   1.378406E-03
   9.000   2.303481E-03   1.095998E-03
   9.100   1.884283E-03   8.714246E-04
   9.200   1.542446E-03   6.935386E-04
   9.300   1.263744E-03   5.525209E-04
   9.400   1.036366E-03   4.406193E-04
   9.500   8.508543E-04   3.517573E-04
   9.600   6.991021E-04   2.810029E-04
   9.700   5.750138E-04   2.246142E-04
   9.800   4.731793E-04   1.795445E-04
   9.900   3.895232E-04   1.434994E-04
  10.000   3.207236E-04   1.146525E-04
  10.100   2.641035E-04   9.157498E-05
  10.200   2.175423E-04   7.314235E-05
  10.300   1.792737E-04   5.846370E-05
  10.400   1.478149E-04   4.677439E-05
  10.500   1.220246E-04   3.751542E-05
  10.600   1.008515E-04   3.016289E-05
  10.700   8.357304E-05   2.438448E-05
  10.800   6.941644E-05   1.980658E-05
  10.900   5.779651E-05   1.616679E-05
  11.000   4.827326E-05   1.327787E-05
  11.100   4.041813E-05   1.095709E-05
  11.200   3.396280E-05   9.101371E-06
  11.300   2.859555E-05   7.584673E-06
  11.400   2.411951E-05   6.338277E-06
  11.500   2.036733E-05   5.302892E-06
  11.600   1.720832E-05   4.437606E-06
  11.700   1.453804E-05   3.707415E-06
  11.800   1.227414E-05   3.090654E-06
  11.900   1.035420E-05   2.570266E-06
  12.000   8.724268E-06   2.130912E-06
  12.100   7.360724E-06   1.768384E-06
  12.200   6.227023E-06   1.472420E-06
  12.300   5.267935E-06   1.225991E-06
  12.400   4.456567E-06   1.020804E-06
  12.500   3.770165E-06   8.499585E-07
  12.600   3.189483E-06   7.077063E-07
  12.700   2.698238E-06   5.892619E-07
  12.800   2.282655E-06   4.906408E-07
  12.900   1.931080E-06   4.085253E-07
  13.000   1.654206E-06   3.427908E-07
  13.100   1.433344E-06   2.896752E-07
  13.200   1.241971E-06   2.447899E-07
  13.300   1.076150E-06   2.068596E-07
  13.400   9.324675E-07   1.748067E-07
  13.500   8.079691E-07   1.477203E-07
  13.600   7.000931E-07   1.248310E-07
  13.700   6.066201E-07   1.054884E-07
  13.800   5.256272E-07   8.914291E-08
  13.900   4.554481E-07   7.533018E-08
