Level_Number,Level_Energy,Protons,Neutrons,Atomic_Mass_Micro,Element_w_A,Level_Energy_SQRT,Level_Number_SQRT
36,2.0393,58,79,136907762.59600002,137Ce,1.428040615668896,6.0
37,2.0406,58,79,136907762.59600002,137Ce,1.4284957122791793,6.082762530298219
38,2.0611,58,79,136907762.59600002,137Ce,1.435653161456485,6.164414002968976
39,2.11363,58,79,136907762.59600002,137Ce,1.4538328652221342,6.244997998398398
40,2.13366,58,79,136907762.59600002,137Ce,1.4607053090887292,6.324555320336759
41,2.1427,58,79,136907762.59600002,137Ce,1.463796433934719,6.4031242374328485
42,2.1529,58,79,136907762.59600002,137Ce,1.4672763884149433,6.48074069840786
43,2.1912,58,79,136907762.59600002,137Ce,1.4802702455970667,6.557438524302
44,2.1977,58,79,136907762.59600002,137Ce,1.4824641648282768,6.6332495807108
45,2.2067,58,79,136907762.59600002,137Ce,1.4854965499791644,6.708203932499369
1,0.0,58,80,137905988.743,138Ce,0.0,1.0
2,0.788744,58,80,137905988.743,138Ce,0.8881126054729772,1.4142135623730951
3,1.4769299999999999,58,80,137905988.743,138Ce,1.215290088826532,1.7320508075688772
4,1.51058,58,80,137905988.743,138Ce,1.2290565487397234,2.0
5,1.8264799999999999,58,80,137905988.743,138Ce,1.3514732701759218,2.23606797749979
6,2.1291700000000002,58,80,137905988.743,138Ce,1.45916757091158,2.449489742783178
7,2.13682,58,80,137905988.743,138Ce,1.461786578129653,2.6457513110645907
8,2.17726,58,80,137905988.743,138Ce,1.475554133198779,2.8284271247461903
9,2.21733,58,80,137905988.743,138Ce,1.4890701796758943,3.0
10,2.23654,58,80,137905988.743,138Ce,1.4955066031281843,3.1622776601683795
11,2.2937,58,80,137905988.743,138Ce,1.5144966160411188,3.3166247903554
12,2.33985,58,80,137905988.743,138Ce,1.5296568242583042,3.4641016151377544
13,2.39383,58,80,137905988.743,138Ce,1.5472006980350028,3.605551275463989
14,2.39608,58,80,137905988.743,138Ce,1.5479276468879286,3.7416573867739413
15,2.44368,58,80,137905988.743,138Ce,1.5632274306702785,3.872983346207417
16,2.47099,58,80,137905988.743,138Ce,1.5719382939543143,4.0
17,2.47146,58,80,137905988.743,138Ce,1.5720877838085252,4.123105625617661
18,2.526,58,80,137905988.743,138Ce,1.5893394854467058,4.242640687119285
19,2.59279,58,80,137905988.743,138Ce,1.6102142714558207,4.358898943540674
20,2.6424,58,80,137905988.743,138Ce,1.625546062097288,4.47213595499958
21,2.719,58,80,137905988.743,138Ce,1.6489390528457988,4.58257569495584
22,2.73329,58,80,137905988.743,138Ce,1.653266463701481,4.69041575982343
23,2.74856,58,80,137905988.743,138Ce,1.6578781619889924,4.795831523312719
24,2.76484,58,80,137905988.743,138Ce,1.662780803353226,4.898979485566356
25,2.885,58,80,137905988.743,138Ce,1.6985287751463027,5.0
26,2.89915,58,80,137905988.743,138Ce,1.7026890497093121,5.0990195135927845
27,2.90321,58,80,137905988.743,138Ce,1.7038808643799015,5.196152422706632
28,2.90719,58,80,137905988.743,138Ce,1.7050483864101922,5.291502622129181
29,2.942,58,80,137905988.743,138Ce,1.7152259326397792,5.385164807134504
30,2.9504,58,80,137905988.743,138Ce,1.717672844286711,5.477225575051661
31,2.99569,58,80,137905988.743,138Ce,1.7308061705459685,5.5677643628300215
32,3.005,58,80,137905988.743,138Ce,1.7334935823359716,5.656854249492381
33,3.082,58,80,137905988.743,138Ce,1.7555625878902752,5.744562646538029
34,3.10898,58,80,137905988.743,138Ce,1.7632299906705307,5.830951894845301
35,3.176,58,80,137905988.743,138Ce,1.7821335527956372,5.916079783099616
36,3.1774,58,80,137905988.743,138Ce,1.782526297141223,6.0
37,3.2139,58,80,137905988.743,138Ce,1.7927353401994395,6.082762530298219
38,3.22,58,80,137905988.743,138Ce,1.794435844492636,6.164414002968976
39,3.2296,58,80,137905988.743,138Ce,1.797108789138821,6.244997998398398
1,0.0,58,81,138906657.625,139Ce,0.0,1.0
2,0.255098,58,81,138906657.625,139Ce,0.505072272056188,1.4142135623730951
3,0.7542399999999999,58,81,138906657.625,139Ce,0.868469918880326,1.7320508075688772
4,1.320249,58,81,138906657.625,139Ce,1.1490208875386034,2.0
5,1.347337,58,81,138906657.625,139Ce,1.1607484654308184,2.23606797749979
6,1.57825,58,81,138906657.625,139Ce,1.2562842035144755,2.449489742783178
7,1.59659,58,81,138906657.625,139Ce,1.2635624242592844,2.6457513110645907
8,1.630681,58,81,138906657.625,139Ce,1.2769812058131476,2.8284271247461903
9,1.79,58,81,138906657.625,139Ce,1.3379088160259651,3.0
10,1.8184900000000002,58,81,138906657.625,139Ce,1.3485139969610995,3.1622776601683795
11,1.8429,58,81,138906657.625,139Ce,1.3575345299475812,3.3166247903554
12,1.889,58,81,138906657.625,139Ce,1.3744089638822936,3.4641016151377544
13,1.9076790000000001,58,81,138906657.625,139Ce,1.3811875325240959,3.605551275463989
14,1.96538,58,81,138906657.625,139Ce,1.4019201118466058,3.7416573867739413
15,1.9848599999999998,58,81,138906657.625,139Ce,1.4088505953435941,3.872983346207417
16,2.01627,58,81,138906657.625,139Ce,1.4199542246143007,4.0
17,2.0286,58,81,138906657.625,139Ce,1.4242892964563063,4.123105625617661
18,2.0905,58,81,138906657.625,139Ce,1.445856147754679,4.242640687119285
19,2.143,58,81,138906657.625,139Ce,1.4638989036132242,4.358898943540674
1,0.0,58,82,140116000.0,140Ce,0.0,1.0
2,1.5962370000000001,58,82,140116000.0,140Ce,1.2634227321051337,1.4142135623730951
3,1.9033200000000001,58,82,140116000.0,140Ce,1.3796086401585053,1.7320508075688772
4,2.0832599999999997,58,82,140116000.0,140Ce,1.443350269338666,2.0
5,2.10786,58,82,140116000.0,140Ce,1.4518470993875354,2.23606797749979
6,2.347884,58,82,140116000.0,140Ce,1.5322806531441948,2.449489742783178
7,2.3498099999999997,58,82,140116000.0,140Ce,1.5329089992559897,2.6457513110645907
8,2.41202,58,82,140116000.0,140Ce,1.5530679315471039,2.8284271247461903
9,2.46409,58,82,140116000.0,140Ce,1.5697420170206313,3.0
10,2.48093,58,82,140116000.0,140Ce,1.5750968224207678,3.1622776601683795
11,2.5157599999999998,58,82,140116000.0,140Ce,1.5861147499471782,3.3166247903554
12,2.521431,58,82,140116000.0,140Ce,1.5879014453044622,3.4641016151377544
13,2.54723,58,82,140116000.0,140Ce,1.5960043859588857,3.605551275463989
14,2.62889,58,82,140116000.0,140Ce,1.621385210244623,3.7416573867739413
15,2.6583,58,82,140116000.0,140Ce,1.6304293912954342,3.872983346207417
16,2.89966,58,82,140116000.0,140Ce,1.7028388062291744,4.0
17,3.0011200000000002,58,82,140116000.0,140Ce,1.732374093549081,4.123105625617661
18,3.0169,58,82,140116000.0,140Ce,1.7369225659193908,4.242640687119285
19,3.04,58,82,140116000.0,140Ce,1.7435595774162693,4.358898943540674
20,3.11855,58,82,140116000.0,140Ce,1.7659416751410564,4.47213595499958
21,3.1683,58,82,140116000.0,140Ce,1.779971909890715,4.58257569495584
22,3.226,58,82,140116000.0,140Ce,1.7961069010501574,4.69041575982343
23,3.2558,58,82,140116000.0,140Ce,1.8043835512440252,4.795831523312719
24,3.3204,58,82,140116000.0,140Ce,1.8221964767828962,4.898979485566356
25,3.331,58,82,140116000.0,140Ce,1.8251027368342858,5.0
26,3.3913,58,82,140116000.0,140Ce,1.841548261653764,5.0990195135927845
27,3.39471,58,82,140116000.0,140Ce,1.842473880411877,5.196152422706632
28,3.3951,58,82,140116000.0,140Ce,1.842579713336712,5.291502622129181
29,3.4246,58,82,140116000.0,140Ce,1.85056748053131,5.385164807134504
30,3.4328,58,82,140116000.0,140Ce,1.852781692482954,5.477225575051661
31,3.47358,58,82,140116000.0,140Ce,1.863754275649019,5.5677643628300215
32,3.4769,58,82,140116000.0,140Ce,1.864644738281263,5.656854249492381
33,3.4842,58,82,140116000.0,140Ce,1.8666011893278114,5.744562646538029
34,3.493,58,82,140116000.0,140Ce,1.8689569283426517,5.830951894845301
35,3.5128,58,82,140116000.0,140Ce,1.8742465152695362,5.916079783099616
36,3.5208699999999995,58,82,140116000.0,140Ce,1.8763981453838627,6.0
37,3.5222,58,82,140116000.0,140Ce,1.876752514318284,6.082762530298219
38,3.5346,58,82,140116000.0,140Ce,1.8800531907369005,6.164414002968976
39,3.551,58,82,140116000.0,140Ce,1.8844097219023257,6.244997998398398
1,0.0,58,83,140908283.98700002,141Ce,0.0,1.0
2,0.66206,58,83,140908283.98700002,141Ce,0.8136706950603543,1.4142135623730951
3,1.137,58,83,140908283.98700002,141Ce,1.066302021005306,1.7320508075688772
4,1.3545200000000002,58,83,140908283.98700002,141Ce,1.1638384767655692,2.0
5,1.3687,58,83,140908283.98700002,141Ce,1.1699145267924491,2.23606797749979
6,1.378,58,83,140908283.98700002,141Ce,1.173882447266335,2.449489742783178
7,1.497,58,83,140908283.98700002,141Ce,1.2235195135346228,2.6457513110645907
8,1.6265,58,83,140908283.98700002,141Ce,1.27534309109353,2.8284271247461903
9,1.6933,58,83,140908283.98700002,141Ce,1.3012686117785213,3.0
10,1.739,58,83,140908283.98700002,141Ce,1.3187114923287808,3.1622776601683795
11,1.785,58,83,140908283.98700002,141Ce,1.3360389215887387,3.3166247903554
12,1.8087,58,83,140908283.98700002,141Ce,1.3448791767292703,3.4641016151377544
13,1.812,58,83,140908283.98700002,141Ce,1.3461054936371073,3.605551275463989
14,1.915,58,83,140908283.98700002,141Ce,1.3838352503098048,3.7416573867739413
15,1.942,58,83,140908283.98700002,141Ce,1.3935566009315876,3.872983346207417
16,1.9439,58,83,140908283.98700002,141Ce,1.394238143216574,4.0
17,1.9625,58,83,140908283.98700002,141Ce,1.40089257261219,4.123105625617661
18,1.994,58,83,140908283.98700002,141Ce,1.4120906486483082,4.242640687119285
19,2.0302,58,83,140908283.98700002,141Ce,1.424850869389495,4.358898943540674
20,2.044,58,83,140908283.98700002,141Ce,1.4296852800529214,4.47213595499958
21,2.0492,58,83,140908283.98700002,141Ce,1.4315027069481916,4.58257569495584
22,2.113,58,83,140908283.98700002,141Ce,1.4536161804272818,4.69041575982343
23,2.165,58,83,140908283.98700002,141Ce,1.4713938969562161,4.795831523312719
24,2.166,58,83,140908283.98700002,141Ce,1.4717336715588183,4.898979485566356
25,2.1711,58,83,140908283.98700002,141Ce,1.4734653032901726,5.0
26,2.174,58,83,140908283.98700002,141Ce,1.4744490496453242,5.0990195135927845
27,2.189,58,83,140908283.98700002,141Ce,1.479526951427381,5.196152422706632
28,2.1896,58,83,140908283.98700002,141Ce,1.479729705047513,5.291502622129181
29,2.2074,58,83,140908283.98700002,141Ce,1.4857321427498296,5.385164807134504
30,2.209,58,83,140908283.98700002,141Ce,1.4862705002791383,5.477225575051661
31,2.243,58,83,140908283.98700002,141Ce,1.4976648490233053,5.5677643628300215
32,2.263,58,83,140908283.98700002,141Ce,1.5043270920913443,5.656854249492381
33,2.2669,58,83,140908283.98700002,141Ce,1.505622794726488,5.744562646538029
34,2.274,58,83,140908283.98700002,141Ce,1.5079787796915447,5.830951894845301
35,2.292,58,83,140908283.98700002,141Ce,1.513935269422045,5.916079783099616
36,2.3289,58,83,140908283.98700002,141Ce,1.526073392730507,6.0
37,2.3363,58,83,140908283.98700002,141Ce,1.5284959927981492,6.082762530298219
38,2.403,58,83,140908283.98700002,141Ce,1.5501612819316577,6.164414002968976
39,2.404,58,83,140908283.98700002,141Ce,1.5504837954651445,6.244997998398398
40,2.4108,58,83,140908283.98700002,141Ce,1.5526751108973185,6.324555320336759
41,2.4256,58,83,140908283.98700002,141Ce,1.557433786714543,6.4031242374328485
42,2.45,58,83,140908283.98700002,141Ce,1.5652475842498528,6.48074069840786
43,2.4501,58,83,140908283.98700002,141Ce,1.565279527752152,6.557438524302
44,2.458,58,83,140908283.98700002,141Ce,1.567801007781281,6.6332495807108
45,2.507,58,83,140908283.98700002,141Ce,1.5833508770957876,6.708203932499369
46,2.5229,58,83,140908283.98700002,141Ce,1.5883639381451595,6.782329983125268
47,2.531,58,83,140908283.98700002,141Ce,1.590911688309568,6.855654600401044
48,2.543,58,83,140908283.98700002,141Ce,1.5946786510140532,6.928203230275509
49,2.555,58,83,140908283.98700002,141Ce,1.5984367363145782,7.0
50,2.583,58,83,140908283.98700002,141Ce,1.607171428317465,7.0710678118654755
1,0.0,58,84,141909249.884,142Ce,0.0,1.0
2,0.641282,58,84,141909249.884,142Ce,0.800800849150399,1.4142135623730951
3,1.21937,58,84,141909249.884,142Ce,1.1042508772919313,1.7320508075688772
4,1.53633,58,84,141909249.884,142Ce,1.239487797438926,2.0
5,1.6529099999999999,58,84,141909249.884,142Ce,1.285655474845419,2.23606797749979
6,1.742,58,84,141909249.884,142Ce,1.3198484761517133,2.449489742783178
7,1.74305,58,84,141909249.884,142Ce,1.3202461891632182,2.6457513110645907
8,2.00489,58,84,141909249.884,142Ce,1.4159413829675296,2.8284271247461903
9,2.0145,58,84,141909249.884,142Ce,1.4193308282426618,3.0
10,2.0310099999999998,58,84,141909249.884,142Ce,1.4251350813168553,3.1622776601683795
11,2.04451,58,84,141909249.884,142Ce,1.4298636298612535,3.3166247903554
12,2.11187,58,84,141909249.884,142Ce,1.4532274426255514,3.4641016151377544
13,2.12491,58,84,141909249.884,142Ce,1.4577071036391365,3.605551275463989
14,2.18195,58,84,141909249.884,142Ce,1.4771425117435353,3.7416573867739413
15,2.1875400000000003,58,84,141909249.884,142Ce,1.4790334681811632,3.872983346207417
16,2.2106,58,84,141909249.884,142Ce,1.486808662874951,4.0
17,2.27814,58,84,141909249.884,142Ce,1.5093508538441287,4.123105625617661
18,2.3298799999999997,58,84,141909249.884,142Ce,1.5263944444343343,4.242640687119285
19,2.36491,58,84,141909249.884,142Ce,1.5378263881205836,4.358898943540674
20,2.3749599999999997,58,84,141909249.884,142Ce,1.54109052297391,4.47213595499958
21,2.38445,58,84,141909249.884,142Ce,1.5441664418060639,4.58257569495584
22,2.39842,58,84,141909249.884,142Ce,1.5486833117199914,4.69041575982343
23,2.53972,58,84,141909249.884,142Ce,1.5936498988171774,4.795831523312719
24,2.54265,58,84,141909249.884,142Ce,1.59456890725989,4.898979485566356
25,2.5432099999999997,58,84,141909249.884,142Ce,1.5947444936415363,5.0
26,2.57008,58,84,141909249.884,142Ce,1.603146905308431,5.0990195135927845
27,2.57623,58,84,141909249.884,142Ce,1.605063861657847,5.196152422706632
28,2.591,58,84,141909249.884,142Ce,1.6096583488430085,5.291502622129181
29,2.5925,58,84,141909249.884,142Ce,1.6101242188104619,5.385164807134504
30,2.59827,58,84,141909249.884,142Ce,1.611915010166479,5.477225575051661
31,2.60255,58,84,141909249.884,142Ce,1.6132420773089202,5.5677643628300215
32,2.60649,58,84,141909249.884,142Ce,1.6144627589387126,5.656854249492381
33,2.6244,58,84,141909249.884,142Ce,1.62,5.744562646538029
34,2.667,58,84,141909249.884,142Ce,1.6330952207388276,5.830951894845301
35,2.6805,58,84,141909249.884,142Ce,1.6372232590578475,5.916079783099616
36,2.69703,58,84,141909249.884,142Ce,1.6422636816297191,6.0
37,2.6985799999999998,58,84,141909249.884,142Ce,1.6427355234486165,6.082762530298219
38,2.7151400000000003,58,84,141909249.884,142Ce,1.6477681875797943,6.164414002968976
39,2.72578,58,84,141909249.884,142Ce,1.6509936402058003,6.244997998398398
40,2.72789,58,84,141909249.884,142Ce,1.6516325257150877,6.324555320336759
41,2.73477,58,84,141909249.884,142Ce,1.6537140018757779,6.4031242374328485
42,2.7419700000000002,58,84,141909249.884,142Ce,1.655889489066224,6.48074069840786
43,2.7678599999999998,58,84,141909249.884,142Ce,1.6636886727990907,6.557438524302
44,2.77392,58,84,141909249.884,142Ce,1.6655089312279294,6.6332495807108
45,2.78478,58,84,141909249.884,142Ce,1.668766011159144,6.708203932499369
46,2.7929,58,84,141909249.884,142Ce,1.671197175679758,6.782329983125268
47,2.80078,58,84,141909249.884,142Ce,1.6735531064176004,6.855654600401044
48,2.80642,58,84,141909249.884,142Ce,1.675237296623974,6.928203230275509
49,2.8425599999999998,58,84,141909249.884,142Ce,1.6859893238096142,7.0
50,2.85334,58,84,141909249.884,142Ce,1.6891832345840994,7.0710678118654755
51,2.8576,58,84,141909249.884,142Ce,1.690443728729235,7.14142842854285
52,2.85975,58,84,141909249.884,142Ce,1.6910795368639524,7.211102550927978
53,2.86897,58,84,141909249.884,142Ce,1.6938034124419517,7.280109889280518
54,2.88774,58,84,141909249.884,142Ce,1.6993351641156609,7.3484692283495345
55,2.922,58,84,141909249.884,142Ce,1.709385854627328,7.416198487095663
56,2.93514,58,84,141909249.884,142Ce,1.7132250290023199,7.483314773547883
57,2.9563900000000003,58,84,141909249.884,142Ce,1.7194155983938264,7.54983443527075
58,2.986,58,84,141909249.884,142Ce,1.728004629623428,7.615773105863909
59,2.994,58,84,141909249.884,142Ce,1.7303178898687952,7.681145747868608
60,2.9990200000000002,58,84,141909249.884,142Ce,1.7317678828295668,7.745966692414834
61,3.0099,58,84,141909249.884,142Ce,1.7349063375294933,7.810249675906654
62,3.01193,58,84,141909249.884,142Ce,1.735491284910414,7.874007874011811
63,3.04229,58,84,141909249.884,142Ce,1.7442161563292549,7.937253933193772
64,3.05179,58,84,141909249.884,142Ce,1.7469373199974862,8.0
65,3.06098,58,84,141909249.884,142Ce,1.7495656603854568,8.06225774829855
66,3.067,58,84,141909249.884,142Ce,1.7512852423291874,8.12403840463596
67,3.0897,58,84,141909249.884,142Ce,1.7577542490348304,8.18535277187245
68,3.10187,58,84,141909249.884,142Ce,1.7612126504201586,8.246211251235321
69,3.10604,58,84,141909249.884,142Ce,1.762396096228087,8.306623862918075
70,3.1097900000000003,58,84,141909249.884,142Ce,1.7634596678121108,8.366600265340756
71,3.1224,58,84,141909249.884,142Ce,1.7670314088889307,8.426149773176359
72,3.1257099999999998,58,84,141909249.884,142Ce,1.7679677598870405,8.48528137423857
73,3.14457,58,84,141909249.884,142Ce,1.7732935459195693,8.54400374531753
74,3.1537599999999997,58,84,141909249.884,142Ce,1.7758828790210237,8.602325267042627
75,3.15536,58,84,141909249.884,142Ce,1.7763333020579217,8.660254037844387
76,3.1647,58,84,141909249.884,142Ce,1.7789603705535433,8.717797887081348
77,3.18037,58,84,141909249.884,142Ce,1.7833591898437062,8.774964387392123
1,0.0,58,85,142912391.63,143Ce,0.0,1.0
2,0.0189,58,85,142912391.63,143Ce,0.1374772708486752,1.4142135623730951
3,0.04228,58,85,142912391.63,143Ce,0.205621010599598,1.7320508075688772
4,0.6325,58,85,142912391.63,143Ce,0.7952986860293433,2.0
5,0.6403,58,85,142912391.63,143Ce,0.800187478032492,2.23606797749979
6,0.6627,58,85,142912391.63,143Ce,0.8140638795573722,2.449489742783178
7,0.8082,58,85,142912391.63,143Ce,0.8989994438263018,2.6457513110645907
8,0.817,58,85,142912391.63,143Ce,0.9038805230781334,2.8284271247461903
9,0.8621,58,85,142912391.63,143Ce,0.9284934033152847,3.0
10,1.0953,58,85,142912391.63,143Ce,1.0465658125507444,3.1622776601683795
11,1.1168,58,85,142912391.63,143Ce,1.0567875850898325,3.3166247903554
12,1.1541,58,85,142912391.63,143Ce,1.074290463515338,3.4641016151377544
13,1.165,58,85,142912391.63,143Ce,1.0793516572461452,3.605551275463989
14,1.1676,58,85,142912391.63,143Ce,1.0805554127392079,3.7416573867739413
15,1.1725,58,85,142912391.63,143Ce,1.0828203913853858,3.872983346207417
16,1.195,58,85,142912391.63,143Ce,1.0931605554537724,4.0
17,1.22,58,85,142912391.63,143Ce,1.104536101718726,4.123105625617661
18,1.298,58,85,142912391.63,143Ce,1.1392980294900892,4.242640687119285
19,1.506,58,85,142912391.63,143Ce,1.2271919165313956,4.358898943540674
20,1.542,58,85,142912391.63,143Ce,1.241772926102031,4.47213595499958
21,1.558,58,85,142912391.63,143Ce,1.248198702130394,4.58257569495584
22,1.5724,58,85,142912391.63,143Ce,1.2539537471533788,4.69041575982343
23,1.5987,58,85,142912391.63,143Ce,1.2643970895252805,4.795831523312719
24,1.6205,58,85,142912391.63,143Ce,1.2729886095327012,4.898979485566356
25,1.6287,58,85,142912391.63,143Ce,1.2762053126358628,5.0
26,1.635,58,85,142912391.63,143Ce,1.2786711852544421,5.0990195135927845
27,1.6769,58,85,142912391.63,143Ce,1.2949517365523706,5.196152422706632
28,1.714,58,85,142912391.63,143Ce,1.3091982279242513,5.291502622129181
29,1.7267,58,85,142912391.63,143Ce,1.31403957322449,5.385164807134504
30,1.739,58,85,142912391.63,143Ce,1.3187114923287808,5.477225575051661
1,0.0,58,86,143913652.83,144Ce,0.0,1.0
2,0.397441,58,86,143913652.83,144Ce,0.630429218866004,1.4142135623730951
3,0.93865,58,86,143913652.83,144Ce,0.9688395119936015,1.7320508075688772
4,1.24221,58,86,143913652.83,144Ce,1.114544750111004,2.0
5,1.3461,58,86,143913652.83,144Ce,1.1602154972245458,2.23606797749979
6,1.489,58,86,143913652.83,144Ce,1.2202458768625282,2.449489742783178
7,1.52367,58,86,143913652.83,144Ce,1.2343702848011209,2.6457513110645907
8,1.6468,58,86,143913652.83,144Ce,1.2832770550430643,2.8284271247461903
9,1.67367,58,86,143913652.83,144Ce,1.293703984688924,3.0
10,1.69153,58,86,143913652.83,144Ce,1.3005883284114155,3.1622776601683795
11,1.819,58,86,143913652.83,144Ce,1.348703080740902,3.3166247903554
12,1.8290099999999998,58,86,143913652.83,144Ce,1.3524089618159145,3.4641016151377544
13,1.8645,58,86,143913652.83,144Ce,1.3654669530969983,3.605551275463989
14,1.8909200000000002,58,86,143913652.83,144Ce,1.3751072685430763,3.7416573867739413
15,1.99155,58,86,143913652.83,144Ce,1.4112228739642791,3.872983346207417
16,1.9943400000000002,58,86,143913652.83,144Ce,1.4122110323885733,4.0
17,2.0211,58,86,143913652.83,144Ce,1.4216539663363936,4.123105625617661
18,2.0287,58,86,143913652.83,144Ce,1.4243244012513443,4.242640687119285
19,2.0407,58,86,143913652.83,144Ce,1.4285307137055192,4.358898943540674
20,2.1121,58,86,143913652.83,144Ce,1.4533065746772083,4.47213595499958
21,2.127,58,86,143913652.83,144Ce,1.4584238067173751,4.58257569495584
22,2.1528,58,86,143913652.83,144Ce,1.467242311276498,4.69041575982343
1,0.0,59,82,140907658.403,141Pr,0.0,1.0
2,0.14544300000000002,59,82,140907658.403,141Pr,0.3813698991792614,1.4142135623730951
3,1.1179700000000001,59,82,140907658.403,141Pr,1.057341004595963,1.7320508075688772
4,1.127,59,82,140907658.403,141Pr,1.0616025621672172,2.0
5,1.2927,59,82,140907658.403,141Pr,1.1369696565871932,2.23606797749979
6,1.29872,59,82,140907658.403,141Pr,1.1396139697283463,2.449489742783178
7,1.43559,59,82,140907658.403,141Pr,1.1981610910057128,2.6457513110645907
8,1.45246,59,82,140907658.403,141Pr,1.2051804844088707,2.8284271247461903
9,1.45506,59,82,140907658.403,141Pr,1.2062586787252558,3.0
10,1.4572399999999999,59,82,140907658.403,141Pr,1.207161960964642,3.1622776601683795
11,1.4945700000000002,59,82,140907658.403,141Pr,1.2225260733415872,3.3166247903554
12,1.5103,59,82,140907658.403,141Pr,1.2289426349508752,3.4641016151377544
13,1.5212700000000001,59,82,140907658.403,141Pr,1.2333977460657208,3.605551275463989
14,1.57996,59,82,140907658.403,141Pr,1.2569645977512653,3.7416573867739413
15,1.60955,59,82,140907658.403,141Pr,1.2686804168111054,3.872983346207417
16,1.6510599999999998,59,82,140907658.403,141Pr,1.2849357960614218,4.0
17,1.65799,59,82,140907658.403,141Pr,1.2876296051271887,4.123105625617661
18,1.7682,59,82,140907658.403,141Pr,1.329736816065495,4.242640687119285
19,1.7864799999999998,59,82,140907658.403,141Pr,1.3365926829068009,4.358898943540674
20,1.79699,59,82,140907658.403,141Pr,1.3405185563803286,4.47213595499958
21,1.8126099999999998,59,82,140907658.403,141Pr,1.3463320541382056,4.58257569495584
22,1.8420599999999998,59,82,140907658.403,141Pr,1.3572251102893726,4.69041575982343
23,1.85389,59,82,140907658.403,141Pr,1.3615762923905512,4.795831523312719
24,1.9104900000000002,59,82,140907658.403,141Pr,1.3822047605184986,4.898979485566356
25,1.9135,59,82,140907658.403,141Pr,1.3832931721077784,5.0
26,1.9433,59,82,140907658.403,141Pr,1.3940229553346675,5.0990195135927845
27,1.9758900000000001,59,82,140907658.403,141Pr,1.4056635443803756,5.196152422706632
28,1.98681,59,82,140907658.403,141Pr,1.4095424789625888,5.291502622129181
29,2.00106,59,82,140907658.403,141Pr,1.4145882793237048,5.385164807134504
30,2.0058,59,82,140907658.403,141Pr,1.4162626874983326,5.477225575051661
31,2.01788,59,82,140907658.403,141Pr,1.4205210311713092,5.5677643628300215
32,2.04579,59,82,140907658.403,141Pr,1.4303111549589482,5.656854249492381
33,2.06965,59,82,140907658.403,141Pr,1.4386278184436725,5.744562646538029
34,2.07554,59,82,140907658.403,141Pr,1.4406734536320158,5.830951894845301
35,2.0756799999999997,59,82,140907658.403,141Pr,1.4407220412001753,5.916079783099616
36,2.1024,59,82,140907658.403,141Pr,1.4499655168313486,6.0
37,2.10544,59,82,140907658.403,141Pr,1.4510134389453464,6.082762530298219
38,2.1089,59,82,140907658.403,141Pr,1.452205219657332,6.164414002968976
39,2.12387,59,82,140907658.403,141Pr,1.4573503353689532,6.244997998398398
40,2.1360200000000003,59,82,140907658.403,141Pr,1.4615129147564863,6.324555320336759
41,2.1541,59,82,140907658.403,141Pr,1.4676852523616908,6.4031242374328485
42,2.1722599999999996,59,82,140907658.403,141Pr,1.4738588806259572,6.48074069840786
43,2.178,59,82,140907658.403,141Pr,1.4758048651498612,6.557438524302
44,2.19008,59,82,140907658.403,141Pr,1.47989188794317,6.6332495807108
45,2.1903,59,82,140907658.403,141Pr,1.4799662158306182,6.708203932499369
46,2.20645,59,82,140907658.403,141Pr,1.4854124006483855,6.782329983125268
47,2.2289,59,82,140907658.403,141Pr,1.4929500996349476,6.855654600401044
48,2.2309,59,82,140907658.403,141Pr,1.4936197641970328,6.928203230275509
49,2.233,59,82,140907658.403,141Pr,1.4943225890014513,7.0
50,2.2437400000000003,59,82,140907658.403,141Pr,1.4979118799181748,7.0710678118654755
51,2.2481,59,82,140907658.403,141Pr,1.4993665329064805,7.14142842854285
52,2.254,59,82,140907658.403,141Pr,1.501332741266905,7.211102550927978
53,2.2648,59,82,140907658.403,141Pr,1.5049252473129688,7.280109889280518
54,2.26783,59,82,140907658.403,141Pr,1.5059316053526468,7.3484692283495345
55,2.30387,59,82,140907658.403,141Pr,1.5178504537667734,7.416198487095663
56,2.3159799999999997,59,82,140907658.403,141Pr,1.5218344193768256,7.483314773547883
57,2.342,59,82,140907658.403,141Pr,1.5303594349041012,7.54983443527075
58,2.3537,59,82,140907658.403,141Pr,1.534177303964571,7.615773105863909
59,2.3631,59,82,140907658.403,141Pr,1.537237782517721,7.681145747868608
60,2.3648,59,82,140907658.403,141Pr,1.5377906229392868,7.745966692414834
61,2.3833,59,82,140907658.403,141Pr,1.5437940277122464,7.810249675906654
62,2.39928,59,82,140907658.403,141Pr,1.5489609420511545,7.874007874011811
63,2.4033,59,82,140907658.403,141Pr,1.550258043036707,7.937253933193772
64,2.42007,59,82,140907658.403,141Pr,1.5556574172998372,8.0
65,2.4624,59,82,140907658.403,141Pr,1.5692036196746426,8.06225774829855
66,2.472,59,82,140907658.403,141Pr,1.5722595205626837,8.12403840463596
67,2.4990799999999997,59,82,140907658.403,141Pr,1.58084787376901,8.18535277187245
68,2.522,59,82,140907658.403,141Pr,1.5880806024884253,8.246211251235321
69,2.5634,59,82,140907658.403,141Pr,1.6010621474508728,8.306623862918075
70,2.5836,59,82,140907658.403,141Pr,1.6073580808270447,8.366600265340756
1,0.0,59,83,141910050.44,142Pr,0.0,1.0
