Level_Number,Level_Energy,Spin,Parity,Element_w_A,Target_Protons,Target_Neutrons,Atomic_Mass_Micro
26,  2.950800 ,  2.0, -1,40K,19,21,39963998.166
27,  2.985870 ,  3.0,  1,40K,19,21,39963998.166
28,  3.027950 ,  2.0, -1,40K,19,21,39963998.166
29,  3.100200 ,  4.0,  1,40K,19,21,39963998.166
30,  3.109721 ,  1.0,  1,40K,19,21,39963998.166
31,  3.128360 ,  2.0, -1,40K,19,21,39963998.166
32,  3.146440 ,  1.0, -1,40K,19,21,39963998.166
33,  3.153810 ,  2.0, -1,40K,19,21,39963998.166
34,  3.228670 ,  2.0, -1,40K,19,21,39963998.166
35,  3.293000 ,  2.0, -1,40K,19,21,39963998.166
36,  3.368030 ,  2.0, -1,40K,19,21,39963998.166
37,  3.393630 ,  2.0, -1,40K,19,21,39963998.166
38,  3.414340 ,  2.0,  1,40K,19,21,39963998.166
39,  3.439144 ,  2.0,  1,40K,19,21,39963998.166
40,  3.448000 ,  3.0,  1,40K,19,21,39963998.166
41,  3.486210 ,  2.0, -1,40K,19,21,39963998.166
42,  3.517000 ,  2.0, -1,40K,19,21,39963998.166
43,  3.556970 ,  1.0, -1,40K,19,21,39963998.166
44,  3.599240 ,  2.0, -1,40K,19,21,39963998.166
45,  3.629950 ,  3.0, -1,40K,19,21,39963998.166
46,  3.663739 ,  3.0,  1,40K,19,21,39963998.166
47,  3.717000 ,  3.0, -1,40K,19,21,39963998.166
48,  3.738480 ,  1.0,  1,40K,19,21,39963998.166
49,  3.767790 ,  3.0, -1,40K,19,21,39963998.166
50,  3.797570 ,  1.0,  1,40K,19,21,39963998.166
51,  3.821430 ,  2.0, -1,40K,19,21,39963998.166
52,  3.840228 ,  1.0,  1,40K,19,21,39963998.166
53,  3.868660 ,  2.0, -1,40K,19,21,39963998.166
54,  3.887920 ,  2.0, -1,40K,19,21,39963998.166
55,  3.898000 ,  2.0, -1,40K,19,21,39963998.166
56,  3.923900 ,  2.0,  1,40K,19,21,39963998.166
57,  3.996000 ,  1.0, -1,40K,19,21,39963998.166
58,  4.020350 ,  3.0, -1,40K,19,21,39963998.166
1,  0.000000 ,  1.5,  1,41K,19,22,40961825.25796
2,  0.980476 ,  0.5,  1,41K,19,22,40961825.25796
3,  1.293609 ,  3.5, -1,41K,19,22,40961825.25796
4,  1.559903 ,  1.5,  1,41K,19,22,40961825.25796
5,  1.582001 ,  1.5, -1,41K,19,22,40961825.25796
6,  1.593107 ,  0.5,  1,41K,19,22,40961825.25796
7,  1.677235 ,  3.5,  1,41K,19,22,40961825.25796
8,  1.698005 ,  2.5,  1,41K,19,22,40961825.25796
9,  2.143820 ,  2.5,  1,41K,19,22,40961825.25796
10,  2.166700 ,  1.5, -1,41K,19,22,40961825.25796
11,  2.316620 ,  2.5, -1,41K,19,22,40961825.25796
12,  2.440100 ,  1.5,  1,41K,19,22,40961825.25796
13,  2.447830 ,  3.5,  1,41K,19,22,40961825.25796
14,  2.494910 ,  4.5,  1,41K,19,22,40961825.25796
15,  2.507930 ,  3.5,  1,41K,19,22,40961825.25796
16,  2.527660 ,  5.5,  1,41K,19,22,40961825.25796
17,  2.593970 ,  0.5, -1,41K,19,22,40961825.25796
18,  2.600000 ,  1.5, -1,41K,19,22,40961825.25796
19,  2.676100 ,  0.5,  1,41K,19,22,40961825.25796
20,  2.710300 ,  1.5,  1,41K,19,22,40961825.25796
21,  2.712570 ,  3.5, -1,41K,19,22,40961825.25796
22,  2.756730 ,  2.5,  1,41K,19,22,40961825.25796
23,  2.761730 ,  5.5, -1,41K,19,22,40961825.25796
24,  2.774250 ,  6.5,  1,41K,19,22,40961825.25796
25,  3.048220 ,  1.5, -1,41K,19,22,40961825.25796
26,  3.141840 ,  3.5, -1,41K,19,22,40961825.25796
27,  3.142430 ,  2.5, -1,41K,19,22,40961825.25796
28,  3.162200 ,  2.0,  1,41K,19,22,40961825.25796
29,  3.179800 ,  2.5,  1,41K,19,22,40961825.25796
30,  3.213610 ,  2.5, -1,41K,19,22,40961825.25796
31,  3.229800 ,  1.5, -1,41K,19,22,40961825.25796
32,  3.235570 ,  1.5, -1,41K,19,22,40961825.25796
33,  3.240650 ,  3.5, -1,41K,19,22,40961825.25796
34,  3.277900 ,  2.5,  1,41K,19,22,40961825.25796
35,  3.431840 ,  3.5, -1,41K,19,22,40961825.25796
36,  3.450100 ,  3.5, -1,41K,19,22,40961825.25796
37,  3.480000 ,  2.5, -1,41K,19,22,40961825.25796
38,  3.488500 ,  2.5,  1,41K,19,22,40961825.25796
39,  3.521380 ,  2.5,  1,41K,19,22,40961825.25796
40,  3.534450 ,  3.5,  1,41K,19,22,40961825.25796
41,  3.560610 ,  3.5,  1,41K,19,22,40961825.25796
42,  3.572380 ,  2.0, -1,41K,19,22,40961825.25796
43,  3.578300 ,  1.5,  1,41K,19,22,40961825.25796
44,  3.579200 ,  2.0,  1,41K,19,22,40961825.25796
45,  3.612770 ,  2.5,  1,41K,19,22,40961825.25796
46,  3.626100 ,  0.5, -1,41K,19,22,40961825.25796
47,  3.651460 ,  2.5,  1,41K,19,22,40961825.25796
48,  3.740100 ,  0.5, -1,41K,19,22,40961825.25796
49,  3.761540 ,  3.5,  1,41K,19,22,40961825.25796
50,  3.774660 ,  3.5, -1,41K,19,22,40961825.25796
51,  3.819000 ,  1.5, -1,41K,19,22,40961825.25796
52,  3.826900 ,  3.5,  1,41K,19,22,40961825.25796
53,  3.861300 ,  1.5,  1,41K,19,22,40961825.25796
54,  3.870520 ,  2.5, -1,41K,19,22,40961825.25796
55,  3.897000 ,  5.5,  1,41K,19,22,40961825.25796
56,  3.911700 ,  1.5, -1,41K,19,22,40961825.25796
57,  3.990400 ,  3.5, -1,41K,19,22,40961825.25796
58,  3.996490 ,  2.5,  1,41K,19,22,40961825.25796
59,  4.026700 ,  1.5, -1,41K,19,22,40961825.25796
60,  4.026940 ,  2.5,  1,41K,19,22,40961825.25796
1,  0.000000 ,  0.0,  1,40Ca,20,20,40078000.0
2,  3.352620 ,  0.0,  1,40Ca,20,20,40078000.0
3,  3.736690 ,  3.0, -1,40Ca,20,20,40078000.0
4,  3.904380 ,  2.0,  1,40Ca,20,20,40078000.0
5,  4.491430 ,  5.0, -1,40Ca,20,20,40078000.0
6,  5.211560 ,  0.0,  1,40Ca,20,20,40078000.0
7,  5.248790 ,  2.0,  1,40Ca,20,20,40078000.0
8,  5.278800 ,  4.0,  1,40Ca,20,20,40078000.0
9,  5.349000 ,  4.0, -1,40Ca,20,20,40078000.0
10,  5.613520 ,  4.0, -1,40Ca,20,20,40078000.0
11,  5.629410 ,  2.0,  1,40Ca,20,20,40078000.0
12,  5.902630 ,  1.0, -1,40Ca,20,20,40078000.0
13,  6.025470 ,  2.0, -1,40Ca,20,20,40078000.0
14,  6.029710 ,  3.0,  1,40Ca,20,20,40078000.0
15,  6.160000 ,  3.0, -1,40Ca,20,20,40078000.0
16,  6.285150 ,  3.0, -1,40Ca,20,20,40078000.0
17,  6.422400 ,  2.0,  1,40Ca,20,20,40078000.0
18,  6.507870 ,  4.0,  1,40Ca,20,20,40078000.0
19,  6.542800 ,  4.0,  1,40Ca,20,20,40078000.0
20,  6.582470 ,  3.0, -1,40Ca,20,20,40078000.0
21,  6.750410 ,  2.0, -1,40Ca,20,20,40078000.0
22,  6.908700 ,  2.0,  1,40Ca,20,20,40078000.0
23,  6.930200 ,  6.0,  1,40Ca,20,20,40078000.0
24,  6.931290 ,  3.0, -1,40Ca,20,20,40078000.0
25,  6.938000 ,  5.0, -1,40Ca,20,20,40078000.0
26,  6.950480 ,  1.0, -1,40Ca,20,20,40078000.0
27,  7.100000 ,  2.0,  1,40Ca,20,20,40078000.0
28,  7.113100 ,  1.0, -1,40Ca,20,20,40078000.0
29,  7.113730 ,  4.0, -1,40Ca,20,20,40078000.0
1,  0.000000 ,  3.5, -1,41Ca,20,21,40962277.921
2,  1.942760 ,  1.5, -1,41Ca,20,21,40962277.921
3,  2.009900 ,  1.5,  1,41Ca,20,21,40962277.921
4,  2.462300 ,  1.5, -1,41Ca,20,21,40962277.921
5,  2.576500 ,  2.5, -1,41Ca,20,21,40962277.921
6,  2.605600 ,  2.5,  1,41Ca,20,21,40962277.921
7,  2.670500 ,  0.5,  1,41Ca,20,21,40962277.921
8,  2.883900 ,  3.5,  1,41Ca,20,21,40962277.921
9,  2.959300 ,  3.5, -1,41Ca,20,21,40962277.921
10,  3.049900 ,  1.5,  1,41Ca,20,21,40962277.921
11,  3.131000 ,  2.5,  1,41Ca,20,21,40962277.921
12,  3.201300 ,  4.5,  1,41Ca,20,21,40962277.921
13,  3.369590 ,  5.5,  1,41Ca,20,21,40962277.921
14,  3.400000 ,  0.5,  1,41Ca,20,21,40962277.921
15,  3.494900 ,  2.5,  1,41Ca,20,21,40962277.921
16,  3.527300 ,  1.5,  1,41Ca,20,21,40962277.921
17,  3.613500 ,  0.5, -1,41Ca,20,21,40962277.921
18,  3.614400 ,  3.5,  1,41Ca,20,21,40962277.921
19,  3.677000 ,  4.5, -1,41Ca,20,21,40962277.921
20,  3.730600 ,  1.5, -1,41Ca,20,21,40962277.921
21,  3.740400 ,  2.5,  1,41Ca,20,21,40962277.921
22,  3.829830 ,  7.5,  1,41Ca,20,21,40962277.921
23,  3.845900 ,  0.5,  1,41Ca,20,21,40962277.921
24,  3.914800 ,  6.5,  1,41Ca,20,21,40962277.921
25,  3.920000 ,  0.5,  1,41Ca,20,21,40962277.921
26,  3.944400 ,  0.5, -1,41Ca,20,21,40962277.921
27,  3.974400 ,  3.5,  1,41Ca,20,21,40962277.921
28,  3.976000 ,  5.5,  1,41Ca,20,21,40962277.921
29,  4.015100 ,  5.5, -1,41Ca,20,21,40962277.921
30,  4.096900 ,  2.5,  1,41Ca,20,21,40962277.921
31,  4.184200 ,  2.5, -1,41Ca,20,21,40962277.921
32,  4.277300 ,  2.5, -1,41Ca,20,21,40962277.921
33,  4.328000 ,  3.0,  1,41Ca,20,21,40962277.921
34,  4.343100 ,  4.5, -1,41Ca,20,21,40962277.921
35,  4.415000 ,  1.5,  1,41Ca,20,21,40962277.921
36,  4.451000 ,  4.5,  1,41Ca,20,21,40962277.921
37,  4.519600 ,  6.5,  1,41Ca,20,21,40962277.921
38,  4.550100 ,  1.5, -1,41Ca,20,21,40962277.921
39,  4.569000 ,  0.5,  1,41Ca,20,21,40962277.921
40,  4.603100 ,  1.5, -1,41Ca,20,21,40962277.921
41,  4.648000 ,  0.5,  1,41Ca,20,21,40962277.921
42,  4.728100 ,  1.5,  1,41Ca,20,21,40962277.921
43,  4.733000 ,  2.5,  1,41Ca,20,21,40962277.921
44,  4.752700 ,  0.5, -1,41Ca,20,21,40962277.921
45,  4.778800 ,  1.5,  1,41Ca,20,21,40962277.921
46,  4.797000 ,  0.5,  1,41Ca,20,21,40962277.921
47,  4.815700 ,  2.5,  1,41Ca,20,21,40962277.921
48,  4.830700 ,  1.5,  1,41Ca,20,21,40962277.921
1,  0.000000 ,  0.0,  1,42Ca,20,22,41958617.828
2,  1.524700 ,  2.0,  1,42Ca,20,22,41958617.828
3,  1.837300 ,  0.0,  1,42Ca,20,22,41958617.828
4,  2.424170 ,  2.0,  1,42Ca,20,22,41958617.828
5,  2.752410 ,  4.0,  1,42Ca,20,22,41958617.828
6,  3.189440 ,  6.0,  1,42Ca,20,22,41958617.828
7,  3.253880 ,  4.0,  1,42Ca,20,22,41958617.828
8,  3.300000 ,  0.0,  1,42Ca,20,22,41958617.828
9,  3.392000 ,  2.0,  1,42Ca,20,22,41958617.828
10,  3.446940 ,  3.0, -1,42Ca,20,22,41958617.828
11,  3.654000 ,  2.0,  1,42Ca,20,22,41958617.828
12,  3.780000 ,  2.0,  1,42Ca,20,22,41958617.828
13,  3.885000 ,  1.0, -1,42Ca,20,22,41958617.828
14,  3.954390 ,  4.0, -1,42Ca,20,22,41958617.828
15,  3.999670 ,  2.0,  1,42Ca,20,22,41958617.828
16,  4.047000 ,  3.0, -1,42Ca,20,22,41958617.828
17,  4.099710 ,  5.0, -1,42Ca,20,22,41958617.828
18,  4.117000 ,  3.0, -1,42Ca,20,22,41958617.828
19,  4.180000 ,  0.0, -1,42Ca,20,22,41958617.828
20,  4.232000 ,  1.0,  1,42Ca,20,22,41958617.828
21,  4.342300 ,  3.0, -1,42Ca,20,22,41958617.828
22,  4.354000 ,  4.0, -1,42Ca,20,22,41958617.828
23,  4.418000 ,  3.0, -1,42Ca,20,22,41958617.828
24,  4.443000 ,  4.0,  1,42Ca,20,22,41958617.828
25,  4.448800 ,  2.0,  1,42Ca,20,22,41958617.828
26,  4.505000 ,  2.0,  1,42Ca,20,22,41958617.828
27,  4.567000 ,  2.0,  1,42Ca,20,22,41958617.828
28,  4.666000 ,  4.0, -1,42Ca,20,22,41958617.828
29,  4.690070 ,  3.0, -1,42Ca,20,22,41958617.828
30,  4.715000 ,  6.0,  1,42Ca,20,22,41958617.828
31,  4.720000 ,  3.0, -1,42Ca,20,22,41958617.828
32,  4.759900 ,  2.0,  1,42Ca,20,22,41958617.828
33,  4.866000 ,  2.0,  1,42Ca,20,22,41958617.828
34,  4.896000 ,  5.0, -1,42Ca,20,22,41958617.828
35,  4.904000 ,  3.0, -1,42Ca,20,22,41958617.828
36,  4.947000 ,  3.0, -1,42Ca,20,22,41958617.828
37,  4.971000 ,  3.0, -1,42Ca,20,22,41958617.828
38,  5.017040 ,  4.0,  1,42Ca,20,22,41958617.828
39,  5.075000 ,  2.0, -1,42Ca,20,22,41958617.828
40,  5.158000 ,  3.0, -1,42Ca,20,22,41958617.828
41,  5.188000 ,  3.0,  1,42Ca,20,22,41958617.828
42,  5.210000 ,  2.0,  1,42Ca,20,22,41958617.828
43,  5.214000 ,  2.0, -1,42Ca,20,22,41958617.828
44,  5.320000 ,  3.0, -1,42Ca,20,22,41958617.828
45,  5.345000 ,  0.0,  1,42Ca,20,22,41958617.828
46,  5.358000 ,  2.0,  1,42Ca,20,22,41958617.828
47,  5.380000 ,  5.0, -1,42Ca,20,22,41958617.828
48,  5.393000 ,  2.0, -1,42Ca,20,22,41958617.828
49,  5.407000 ,  3.0, -1,42Ca,20,22,41958617.828
50,  5.439000 ,  3.0, -1,42Ca,20,22,41958617.828
51,  5.466000 ,  4.0, -1,42Ca,20,22,41958617.828
52,  5.472000 ,  4.0,  1,42Ca,20,22,41958617.828
53,  5.491000 ,  3.0, -1,42Ca,20,22,41958617.828
54,  5.491200 ,  6.0, -1,42Ca,20,22,41958617.828
55,  5.510000 ,  3.0, -1,42Ca,20,22,41958617.828
56,  5.530000 ,  2.0,  1,42Ca,20,22,41958617.828
57,  5.578000 ,  2.0,  1,42Ca,20,22,41958617.828
58,  5.593000 ,  3.0, -1,42Ca,20,22,41958617.828
59,  5.601000 ,  3.0, -1,42Ca,20,22,41958617.828
60,  5.624000 ,  3.0, -1,42Ca,20,22,41958617.828
61,  5.665000 ,  3.0, -1,42Ca,20,22,41958617.828
62,  5.670000 ,  4.0,  1,42Ca,20,22,41958617.828
63,  5.690000 ,  4.0,  1,42Ca,20,22,41958617.828
64,  5.716000 ,  2.0,  1,42Ca,20,22,41958617.828
65,  5.725000 ,  2.0,  1,42Ca,20,22,41958617.828
66,  5.738000 ,  1.0,  1,42Ca,20,22,41958617.828
67,  5.744300 ,  7.0, -1,42Ca,20,22,41958617.828
68,  5.769000 ,  3.0, -1,42Ca,20,22,41958617.828
69,  5.775000 ,  5.0,  1,42Ca,20,22,41958617.828
70,  5.797000 ,  2.0,  1,42Ca,20,22,41958617.828
71,  5.806000 ,  3.0, -1,42Ca,20,22,41958617.828
72,  5.822000 ,  3.0, -1,42Ca,20,22,41958617.828
73,  5.866000 ,  0.0,  1,42Ca,20,22,41958617.828
74,  5.875000 ,  2.0,  1,42Ca,20,22,41958617.828
75,  5.924000 ,  3.0, -1,42Ca,20,22,41958617.828
76,  5.927000 ,  4.0,  1,42Ca,20,22,41958617.828
77,  5.952000 ,  3.0, -1,42Ca,20,22,41958617.828
78,  5.980000 ,  3.0, -1,42Ca,20,22,41958617.828
79,  5.994000 ,  3.0, -1,42Ca,20,22,41958617.828
80,  6.003000 ,  3.0, -1,42Ca,20,22,41958617.828
81,  6.017000 ,  0.0,  1,42Ca,20,22,41958617.828
82,  6.020000 ,  5.0,  1,42Ca,20,22,41958617.828
83,  6.028000 ,  3.0, -1,42Ca,20,22,41958617.828
84,  6.038000 ,  2.0, -1,42Ca,20,22,41958617.828
1,  0.000000 ,  3.5, -1,43Ca,20,23,42958766.43
2,  0.372761 ,  2.5, -1,43Ca,20,23,42958766.43
3,  0.593394 ,  1.5, -1,43Ca,20,23,42958766.43
4,  0.990257 ,  1.5,  1,43Ca,20,23,42958766.43
5,  1.394472 ,  2.5,  1,43Ca,20,23,42958766.43
6,  1.677800 ,  5.5, -1,43Ca,20,23,42958766.43
7,  1.902100 ,  3.5,  1,43Ca,20,23,42958766.43
8,  1.931500 ,  2.5, -1,43Ca,20,23,42958766.43
9,  1.957400 ,  0.5,  1,43Ca,20,23,42958766.43
10,  2.046200 ,  1.5, -1,43Ca,20,23,42958766.43
11,  2.067200 ,  3.5, -1,43Ca,20,23,42958766.43
12,  2.093900 ,  4.5, -1,43Ca,20,23,42958766.43
13,  2.102800 ,  1.5, -1,43Ca,20,23,42958766.43
14,  2.224000 ,  2.5, -1,43Ca,20,23,42958766.43
15,  2.249000 ,  4.5, -1,43Ca,20,23,42958766.43
16,  2.272600 ,  2.5,  1,43Ca,20,23,42958766.43
17,  2.409700 ,  4.5,  1,43Ca,20,23,42958766.43
18,  2.523000 ,  1.5,  1,43Ca,20,23,42958766.43
19,  2.611100 ,  0.5, -1,43Ca,20,23,42958766.43
20,  2.673700 ,  2.5, -1,43Ca,20,23,42958766.43
21,  2.696500 ,  2.5,  1,43Ca,20,23,42958766.43
22,  2.753000 ,  0.5,  1,43Ca,20,23,42958766.43
23,  2.754100 ,  7.5, -1,43Ca,20,23,42958766.43
24,  2.769600 ,  1.5,  1,43Ca,20,23,42958766.43
25,  2.844800 ,  2.5,  1,43Ca,20,23,42958766.43
26,  2.878400 ,  0.5, -1,43Ca,20,23,42958766.43
27,  2.943500 ,  1.5, -1,43Ca,20,23,42958766.43
28,  2.951300 ,  5.5,  1,43Ca,20,23,42958766.43
29,  3.028700 ,  4.5, -1,43Ca,20,23,42958766.43
30,  3.030000 ,  3.5,  1,43Ca,20,23,42958766.43
31,  3.049600 ,  2.5, -1,43Ca,20,23,42958766.43
32,  3.050700 ,  5.5, -1,43Ca,20,23,42958766.43
33,  3.076000 ,  2.5,  1,43Ca,20,23,42958766.43
34,  3.096000 ,  3.5, -1,43Ca,20,23,42958766.43
35,  3.097100 ,  5.0,  1,43Ca,20,23,42958766.43
36,  3.195700 ,  3.5,  1,43Ca,20,23,42958766.43
37,  3.278000 ,  2.5,  1,43Ca,20,23,42958766.43
38,  3.285700 ,  1.5, -1,43Ca,20,23,42958766.43
39,  3.315200 ,  1.5, -1,43Ca,20,23,42958766.43
40,  3.371300 ,  6.5,  1,43Ca,20,23,42958766.43
41,  3.376600 ,  2.5,  1,43Ca,20,23,42958766.43
42,  3.419000 ,  3.5, -1,43Ca,20,23,42958766.43
43,  3.469000 ,  4.5,  1,43Ca,20,23,42958766.43
44,  3.505400 ,  6.5,  1,43Ca,20,23,42958766.43
1,  0.000000 ,  0.0,  1,44Ca,20,24,43955481.54300001
2,  1.157019 ,  2.0,  1,44Ca,20,24,43955481.54300001
3,  1.883514 ,  0.0,  1,44Ca,20,24,43955481.54300001
4,  2.283114 ,  4.0,  1,44Ca,20,24,43955481.54300001
5,  2.656506 ,  2.0,  1,44Ca,20,24,43955481.54300001
6,  3.044270 ,  4.0,  1,44Ca,20,24,43955481.54300001
7,  3.284970 ,  6.0,  1,44Ca,20,24,43955481.54300001
8,  3.301350 ,  2.0,  1,44Ca,20,24,43955481.54300001
9,  3.307865 ,  3.0, -1,44Ca,20,24,43955481.54300001
10,  3.357280 ,  4.0,  1,44Ca,20,24,43955481.54300001
11,  3.580400 ,  0.0,  1,44Ca,20,24,43955481.54300001
12,  3.661526 ,  1.0,  1,44Ca,20,24,43955481.54300001
13,  3.676088 ,  1.0, -1,44Ca,20,24,43955481.54300001
14,  3.691700 ,  1.0, -1,44Ca,20,24,43955481.54300001
15,  3.712020 ,  4.0, -1,44Ca,20,24,43955481.54300001
16,  3.776260 ,  2.0, -1,44Ca,20,24,43955481.54300001
17,  3.880000 ,  2.0, -1,44Ca,20,24,43955481.54300001
18,  3.913720 ,  5.0, -1,44Ca,20,24,43955481.54300001
19,  3.922670 ,  5.0, -1,44Ca,20,24,43955481.54300001
20,  4.011500 ,  6.0, -1,44Ca,20,24,43955481.54300001
21,  4.091970 ,  6.0,  1,44Ca,20,24,43955481.54300001
22,  4.093700 ,  2.0,  1,44Ca,20,24,43955481.54300001
23,  4.169000 ,  2.0, -1,44Ca,20,24,43955481.54300001
24,  4.196140 ,  2.0,  1,44Ca,20,24,43955481.54300001
25,  4.260300 ,  3.0,  1,44Ca,20,24,43955481.54300001
26,  4.315220 ,  2.0,  1,44Ca,20,24,43955481.54300001
27,  4.358430 ,  3.0, -1,44Ca,20,24,43955481.54300001
28,  4.399100 ,  3.0, -1,44Ca,20,24,43955481.54300001
29,  4.409174 ,  3.0, -1,44Ca,20,24,43955481.54300001
30,  4.436700 ,  1.0,  1,44Ca,20,24,43955481.54300001
31,  4.480000 ,  2.0,  1,44Ca,20,24,43955481.54300001
32,  4.552640 ,  3.0, -1,44Ca,20,24,43955481.54300001
33,  4.564790 ,  5.0, -1,44Ca,20,24,43955481.54300001
34,  4.572600 ,  3.0,  1,44Ca,20,24,43955481.54300001
35,  4.583990 ,  2.0,  1,44Ca,20,24,43955481.54300001
36,  4.616000 ,  1.0, -1,44Ca,20,24,43955481.54300001
37,  4.649460 ,  1.0, -1,44Ca,20,24,43955481.54300001
38,  4.650600 ,  2.0,  1,44Ca,20,24,43955481.54300001
39,  4.690100 ,  4.0,  1,44Ca,20,24,43955481.54300001
40,  4.804400 ,  1.0, -1,44Ca,20,24,43955481.54300001
41,  4.824400 ,  3.0,  1,44Ca,20,24,43955481.54300001
42,  4.848390 ,  1.0,  1,44Ca,20,24,43955481.54300001
43,  4.866080 ,  1.0,  1,44Ca,20,24,43955481.54300001
44,  4.884020 ,  3.0, -1,44Ca,20,24,43955481.54300001
45,  4.904600 ,  3.0, -1,44Ca,20,24,43955481.54300001
46,  4.930700 ,  6.0, -1,44Ca,20,24,43955481.54300001
47,  4.982000 ,  4.0,  1,44Ca,20,24,43955481.54300001
48,  5.005650 ,  4.0,  1,44Ca,20,24,43955481.54300001
49,  5.025720 ,  3.0, -1,44Ca,20,24,43955481.54300001
50,  5.087510 ,  8.0,  1,44Ca,20,24,43955481.54300001
51,  5.096800 ,  4.0, -1,44Ca,20,24,43955481.54300001
52,  5.130210 ,  3.0,  1,44Ca,20,24,43955481.54300001
53,  5.161600 ,  1.0,  1,44Ca,20,24,43955481.54300001
54,  5.201100 ,  1.0, -1,44Ca,20,24,43955481.54300001
55,  5.210000 ,  1.0,  1,44Ca,20,24,43955481.54300001
56,  5.222000 ,  2.0, -1,44Ca,20,24,43955481.54300001
57,  5.230330 ,  4.0,  1,44Ca,20,24,43955481.54300001
58,  5.245120 ,  7.0, -1,44Ca,20,24,43955481.54300001
59,  5.289200 ,  5.0,  1,44Ca,20,24,43955481.54300001
60,  5.300800 ,  5.0,  1,44Ca,20,24,43955481.54300001
61,  5.325000 ,  3.0, -1,44Ca,20,24,43955481.54300001
62,  5.342800 ,  2.0,  1,44Ca,20,24,43955481.54300001
63,  5.367500 ,  1.0, -1,44Ca,20,24,43955481.54300001
64,  5.375100 ,  5.0,  1,44Ca,20,24,43955481.54300001
65,  5.404000 ,  3.0, -1,44Ca,20,24,43955481.54300001
1,  0.000000 ,  3.5, -1,45Ca,20,25,44956186.32600001
2,  0.174250 ,  2.5, -1,45Ca,20,25,44956186.32600001
3,  1.434770 ,  1.5, -1,45Ca,20,25,44956186.32600001
4,  1.554370 ,  5.5, -1,45Ca,20,25,44956186.32600001
5,  1.558000 ,  3.5,  1,45Ca,20,25,44956186.32600001
6,  1.584000 ,  1.5,  1,45Ca,20,25,44956186.32600001
7,  1.879890 ,  1.5,  1,45Ca,20,25,44956186.32600001
8,  1.884400 ,  3.5, -1,45Ca,20,25,44956186.32600001
9,  1.899920 ,  1.5, -1,45Ca,20,25,44956186.32600001
10,  1.940190 ,  3.5, -1,45Ca,20,25,44956186.32600001
11,  1.973000 ,  2.5, -1,45Ca,20,25,44956186.32600001
12,  2.249100 ,  0.5, -1,45Ca,20,25,44956186.32600001
13,  2.353810 ,  0.5,  1,45Ca,20,25,44956186.32600001
14,  2.392290 ,  0.5,  1,45Ca,20,25,44956186.32600001
15,  2.523100 ,  2.5,  1,45Ca,20,25,44956186.32600001
16,  2.599000 ,  3.5,  1,45Ca,20,25,44956186.32600001
17,  2.675100 ,  1.5, -1,45Ca,20,25,44956186.32600001
18,  2.771100 ,  2.5,  1,45Ca,20,25,44956186.32600001
19,  2.786000 ,  1.5,  1,45Ca,20,25,44956186.32600001
20,  2.842050 ,  1.5, -1,45Ca,20,25,44956186.32600001
21,  2.877990 ,  7.5, -1,45Ca,20,25,44956186.32600001
22,  2.953000 ,  2.5,  1,45Ca,20,25,44956186.32600001
23,  2.976800 ,  2.5, -1,45Ca,20,25,44956186.32600001
24,  3.023600 ,  2.5,  1,45Ca,20,25,44956186.32600001
25,  3.035000 ,  1.5,  1,45Ca,20,25,44956186.32600001
1,  0.000000 ,  0.0,  1,46Ca,20,26,45953687.98800001
2,  1.346000 ,  2.0,  1,46Ca,20,26,45953687.98800001
3,  2.423100 ,  0.0,  1,46Ca,20,26,45953687.98800001
4,  2.574700 ,  4.0,  1,46Ca,20,26,45953687.98800001
5,  2.973900 ,  6.0,  1,46Ca,20,26,45953687.98800001
6,  3.022600 ,  2.0,  1,46Ca,20,26,45953687.98800001
7,  3.614000 ,  3.0, -1,46Ca,20,26,45953687.98800001
8,  3.638900 ,  2.0,  1,46Ca,20,26,45953687.98800001
9,  3.859700 ,  4.0,  1,46Ca,20,26,45953687.98800001
10,  3.952000 ,  5.0, -1,46Ca,20,26,45953687.98800001
11,  3.988000 ,  3.0, -1,46Ca,20,26,45953687.98800001
12,  4.184500 ,  5.0, -1,46Ca,20,26,45953687.98800001
13,  4.261000 ,  4.0, -1,46Ca,20,26,45953687.98800001
14,  4.407000 ,  3.0, -1,46Ca,20,26,45953687.98800001
15,  4.430200 ,  2.0,  1,46Ca,20,26,45953687.98800001
16,  4.489400 ,  4.0,  1,46Ca,20,26,45953687.98800001
17,  4.728800 ,  5.0, -1,46Ca,20,26,45953687.98800001
18,  4.744900 ,  4.0,  1,46Ca,20,26,45953687.98800001
19,  4.758000 ,  0.0,  1,46Ca,20,26,45953687.98800001
20,  4.994700 ,  4.0,  1,46Ca,20,26,45953687.98800001
21,  5.013600 ,  3.0, -1,46Ca,20,26,45953687.98800001
22,  5.051000 ,  4.0,  1,46Ca,20,26,45953687.98800001
23,  5.151600 ,  4.0,  1,46Ca,20,26,45953687.98800001
24,  5.218000 ,  3.0, -1,46Ca,20,26,45953687.98800001
25,  5.251500 ,  4.0,  1,46Ca,20,26,45953687.98800001
26,  5.317000 ,  0.0,  1,46Ca,20,26,45953687.98800001
27,  5.379600 ,  3.0, -1,46Ca,20,26,45953687.98800001
28,  5.392000 ,  1.0, -1,46Ca,20,26,45953687.98800001
29,  5.416700 ,  4.0, -1,46Ca,20,26,45953687.98800001
30,  5.436700 ,  4.0,  1,46Ca,20,26,45953687.98800001
31,  5.474000 ,  3.0, -1,46Ca,20,26,45953687.98800001
