id,max_depth,mss,msl,mt_strategy,normalizer,train_mae,train_mse,train_evs,train_mae_m,train_r2,val_mae,val_mse,val_evs,val_mae_m,val_r2,test_mae,test_mse,test_evs,test_mae_m,test_r2,model_path,training_time,scaler_path
1,60,2,1,one_hot,none,0.027370284532843,0.0117134007085727,0.984783585229554,0.0,0.984783585229554,0.1348912607438749,0.0787421148284176,0.8983848356029425,0.0478606156484393,0.8983848186056679,0.1350987575903125,0.0811322775485456,0.8953342799724726,0.0477068560329312,0.8953325731903281,E:\ML_Models_EXFOR\DT_B3\DT60_MSS2_MSL1_none_one_hot_B3_v1\DT60_MSS2_MSL1_none_one_hot_B3_v1.joblib,126.42090773582458,E:\ML_Models_EXFOR\DT_B3\DT60_MSS2_MSL1_none_one_hot_B3_v1\scaler.pkl
6,60,5,1,one_hot,none,0.0531729215146118,0.0173586343127614,0.9772834944431836,0.0142001472879911,0.9772834944431836,0.1300892632225955,0.0724889902955042,0.905620876522956,0.0468403248376984,0.9056208649284074,0.1304143509229679,0.0742352807164804,0.9032835165556632,0.046639496456868,0.903282552302315,E:\ML_Models_EXFOR\DT_B3\DT60_MSS5_MSL1_none_one_hot_B3_v1\DT60_MSS5_MSL1_none_one_hot_B3_v1.joblib,115.60615468025208,E:\ML_Models_EXFOR\DT_B3\DT60_MSS5_MSL1_none_one_hot_B3_v1\scaler.pkl
7,60,5,3,one_hot,none,0.0779393471079054,0.0283736696154933,0.9623255125286811,0.026733894762813,0.9623255125286811,0.1225840576798629,0.0611404192593681,0.9190715010797332,0.0460856504898771,0.9190712880778468,0.1230382329339234,0.0633799158207815,0.9161822358287612,0.0459886918400713,0.916182182331702,E:\ML_Models_EXFOR\DT_B3\DT60_MSS5_MSL3_none_one_hot_B3_v1\DT60_MSS5_MSL3_none_one_hot_B3_v1.joblib,123.37085270881651,E:\ML_Models_EXFOR\DT_B3\DT60_MSS5_MSL3_none_one_hot_B3_v1\scaler.pkl
11,60,10,1,one_hot,none,0.0709922537407794,0.024101388854847,0.9681787493878158,0.0243969443760864,0.9681787493878158,0.1245087109826679,0.0655433080542607,0.91378673438555,0.0461142542655372,0.9137866467739256,0.1249722849222241,0.0673605535271853,0.9113881170331471,0.0456900302494241,0.911386886170466,E:\ML_Models_EXFOR\DT_B3\DT60_MSS10_MSL1_none_one_hot_B3_v1\DT60_MSS10_MSL1_none_one_hot_B3_v1.joblib,115.66169309616087,E:\ML_Models_EXFOR\DT_B3\DT60_MSS10_MSL1_none_one_hot_B3_v1\scaler.pkl
12,60,10,3,one_hot,none,0.0826566833067154,0.0305564848766354,0.9593092403709632,0.0296955284085221,0.9593092403709632,0.1213935475947881,0.0594529497320079,0.921023586478812,0.0462866530491743,0.9210234038119932,0.1217694140408391,0.0616480574330726,0.9181785057094038,0.0459208072530925,0.9181783563232296,E:\ML_Models_EXFOR\DT_B3\DT60_MSS10_MSL3_none_one_hot_B3_v1\DT60_MSS10_MSL3_none_one_hot_B3_v1.joblib,119.75740098953248,E:\ML_Models_EXFOR\DT_B3\DT60_MSS10_MSL3_none_one_hot_B3_v1\scaler.pkl
13,60,10,5,one_hot,none,0.0885069760079341,0.0341574668834111,0.9542947982332386,0.0327406030538794,0.9542947982332386,0.1194713607608982,0.0572550346539601,0.923523264157165,0.0462420528996047,0.9235230107030868,0.119746235635513,0.0591672705783594,0.9209221024058136,0.0460572623951391,0.9209218601254656,E:\ML_Models_EXFOR\DT_B3\DT60_MSS10_MSL5_none_one_hot_B3_v1\DT60_MSS10_MSL5_none_one_hot_B3_v1.joblib,112.71842527389526,E:\ML_Models_EXFOR\DT_B3\DT60_MSS10_MSL5_none_one_hot_B3_v1\scaler.pkl
14,60,10,7,one_hot,none,0.0945604766851217,0.0379877338333136,0.948907762623448,0.0360593311447352,0.948907762623448,0.1187776274424083,0.0560939539660918,0.9245923391356142,0.0470266137588001,0.9245921241572028,0.1195100290930224,0.0584867413314512,0.921493962537072,0.046672909369314,0.9214935214461883,E:\ML_Models_EXFOR\DT_B3\DT60_MSS10_MSL7_none_one_hot_B3_v1\DT60_MSS10_MSL7_none_one_hot_B3_v1.joblib,117.84488987922668,E:\ML_Models_EXFOR\DT_B3\DT60_MSS10_MSL7_none_one_hot_B3_v1\scaler.pkl
16,60,15,1,one_hot,none,0.0803481223025802,0.0285200147630939,0.9621238358361196,0.029535526517782,0.9621238358361196,0.1222941370273498,0.062303284920922,0.9174387265906196,0.0463841581236562,0.9174386740198482,0.1229868881370061,0.0645442737228702,0.9144933901489692,0.0458983414322449,0.914492343229918,E:\ML_Models_EXFOR\DT_B3\DT60_MSS15_MSL1_none_one_hot_B3_v1\DT60_MSS15_MSL1_none_one_hot_B3_v1.joblib,116.85623598098756,E:\ML_Models_EXFOR\DT_B3\DT60_MSS15_MSL1_none_one_hot_B3_v1\scaler.pkl
17,60,15,3,one_hot,none,0.0882402910777542,0.0333396966026244,0.955437796587894,0.0330349585569775,0.955437796587894,0.1203714405623274,0.0578513527495089,0.9227940025610716,0.0466616161468095,0.9227937786784092,0.1209514387487388,0.0600147545734544,0.9199959971892788,0.046256048327433,0.919995682467154,E:\ML_Models_EXFOR\DT_B3\DT60_MSS15_MSL3_none_one_hot_B3_v1\DT60_MSS15_MSL3_none_one_hot_B3_v1.joblib,120.06172752380373,E:\ML_Models_EXFOR\DT_B3\DT60_MSS15_MSL3_none_one_hot_B3_v1\scaler.pkl
18,60,15,5,one_hot,none,0.0916689625616481,0.035731635740664,0.9520875239585864,0.0347314138898126,0.9520875239585864,0.1192664607131164,0.0565724920947642,0.9242341080658796,0.0467881933218524,0.9242338780542791,0.119850238311586,0.0586914212787128,0.9214306015880528,0.0464464921614811,0.9214301942618216,E:\ML_Models_EXFOR\DT_B3\DT60_MSS15_MSL5_none_one_hot_B3_v1\DT60_MSS15_MSL5_none_one_hot_B3_v1.joblib,110.77732276916504,E:\ML_Models_EXFOR\DT_B3\DT60_MSS15_MSL5_none_one_hot_B3_v1\scaler.pkl
