id,max_depth,mss,msl,mt_strategy,normalizer,train_mae,train_mse,train_evs,train_mae_m,train_r2,val_mae,val_mse,val_evs,val_mae_m,val_r2,test_mae,test_mse,test_evs,test_mae_m,test_r2,model_path,training_time,scaler_path
1,60,2,1,one_hot,none,0.0274083270199283,0.0116687276193378,0.9848507359424264,0.0,0.9848507359424264,0.1352842766587899,0.0806937219182687,0.8958737917816026,0.0478870084496072,0.8958731362967925,0.1351952411502397,0.0805346646665945,0.8959871933080044,0.0475985804241944,0.8959857399432948,E:\ML_Models_EXFOR\DT_B2\DT60_MSS2_MSL1_none_one_hot_B2_v1\DT60_MSS2_MSL1_none_one_hot_B2_v1.joblib,100.41971945762634,E:\ML_Models_EXFOR\DT_B2\DT60_MSS2_MSL1_none_one_hot_B2_v1\scaler.pkl
6,60,5,1,one_hot,none,0.0530885067021396,0.0172598382062156,0.977428068846512,0.0141962098731138,0.977428068846512,0.1306564546848142,0.074658115849265,0.9027513822723486,0.0470086393901902,0.9027509578611792,0.1304344464785209,0.0739245799096319,0.9035768089323916,0.0468067296563114,0.9035760102375712,E:\ML_Models_EXFOR\DT_B2\DT60_MSS5_MSL1_none_one_hot_B2_v1\DT60_MSS5_MSL1_none_one_hot_B2_v1.joblib,98.58456945419312,E:\ML_Models_EXFOR\DT_B2\DT60_MSS5_MSL1_none_one_hot_B2_v1\scaler.pkl
7,60,5,3,one_hot,none,0.077956613463903,0.0284034991127195,0.962305364678859,0.0267346209051289,0.962305364678859,0.1232801037389669,0.0625886423278623,0.9170107398540918,0.0463024832635495,0.917010723298612,0.1233247482294251,0.0630072752496942,0.9163893662460616,0.0459120553747778,0.9163892518717954,E:\ML_Models_EXFOR\DT_B2\DT60_MSS5_MSL3_none_one_hot_B2_v1\DT60_MSS5_MSL3_none_one_hot_B2_v1.joblib,97.20369148254396,E:\ML_Models_EXFOR\DT_B2\DT60_MSS5_MSL3_none_one_hot_B2_v1\scaler.pkl
11,60,10,1,one_hot,none,0.0709494167545789,0.0239906775885589,0.9683470442799406,0.0243513105589789,0.9683470442799406,0.1250617045923916,0.0672234001384266,0.9115324084762144,0.046190874136599,0.9115319618955836,0.1250682446354586,0.067264984854771,0.9114845287091962,0.0458784311792701,0.911483881118786,E:\ML_Models_EXFOR\DT_B2\DT60_MSS10_MSL1_none_one_hot_B2_v1\DT60_MSS10_MSL1_none_one_hot_B2_v1.joblib,96.95069622993468,E:\ML_Models_EXFOR\DT_B2\DT60_MSS10_MSL1_none_one_hot_B2_v1\scaler.pkl
12,60,10,3,one_hot,none,0.0826451167780922,0.0305641722653917,0.9593212640987632,0.0297033421489227,0.9593212640987632,0.1220964364405994,0.0610465794065815,0.9188132979413476,0.0464617656208262,0.9188132967855792,0.1219985126375993,0.0613603391679404,0.9182982455711308,0.0459048005889917,0.9182982029806692,E:\ML_Models_EXFOR\DT_B2\DT60_MSS10_MSL3_none_one_hot_B2_v1\DT60_MSS10_MSL3_none_one_hot_B2_v1.joblib,93.46965789794922,E:\ML_Models_EXFOR\DT_B2\DT60_MSS10_MSL3_none_one_hot_B2_v1\scaler.pkl
13,60,10,5,one_hot,none,0.0885218896983186,0.0342691782591849,0.9541641439190812,0.03270811895932,0.9541641439190812,0.1202894925043527,0.0587639034265809,0.9214594253889082,0.0464714060197861,0.9214593244982086,0.1197267238740161,0.058797246814844,0.9212654899964856,0.0459514315006251,0.9212654552237464,E:\ML_Models_EXFOR\DT_B2\DT60_MSS10_MSL5_none_one_hot_B2_v1\DT60_MSS10_MSL5_none_one_hot_B2_v1.joblib,90.86870646476746,E:\ML_Models_EXFOR\DT_B2\DT60_MSS10_MSL5_none_one_hot_B2_v1\scaler.pkl
14,60,10,7,one_hot,none,0.094536712977189,0.0380431402606056,0.9488582266349196,0.0360283053169177,0.9488582266349196,0.1196049631965738,0.0575135632430092,0.922689258667313,0.0470260579778998,0.9226891201728864,0.11936958753163,0.0579964202883009,0.922045928662506,0.0463598417036728,0.9220459219052776,E:\ML_Models_EXFOR\DT_B2\DT60_MSS10_MSL7_none_one_hot_B2_v1\DT60_MSS10_MSL7_none_one_hot_B2_v1.joblib,94.96705150604248,E:\ML_Models_EXFOR\DT_B2\DT60_MSS10_MSL7_none_one_hot_B2_v1\scaler.pkl
16,60,15,1,one_hot,none,0.0803126385925925,0.0285005806083327,0.9621716528934608,0.0294720212050377,0.9621716528934608,0.1229198098872735,0.0635840679690718,0.9157850200645437,0.0463717518795952,0.9157848414107675,0.1228712494960364,0.0638621876761251,0.9154643551799304,0.0459416028835549,0.9154637589422312,E:\ML_Models_EXFOR\DT_B2\DT60_MSS15_MSL1_none_one_hot_B2_v1\DT60_MSS15_MSL1_none_one_hot_B2_v1.joblib,93.03091788291933,E:\ML_Models_EXFOR\DT_B2\DT60_MSS15_MSL1_none_one_hot_B2_v1\scaler.pkl
17,60,15,3,one_hot,none,0.0882266644591458,0.0333903639172179,0.9553920132004328,0.0330082848230989,0.9553920132004328,0.1212893899786969,0.0596570494503009,0.9203566331168704,0.0468027003800319,0.920356612178444,0.1211539714494113,0.0599216556205517,0.9199675688411346,0.0463242918741021,0.9199675636096944,E:\ML_Models_EXFOR\DT_B2\DT60_MSS15_MSL3_none_one_hot_B2_v1\DT60_MSS15_MSL3_none_one_hot_B2_v1.joblib,88.69106864929199,E:\ML_Models_EXFOR\DT_B2\DT60_MSS15_MSL3_none_one_hot_B2_v1\scaler.pkl
18,60,15,5,one_hot,none,0.091671326444932,0.0358717843522516,0.9519175535463636,0.0346695153196817,0.9519175535463636,0.1201978960074479,0.0581568698973766,0.922053339310897,0.0469399239332664,0.9220532937773286,0.1195676365790355,0.0580063279928891,0.922191752372178,0.0464512877367816,0.9221917210148284,E:\ML_Models_EXFOR\DT_B2\DT60_MSS15_MSL5_none_one_hot_B2_v1\DT60_MSS15_MSL5_none_one_hot_B2_v1.joblib,94.2396936416626,E:\ML_Models_EXFOR\DT_B2\DT60_MSS15_MSL5_none_one_hot_B2_v1\scaler.pkl
