#Constant Temperature fit results; RIPL II discrete level library; February 2005 by T. Belgya 
#  Z   A El         T        dT        U0       dU0NlevNmax  N0  Nc     Umax       Uc     Chi Fit Flag NoX  Xm  EX   sigma
#               [MeV]     [MeV]     [MeV]     [MeV]                    [MeV]    [MeV]                         [MeV]       
#-------------------------------------------------------------------------------------------------------------------------
  61 132 Pm   0.78361   0.04843   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 132 Sm   0.78361   0.04843   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  63 132 Eu   0.78361   0.04843   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  49 133 In   0.81247   0.05130   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  50 133 Sn   0.81247   0.05130   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  51 133 Sb   0.81247   0.05130   3.07658   0.13881  30  16  14   1  5.37600  0.00000  3.377E-02       0             3.457
  52 133 Te   0.81247   0.05130   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  53 133 I    0.81247   0.05130  -0.83017   0.18450  88  72  14   1  2.59745  0.00000  6.089E-02   F   0             3.446
  54 133 Xe   0.81247   0.05130  -0.89121   0.12280  29  17   7   4  1.38615  0.52987  5.244E-02   F   0             2.949
  55 133 Cs   0.81247   0.05130  -1.12593   0.12334  35  17   7   8  1.08925  0.70554  4.274E-02 *     0             2.775
  56 133 Ba   0.81247   0.05130  -1.22142   0.15890  47  37  13   3  1.85790  0.28825  1.618E-02 *     0             2.902
  57 133 La   0.81247   0.05130  -1.34908   0.17109 142  52  14   4  1.85738  0.13080  3.865E-02       0             3.908
  58 133 Ce   0.81247   0.05130  -1.36063   0.12579  78  20   7   4  1.00556  0.20710  1.421E-01   F   0             2.622
  59 133 Pr   0.81247   0.05130  -1.77219   0.17446 113  57  14   1  1.43130  0.00000  1.403E-01   F   0             3.401
  60 133 Nd   0.81247   0.05130  -1.83804   0.16236 170  64   7   1  1.54050  0.00000  3.475E-01   F   0             3.644
  61 133 Pm   0.81247   0.05130   1.57375   0.13703  24  15  14   1  4.05210  0.00000  2.318E-01   F   0             9.274
  62 133 Sm   0.81247   0.05130   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  49 134 In   0.83591   0.05539   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  50 134 Sn   0.83591   0.05539   0.00000   1.00000   5   1   1   4  0.00000  1.24740                  0             0.000
  51 134 Sb   0.83591   0.05539   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  52 134 Te   0.83591   0.05539   0.86859   0.11788  33  10   7   4  2.72705  1.69134  4.032E-02       0             2.979
  53 134 I    0.83591   0.05539   0.00000   1.00000  10   1   1   1  0.00000  0.00000                  0             0.000
  54 134 Xe   0.83591   0.05539   0.03703   0.15211  38  28   7   2  2.86738  0.84704  2.137E-02 *     0             2.743
  55 134 Cs   0.83591   0.05539  -2.37778   0.21039 122 119  14   2  1.55170  0.01124  2.712E-02 *     0             3.602
  56 134 Ba   0.83591   0.05539  -0.31950   0.20370 125  98   7  10  3.50420  2.08829  1.505E-02 *     0             2.810
  57 134 La   0.83591   0.05539  -1.88075   0.14953  35  35   7   1  0.91970  0.00000  4.233E-01   F   0             2.221
  58 134 Ce   0.83591   0.05539  -0.25432   0.15768 107  33   7   5  2.65490  1.38270  9.365E-02   F   0             3.190
  59 134 Pr   0.83591   0.05539   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  60 134 Nd   0.83591   0.05539  -0.29191   0.12298 140  12   7   2  1.69790  0.29417  5.568E-02   F   0             2.836
  61 134 Pm   0.83591   0.05539   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  62 134 Sm   0.83591   0.05539   0.00000   1.00000   7   1   1   7  0.00000  2.59400                  0             0.000
  63 134 Eu   0.83591   0.05539   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 134 Gd   0.83591   0.05539   0.00000   1.00000   2   1   1   2  0.00000  0.11500                  0             0.000
  49 135 In   0.85091   0.06022   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  50 135 Sn   0.85091   0.06022   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  51 135 Sb   0.85091   0.06022   0.00000   1.00000  14   1   1   1  0.00000  0.00000                  0             0.000
  52 135 Te   0.85091   0.06022  -0.35858   0.13376  33  12   7   1  1.70234  0.00000  5.039E-02   F   0             3.686
  53 135 I    0.85091   0.06022  -0.04184   0.16093  28  15  14   1  2.31260  0.00000  5.386E-02   F   0             3.352
  54 135 Xe   0.85091   0.06022  -0.31913   0.16524  29  29   7   5  2.47787  1.26042  4.463E-02       0             2.796
  55 135 Cs   0.85091   0.06022   0.00000   1.00000  11   1   1   2  0.00000  0.24977                  0             0.000
  56 135 Ba   0.85091   0.06022  -1.07100   0.18515  72  37  12   5  2.00290  0.58783  1.270E-02 *     0             2.463
  57 135 La   0.85091   0.06022  -1.27352   0.17101  78  27  11   6  1.59925  0.58348  2.112E-02 *     0             2.772
  58 135 Ce   0.85091   0.06022  -0.99201   0.13013  71  11   7   1  1.03580  0.00000  5.974E-02   F   0             2.347
  59 135 Pr   0.85091   0.06022  -1.43912   0.19207 105  39  14   1  1.63640  0.00000  8.600E-02   F   0             4.050
  60 135 Nd   0.85091   0.06022  -1.55528   0.15046  86  21   7   1  0.82620  0.00000  2.446E-01   F   0             3.128
  61 135 Pm   0.85091   0.06022   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  62 135 Sm   0.85091   0.06022   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  63 135 Eu   0.85091   0.06022   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 135 Gd   0.85091   0.06022   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  65 135 Tb   0.85091   0.06022   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  50 136 Sn   0.85452   0.06462   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  51 136 Sb   0.85452   0.06462   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  52 136 Te   0.85452   0.06462   0.23137   0.14088  23  11   7   4  2.21157  1.38260  7.285E-02   F   0             2.668
  53 136 I    0.85452   0.06462   0.00000   1.00000  11   1   1   1  0.00000  0.00000                  0             0.000
  54 136 Xe   0.85452   0.06462   0.50993   0.15913  76  18   7   4  2.97907  1.89170  5.753E-02   F   0             2.979
  55 136 Cs   0.85452   0.06462   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  56 136 Ba   0.85452   0.06462  -0.14395   0.20769  97  54   7  11  3.24212  2.14134  1.831E-02 *     0             2.389
  57 136 La   0.85452   0.06462  -2.21697   0.21722  51  43  20   1  1.00600  0.00000  1.063E-02 *     0             2.661
  58 136 Ce   0.85452   0.06462   0.26045   0.18614  71  35   7   2  3.28260  0.55220  4.620E-03 *     0             3.314
  59 136 Pr   0.85452   0.06462  -1.55476   0.16212 106  26   7   1  1.18480  0.00000  9.590E-02   F   0             2.837
  60 136 Nd   0.85452   0.06462  -0.01689   0.14911 165  14   7   4  2.22790  0.97637  4.236E-02       0             2.943
  61 136 Pm   0.85452   0.06462   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  62 136 Sm   0.85452   0.06462  -0.15479   0.12986  58   8   7   6  1.64096  1.22140  2.375E-02       0             0.000
  63 136 Eu   0.85452   0.06462   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 136 Gd   0.85452   0.06462   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  50 137 Sn   0.84449   0.06714   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  51 137 Sb   0.84449   0.06714   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  52 137 Te   0.84449   0.06714   0.00000   1.00000  12   1   1   1  0.00000  0.00000                  0             0.000
  53 137 I    0.84449   0.06714   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  54 137 Xe   0.84449   0.06714  -0.70548   0.22032 173  60   7   2  2.72614  0.60105  1.743E-01   F   0             3.228
  55 137 Cs   0.84449   0.06714  -0.27627   0.16679  67  19   7   2  2.21678  0.45549  1.857E-02 *     0             3.101
  56 137 Ba   0.84449   0.06714  -0.34273   0.19732  96  39   7   3  2.75000  0.66166  9.850E-03 *     0             3.001
  57 137 La   0.84449   0.06714  -0.97056   0.19735  98  37   9   3  2.10400  0.44717  1.281E-02 *     0             4.216
  58 137 Ce   0.84449   0.06714  -1.04502   0.20833  98  34  14   1  1.95169  0.00000  6.640E-03 *     0             2.014
  59 137 Pr   0.84449   0.06714  -1.19531   0.16002  94  17   7   3  1.18890  0.22988  2.463E-02 *     0             2.831
  60 137 Nd   0.84449   0.06714  -0.93181   0.14250 145  10   7   2  0.97688  0.10860  8.881E-02   F   0             2.500
  61 137 Pm   0.84449   0.06714  -0.43554   0.17950  39  15  14   1  1.83230  0.00000  2.355E-02       0             5.316
  62 137 Sm   0.84449   0.06714  -0.63968   0.14794  61  12   7   1  1.44903  0.00000  8.491E-02   F   0             5.012
  63 137 Eu   0.84449   0.06714   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  64 137 Gd   0.84449   0.06714   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  51 138 Sb   0.81985   0.06658   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  52 138 Te   0.81985   0.06658   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  53 138 I    0.81985   0.06658   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  54 138 Xe   0.81985   0.06658   0.12044   0.18264  63  28   7   3  2.83565  1.07253  8.209E-02   F   0             2.876
  55 138 Cs   0.81985   0.06658  -1.31455   0.14663  29  12   7   2  0.69115  0.01086  1.350E-01   F   0             2.038
  56 138 Ba   0.81985   0.06658   0.51875   0.20930 118  50   7   4  3.69391  2.09054  3.960E-03 *     0             3.154
  57 138 La   0.81985   0.06658  -1.58945   0.23044  63  63  14   1  1.78850  0.00000  1.093E-02 *     0             3.048
  58 138 Ce   0.81985   0.06658   0.24890   0.19777  73  39   7   7  3.22960  2.13682  1.252E-02 *     0             3.450
  59 138 Pr   0.81985   0.06658  -0.94773   0.19308  48  27  14   1  2.68700  0.00000  1.513E-01 * F   0             6.279
  60 138 Nd   0.81985   0.06658   0.23909   0.17165  91  22   7   4  2.75860  1.24987  4.792E-02       0             3.264
  61 138 Pm   0.81985   0.06658   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  62 138 Sm   0.81985   0.06658  -0.04439   0.13783  69   9   7   2  1.73270  0.34675  2.440E-02       0             0.000
  63 138 Eu   0.81985   0.06658   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  64 138 Gd   0.81985   0.06658   0.32065   0.14427  35  11   7   3  2.30030  0.60520  1.547E-01   F   0             4.811
  65 138 Tb   0.81985   0.06658   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  51 139 Sb   0.78130   0.06248   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  52 139 Te   0.78130   0.06248   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  53 139 I    0.78130   0.06248   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  54 139 Xe   0.78130   0.06248  -0.82035   0.15782  42  22   7   1  1.57710  0.00000  7.709E-02   F   0             3.680
  55 139 Cs   0.78130   0.06248  -1.11618   0.17611  71  20  14   1  1.21502  0.00000  4.149E-02       0             2.476
  56 139 Ba   0.78130   0.06248  -0.54388   0.22151 101  54  20   4  2.56986  1.28332  8.470E-03 *     0             2.701
  57 139 La   0.78130   0.06248  -0.50299   0.19173  95  33  13   4  2.31000  1.21896  1.024E-02 *     0             2.653
  58 139 Ce   0.78130   0.06248  -0.06183   0.15580  53  19   7   6  2.14300  1.57825  2.283E-02 *     0             2.185
  59 139 Pr   0.78130   0.06248  -0.79213   0.18905  70  33  12   7  1.94200  0.85187  1.028E-02 *     0             3.531
  60 139 Nd   0.78130   0.06248  -0.84095   0.14092  35  13   7   1  1.10500  0.00000  6.823E-02   F   0             2.494
  61 139 Pm   0.78130   0.06248  -1.27229   0.17445  71  19  14   1  1.01575  0.00000  5.555E-02   F   0             2.463
  62 139 Sm   0.78130   0.06248  -1.00130   0.15312 107  19   7   2  1.17640  0.11190  9.126E-02   F   0             3.398
  63 139 Eu   0.78130   0.06248  -1.42282   0.17408  63  19  14   1  0.87700  0.00000  4.630E-02       0             5.510
  64 139 Gd   0.78130   0.06248  -0.35904   0.12560  50   8   7   1  1.25500  0.00000  1.687E-02       0             0.000
  65 139 Tb   0.78130   0.06248   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 139 Dy   0.78130   0.06248   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  52 140 Te   0.73196   0.05555   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  53 140 I    0.73196   0.05555   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  54 140 Xe   0.73196   0.05555   0.17098   0.11493  29   9   7   3  1.77150  0.83429  3.014E-02       0             0.000
  55 140 Cs   0.73196   0.05555  -1.46580   0.13081  41  19   7   1  0.65336  0.00000  2.718E-01   F   0             1.835
  56 140 Ba   0.73196   0.05555   0.39456   0.13646  61  18   7   7  2.52181  1.82379  7.550E-03 *     0             2.669
  57 140 La   0.73196   0.05555  -1.72873   0.22572 256 165  14   6  2.00591  0.06318  9.070E-03 *     0             3.183
  58 140 Ce   0.73196   0.05555   0.88030   0.16467 126  39   7  14  3.55100  2.62889  1.297E-02 *     0             3.334
  59 140 Pr   0.73196   0.05555  -1.33237   0.17996 107  44  14   7  1.43000  0.28708  9.360E-03 *     0             3.287
  60 140 Nd   0.73196   0.05555   0.44794   0.15496 199  30   7   4  2.94340  1.41400  1.123E-02 *     0             2.806
  61 140 Pm   0.73196   0.05555  -1.24831   0.14351  33  25   7   1  1.08899  0.00000  1.705E-01   F   0             1.268
  62 140 Sm   0.73196   0.05555   0.34629   0.11771  71  10   7   2  2.08191  0.53068  1.046E-01   F   0             2.297
  63 140 Eu   0.73196   0.05555  -1.22256   0.13443  22  18   7   3  0.88269  0.18530  2.011E-01   F   0             1.620
  64 140 Gd   0.73196   0.05555   0.10071   0.11153  24   8   7   2  1.69340  0.32860  1.012E-01   F   0             0.000
  65 140 Tb   0.73196   0.05555   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 140 Dy   0.73196   0.05555   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  67 140 Ho   0.73196   0.05555   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  53 141 I    0.67777   0.04760   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  54 141 Xe   0.67777   0.04760   0.00000   1.00000  19   1   1   1  0.00000  0.00000                  0             0.000
  55 141 Cs   0.67777   0.04760  -1.01108   0.13282  33  19  14   1  0.97980  0.00000  4.560E-02       0             0.000
  56 141 Ba   0.67777   0.04760  -0.60229   0.13886  84  39   7   1  1.87401  0.00000  1.013E-01   F   0             3.453
  57 141 La   0.67777   0.04760  -0.53180   0.12307  33  25   7   1  1.92630  0.00000  4.192E-02 *     0             2.162
  58 141 Ce   0.67777   0.04760  -0.06428   0.16672  89  50  20   5  2.58300  1.36870  7.510E-03 *     0             2.968
  59 141 Pr   0.67777   0.04760  -0.29006   0.16164 112  70   7   4  2.58360  1.12700  1.564E-02 *     0             3.123
  60 141 Nd   0.67777   0.04760  -0.11393   0.16601  88  49  20   5  2.51482  1.34548  4.310E-03 *     0             2.625
  61 141 Pm   0.67777   0.04760  -0.64311   0.13156  67  18  14   3  1.31330  0.40380  2.113E-02       0             3.053
  62 141 Sm   0.67777   0.04760  -0.74221   0.11502  84  18   7   4  1.18060  0.38523  6.383E-02   F   0             2.933
  63 141 Eu   0.67777   0.04760  -0.95846   0.12722  62  15  14   2  0.86987  0.09645  1.574E-02       0             3.722
  64 141 Gd   0.67777   0.04760  -0.87104   0.11349  66  17   7   1  0.99460  0.00000  6.639E-02   F   0             2.961
  65 141 Tb   0.67777   0.04760   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 141 Dy   0.67777   0.04760   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  67 141 Ho   0.67777   0.04760   0.00000   1.00000  11   1   1   2  0.00000  0.06600                  0             0.000
  52 142 Te   0.62362   0.04009   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  53 142 I    0.62362   0.04009   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  54 142 Xe   0.62362   0.04009   0.00000   1.00000  18   1   1   4  0.00000  1.18110                  0             0.000
  55 142 Cs   0.62362   0.04009  -1.11908   0.09708  45  21   7   1  0.77690  0.00000  1.823E-01   F   0             1.242
  56 142 Ba   0.62362   0.04009   0.20685   0.09259  38  14   7   3  1.84844  0.83481  3.520E-02       0             2.676
  57 142 La   0.62362   0.04009  -1.07161   0.09323  24  15   7   1  0.60446  0.00000  2.540E-01   F   0             1.752
  58 142 Ce   0.62362   0.04009   0.47458   0.13132 100  59   7   5  3.01193  1.65291  6.380E-03 *     0             2.493
  59 142 Pr   0.62362   0.04009  -1.06698   0.12972 171  42  15   6  1.29052  0.08500  1.348E-02 *     0             3.150
  60 142 Nd   0.62362   0.04009   0.96943   0.11209 213  30   7   7  3.12806  2.24400  9.610E-03 *     0             2.518
  61 142 Pm   0.62362   0.04009  -0.73868   0.10290  45  24   7   1  1.23710  0.00000  4.978E-02       0             3.747
  62 142 Sm   0.62362   0.04009   0.73566   0.10126  61  20   7   2  2.58200  0.76800  8.216E-02   F   0             2.503
  63 142 Eu   0.62362   0.04009  -0.91147   0.09835  31  18   7   1  0.75100  0.00000  2.533E-01   F   0             1.347
  64 142 Gd   0.62362   0.04009   0.71393   0.09260 112  14   7   2  2.34360  0.51537  4.787E-02       0             2.585
  65 142 Tb   0.62362   0.04009   0.00000   1.00000   8   1   1   1  0.00000  0.00000                  0             0.000
  66 142 Dy   0.62362   0.04009   0.00000   1.00000   7   1   1   1  0.00000  0.00000                  0             0.000
  67 142 Ho   0.62362   0.04009   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  54 143 Xe   0.57265   0.03382   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  55 143 Cs   0.57265   0.03382  -0.20745   0.09036  30  15  14   7  1.39800  0.76910  1.113E-01   F   0             4.763
  56 143 Ba   0.57265   0.03382  -0.79849   0.08214  50  19   7   1  0.83410  0.00000  7.994E-02   F   0             2.569
  57 143 La   0.57265   0.03382  -0.61636   0.08645  47  24   7   1  1.30300  0.00000  2.498E-02 *     0             2.143
  58 143 Ce   0.57265   0.03382  -0.28072   0.09245  77  30   7   3  1.73900  0.04228  2.527E-02 *     0             2.465
  59 143 Pr   0.57265   0.03382  -0.39840   0.08184  30  18   7   2  1.39740  0.05736  3.375E-02 *     0             2.005
  60 143 Nd   0.57265   0.03382   0.10646   0.12339 253  94   7   6  2.70058  1.43123  1.220E-02 *     0             3.265
  61 143 Pm   0.57265   0.03382   0.17096   0.08805  91  23   7   5  2.00725  1.17319  1.194E-02 *     0             2.927
  62 143 Sm   0.57265   0.03382   0.39705   0.08196  90  17   7   6  1.99000  1.36926  3.531E-02       0             2.240
  63 143 Eu   0.57265   0.03382  -0.29115   0.09252 162  17  14   1  1.33124  0.00000  1.038E-02       0             3.620
  64 143 Gd   0.57265   0.03382  -0.38198   0.06802  92   8   7   1  0.78790  0.00000  5.750E-02   F   0             0.000
  65 143 Tb   0.57265   0.03382   0.46516   0.09040 103  15  14   1  2.02580  0.00000  1.703E-02       0             6.276
  66 143 Dy   0.57265   0.03382  -0.40677   0.06986  80   9   7   1  0.84550  0.00000  3.739E-02       0             0.000
  67 143 Ho   0.57265   0.03382   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  53 144 I    0.52651   0.02901   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  54 144 Xe   0.52651   0.02901   0.00000   1.00000   6   1   1   1  0.00000  0.00000                  0             0.000
  55 144 Cs   0.52651   0.02901   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  56 144 Ba   0.52651   0.02901  -0.03003   0.05837  32   8   7   3  1.03883  0.53019  6.818E-02   F   0             0.000
  57 144 La   0.52651   0.02901  -0.87105   0.07005  26  19   7   1  0.66988  0.00000  1.361E-01   F   0             1.776
  58 144 Ce   0.52651   0.02901   0.52146   0.07495  62  22   7   3  2.15280  0.93865  8.090E-03 *     0             2.693
  59 144 Pr   0.52651   0.02901   0.00000   1.00000   5   1   1   5  0.00000  0.13352                  0             0.000
  60 144 Nd   0.52651   0.02901   0.76402   0.10797 202 100   7  15  3.18561  2.29541  8.790E-03 *     0             3.008
  61 144 Pm   0.52651   0.02901  -0.56910   0.08456  85  24  14   1  1.12700  0.00000  1.243E-02 *     0             3.765
  62 144 Sm   0.52651   0.02901   1.31901   0.07445 163  21   7   3  2.88301  1.81017  4.179E-02       0             2.435
  63 144 Eu   0.52651   0.02901  -0.38206   0.07325  35  21   7   4  1.20140  0.58040  5.554E-02   F   0             3.121
  64 144 Gd   0.52651   0.02901   1.16934   0.06599  89  13   7   2  2.47160  0.74300  3.899E-02       0             2.990
  65 144 Tb   0.52651   0.02901  -0.57806   0.06001  32   9   7   1  0.54450  0.00000  8.511E-02   F   0             0.000
  66 144 Dy   0.52651   0.02901   0.00000   1.00000  15   1   1   1  0.00000  0.00000                  0             0.000
  67 144 Ho   0.52651   0.02901   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 144 Er   0.52651   0.02901   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 144 Er   0.52651   0.02901   0.00000   1.00000   2   1   1   2  0.00000  0.33000                  0             0.000
  54 145 Xe   0.48589   0.02555   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  55 145 Cs   0.48589   0.02555   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  56 145 Ba   0.48589   0.02555  -0.70149   0.06984  45  30   7   8  0.90020  0.43569  1.864E-01   F   0             3.073
  57 145 La   0.48589   0.02555  -0.66909   0.06830  34  15  14   1  0.63750  0.00000  3.342E-02       0             0.000
  58 145 Ce   0.48589   0.02555  -0.51468   0.05745  32  13   7   1  0.70870  0.00000  6.270E-02   F   0             0.000
  59 145 Pr   0.48589   0.02555  -0.44628   0.06830  25  15  14   2  0.85943  0.06265  3.157E-02       0             2.037
  60 145 Nd   0.48589   0.02555  -0.14214   0.07090 138  26   9   9  1.42760  0.93705  8.750E-03 *     0             2.878
  61 145 Pm   0.48589   0.02555  -0.24576   0.07392  53  33   9   3  1.50700  0.49231  2.598E-02 *     0             3.143
  62 145 Sm   0.48589   0.02555   0.51902   0.06766 143  24   7  12  2.04997  1.72920  6.238E-02   F   0             2.951
  63 145 Eu   0.48589   0.02555   0.44307   0.07281 205  21  14   6  1.91550  1.36800  2.957E-02       0             2.723
  64 145 Gd   0.48589   0.02555   0.53383   0.05141 106   8   7   7  1.52500  1.49820  4.508E-02       0             0.000
  65 145 Tb   0.48589   0.02555   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  66 145 Dy   0.48589   0.02555   0.00000   1.00000  13   1   1   1  0.00000  0.00000                  0             0.000
  67 145 Ho   0.48589   0.02555   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  68 145 Er   0.48589   0.02555   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 145 Tm   0.48589   0.02555   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  54 146 Xe   0.45085   0.02315   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  55 146 Cs   0.45085   0.02315   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  56 146 Ba   0.45085   0.02315   0.12912   0.04794  43   9   7   3  1.11522  0.51350  3.583E-02       0             0.000
  57 146 La   0.45085   0.02315  -0.67478   0.05995  48  24   7   1  0.75770  0.00000  2.233E-01   F   0             1.783
  58 146 Ce   0.45085   0.02315   0.39061   0.06140 119  25   7   9  1.83185  1.27400  1.222E-01   F   0             2.901
  59 146 Pr   0.45085   0.02315   0.00000   1.00000   9   1   1   1  0.00000  0.00000                  0             0.000
  60 146 Nd   0.45085   0.02315   0.52682   0.06607 292  33   7   9  2.09579  1.51752  7.200E-03 *     0             2.677
  61 146 Pm   0.45085   0.02315  -0.94831   0.07307  79  44  14   1  0.92082  0.00000  4.049E-02 *     0             3.719
  62 146 Sm   0.45085   0.02315   1.12670   0.06593 168  32   7  11  2.68472  2.22244  8.350E-03 *     0             2.668
  63 146 Eu   0.45085   0.02315  -0.59635   0.05120  36  12   7   6  0.49817  0.31650  1.340E-01   F   0             3.135
  64 146 Gd   0.45085   0.02315   1.96958   0.06823 155  36   7   7  3.55200  2.98193  6.425E-02   F   0             3.460
  65 146 Tb   0.45085   0.02315  -0.44670   0.05303  22  14   7   1  0.68214  0.00000  1.320E-01   F   0             1.173
  66 146 Dy   0.45085   0.02315   1.81273   0.04654  22   8   7   1  2.80870  0.00000  1.077E-01   F   0             0.000
  67 146 Ho   0.45085   0.02315   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  68 146 Er   0.45085   0.02315   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  69 146 Tm   0.45085   0.02315   0.00000   1.00000   2   1   1   1  0.00000  0.00000                  0             0.000
  55 147 Cs   0.42116   0.02151   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
  56 147 Ba   0.42116   0.02151  -0.69833   0.05570  31  25   7   1  0.64210  0.00000  2.173E-01   F   0             3.105
  57 147 La   0.42116   0.02151  -0.79935   0.06206  51  23  14   1  0.51080  0.00000  6.879E-02   F   0             3.034
  58 147 Ce   0.42116   0.02151  -0.54952   0.05411  27  21   7   1  0.71030  0.00000  1.454E-01   F   0             0.000
  59 147 Pr   0.42116   0.02151  -0.50406   0.05748  21  15  14   1  0.63690  0.00000  1.794E-03       0             2.197
  60 147 Nd   0.42116   0.02151  -0.34260   0.05562 126  24   7   3  1.04148  0.12792  1.683E-02 *     0             2.124
  61 147 Pm   0.42116   0.02151  -0.41681   0.05266  42  18   7   2  0.73070  0.09110  4.942E-02 *     0             2.792
  62 147 Sm   0.42116   0.02151  -0.08504   0.06771  94  42  11   4  1.60100  0.71660  1.855E-02 *     0             2.748
  63 147 Eu   0.42116   0.02151   0.06471   0.06376  60  26  14   3  1.42130  0.62530  4.559E-02       0             3.405
  64 147 Gd   0.42116   0.02151   0.76416   0.04792  97  12   7   3  1.79710  1.15240  4.896E-02       0             2.887
  65 147 Tb   0.42116   0.02151   0.50376   0.05749  85  15  14   1  1.64300  0.00000  3.363E-03       0             3.095
  66 147 Dy   0.42116   0.02151   0.90035   0.04446  21   9   7   3  1.92460  0.75050  1.666E-01   F   0             0.000
  67 147 Ho   0.42116   0.02151   0.00000   1.00000   5   1   1   1  0.00000  0.00000                  0             0.000
  68 147 Er   0.42116   0.02151   0.00000   1.00000   1   1   1   1  0.00000  0.00000                  0             0.000
