id,distance_metric,distance_type,mt_strategy,normalizer,train_mae,train_mse,train_evs,train_mae_m,train_r2,val_mae,val_mse,val_evs,val_mae_m,val_r2,test_mae,test_mse,test_evs,test_mae_m,test_r2,model_path,training_time,scaler_path,MT_STRATEGY,run_name
3,euclidean,distance,,robust,0.026589663290037525,0.012067699493713974,0.9843520323533748,0.0,0.9843520134350427,0.12363495455876805,0.07020365549780849,0.9074174606091601,0.04224790428866426,0.9074173452955938,0.12497504659648707,0.0730435325549973,0.9034834216371248,0.042357777907826084,0.9034824847531108,E:\ML_Models_EXFOR\KNN_B0\k3_distance_euclidean_robust_one_hot_B0_v4\k3_distance_euclidean_robust_one_hot_B0_v4.joblib,10354.818309783936,E:\ML_Models_EXFOR\KNN_B0\k3_distance_euclidean_robust_one_hot_B0_v4\scaler.pkl,one_hot,
8,euclidean,distance,,robust,0.025949426517041442,0.01101409899651051,0.9857276264506222,0.0,0.985727620882178,0.11953851395986187,0.06679681319063363,0.9106237751440924,0.04187600963229565,0.9106232204290604,0.12116604798222405,0.06659808183596136,0.9116813055694352,0.04235675568566788,0.9116812338714312,E:\ML_Models_EXFOR\KNN_B0\k8_distance_euclidean_robust_one_hot_B0_v4\k8_distance_euclidean_robust_one_hot_B0_v4.joblib,9773.636505365372,E:\ML_Models_EXFOR\KNN_B0\k8_distance_euclidean_robust_one_hot_B0_v4\scaler.pkl,one_hot,
4,euclidean,distance,,standard,0.026209432073891484,0.01153808795100187,0.9850456303986108,0.0,0.9850456290613459,0.12102448508141934,0.06716909133608402,0.9113537498276224,0.04131601491634911,0.9113537467063632,0.12013763352668362,0.06502682686748443,0.9141949251818006,0.041600336117836416,0.9141949058758412,E:\ML_Models_EXFOR\KNN_B0\k4_distance_euclidean_standard_one_hot_B0_v4\k4_distance_euclidean_standard_one_hot_B0_v4.joblib,8383.072129964828,E:\ML_Models_EXFOR\KNN_B0\k4_distance_euclidean_standard_one_hot_B0_v4\scaler.pkl,one_hot,
14,manhattan,distance,,standard,0.025811895354620515,0.010831785531929693,0.9859437217133242,0.0,0.9859437215257538,0.1177599748979777,0.061251584321344435,0.919143233486555,0.0423730745212812,0.9191424526530836,0.11850870421650478,0.06326739437894954,0.9155008217391004,0.04238030985116975,0.915500120955012,E:\ML_Models_EXFOR\KNN_B0\k14_distance_manhattan_standard_one_hot_B0_v4\k14_distance_manhattan_standard_one_hot_B0_v4.joblib,7588.816880702972,E:\ML_Models_EXFOR\KNN_B0\k14_distance_manhattan_standard_one_hot_B0_v4\scaler.pkl,one_hot,
9,euclidean,distance,,standard,0.025908814129527502,0.011002516579247907,0.9857267695310592,0.0,0.9857267655290288,0.11930227018646365,0.06401395479808651,0.9141641149117801,0.04157269883527229,0.9141639130163304,0.11780865085851948,0.061626510307409836,0.9181500895190892,0.04173272737283112,0.9181500868704896,E:\ML_Models_EXFOR\KNN_B0\k9_distance_euclidean_standard_one_hot_B0_v4\k9_distance_euclidean_standard_one_hot_B0_v4.joblib,8863.655370235443,E:\ML_Models_EXFOR\KNN_B0\k9_distance_euclidean_standard_one_hot_B0_v4\scaler.pkl,one_hot,
18,euclidean,distance,,standard,0.025840241142420336,0.010872630605406148,0.9858865309206908,0.0,0.9858865278578042,0.1195406257858498,0.0632750679219366,0.9153622188767028,0.04350203355956739,0.9153615977656928,0.1195023395887848,0.06409922440551254,0.913770257995789,0.04305117486173399,0.9137698136909806,E:\ML_Models_EXFOR\KNN_B0\k18_distance_euclidean_standard_one_hot_B0_v4\k18_distance_euclidean_standard_one_hot_B0_v4.joblib,8480.693176031113,E:\ML_Models_EXFOR\KNN_B0\k18_distance_euclidean_standard_one_hot_B0_v4\scaler.pkl,one_hot,
18,manhattan,distance,,robust,0.025798475399520533,0.010863824345449106,0.9859121685329938,0.0,0.9859121653238768,0.12030052563589876,0.06443863718965306,0.9134987211905826,0.04349732692010233,0.9134959902884988,0.12063880043265594,0.06434012139028046,0.9134729350776634,0.04371565147189134,0.9134724407151458,E:\ML_Models_EXFOR\KNN_B0\k18_distance_manhattan_robust_one_hot_B0_v4\k18_distance_manhattan_robust_one_hot_B0_v4.joblib,9577.90174627304,E:\ML_Models_EXFOR\KNN_B0\k18_distance_manhattan_robust_one_hot_B0_v4\scaler.pkl,one_hot,
13,euclidean,distance,,robust,0.02584094473600401,0.010875957356531787,0.9858846659317204,0.0,0.9858846649045548,0.12192454275856365,0.06684735278313056,0.9103601339932388,0.043289251592221856,0.9103556535364508,0.12162418647106972,0.06752220516762097,0.9103496171419267,0.04318318879895894,0.9103492057515172,E:\ML_Models_EXFOR\KNN_B0\k13_distance_euclidean_robust_one_hot_B0_v4\k13_distance_euclidean_robust_one_hot_B0_v4.joblib,9697.441611289978,E:\ML_Models_EXFOR\KNN_B0\k13_distance_euclidean_robust_one_hot_B0_v4\scaler.pkl,one_hot,
4,manhattan,distance,,standard,0.026209432073891484,0.01153808795100187,0.9850456303986108,0.0,0.9850456290613459,0.120100206853814,0.06566752486907522,0.9133905920919126,0.04110912713012922,0.913390576501772,0.11932667686751475,0.06373800680632477,0.9159622726757918,0.04142253355768522,0.9159621391135341,E:\ML_Models_EXFOR\KNN_B0\k4_distance_manhattan_standard_one_hot_B0_v4\k4_distance_manhattan_standard_one_hot_B0_v4.joblib,7700.453165769576,E:\ML_Models_EXFOR\KNN_B0\k4_distance_manhattan_standard_one_hot_B0_v4\scaler.pkl,one_hot,
3,manhattan,distance,,robust,0.026589663290037525,0.012067699493713974,0.9843520323533748,0.0,0.9843520134350427,0.12222168856561053,0.06793399160704992,0.9105091206578276,0.04198845610424118,0.9105090829016528,0.12358852910398767,0.0704803069538495,0.9069242434910488,0.04211548605381718,0.90692315464021,E:\ML_Models_EXFOR\KNN_B0\k3_distance_manhattan_robust_one_hot_B0_v4\k3_distance_manhattan_robust_one_hot_B0_v4.joblib,10216.348203659058,E:\ML_Models_EXFOR\KNN_B0\k3_distance_manhattan_robust_one_hot_B0_v4\scaler.pkl,one_hot,
8,manhattan,distance,,robust,0.025949426517041442,0.01101409899651051,0.9857276264506222,0.0,0.9857276208821779,0.11767202475413592,0.06419433752470705,0.9142401566885976,0.04142751752947416,0.9142392849923318,0.11925966671672696,0.06409842134490648,0.9151426789367514,0.04191130696948586,0.9151424065083152,E:\ML_Models_EXFOR\KNN_B0\k8_distance_manhattan_robust_one_hot_B0_v4\k8_distance_manhattan_robust_one_hot_B0_v4.joblib,9955.567471265793,E:\ML_Models_EXFOR\KNN_B0\k8_distance_manhattan_robust_one_hot_B0_v4\scaler.pkl,one_hot,
15,euclidean,distance,,standard,0.025804302938309143,0.010826413433252769,0.9859511734013232,0.0,0.9859511732698324,0.11944614814577162,0.06335413164786624,0.9162184392974536,0.042902865890804776,0.9162173644981292,0.12010091767738575,0.06502216484488946,0.9129700877714828,0.042959545777775165,0.9129686638321696,E:\ML_Models_EXFOR\KNN_B0\k15_distance_euclidean_standard_one_hot_B0_v4\k15_distance_euclidean_standard_one_hot_B0_v4.joblib,8081.869621753693,E:\ML_Models_EXFOR\KNN_B0\k15_distance_euclidean_standard_one_hot_B0_v4\scaler.pkl,one_hot,
9,manhattan,distance,,standard,0.02590881412952751,0.011002516579247907,0.9857267695310592,0.0,0.9857267655290288,0.11807043819807192,0.06229282511799704,0.916601993338501,0.04129157307705533,0.9166015044262172,0.11652593203435192,0.05993330661384502,0.92047034772303,0.04139415883535375,0.9204703119780684,E:\ML_Models_EXFOR\KNN_B0\k9_distance_manhattan_standard_one_hot_B0_v4\k9_distance_manhattan_standard_one_hot_B0_v4.joblib,8937.074897289276,E:\ML_Models_EXFOR\KNN_B0\k9_distance_manhattan_standard_one_hot_B0_v4\scaler.pkl,one_hot,
18,manhattan,distance,,standard,0.025840241142420343,0.010872630605406143,0.9858865309206908,0.0,0.9858865278578042,0.1179140065721968,0.06086447199116836,0.918727722896434,0.04314444326827546,0.9187273861443168,0.11792258914790935,0.06220334463184895,0.9164647318601804,0.04267751030126532,0.91646435865953,E:\ML_Models_EXFOR\KNN_B0\k18_distance_manhattan_standard_one_hot_B0_v4\k18_distance_manhattan_standard_one_hot_B0_v4.joblib,8937.746716499329,E:\ML_Models_EXFOR\KNN_B0\k18_distance_manhattan_standard_one_hot_B0_v4\scaler.pkl,one_hot,
19,euclidean,distance,,robust,0.025798378958809643,0.010861506870796045,0.9859140127043448,0.0,0.9859140108338872,0.12320839040585445,0.06821584400045426,0.9080231227523669,0.04423091515515122,0.908019724500072,0.1235212751127958,0.06807343136617244,0.9080112299834596,0.04451546036804821,0.9080103967891148,E:\ML_Models_EXFOR\KNN_B0\k19_distance_euclidean_robust_one_hot_B0_v4\k19_distance_euclidean_robust_one_hot_B0_v4.joblib,9923.217267990112,E:\ML_Models_EXFOR\KNN_B0\k19_distance_euclidean_robust_one_hot_B0_v4\scaler.pkl,one_hot,
13,manhattan,distance,,robust,0.02584094473600401,0.010875957356531787,0.9858846659317204,0.0,0.9858846649045548,0.11957115204986267,0.06368972815436233,0.9148449477813402,0.04272720123988166,0.9148414279934473,0.119348575465178,0.064322324002716,0.9148060601069916,0.04265995737001635,0.9148058056251328,E:\ML_Models_EXFOR\KNN_B0\k13_distance_manhattan_robust_one_hot_B0_v4\k13_distance_manhattan_robust_one_hot_B0_v4.joblib,9937.758188009262,E:\ML_Models_EXFOR\KNN_B0\k13_distance_manhattan_robust_one_hot_B0_v4\scaler.pkl,one_hot,
15,manhattan,distance,,standard,0.025804302938309143,0.010826413433252769,0.9859511734013232,0.0,0.9859511732698324,0.11791442565029504,0.06128834041110232,0.919052205677002,0.04256246945362768,0.9190513380826048,0.11865728922049125,0.06328474201385029,0.9154239408440432,0.0426121980807036,0.9154231318856224,E:\ML_Models_EXFOR\KNN_B0\k15_distance_manhattan_standard_one_hot_B0_v4\k15_distance_manhattan_standard_one_hot_B0_v4.joblib,6996.9983870983115,E:\ML_Models_EXFOR\KNN_B0\k15_distance_manhattan_standard_one_hot_B0_v4\scaler.pkl,one_hot,
4,euclidean,distance,,robust,0.026240141474941747,0.01154743732734138,0.9850173009464204,0.0,0.98501727300938,0.12170841125103075,0.06799602858439985,0.9099932492872252,0.04172117417592819,0.9099930812737632,0.1229269221406635,0.07079046403096685,0.9060742882760524,0.041737412660740665,0.9060734802565604,E:\ML_Models_EXFOR\KNN_B0\k4_distance_euclidean_robust_one_hot_B0_v4\k4_distance_euclidean_robust_one_hot_B0_v4.joblib,10245.43482542038,E:\ML_Models_EXFOR\KNN_B0\k4_distance_euclidean_robust_one_hot_B0_v4\scaler.pkl,one_hot,
9,euclidean,distance,,robust,0.025923048775266192,0.010975222105822056,0.9857817820668416,0.0,0.9857817699187922,0.11962090310690016,0.06666991142077427,0.9107035251623268,0.04200454209985606,0.910703065172461,0.12124877880694836,0.06648715553639785,0.911726179859194,0.042523609234113136,0.9117261349788158,E:\ML_Models_EXFOR\KNN_B0\k9_distance_euclidean_robust_one_hot_B0_v4\k9_distance_euclidean_robust_one_hot_B0_v4.joblib,10141.408431768416,E:\ML_Models_EXFOR\KNN_B0\k9_distance_euclidean_robust_one_hot_B0_v4\scaler.pkl,one_hot,
10,euclidean,distance,,standard,0.025882157666170504,0.010971789412251954,0.9857688905720288,0.0,0.9857688878022188,0.1192847539867778,0.06385376384039619,0.9143102220786888,0.04173150231392175,0.91431006389663,0.1178428933523544,0.061501579567732174,0.918241054649816,0.041863005492458534,0.9182410230620246,E:\ML_Models_EXFOR\KNN_B0\k10_distance_euclidean_standard_one_hot_B0_v4\k10_distance_euclidean_standard_one_hot_B0_v4.joblib,8584.185196399689,E:\ML_Models_EXFOR\KNN_B0\k10_distance_euclidean_standard_one_hot_B0_v4\scaler.pkl,one_hot,
19,euclidean,distance,,standard,0.02583599061436044,0.010868799571581286,0.9858937514880728,0.0,0.9858937504331592,0.11973148090477816,0.06335690162201946,0.9152058793926696,0.043747832819571286,0.9152052048700864,0.11971793406795485,0.06423172316868796,0.9135449742477164,0.04324254015888801,0.9135445003944348,E:\ML_Models_EXFOR\KNN_B0\k19_distance_euclidean_standard_one_hot_B0_v4\k19_distance_euclidean_standard_one_hot_B0_v4.joblib,7973.634446144104,E:\ML_Models_EXFOR\KNN_B0\k19_distance_euclidean_standard_one_hot_B0_v4\scaler.pkl,one_hot,
19,manhattan,distance,,robust,0.025798378958809643,0.010861506870796045,0.9859140127043448,0.0,0.9859140108338872,0.12050614664684199,0.06453892053182791,0.9132948212625976,0.043654512757595104,0.913291859089824,0.12086048808604545,0.06447481437782858,0.9132217459280212,0.043850906850950784,0.9132211583879056,E:\ML_Models_EXFOR\KNN_B0\k19_distance_manhattan_robust_one_hot_B0_v4\k19_distance_manhattan_robust_one_hot_B0_v4.joblib,8462.560121536255,E:\ML_Models_EXFOR\KNN_B0\k19_distance_manhattan_robust_one_hot_B0_v4\scaler.pkl,one_hot,
14,euclidean,distance,,robust,0.02583412417847584,0.010861489412376746,0.985902282391504,0.0,0.9859022819471278,0.1222014015437653,0.06704157409301753,0.9100134166032036,0.04344130717550443,0.9100088189365201,0.121879887002453,0.06765517718693273,0.9100779356706624,0.043349310585323486,0.9100774805246028,E:\ML_Models_EXFOR\KNN_B0\k14_distance_euclidean_robust_one_hot_B0_v4\k14_distance_euclidean_robust_one_hot_B0_v4.joblib,8761.826873779297,E:\ML_Models_EXFOR\KNN_B0\k14_distance_euclidean_robust_one_hot_B0_v4\scaler.pkl,one_hot,
4,manhattan,distance,,robust,0.026240141474941747,0.01154743732734138,0.9850173009464204,0.0,0.98501727300938,0.12010502841691773,0.06557246663636174,0.9132952416107516,0.041407936328905486,0.9132951600197082,0.12142697521430786,0.0682452842396416,0.9095372066319248,0.0414347927006139,0.9095362614933524,E:\ML_Models_EXFOR\KNN_B0\k4_distance_manhattan_robust_one_hot_B0_v4\k4_distance_manhattan_robust_one_hot_B0_v4.joblib,8275.526688814163,E:\ML_Models_EXFOR\KNN_B0\k4_distance_manhattan_robust_one_hot_B0_v4\scaler.pkl,one_hot,
9,manhattan,distance,,robust,0.025923048775266192,0.010975222105822056,0.9857817820668416,0.0,0.9857817699187922,0.1176496617624028,0.06394673864313499,0.9145029422917264,0.04152307260965382,0.9145022240863722,0.11926326156279758,0.06388047221672598,0.9153425093355501,0.04206106148293071,0.9153423438547841,E:\ML_Models_EXFOR\KNN_B0\k9_distance_manhattan_robust_one_hot_B0_v4\k9_distance_manhattan_robust_one_hot_B0_v4.joblib,8727.104162216187,E:\ML_Models_EXFOR\KNN_B0\k9_distance_manhattan_robust_one_hot_B0_v4\scaler.pkl,one_hot,
10,manhattan,distance,,standard,0.025882157666170504,0.010971789412251954,0.9857688905720288,0.0,0.9857688878022188,0.11801266876859315,0.06208354085767572,0.9168142522857404,0.04145369243811145,0.916813826701708,0.11652901815463332,0.05978528722044476,0.9206036870018928,0.041543592632351266,0.9206036827946928,E:\ML_Models_EXFOR\KNN_B0\k10_distance_manhattan_standard_one_hot_B0_v4\k10_distance_manhattan_standard_one_hot_B0_v4.joblib,7827.9947378635425,E:\ML_Models_EXFOR\KNN_B0\k10_distance_manhattan_standard_one_hot_B0_v4\scaler.pkl,one_hot,
5,manhattan,distance,,standard,0.02606274865125601,0.011310537062487878,0.9853608590189412,0.0,0.9853608079861159,0.11901392371362247,0.06505829500731755,0.9140873903103536,0.04079654436178934,0.9140873874621523,0.11774026527041435,0.06213553818376968,0.9184705511788565,0.041105548628710575,0.9184703861917968,E:\ML_Models_EXFOR\KNN_B0\k5_distance_manhattan_standard_one_hot_B0_v4\k5_distance_manhattan_standard_one_hot_B0_v4.joblib,7551.471595048903,E:\ML_Models_EXFOR\KNN_B0\k5_distance_manhattan_standard_one_hot_B0_v4\scaler.pkl,one_hot,
19,manhattan,distance,,standard,0.02583599061436044,0.010868799571581286,0.9858937514880728,0.0,0.9858937504331592,0.11807011782266374,0.060915894101531136,0.9186236053010892,0.04328113772398578,0.9186232184091356,0.11810829759729342,0.062298440492345675,0.9162963546990192,0.04284508848203214,0.9162959610970116,E:\ML_Models_EXFOR\KNN_B0\k19_distance_manhattan_standard_one_hot_B0_v4\k19_distance_manhattan_standard_one_hot_B0_v4.joblib,8079.917785644531,E:\ML_Models_EXFOR\KNN_B0\k19_distance_manhattan_standard_one_hot_B0_v4\scaler.pkl,one_hot,
20,euclidean,distance,,robust,0.025792803270746,0.010854131837356376,0.985923283527712,0.0,0.9859232821337072,0.1234833024651012,0.06837821799710632,0.9077149618168928,0.044416999817187205,0.9077113595269926,0.12379184261525993,0.0682525907992346,0.9076791022765516,0.04470224004685732,0.9076781417991489,E:\ML_Models_EXFOR\KNN_B0\k20_distance_euclidean_robust_one_hot_B0_v4\k20_distance_euclidean_robust_one_hot_B0_v4.joblib,8297.527508258821,E:\ML_Models_EXFOR\KNN_B0\k20_distance_euclidean_robust_one_hot_B0_v4\scaler.pkl,one_hot,
14,manhattan,distance,,robust,0.02583412417847584,0.010861489412376746,0.985902282391504,0.0,0.9859022819471278,0.11978539578357165,0.063797816297489,0.914633448243514,0.042833506151559286,0.9146297723104904,0.11954315402834415,0.06439652892093288,0.914631300198584,0.04282725940533577,0.9146309700872346,E:\ML_Models_EXFOR\KNN_B0\k14_distance_manhattan_robust_one_hot_B0_v4\k14_distance_manhattan_robust_one_hot_B0_v4.joblib,8323.700734138489,E:\ML_Models_EXFOR\KNN_B0\k14_distance_manhattan_robust_one_hot_B0_v4\scaler.pkl,one_hot,
20,euclidean,distance,,standard,0.02583425686312695,0.01086553991064414,0.9858992053098922,0.0,0.9858992048515816,0.11993584590827001,0.0634657755474144,0.9150120431642136,0.04386613533105696,0.9150113118113412,0.11991506685487212,0.06434956427089393,0.9133300124199588,0.04339261756082609,0.9133294737781236,E:\ML_Models_EXFOR\KNN_B0\k20_distance_euclidean_standard_one_hot_B0_v4\k20_distance_euclidean_standard_one_hot_B0_v4.joblib,4829.918916702271,E:\ML_Models_EXFOR\KNN_B0\k20_distance_euclidean_standard_one_hot_B0_v4\scaler.pkl,one_hot,
5,euclidean,distance,,robust,0.026082398632514325,0.011289446329595785,0.9853540342425174,0.0,0.9853540274689238,0.12092264736722347,0.06690110894027296,0.9112185341630236,0.04185120590474462,0.9112182642624154,0.12213107662502735,0.06978023241845539,0.9071893939105148,0.041760230659103996,0.9071885598136096,E:\ML_Models_EXFOR\KNN_B0\k5_distance_euclidean_robust_one_hot_B0_v4\k5_distance_euclidean_robust_one_hot_B0_v4.joblib,8404.704652071,E:\ML_Models_EXFOR\KNN_B0\k5_distance_euclidean_robust_one_hot_B0_v4\scaler.pkl,one_hot,
10,euclidean,distance,,robust,0.025908961295898408,0.010946118390165963,0.9858150563511466,0.0,0.9858150492140301,0.1197566167721115,0.06660845144004918,0.9106456196056036,0.04221897911672107,0.9106452566888922,0.1213577476518877,0.06644323299162973,0.9116403050733062,0.04269884896968205,0.9116402922902496,E:\ML_Models_EXFOR\KNN_B0\k10_distance_euclidean_robust_one_hot_B0_v4\k10_distance_euclidean_robust_one_hot_B0_v4.joblib,8677.915141105652,E:\ML_Models_EXFOR\KNN_B0\k10_distance_euclidean_robust_one_hot_B0_v4\scaler.pkl,one_hot,
20,manhattan,distance,,robust,0.025792803270746005,0.010854131837356376,0.9859232835277121,0.0,0.9859232821337072,0.12070373091531025,0.06462829568624315,0.9131098113339184,0.04382729124161528,0.9131066981352294,0.1210544257871033,0.06456903257392038,0.9130337055569396,0.044007453269027885,0.9130330248245264,E:\ML_Models_EXFOR\KNN_B0\k20_distance_manhattan_robust_one_hot_B0_v4\k20_distance_manhattan_robust_one_hot_B0_v4.joblib,7086.769731998444,E:\ML_Models_EXFOR\KNN_B0\k20_distance_manhattan_robust_one_hot_B0_v4\scaler.pkl,one_hot,
20,manhattan,distance,,standard,0.02583425686312695,0.01086553991064414,0.9858992053098922,0.0,0.9858992048515816,0.11823978498819088,0.06099586551792726,0.9184763414198264,0.043417642367381146,0.9184759041487478,0.11826655348919354,0.0623764424268775,0.9161465877751334,0.04298745014603822,0.9161461195425128,E:\ML_Models_EXFOR\KNN_B0\k20_distance_manhattan_standard_one_hot_B0_v4\k20_distance_manhattan_standard_one_hot_B0_v4.joblib,5364.003366470337,E:\ML_Models_EXFOR\KNN_B0\k20_distance_manhattan_standard_one_hot_B0_v4\scaler.pkl,one_hot,
15,euclidean,distance,,robust,0.0258255705081654,0.010849518575950264,0.9859194517189164,0.0,0.9859194503829593,0.12248442335678784,0.06719931445225001,0.9097228839574164,0.04372528399376485,0.9097181510134704,0.12213332226663595,0.06781300407514701,0.909809786211788,0.04355619565494828,0.9098093097974976,E:\ML_Models_EXFOR\KNN_B0\k15_distance_euclidean_robust_one_hot_B0_v4\k15_distance_euclidean_robust_one_hot_B0_v4.joblib,7451.836097240448,E:\ML_Models_EXFOR\KNN_B0\k15_distance_euclidean_robust_one_hot_B0_v4\scaler.pkl,one_hot,
5,manhattan,distance,,robust,0.02608239863251432,0.011289446329595785,0.9853540342425174,0.0,0.9853540274689238,0.11916906273939785,0.06436802378786964,0.9147088118997684,0.04148828908285425,0.9147086330528672,0.12049504486424267,0.0670809632963036,0.9108858172861344,0.041425453270492685,0.9108848842924412,E:\ML_Models_EXFOR\KNN_B0\k5_distance_manhattan_robust_one_hot_B0_v4\k5_distance_manhattan_robust_one_hot_B0_v4.joblib,7146.17866230011,E:\ML_Models_EXFOR\KNN_B0\k5_distance_manhattan_robust_one_hot_B0_v4\scaler.pkl,one_hot,
10,manhattan,distance,,robust,0.025908961295898408,0.010946118390165963,0.9858150563511466,0.0,0.98581504921403,0.1177065295892169,0.06380705442046514,0.9145678121061248,0.04178387257938769,0.9145672487237824,0.11929189287711688,0.06374662159626572,0.9154069108372486,0.0422239945639496,0.9154068184721444,E:\ML_Models_EXFOR\KNN_B0\k10_distance_manhattan_robust_one_hot_B0_v4\k10_distance_manhattan_robust_one_hot_B0_v4.joblib,7247.929972171783,E:\ML_Models_EXFOR\KNN_B0\k10_distance_manhattan_robust_one_hot_B0_v4\scaler.pkl,one_hot,
15,manhattan,distance,,robust,0.0258255705081654,0.010849518575950266,0.9859194517189164,0.0,0.9859194503829593,0.12000073404335618,0.06390961402685807,0.9144145616108588,0.04306423002729437,0.9144107249388704,0.11974841611937075,0.06450723155786844,0.9144299367075538,0.043018989317210383,0.9144295730657852,E:\ML_Models_EXFOR\KNN_B0\k15_distance_manhattan_robust_one_hot_B0_v4\k15_distance_manhattan_robust_one_hot_B0_v4.joblib,4553.394658327104,E:\ML_Models_EXFOR\KNN_B0\k15_distance_manhattan_robust_one_hot_B0_v4\scaler.pkl,one_hot,
1,euclidean,distance,one_hot,power_yeo,0.029160123172981237,0.02174492224842484,0.9721637875404266,0.0,0.9721637791765532,0.14129762363412535,0.09389125321663393,0.8808633345173952,0.04773386332515889,0.8808620137280457,0.1411648572339342,0.09150423226775438,0.8831110306577191,0.04794625410000608,0.8831090860313625,E:\ML_Models_EXFOR\KNN_B0\k1_distance_euclidean_power_yeo_one_hot_B0_v4\k1_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,3069.618223190308,E:\ML_Models_EXFOR\KNN_B0\k1_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k1_distance_euclidean_power_yeo_one_hot_B0_v4
9,euclidean,distance,one_hot,power_yeo,0.025927136026403817,0.010997898505329952,0.985722940310396,0.0,0.9857229310820196,0.11803235900065208,0.06242579216340687,0.9160794968360548,0.04168453266267569,0.9160794721224228,0.11924738580260065,0.06453224347242394,0.9147007087152724,0.04175247056419415,0.9146981503437636,E:\ML_Models_EXFOR\KNN_B0\k9_distance_euclidean_power_yeo_one_hot_B0_v4\k9_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,3140.9082415103912,E:\ML_Models_EXFOR\KNN_B0\k9_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k9_distance_euclidean_power_yeo_one_hot_B0_v4
5,euclidean,distance,one_hot,power_yeo,0.026049107152706755,0.011303334072129629,0.9853421183671832,0.0,0.9853421169001182,0.12027666347956174,0.06522761865025324,0.9138211972856392,0.04160680462396027,0.9138204924429842,0.12025485588368212,0.06621182824743085,0.91275226880917,0.0415323967922705,0.9127521679079652,E:\ML_Models_EXFOR\KNN_B0\k5_distance_euclidean_power_yeo_one_hot_B0_v4\k5_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,3540.8833060264587,E:\ML_Models_EXFOR\KNN_B0\k5_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k5_distance_euclidean_power_yeo_one_hot_B0_v4
13,euclidean,distance,one_hot,power_yeo,0.025841720844198567,0.010933009771639449,0.985846866199898,0.0,0.9858468591877962,0.11877286005842724,0.06384135337655228,0.9137564363770097,0.0422208193277632,0.9137559742894524,0.11919744338049132,0.06342850439806776,0.914701675577953,0.04255526501027651,0.9147016195169552,E:\ML_Models_EXFOR\KNN_B0\k13_distance_euclidean_power_yeo_one_hot_B0_v4\k13_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,3751.236257076264,E:\ML_Models_EXFOR\KNN_B0\k13_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k13_distance_euclidean_power_yeo_one_hot_B0_v4
17,euclidean,distance,one_hot,power_yeo,0.025816529579591255,0.01083076166820209,0.9859570894653428,0.0,0.9859570893896542,0.1205957131299606,0.06504538803205485,0.9125042320826362,0.043363384222972035,0.912503932425767,0.12000970632687365,0.06397289313539757,0.9136629651061096,0.043290961189229316,0.9136612564903608,E:\ML_Models_EXFOR\KNN_B0\k17_distance_euclidean_power_yeo_one_hot_B0_v4\k17_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,4395.170605659485,E:\ML_Models_EXFOR\KNN_B0\k17_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k17_distance_euclidean_power_yeo_one_hot_B0_v4
9,manhattan,distance,one_hot,power_yeo,0.025927136026403817,0.010997898505329952,0.985722940310396,0.0,0.9857229310820196,0.11666991352370595,0.06058856294611607,0.9186884167974494,0.04138600328024894,0.9186883264833916,0.11782316353542338,0.06273369271701225,0.9171700688855134,0.04142822366300858,0.917168286444778,E:\ML_Models_EXFOR\KNN_B0\k9_distance_manhattan_power_yeo_one_hot_B0_v4\k9_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,3733.0427086353297,E:\ML_Models_EXFOR\KNN_B0\k9_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k9_distance_manhattan_power_yeo_one_hot_B0_v4
1,manhattan,distance,one_hot,power_yeo,0.029160123172981237,0.02174492224842484,0.9721637875404266,0.0,0.9721637791765532,0.14063467071828134,0.09252220348893823,0.8825746494325004,0.04764163443522651,0.8825732411029645,0.14050870427860634,0.09035365113488313,0.8845247487618977,0.04783442979043101,0.8845223531636686,E:\ML_Models_EXFOR\KNN_B0\k1_distance_manhattan_power_yeo_one_hot_B0_v4\k1_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,4389.034230470656,E:\ML_Models_EXFOR\KNN_B0\k1_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k1_distance_manhattan_power_yeo_one_hot_B0_v4
5,manhattan,distance,one_hot,power_yeo,0.026049107152706755,0.011303334072129623,0.9853421183671832,0.0,0.9853421169001182,0.11928790470367664,0.06398172306037077,0.9155112469969534,0.04137972800259404,0.9155102897571804,0.1192383302650132,0.06486751667554576,0.914616670815056,0.04132317469541896,0.9146166513785784,E:\ML_Models_EXFOR\KNN_B0\k5_distance_manhattan_power_yeo_one_hot_B0_v4\k5_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,4418.742416143416,E:\ML_Models_EXFOR\KNN_B0\k5_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k5_distance_manhattan_power_yeo_one_hot_B0_v4
