id,distance_metric,distance_type,mt_strategy,normalizer,train_mae,train_mse,train_evs,train_mae_m,train_r2,val_mae,val_mse,val_evs,val_mae_m,val_r2,test_mae,test_mse,test_evs,test_mae_m,test_r2,model_path,training_time,scaler_path,MT_STRATEGY,run_name
13,manhattan,distance,one_hot,power_yeo,0.025841720844198567,0.010933009771639449,0.9858468661998979,0.0,0.9858468591877962,0.11724302368112567,0.061934246143269436,0.9164936193383059,0.041887530178190496,0.9164932798151456,0.117561946378855,0.06110907031693865,0.9179755622622094,0.04221823197549252,0.9179753321613846,E:\ML_Models_EXFOR\KNN_B0\k13_distance_manhattan_power_yeo_one_hot_B0_v4\k13_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,4458.275024890901,E:\ML_Models_EXFOR\KNN_B0\k13_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k13_distance_manhattan_power_yeo_one_hot_B0_v4
17,manhattan,distance,one_hot,power_yeo,0.025816529579591255,0.01083076166820209,0.9859570894653428,0.0,0.9859570893896542,0.1187724732545351,0.0626146213583719,0.9159894843820529,0.04299718524416357,0.9159892939374368,0.1182513213093258,0.06176721406328301,0.9168272223669168,0.04285495800835909,0.9168258868675192,E:\ML_Models_EXFOR\KNN_B0\k17_distance_manhattan_power_yeo_one_hot_B0_v4\k17_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,4629.667299747467,E:\ML_Models_EXFOR\KNN_B0\k17_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k17_distance_manhattan_power_yeo_one_hot_B0_v4
10,euclidean,distance,one_hot,power_yeo,0.02590111394110433,0.010952685688480185,0.9857820461164868,0.0,0.9857820390800828,0.1180837060582976,0.062326134776135814,0.9161214400309472,0.04183040363246965,0.9161214299722336,0.11929029163245634,0.06444003216098211,0.9147297725722496,0.04189600502508739,0.9147269186337046,E:\ML_Models_EXFOR\KNN_B0\k10_distance_euclidean_power_yeo_one_hot_B0_v4\k10_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,4062.2380464077,E:\ML_Models_EXFOR\KNN_B0\k10_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k10_distance_euclidean_power_yeo_one_hot_B0_v4
2,euclidean,distance,one_hot,power_yeo,0.027678760732316118,0.013832778093912586,0.9820969652782842,0.0,0.9820969626860884,0.12685032588741574,0.0753664115947619,0.9018479910915184,0.04218908812474681,0.9018477596020078,0.12667293597277515,0.07457849990048669,0.9027324830371856,0.042149502972330936,0.9027306358085668,E:\ML_Models_EXFOR\KNN_B0\k2_distance_euclidean_power_yeo_one_hot_B0_v4\k2_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,4549.272231817246,E:\ML_Models_EXFOR\KNN_B0\k2_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k2_distance_euclidean_power_yeo_one_hot_B0_v4
6,euclidean,distance,one_hot,power_yeo,0.025968088758009204,0.011161534466680077,0.9855205435076576,0.0,0.9855205386363456,0.1196796685929046,0.06441068511088925,0.9147303820727121,0.04149282016242045,0.9147299658442786,0.1197459855403246,0.06562277447710371,0.9133655872999578,0.041501991320702286,0.9133654489192252,E:\ML_Models_EXFOR\KNN_B0\k6_distance_euclidean_power_yeo_one_hot_B0_v4\k6_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,4398.979655981064,E:\ML_Models_EXFOR\KNN_B0\k6_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k6_distance_euclidean_power_yeo_one_hot_B0_v4
14,euclidean,distance,one_hot,power_yeo,0.025835081005329517,0.010920252927880536,0.9858603905594441,0.0,0.9858603862439712,0.11898189211059962,0.0639336745797339,0.91353135245277,0.042393317293113575,0.9135307540931782,0.1194093540062666,0.06351045990629636,0.9145021158426438,0.04264632715382022,0.914502095493689,E:\ML_Models_EXFOR\KNN_B0\k14_distance_euclidean_power_yeo_one_hot_B0_v4\k14_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,4516.283283472061,E:\ML_Models_EXFOR\KNN_B0\k14_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k14_distance_euclidean_power_yeo_one_hot_B0_v4
18,euclidean,distance,one_hot,power_yeo,0.025812305077490445,0.010829925494293232,0.9859601178097396,0.0,0.9859601174305496,0.12082131377413932,0.06516345462549371,0.9122820941055302,0.0435449149212441,0.9122817354860964,0.12023944093994228,0.06411861155238806,0.9134212793810156,0.04347842868762758,0.913419486223732,E:\ML_Models_EXFOR\KNN_B0\k18_distance_euclidean_power_yeo_one_hot_B0_v4\k18_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,4498.6779844760895,E:\ML_Models_EXFOR\KNN_B0\k18_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k18_distance_euclidean_power_yeo_one_hot_B0_v4
10,manhattan,distance,one_hot,power_yeo,0.02590111394110433,0.010952685688480185,0.9857820461164868,0.0,0.9857820390800828,0.11666103803734895,0.06041591116769779,0.9188488692763882,0.04155318824536708,0.9188488092133668,0.11778863717787445,0.06255751280676829,0.917334703808894,0.04156367636686206,0.91733266972755,E:\ML_Models_EXFOR\KNN_B0\k10_distance_manhattan_power_yeo_one_hot_B0_v4\k10_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,4281.407844066621,E:\ML_Models_EXFOR\KNN_B0\k10_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k10_distance_manhattan_power_yeo_one_hot_B0_v4
2,manhattan,distance,one_hot,power_yeo,0.027678760732316118,0.013832778093912586,0.9820969652782842,0.0,0.9820969626860884,0.12615286037039328,0.07411362712487693,0.9034926631470084,0.04205666636402312,0.9034923269494975,0.1259697498661472,0.0735156814408561,0.9040899512027888,0.04202920976704938,0.9040877298974208,E:\ML_Models_EXFOR\KNN_B0\k2_distance_manhattan_power_yeo_one_hot_B0_v4\k2_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,4436.827682018279,E:\ML_Models_EXFOR\KNN_B0\k2_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k2_distance_manhattan_power_yeo_one_hot_B0_v4
6,manhattan,distance,one_hot,power_yeo,0.025968088758009204,0.011161534466680077,0.9855205435076576,0.0,0.9855205386363456,0.11860905659137927,0.06309522395575358,0.916518675210122,0.04118800227371239,0.9165180758773436,0.11867967211702178,0.06423136660383355,0.9153011937361116,0.04127353676608708,0.9153011505954896,E:\ML_Models_EXFOR\KNN_B0\k6_distance_manhattan_power_yeo_one_hot_B0_v4\k6_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,4391.624878406526,E:\ML_Models_EXFOR\KNN_B0\k6_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k6_distance_manhattan_power_yeo_one_hot_B0_v4
14,manhattan,distance,one_hot,power_yeo,0.025835081005329517,0.010920252927880536,0.985860390559444,0.0,0.9858603862439712,0.11738123286043435,0.061941091476285084,0.9163946943735832,0.04202458679676649,0.9163942551369566,0.11770626171041887,0.061122996674377324,0.9178792413663396,0.04226435091918848,0.9178790937460628,E:\ML_Models_EXFOR\KNN_B0\k14_distance_manhattan_power_yeo_one_hot_B0_v4\k14_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,4504.0006964206705,E:\ML_Models_EXFOR\KNN_B0\k14_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k14_distance_manhattan_power_yeo_one_hot_B0_v4
18,manhattan,distance,one_hot,power_yeo,0.025812305077490456,0.010829925494293232,0.9859601178097396,0.0,0.9859601174305496,0.11894245217373553,0.06264633992517568,0.9158960643383204,0.043159882422662436,0.9158958385553946,0.11844528979405387,0.06187089571216948,0.916645265898024,0.04304216954849977,0.9166438431701618,E:\ML_Models_EXFOR\KNN_B0\k18_distance_manhattan_power_yeo_one_hot_B0_v4\k18_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,4699.59064912796,E:\ML_Models_EXFOR\KNN_B0\k18_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k18_distance_manhattan_power_yeo_one_hot_B0_v4
11,euclidean,distance,one_hot,power_yeo,0.02588002741784427,0.010925341955341276,0.9858186857699648,0.0,0.98581868098172,0.11821408150116322,0.06228585544125177,0.9160855905151402,0.04197789840316668,0.9160855863766786,0.11944192821454587,0.06450708801995632,0.9145374785335076,0.042076832576674016,0.914534285708428,E:\ML_Models_EXFOR\KNN_B0\k11_distance_euclidean_power_yeo_one_hot_B0_v4\k11_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,4570.0028471946725,E:\ML_Models_EXFOR\KNN_B0\k11_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k11_distance_euclidean_power_yeo_one_hot_B0_v4
3,euclidean,distance,one_hot,power_yeo,0.02666911537867956,0.012146371889789785,0.9842466093937388,0.0,0.9842466034464646,0.12288393297987475,0.06982560085818201,0.9084016644074512,0.04197028084832327,0.9084016283185972,0.12267446046978205,0.06943300861790633,0.9086954557738746,0.04185408329609392,0.9086946140366334,E:\ML_Models_EXFOR\KNN_B0\k3_distance_euclidean_power_yeo_one_hot_B0_v4\k3_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,4536.806049823761,E:\ML_Models_EXFOR\KNN_B0\k3_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k3_distance_euclidean_power_yeo_one_hot_B0_v4
7,euclidean,distance,one_hot,power_yeo,0.02593389352221451,0.01109080651315154,0.985610928142423,0.0,0.9856109252573017,0.119476205686241,0.06398595224707264,0.9151403694048568,0.041644461542668654,0.9151401404578672,0.11945680415744628,0.06515994823283125,0.9138301255748381,0.041555342869201366,0.9138299242622592,E:\ML_Models_EXFOR\KNN_B0\k7_distance_euclidean_power_yeo_one_hot_B0_v4\k7_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,4514.458231449127,E:\ML_Models_EXFOR\KNN_B0\k7_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k7_distance_euclidean_power_yeo_one_hot_B0_v4
15,euclidean,distance,one_hot,power_yeo,0.025832766530160152,0.010918642272377826,0.9858617766544744,0.0,0.985861772982182,0.11920005916608105,0.06402372184285775,0.913338354141122,0.04261342531560157,0.9133376399806666,0.11963473366086608,0.06358674423209404,0.9143314228057392,0.042889251555346786,0.9143314191714832,E:\ML_Models_EXFOR\KNN_B0\k15_distance_euclidean_power_yeo_one_hot_B0_v4\k15_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,4654.9406781196585,E:\ML_Models_EXFOR\KNN_B0\k15_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k15_distance_euclidean_power_yeo_one_hot_B0_v4
19,euclidean,distance,one_hot,power_yeo,0.02580780695079346,0.010824484066140118,0.98596672925849,0.0,0.9859667291211924,0.1210225669716492,0.0652748052330728,0.9120637633100434,0.04370086949130775,0.9120633073863365,0.1204588453982028,0.06423822079100479,0.9131894418003142,0.04358580184306152,0.9131874373797688,E:\ML_Models_EXFOR\KNN_B0\k19_distance_euclidean_power_yeo_one_hot_B0_v4\k19_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,4769.6716244220725,E:\ML_Models_EXFOR\KNN_B0\k19_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k19_distance_euclidean_power_yeo_one_hot_B0_v4
11,manhattan,distance,one_hot,power_yeo,0.02588002741784427,0.010925341955341278,0.9858186857699648,0.0,0.98581868098172,0.11673017316426333,0.0603122441233608,0.9189034287860516,0.04169193780888325,0.9189033953983472,0.11787103845937942,0.06251665863485667,0.9173110896853456,0.041721209874504006,0.9173087951859582,E:\ML_Models_EXFOR\KNN_B0\k11_distance_manhattan_power_yeo_one_hot_B0_v4\k11_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,4393.992028951645,E:\ML_Models_EXFOR\KNN_B0\k11_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k11_distance_manhattan_power_yeo_one_hot_B0_v4
3,manhattan,distance,one_hot,power_yeo,0.02666911537867956,0.012146371889789785,0.9842466093937388,0.0,0.9842466034464646,0.1220074851578587,0.06837856269639703,0.9103022592654652,0.041804081766493945,0.9103021431813167,0.12189205787536572,0.06834628441122735,0.910127494295526,0.041690875432145336,0.910126362381739,E:\ML_Models_EXFOR\KNN_B0\k3_distance_manhattan_power_yeo_one_hot_B0_v4\k3_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,4637.63334798813,E:\ML_Models_EXFOR\KNN_B0\k3_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k3_distance_manhattan_power_yeo_one_hot_B0_v4
7,manhattan,distance,one_hot,power_yeo,0.02593389352221451,0.01109080651315154,0.985610928142423,0.0,0.9856109252573017,0.1183310984603767,0.06264425227254693,0.9169849982857172,0.041326616982780784,0.9169846247990427,0.11831987139685507,0.06371420127476206,0.9158662830272724,0.04131808980723527,0.9158661901099068,E:\ML_Models_EXFOR\KNN_B0\k7_distance_manhattan_power_yeo_one_hot_B0_v4\k7_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,4401.616467952728,E:\ML_Models_EXFOR\KNN_B0\k7_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k7_distance_manhattan_power_yeo_one_hot_B0_v4
15,manhattan,distance,one_hot,power_yeo,0.025832766530160152,0.010918642272377826,0.9858617766544744,0.0,0.985861772982182,0.1175291666704322,0.061951772174927276,0.9163177987955634,0.04219721340882032,0.916317257688597,0.1178804436937718,0.061132560056068964,0.917809237808184,0.042494731997953165,0.9178091504374972,E:\ML_Models_EXFOR\KNN_B0\k15_distance_manhattan_power_yeo_one_hot_B0_v4\k15_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,4533.663251399994,E:\ML_Models_EXFOR\KNN_B0\k15_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k15_distance_manhattan_power_yeo_one_hot_B0_v4
19,manhattan,distance,one_hot,power_yeo,0.02580780695079346,0.010824484066140118,0.98596672925849,0.0,0.9859667291211924,0.1191116615244306,0.0627116509555525,0.9157479118753608,0.043342565589383375,0.9157476145365256,0.11862042016460884,0.0619221617000229,0.9165150126056752,0.04316368425558925,0.9165134019654272,E:\ML_Models_EXFOR\KNN_B0\k19_distance_manhattan_power_yeo_one_hot_B0_v4\k19_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,4785.966462373734,E:\ML_Models_EXFOR\KNN_B0\k19_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k19_distance_manhattan_power_yeo_one_hot_B0_v4
12,euclidean,distance,one_hot,power_yeo,0.025872952501426603,0.010912867068849195,0.9858329928364082,0.0,0.9858329856676024,0.11839904344358886,0.06230281798169915,0.9159678039181208,0.0421851594745255,0.9159678039173116,0.11961834568757375,0.06454873880915807,0.9143898990879124,0.04226121010456724,0.9143863743631948,E:\ML_Models_EXFOR\KNN_B0\k12_distance_euclidean_power_yeo_one_hot_B0_v4\k12_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,4307.408080816269,E:\ML_Models_EXFOR\KNN_B0\k12_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k12_distance_euclidean_power_yeo_one_hot_B0_v4
4,euclidean,distance,one_hot,power_yeo,0.02630117540036961,0.011588128727953369,0.9849554079112908,0.0,0.9849554016650186,0.12066984678673626,0.06741802118589735,0.9112212453713612,0.04132691664037763,0.91122124365883,0.12062613598280456,0.06712714617742148,0.9114227864909108,0.041352195215528235,0.9114218805149876,E:\ML_Models_EXFOR\KNN_B0\k4_distance_euclidean_power_yeo_one_hot_B0_v4\k4_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,4669.616567850113,E:\ML_Models_EXFOR\KNN_B0\k4_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k4_distance_euclidean_power_yeo_one_hot_B0_v4
16,euclidean,distance,one_hot,power_yeo,0.02583094628723136,0.010910541160324435,0.9858711367319154,0.0,0.9858711334307654,0.11939915221463684,0.0641233636848656,0.9131208841698666,0.04281607455038428,0.9131200152704372,0.11985400890303972,0.06369359643674928,0.9140930100883436,0.04302769313619242,0.9140930097993226,E:\ML_Models_EXFOR\KNN_B0\k16_distance_euclidean_power_yeo_one_hot_B0_v4\k16_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,4308.981290817261,E:\ML_Models_EXFOR\KNN_B0\k16_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k16_distance_euclidean_power_yeo_one_hot_B0_v4
8,euclidean,distance,one_hot,power_yeo,0.02590937305466415,0.011042348554650458,0.9856694742058992,0.0,0.9856694694085356,0.11930666874851165,0.06359188624391507,0.9155149089013306,0.041788849161847184,0.915514807118555,0.11931776173270632,0.06480174102467905,0.9141700437897056,0.04168492397990753,0.9141697365461344,E:\ML_Models_EXFOR\KNN_B0\k8_distance_euclidean_power_yeo_one_hot_B0_v4\k8_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,4677.913558959961,E:\ML_Models_EXFOR\KNN_B0\k8_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k8_distance_euclidean_power_yeo_one_hot_B0_v4
12,manhattan,distance,one_hot,power_yeo,0.025872952501426603,0.010912867068849195,0.9858329928364082,0.0,0.9858329856676024,0.11685245699395486,0.06024034331632123,0.9189145972357946,0.041875330081591486,0.9189145868854238,0.11797873210923095,0.0624707385535149,0.9172959213069304,0.04190302026346726,0.917293340172622,E:\ML_Models_EXFOR\KNN_B0\k12_distance_manhattan_power_yeo_one_hot_B0_v4\k12_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,3967.191814422608,E:\ML_Models_EXFOR\KNN_B0\k12_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k12_distance_manhattan_power_yeo_one_hot_B0_v4
20,euclidean,distance,one_hot,power_yeo,0.025801759650163462,0.010814377864555106,0.9859793256442382,0.0,0.9859793256277158,0.12123729469119662,0.06538252513338465,0.9118532438166864,0.04388327408765269,0.9118527032563633,0.12067743888165387,0.06437825108371578,0.9129353305389328,0.04376018225404815,0.9129331550292776,E:\ML_Models_EXFOR\KNN_B0\k20_distance_euclidean_power_yeo_one_hot_B0_v4\k20_distance_euclidean_power_yeo_one_hot_B0_v4.joblib,4792.69619655609,E:\ML_Models_EXFOR\KNN_B0\k20_distance_euclidean_power_yeo_one_hot_B0_v4\scaler.pkl,,k20_distance_euclidean_power_yeo_one_hot_B0_v4
4,manhattan,distance,one_hot,power_yeo,0.02630117540036961,0.011588128727953369,0.9849554079112908,0.0,0.9849554016650186,0.11968288460006885,0.06586427748223463,0.913268911275086,0.04113878574574467,0.9132688597100788,0.11973476548403635,0.06600922912028763,0.9129468020168292,0.04116028654282666,0.9129456263347956,E:\ML_Models_EXFOR\KNN_B0\k4_distance_manhattan_power_yeo_one_hot_B0_v4\k4_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,4396.255065202713,E:\ML_Models_EXFOR\KNN_B0\k4_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k4_distance_manhattan_power_yeo_one_hot_B0_v4
16,manhattan,distance,one_hot,power_yeo,0.02583094628723136,0.010910541160324435,0.9858711367319154,0.0,0.9858711334307654,0.11769133264014492,0.06200138713973832,0.9161860242359608,0.04240908131444798,0.9161853438723596,0.1180363847090462,0.06115205292596565,0.9176968150926286,0.04259730612524815,0.9176967732452108,E:\ML_Models_EXFOR\KNN_B0\k16_distance_manhattan_power_yeo_one_hot_B0_v4\k16_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,4132.6479575634,E:\ML_Models_EXFOR\KNN_B0\k16_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k16_distance_manhattan_power_yeo_one_hot_B0_v4
8,manhattan,distance,one_hot,power_yeo,0.02590937305466415,0.011042348554650458,0.9856694742058992,0.0,0.9856694694085356,0.1180683750488072,0.06216481302630311,0.9174882912011038,0.04147620880483665,0.9174881110774266,0.11810579350087105,0.06328252742108706,0.9163107715834804,0.041410161680449004,0.9163105972086752,E:\ML_Models_EXFOR\KNN_B0\k8_distance_manhattan_power_yeo_one_hot_B0_v4\k8_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,4302.177804708481,E:\ML_Models_EXFOR\KNN_B0\k8_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k8_distance_manhattan_power_yeo_one_hot_B0_v4
20,manhattan,distance,one_hot,power_yeo,0.02580175965016347,0.010814377864555106,0.9859793256442381,0.0,0.985979325627716,0.1192837413797062,0.06276930784149326,0.9156130503698793,0.04344608461149313,0.9156126885915432,0.11879237130954985,0.06199967300259999,0.9163563374995917,0.043360341273005656,0.9163545481063069,E:\ML_Models_EXFOR\KNN_B0\k20_distance_manhattan_power_yeo_one_hot_B0_v4\k20_distance_manhattan_power_yeo_one_hot_B0_v4.joblib,3680.012085199356,E:\ML_Models_EXFOR\KNN_B0\k20_distance_manhattan_power_yeo_one_hot_B0_v4\scaler.pkl,,k20_distance_manhattan_power_yeo_one_hot_B0_v4
