id,max_depth,mss,mslmt_strategy,normalizer,train_mae,train_mse,train_evs,train_mae_m,train_r2,val_mae,val_mse,val_evs,val_mae_m,val_r2,test_mae,test_mse,test_evs,test_mae_m,test_r2,model_path,training_time,scaler_path,mt_strategy,msl
1,60,2,,standard,0.02751372951308852,0.011763982466038674,0.9847253751936704,0.0,0.9847253751936704,0.1348036150889114,0.08064711770491748,0.8952373360460988,0.04756513635844864,0.8952344557846996,0.1345877183332702,0.07890044220873728,0.8973373983960362,0.04770408438765045,0.8973371584470525,E:\ML_Models_EXFOR\DT_B3\DT60_MSS2_MSL1_standard_one_hot_B3_v1\DT60_MSS2_MSL1_standard_one_hot_B3_v1.joblib,372.90940737724304,E:\ML_Models_EXFOR\DT_B3\DT60_MSS2_MSL1_standard_one_hot_B3_v1\scaler.pkl,one_hot,1.0
6,60,5,,standard,0.05322437212209685,0.017303956020536387,0.9773693590147784,0.014230076099655318,0.9773693590147784,0.12994414735906618,0.07439610512501169,0.9025031031724108,0.04661264351567665,0.9025002071142344,0.13004315341413056,0.0730454595530902,0.9041946616368076,0.046887380195962614,0.9041941764603588,E:\ML_Models_EXFOR\DT_B3\DT60_MSS5_MSL1_standard_one_hot_B3_v1\DT60_MSS5_MSL1_standard_one_hot_B3_v1.joblib,79.66307806968689,E:\ML_Models_EXFOR\DT_B3\DT60_MSS5_MSL1_standard_one_hot_B3_v1\scaler.pkl,one_hot,1.0
7,60,5,,standard,0.07798177302703528,0.02836442784939227,0.9623596610495238,0.02676259549629101,0.9623596610495238,0.12278941329195985,0.06342108938692709,0.9153759961597142,0.04598181508577778,0.9153759774173856,0.12243605824820455,0.062187518150218786,0.9172408544107746,0.04607708015140044,0.9172390449622404,E:\ML_Models_EXFOR\DT_B3\DT60_MSS5_MSL3_standard_one_hot_B3_v1\DT60_MSS5_MSL3_standard_one_hot_B3_v1.joblib,61.456868648529046,E:\ML_Models_EXFOR\DT_B3\DT60_MSS5_MSL3_standard_one_hot_B3_v1\scaler.pkl,one_hot,3.0
11,60,10,,standard,0.0710680797603167,0.02409146497228856,0.9682102532184256,0.0243957193936134,0.9682102532184256,0.124800492892761,0.0680300754779398,0.9100001490855624,0.045940142120237226,0.9099969777049184,0.12493512693803807,0.06681280457596417,0.9116388311107599,0.04613287039464331,0.9116386366612018,E:\ML_Models_EXFOR\DT_B3\DT60_MSS10_MSL1_standard_one_hot_B3_v1\DT60_MSS10_MSL1_standard_one_hot_B3_v1.joblib,60.497268199920654,E:\ML_Models_EXFOR\DT_B3\DT60_MSS10_MSL1_standard_one_hot_B3_v1\scaler.pkl,one_hot,1.0
12,60,10,,standard,0.08265435317481035,0.030522483839346224,0.9593795354481078,0.02968688118455165,0.9593795354481078,0.12144577056111384,0.06126769001196005,0.9179942663269136,0.04612405793378943,0.9179940529013408,0.12144524404501345,0.060748856980394825,0.9189077792549688,0.046170884386150524,0.9189063033978444,E:\ML_Models_EXFOR\DT_B3\DT60_MSS10_MSL3_standard_one_hot_B3_v1\DT60_MSS10_MSL3_standard_one_hot_B3_v1.joblib,58.876330852508545,E:\ML_Models_EXFOR\DT_B3\DT60_MSS10_MSL3_standard_one_hot_B3_v1\scaler.pkl,one_hot,3.0
13,60,10,,standard,0.08849757985145264,0.03406500582194539,0.9544502693692064,0.03268076863271685,0.9544502693692064,0.11964920755944584,0.05909811128971596,0.9205642525338854,0.046356141149169736,0.9205637673983712,0.1195245979240174,0.05859202987879411,0.9215543157855476,0.04625439238646276,0.9215536378009666,E:\ML_Models_EXFOR\DT_B3\DT60_MSS10_MSL5_standard_one_hot_B3_v1\DT60_MSS10_MSL5_standard_one_hot_B3_v1.joblib,58.526169776916504,E:\ML_Models_EXFOR\DT_B3\DT60_MSS10_MSL5_standard_one_hot_B3_v1\scaler.pkl,one_hot,5.0
14,60,10,,standard,0.09456215385046804,0.03785919132004751,0.9491187678010864,0.03604658871593158,0.9491187678010864,0.11915966900791325,0.058227094225230876,0.9213017880701736,0.046743159735562256,0.921301419017058,0.1193319708477866,0.05809614309200638,0.9218227556709132,0.04678036373415466,0.9218219000169904,E:\ML_Models_EXFOR\DT_B3\DT60_MSS10_MSL7_standard_one_hot_B3_v1\DT60_MSS10_MSL7_standard_one_hot_B3_v1.joblib,58.437373638153076,E:\ML_Models_EXFOR\DT_B3\DT60_MSS10_MSL7_standard_one_hot_B3_v1\scaler.pkl,one_hot,7.0
16,60,15,,standard,0.08043371150459251,0.028586484098697,0.9620538048138442,0.029504829810697214,0.9620538048138442,0.12245673899112842,0.06430856781971424,0.9143266963775464,0.04605385071945159,0.9143236310029301,0.12268765493502284,0.06369615939054933,0.9153548500112916,0.0462819798254607,0.9153548063148994,E:\ML_Models_EXFOR\DT_B3\DT60_MSS15_MSL1_standard_one_hot_B3_v1\DT60_MSS15_MSL1_standard_one_hot_B3_v1.joblib,59.86743569374085,E:\ML_Models_EXFOR\DT_B3\DT60_MSS15_MSL1_standard_one_hot_B3_v1\scaler.pkl,one_hot,1.0
17,60,15,,standard,0.08823657827231468,0.03333369919572333,0.955471672245756,0.03299050979564866,0.955471672245756,0.1205730571598074,0.0597910527565857,0.9196675332646198,0.04647726065139085,0.9196671761817852,0.12061648978682432,0.05928948239990885,0.9206309516194098,0.04654651630776863,0.9206301426430544,E:\ML_Models_EXFOR\DT_B3\DT60_MSS15_MSL3_standard_one_hot_B3_v1\DT60_MSS15_MSL3_standard_one_hot_B3_v1.joblib,136.20989990234378,E:\ML_Models_EXFOR\DT_B3\DT60_MSS15_MSL3_standard_one_hot_B3_v1\scaler.pkl,one_hot,3.0
18,60,15,,standard,0.09166808682197664,0.035661111790135924,0.952214064278982,0.034651030502578894,0.952214064278982,0.11955618819191847,0.058497431668182616,0.9212161795718792,0.04675715328218921,0.9212155996851006,0.11949892537513893,0.05791755681364216,0.922273104801152,0.04680348970677922,0.9222726690112352,E:\ML_Models_EXFOR\DT_B3\DT60_MSS15_MSL5_standard_one_hot_B3_v1\DT60_MSS15_MSL5_standard_one_hot_B3_v1.joblib,122.86225366592407,E:\ML_Models_EXFOR\DT_B3\DT60_MSS15_MSL5_standard_one_hot_B3_v1\scaler.pkl,one_hot,5.0
19,60,15,,standard,0.09489717429033316,0.03803836814924068,0.9488656478584686,0.03624273780288378,0.9488656478584686,0.11920474237429228,0.057998587675906876,0.9215806121277867,0.04682037583894425,0.9215802184201072,0.11943475537808147,0.058095100830240026,0.9218138689027596,0.04690568698629044,0.9218130089283728,E:\ML_Models_EXFOR\DT_B3\DT60_MSS15_MSL7_standard_one_hot_B3_v1\DT60_MSS15_MSL7_standard_one_hot_B3_v1.joblib,122.60480690002441,E:\ML_Models_EXFOR\DT_B3\DT60_MSS15_MSL7_standard_one_hot_B3_v1\scaler.pkl,one_hot,7.0
20,60,15,,standard,0.10074537630958393,0.04200418581036952,0.9432318228957941,0.039441754627047465,0.9432318228957941,0.11979197661351774,0.057912289503892114,0.9211720219951296,0.047652877182775284,0.921171697272964,0.12003756033488147,0.05811501175903016,0.9212485255496694,0.04790699356439298,0.9212475422991036,E:\ML_Models_EXFOR\DT_B3\DT60_MSS15_MSL10_standard_one_hot_B3_v1\DT60_MSS15_MSL10_standard_one_hot_B3_v1.joblib,78.23916292190552,E:\ML_Models_EXFOR\DT_B3\DT60_MSS15_MSL10_standard_one_hot_B3_v1\scaler.pkl,one_hot,10.0
21,70,2,,standard,0.02706211775873136,0.011474065791446084,0.9851074157392464,0.0,0.9851074157392464,0.13488782314589665,0.08127364033601749,0.8945032994630807,0.04746847128819637,0.8945000438335879,0.13466405148648816,0.07900334750810407,0.8972383859727888,0.04767761152857075,0.8972382258893205,E:\ML_Models_EXFOR\DT_B3\DT70_MSS2_MSL1_standard_one_hot_B3_v1\DT70_MSS2_MSL1_standard_one_hot_B3_v1.joblib,62.906935930252075,E:\ML_Models_EXFOR\DT_B3\DT70_MSS2_MSL1_standard_one_hot_B3_v1\scaler.pkl,one_hot,1.0
