Z,A,Element,Temperature_MeV,Temperature_U,Black_Shift,Black_Shift_U,N_Lev_ENSDF,N_Max_Lev_Complete,Min_Lev_Complete,Num_Lev_Unique_Spin,E_Max_N_Max,E_Num_Lev_U_Spin,Chi,Fit,Flag,Nox,Xm_Ex,Sigma,Element_w_A
56,137,Ba,0.8374,0.06448999999999999,-0.32198000000000004,0.18838,96,38,7,3,2.709,0.66166,  9.934E-03, *,  ,0,            ,3.0010000000000003,137Ba
57,137,La,0.8374,0.06448999999999999,-0.9425600000000001,0.18456,98,39,7,3,2.206,0.44716999999999996,  1.243E-02, *,  ,0,            ,4.216,137La
58,137,Ce,0.8374,0.06448999999999999,-1.00835,0.20856,98,45,13,1,2.2067,0.0,  5.762E-03, *,  ,0,            ,2.6060000000000003,137Ce
59,137,Pr,0.8374,0.06448999999999999,-1.1784,0.15367999999999998,94,17,7,3,1.1889,0.22988000000000003,  2.415E-02, *,  ,0,            ,2.8310000000000004,137Pr
60,137,Nd,0.8374,0.06448999999999999,-0.91676,0.13685999999999998,145,10,7,2,0.97688,0.1086,  8.833E-02,  , F,0,            ,2.5,137Nd
61,137,Pm,0.8374,0.06448999999999999,-0.41657,0.1724,39,15,14,1,1.8323,0.0,  2.344E-02,  ,  ,0,            ,5.144,137Pm
62,137,Sm,0.8374,0.06448999999999999,-0.62405,0.14209000000000002,61,12,7,1,1.4490299999999998,0.0,  8.657E-02,  , F,0,            ,5.012,137Sm
63,137,Eu,0.8374,0.06448999999999999,0.0,1.0,8,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,137Eu
64,137,Gd,0.8374,0.06448999999999999,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,137Gd
65,137,Tb,0.8374,0.06448999999999999,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,137Tb
50,138,Sn,0.81804,0.06454,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,138Sn
51,138,Sb,0.81804,0.06454,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,138Sb
52,138,Te,0.81804,0.06454,0.0,1.0,7,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,138Te
53,138,I,0.81804,0.06454,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,138I
54,138,Xe,0.81804,0.06454,0.12541,0.17705,63,28,7,3,2.83565,1.07253,  8.175E-02,  , F,0,            ,2.8760000000000003,138Xe
55,138,Cs,0.81804,0.06454,-1.31056,0.14215,29,12,7,2,0.69115,0.01086,  1.348E-01,  , F,0,            ,2.0380000000000003,138Cs
56,138,Ba,0.81804,0.06454,0.52444,0.20289000000000001,118,50,7,4,3.69391,2.0905400000000003,  3.939E-03, *,  ,0,            ,3.154,138Ba
57,138,La,0.81804,0.06454,-1.5831899999999999,0.22338000000000002,63,63,14,1,1.7885,0.0,  1.085E-02, *,  ,0,            ,3.07,138La
58,138,Ce,0.81804,0.06454,0.25428,0.19172,73,39,7,7,3.2296,2.13682,  1.246E-02, *,  ,0,            ,3.4530000000000003,138Ce
59,138,Pr,0.81804,0.06454,-0.9424799999999999,0.18717,48,27,14,1,2.687,0.0,  1.517E-01, *, F,0,            ,5.687,138Pr
60,138,Nd,0.81804,0.06454,0.24376,0.16639,91,22,7,4,2.7586,1.24987,  4.786E-02,  ,  ,0,            ,3.264,138Nd
61,138,Pm,0.81804,0.06454,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,138Pm
62,138,Sm,0.81804,0.06454,-0.040639999999999996,0.13360999999999998,69,9,7,2,1.7327,0.34675,  2.424E-02,  ,  ,0,            ,0.0,138Sm
63,138,Eu,0.81804,0.06454,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,138Eu
64,138,Gd,0.81804,0.06454,0.32458000000000004,0.13985999999999998,35,11,7,3,2.3003,0.6052,  1.552E-01,  , F,0,            ,4.811,138Gd
65,138,Tb,0.81804,0.06454,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,138Tb
66,138,Dy,0.81804,0.06454,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,138Dy
51,139,Sb,0.7841899999999999,0.06115,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,139Sb
52,139,Te,0.7841899999999999,0.06115,0.0,1.0,6,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,139Te
53,139,I,0.7841899999999999,0.06115,0.0,1.0,16,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,139I
54,139,Xe,0.7841899999999999,0.06115,-0.8276600000000001,0.15448,42,22,7,1,1.5771,0.0,  7.672E-02,  , F,0,            ,3.68,139Xe
55,139,Cs,0.7841899999999999,0.06115,-1.12434,0.17238,71,20,14,1,1.21502,0.0,  4.169E-02,  ,  ,0,            ,2.476,139Cs
56,139,Ba,0.7841899999999999,0.06115,-0.55414,0.21681999999999998,101,54,20,1,2.56986,0.0,  8.504E-03, *,  ,0,            ,2.701,139Ba
57,139,La,0.7841899999999999,0.06115,-0.5118699999999999,0.18767,95,33,13,4,2.31,1.21896,  1.027E-02, *,  ,0,            ,2.653,139La
58,139,Ce,0.7841899999999999,0.06115,-0.06904,0.1525,53,19,7,6,2.143,1.57825,  2.297E-02, *,  ,0,            ,2.185,139Ce
59,139,Pr,0.7841899999999999,0.06115,-0.80089,0.18505,70,33,12,7,1.942,0.8518700000000001,  1.028E-02, *,  ,0,            ,3.531,139Pr
60,139,Nd,0.7841899999999999,0.06115,-0.8474799999999999,0.13794,36,13,7,1,1.105,0.0,  6.881E-02,  , F,0,            ,2.494,139Nd
61,139,Pm,0.7841899999999999,0.06115,-1.28037,0.17076,71,19,14,1,1.01575,0.0,  5.571E-02,  , F,0,            ,2.463,139Pm
62,139,Sm,0.7841899999999999,0.06115,-1.0084,0.14987,107,19,7,2,1.1764,0.1119,  9.197E-02,  , F,0,            ,3.398,139Sm
63,139,Eu,0.7841899999999999,0.06115,-1.43088,0.1704,63,19,14,1,0.877,0.0,  4.609E-02,  ,  ,0,            ,5.51,139Eu
64,139,Gd,0.7841899999999999,0.06115,-0.51622,0.13101,51,11,7,1,1.626,0.0,  2.418E-01,  , F,0,            ,5.074,139Gd
65,139,Tb,0.7841899999999999,0.06115,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,139Tb
66,139,Dy,0.7841899999999999,0.06115,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,139Dy
51,140,Sb,0.73847,0.05484,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,140Sb
52,140,Te,0.73847,0.05484,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,140Te
53,140,I,0.73847,0.05484,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,140I
54,140,Xe,0.73847,0.05484,0.15752,0.11348,29,9,7,3,1.7715,0.83429,  2.960E-02,  ,  ,0,            ,0.0,140Xe
55,140,Cs,0.73847,0.05484,-1.48042,0.13185,41,22,7,1,0.80038,0.0,  2.452E-01,  , F,0,            ,1.776,140Cs
56,140,Ba,0.73847,0.05484,0.37856999999999996,0.13474,61,18,7,7,2.52181,1.8237900000000002,  7.697E-03, *,  ,0,            ,2.6689999999999996,140Ba
57,140,La,0.73847,0.05484,-1.75518,0.22334,256,167,14,6,2.02376,0.06318,  9.301E-03, *,  ,0,            ,3.194,140La
58,140,Ce,0.73847,0.05484,0.8610200000000001,0.16259,126,39,7,14,3.551,2.62889,  1.265E-02, *,  ,0,            ,3.3339999999999996,140Ce
59,140,Pr,0.73847,0.05484,-1.35344,0.17769000000000001,107,44,14,7,1.43,0.28708,  9.635E-03, *,  ,0,            ,3.287,140Pr
60,140,Nd,0.73847,0.05484,0.42978999999999995,0.153,199,30,7,4,2.9434,1.414,  1.147E-02, *,  ,0,            ,2.806,140Nd
61,140,Pm,0.73847,0.05484,-1.32491,0.14765,64,30,7,1,1.17391,0.0,  2.038E-01,  , F,0,            ,2.679,140Pm
62,140,Sm,0.73847,0.05484,0.3325,0.11622,71,10,7,2,2.0819099999999997,0.53068,  1.029E-01,  , F,0,            ,2.2969999999999997,140Sm
63,140,Eu,0.73847,0.05484,-1.44154,0.15577,76,38,7,3,1.2245,0.1853,  2.772E-01,  , F,0,            ,4.063,140Eu
64,140,Gd,0.73847,0.05484,0.08765,0.11012000000000001,24,8,7,2,1.6934,0.3286,  9.967E-02,  , F,0,            ,0.0,140Gd
65,140,Tb,0.73847,0.05484,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,140Tb
66,140,Dy,0.73847,0.05484,0.0,1.0,6,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,140Dy
67,140,Ho,0.73847,0.05484,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,140Ho
52,141,Te,0.6866300000000001,0.04732,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,141Te
53,141,I,0.6866300000000001,0.04732,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,141I
54,141,Xe,0.6866300000000001,0.04732,0.0,1.0,19,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,141Xe
55,141,Cs,0.6866300000000001,0.04732,-1.0358100000000001,0.13204000000000002,33,19,14,1,0.9798,0.0,  4.555E-02,  ,  ,0,            ,3.0589999999999997,141Cs
56,141,Ba,0.6866300000000001,0.04732,-0.6281399999999999,0.13804,84,39,7,1,1.87401,0.0,  1.030E-01,  , F,0,            ,3.4530000000000003,141Ba
57,141,La,0.6866300000000001,0.04732,-0.55471,0.12234,33,25,7,1,1.9263,0.0,  4.052E-02, *,  ,0,            ,2.162,141La
58,141,Ce,0.6866300000000001,0.04732,-0.09532,0.16574,89,50,20,5,2.583,1.3687,  7.721E-03, *,  ,0,            ,2.968,141Ce
59,141,Pr,0.6866300000000001,0.04732,-0.32015,0.16069,112,70,7,4,2.5836,1.127,  1.611E-02, *,  ,0,            ,3.0869999999999997,141Pr
60,141,Nd,0.6866300000000001,0.04732,-0.14492,0.16560999999999998,88,50,20,5,2.5388,1.34548,  4.382E-03, *,  ,0,            ,2.72,141Nd
61,141,Pm,0.6866300000000001,0.04732,-0.6676,0.13079000000000002,67,18,14,3,1.3133,0.4038,  2.067E-02,  ,  ,0,            ,3.053,141Pm
62,141,Sm,0.6866300000000001,0.04732,-0.76363,0.11435,84,18,7,4,1.1806,0.38523,  6.390E-02,  , F,0,            ,2.9530000000000003,141Sm
63,141,Eu,0.6866300000000001,0.04732,-0.98214,0.12647,62,15,14,2,0.86987,0.09645,  1.622E-02,  ,  ,0,            ,3.722,141Eu
64,141,Gd,0.6866300000000001,0.04732,-0.89217,0.11283,66,17,7,1,0.9946,0.0,  6.886E-02,  , F,0,            ,2.9610000000000003,141Gd
65,141,Tb,0.6866300000000001,0.04732,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,141Tb
66,141,Dy,0.6866300000000001,0.04732,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,141Dy
67,141,Ho,0.6866300000000001,0.04732,0.0,1.0,11,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,141Ho
52,142,Te,0.63372,0.04004,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,142Te
53,142,I,0.63372,0.04004,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,142I
54,142,Xe,0.63372,0.04004,0.40142,0.0805,23,8,7,2,1.7322,0.2872,  2.169E-02,  ,  ,0,            ,0.0,142Xe
55,142,Cs,0.63372,0.04004,-1.09338,0.08612,32,11,7,1,0.41934,0.0,  1.706E-01,  , F,0,            ,1.2229999999999999,142Cs
56,142,Ba,0.63372,0.04004,0.18353,0.09246,38,14,7,3,1.8484099999999999,0.83481,  3.665E-02,  ,  ,0,            ,2.676,142Ba
57,142,La,0.63372,0.04004,-1.09509,0.0931,24,15,7,1,0.60446,0.0,  2.561E-01,  , F,0,            ,2.008,142La
58,142,Ce,0.63372,0.04004,0.44338999999999995,0.13965999999999998,122,77,7,8,3.18037,2.00489,  7.817E-03, *,  ,0,            ,2.727,142Ce
59,142,Pr,0.63372,0.04004,-1.09965,0.12955,171,42,15,6,1.2905200000000001,0.085,  1.279E-02, *,  ,0,            ,3.153,142Pr
60,142,Nd,0.63372,0.04004,0.9412,0.11194000000000001,245,30,7,7,3.12806,2.244,  9.650E-03, *,  ,0,            ,2.5180000000000002,142Nd
61,142,Pm,0.63372,0.04004,-0.77992,0.08657000000000001,58,11,7,1,0.7068,0.0,  6.368E-02,  , F,0,            ,2.424,142Pm
62,142,Sm,0.63372,0.04004,0.71023,0.10113,61,20,7,2,2.582,0.76808,  8.125E-02,  , F,0,            ,2.503,142Sm
63,142,Eu,0.63372,0.04004,-1.00729,0.10567,97,25,7,1,1.0002,0.0,  2.628E-01,  , F,0,            ,3.175,142Eu
64,142,Gd,0.63372,0.04004,0.69029,0.09247999999999999,124,14,7,2,2.3436,0.5152,  4.621E-02,  ,  ,0,            ,2.585,142Gd
65,142,Tb,0.63372,0.04004,-0.738,0.08455,36,10,7,1,0.7099,0.0,  4.880E-02,  ,  ,0,            ,4.084,142Tb
66,142,Dy,0.63372,0.04004,0.0,1.0,7,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,142Dy
67,142,Ho,0.63372,0.04004,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,142Ho
68,142,Er,0.63372,0.04004,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,142Er
52,143,Te,0.58312,0.03385,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,143Te
53,143,I,0.58312,0.03385,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,143I
54,143,Xe,0.58312,0.03385,0.0,1.0,9,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,143Xe
55,143,Cs,0.58312,0.03385,-0.23542,0.09045,30,15,14,20,1.398,1.8126,  1.085E-01,  , F,0,            ,4.763,143Cs
56,143,Ba,0.58312,0.03385,-0.8239299999999999,0.08223,51,19,7,1,0.8341,0.0,  8.327E-02,  , F,0,            ,2.508,143Ba
57,143,La,0.58312,0.03385,-0.6322300000000001,0.09462999999999999,63,36,7,1,1.56875,0.0,  2.055E-02, *,  ,0,            ,2.494,143La
58,143,Ce,0.58312,0.03385,-0.30934,0.09254,78,30,7,3,1.739,0.04228,  2.401E-02, *,  ,0,            ,2.329,143Ce
59,143,Pr,0.58312,0.03385,-0.4002,0.09051000000000001,22,15,14,2,1.16058,0.05736,  4.122E-02,  ,  ,0,            ,2.041,143Pr
60,143,Nd,0.58312,0.03385,0.06826,0.12352,253,94,7,6,2.70058,1.43123,  1.282E-02, *,  ,0,            ,3.265,143Nd
61,143,Pm,0.58312,0.03385,0.1437,0.08814,91,23,7,5,2.00725,1.17319,  1.181E-02, *,  ,0,            ,2.928,143Pm
62,143,Sm,0.58312,0.03385,0.37168,0.08205,126,17,7,6,1.99,1.3692600000000001,  3.599E-02,  ,  ,0,            ,2.24,143Sm
63,143,Eu,0.58312,0.03385,-0.31979,0.09261,162,17,14,1,1.33124,0.0,  9.434E-03,  ,  ,0,            ,3.62,143Eu
64,143,Gd,0.58312,0.03385,-0.40303,0.06809,92,8,7,1,0.7879,0.0,  5.840E-02,  , F,0,            ,0.0,143Gd
65,143,Tb,0.58312,0.03385,0.25156999999999996,0.09051000000000001,106,15,14,1,1.8116,0.0,  3.436E-02,  ,  ,0,            ,5.729,143Tb
66,143,Dy,0.58312,0.03385,-0.72023,0.06804,82,8,7,1,0.4718,0.0,  7.096E-02,  , F,0,            ,0.0,143Dy
67,143,Ho,0.58312,0.03385,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,143Ho
68,143,Er,0.58312,0.03385,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,143Er
53,144,I,0.53676,0.029060000000000002,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,144I
54,144,Xe,0.53676,0.029060000000000002,0.0,1.0,6,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,144Xe
55,144,Cs,0.53676,0.029060000000000002,0.0,1.0,4,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,144Cs
56,144,Ba,0.53676,0.029060000000000002,-0.05065,0.058460000000000005,32,8,7,8,1.03883,1.03883,  6.865E-02,  , F,0,            ,0.0,144Ba
57,144,La,0.53676,0.029060000000000002,-0.89579,0.07016,26,19,7,1,0.66988,0.0,  1.410E-01,  , F,0,            ,1.776,144La
58,144,Ce,0.53676,0.029060000000000002,0.49499,0.07506,62,22,7,3,2.1528,0.93865,  7.939E-03, *,  ,0,            ,2.693,144Ce
59,144,Pr,0.53676,0.029060000000000002,0.0,1.0,5,1,1,5,0.0,0.13352,           ,  ,  ,0,            ,0.0,144Pr
60,144,Nd,0.53676,0.029060000000000002,0.72588,0.10837000000000001,202,101,7,15,3.20188,2.29541,  9.246E-03, *,  ,0,            ,3.0010000000000003,144Nd
61,144,Pm,0.53676,0.029060000000000002,-0.59896,0.08469,85,24,14,1,1.127,0.0,  1.227E-02, *,  ,0,            ,3.728,144Pm
62,144,Sm,0.53676,0.029060000000000002,1.29272,0.07457000000000001,163,21,7,3,2.88301,1.81017,  4.316E-02,  ,  ,0,            ,2.435,144Sm
63,144,Eu,0.53676,0.029060000000000002,-0.40792,0.07337,35,21,7,4,1.2014,0.5804,  5.766E-02,  , F,0,            ,3.1210000000000004,144Eu
64,144,Gd,0.53676,0.029060000000000002,1.14604,0.06609,89,13,7,2,2.4716,0.743,  4.060E-02,  ,  ,0,            ,2.99,144Gd
65,144,Tb,0.53676,0.029060000000000002,-0.59925,0.060110000000000004,32,9,7,1,0.5445,0.0,  8.684E-02,  , F,0,            ,0.0,144Tb
66,144,Dy,0.53676,0.029060000000000002,0.0,1.0,15,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,144Dy
67,144,Ho,0.53676,0.029060000000000002,0.0,1.0,15,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,144Ho
68,144,Er,0.53676,0.029060000000000002,0.0,1.0,2,1,1,2,0.0,0.33,           ,  ,  ,0,            ,0.0,144Er
69,144,Tm,0.53676,0.029060000000000002,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,144Tm
53,145,I,0.49553,0.02557,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,145I
54,145,Xe,0.49553,0.02557,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,145Xe
55,145,Cs,0.49553,0.02557,0.0,1.0,8,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,145Cs
56,145,Ba,0.49553,0.02557,-0.7380800000000001,0.07096000000000001,59,32,7,1,0.9718,0.0,  2.031E-01,  , F,0,            ,3.112,145Ba
57,145,La,0.49553,0.02557,-0.69485,0.06835,45,15,14,1,0.6375,0.0,  3.396E-02,  ,  ,0,            ,3.38,145La
58,145,Ce,0.49553,0.02557,-0.64731,0.060039999999999996,53,16,7,1,0.7087,0.0,  6.389E-02,  , F,0,            ,2.9589999999999996,145Ce
59,145,Pr,0.49553,0.02557,-0.47206000000000004,0.06835,26,15,14,2,0.8594299999999999,0.06265,  3.197E-02,  ,  ,0,            ,2.037,145Pr
60,145,Nd,0.49553,0.02557,-0.20039,0.07257999999999999,141,27,10,11,1.4276,1.01101,  7.116E-03, *,  ,0,            ,2.826,145Nd
61,145,Pm,0.49553,0.02557,-0.27183,0.07561,87,34,10,3,1.507,0.49231,  2.346E-02, *,  ,0,            ,3.273,145Pm
62,145,Sm,0.49553,0.02557,0.47883000000000003,0.07148,145,30,7,12,2.1603,1.7292,  7.206E-02,  , F,0,            ,2.998,145Sm
63,145,Eu,0.49553,0.02557,0.39473,0.07353,276,22,14,6,1.9155,1.368,  3.997E-02,  ,  ,0,            ,2.7260000000000004,145Eu
64,145,Gd,0.49553,0.02557,0.51444,0.05145,106,8,7,7,1.525,1.4982,  4.569E-02,  ,  ,0,            ,0.0,145Gd
65,145,Tb,0.49553,0.02557,1.209,0.06835,53,15,14,1,2.57881,0.0,  4.914E-02,  ,  ,0,            ,6.462999999999999,145Tb
66,145,Dy,0.49553,0.02557,0.0,1.0,13,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,145Dy
67,145,Ho,0.49553,0.02557,0.0,1.0,5,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,145Ho
68,145,Er,0.49553,0.02557,0.0,1.0,4,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,145Er
69,145,Tm,0.49553,0.02557,0.0,1.0,6,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,145Tm
54,146,Xe,0.45965,0.02313,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,146Xe
55,146,Cs,0.45965,0.02313,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,146Cs
56,146,Ba,0.45965,0.02313,0.1109,0.0479,43,9,7,8,1.11522,1.0525,  3.685E-02,  ,  ,0,            ,0.0,146Ba
57,146,La,0.45965,0.02313,-0.72163,0.060270000000000004,49,25,7,1,0.7577,0.0,  2.242E-01,  , F,0,            ,1.972,146La
58,146,Ce,0.45965,0.02313,0.36726,0.06135,119,25,7,9,1.83185,1.274,  1.161E-01,  , F,0,            ,2.9010000000000002,146Ce
59,146,Pr,0.45965,0.02313,0.0,1.0,9,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,146Pr
60,146,Nd,0.45965,0.02313,0.50407,0.07032000000000001,292,43,7,9,2.2322,1.51752,  5.415E-03, *,  ,0,            ,2.52,146Nd
61,146,Pm,0.45965,0.02313,-0.9761,0.07301,79,44,14,1,0.9208200000000001,0.0,  3.821E-02, *,  ,0,            ,3.228,146Pm
62,146,Sm,0.45965,0.02313,1.1016299999999999,0.06587,168,32,7,11,2.68472,2.22244,  8.414E-03, *,  ,0,            ,2.668,146Sm
63,146,Eu,0.45965,0.02313,-0.61582,0.05115,36,12,7,6,0.49817,0.3165,  1.371E-01,  , F,0,            ,3.135,146Eu
64,146,Gd,0.45965,0.02313,1.94363,0.06817000000000001,155,36,7,7,3.552,2.9819299999999997,  6.731E-02,  , F,0,            ,3.46,146Gd
65,146,Tb,0.45965,0.02313,-0.60674,0.055720000000000006,27,18,7,2,0.68214,0.15,  9.802E-02,  , F,0,            ,2.418,146Tb
66,146,Dy,0.45965,0.02313,1.79503,0.04651,22,8,7,1,2.8087,0.0,  1.045E-01,  , F,0,            ,0.0,146Dy
67,146,Ho,0.45965,0.02313,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,146Ho
68,146,Er,0.45965,0.02313,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,146Er
69,146,Tm,0.45965,0.02313,0.0,1.0,2,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,146Tm
54,147,Xe,0.429,0.02144,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,147Xe
55,147,Cs,0.429,0.02144,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,147Cs
56,147,Ba,0.429,0.02144,-0.75456,0.06118,57,40,7,1,0.8017,0.0,  2.003E-01,  , F,0,            ,1.48,147Ba
57,147,La,0.429,0.02144,-0.8218700000000001,0.06187,56,23,14,1,0.5108,0.0,  7.126E-02,  , F,0,            ,2.9819999999999998,147La
58,147,Ce,0.429,0.02144,-0.62653,0.05765,49,28,7,1,0.78601,0.0,  2.057E-01,  , F,0,            ,1.9869999999999999,147Ce
59,147,Pr,0.429,0.02144,-0.47808999999999996,0.05728,40,15,14,1,0.7013199999999999,0.0,  6.792E-02,  , F,0,            ,2.142,147Pr
60,147,Nd,0.429,0.02144,-0.38422,0.056029999999999996,137,25,7,3,1.04148,0.12792,  1.818E-02, *,  ,0,            ,2.458,147Nd
61,147,Pm,0.429,0.02144,-0.442,0.06772,135,40,13,2,1.2456200000000002,0.0911,  2.052E-02, *,  ,0,            ,3.0060000000000002,147Pm
62,147,Sm,0.429,0.02144,-0.11014000000000002,0.06717000000000001,98,41,11,4,1.60094,0.71662,  1.867E-02, *,  ,0,            ,2.647,147Sm
63,147,Eu,0.429,0.02144,0.006,0.06443,113,28,14,3,1.4213,0.62527,  6.100E-02,  , F,0,            ,3.322,147Eu
64,147,Gd,0.429,0.02144,0.5625100000000001,0.052770000000000004,140,18,7,3,1.7972,1.15256,  4.401E-02,  ,  ,0,            ,3.281,147Gd
65,147,Tb,0.429,0.02144,0.4825,0.061070000000000006,192,21,14,1,1.7758599999999998,0.0,  3.714E-02,  ,  ,0,            ,3.1430000000000002,147Tb
66,147,Dy,0.429,0.02144,0.88415,0.04432,21,9,7,1,1.9246,0.0,  1.618E-01,  , F,0,            ,0.0,147Dy
67,147,Ho,0.429,0.02144,1.52399,0.05731,92,15,14,1,2.6871,0.0,  2.725E-03,  ,  ,0,            ,7.202999999999999,147Ho
68,147,Er,0.429,0.02144,0.0,1.0,16,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,147Er
69,147,Tm,0.429,0.02144,0.0,1.0,13,1,1,2,0.0,0.068,           ,  ,  ,0,            ,0.0,147Tm
54,148,Xe,0.40326,0.02023,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,148Xe
55,148,Cs,0.40326,0.02023,0.0,1.0,1,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,148Cs
56,148,Ba,0.40326,0.02023,0.0,1.0,16,1,1,4,0.0,0.6872,           ,  ,  ,0,            ,0.0,148Ba
57,148,La,0.40326,0.02023,-0.7277,0.04836,26,18,7,1,0.40115,0.0,  2.555E-01,  , F,0,            ,2.2640000000000002,148La
58,148,Ce,0.40326,0.02023,0.08446000000000001,0.041819999999999996,50,9,7,2,0.9899,0.15847,  6.713E-02,  , F,0,            ,0.0,148Ce
59,148,Pr,0.40326,0.02023,0.0,1.0,17,1,1,1,0.0,0.0,           ,  ,  ,0,            ,0.0,148Pr
60,148,Nd,0.40326,0.02023,0.40953,0.054920000000000004,114,27,7,10,1.729,1.27969,  1.125E-02, *,  ,0,            ,2.387,148Nd
61,148,Pm,0.40326,0.02023,-0.7276600000000001,0.06681000000000001,44,38,19,1,0.745,0.0,  1.280E-02, *,  ,0,            ,4.543,148Pm
62,148,Sm,0.40326,0.02023,0.7914,0.06385,290,51,7,5,2.47248,1.42446,  2.114E-02, *,  ,0,            ,2.786,148Sm
63,148,Eu,0.40326,0.02023,-0.04236,0.04065,61,8,7,15,0.8114,1.8411,  5.765E-02,  , F,0,            ,0.0,148Eu
64,148,Gd,0.40326,0.02023,1.07661,0.0407,161,8,7,5,1.91298,1.81089,  5.504E-03,  ,  ,0,            ,0.0,148Gd
65,148,Tb,0.40326,0.02023,-0.5258,0.04488,83,12,7,1,0.4258,0.0,  1.882E-01,  , F,0,            ,4.047,148Tb
66,148,Dy,0.40326,0.02023,1.97143,0.04193,57,9,7,8,2.8539,2.8322,  3.025E-02,  ,  ,0,            ,0.0,148Dy
