184Os|  184|   76|  203|  414|   17|   10|    8.663920|    5.734400
186Os|  186|   76|  165|  295|   23|   12|    8.263850|    6.468740
187Os|  187|   76|   67|  109|   37|    5|    6.289950|    6.579330
188Os|  188|   76|  126|  292|   30|    5|    7.989580|    7.209700
189Os|  189|   76|   91|  201|   38|   10|    5.920510|    7.258560
190Os|  190|   76|  147|  294|   36|    7|    7.792300|    8.017690
191Os|  191|   76|   95|  169|   50|    2|    5.758740|    8.050840
192Os|  192|   76|  113|  200|   35|    9|    7.558400|    8.820860
193Os|  193|   76|   56|   67|   10|    1|    5.583420|    9.096190
191Ir|  191|   77|   74|  131|   40|    5|    8.026530|    5.290370
192Ir|  192|   77|  191|  286|   76|    1|    6.198130|    5.729760
193Ir|  193|   77|   78|  157|   32|    9|    7.771990|    5.943340
194Ir|  194|   77|  157|  186|   81|    8|    6.066790|    6.426720
190Pt|  190|   78|   56|  114|   20|    6|    8.911130|    6.157500
192Pt|  192|   78|  185|  425|   29|    9|    8.662040|    6.870310
193Pt|  193|   78|   87|   70|   37|    4|    6.260830|    6.933020
194Pt|  194|   78|  150|  267|   67|    7|    8.352190|    7.513220
195Pt|  195|   78|   83|  122|   40|   10|    6.105060|    7.551480
196Pt|  196|   78|  143|  286|   76|   11|    7.921930|    8.241550
198Pt|  198|   78|   69|   46|   33|    5|    7.555050|    8.928860
199Pt|  199|   78|   64|    3|   36|    1|    5.556000|    8.858000
197Au|  197|   79|   48|   40|   27|    7|    8.072360|    5.783030
198Au|  198|   79|  136|  876|   90|   13|    6.512340|    6.449010
199Au|  199|   79|   60|   52|   33|    4|    7.584270|    6.478230
194Hg|  194|   80|  134|  194|   16|    3|    9.192410|    6.066990
196Hg|  196|   80|   69|  121|   25|    2|    8.898470|    6.546260
198Hg|  198|   80|   97|  179|   45|    5|    8.485130|    7.102840
199Hg|  199|   80|   93|   49|   19|    5|    6.662860|    7.253370
200Hg|  200|   80|  139|  509|   52|    9|    8.028520|    7.697610
201Hg|  201|   80|   80|   29|   33|    5|    6.230450|    7.711510
202Hg|  202|   80|   90|  105|   48|    6|    7.754090|    8.233580
203Hg|  203|   80|   78|   15|   33|    1|    5.994610|    8.204780
204Hg|  204|   80|   83|   50|   35|    4|    7.492730|    8.835680
203Tl|  203|   81|  105|  117|   44|    4|    7.845750|    5.704320
204Tl|  204|   81|  125|  178|   32|    1|    6.656090|    6.365800
205Tl|  205|   81|   99|  119|   37|    5|    7.546050|    6.419120
204Pb|  204|   82|  181|  346|   67|   10|    8.394680|    6.637490
205Pb|  205|   82|  213|  209|   38|    6|    6.731660|    6.713070
206Pb|  206|   82|  331|  298|   42|   10|    8.086660|    7.253680
207Pb|  207|   82|  233|  171|   66|    7|    6.737780|    7.487650
208Pb|  208|   82|  611|  429|  187|   13|    7.367870|    8.003640
210Pb|  210|   82|   66|   21|   28|    5|    5.185180|    8.379280
209Bi|  209|   83|  203|  223|  114|    5|    7.459760|    3.799050
210Bi|  210|   83|  107|  322|   65|    9|    4.604630|    4.466320
210Po|  210|   84|   77|  170|   31|   15|    7.658440|    4.983520
220Rn|  220|   86|   22|   25|    9|    4|    6.288650|    7.072600
222Rn|  222|   86|   20|   25|    9|    5|    6.169980|    7.697670
223Ra|  223|   88|   66|  277|   34|    3|    5.158090|    6.403920
224Ra|  224|   88|   53|  109|   41|    4|    6.478800|    6.845620
226Ra|  226|   88|   61|  117|    1|    8|    6.396050|    7.440200
228Ra|  228|   88|   40|  107|    9|    3|    6.308580|    8.032560
227Ac|  227|   89|   46|   98|   38|    4|    6.530720|    5.107460
227Th|  227|   90|   23|   57|   17|    1|    5.462350|    5.793140
228Th|  228|   90|   83|  324|   30|   14|    7.105320|    6.367730
229Th|  229|   90|   90|  257|   43|    1|    5.256860|    6.598580
230Th|  230|   90|  264|  205|   46|    9|    6.793850|    7.122940
231Th|  231|   90|  138|  200|   41|    5|    5.118020|    7.309810
232Th|  232|   90|  101|  164|   36|   11|    6.440150|    7.603110
233Th|  233|   90|  215|  162|   62|    1|    4.786390|    7.709750
234Th|  234|   90|   28|   33|    8|    5|    6.190510|    7.982550
229Pa|  229|   91|   82|   36|   17|    1|    7.097380|    4.162910
230Pa|  230|   91|    1|    0|    1|    1|    5.794920|    4.700970
231Pa|  231|   91|   90|  125|   51|    7|    6.820140|    4.727260
232Pa|  232|   91|    1|    0|    1|    1|    5.549300|    5.158540
233Pa|  233|   91|   94|  138|   36|    8|    6.529240|    5.247640
234Pa|  234|   91|    8|   12|    1|    1|    5.221000|    5.682250
230U |  230|   92|   21|   27|    8|    6|    7.667220|    5.572360
231U |  231|   92|    8|   10|    1|    1|    5.878800|    5.656230
232U |  232|   92|   65|   75|   17|    9|    7.267960|    6.104060
233U |  233|   92|   97|   77|   37|    4|    5.761930|    6.316690
234U |  234|   92|  153|  448|   44|   26|    6.844740|    6.632190
235U |  235|   92|  152|  236|   53|   14|    5.297490|    6.708680
236U |  236|   92|  122|  140|   55|   10|    6.545460|    7.131350
237U |  237|   92|  271|  232|   70|    9|    5.125780|    7.230870
238U |  238|   92|  153|  340|   54|   10|    6.154260|    7.507480
239U |  239|   92|  107|   79|   15|    1|    4.806380|    7.608960
232Np|  232|   93|    2|    0|    1|    1|    6.336000|    3.736000
233Np|  233|   93|   15|   25|    1|    1|    7.482000|    3.949850
234Np|  234|   93|    1|    0|    1|    1|    6.064630|    4.252550
235Np|  235|   93|   36|   13|   31|    1|    6.983120|    4.390920
236Np|  236|   93|    5|    0|    1|    1|    5.736750|    4.830190
237Np|  237|   93|  106|  193|   37|   13|    6.577290|    4.862020
238Np|  238|   93|  130|  124|   79|   13|    5.488320|    5.224560
239Np|  239|   93|   64|   98|   37|    5|    6.215190|    5.285500
240Np|  240|   93|   11|   16|    1|    1|    5.066140|    5.545260
236Pu|  236|   94|   17|   20|    1|   11|    7.352290|    5.430990
237Pu|  237|   94|   59|   44|   20|   19|    5.880700|    5.574940
238Pu|  238|   94|   47|   93|   23|   11|    6.999840|    5.997490
239Pu|  239|   94|   93|   75|   40|   12|    5.646190|    6.155360
240Pu|  240|   94|  102|  193|   45|   10|    6.534200|    6.474370
241Pu|  241|   94|  107|  104|   56|   12|    5.241520|    6.649750
242Pu|  242|   94|   54|   51|   17|    6|    6.309720|    6.832380
243Pu|  243|   94|   88|   91|   32|    7|    5.033910|    6.951570
244Pu|  244|   94|   47|   39|   22|    5|    6.020480|    7.359000
245Pu|  245|   94|   25|   12|   11|    1|    4.698570|    7.311000
238Am|  238|   95|    2|    0|    1|    1|    6.219000|    3.959150
239Am|  239|   95|   12|    2|    1|    1|    7.102420|    4.061730
240Am|  240|   95|   58|    0|   25|    1|    5.951530|    4.367070
241Am|  241|   95|  112|  147|   36|    7|    6.647090|    4.479960
242Am|  242|   95|  142|  119|   88|    5|    5.537640|    4.776080
243Am|  243|   95|   30|   20|   19|    5|    6.364880|    4.831230
244Am|  244|   95|  114|  286|   81|    4|    5.366490|    5.163810
240Cm|  240|   96|    4|    1|    1|    1|    7.494200|    4.955600
241Cm|  241|   96|    8|    2|    1|    1|    6.093300|    5.097360
242Cm|  242|   96|    5|    3|    1|    4|    6.969480|    5.419750
243Cm|  243|   96|   31|    1|   29|    4|    5.692950|    5.575060
244Cm|  244|   96|   14|   14|    1|    5|    6.801260|    6.011440
245Cm|  245|   96|   62|   63|   41|    8|    5.520260|    6.165210
246Cm|  246|   96|   74|  223|   34|    5|    6.457610|    6.572650
247Cm|  247|   96|   55|   23|   29|    5|    5.155470|    6.750000
248Cm|  248|   96|   45|   24|   25|    6|    6.212310|    7.050000
249Cm|  249|   96|   84|  110|   32|    1|    4.713370|    7.101000
244Bk|  244|   97|    5|    0|    1|    1|    6.047000|    3.757070
245Bk|  245|   97|    2|    0|    1|    1|    6.971370|    3.927170
246Bk|  246|   97|    1|    0|    1|    1|    5.918350|    4.325260
247Bk|  247|   97|   25|   15|   16|    1|    6.549090|    4.416750
248Bk|  248|   97|    2|    0|    1|    2|    5.481000|    4.743000
249Bk|  249|   97|   68|  181|   47|    2|    6.302000|    4.831860
250Bk|  250|   97|   41|   53|   26|    1|    4.970350|    5.088850
249Cf|  249|   98|   71|   74|   20|    2|    5.585310|    5.644000
250Cf|  250|   98|   48|   72|   28|   10|    6.625320|    5.967580
251Cf|  251|   98|   59|  136|   20|    9|    5.106950|    6.104180
252Cf|  252|   98|   10|   17|    1|    3|    6.172400|    6.483050
253Cf|  253|   98|    6|    8|    1|    1|    4.804290|    6.522000
254Cf|  254|   98|    1|    0|    1|    1|    6.031570|    6.876000
248Es|  248|   99|    1|    0|    1|    1|    6.349000|    3.092000
249Es|  249|   99|    2|    1|    1|    1|    7.196000|    3.352000
250Es|  250|   99|    2|    0|    1|    1|    6.021000|    3.788000
253Es|  253|   99|    8|    5|    1|    1|    6.351920|    4.309570
254Es|  254|   99|   10|   12|    1|    1|    5.093810|    4.599100
255Es|  255|   99|    1|    0|    1|    1|    5.972890|    4.540420
