epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.14911560330091284,0.24045204,0.14911534,0.1318000418847341,0.22195987,0.13180003
1,0.1261704323400891,0.21790348,0.12617022,0.12195885541291336,0.21340907,0.121958874
2,0.119613143833531,0.21050839,0.11961321,0.1190511220696081,0.20974183,0.11905112
3,0.11588257157186989,0.20626552,0.115882285,0.11471070480893687,0.2068418,0.11471072
4,0.11313217289473296,0.2030235,0.113132425,0.11228529857816025,0.20215844,0.1122853
5,0.11181871131018659,0.2013949,0.11181863,0.11046166880977847,0.19941315,0.11046174
6,0.11003089054982697,0.19952643,0.11003113,0.10841185113232274,0.19788742,0.108411886
7,0.10908985303146242,0.19832864,0.10909007,0.11394008332110579,0.20367399,0.11394012
8,0.10813993602216151,0.19711249,0.10814004,0.10604246135836912,0.19580549,0.106042504
9,0.10688574597818552,0.1955688,0.106885865,0.10441105152443189,0.19244881,0.1044111
10,0.1075109736708476,0.19617395,0.10751121,0.10849030795798989,0.19834486,0.10849034
11,0.10697829353306504,0.19556722,0.106978536,0.10621012025822973,0.19540378,0.10621011
12,0.10690963695172899,0.19535837,0.106909685,0.10636315614033139,0.19647783,0.106363185
13,0.10615559662637487,0.19446236,0.106155485,0.10492492594791297,0.19475526,0.10492489
14,0.10496767589245867,0.19297741,0.104967825,0.10385527335431845,0.19163817,0.103855364
15,0.1045576224396166,0.19263177,0.10455753,0.10301169992257113,0.19177622,0.10301175
16,0.1035774158970198,0.19142078,0.10357739,0.10268182698239946,0.19098769,0.10268183
17,0.10360935235433287,0.19160827,0.10360938,0.10311947632446336,0.191003,0.103119574
18,0.10317818969200436,0.19085741,0.10317833,0.10152024274942674,0.19006145,0.10152033
19,0.1024908249888076,0.19003463,0.10249074,0.10218712527725783,0.19044147,0.102187045
20,0.10276532371531127,0.19041027,0.10276541,0.10067255761348169,0.18749496,0.100672565
21,0.10258912995508938,0.19013841,0.1025889,0.10096250115657014,0.18834199,0.1009625
22,0.10185235651933199,0.1892977,0.10185234,0.10130905640075773,0.18850018,0.10130901
23,0.10186754911568109,0.1895256,0.10186758,0.10736119616686561,0.19656035,0.107361235
24,0.10181099116629194,0.18920708,0.10181127,0.10169173379801448,0.191224,0.10169182
25,0.10125116095795819,0.18862505,0.10125091,0.10141637521315883,0.19084433,0.10141635
26,0.10087934323573335,0.18816593,0.10087944,0.10039560333256682,0.18889038,0.100395575
27,0.10114395784925752,0.18853302,0.10114412,0.10101558488734187,0.18777013,0.10101555
28,0.1016395453807844,0.18890168,0.1016395,0.10095681827463057,0.18757276,0.100956775
29,0.10413674046252357,0.19174418,0.10413709,0.10222785292902094,0.18992184,0.102227814
30,0.1030325225326545,0.19073842,0.10303257,0.10126694870622253,0.18843338,0.10126695
31,0.10369674586738799,0.19134967,0.10369676,0.10152061520188971,0.1886144,0.10152061
32,0.10262923759229803,0.1901427,0.102629475,0.10100349565681793,0.18820018,0.101003565
33,0.10231196419793337,0.18980967,0.10231183,0.10041948655751427,0.18755017,0.100419514
34,0.10386478412802326,0.19102392,0.10386493,0.10290783082113376,0.19117473,0.10290789
35,0.10335581949007779,0.1909218,0.10335568,0.10189434940065187,0.19020486,0.10189427
36,0.10297826025885315,0.19081438,0.10297829,0.10162962626919793,0.18951204,0.10162963
