Energy,Data_103
0.025300000000002765,0.4025
0.025300000000002765,0.4025
0.027500000000002967,0.4025
0.03130000000000255,0.4025
0.035600000000002074,0.4025
0.04039999999999866,0.4025
0.0459999999999976,0.4025
0.05230000000000112,0.38083
0.059400000000000786,0.35835
0.06750000000000278,0.33541999999999994
0.07679999999999931,0.31484999999999996
0.08729999999999838,0.29384
0.09919999999999796,0.27554
0.11280000000000268,0.25866999999999996
0.12819999999999765,0.24274
0.14580000000000148,0.2271
0.16569999999999685,0.21288999999999997
0.1884000000000019,0.20056000000000002
0.21410000000000173,0.18747999999999998
0.2433999999999985,0.17643999999999999
0.27669999999999906,0.16491
0.31459999999999977,0.15477999999999997
0.35760000000000014,0.14484
0.4065000000000034,0.13559
0.4621000000000015,0.12675999999999998
0.5253999999999979,0.11876
0.597199999999996,0.1115
0.6788999999999985,0.09808
0.7717999999999978,0.0912
0.877400000000004,0.08592000000000001
0.9974000000000034,0.08035
1.1338000000000017,0.07555
1.2889,0.07096
1.4652000000000052,0.06654
1.6657000000000033,0.06191
1.8939999999999984,0.05768000000000001
2.1529999999999987,0.05415
2.4470000000000045,0.050449999999999995
2.7820000000000014,0.04721
3.162,0.04425
3.594999999999991,0.04124
4.0870000000000015,0.03801
4.646000000000013,0.03537
5.281000000000004,0.03277
6.003,0.03085
6.824999999999989,0.02863
7.757999999999981,0.02677
8.819000000000004,0.024720000000000002
10.025999999999984,0.022979999999999997
11.397000000000007,0.021022000000000002
12.955999999999996,0.019772
14.729000000000005,0.016184999999999998
16.73999999999996,0.015065
19.029999999999983,0.013914000000000001
21.64000000000006,0.012324
24.600000000000016,0.011205999999999999
26.0,0.010239999999999999
27.959999999999937,0.010239999999999999
31.790000000000084,0.009351
36.00000000000004,0.007458999999999999
36.13999999999996,0.007458999999999999
41.0800000000001,0.007007000000000001
46.69999999999998,0.006067
52.99999999999991,0.005454999999999999
53.09000000000005,0.005454999999999999
60.35000000000015,0.004900999999999999
68.59999999999988,0.004487
71.99999999999991,0.004487
77.98999999999982,0.004173
88.65999999999983,0.003543
89.99999999999993,0.003269
100.78000000000003,0.0032689999999999998
114.5700000000003,0.00299
119.99999999999979,0.002653
129.99999999999974,0.002653
130.20000000000016,0.002653
148.0999999999997,0.002375
168.3000000000004,0.0019529999999999999
169.99999999999977,0.0019529999999999999
191.3,0.0027340000000000003
217.50000000000023,0.002717
220.00000000000003,0.002717
240.00000000000037,0.005628
247.29999999999984,0.006013
250.0000000000006,0.006013
262.99999999999994,0.006633
281.09999999999974,0.013215
290.00000000000034,0.012845
301.8,0.013306000000000002
304.5000000000001,0.013306000000000002
307.2000000000002,0.010325999999999998
309.90000000000026,0.010325999999999998
309.99999999999955,0.010325999999999998
312.69999999999976,0.010326000000000002
315.6000000000004,0.01173
318.40000000000003,0.012490000000000001
321.29999999999967,0.0134
324.3000000000006,0.013800000000000002
327.2999999999999,0.02067
330.3000000000004,0.02253
333.40000000000055,0.024390000000000002
336.50000000000085,0.026500000000000003
339.69999999999993,0.03055
340.00000000000085,0.03055
342.9000000000005,0.03478
346.10000000000025,0.040400000000000005
349.4,0.04969
352.80000000000075,0.060860000000000004
356.2000000000003,0.08218
359.60000000000076,0.10007999999999999
363.10000000000093,0.15721999999999997
366.69999999999965,0.22265000000000001
370.2999999999997,0.31798000000000004
373.9000000000001,0.47925000000000006
377.5999999999997,0.8603000000000002
380.0000000000003,1.7228
381.3999999999993,1.7228
385.1999999999999,2.4036
389.10000000000025,2.4981
393.0000000000003,2.4842000000000004
397.00000000000097,2.44454
401.1000000000003,2.43314
405.2,2.3675699999999997
409.39999999999975,2.27027
413.6000000000001,2.10445
417.9000000000007,1.7182400000000002
422.2999999999994,0.84656
426.79999999999967,0.15458
431.29999999999995,0.03755000000000001
435.9000000000003,0.03755000000000001
440.4999999999994,0.034550000000000004
445.2999999999995,0.034550000000000004
450.1000000000009,0.034550000000000004
469.9999999999996,0.032399
498.0000000000005,0.034369
519.9999999999998,0.032168999999999996
570.000000000001,0.033599000000000004
613.1000000000009,0.032162
630.0000000000001,0.032322
730.0,0.011759
755.0000000000006,0.011759
799.9999999999986,0.011759
