Energy,MT_1,MT_102,MT_18,MT_2,MT_3,MT_4,MT_51
1e-05,29318.76728439736,3081.1040124733004,6780.434008698365,22185.950000117882,22185.950000117882,22185.950000117882,22185.950000117882
1.1250000000000004e-05,28117.70199551316,3013.542727652658,5938.852985277181,21363.80466365015,21363.80466365015,21363.80466365015,21363.80466365015
1.2499999999999996e-05,26504.066002449996,2117.739406065893,4540.749769395215,20826.03712259424,20826.03712259424,20826.03712259424,20826.03712259424
1.3750000000000004e-05,26204.030573242497,1501.082163886376,4468.639829071435,20733.081588052195,20733.081588052195,20733.081588052195,20733.081588052195
1.5000000000000004e-05,23816.626359792666,1297.5717610015188,4002.2093177582024,18012.68259698514,18012.68259698514,18012.68259698514,18012.68259698514
1.625e-05,23546.822467705857,937.3919696258699,4002.1341505942014,17496.698236801374,17496.698236801374,17496.698236801374,17496.698236801374
1.75e-05,22345.922220673998,679.5548145529582,4002.0618264567624,17018.710199826495,17018.710199826495,17018.710199826495,17018.710199826495
2e-05,20603.666894382535,499.4869487446016,4001.9243847283246,14270.461929894069,14270.461929894069,14270.461929894069,14270.461929894069
2.187499999999999e-05,17898.198081475493,371.24673172026263,4001.826601725049,12291.771831624212,12291.771831624212,12291.771831624212,12291.771831624212
2.3749999999999984e-05,16659.182649514303,279.4397139647311,4001.732617932741,11849.832834403407,11849.832834403407,11849.832834403407,11849.832834403407
2.5624999999999983e-05,15978.2164495037,284.30659636291176,4001.6419164873278,9971.966070379855,9971.966070379855,9971.966070379855,9971.966070379855
2.7500000000000015e-05,15157.443191128896,288.78214263655,4001.5540804185093,9877.087975391953,9877.087975391953,9877.087975391953,9877.087975391953
3.124999999999998e-05,14108.10378468092,298.07207133319156,4001.3856947829704,9498.196723684056,9498.196723684056,9498.196723684056,9498.196723684056
3.5000000000000004e-05,12949.305217561867,307.38910494537726,4001.225346405384,8023.285231989133,8023.285231989133,8023.285231989133,8023.285231989133
3.875000000000002e-05,10179.79036905028,316.7969575375731,4001.0715121830376,6900.455202409746,6900.455202409746,6900.455202409746,6900.455202409746
4.25e-05,9094.565908516373,320.27497995767135,4000.923054156106,5768.952707233658,5768.952707233658,5768.952707233658,5768.952707233658
4.624999999999998e-05,7501.914102526001,322.25865430215083,4000.7790967988462,4366.177794440006,5622.604446434295,5622.604446434295,5622.604446434295
4.9999999999999996e-05,6925.653426372667,319.69870497929895,4000.638950074228,2319.0774773973626,5490.6186765828625,5490.6186765828625,5490.6186765828625
5.625000000000001e-05,6160.6688625143,315.4880917918054,4000.412379537926,575.7923412171953,4584.513546706555,4584.513546706555,4584.513546706555
6.249999999999996e-05,5154.803527796401,305.94055817033154,4000.192899652833,285.15458021197395,3809.6802009117837,3809.6802009117837,3809.6802009117837
6.875000000000002e-05,3111.107399403892,299.30660582182685,3999.9790296473107,88.5910106450748,3712.1641178582013,3712.1641178582013,3712.1641178582013
7.500000000000001e-05,2855.080743987497,288.23045221617355,3999.7696338492383,50.749403773114615,2122.309497732745,2122.309497732745,2122.309497732745
8.124999999999998e-05,2632.3381170421258,279.7629364633209,3999.563817654512,23.937449542523137,2058.8062870662047,2058.8062870662047,2058.8062870662047
8.749999999999999e-05,1556.9710733744764,271.4496425616908,3999.3608602684635,23.518080663975205,2035.5599576252623,2035.5599576252623,2035.5599576252623
0.0001,1030.7259658578225,253.17790355353569,3998.9612506728945,16.111380477336276,779.8903996243982,779.8903996243982,779.8903996243982
0.00011250000000000004,602.3424451461892,238.09384073296573,3998.5671082612816,11.162832680407972,606.4429756192926,606.4429756192926,606.4429756192926
0.00012499999999999995,509.1283337534403,222.54266222051425,3998.175710897851,11.16368803122052,495.7957213216436,495.7957213216436,495.7957213216436
0.00013750000000000004,335.74523324296507,209.85466228978203,3997.7849542802164,11.164490657549218,549.26037422306,549.26037422306,549.26037422306
0.00015000000000000004,213.958891737013,197.10628378597926,3997.3931432223358,11.165248643965906,222.46704055191972,222.46704055191972,222.46704055191972
0.0001625,139.55906523263607,186.53492611413077,3996.9988622377614,11.165968274561934,155.89732654981887,155.89732654981887,155.89732654981887
