Energy,MT_1,MT_101,MT_102,MT_18,MT_2,MT_3,MT_4,MT_51
1e-05,38278.45897456583,38477.0475796554,3792.9816767885964,5750.548058539526,45338.808008720174,45338.808008720174,45338.808008720174,45338.808008720174
1.1250000000000004e-05,35323.77477989989,38052.52296498065,2499.2669754372864,4967.759606834973,39818.66524175972,39818.66524175972,39818.66524175972,39818.66524175972
1.2499999999999996e-05,34298.04295866424,31718.506782343968,1114.4296308898313,4929.70001988658,39395.61985212493,39395.61985212493,39395.61985212493,39395.61985212493
1.3750000000000004e-05,33127.10160161957,25918.431426351406,1094.9826790941731,3901.136327669528,31166.116820682306,39158.90999032346,39158.90999032346,39158.90999032346
1.5000000000000004e-05,32431.987291496873,21286.64821812215,729.2094530903636,3409.806472192794,21878.240453626924,38810.023956063946,38810.023956063946,38810.023956063946
1.625e-05,30110.642199967948,21048.62691940791,718.2279698191782,3410.120947257967,15311.294876467358,33756.14836010192,33756.14836010192,33756.14836010192
1.75e-05,29680.08335960503,20821.95597703148,483.7975104887654,3410.422255289472,10538.63692419216,33602.73821208431,33602.73821208431,33602.73821208431
2e-05,28114.077369298702,14079.710055799575,319.88947456802504,3410.9914545629345,10176.270219945574,32957.40658274056,32957.40658274056,32957.40658274056
2.187499999999999e-05,26400.664011987203,11544.498254124988,316.26139035025733,3411.3937430505175,6945.191858187799,28441.54152195705,28441.54152195705,28441.54152195705
2.3749999999999984e-05,25560.842486671085,9441.602803295498,217.3749098736979,3411.77834194695,6761.700206028837,28274.00632183233,28274.00632183233,28274.00632183233
2.5624999999999983e-05,24004.26311800879,9291.215227327304,150.48476329998024,3412.1476197000015,4588.05735818705,24269.762560762625,24269.762560762625,24269.762560762625
2.7500000000000015e-05,23504.28639175442,7620.540354467926,105.04828814338975,3412.5034848224313,3094.4477527881827,24126.097490090455,24126.097490090455,24126.097490090455
3.124999999999998e-05,22994.172609945654,6176.071226451804,92.63659045233948,3413.180963590924,2023.1810064474787,23766.573928623384,23766.573928623384,23766.573928623384
3.5000000000000004e-05,21272.12226011481,4176.288182117261,93.44311282517053,3413.8204328863703,1303.5088933361426,20210.056400174264,20210.056400174264,20210.056400174264
3.875000000000002e-05,21236.23642763429,4064.0512275807396,94.2186886746728,3414.428832623441,836.1610537457332,19821.529073945425,19821.529073945425,19821.529073945425
4.25e-05,19686.24462565886,3341.679554571724,94.05156340772392,3415.011337517606,538.5608404709325,17398.555843446098,17398.555843446098,17398.555843446098
4.624999999999998e-05,20047.435748474523,2768.286823832348,93.58870239987074,3415.571920839399,352.01467292129877,17047.09785405494,17047.09785405494,17047.09785405494
4.9999999999999996e-05,19319.989907115643,2351.2138211471643,92.42669827819682,3416.113707469179,335.63368662775287,17465.130827886718,17465.130827886718,17465.130827886718
5.625000000000001e-05,17768.92714568585,1945.8781061099924,90.4974662171776,3416.9815126630842,215.79294534875143,15873.948688755409,15873.948688755409,15873.948688755409
6.249999999999996e-05,18055.8014457968,1626.1588175383263,87.7090490575269,3417.8128641947387,138.77859176806206,16773.434533372074,16773.434533372074,16773.434533372074
6.875000000000002e-05,12215.653706714424,1373.0227939673566,85.37291541088324,3418.614401115812,91.95497111608488,10157.623449598137,10157.623449598137,10157.623449598137
7.500000000000001e-05,10522.78429191646,1175.3298569301326,82.45090352681045,3419.391187754549,60.337564453705205,9108.635821209033,9108.635821209033,9108.635821209033
8.124999999999998e-05,10057.325772751776,1009.0465028675989,79.93643851518135,3420.147188370801,40.788876087998,7867.552809208558,7867.552809208558,7867.552809208558
8.749999999999999e-05,6421.915304684299,1009.3959629119606,77.53204976586014,3420.8855737074396,27.305596912254124,6896.35276618922,6896.35276618922,6896.35276618922
0.0001,5304.066851916024,1010.0590994151169,42.97366565375943,3422.319384557159,18.726971087699464,6746.791005232757,6746.791005232757,6746.791005232757
