N,Z,A,EL,O,Mass_Excess,dMass_Excess,Binding_Energy,dBinding_Energy,B_Decay_Energy,dB_Decay_Energy,Atomic_Mass_Micro,dAtomic_Mass_Micro,Element_w_A
133,85,218,At,-a,8098.161999999999,11.604000000000001,7729.126,0.053,2880.816,11.705,218008693.735,12.456,218At
132,86,218,Rn,,5217.347,2.316,7738.7519999999995,0.011000000000000001,-1841.77,4.942,218005601.052,2.4859999999999998,218Rn
131,87,218,Fr,-a,7059.116999999999,4.757,7726.715,0.022000000000000002,407.947,12.039000000000001,218007578.274,5.106,218Fr
130,88,218,Ra,-a,6651.17,11.175999999999998,7724.9980000000005,0.051,-4192.439,51.931000000000004,218007140.325,11.997,218Ra
129,89,218,Ac,-a,10843.608999999999,50.74,7702.177,0.233,-1523.132,51.815,218011641.093,54.471000000000004,218Ac
128,90,218,Th,-a,12366.741000000002,10.515999999999998,7691.602,0.048,-6317.029,21.13,218013276.242,11.289000000000001,218Th
127,91,218,Pa,-a,18683.77,18.329,7659.036,0.084,-3210.838,22.888,218020057.853,19.676,218Pa
126,92,218,U,-a,21894.607999999997,13.714,7640.719,0.063,,,218023504.829,14.722000000000001,218U
137,82,219,Pb,x,20279.0,401.0,7686.0,2.0,3996.0,446.0,219021770.0,430.0,219Pb
136,83,219,Bi,x,16283.0,196.0,7700.0,1.0,3601.0,196.0,219017480.0,210.0,219Bi
135,84,219,Po,x,12681.358999999999,15.835,7713.3330000000005,0.07200000000000001,2285.283,16.163,219013614.0,17.0,219Po
134,85,219,At,,10396.076,3.237,7720.196,0.015,1566.675,2.947,219011160.647,3.4739999999999998,219At
133,86,219,Rn,,8829.402,2.1,7723.776999999999,0.01,211.635,7.058,219009478.753,2.254,219Rn
132,87,219,Fr,-a,8617.767,7.039,7721.170999999999,0.032,-776.515,10.772,219009251.553,7.556,219Fr
131,88,219,Ra,-a,9394.282,8.258,7714.053000000001,0.038,-2175.199,51.141999999999996,219010085.176,8.865,219Ra
130,89,219,Ac,-a,11569.48,50.497,7700.549,0.231,-2901.91,71.425,219012420.348,54.21,219Ac
129,90,219,Th,-a,14471.39,50.576,7683.725,0.231,-4068.741,72.192,219015535.677,54.295,219Th
128,91,219,Pa,-a,18540.131,51.516000000000005,7661.5740000000005,0.235,-4746.439,72.333,219019903.65,55.303999999999995,219Pa
127,92,219,U,-a,23286.569,50.775,7636.329000000001,0.23199999999999998,-6170.086,101.905,219024999.161,54.50899999999999,219U
126,93,219,Np,-a,29456.655,88.354,7604.5830000000005,0.40299999999999997,,,219031623.021,94.851,219Np
138,82,220,Pb,x,23669.0,401.0,7672.0,2.0,2850.0,499.0,220025410.0,430.0,220Pb
137,83,220,Bi,x,20819.0,298.0,7682.0,1.0,5555.0,299.0,220022350.0,320.0,220Bi
136,84,220,Po,x,15263.461000000001,17.698,7703.224,0.08,887.714,22.549,220016386.0,19.0,220Po
135,85,220,At,x,14375.747,13.972000000000001,7703.703,0.064,3763.67,14.09,220015433.0,15.0,220At
134,86,220,Rn,,10612.077,1.815,7717.254,0.008,-870.242,4.026,220011392.534,1.9480000000000002,220Rn
133,87,220,Fr,-a,11482.32,4.0280000000000005,7709.741999999999,0.018000000000000002,1212.075,9.061,220012326.778,4.324,220Fr
132,88,220,Ra,-a,10270.245,8.237,7711.696,0.037000000000000005,-3473.437,10.141,220011025.562,8.843,220Ra
131,89,220,Ac,-a,13743.681999999999,6.129,7692.351,0.027999999999999997,-925.417,22.941,220014754.45,6.579,220Ac
130,90,220,Th,-a,14669.1,22.166,7684.589,0.10099999999999999,-5549.0,56.0,220015747.926,23.795,220Th
129,91,220,Pa,-a,20218.0,51.0,7656.0,0.0,-2715.0,113.0,220021705.0,55.0,220Pa
128,92,220,U,-a,22933.0,101.0,7640.0,0.0,-7378.0,220.0,220024620.0,108.0,220U
127,93,220,Np,x,30311.0,196.0,7603.0,1.0,,,220032540.0,210.0,220Np
138,83,221,Bi,x,24098.0,298.0,7668.0,1.0,4324.0,299.0,221025870.0,320.0,221Bi
137,84,221,Po,x,19773.755,19.561,7684.481,0.08900000000000001,2991.027,24.039,221021228.0,21.0,221Po
136,85,221,At,x,16782.727,13.972000000000001,7694.475,0.063,2311.308,15.095999999999998,221018017.0,15.0,221At
135,86,221,Rn,+a,14471.42,5.7139999999999995,7701.393,0.026000000000000002,1194.13,7.231,221015535.709,6.1339999999999995,221Rn
134,87,221,Fr,,13277.29,4.886,7703.255999999999,0.022000000000000002,313.479,6.386,221014253.757,5.245,221Fr
133,88,221,Ra,-a,12963.811000000002,4.63,7701.135,0.021,-1559.298,50.603,221013917.224,4.97,221Ra
132,89,221,Ac,-a,14523.108999999999,50.425,7690.539000000001,0.228,-2417.261,51.056000000000004,221015591.199,54.133,221Ac
131,90,221,Th,-a,16940.371,8.166,7676.061,0.037000000000000005,-3435.918,51.915,221018186.236,8.766,221Th
130,91,221,Pa,-a,20376.288,51.281000000000006,7656.974,0.23199999999999998,-4143.707,72.404,221021874.846,55.052,221Pa
129,92,221,U,-a,24519.995,51.114,7634.684,0.231,-5330.0,207.0,221026323.299,54.873000000000005,221U
128,93,221,Np,x,29850.0,200.0,7607.0,1.0,,,221032045.0,215.0,221Np
139,83,222,Bi,x,28729.0,300.0,7649.0,1.0,6243.0,303.0,222030842.0,322.0,222Bi
138,84,222,Po,x,22486.265,40.054,7674.005,0.18,1533.239,43.071000000000005,222024140.0,43.0,222Po
137,85,222,At,x,20953.026,15.835,7677.387,0.071,4580.82,15.955,222022494.0,17.0,222At
136,86,222,Rn,,16372.206,1.95,7694.496999999999,0.009000000000000001,-5.9,7.702999999999999,222017576.286,2.093,222Rn
135,87,222,Fr,x,16378.105,7.452000000000001,7690.946999999999,0.034,2057.917,8.682,222017582.62,8.0,222Fr
134,88,222,Ra,,14320.188,4.454,7696.691999999999,0.02,-2301.285,6.6370000000000005,222015373.355,4.781000000000001,222Ra
133,89,222,Ac,-a,16621.474,5.1739999999999995,7682.802,0.023,-581.637,13.228,222017843.887,5.553999999999999,222Ac
132,90,222,Th,-a,17203.111,12.279000000000002,7676.658,0.055,-4951.0,74.0,222018468.3,13.182,222Th
131,91,222,Pa,-a,22155.0,72.0,7651.0,0.0,-2118.0,89.0,222023784.0,78.0,222Pa
130,92,222,U,-a,24272.827,51.994,7637.764,0.23399999999999999,-6746.0,202.0,222026057.953,55.817,222U
129,93,222,Np,x,31019.0,196.0,7604.0,1.0,,,222033300.0,210.0,222Np
140,83,223,Bi,x,32137.0,401.0,7636.0,2.0,5058.0,446.0,223034500.0,430.0,223Bi
139,84,223,Po,x,27079.0,196.0,7655.0,1.0,3651.0,196.0,223029070.0,210.0,223Po
138,85,223,At,x,23428.006,13.972000000000001,7668.055,0.063,3038.267,16.012999999999998,223025151.0,15.0,223At
137,86,223,Rn,,20389.738999999998,7.822,7678.170999999999,0.035,2007.344,8.057,223021889.285,8.397,223Rn
136,87,223,Fr,,18382.394,1.932,7683.664000000001,0.009000000000000001,1149.085,0.848,223019734.313,2.073,223Fr
135,88,223,Ra,,17233.308999999997,2.09,7685.309,0.009000000000000001,-592.573,7.127999999999999,223018500.719,2.244,223Ra
134,89,223,Ac,-a,17825.881999999998,7.11,7679.143,0.032,-1559.948,11.562999999999999,223019136.872,7.632000000000001,223Ac
133,90,223,Th,-a,19385.831000000002,9.212,7668.64,0.040999999999999995,-2934.845,71.639,223020811.546,9.889,223Th
132,91,223,Pa,-a,22320.676,71.063,7651.971,0.319,-3516.33,100.506,223023962.232,76.289,223Pa
131,92,223,U,-a,25837.006,71.119,7632.694,0.319,-4763.0,208.0,223027737.168,76.34899999999999,223U
130,93,223,Np,x,30600.0,196.0,7608.0,1.0,,,223032850.0,210.0,223Np
141,83,224,Bi,x,36830.0,400.0,7617.0,2.0,6920.0,445.0,224039539.0,429.0,224Bi
140,84,224,Po,x,29910.0,196.0,7644.0,1.0,2199.0,197.0,224032110.0,210.0,224Po
139,85,224,At,x,27711.015,22.355999999999998,7650.735,0.1,5265.917,24.415,224029749.0,24.0,224At
138,86,224,Rn,,22445.097999999998,9.814,7670.751,0.044000000000000004,696.482,14.875,224024095.804,10.536,224Rn
137,87,224,Fr,x,21748.616,11.177999999999999,7670.366999999999,0.05,2922.699,11.324000000000002,224023348.1,12.0,224Fr
136,88,224,Ra,,18825.917,1.8130000000000002,7679.922,0.008,-1408.219,4.087,224020210.453,1.945,224Ra
135,89,224,Ac,-a,20234.135,4.0889999999999995,7670.143,0.018000000000000002,240.401,10.823,224021722.239,4.388999999999999,224Ac
134,90,224,Th,-a,19993.734,10.12,7667.724,0.045,-3868.544,12.546,224021464.157,10.864,224Th
133,91,224,Pa,-a,23862.278,7.587000000000001,7646.960999999999,0.034,-1859.974,24.329,224025617.21,8.145,224Pa
132,92,224,U,-a,25722.252,23.171,7635.165,0.10300000000000001,-6153.0,197.0,224027613.974,24.875,224U
131,93,224,Np,x,31876.0,196.0,7604.0,1.0,,,224034220.0,210.0,224Np
141,84,225,Po,x,34530.0,298.0,7626.0,1.0,4136.0,422.0,225037070.0,320.0,225Po
140,85,225,At,x,30395.0,298.0,7641.0,1.0,3861.0,298.0,225032630.0,320.0,225At
139,86,225,Rn,,26534.141,11.14,7654.357,0.05,2713.531,16.349,225028485.574,11.958,225Rn
138,87,225,Fr,,23820.61,11.967,7662.94,0.053,1827.501,12.158,225025572.478,12.847000000000001,225Fr
137,88,225,Ra,,21993.109,2.596,7667.585999999999,0.012,355.763,5.007,225023610.574,2.787,225Ra
136,89,225,Ac,,21637.346,4.758,7665.69,0.021,-672.781,6.6579999999999995,225023228.647,5.107,225Ac
135,90,225,Th,-a,22310.127,5.093,7659.222,0.023,-2030.598,71.17,225023950.907,5.4670000000000005,225Th
134,91,225,Pa,-a,24340.725,71.012,7646.72,0.316,-3039.196,71.827,225026130.844,76.234,225Pa
133,92,225,U,-a,27379.921000000002,10.909,7629.736,0.048,-4207.783,72.44,225029393.555,11.710999999999999,225U
132,93,225,Np,-a,31587.703999999998,71.622,7607.557,0.318,,,225033910.797,76.889,225Np
142,84,226,Po,x,37549.0,401.0,7614.0,2.0,2934.0,499.0,226040310.0,430.0,226Po
141,85,226,At,x,34614.0,298.0,7624.0,1.0,5867.0,298.0,226037160.0,320.0,226At
140,86,226,Rn,,28747.192000000003,10.477,7646.41,0.046,1226.653,12.19,226030861.382,11.247,226Rn
139,87,226,Fr,,27520.539,6.23,7648.376,0.027999999999999997,3852.715,6.523,226029544.515,6.688,226Fr
138,88,226,Ra,,23667.824,1.933,7661.9619999999995,0.009000000000000001,-641.44,3.2739999999999996,226025408.455,2.075,226Ra
137,89,226,Ac,,24309.264,3.1,7655.661999999999,0.013999999999999999,1111.63,4.563,226026097.069,3.3280000000000003,226Ac
136,90,226,Th,,23197.634,4.481,7657.119000000001,0.02,-2835.642,12.165,226024903.686,4.81,226Th
135,91,226,Pa,-a,26033.276,11.42,7641.11,0.051,-1295.593,17.227999999999998,226027947.872,12.259,226Pa
134,92,226,U,-a,27328.869,12.999,7631.916,0.057999999999999996,-5448.0,89.0,226029338.749,13.955,226U
133,93,226,Np,-a,32777.0,88.0,7604.0,0.0,,,226035188.0,95.0,226Np
143,84,227,Po,x,42281.0,401.0,7596.0,2.0,4797.0,499.0,227045390.0,430.0,227Po
142,85,227,At,x,37483.0,298.0,7613.0,1.0,4597.0,298.0,227040240.0,320.0,227At
141,86,227,Rn,,32885.834,14.091,7630.05,0.062,3203.388,15.276,227035304.396,15.127,227Rn
140,87,227,Fr,,29682.445,5.898,7640.715,0.026000000000000002,2504.734,6.212999999999999,227031865.417,6.332000000000001,227Fr
139,88,227,Ra,-n,27177.711,1.952,7648.303000000001,0.009000000000000001,1328.132,2.265,227029176.474,2.095,227Ra
138,89,227,Ac,,25849.58,1.9269999999999998,7650.706999999999,0.008,44.757,0.83,227027750.666,2.068,227Ac
137,90,227,Th,,25804.822999999997,2.088,7647.4580000000005,0.009000000000000001,-1026.375,7.437,227027702.618,2.241,227Th
136,91,227,Pa,-a,26831.197999999997,7.42,7639.49,0.033,-2214.264,12.145999999999999,227028804.477,7.965,227Pa
135,92,227,U,-a,29045.462000000003,9.705,7626.289000000001,0.043,-3516.618,73.135,227031181.587,10.419,227U
134,93,227,Np,-a,32562.08,72.506,7607.351,0.319,-4208.0,123.0,227034956.832,77.83800000000001,227Np
133,94,227,Pu,x,36770.0,100.0,7585.0,0.0,,,227039474.0,107.0,227Pu
143,85,228,At,x,41684.0,401.0,7597.0,2.0,6441.0,401.0,228044750.0,430.0,228At
142,86,228,Rn,,35243.465,17.677,7621.645,0.078,1859.244,18.916,228037835.418,18.977,228Rn
141,87,228,Fr,,33384.221,6.732,7626.368,0.03,4443.953,7.021,228035839.437,7.226,228Fr
140,88,228,Ra,+a,28940.267999999996,1.996,7642.428000000001,0.009000000000000001,45.54,0.634,228031068.657,2.142,228Ra
139,89,228,Ac,-,28894.728,2.094,7639.196,0.009000000000000001,2123.743,2.645,228031019.767,2.247,228Ac
138,90,228,Th,,26770.984,1.807,7645.08,0.008,-2152.602,4.34,228028739.835,1.94,228Th
137,91,228,Pa,-a,28923.586,4.34,7632.206999999999,0.019,-298.64,14.929,228031050.748,4.659,228Pa
136,92,228,U,-a,29222.226000000002,14.354000000000001,7627.465999999999,0.063,-4373.468,52.545,228031371.351,15.409,228U
135,93,228,Np,-a,33595.693999999996,50.571999999999996,7604.853,0.222,-2491.677,58.346000000000004,228036066.462,54.291000000000004,228Np
134,94,228,Pu,-a,36087.37,29.143,7590.493,0.128,,,228038741.387,31.285999999999998,228Pu
144,85,229,At,x,44823.0,401.0,7585.0,2.0,5461.0,401.0,229048120.0,430.0,229At
143,86,229,Rn,x,39362.4,13.040999999999999,7605.621999999999,0.057,3694.138,13.967,229042257.276,14.0,229Rn
142,87,229,Fr,,35668.262,5.001,7618.3369999999995,0.022000000000000002,3106.298,16.230999999999998,229038291.455,5.367999999999999,229Fr
141,88,229,Ra,x,32561.963,15.440999999999999,7628.485,0.067,1872.03,19.623,229034956.707,16.576,229Ra
140,89,229,Ac,x,30689.932999999997,12.109000000000002,7633.244000000001,0.053,1104.35,12.345999999999998,229032947.0,13.0,229Ac
139,90,229,Th,,29585.583,2.405,7634.65,0.011000000000000001,-311.325,3.715,229031761.431,2.5810000000000004,229Th
138,91,229,Pa,,29896.908,3.28,7629.874,0.013999999999999999,-1313.646,6.655,229032095.652,3.5210000000000004,229Pa
137,92,229,U,-a,31210.554,5.938,7620.721,0.026000000000000002,-2569.122,87.031,229033505.909,6.374,229U
136,93,229,Np,-a,33779.675,86.848,7606.085999999999,0.379,-3615.915,100.792,229036263.974,93.235,229Np
135,94,229,Pu,-a,37395.59,51.176,7586.88,0.223,-4754.43,101.23,229040145.819,54.93899999999999,229Pu
134,95,229,Am,-a,42150.02,87.348,7562.701999999999,0.381,,,229045249.909,93.772,229Am
144,86,230,Rn,x,42048.0,196.0,7596.0,1.0,2561.0,196.0,230045140.0,210.0,230Rn
143,87,230,Fr,,39486.768,6.541,7603.704000000001,0.027999999999999997,4970.462,12.198,230042390.791,7.022,230Fr
142,88,230,Ra,x,34516.306000000004,10.296,7621.914000000001,0.045,677.924,18.887999999999998,230037054.78,11.052999999999999,230Ra
141,89,230,Ac,x,33838.383,15.835,7621.46,0.069,2975.789,15.882,230036327.0,17.0,230Ac
140,90,230,Th,,30862.592999999997,1.21,7630.996,0.005,-1311.014,2.833,230033132.358,1.2990000000000002,230Th
139,91,230,Pa,,32173.607000000004,3.0380000000000003,7621.895,0.013000000000000001,558.605,4.592,230034539.789,3.261,230Pa
138,92,230,U,-a,31615.002,4.5089999999999995,7620.922,0.02,-3621.29,51.461000000000006,230033940.102,4.841,230U
137,93,230,Np,-a,35236.291,51.288000000000004,7601.776,0.223,-1698.101,53.363,230037827.716,55.059,230Np
136,94,230,Pu,-a,36934.392,14.824000000000002,7590.991,0.064,-5998.0,134.0,230039650.703,15.913,230Pu
135,95,230,Am,-a,42932.0,133.0,7562.0,1.0,,,230046089.0,143.0,230Am
145,86,231,Rn,x,46454.0,298.0,7579.0,1.0,4373.0,298.0,231049870.0,320.0,231Rn
144,87,231,Fr,x,42080.575,7.731,7594.5,0.033,3864.089,13.749,231045175.357,8.3,231Fr
143,88,231,Ra,,38216.486000000004,11.37,7607.840999999999,0.049,2453.636,17.301,231041027.086,12.206,231Ra
142,89,231,Ac,x,35762.849,13.040999999999999,7615.076,0.055999999999999994,1946.959,13.097999999999999,231038393.0,14.0,231Ac
141,90,231,Th,,33815.891,1.218,7620.118,0.005,391.487,1.46,231036302.853,1.308,231Th
140,91,231,Pa,,33424.404,1.7719999999999998,7618.4259999999995,0.008,-381.611,2.033,231035882.575,1.902,231Pa
139,92,231,U,-a,33806.015,2.67,7613.387,0.012,-1818.498,50.577,231036292.252,2.866,231U
138,93,231,Np,-a,35624.513,50.547,7602.128000000001,0.21899999999999997,-2684.492,55.333,231038244.49,54.263999999999996,231Np
137,94,231,Pu,-a,38309.005,22.549,7587.12,0.098,-4101.0,301.0,231041126.41,24.206,231Pu
136,95,231,Am,x,42410.0,300.0,7566.0,1.0,-4860.0,424.0,231045529.0,322.0,231Am
135,96,231,Cm,x,47270.0,300.0,7542.0,1.0,,,231050746.0,322.0,231Cm
145,87,232,Fr,x,46072.834,13.972000000000001,7579.347,0.06,5575.88,16.702,232049461.224,15.0,232Fr
144,88,232,Ra,,40496.953,9.151,7600.009,0.039,1342.534,15.931,232043475.27,9.823,232Ra
143,89,232,Ac,x,39154.419,13.040999999999999,7602.424,0.055999999999999994,3707.635,13.118,232042034.0,14.0,232Ac
142,90,232,Th,,35446.784,1.422,7615.033,0.006,-499.85,7.734,232038053.689,1.526,232Th
141,91,232,Pa,+,35946.633,7.645,7609.505999999999,0.033,1337.103,7.428,232038590.3,8.207,232Pa
140,92,232,U,,34609.53,1.8090000000000002,7611.897,0.008,-2750.0,100.0,232037154.86,1.942,232U
139,93,232,Np,-,37360.0,100.0,7597.0,0.0,-1004.0,102.0,232040107.0,107.0,232Np
138,94,232,Pu,-a,38363.14,17.595,7588.974,0.076,-4976.0,300.0,232041184.526,18.887999999999998,232Pu
137,95,232,Am,x,43340.0,300.0,7564.0,1.0,-2973.0,362.0,232046527.0,322.0,232Am
136,96,232,Cm,-a,46312.0,202.0,7548.0,1.0,,,232049718.0,217.0,232Cm
146,87,233,Fr,x,48920.051,19.561,7569.2390000000005,0.084,4585.991,21.369,233052517.838,21.0,233Fr
145,88,233,Ra,,44334.06,8.603,7585.564,0.037000000000000005,3026.027,15.623,233047594.573,9.235,233Ra
144,89,233,Ac,x,41308.032999999996,13.040999999999999,7595.193,0.055999999999999994,2576.318,13.118,233044346.0,14.0,233Ac
143,90,233,Th,,38731.715,1.425,7602.893,0.006,1242.243,1.122,233041580.208,1.5290000000000001,233Th
142,91,233,Pa,,37489.472,1.3359999999999999,7604.866,0.006,570.296,1.975,233040246.605,1.4340000000000002,233Pa
141,92,233,U,,36919.176,2.255,7603.956,0.01,-1029.415,51.005,233039634.367,2.42,233U
140,93,233,Np,-a,37948.59,50.981,7596.181,0.21899999999999997,-2103.179,71.642,233040739.489,54.729,233Np
139,94,233,Pu,-a,40051.769,50.351000000000006,7583.795999999999,0.21600000000000003,-3211.0,113.0,233042997.345,54.053999999999995,233Pu
138,95,233,Am,-a,43263.0,102.0,7567.0,0.0,-4031.0,124.0,233046445.0,109.0,233Am
137,96,233,Cm,-a,47294.005999999994,71.547,7545.9980000000005,0.307,-5567.0,235.0,233050772.206,76.809,233Cm
136,97,233,Bk,-a,52861.0,224.0,7519.0,1.0,,,233056748.0,240.0,233Bk
146,88,234,Ra,x,46930.629,8.383,7576.543000000001,0.036000000000000004,2089.439,16.294,234050382.104,9.0,234Ra
145,89,234,Ac,x,44841.19,13.972000000000001,7582.129,0.06,4228.181,14.21,234048139.0,15.0,234Ac
144,90,234,Th,+a,40613.009,2.589,7596.855,0.011000000000000001,274.088,3.1719999999999997,234043599.86,2.779,234Th
143,91,234,Pa,IT,40338.921,4.093999999999999,7594.683000000001,0.017,2193.896,4.0,234043305.615,4.395,234Pa
142,92,234,U,,38145.025,1.13,7600.715,0.005,-1809.846,8.321,234040950.37,1.213,234U
141,93,234,Np,-,39954.871,8.397,7589.637,0.036000000000000004,-395.1,10.752,234042893.32,9.014,234Np
140,94,234,Pu,-a,40349.971,6.797999999999999,7584.605,0.028999999999999998,-4111.0,159.0,234043317.478,7.297999999999999,234Pu
139,95,234,Am,-a,44461.0,159.0,7564.0,1.0,-2263.0,159.0,234047731.0,170.0,234Am
138,96,234,Cm,-a,46724.633,17.394000000000002,7550.677,0.07400000000000001,-6731.0,143.0,234050160.959,18.673,234Cm
137,97,234,Bk,-a,53455.0,142.0,7519.0,1.0,,,234057387.0,153.0,234Bk
147,88,235,Ra,x,51130.0,300.0,7561.0,1.0,3773.0,300.0,235054890.0,322.0,235Ra
146,89,235,Ac,x,47357.155,13.972000000000001,7573.504,0.059000000000000004,3339.406,19.113,235050840.0,15.0,235Ac
145,90,235,Th,x,44017.749,13.040999999999999,7584.385,0.055,1728.853,19.113,235047255.0,14.0,235Th
144,91,235,Pa,x,42288.89599999999,13.972000000000001,7588.4130000000005,0.059000000000000004,1370.05,14.017000000000001,235045399.0,15.0,235Pa
143,92,235,U,,40918.846,1.117,7590.914000000001,0.005,-124.262,0.852,235043928.19,1.199,235U
142,93,235,Np,,41043.108,1.389,7587.056,0.006,-1139.302,20.499000000000002,235044061.591,1.4909999999999999,235Np
141,94,235,Pu,-a,42182.41,20.521,7578.879,0.087,-2443.019,56.045,235045284.682,22.03,235Pu
140,95,235,Am,-a,44625.429000000004,52.192,7565.154,0.222,-3408.0,208.0,235047907.371,56.03,235Am
139,96,235,Cm,-a,48034.0,201.0,7547.0,1.0,-4670.0,448.0,235051567.0,216.0,235Cm
138,97,235,Bk,x,52704.0,401.0,7524.0,2.0,,,235056580.0,430.0,235Bk
147,89,236,Ac,x,51220.992,38.191,7559.241999999999,0.162,4965.795,40.667,236054988.0,41.0,236Ac
146,90,236,Th,x,46255.198,13.972000000000001,7576.968000000001,0.059000000000000004,921.248,19.76,236049657.0,15.0,236Th
145,91,236,Pa,x,45333.95,13.972000000000001,7577.557,0.059000000000000004,2889.306,14.017000000000001,236048668.0,15.0,236Pa
144,92,236,U,,42444.644,1.113,7586.484,0.005,-933.534,50.415,236045566.201,1.194,236U
143,93,236,Np,IT,43378.178,50.42100000000001,7579.214,0.214,476.585,50.388999999999996,236046568.392,54.129,236Np
142,94,236,Pu,,42901.593,1.811,7577.918000000001,0.008,-3139.0,112.0,236046056.756,1.944,236Pu
141,95,236,Am,-a,46041.0,112.0,7561.0,0.0,-1814.0,113.0,236049427.0,120.0,236Am
140,96,236,Cm,-a,47855.045,18.315,7550.299,0.078,-5687.0,401.0,236051374.506,19.662,236Cm
139,97,236,Bk,x,53542.0,401.0,7523.0,2.0,,,236057480.0,430.0,236Bk
148,89,237,Ac,x,54020.0,400.0,7550.0,2.0,4065.0,400.0,237057993.0,429.0,237Ac
147,90,237,Th,x,49955.092000000004,15.835,7563.443,0.067,2427.473,20.514,237053629.0,17.0,237Th
146,91,237,Pa,x,47527.619000000006,13.040999999999999,7570.384,0.055,2137.425,13.095999999999998,237051023.0,14.0,237Pa
145,92,237,U,,45390.194,1.203,7576.102,0.005,518.534,0.52,237048728.38,1.291,237U
144,93,237,Np,,44871.65900000001,1.12,7574.9890000000005,0.005,-220.063,1.294,237048171.71,1.202,237Np
143,94,237,Pu,,45091.722,1.6969999999999998,7570.759,0.006999999999999999,-1478.0,59.0,237048407.957,1.8219999999999998,237Pu
142,95,237,Am,-a,46570.0,59.0,7561.0,0.0,-2677.0,93.0,237049995.0,64.0,237Am
141,96,237,Cm,-a,49247.085,70.96,7546.624,0.299,-3941.0,235.0,237052868.923,76.178,237Cm
140,97,237,Bk,-a,53188.0,224.0,7527.0,1.0,-4751.0,241.0,237057100.0,241.0,237Bk
139,98,237,Cf,-a,57938.920999999995,87.287,7503.347,0.368,,,237062199.993,93.706,237Cf
148,90,238,Th,+a,52525.0,283.0,7555.0,1.0,1631.0,284.0,238056388.0,304.0,238Th
147,91,238,Pa,x,50894.038,15.835,7558.344,0.067,3586.255,15.905999999999999,238054637.0,17.0,238Pa
146,92,238,U,,47307.782999999996,1.493,7570.125,0.006,-146.874,1.2009999999999998,238050786.996,1.6019999999999999,238U
145,93,238,Np,-n,47454.655999999995,1.138,7566.221,0.005,1291.443,0.457,238050944.671,1.2209999999999999,238Np
144,94,238,Pu,,46163.212999999996,1.139,7568.36,0.005,-2258.273,50.688,238049558.25,1.222,238Pu
143,95,238,Am,-a,48421.487,50.7,7555.584,0.213,-1023.701,52.145,238051982.607,54.428000000000004,238Am
142,96,238,Cm,-a,49445.187999999995,12.234000000000002,7547.996,0.051,-4771.0,255.0,238053081.595,13.133,238Cm
141,97,238,Bk,-a,54216.0,255.0,7525.0,1.0,-3061.0,392.0,238058203.0,274.0,238Bk
140,98,238,Cf,x,57278.0,298.0,7509.0,1.0,,,238061490.0,320.0,238Cf
149,90,239,Th,x,56450.0,400.0,7541.0,2.0,3113.0,445.0,239060602.0,429.0,239Th
148,91,239,Pa,x,53337.0,196.0,7550.0,1.0,2765.0,196.0,239057260.0,210.0,239Pa
147,92,239,U,-n,50572.718,1.5030000000000001,7558.561,0.006,1261.661,1.493,239054292.048,1.6130000000000002,239U
146,93,239,Np,,49311.057,1.311,7560.566999999999,0.005,722.774,0.93,239052937.599,1.4069999999999998,239Np
145,94,239,Pu,,48588.282,1.113,7560.318,0.005,-802.142,1.6640000000000001,239052161.669,1.195,239Pu
144,95,239,Am,-a,49390.424000000006,1.982,7553.688,0.008,-1756.602,54.058,239053022.803,2.128,239Am
143,96,239,Cm,-a,51147.025,54.047,7543.065,0.226,-3103.0,214.0,239054908.593,58.022,239Cm
142,97,239,Bk,-a,54250.0,207.0,7527.0,1.0,-4019.0,294.0,239058240.0,222.0,239Bk
141,98,239,Cf,-a,58269.0,209.0,7507.0,1.0,-5287.0,364.0,239062554.0,224.0,239Cf
140,99,239,Es,x,63556.0,298.0,7481.0,1.0,,,239068230.0,320.0,239Es
149,91,240,Pa,x,56910.0,200.0,7538.0,1.0,4194.0,200.0,240061095.0,215.0,240Pa
148,92,240,U,,52715.505,2.553,7551.77,0.011000000000000001,399.233,17.083,240056592.425,2.74,240U
147,93,240,Np,,52316.272000000004,17.032,7550.173000000001,0.071,2190.891,17.015,240056163.83,18.284000000000002,240Np
146,94,240,Pu,,50125.38,1.1059999999999999,7556.0419999999995,0.005,-1384.789,13.788,240053811.812,1.187,240Pu
145,95,240,Am,+n,51510.169,13.832,7547.013000000001,0.057999999999999996,-214.137,13.897,240055298.444,14.849,240Am
144,96,240,Cm,,51724.306,1.906,7542.861,0.008,-3940.0,150.0,240055528.329,2.046,240Cm
143,97,240,Bk,-,55664.0,150.0,7523.0,1.0,-2327.0,151.0,240059758.0,161.0,240Bk
142,98,240,Cf,-a,57990.944,18.7,7510.23,0.078,-6208.0,401.0,240062255.842,20.075,240Cf
141,99,240,Es,x,64199.0,401.0,7481.0,2.0,,,240068920.0,430.0,240Es
150,91,241,Pa,x,59640.0,300.0,7528.0,1.0,3443.0,358.0,241064026.0,322.0,241Pa
149,92,241,U,x,56197.0,196.0,7539.0,1.0,1937.0,208.0,241060330.0,210.0,241U
148,93,241,Np,+,54260.175,70.719,7544.27,0.293,1305.0,70.711,241058250.697,75.92,241Np
147,94,241,Pu,,52955.175,1.1059999999999999,7546.439,0.005,20.78,0.166,241056849.722,1.187,241Pu
146,95,241,Am,,52934.395,1.114,7543.278,0.005,-767.434,1.168,241056827.413,1.195,241Am
