N,Z,A,EL,O,Mass_Excess,dMass_Excess,Binding_Energy,dBinding_Energy,B_Decay_Energy,dB_Decay_Energy,Atomic_Mass_Micro,dAtomic_Mass_Micro,Element_w_A
47,33,80,As,x,-72214.493,3.333,8651.28,0.042,5544.964,3.445,79922474.548,3.577,80As
46,34,80,Se,,-77759.457,0.963,8710.813,0.012,-1870.464,0.31,79916521.785,1.034,80Se
45,35,80,Br,-,-75888.993,1.012,8677.653,0.013000000000000001,2004.353,1.1540000000000001,79918529.81,1.0859999999999999,80Br
44,36,80,Kr,,-77893.34599999999,0.691,8692.928,0.009000000000000001,-5717.879,1.9869999999999999,79916378.048,0.742,80Kr
43,37,80,Rb,x,-72175.467,1.8630000000000002,8611.675,0.023,-1864.009,3.9330000000000003,79922516.444,2.0,80Rb
42,38,80,Sr,x,-70311.459,3.464,8578.596,0.043,-9163.307,7.138999999999999,79924517.54,3.718,80Sr
41,39,80,Y,x,-61148.152,6.242000000000001,8454.275,0.078,-6788.0,300.0,79934354.755,6.7010000000000005,80Y
40,40,80,Zr,x,-54360.0,300.0,8360.0,4.0,-15940.0,500.0,79941642.0,322.0,80Zr
39,41,80,Nb,x,-38420.0,400.0,8151.0,5.0,,,79958754.0,429.0,80Nb
52,29,81,Cu,x,-31420.0,500.0,8179.0,6.0,14779.0,500.0,80966269.0,537.0,81Cu
51,30,81,Zn,x,-46199.663,5.03,8351.925,0.062,11428.292,5.996,80950402.619,5.4,81Zn
50,31,81,Ga,x,-57627.954000000005,3.264,8483.357,0.04,8663.733,3.8510000000000004,80938133.842,3.503,81Ga
49,32,81,Ge,x,-66291.687,2.055,8580.658000000001,0.025,6241.617,3.344,80928832.942,2.205,81Ge
48,33,81,As,,-72533.304,2.6439999999999997,8648.056,0.033,3855.684,2.812,80922132.29,2.838,81As
47,34,81,Se,,-76388.988,0.992,8685.999,0.012,1588.046,1.389,80917993.044,1.065,81Se
46,35,81,Br,,-77977.034,0.978,8695.946,0.012,-280.853,0.47100000000000003,80916288.206,1.0490000000000002,81Br
45,36,81,Kr,,-77696.181,1.074,8682.82,0.013000000000000001,-2239.511,5.019,80916589.714,1.1520000000000001,81Kr
44,37,81,Rb,,-75456.67,4.904,8645.513,0.061,-3928.545,5.817,80918993.927,5.263999999999999,81Rb
43,38,81,Sr,x,-71528.125,3.128,8587.354,0.039,-5815.214,6.245,80923211.394,3.358,81Sr
42,39,81,Y,x,-65712.912,5.405,8505.902,0.067,-8252.773,94.236,80929454.283,5.8020000000000005,81Y
41,40,81,Zr,x,-57460.139,94.081,8394.358,1.161,-11100.0,411.0,80938314.0,101.0,81Zr
40,41,81,Nb,x,-46360.0,400.0,8248.0,5.0,-14610.0,640.0,80950230.0,429.0,81Nb
39,42,81,Mo,x,-31750.0,500.0,8058.0,6.0,,,80965915.0,537.0,81Mo
53,29,82,Cu,x,-25320.0,600.0,8103.0,7.0,16994.0,600.0,81972818.0,644.0,82Cu
52,30,82,Zn,x,-42313.954000000005,3.074,8301.117,0.037000000000000005,10616.764,3.9160000000000004,81954574.099,3.3,82Zn
51,31,82,Ga,x,-52930.719000000005,2.426,8421.049,0.03,12484.348,3.2960000000000003,81943176.533,2.6039999999999996,82Ga
50,32,82,Ge,x,-65415.067,2.241,8563.756,0.027000000000000003,4690.352,4.345,81929774.033,2.405,82Ge
49,33,82,As,x,-70105.41900000001,3.7289999999999996,8611.414,0.045,7488.463,3.758,81924738.733,4.003,82As
48,34,82,Se,,-77593.882,0.467,8693.196,0.006,-95.221,1.077,81916699.537,0.5,82Se
47,35,82,Br,,-77498.661,0.971,8682.494,0.012,3093.124,0.971,81916801.76,1.042,82Br
46,36,82,Kr,,-80591.78515,0.00549,8710.675,0.0,-4403.982,3.009,81913481.1552,0.00589,82Kr
45,37,82,Rb,IT,-76187.803,3.009,8647.427,0.037000000000000005,-177.751,6.705,81918209.024,3.23,82Rb
44,38,82,Sr,,-76010.053,5.992000000000001,8635.718,0.073,-7945.961,8.132,81918399.847,6.432,82Sr
43,39,82,Y,x,-68064.091,5.499,8529.275,0.067,-4432.804,12.457,81926930.188,5.902,82Y
42,40,82,Zr,x,-63631.287000000004,11.177999999999999,8465.676,0.136,-11541.0,300.0,81931689.0,12.0,82Zr
41,41,82,Nb,x,-52090.0,300.0,8315.0,4.0,-11720.0,500.0,81944079.0,322.0,82Nb
40,42,82,Mo,x,-40370.0,400.0,8163.0,5.0,,,81956661.0,429.0,82Mo
53,30,83,Zn,x,-36290.0,300.0,8226.0,4.0,12967.0,300.0,82961041.0,322.0,83Zn
52,31,83,Ga,x,-49257.122,2.613,8372.575,0.031,11719.312,3.5589999999999997,82947120.301,2.804,83Ga
51,32,83,Ge,x,-60976.435,2.427,8504.345,0.028999999999999998,8692.888,3.698,82934539.101,2.605,83Ge
50,33,83,As,x,-69669.323,2.799,8599.653,0.034,5671.207,4.129,82925206.901,3.0039999999999996,83As
49,34,83,Se,-n,-75340.53,3.036,8658.555,0.037000000000000005,3673.179,4.8389999999999995,82919118.609,3.259,83Se
48,35,83,Br,,-79013.709,3.795,8693.384,0.046,976.924,3.795,82915175.289,4.073,83Br
47,36,83,Kr,,-79990.633,0.009000000000000001,8695.729,0.0,-920.004,2.329,82914126.518,0.009000000000000001,83Kr
46,37,83,Rb,,-79070.63,2.329,8675.218,0.027999999999999997,-2273.024,6.4239999999999995,82915114.182,2.5,83Rb
45,38,83,Sr,,-76797.606,6.834,8638.407,0.08199999999999999,-4591.941,19.844,82917554.374,7.336,83Sr
44,39,83,Y,x,-72205.665,18.631,8573.655999999999,0.22399999999999998,-6294.012,19.707,82922484.025,20.0,83Y
43,40,83,Zr,x,-65911.65400000001,6.43,8488.399,0.077,-8355.571,151.039,82929240.925,6.902,83Zr
42,41,83,Nb,x,-57556.083,150.90200000000002,8378.304,1.818,-11216.0,428.0,82938211.0,162.0,83Nb
41,42,83,Mo,x,-46340.0,401.0,8234.0,5.0,-15020.0,641.0,82950252.0,430.0,83Mo
40,43,83,Tc,x,-31320.0,500.0,8043.0,6.0,,,82966377.0,537.0,83Tc
54,30,84,Zn,x,-31930.0,400.0,8172.0,5.0,12158.0,447.0,83965722.0,429.0,84Zn
53,31,84,Ga,x,-44088.0,200.0,8307.0,2.0,14061.0,200.0,83952670.0,215.0,84Ga
52,32,84,Ge,x,-58148.428,3.1710000000000003,8465.524,0.038,7705.132,4.479,83937575.091,3.403,84Ge
51,33,84,As,x,-65853.56,3.1710000000000003,8547.938,0.038,10094.161,3.722,83929303.291,3.403,84As
50,34,84,Se,,-75947.72099999999,1.9609999999999999,8658.793,0.023,1835.363,25.765,83918466.762,2.105,84Se
49,35,84,Br,,-77783.084,25.73,8671.329,0.306,4656.251,25.73,83916496.419,27.622,84Br
48,36,84,Kr,,-82439.3351,0.00379,8717.446,0.0,-2680.371,2.194,83911497.72863,0.004070000000000001,84Kr
47,37,84,Rb,,-79758.964,2.194,8676.224,0.026000000000000002,890.606,2.336,83914375.225,2.355,84Rb
46,38,84,Sr,,-80649.57,1.2429999999999999,8677.511999999999,0.015,-6755.139,4.4110000000000005,83913419.12,1.334,84Sr
45,39,84,Y,,-73894.431,4.2989999999999995,8587.78,0.051,-2472.745,6.977,83920671.061,4.615,84Y
44,40,84,Zr,x,-71421.686,5.499,8549.029,0.065,-10202.968,14.152999999999999,83923325.662,5.903,84Zr
43,41,84,Nb,x,-61218.717000000004,13.040999999999999,8418.252,0.155,-7049.0,298.0,83934279.0,14.0,84Nb
42,42,84,Mo,x,-54170.0,298.0,8325.0,4.0,-16470.0,499.0,83941846.0,320.0,84Mo
41,43,84,Tc,x,-37700.0,400.0,8120.0,5.0,,,83959527.0,429.0,84Tc
55,30,85,Zn,x,-25230.0,500.0,8092.0,6.0,14619.0,582.0,84972914.0,537.0,85Zn
54,31,85,Ga,x,-39849.0,298.0,8255.0,4.0,13274.0,298.0,84957220.0,320.0,85Ga
53,32,85,Ge,x,-53123.42,3.7289999999999996,8401.768,0.044000000000000004,10065.724,4.83,84942969.659,4.003,85Ge
52,33,85,As,x,-63189.144,3.0780000000000003,8510.984,0.036000000000000004,9224.492,4.031000000000001,84932163.659,3.304,85As
51,34,85,Se,+3p,-72413.636,2.613,8610.304,0.031,6161.833,4.031000000000001,84922260.759,2.804,85Se
50,35,85,Br,+n2p,-78575.469,3.0780000000000003,8673.591999999999,0.036000000000000004,2904.861,3.6710000000000003,84915645.759,3.304,85Br
49,36,85,Kr,+,-81480.33099999999,2.0,8698.562,0.024,687.0,2.0,84912527.262,2.147,85Kr
48,37,85,Rb,,-82167.3305,0.00498,8697.440999999999,0.0,-1064.051,2.813,84911789.7376,0.00534,85Rb
47,38,85,Sr,,-81103.28,2.813,8675.718,0.033,-3261.157,19.173,84912932.043,3.02,85Sr
46,39,85,Y,x,-77842.12299999999,18.965,8628.148000000001,0.223,-4666.934,20.026,84916433.039,20.36,85Y
45,40,85,Zr,x,-73175.189,6.43,8564.039,0.076,-6895.514,7.625,84921443.198,6.902,85Zr
44,41,85,Nb,x,-66279.67599999999,4.099,8473.711,0.048,-8769.923,16.357,84928845.837,4.4,85Nb
43,42,85,Mo,x,-57509.753,15.835,8361.331,0.18600000000000003,-11660.0,400.0,84938260.737,17.0,85Mo
42,43,85,Tc,x,-45850.0,400.0,8215.0,5.0,-14900.0,640.0,84950778.0,429.0,85Tc
41,44,85,Ru,x,-30950.0,500.0,8030.0,6.0,,,84966774.0,537.0,85Ru
55,31,86,Ga,x,-34080.0,400.0,8186.0,5.0,15320.0,593.0,85963414.0,429.0,86Ga
54,32,86,Ge,x,-49399.922,437.80199999999996,8354.629,5.091,9562.221,437.816,85946967.0,470.0,86Ge
53,33,86,As,x,-58962.142,3.45,8456.721,0.04,11541.024,4.2669999999999995,85936701.533,3.7030000000000003,86As
52,34,86,Se,x,-70503.167,2.52,8581.822,0.028999999999999998,5129.085,3.972,85924311.733,2.705,86Se
51,35,86,Br,+pp,-75632.25200000001,3.0780000000000003,8632.365,0.036000000000000004,7633.414,3.0780000000000003,85918805.433,3.304,86Br
50,36,86,Kr,,-83265.66563999999,0.0036899999999999997,8712.029,0.0,-518.672,0.2,85910610.62627,0.00396,86Kr
49,37,86,Rb,-n,-82746.993,0.2,8696.901,0.002,1776.096,0.2,85911167.443,0.214,86Rb
48,38,86,Sr,,-84523.08935,0.005220000000000001,8708.456,0.0,-5240.0,14.142000000000001,85909260.72631,0.00561,86Sr
47,39,86,Y,-,-79283.089,14.142000000000001,8638.428,0.16399999999999998,-1314.075,14.585,85914886.098,15.182,86Y
46,40,86,Zr,,-77969.01400000001,3.5660000000000003,8614.051,0.040999999999999995,-8834.96,6.5520000000000005,85916296.815,3.827,86Zr
45,41,86,Nb,x,-69134.054,5.499,8502.222,0.064,-5023.81,6.642,85925781.535,5.903,86Nb
44,42,86,Mo,x,-64110.245,3.7260000000000004,8434.709,0.043,-12540.0,300.0,85931174.817,4.0,86Mo
43,43,86,Tc,x,-51570.0,300.0,8280.0,3.0,-11800.0,500.0,85944637.0,322.0,86Tc
42,44,86,Ru,x,-39770.0,400.0,8133.0,5.0,,,85957305.0,429.0,86Ru
56,31,87,Ga,x,-29250.0,500.0,8129.0,6.0,14828.0,583.0,86968599.0,537.0,87Ga
55,32,87,Ge,x,-44078.0,300.0,8290.0,3.0,11540.0,300.0,86952680.0,322.0,87Ge
54,33,87,As,x,-55617.907,2.985,8413.851,0.034,10808.218,3.7260000000000004,86940291.718,3.2039999999999997,87As
53,34,87,Se,x,-66426.125,2.241,8529.091,0.026000000000000002,7465.552,3.877,86928688.618,2.405,87Se
52,35,87,Br,2p-n,-73891.67599999999,3.1710000000000003,8605.91,0.036000000000000004,6817.845,3.181,86920674.018,3.404,87Br
51,36,87,Kr,-n,-80709.522,0.24600000000000002,8675.283000000001,0.003,3888.269,0.24600000000000002,86913354.759,0.264,87Kr
50,37,87,Rb,,-84597.791,0.006,8710.983,0.0,282.275,0.006,86909180.531,0.006,87Rb
49,38,87,Sr,,-84880.06595,0.0051,8705.235999999999,0.0,-1861.69,1.128,86908877.49615,0.00548,87Sr
48,39,87,Y,-,-83018.37599999999,1.128,8674.844000000001,0.013000000000000001,-3671.239,4.296,86910876.102,1.21,87Y
47,40,87,Zr,,-79347.137,4.146,8623.654,0.048,-5472.651,7.962999999999999,86914817.339,4.45,87Zr
46,41,87,Nb,x,-73874.48599999999,6.8020000000000005,8551.757,0.078,-6989.678,7.377999999999999,86920692.472,7.3020000000000005,87Nb
45,42,87,Mo,,-66884.808,2.8569999999999998,8462.424,0.033,-9194.764,5.073,86928196.201,3.0669999999999997,87Mo
44,43,87,Tc,x,-57690.044,4.192,8347.744,0.048,-12170.0,400.0,86938067.187,4.5,87Tc
43,44,87,Ru,x,-45520.0,400.0,8199.0,5.0,,,86951132.0,429.0,87Ru
56,32,88,Ge,x,-40138.0,400.0,8243.0,5.0,10582.0,445.0,87956910.0,429.0,88Ge
55,33,88,As,x,-50720.0,196.0,8354.0,2.0,13164.0,196.0,87945550.0,210.0,88As
54,34,88,Se,x,-63884.195,3.3569999999999998,8495.004,0.038,6831.763,4.613,87931417.491,3.6039999999999996,88Se
53,35,88,Br,++,-70715.959,3.1710000000000003,8563.747,0.036000000000000004,8975.327,4.106,87924083.291,3.404,88Br
52,36,88,Kr,x,-79691.286,2.608,8656.849,0.03,2917.709,2.613,87914447.881,2.8,88Kr
51,37,88,Rb,,-82608.995,0.159,8681.115,0.002,5312.623,0.159,87911315.591,0.171,88Rb
50,38,88,Sr,,-87921.61793,0.00558,8732.595,0.0,-3622.6,1.5,87905612.25561,0.00599,88Sr
49,39,88,Y,-,-84299.01800000001,1.5,8682.539,0.017,-670.147,5.608,87909501.276,1.61,88Y
48,40,88,Zr,,-83628.871,5.403,8666.033000000001,0.061,-7455.284,58.886,87910220.709,5.8,88Zr
47,41,88,Nb,,-76173.586,58.81,8572.424,0.6679999999999999,-3487.042,58.933,87918224.287,63.13399999999999,88Nb
46,42,88,Mo,x,-72686.54400000001,3.819,8523.908000000001,0.043,-11005.229,149.088,87921967.781,4.1,88Mo
45,43,88,Tc,x,-61681.315,149.039,8389.958,1.694,-7342.0,335.0,87933782.381,160.0,88Tc
44,44,88,Ru,x,-54340.0,300.0,8298.0,3.0,-17479.0,500.0,87941664.0,322.0,88Ru
43,45,88,Rh,x,-36860.0,400.0,8090.0,5.0,,,87960429.0,429.0,88Rh
57,32,89,Ge,x,-33729.0,400.0,8169.0,4.0,13069.0,499.0,88963790.0,429.0,89Ge
56,33,89,As,x,-46798.0,298.0,8307.0,3.0,12194.0,298.0,88949760.0,320.0,89As
55,34,89,Se,x,-58992.390999999996,3.7289999999999996,8435.279,0.042,9281.872,4.9510000000000005,88936669.059,4.003,89Se
54,35,89,Br,x,-68274.26299999999,3.264,8530.779,0.037000000000000005,8261.522,3.904,88926704.559,3.5039999999999996,89Br
53,36,89,Kr,x,-76535.785,2.142,8614.815,0.024,5176.604,5.834,88917835.45,2.3,89Kr
52,37,89,Rb,,-81712.38799999999,5.4270000000000005,8664.189,0.061,4496.628,5.4270000000000005,88912278.137,5.825,89Rb
51,38,89,Sr,,-86209.01699999999,0.092,8705.921999999999,0.001,1499.336,1.615,88907450.808,0.098,89Sr
50,39,89,Y,,-87708.352,1.6119999999999999,8713.978000000001,0.018000000000000002,-2832.792,2.7760000000000002,88905841.205,1.73,89Y
49,40,89,Zr,,-84875.561,3.083,8673.359,0.035,-4250.351,23.743000000000002,88908882.332,3.31,89Zr
48,41,89,Nb,,-80625.209,23.631,8616.812,0.266,-5610.275,23.953000000000003,88913445.272,25.369,89Nb
47,42,89,Mo,x,-75014.935,3.912,8544.984,0.044000000000000004,-7620.087,5.4670000000000005,88919468.15,4.2,89Mo
46,43,89,Tc,x,-67394.848,3.819,8450.575,0.043,-9135.0,298.0,88927648.65,4.1,89Tc
45,44,89,Ru,x,-58260.0,298.0,8339.0,3.0,-12400.0,468.0,88937455.0,320.0,89Ru
44,45,89,Rh,-p,-45861.0,361.0,8191.0,4.0,,,88950767.0,387.0,89Rh
58,32,90,Ge,x,-29221.0,500.0,8118.0,6.0,12109.0,640.0,89968630.0,537.0,90Ge
57,33,90,As,x,-41330.0,400.0,8244.0,4.0,14470.0,518.0,89955630.0,429.0,90As
56,34,90,Se,x,-55800.217000000004,329.749,8395.766,3.6639999999999997,8200.081,329.76599999999996,89940096.0,354.0,90Se
55,35,90,Br,x,-64000.297999999995,3.3569999999999998,8478.186,0.037000000000000005,10958.952,3.84,89931292.85,3.6039999999999996,90Br
54,36,90,Kr,x,-74959.25,1.8630000000000002,8591.259,0.021,4405.154,6.746,89919527.93,2.0,90Kr
53,37,90,Rb,,-79364.40400000001,6.484,8631.511999999999,0.07200000000000001,6583.723,6.544,89914798.803,6.96,90Rb
52,38,90,Sr,,-85948.127,2.124,8695.972,0.024,545.934,1.406,89907730.885,2.28,90Sr
51,39,90,Y,,-86494.06199999999,1.611,8693.345,0.018000000000000002,2278.474,1.609,89907144.8,1.729,90Y
50,40,90,Zr,,-88772.535,0.11800000000000001,8709.969000000001,0.001,-6111.016,3.3160000000000003,89904698.758,0.126,90Zr
49,41,90,Nb,,-82661.519,3.3169999999999997,8633.376,0.037000000000000005,-2489.016,3.3160000000000003,89911259.204,3.5610000000000004,90Nb
48,42,90,Mo,,-80172.503,3.463,8597.028,0.038,-9447.816,3.611,89913931.272,3.717,90Mo
47,43,90,Tc,x,-70724.687,1.025,8483.359,0.011000000000000001,-5840.895,3.8689999999999998,89924073.921,1.1,90Tc
46,44,90,Ru,,-64883.792,3.73,8409.768,0.040999999999999995,-13184.0,300.0,89930344.379,4.004,90Ru
45,45,90,Rh,x,-51700.0,300.0,8255.0,3.0,-11990.0,500.0,89944498.0,322.0,90Rh
44,46,90,Pd,x,-39710.0,400.0,8113.0,4.0,,,89957370.0,429.0,90Pd
58,33,91,As,x,-36896.0,400.0,8193.0,4.0,13684.0,589.0,90960390.0,429.0,91As
57,34,91,Se,x,-50580.124,433.145,8334.837,4.76,10527.169,433.159,90945700.0,465.0,91Se
56,35,91,Br,-n2p,-61107.294,3.5439999999999996,8441.923,0.039,9866.671,4.19,90934398.618,3.804,91Br
55,36,91,Kr,x,-70973.965,2.2359999999999998,8541.751,0.025,6771.072,8.115,90923806.31,2.4,91Kr
54,37,91,Rb,,-77745.037,7.801,8607.561,0.086,5906.89,8.873,90916537.265,8.375,91Rb
53,38,91,Sr,,-83651.927,5.452999999999999,8663.875,0.06,2699.369,5.247000000000001,90910195.958,5.853,91Sr
52,39,91,Y,,-86351.295,1.8430000000000002,8684.940999999999,0.02,1544.271,1.84,90907298.066,1.9780000000000002,91Y
51,40,91,Zr,,-87895.56599999999,0.105,8693.314,0.001,-1257.565,2.924,90905640.223,0.11199999999999999,91Zr
50,41,91,Nb,,-86638.00099999999,2.926,8670.896999999999,0.032,-4429.18,6.744,90906990.274,3.141,91Nb
49,42,91,Mo,,-82208.821,6.2379999999999995,8613.628,0.069,-6222.175,6.671,90911745.195,6.696000000000001,91Mo
48,43,91,Tc,,-75986.646,2.363,8536.655,0.026000000000000002,-7746.824,3.242,90918424.975,2.536,91Tc
47,44,91,Ru,,-68239.823,2.221,8442.928,0.024,-9670.0,298.0,90926741.532,2.384,91Ru
46,45,91,Rh,x,-58570.0,298.0,8328.0,3.0,-12639.0,499.0,90937123.0,320.0,91Rh
45,46,91,Pd,x,-45930.0,401.0,8181.0,4.0,,,90950692.0,430.0,91Pd
59,33,92,As,x,-30981.0,500.0,8127.0,5.0,15742.0,640.0,91966740.0,537.0,92As
58,34,92,Se,x,-46724.0,400.0,8290.0,4.0,9509.0,400.0,91949840.0,429.0,92Se
57,35,92,Br,x,-56232.805,6.709,8384.911,0.073,12536.514,7.232,91939631.597,7.202000000000001,92Br
56,36,92,Kr,x,-68769.32,2.701,8512.674,0.028999999999999998,6003.118,6.692,91926173.094,2.9,92Kr
55,37,92,Rb,,-74772.438,6.122999999999999,8569.421999999999,0.067,8094.923,6.419,91919728.481,6.5729999999999995,92Rb
54,38,92,Sr,,-82867.36099999999,3.423,8648.905999999999,0.037000000000000005,1949.132,9.384,91911038.224,3.675,92Sr
53,39,92,Y,,-84816.492,9.127,8661.589,0.099,3642.535,9.127,91908945.745,9.798,92Y
52,40,92,Zr,,-88459.028,0.102,8692.678,0.001,-2005.736,1.7819999999999998,91905035.322,0.109,92Zr
51,41,92,Nb,,-86453.29199999999,1.785,8662.372,0.019,355.284,1.791,91907188.568,1.915,92Nb
50,42,92,Mo,,-86808.576,0.157,8657.73,0.002,-7882.884,3.1060000000000003,91906807.155,0.168,92Mo
49,43,92,Tc,,-78925.693,3.102,8563.543,0.034,-4624.492,4.125,91915269.779,3.33,92Tc
48,44,92,Ru,,-74301.201,2.718,8504.773000000001,0.03,-11302.114,5.153,91920234.375,2.917,92Ru
47,45,92,Rh,x,-62999.087,4.378,8373.42,0.048,-8419.0,300.0,91932367.694,4.7,92Rh
46,46,92,Pd,x,-54580.0,300.0,8273.0,3.0,-17450.0,583.0,91941406.0,322.0,92Pd
45,47,92,Ag,x,-37130.0,500.0,8075.0,5.0,,,91960139.0,537.0,92Ag
59,34,93,Se,x,-40716.0,400.0,8223.0,4.0,12175.0,588.0,92956290.0,429.0,93Se
58,35,93,Br,x,-52890.23,430.816,8345.598,4.632,11245.765,430.82300000000004,92943220.0,462.5,93Br
57,36,93,Kr,x,-64135.994000000006,2.515,8458.108,0.027000000000000003,8483.907,8.224,92931147.174,2.7,93Kr
56,37,93,Rb,,-72619.901,7.83,8540.92,0.084,7465.938,8.876,92922039.325,8.406,93Rb
55,38,93,Sr,,-80085.838,7.553999999999999,8612.787,0.081,4141.319,11.697000000000001,92914024.311,8.109,93Sr
54,39,93,Y,,-84227.15699999999,10.488,8648.905,0.113,2894.875,10.482999999999999,92909578.422,11.259,93Y
53,40,93,Zr,,-87122.03199999999,0.457,8671.62,0.005,90.806,1.484,92906470.646,0.49,93Zr
52,41,93,Nb,,-87212.838,1.4909999999999999,8664.184000000001,0.016,-405.769,1.501,92906373.161,1.6,93Nb
51,42,93,Mo,-n,-86807.069,0.18100000000000002,8651.409,0.002,-3200.963,1.004,92906808.773,0.193,93Mo
50,43,93,Tc,-p,-83606.106,1.012,8608.577,0.011000000000000001,-6389.393,2.299,92910245.149,1.0859999999999999,93Tc
49,44,93,Ru,,-77216.713,2.065,8531.462,0.022000000000000002,-8204.913,3.343,92917104.444,2.2159999999999997,93Ru
48,45,93,Rh,,-69011.8,2.6289999999999996,8434.825,0.027999999999999997,-10011.0,301.0,92925912.781,2.821,93Rh
47,46,93,Pd,+p,-59001.0,300.0,8319.0,3.0,-12734.0,501.0,92936660.0,323.0,93Pd
46,47,93,Ag,x,-46267.0,401.0,8173.0,4.0,,,92950330.0,430.0,93Ag
60,34,94,Se,x,-36803.0,500.0,8180.0,5.0,10597.0,583.0,93960490.0,537.0,94Se
59,35,94,Br,x,-47400.0,300.0,8284.0,3.0,13948.0,300.0,93949114.0,322.0,94Br
58,36,94,Kr,x,-61347.772000000004,12.109000000000002,8424.331,0.129,7215.013,12.277999999999999,93934140.454,13.0,94Kr
57,37,94,Rb,,-68562.785,2.029,8492.764000000001,0.022000000000000002,10282.926,2.623,93926394.818,2.177,94Rb
56,38,94,Sr,,-78845.711,1.663,8593.834,0.018000000000000002,3505.752,6.422000000000001,93915355.643,1.785,94Sr
55,39,94,Y,,-82351.463,6.38,8622.806,0.068,4917.859,6.38,93911592.063,6.849,94Y
54,40,94,Zr,,-87269.32199999999,0.16399999999999998,8666.801,0.002,-900.26,1.5,93906312.524,0.175,94Zr
53,41,94,Nb,,-86369.06199999999,1.4909999999999999,8648.901,0.016,2045.002,1.494,93907278.992,1.601,94Nb
52,42,94,Mo,,-88414.065,0.141,8662.333,0.002,-4255.748,4.069,93905083.592,0.151,94Mo
51,43,94,Tc,-,-84158.317,4.071000000000001,8608.735999999999,0.043,-1574.726,5.143,93909652.325,4.37,94Tc
50,44,94,Ru,,-82583.591,3.1430000000000002,8583.661,0.033,-9675.978,4.615,93911342.863,3.3739999999999997,94Ru
49,45,94,Rh,,-72907.613,3.3789999999999996,8472.402,0.036000000000000004,-6805.345,5.459,93921730.453,3.627,94Rh
48,46,94,Pd,x,-66102.268,4.287,8391.681999999999,0.046,-13693.0,400.0,93929036.292,4.602,94Pd
47,47,94,Ag,x,-52410.0,400.0,8238.0,4.0,-12270.0,640.0,93943736.0,429.0,94Ag
46,48,94,Cd,x,-40140.0,500.0,8099.0,5.0,,,93956908.0,537.0,94Cd
61,34,95,Se,x,-30460.0,500.0,8112.0,5.0,13311.0,582.0,94967300.0,537.0,95Se
60,35,95,Br,x,-43771.0,298.0,8244.0,3.0,12388.0,299.0,94953010.0,320.0,95Br
59,36,95,Kr,x,-56158.913,18.63,8365.995,0.196,9732.58,27.513,94939710.923,20.0,95Kr
58,37,95,Rb,,-65891.493,20.245,8460.208,0.213,9228.058,20.204,94929262.568,21.734,95Rb
57,38,95,Sr,,-75119.55099999999,5.812,8549.110999999999,0.061,6089.296,7.24,94919355.84,6.239,95Sr
56,39,95,Y,,-81208.848,6.779,8604.973,0.071,4451.092,6.772,94912818.711,7.277,95Y
55,40,95,Zr,,-85659.94,0.8690000000000001,8643.591999999999,0.009000000000000001,1126.318,0.985,94908040.267,0.9329999999999999,95Zr
54,41,95,Nb,,-86786.258,0.508,8647.212,0.005,925.601,0.494,94906831.115,0.545,95Nb
53,42,95,Mo,,-87711.85800000001,0.12300000000000001,8648.72,0.001,-1690.518,5.078,94905837.442,0.132,95Mo
52,43,95,Tc,,-86021.341,5.08,8622.69,0.053,-2563.596,10.530999999999999,94907652.287,5.452999999999999,95Tc
51,44,95,Ru,,-83457.745,9.502,8587.47,0.1,-5117.138,10.265999999999998,94910404.42,10.2,95Ru
50,45,95,Rh,,-78340.606,3.886,8525.37,0.040999999999999995,-8374.706,4.928,94915897.895,4.171,95Rh
49,46,95,Pd,x,-69965.9,3.031,8428.98,0.032,-10369.0,298.0,94924888.512,3.253,95Pd
48,47,95,Ag,x,-59597.0,298.0,8312.0,3.0,-12966.0,499.0,94936020.0,320.0,95Ag
47,48,95,Cd,x,-46631.0,401.0,8167.0,4.0,,,94949940.0,430.0,95Cd
61,35,96,Br,x,-38163.0,298.0,8184.0,3.0,14916.0,299.0,95959030.0,320.0,96Br
60,36,96,Kr,x,-53079.678,20.493000000000002,8330.851,0.213,8274.671,20.765,95943016.618,22.0,96Kr
59,37,96,Rb,,-61354.349,3.353,8408.896,0.035,11569.808,9.115,95934133.393,3.5989999999999998,96Rb
58,38,96,Sr,,-72924.157,8.475,8521.265,0.08800000000000001,5411.738,9.726,95921712.692,9.097999999999999,96Sr
57,39,96,Y,,-78335.895,6.087999999999999,8569.488000000001,0.063,7102.951,6.087000000000001,95915902.953,6.535,96Y
56,40,96,Zr,,-85438.84599999999,0.114,8635.327,0.001,163.971,0.1,95908277.621,0.122,96Zr
55,41,96,Nb,,-85602.81599999999,0.147,8628.886,0.002,3192.059,0.107,95908101.591,0.157,96Nb
54,42,96,Mo,,-88794.87599999999,0.12,8653.987,0.001,-2973.242,5.145,95904674.774,0.128,96Mo
53,43,96,Tc,-,-85821.634,5.146,8614.866,0.054000000000000006,258.738,5.146,95907866.681,5.524,96Tc
52,44,96,Ru,,-86080.37199999999,0.17,8609.412,0.002,-6392.654,10.0,95907588.914,0.182,96Ru
51,45,96,Rh,-,-79687.718,10.001,8534.673,0.10400000000000001,-3504.312,10.844000000000001,95914451.71,10.737,96Rh
50,46,96,Pd,x,-76183.406,4.194,8490.02,0.044000000000000004,-11671.771,90.181,95918213.744,4.502,96Pd
