epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.19109606858114847,0.2569801,0.19109537,0.13885590994615185,0.22979382,0.13885586
1,0.13817365818410224,0.2311147,0.13817385,0.12972614683320804,0.22226207,0.12972614
2,0.13092752184738674,0.2235931,0.13092752,0.13822771961927457,0.2325628,0.13822769
3,0.12638093584280638,0.21877246,0.12638061,0.1280326516864234,0.22104587,0.12803268
4,0.1245706329908358,0.216982,0.12457051,0.1256251718686239,0.21925737,0.12562524
5,0.1341757985828639,0.22125986,0.13417561,0.16160267077588036,0.24698246,0.1616028
6,0.12303832781922101,0.2153273,0.12303846,0.12040093588732531,0.21170041,0.12040087
7,0.1207702058288054,0.21323812,0.120770186,0.11429347094757594,0.20719245,0.11429335
8,0.11937704651838024,0.21110487,0.11937713,0.11769354760748316,0.20980456,0.11769356
9,0.12321176278512704,0.21217462,0.12321164,0.11607555736784668,0.20964037,0.11607557
10,0.12554230698158006,0.20798549,0.12554239,0.17251891588633395,0.2544777,0.17251883
11,0.12534335411001263,0.21082126,0.1253431,0.11701313379119002,0.20924924,0.11701313
12,0.12390461017338802,0.21287946,0.12390455,0.11778515305548377,0.2115405,0.1177852
13,0.26541796886849567,0.20958818,0.26541793,0.11369074879162641,0.20538233,0.113690734
14,0.2246262712840582,0.21144673,0.2246263,0.11627501530474059,0.20706747,0.11627505
15,0.11538056218261641,0.20557395,0.11538084,0.11091762616479882,0.2014176,0.110917635
16,0.11691051239817525,0.20602533,0.11691032,0.11293832454807037,0.20711012,0.11293831
17,0.5617056387283073,0.20255801,0.5617067,0.10819527601379501,0.19779225,0.10819525
18,0.10880296791280777,0.1994344,0.10880286,0.1084052604031248,0.19785501,0.10840523
19,0.10913972302252006,0.2004198,0.10913946,0.11058158208727088,0.20167765,0.11058159
20,0.11008255436563594,0.20139033,0.11008269,0.10950000651566695,0.20118484,0.10950008
21,0.10886573528460411,0.20042703,0.108865656,0.10814100593353404,0.201953,0.10814098
22,0.1578078148059548,0.2024031,0.15780742,0.11087361870175189,0.20209272,0.11087361
23,0.10898296458724875,0.198405,0.1089831,0.10766866715295402,0.19849299,0.107668675
24,0.10945005626142998,0.20093581,0.10945005,0.11702997774524972,0.20861535,0.1170299
25,0.11734176970993856,0.20330155,0.117341734,0.10660381146946524,0.19560811,0.106603794
26,0.11254031322265659,0.20569944,0.112540275,0.11198769715677105,0.20476393,0.11198782
27,0.11275560046080535,0.20780987,0.112755574,0.11130725011267799,0.2071154,0.11130729
28,0.10637589789365914,0.19770648,0.106375985,0.1046760946582557,0.19457616,0.1046761
29,0.1064891664907147,0.19786523,0.10648905,0.10449622704837173,0.19583303,0.10449613
30,0.10419074216334355,0.19475526,0.10419096,0.10261212744861761,0.19261593,0.10261214
31,0.10548547484721416,0.19539863,0.10548548,0.10377478833656026,0.19287936,0.103774786
32,0.10726678866566997,0.1992002,0.10726685,0.10480770110182988,0.1960846,0.104807734
33,0.10727570429302635,0.1968684,0.107275896,0.1045591765217309,0.19402662,0.104559116
34,0.10457753169452438,0.194646,0.1045776,0.10696467454296191,0.19862291,0.106964745
35,0.10703818079821396,0.19953756,0.107038215,0.10541729110610765,0.19757764,0.10541738
36,0.10505914564803334,0.19633888,0.10505918,0.1029295472314354,0.19382532,0.10292957
37,0.10736787940562388,0.20150404,0.10736793,0.10517173145466498,0.19735183,0.10517171
38,0.1054392062997562,0.19647583,0.10543908,0.10874644635215044,0.2041916,0.10874645
39,0.10299320190329862,0.19348982,0.10299323,0.10274805634672542,0.19387405,0.10274803
40,0.10187994520431949,0.1913507,0.10188006,0.10154384381429421,0.1906913,0.10154387
41,0.10121580463697802,0.19026196,0.10121575,0.10095911626703759,0.19002655,0.10095917
42,0.10051629347548716,0.18886742,0.10051629,0.09975789510955191,0.18772584,0.09975789
43,0.09991031857951324,0.18824606,0.09991039,0.09856872211247211,0.18689375,0.098568685
44,0.09931478965455445,0.18715139,0.09931488,0.10082929378768596,0.18966773,0.10082924
45,0.09873262792113353,0.1866327,0.098732494,0.09766617846911317,0.18431634,0.09766615
46,0.09843206539738701,0.18599956,0.09843216,0.09720887888423031,0.18406826,0.09720891
47,0.09838751260981787,0.18573341,0.0983875,0.09772340555558419,0.18462318,0.09772342
48,0.09763638574677155,0.18498807,0.097636476,0.09777254519952186,0.1854523,0.09777249
49,0.09860046001490815,0.18720123,0.098600216,0.10660130649185412,0.19334956,0.106601246
50,0.09850895514657382,0.18723993,0.098509096,0.09788978765732272,0.18659428,0.097889744
51,0.09764631961954263,0.18612938,0.097646356,0.09732280046196475,0.18578988,0.09732275
52,0.09850397968604355,0.18821432,0.09850394,0.097262987042457,0.1857942,0.09726294
53,0.0974497078897312,0.18614346,0.09744968,0.09695513354248347,0.18545623,0.096955195
54,0.09684120504046433,0.1852715,0.09684129,0.09526249792614012,0.18302704,0.0952625
55,0.09688637125320008,0.18567446,0.09688629,0.09639966855539091,0.18437849,0.09639968
56,0.0959099431968109,0.1839294,0.09591027,0.0954745000014277,0.18307544,0.09547445
57,0.09620398532590861,0.18432255,0.096204065,0.09568959210986568,0.18373185,0.09568957
58,0.0957047175247585,0.18363383,0.095704526,0.09537327846382769,0.18239798,0.09537333
59,0.09539974184181393,0.18325971,0.09539961,0.09440129339052171,0.18121684,0.09440123
60,0.09525037266514833,0.18284173,0.09525036,0.09516262905509154,0.18235089,0.095162615
61,0.09512618397910076,0.18247001,0.095126316,0.09473208401189907,0.18190634,0.0947321
62,0.09456833847818936,0.18177845,0.09456844,0.09338601229180071,0.18001482,0.09338603
63,0.09679785034348314,0.18489802,0.09679789,0.09677089035712227,0.18582886,0.09677085
64,0.09650610973860733,0.18546891,0.096506044,0.0982256406955895,0.18832612,0.09822565
65,0.09721237106163196,0.18606736,0.09721244,0.0966863991986354,0.18447904,0.0966864
66,0.09857498251364566,0.1868013,0.09857488,0.0975119747284237,0.18588564,0.0975119
