124 |  4.804000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
125 |  4.833000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
126 |  4.886000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
127 |  4.921000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
128 |  4.975000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
129 |  5.059000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
130 |  5.734200 | 13.0| -1|           |  2|  |    |           |    (13-)  |0|                                                                                                                                                                                                                              0.000000  1    
    |           |     |   |           |   |  | 122|      0.984|  9.338E-01| | 9.346E-01  8.300E-04
    |           |     |   |           |   |  | 107|      1.543|  6.537E-02| | 6.540E-02  4.300E-04
131 |  5.804100 | 13.0|  1|           |  1|  |    |           |    (13+)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  | 107|      1.612|  9.996E-01| | 1.000E+00  4.090E-04
132 |  6.397300 | 14.0| -1|           |  1|  |    |           |    (14-)  |0|                                                                                                                                                                                                                              0.000000  1    
    |           |     |   |           |   |  | 130|      0.663|  9.979E-01| | 1.000E+00  2.070E-03
133 |  6.555100 | -1.0|  0|           |  4|  |    |           |   (1,2+)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   6|      4.487|  2.753E-01| | 2.753E-01  0.000E+00
    |           |     |   |           |   |  |   5|      4.692|  5.226E-02| | 5.226E-02  0.000E+00
    |           |     |   |           |   |  |   2|      5.683|  3.484E-01| | 3.484E-01  0.000E+00
    |           |     |   |           |   |  |   1|      6.555|  3.240E-01| | 3.240E-01  0.000E+00
134 |  6.580300 | 13.0|  1|           |  1|  |    |           |    (13+)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  | 107|      2.389|  9.994E-01| | 1.000E+00  6.130E-04
135 |  6.962700 | 15.0| -1|           |  1|  |    |           |    (15-)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  | 132|      0.565|  9.969E-01| | 1.000E+00  3.110E-03
136 |  7.021200 | 15.0| -1|           |  1|  |    |           |    (15-)  |0|                                                                                                                                                                                                                              0.000000  1    
    |           |     |   |           |   |  | 132|      0.624|  9.976E-01| | 1.000E+00  2.410E-03
137 |  7.067600 | 13.0|  1|           |  0|  |    |           |    (13+)  |0|                                                                                                                                                                                                                              0.000000       
138 |  7.518000 | 16.0| -1|           |  1|  |    |           |    (16-)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  | 135|      0.555|  9.968E-01| | 1.000E+00  3.260E-03
139 |  7.554600 | 14.0|  1|           |  3|  |    |           |    (14+)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  | 137|      0.487|  4.269E-01| | 4.289E-01  4.600E-03
    |           |     |   |           |   |  | 134|      0.974|  1.067E-01| | 1.068E-01  8.350E-04
    |           |     |   |           |   |  | 131|      1.750|  4.641E-01| | 4.643E-01  4.230E-04
140 |  7.795700 | 15.0|  1|           |  1|  |    |           |    (15+)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  | 139|      0.241|  9.643E-01| | 1.000E+00  3.700E-02
141 |  7.899900 | 14.0|  1|           |  1|  |    |           |    (14+)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  | 131|      2.096|  9.995E-01| | 1.000E+00  5.110E-04
142 |  8.239000 | 16.0|  1|           |  1|  |    |           |    (16+)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  | 140|      0.443|  9.940E-01| | 1.000E+00  6.000E-03
143 |  8.452600 | -1.0|  0|           |  1|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  | 136|      1.431|  1.000E+00| | 1.000E+00  0.000E+00
144 |  8.614600 | 15.0|  1|           |  2|  |    |           |    (15+)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  | 141|      0.715|  4.994E-01| | 5.003E-01  1.720E-03
    |           |     |   |           |   |  | 139|      1.060|  4.994E-01| | 4.997E-01  6.930E-04
145 |  9.030200 | 17.0|  1|           |  1|  |    |           |    (17+)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  | 142|      0.791|  9.987E-01| | 1.000E+00  1.348E-03
146 |  9.162800 | 16.0|  1|           |  1|  |    |           |    (16+)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  | 140|      1.367|  9.996E-01| | 1.000E+00  4.430E-04
147 |  9.209900 | 16.0| -1|           |  1|  |    |           |    (16-)  |0|                                                                                                                                                                                                                              0.000000  1    
    |           |     |   |           |   |  | 136|      2.189|  9.995E-01| | 1.000E+00  5.410E-04
148 |  9.956000 | 16.0|  1|           |  1|  |    |           |    (16+)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  | 144|      1.341|  9.995E-01| | 1.000E+00  4.530E-04
149 |  9.979100 | 17.0|  1|           |  1|  |    |           |    (17+)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  | 142|      1.740|  9.996E-01| | 1.000E+00  4.220E-04
150 | 10.052300 | -1.0|  0|           |  1|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  | 143|      1.600|  1.000E+00| | 1.000E+00  0.000E+00
151 | 10.272400 | 17.0| -1|           |  1|  |    |           |    (17-)  |0|                                                                                                                                                                                                                              0.000000  1    
    |           |     |   |           |   |  | 147|      1.063|  9.993E-01| | 1.000E+00  6.890E-04
152 | 10.275200 | 18.0|  1|           |  1|  |    |           |    (18+)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  | 145|      1.245|  9.995E-01| | 1.000E+00  5.040E-04
153 | 11.588300 | 18.0|  1|           |  1|  |    |           |    (18+)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  | 149|      1.609|  9.996E-01| | 1.000E+00  4.090E-04
154 | 13.257830 |  6.0|  1|           |  0|  | SP |           |     (6)+  |0|                                                                                                                                                                                                                              0.000000       
155 | 13.300830 |  3.0|  1|           |  0|  | SP |           |       3+  |0|                                                                                                                                                                                                                              0.000000       
156 | 13.318830 |  4.0|  1|           |  0|  | SP |           |     (4)+  |0|                                                                                                                                                                                                                              0.000000       
157 | 13.336830 | -1.0|  0|           |  0|  | SP |           | (5,6,7)+  |0|                                                                                                                                                                                                                              0.000000       
158 | 13.370830 |  5.0|  1|           |  0|  | SP |           |     (5)+  |0|                                                                                                                                                                                                                              0.000000       
159 | 13.571830 | -1.0|  0|           |  0|  | SP |           |   (4,5)+  |0|                                                                                                                                                                                                                              0.000000       
160 | 13.598830 |  3.0|  1|           |  0|  | SP |           |     (3)+  |0|                                                                                                                                                                                                                              0.000000       
161 | 14.226830 | -1.0|  0|           |  0|  | SP |           |           |0|                                                                                                                                                                                                                              0.000000       
162 | 14.296830 | -1.0|  0|           |  0|  | SP |           |           |0|                                                                                                                                                                                                                              0.000000       
163 | 14.335830 |  5.0|  1|           |  0|  | SP |           |     (5)+  |0|                                                                                                                                                                                                                              0.000000       
164 | 14.454830 | -1.0|  0|           |  0|  | SP |           |           |0|                                                                                                                                                                                                                              0.000000       
165 | 14.474830 | -1.0|  0|           |  0|  | SP |           | (2,3,4)+  |0|                                                                                                                                                                                                                              0.000000       
166 | 14.573830 | -1.0|  0|           |  0|  | SP |           |    4+,5+  |0|                                                                                                                                                                                                                              0.000000       
167 | 14.780830 | -1.0|  0|           |  0|  | SP |           |           |0|                                                                                                                                                                                                                              0.000000       
168 | 14.879830 | -1.0|  0|           |  0|  | SP |           |           |0|                                                                                                                                                                                                                              0.000000       
169 | 14.929830 | -1.0|  0|           |  0|  | SP |           |           |0|                                                                                                                                                                                                                              0.000000       
170 | 15.018830 | -1.0|  0|           |  0|  | SP |           |           |0|                                                                                                                                                                                                                              0.000000       
171 | 15.107830 | -1.0|  0|           |  0|  | SP |           |           |0|                                                                                                                                                                                                                              0.000000       
172 | 15.226830 | -1.0|  0|           |  0|  | SP |           |           |0|                                                                                                                                                                                                                              0.000000       
173 | 15.344830 | -1.0|  0|           |  0|  | SP |           |           |0|                                                                                                                                                                                                                              0.000000       
