  1 |  0.000000 |  0.5| -1| -1.000E+00|  0| u|    |           |     1/2-  |0|                                                                                                                                                                                                                              0.000000       
  2 |  0.908970 |  4.5|  1|  1.566E+01|  1| u|    |           |     9/2+  |1| =  1.0000E+02 %IT                                                                                                                                                                                                            0.000000       
    |           |     |   |           |   |  |   1|      0.909|  9.916E-01| | 1.000E+00  8.510E-03
  3 |  1.507410 |  1.5| -1|  2.390E-14|  1| u|    |           |     3/2-  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   1|      1.507|  9.997E-01| | 1.000E+00  3.360E-04
  4 |  1.744740 |  2.5| -1|  6.400E-13|  1| u|    |           |     5/2-  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   1|      1.745|  9.996E-01| | 1.000E+00  3.850E-04
  5 |  2.222430 |  2.5|  1|  9.700E-13|  2| u|    |           |     5/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   3|      0.715|  3.149E-01| | 3.151E-01  5.600E-04
    |           |     |   |           |   |  |   2|      1.313|  6.846E-01| | 6.849E-01  3.830E-04
  6 |  2.529800 |  3.5|  1|  8.000E-14|  1| u|    |           |     7/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   2|      1.621|  9.997E-01| | 1.000E+00  3.490E-04
  7 |  2.566550 |  5.5|  1|  3.500E-13|  1| u|    |           |    11/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   2|      1.658|  9.996E-01| | 1.000E+00  3.640E-04
  8 |  2.622100 |  4.5|  1|  2.100E-13|  1| u|    |           |     9/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   2|      1.713|  9.996E-01| | 1.000E+00  3.640E-04
  9 |  2.687000 |  1.5|  1|           |  0| n|    |           |           |0|                                                                                                                                                                                                                              0.000000       
 10 |  2.871700 |  3.5|  1|  2.000E-13|  1| u|    |           |   (7/2)+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   2|      1.963|  9.996E-01| | 1.000E+00  4.280E-04
