  1 ;  0.000000 ;  2.5; -1; -1.000E+00;  0; u;    ;           ;     5/2-  ;0;                                                                                                                                                                                                                              0.000000  0    
  2 ;  0.159371 ;  3.5; -1;  2.100E-10;  1; u;    ;           ;     7/2-  ;0;                                                                                                                                                                                                                              0.000000  0    
    ;           ;     ;   ;           ;   ;  ;   1;      0.159;  9.955E-01; ; 1.000E+00  4.500E-03
  3 ;  1.250700 ;  1.5; -1;           ;  0; c;    ;         (1;/2-,3/2-)  ;0;                                                                                                                                                                                                                              0.000000       
  4 ;  1.252090 ;  4.5; -1;  1.400E-13;  2; u;    ;           ;     9/2-  ;0;                                                                                                                                                                                                                              0.000000  0    
    ;           ;     ;   ;           ;   ;  ;   2;      1.093;  9.433E-01; ; 9.434E-01  7.890E-05
    ;           ;     ;   ;           ;   ;  ;   1;      1.252;  5.660E-02; ; 5.660E-02  9.030E-05
  5 ;  1.444250 ;  5.5; -1;  9.000E-13;  2; u;    ;           ;    11/2-  ;0;                                                                                                                                                                                                                              0.000000  0    
    ;           ;     ;   ;           ;   ;  ;   4;      0.192;  5.836E-02; ; 5.858E-02  3.640E-03
    ;           ;     ;   ;           ;   ;  ;   2;      1.285;  9.413E-01; ; 9.414E-01  9.330E-05
  6 ;  1.549650 ;  1.5; -1;  1.500E-12;  2; u;    ;           ;     3/2-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   2;      1.390;  5.437E-01; ; 5.438E-01  1.090E-04
    ;           ;     ;   ;           ;   ;  ;   1;      1.550;  4.562E-01; ; 4.562E-01  1.260E-04
  7 ;  1.670000 ;  0.5;  1;           ;  0; n;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
  8 ;  1.793800 ;  0.5; -1;  1.700E-12;  2; u;    ;           ;     1/2-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   6;      0.244;  3.290E-01; ; 3.298E-01  2.700E-03
    ;           ;     ;   ;           ;   ;  ;   1;      1.794;  6.700E-01; ; 6.702E-01  2.490E-04
  9 ;  1.825000 ;  2.5;  1;  2.100E-12;  1; c;    ;           ;3/2+,5/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      1.825;  9.995E-01; ; 1.000E+00  5.090E-04
 10 ;  2.163200 ;  1.5; -1;  2.510E-14;  2; u;    ;           ;     3/2-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   2;      2.003;  5.122E-02; ; 5.123E-02  3.430E-04
    ;           ;     ;   ;           ;   ;  ;   1;      2.163;  9.484E-01; ; 9.488E-01  3.420E-04
 11 ;  2.166700 ;  2.5; -1;  1.900E-14;  1; u;    ;           ;      5/2  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   2;      2.007;  9.997E-01; ; 1.000E+00  3.100E-04
 12 ;  2.259500 ;  2.5;  1;  5.400E-13;  2; u;    ;           ;     5/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   2;      2.101;  1.802E-01; ; 1.803E-01  7.070E-04
    ;           ;     ;   ;           ;   ;  ;   1;      2.260;  8.190E-01; ; 8.197E-01  8.240E-04
 13 ;  2.297100 ;  2.5; -1;  1.000E-14;  2; c;    ;           ;5/2-,7/2-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   2;      2.137;  2.187E-01; ; 2.187E-01  3.700E-04
    ;           ;     ;   ;           ;   ;  ;   1;      2.297;  7.809E-01; ; 7.813E-01  4.400E-04
 14 ;  2.344000 ;  3.5;  1;           ;  0; n;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
 15 ;  2.364900 ;  0.5;  1;  1.530E-12;  1; u;    ;           ;     1/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   9;      0.540;  9.993E-01; ; 1.000E+00  6.990E-04
 16 ;  2.406200 ;  4.5; -1;  2.300E-14;  4; u;    ;           ;   (9/2-)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   5;      0.962;  8.858E-02; ; 8.859E-02  1.160E-04
    ;           ;     ;   ;           ;   ;  ;   4;      1.154;  1.898E-01; ; 1.898E-01  8.100E-05
    ;           ;     ;   ;           ;   ;  ;   2;      2.247;  6.327E-01; ; 6.330E-01  4.200E-04
    ;           ;     ;   ;           ;   ;  ;   1;      2.406;  8.858E-02; ; 8.862E-02  5.320E-04
 17 ;  2.416300 ;  3.5; -1;  1.000E-12;  3; c;    ;        1/2;- TO 7/2-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   9;      0.591;  4.309E-01; ; 4.310E-01  1.710E-04
    ;           ;     ;   ;           ;   ;  ;   6;      0.866;  2.284E-01; ; 2.284E-01  1.790E-04
    ;           ;     ;   ;           ;   ;  ;   1;      2.416;  3.404E-01; ; 3.406E-01  4.900E-04
 18 ;  2.499400 ;  2.5;  1;           ;  1; c;    ;     1/2(-);,3/2,5/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.500;  9.990E-01; ; 1.000E+00  9.680E-04
 19 ;  2.520000 ;  0.5;  1;           ;  0; u;    ;           ;     1/2+  ;0;                                                                                                                                                                                                                              0.000000       
 20 ;  2.525800 ;  2.5; -1;  9.400E-14;  2; c;    ;           ;3/2-,5/2-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   2;      2.366;  4.895E-01; ; 4.898E-01  4.700E-04
    ;           ;     ;   ;           ;   ;  ;   1;      2.526;  5.099E-01; ; 5.102E-01  5.400E-04
 21 ;  2.548200 ;  1.5; -1;  6.200E-15;  1; u;    ;           ;     3/2-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.549;  9.995E-01; ; 1.000E+00  5.120E-04
 22 ;  2.572900 ;  0.5;  1;  5.300E-13;  2; u;    ;           ;     1/2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   9;      0.748;  2.700E-01; ; 2.701E-01  2.650E-04
    ;           ;     ;   ;           ;   ;  ;   6;      1.023;  7.298E-01; ; 7.299E-01  5.050E-05
 23 ;  2.599600 ;  3.5; -1;  1.300E-12;  3; c;    ;        3/2;-,5/2,7/2  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   9;      0.775;  1.297E-01; ; 1.298E-01  9.200E-05
    ;           ;     ;   ;           ;   ;  ;   2;      2.441;  3.892E-01; ; 3.894E-01  5.000E-04
    ;           ;     ;   ;           ;   ;  ;   1;      2.600;  4.805E-01; ; 4.808E-01  5.700E-04
 24 ;  2.619400 ;  3.5; -1;  2.900E-14;  4; u;    ;           ;     7/2-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  11;      0.452;  1.960E-02; ; 1.961E-02  8.000E-04
    ;           ;     ;   ;           ;   ;  ;   4;      1.367;  7.259E-02; ; 7.259E-02  9.400E-05
    ;           ;     ;   ;           ;   ;  ;   2;      2.460;  7.259E-01; ; 7.262E-01  5.100E-04
    ;           ;     ;   ;           ;   ;  ;   1;      2.619;  1.815E-01; ; 1.816E-01  5.800E-04
 25 ;  2.668000 ;  6.5;  1;  2.100E-14;  1; c;    ;           ; 9/2,13/2  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   5;      1.224;  9.999E-01; ; 1.000E+00  1.068E-04
 26 ;  2.682300 ;  5.5; -1;  2.100E-12;  3; u;    ;           ;  11/2(-)  ;0;                                                                                                                                                                                                                              0.000000  1    
    ;           ;     ;   ;           ;   ;  ;  16;      0.276;  9.694E-03; ; 9.733E-03  4.000E-03
    ;           ;     ;   ;           ;   ;  ;   5;      1.238;  2.977E-01; ; 2.978E-01  8.100E-05
    ;           ;     ;   ;           ;   ;  ;   4;      1.430;  6.924E-01; ; 6.925E-01  1.050E-04
 27 ;  2.695000 ;  1.5;  1;           ;  0; n;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
 28 ;  2.748870 ;  7.5; -1;  1.110E-12;  1; u;    ;           ;    15/2-  ;0;                                                                                                                                                                                                                              0.000000  0    
    ;           ;     ;   ;           ;   ;  ;   5;      1.305;  9.999E-01; ; 1.000E+00  9.560E-05
 29 ;  2.757600 ;  3.5; -1;  1.700E-14;  2; c;    ;       7/2-; TO 13/2-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   5;      1.314;  7.407E-01; ; 7.407E-01  9.790E-05
    ;           ;     ;   ;           ;   ;  ;   4;      1.506;  2.592E-01; ; 2.593E-01  1.240E-04
 30 ;  2.785100 ;  1.5;  1;           ;  1; c;    ;          3;/2 TO 9/2  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.785;  9.989E-01; ; 1.000E+00  1.134E-03
 31 ;  2.793200 ;  0.5; -1;           ;  2; u;    ;           ;     1/2-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   6;      1.244;  7.935E-01; ; 7.935E-01  8.100E-05
    ;           ;     ;   ;           ;   ;  ;   1;      2.793;  2.063E-01; ; 2.065E-01  7.030E-04
 32 ;  2.800200 ;  1.5;  1;  3.500E-13;  1; g;    ;           ;           ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.800;  9.989E-01; ; 1.000E+00  1.142E-03
 33 ;  2.809500 ;  2.5; -1;  4.900E-14;  2; c;    ;       5/2-;,7/2,9/2-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   4;      1.558;  2.423E-01; ; 2.423E-01  1.561E-04
    ;           ;     ;   ;           ;   ;  ;   1;      2.810;  7.572E-01; ; 7.577E-01  6.600E-04
 34 ;  2.828500 ;  3.5; -1;  1.600E-13;  3; c;    ;         1/;2- TO 7/2  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  17;      0.412;  3.487E-01; ; 3.491E-01  1.100E-03
    ;           ;     ;   ;           ;   ;  ;   9;      1.003;  2.912E-01; ; 2.912E-01  5.390E-05
    ;           ;     ;   ;           ;   ;  ;   1;      2.828;  3.595E-01; ; 3.597E-01  6.700E-04
 35 ;  2.838900 ;  1.5; -1;  3.300E-14;  2; c;    ;        3/2;- TO 9/2-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   2;      2.680;  8.328E-01; ; 8.333E-01  6.540E-04
    ;           ;     ;   ;           ;   ;  ;   1;      2.839;  1.666E-01; ; 1.667E-01  6.700E-04
 36 ;  2.846300 ;  2.5; -1;  1.900E-14;  2; c;    ;       5/2-; TO 11/2-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   4;      1.594;  4.184E-01; ; 4.185E-01  1.691E-04
    ;           ;     ;   ;           ;   ;  ;   2;      2.687;  5.811E-01; ; 5.815E-01  6.100E-04
