  1 ;  0.000000 ;  0.0;  1; -1.000E+00;  0; u;    ;           ;       0+  ;1; ?  0.0000E+00 %2B+                                                                                                                                                                                                           0.000000  0    
  2 ;  1.509510 ;  2.0;  1;  3.500E-13;  1; u;    ;           ;       2+  ;0;                                                                                                                                                                                                                              0.000000  0    
    ;           ;     ;   ;           ;   ;  ;   1;      1.510;  9.996E-01; ; 1.000E+00  4.080E-04
  3 ;  2.282610 ;  4.0;  1;  3.400E-12;  1; u;    ;           ;       4+  ;0;                                                                                                                                                                                                                              0.000000  0    
    ;           ;     ;   ;           ;   ;  ;   2;      0.773;  9.985E-01; ; 1.000E+00  1.510E-03
  4 ;  2.519530 ;  0.0;  1;  3.400E-12;  1; u;    ;           ;       0+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   2;      1.010;  9.992E-01; ; 1.000E+00  7.550E-04
  5 ;  2.526960 ;  5.0; -1;  1.550E-09;  1; u;    ;           ;       5-  ;0;                                                                                                                                                                                                                              0.000000  1    
    ;           ;     ;   ;           ;   ;  ;   3;      0.244;  9.903E-01; ; 1.000E+00  9.800E-03
  6 ;  2.612410 ;  6.0;  1;  1.530E-09;  2; u;    ;           ;       6+  ;0;                                                                                                                                                                                                                              0.000000  0    
    ;           ;     ;   ;           ;   ;  ;   5;      0.085;  1.144E-01; ; 1.373E-01  2.000E-01
    ;           ;     ;   ;           ;   ;  ;   3;      0.330;  8.477E-01; ; 8.627E-01  1.761E-02
  7 ;  2.634200 ;  1.0; -1;           ;  1; u;    ;           ;      (1)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.634;  9.989E-01; ; 1.000E+00  1.095E-03
  8 ;  2.760520 ;  8.0;  1;  1.900E-07;  1; u;    ;           ;       8+  ;0;                                                                                                                                                                                                                              0.000000  0    
    ;           ;     ;   ;           ;   ;  ;   6;      0.148;  7.746E-01; ; 1.000E+00  2.910E-01
  9 ;  2.838600 ;  1.0; -1;           ;  1; u;    ;           ;      (1)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.839;  9.988E-01; ; 1.000E+00  1.199E-03
 10 ;  2.849810 ;  3.0; -1;  2.700E-13;  2; u;    ;           ;       3-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   3;      0.567;  3.193E-02; ; 3.197E-02  1.170E-03
    ;           ;     ;   ;           ;   ;  ;   2;      1.340;  9.677E-01; ; 9.680E-01  3.240E-04
 11 ;  2.922600 ;  1.0;  1;           ;  1; u;    ;           ;      (1)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   1;      2.923;  9.992E-01; ; 1.000E+00  7.940E-04
 12 ;  3.006960 ;  4.0; -1;           ;  2; c;    ;           ;   (4,5)-  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  10;      0.157;  9.845E-03; ; 1.132E-02  1.500E-01
    ;           ;     ;   ;           ;   ;  ;   5;      0.480;  9.845E-01; ; 9.887E-01  4.270E-03
 13 ;  3.063630 ;  4.0; -1;           ;  2; u;    ;           ;     (4-)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  10;      0.214;  6.754E-02; ; 7.125E-02  5.500E-02
    ;           ;     ;   ;           ;   ;  ;   5;      0.537;  9.252E-01; ; 9.287E-01  3.850E-03
 14 ;  3.091350 ;  2.0;  1;  2.700E-14;  2; u;    ;           ;       2+  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;   2;      1.582;  1.775E-01; ; 1.776E-01  4.080E-04
    ;           ;     ;   ;           ;   ;  ;   1;      3.091;  8.217E-01; ; 8.224E-01  9.010E-04
 15 ;  3.368680 ;  4.0;  1;  3.400E-12;  5; u;    ;           ;     (4+)  ;0;                                                                                                                                                                                                                              0.000000       
    ;           ;     ;   ;           ;   ;  ;  13;      0.305;  3.811E-01; ; 3.833E-01  5.800E-03
    ;           ;     ;   ;           ;   ;  ;  12;      0.362;  1.048E-01; ; 1.057E-01  8.200E-03
    ;           ;     ;   ;           ;   ;  ;   5;      0.842;  4.040E-01; ; 4.042E-01  4.900E-04
    ;           ;     ;   ;           ;   ;  ;   3;      1.086;  8.842E-02; ; 8.848E-02  6.570E-04
