  1 |  0.000000 |  0.5|  1| -1.000E+00|  0| u|    |           |     1/2+  |0|                                                                                                                                                                                                                              0.000000       
  2 |  0.023871 |  1.5|  1|  1.803E-08|  1| u|    |           |     3/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   1|      0.024|  1.650E-01| | 1.000E+00  5.060E+00
  3 |  0.089531 |  5.5| -1|  2.532E+07|  1| u|    |           |    11/2-  |1| =  1.0000E+02 %IT                                                                                                                                                                                                            0.000000       
    |           |     |   |           |   |  |   2|      0.066|  2.000E-04| | 1.000E+00  5.000E+03
  4 |  0.787010 |  3.5|  1|  1.900E-10|  2| u|    |           |     7/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   3|      0.697|  4.864E-03| | 4.913E-03  1.001E-02
    |           |     |   |           |   |  |   2|      0.763|  9.927E-01| | 9.951E-01  2.410E-03
  5 |  0.920510 |  1.5|  1|  1.600E-12|  2| u|    |           |     3/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   2|      0.897|  2.588E-01| | 2.593E-01  1.820E-03
    |           |     |   |           |   |  |   1|      0.921|  7.395E-01| | 7.407E-01  1.554E-03
  6 |  0.921390 |  2.5|  1|  1.200E-12|  2| u|    |           |     5/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   2|      0.898|  7.450E-01| | 7.463E-01  1.820E-03
    |           |     |   |           |   |  |   1|      0.921|  2.533E-01| | 2.537E-01  1.547E-03
  7 |  1.060000 |  5.5|  1|           |  0| n|    |           |      (+)  |0|                                                                                                                                                                                                                              0.000000       
  8 |  1.062400 |  3.5| -1|           |  1| u|    |           |     7/2-  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   3|      0.973|  9.985E-01| | 1.000E+00  1.510E-03
  9 |  1.089440 |  2.5|  1|  2.100E-13|  2| u|    |           |     5/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   2|      1.066|  9.395E-01| | 9.407E-01  1.340E-03
    |           |     |   |           |   |  |   1|      1.090|  5.919E-02| | 5.925E-02  1.066E-03
 10 |  1.187730 |  1.5|  1|           |  2| c|    |           |3/2+,5/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   2|      1.164|  8.394E-01| | 8.404E-01  1.117E-03
    |           |     |   |           |   |  |   1|      1.188|  1.595E-01| | 1.596E-01  9.800E-04
 11 |  1.210000 |  1.5|  1|           |  0| n|    |           |           |0|                                                                                                                                                                                                                              0.000000       
 12 |  1.249710 |  0.5|  1|           |  2| u|    |           |     1/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   2|      1.226|  2.185E-01| | 2.187E-01  9.200E-04
    |           |     |   |           |   |  |   1|      1.250|  7.805E-01| | 7.813E-01  9.660E-04
 13 |  1.304400 |  3.5|  1|           |  1| u|    |           |    GE7/2  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   3|      1.215|  9.980E-01| | 1.000E+00  2.000E-03
 14 |  1.309000 |  2.5|  1|           |  0| n|    |           |           |0|                                                                                                                                                                                                                              0.000000       
 15 |  1.309300 |  7.5| -1|           |  1| u|    |           |  (15/2-)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   3|      1.220|  9.991E-01| | 1.000E+00  8.800E-04
 16 |  1.354800 |  2.5|  1|  4.200E-13|  3| u|    |           |     5/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   5|      0.434|  5.706E-02| | 5.770E-02  1.121E-02
    |           |     |   |           |   |  |   2|      1.331|  7.133E-01| | 7.139E-01  8.470E-04
    |           |     |   |           |   |  |   1|      1.355|  2.282E-01| | 2.284E-01  7.130E-04
 17 |  1.378800 |  6.5| -1|           |  1| u|    |           |  (13/2-)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   3|      1.289|  9.992E-01| | 1.000E+00  8.400E-04
 18 |  1.390000 |  2.5|  1|           |  0| n|    |           |           |0|                                                                                                                                                                                                                              0.000000       
 19 |  1.510000 |  1.5|  1|           |  0| n|    |           |           |0|                                                                                                                                                                                                                              0.000000       
 20 |  1.554400 |  2.5|  1|           |  4| c|    |           |3/2+,5/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   9|      0.465|  1.003E-01| | 1.012E-01  9.270E-03
    |           |     |   |           |   |  |   5|      0.633|  1.003E-01| | 1.007E-01  4.200E-03
    |           |     |   |           |   |  |   4|      0.767|  5.570E-01| | 5.585E-01  2.620E-03
    |           |     |   |           |   |  |   1|      1.555|  2.395E-01| | 2.397E-01  6.340E-04
 21 |  1.562000 |  2.5|  1|           |  0| c|    |           |3/2+,5/2+  |0|                                                                                                                                                                                                                              0.000000       
 22 |  1.571800 |  2.5|  1|           |  4| c|    |        1/2|,3/2,5/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |  12|      0.323|  1.669E-01| | 1.721E-01  3.100E-02
    |           |     |   |           |   |  |   5|      0.651|  2.890E-01| | 2.902E-01  3.900E-03
    |           |     |   |           |   |  |   2|      1.548|  4.071E-01| | 4.074E-01  6.600E-04
    |           |     |   |           |   |  |   1|      1.572|  1.303E-01| | 1.304E-01  6.290E-04
 23 |  1.590000 |  0.5|  1|           |  0| n|    |           |           |0|                                                                                                                                                                                                                              0.000000       
 24 |  1.617100 |  1.5|  1|           |  3| c|    |      (1/2+|,3/2,5/2)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |  10|      0.431|  1.373E-01| | 1.389E-01  1.143E-02
    |           |     |   |           |   |  |   5|      0.696|  1.373E-01| | 1.378E-01  3.300E-03
    |           |     |   |           |   |  |   2|      1.593|  7.228E-01| | 7.233E-01  6.400E-04
 25 |  1.633000 |  1.5|  1|           |  0| c|    |           |3/2+,5/2+  |0|                                                                                                                                                                                                                              0.000000       
 26 |  1.718400 | -1.0|  0|           |  1|  |    |           |3/2+,5/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   2|      1.695|  1.000E+00| | 1.000E+00  0.000E+00
 27 |  1.731000 | -1.0|  0|           |  0|  |    |           |3/2+,5/2+  |0|                                                                                                                                                                                                                              0.000000       
 28 |  1.774800 | -1.0|  0|           |  4|  |    |           |3/2+,5/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |  16|      0.421|  4.147E-02| | 4.147E-02  0.000E+00
    |           |     |   |           |   |  |   5|      0.856|  2.488E-01| | 2.488E-01  0.000E+00
    |           |     |   |           |   |  |   4|      0.988|  2.488E-01| | 2.488E-01  0.000E+00
    |           |     |   |           |   |  |   2|      1.750|  4.608E-01| | 4.608E-01  0.000E+00
 29 |  1.789700 | -1.0|  0|           |  1|  |    |        1/2|,3/2,5/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   2|      1.766|  1.000E+00| | 1.000E+00  0.000E+00
 30 |  1.810000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
 31 |  1.905000 | -1.0|  0|           |  0|  |    |           |3/2+,5/2+  |0|                                                                                                                                                                                                                              0.000000       
 32 |  1.929600 | -1.0|  0|           |  1|  |    |        1/2|,3/2,5/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   1|      1.930|  1.000E+00| | 1.000E+00  0.000E+00
 33 |  1.938900 | -1.0|  0|           |  3|  |    |       1/2+|,3/2,5/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   9|      0.849|  3.704E-01| | 3.704E-01  0.000E+00
    |           |     |   |           |   |  |   2|      1.916|  2.593E-01| | 2.593E-01  0.000E+00
    |           |     |   |           |   |  |   1|      1.939|  3.704E-01| | 3.704E-01  0.000E+00
 34 |  1.950000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
 35 |  1.983000 | -1.0|  0|           |  1|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   2|      1.959|  1.000E+00| | 1.000E+00  0.000E+00
 36 |  2.003100 | -1.0|  0|           |  1|  |    |         1/|2,3/2,5/2  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   5|      1.083|  1.000E+00| | 1.000E+00  0.000E+00
 37 |  2.041000 | -1.0|  0|           |  1|  |    |        1/2|,3/2,5/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   1|      2.041|  1.000E+00| | 1.000E+00  0.000E+00
 38 |  2.075000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
 39 |  2.100000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
 40 |  2.120000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
 41 |  2.127000 |  9.5|  1|  9.600E-06|  2|  |    |           |  (19/2+)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |  17|      0.748|  0.000E+00| | 0.000E+00  6.300E-03
    |           |     |   |           |   |  |  15|      0.818|  0.000E+00| | 0.000E+00  5.500E-03
 42 |  2.130200 |  0.5|  1|           |  1|  |    |           |     1/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   1|      2.130|  9.993E-01| | 1.000E+00  6.630E-04
 43 |  2.155000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
 44 |  2.180000 | -1.0|  0|           |  0|  |    |         (5|/2-,7/2-)  |0|                                                                                                                                                                                                                              0.000000       
 45 |  2.230000 | -1.0|  0|           |  0|  |    |           |3/2+,5/2+  |0|                                                                                                                                                                                                                              0.000000       
 46 |  2.240000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
 47 |  2.258000 | -1.0|  0|           |  0|  |    |           |3/2+,5/2+  |0|                                                                                                                                                                                                                              0.000000       
 48 |  2.280000 | -1.0|  0|           |  0|  |    |         (5|/2-,7/2-)  |0|                                                                                                                                                                                                                              0.000000       
 49 |  2.322000 | -1.0|  0|           |  0|  |    |           |3/2+,5/2+  |0|                                                                                                                                                                                                                              0.000000       
 50 |  2.350000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
 51 |  2.367000 | -1.0|  0|           |  0|  |    |           |3/2+,5/2+  |0|                                                                                                                                                                                                                              0.000000       
 52 |  2.390000 | -1.0|  0|           |  0|  |    |           |5/2-,7/2-  |0|                                                                                                                                                                                                                              0.000000       
 53 |  2.400000 | -1.0|  0|           |  0|  |    |          9|/2-,11/2-  |0|                                                                                                                                                                                                                              0.000000       
 54 |  2.415300 |  9.5| -1|           |  1|  |    |           |  (19/2-)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |  15|      1.106|  9.989E-01| | 1.000E+00  1.080E-03
 55 |  2.470000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
 56 |  2.535000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
 57 |  2.549000 | -1.0|  0|           |  0|  |    |           |5/2-,7/2-  |0|                                                                                                                                                                                                                              0.000000       
 58 |  2.636000 | -1.0|  0|           |  0|  |    |         (5|/2-,7/2-)  |0|                                                                                                                                                                                                                              0.000000       
 59 |  2.640000 | -1.0|  0|           |  0|  |    |           |3/2+,5/2+  |0|                                                                                                                                                                                                                              0.000000       
 60 |  2.700000 | -1.0|  0|           |  0|  |    |           |1/2-,3/2-  |0|                                                                                                                                                                                                                              0.000000       
 61 |  2.723000 | -1.0|  0|           |  0|  |    |           |1/2-,3/2-  |0|                                                                                                                                                                                                                              0.000000       
 62 |  2.760000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
 63 |  2.813000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
 64 |  2.823000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
 65 |  2.840000 | -1.0|  0|           |  0|  |    |           |1/2-,3/2-  |0|                                                                                                                                                                                                                              0.000000       
 66 |  2.845800 | -1.0|  0|           |  1|  |    |           |3/2+,5/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   1|      2.846|  1.000E+00| | 1.000E+00  0.000E+00
 67 |  2.881200 | -1.0|  0|           |  1|  |    |           |3/2+,5/2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   1|      2.881|  1.000E+00| | 1.000E+00  0.000E+00
 68 |  2.905100 | -1.0|  0|           |  0|  |    |           |3/2+,5/2+  |0|                                                                                                                                                                                                                              0.000000       
 69 |  2.928300 | 11.5| -1|           |  1|  |    |           |  (23/2-)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |  54|      0.513|  9.926E-01| | 1.000E+00  7.500E-03
 70 |  2.939000 | -1.0|  0|           |  0|  |    |           |3/2+,5/2+  |0|                                                                                                                                                                                                                              0.000000       
 71 |  2.940000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
 72 |  2.965000 | -1.0|  0|           |  0|  |    |           |           |0|                                                                                                                                                                                                                              0.000000       
