  1 |  0.000000 |  5.0|  1|  1.663E+08|  0| u|    |           |       5+  |1| =  1.0000E+02 %B-                                                                                                                                                                                                            0.000000       
  2 |  0.058590 |  2.0|  1|  6.280E+02|  1| u|    |           |       2+  |2| =  9.9750E+01 %IT     =  2.5000E-01 %B-                                                                                                                                                                                      0.000000       
    |           |     |   |           |   |  |   1|      0.059|  2.036E-02| | 9.975E-01  4.800E+01
  3 |  0.277200 |  4.0|  1|           |  1| u|    |           |       4+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   1|      0.277|  9.930E-01| | 1.000E+00  7.000E-03
  4 |  0.288400 |  3.0|  1|           |  1| u|    |           |       3+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   2|      0.230|  9.862E-01| | 1.000E+00  1.400E-02
  5 |  0.435710 |  5.0|  1|           |  2| u|    |           |       5+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   3|      0.158|  5.913E-01| | 6.209E-01  5.000E-02
    |           |     |   |           |   |  |   1|      0.436|  3.785E-01| | 3.791E-01  1.700E-03
  6 |  0.506200 |  3.0|  1|           |  2| u|    |           |       3+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   4|      0.218|  5.263E-03| | 5.347E-03  1.600E-02
    |           |     |   |           |   |  |   2|      0.448|  9.931E-01| | 9.947E-01  1.600E-03
  7 |  0.542820 |  2.0|  1|           |  2| u|    |           |       2+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   4|      0.254|  6.151E-01| | 6.213E-01  1.000E-02
    |           |     |   |           |   |  |   2|      0.484|  3.783E-01| | 3.787E-01  1.200E-03
  8 |  0.614550 |  3.0|  1|           |  2| u|    |           |       3+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   3|      0.337|  3.546E-02| | 3.560E-02  3.800E-03
    |           |     |   |           |   |  |   2|      0.556|  9.636E-01| | 9.644E-01  8.400E-04
  9 |  0.738800 |  1.0|  1|           |  2| u|    |           |       1+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   7|      0.196|  4.100E-01| | 4.198E-01  2.400E-02
    |           |     |   |           |   |  |   2|      0.680|  5.799E-01| | 5.802E-01  4.900E-04
 10 |  0.785710 |  4.0|  1|  3.200E-12|  4| u|    |           |       4+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   8|      0.171|  1.207E-02| | 1.255E-02  4.000E-02
    |           |     |   |           |   |  |   5|      0.350|  2.272E-02| | 2.280E-02  3.300E-03
    |           |     |   |           |   |  |   4|      0.497|  4.392E-01| | 4.397E-01  1.200E-03
    |           |     |   |           |   |  |   1|      0.786|  5.247E-01| | 5.249E-01  3.500E-04
 11 |  0.940000 |  4.0| -1|           |  0| n|    |           |           |0|                                                                                                                                                                                                                              0.000000       
 12 |  1.003910 |  3.0| -1|           |  4| c|    |           |    (3,4)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   7|      0.461|  2.558E-01| | 2.559E-01  5.700E-04
    |           |     |   |           |   |  |   4|      0.715|  2.334E-02| | 2.335E-02  1.960E-04
    |           |     |   |           |   |  |   3|      0.727|  2.344E-01| | 2.344E-01  1.890E-04
    |           |     |   |           |   |  |   2|      0.945|  4.863E-01| | 4.863E-01  1.090E-04
 13 |  1.005800 |  4.0|  1|           |  4| u|    |           |        4  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |  10|      0.220|  1.840E-02| | 1.870E-02  1.600E-02
