  1 |  0.000000 |  2.5| -1|  2.108E+07|  0| u|    |           |     5/2-  |1| =  1.0000E+02 %EC+%B+                                                                                                                                                                                                        0.000000  0    
  2 |  0.053928 |  0.5| -1|  1.600E-06|  1| u|    |           |   (1/2)-  |0|                                                                                                                                                                                                                              0.000000  0    
    |           |     |   |           |   |  |   1|      0.054|  1.272E-01| | 1.000E+00  6.860E+00
  3 |  0.115127 |  1.5| -1|  4.440E-10|  2| u|    |           |     3/2-  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   2|      0.061|  1.522E-01| | 2.283E-01  5.000E-01
    |           |     |   |           |   |  |   1|      0.115|  7.212E-01| | 7.717E-01  7.000E-02
  4 |  0.206940 |  1.5| -1|  1.500E-10|  3| u|    |           |     3/2-  |0|                                                                                                                                                                                                                              0.000000  0    
    |           |     |   |           |   |  |   3|      0.092|  3.241E-02| | 4.862E-02  5.000E-01
    |           |     |   |           |   |  |   2|      0.153|  7.202E-01| | 7.375E-01  2.400E-02
    |           |     |   |           |   |  |   1|      0.207|  2.089E-01| | 2.139E-01  2.400E-02
  5 |  0.768700 |  2.5| -1|  1.300E-12|  4| u|    |           |     5/2-  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   4|      0.562|  3.883E-03| | 3.887E-03  1.100E-03
    |           |     |   |           |   |  |   3|      0.654|  3.419E-01| | 3.421E-01  6.170E-04
    |           |     |   |           |   |  |   2|      0.715|  7.418E-02| | 7.423E-02  7.200E-04
    |           |     |   |           |   |  |   1|      0.769|  5.795E-01| | 5.798E-01  4.600E-04
  6 |  0.864210 |  3.5| -1|  3.000E-12|  3| u|    |           |     7/2-  |0|                                                                                                                                                                                                                              0.000000  0    
    |           |     |   |           |   |  |   4|      0.657|  5.968E-03| | 5.974E-03  9.100E-04
    |           |     |   |           |   |  |   3|      0.749|  1.530E-01| | 1.531E-01  6.150E-04
    |           |     |   |           |   |  |   1|      0.864|  8.406E-01| | 8.409E-01  4.070E-04
  7 |  0.866920 |  0.5| -1|  5.500E-13|  4| u|    |           |     1/2-  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   4|      0.660|  1.491E-02| | 1.492E-02  7.300E-04
    |           |     |   |           |   |  |   3|      0.752|  9.559E-01| | 9.564E-01  5.300E-04
    |           |     |   |           |   |  |   2|      0.813|  1.338E-02| | 1.339E-02  3.830E-04
    |           |     |   |           |   |  |   1|      0.867|  1.529E-02| | 1.530E-02  4.320E-04
  8 |  0.909650 |  1.5| -1|  1.400E-12|  5| u|    |           |     3/2-  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   5|      0.140|  1.845E-02| | 2.030E-02  1.000E-01
    |           |     |   |           |   |  |   4|      0.703|  7.623E-02| | 7.628E-02  6.300E-04
    |           |     |   |           |   |  |   3|      0.795|  2.525E-01| | 2.526E-01  4.190E-04
    |           |     |   |           |   |  |   2|      0.856|  1.651E-01| | 1.651E-01  3.860E-04
    |           |     |   |           |   |  |   1|      0.910|  4.855E-01| | 4.857E-01  3.070E-04
  9 |  1.047390 |  2.5| -1|  3.700E-13|  5| u|    |           |     5/2-  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   5|      0.278|  4.936E-03| | 4.981E-03  9.000E-03
    |           |     |   |           |   |  |   4|      0.840|  1.999E-02| | 2.000E-02  4.100E-04
    |           |     |   |           |   |  |   3|      0.932|  6.248E-01| | 6.250E-01  2.980E-04
    |           |     |   |           |   |  |   2|      0.994|  1.875E-02| | 1.875E-02  3.080E-04
    |           |     |   |           |   |  |   1|      1.047|  3.312E-01| | 3.312E-01  2.460E-04
