  1 |  0.000000 |  1.0| -1|  3.213E+05|  0| u|    |           |       1-  |2| =  9.2530E+01 %B-     =  7.4700E+00 %EC                                                                                                                                                                                      0.000000  0    
  2 |  0.059010 |  2.0| -1|           |  1| u|    |           |     (2)-  |0|                                                                                                                                                                                                                              0.000000  0    
    |           |     |   |           |   |  |   1|      0.059|  1.890E-01| | 1.000E+00  4.290E+00
  3 |  0.099361 |  3.0| -1|  2.550E-08|  2| u|    |           |     (3)-  |0|                                                                                                                                                                                                                              0.000000  1    
    |           |     |   |           |   |  |   2|      0.040|  5.486E-02| | 9.382E-01  1.610E+01
    |           |     |   |           |   |  |   1|      0.099|  1.169E-02| | 6.182E-02  4.290E+00
  4 |  0.146274 |  3.0| -1|           |  2| u|    |           |     (3)-  |0|                                                                                                                                                                                                                              0.000000  0    
    |           |     |   |           |   |  |   2|      0.087|  1.102E-01| | 9.816E-01  7.910E+00
    |           |     |   |           |   |  |   1|      0.146|  9.364E-03| | 1.845E-02  9.700E-01
  5 |  0.149000 |  8.0|  1|  6.311E+12|  1| u|    |           |     (8+)  |1| =  1.0000E+02 %IT                                                                                                                                                                                                            0.000000       
    |           |     |   |           |   |  |   3|      0.050|  2.439E-07| | 1.000E+00  4.100E+06
  6 |  0.173929 |  4.0| -1|           |  1| u|    |           |     (4)-  |0|                                                                                                                                                                                                                              0.000000  2    
    |           |     |   |           |   |  |   3|      0.075|  7.353E-02| | 1.000E+00  1.260E+01
  7 |  0.186000 |  6.0| -1|           |  0| u|    |           |     (6)-  |0|                                                                                                                                                                                                                              0.000000       
  8 |  0.210699 |  2.0| -1|  2.000E-10|  4| u|    |           |     (2)-  |0|                                                                                                                                                                                                                              0.000000  3    
    |           |     |   |           |   |  |   4|      0.064|  2.917E-03| | 4.667E-02  1.500E+01
    |           |     |   |           |   |  |   3|      0.111|  7.206E-02| | 3.545E-01  3.920E+00
    |           |     |   |           |   |  |   2|      0.152|  1.458E-01| | 3.208E-01  1.200E+00
    |           |     |   |           |   |  |   1|      0.211|  1.716E-01| | 2.779E-01  6.200E-01
  9 |  0.268798 |  4.0| -1|           |  3| u|    |           |     (4)-  |0|                                                                                                                                                                                                                              0.000000  0    
    |           |     |   |           |   |  |   4|      0.123|  2.496E-01| | 8.487E-01  2.400E+00
    |           |     |   |           |   |  |   3|      0.169|  4.993E-02| | 8.437E-02  6.900E-01
    |           |     |   |           |   |  |   2|      0.210|  5.242E-02| | 6.689E-02  2.760E-01
 10 |  0.273627 |  4.0| -1|           |  3| u|    |           |     (4)-  |0|                                                                                                                                                                                                                              0.000000  1    
    |           |     |   |           |   |  |   6|      0.100|  5.088E-02| | 2.951E-01  4.800E+00
    |           |     |   |           |   |  |   4|      0.127|  1.300E-01| | 3.732E-01  1.870E+00
    |           |     |   |           |   |  |   3|      0.174|  1.885E-01| | 3.317E-01  7.600E-01
 11 |  0.314009 |  3.0|  1|  2.410E-08|  4| u|    |           |     (3)+  |0|                                                                                                                                                                                                                              0.000000  4    
    |           |     |   |           |   |  |   8|      0.103|  9.731E-02| | 1.320E-01  3.560E-01
    |           |     |   |           |   |  |   4|      0.168|  3.790E-02| | 4.176E-02  1.020E-01
    |           |     |   |           |   |  |   3|      0.215|  5.122E-01| | 5.400E-01  5.430E-02
    |           |     |   |           |   |  |   2|      0.255|  2.766E-01| | 2.863E-01  3.530E-02
 12 |  0.316463 |  1.0| -1|  2.000E-10|  2| u|    |           |     (1)-  |0|                                                                                                                                                                                                                              0.000000  5    
    |           |     |   |           |   |  |   2|      0.257|  2.878E-01| | 3.771E-01  3.100E-01
    |           |     |   |           |   |  |   1|      0.316|  5.140E-01| | 6.229E-01  2.120E-01
 13 |  0.317845 |  5.0| -1|           |  2| u|    |           |     (5)-  |0|                                                                                                                                                                                                                              0.000000  2    
    |           |     |   |           |   |  |   6|      0.144|  4.243E-01| | 9.758E-01  1.300E+00
    |           |     |   |           |   |  |   3|      0.219|  1.952E-02| | 2.422E-02  2.410E-01
 14 |  0.322379 |  3.0| -1|           |  5| u|    |           |     (3)-  |0|                                                                                                                                                                                                                              0.000000  3    
    |           |     |   |           |   |  |   8|      0.112|  1.796E-01| | 7.723E-01  3.300E+00
    |           |     |   |           |   |  |   6|      0.148|  1.006E-02| | 2.313E-02  1.300E+00
    |           |     |   |           |   |  |   4|      0.176|  4.670E-02| | 8.405E-02  8.000E-01
    |           |     |   |           |   |  |   3|      0.223|  6.107E-02| | 8.488E-02  3.900E-01
    |           |     |   |           |   |  |   2|      0.263|  2.874E-02| | 3.563E-02  2.400E-01
 15 |  0.330000 |  5.0|  1|  1.730E-08|  1| u|    |           |     (5)+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |   7|      0.144|  8.696E-01| | 1.000E+00  1.500E-01
 16 |  0.342000 |  2.0| -1|           |  0| n|    |           |           |0|                                                                                                                                                                                                                              0.000000       
 17 |  0.351202 |  3.0|  1|  2.000E-10|  2| u|    |           |     (3)+  |0|                                                                                                                                                                                                                              0.000000  6    
    |           |     |   |           |   |  |   4|      0.205|  1.238E-02| | 1.313E-02  6.100E-02
    |           |     |   |           |   |  |   3|      0.252|  9.522E-01| | 9.869E-01  3.640E-02
 18 |  0.378392 |  2.0| -1|           |  4| u|    |           |     (2)-  |0|                                                                                                                                                                                                                              0.000000  5    
    |           |     |   |           |   |  |  12|      0.062|  9.370E-02| | 7.496E-01  7.000E+00
    |           |     |   |           |   |  |   4|      0.232|  4.493E-02| | 6.716E-02  4.950E-01
    |           |     |   |           |   |  |   2|      0.319|  3.337E-02| | 3.805E-02  1.400E-01
    |           |     |   |           |   |  |   1|      0.378|  1.284E-01| | 1.452E-01  1.310E-01
 19 |  0.417792 |  5.0| -1|           |  3| u|    |           |     (5)-  |0|                                                                                                                                                                                                                              0.000000  0    
    |           |     |   |           |   |  |  10|      0.144|  2.012E-01| | 4.828E-01  1.400E+00
    |           |     |   |           |   |  |   9|      0.149|  1.953E-01| | 4.297E-01  1.200E+00
    |           |     |   |           |   |  |   4|      0.271|  7.813E-02| | 8.750E-02  1.200E-01
 20 |  0.420559 |  4.0|  1|           |  1| u|    |           |     (4)+  |0|                                                                                                                                                                                                                              0.000000  4    
    |           |     |   |           |   |  |  11|      0.107|  2.174E-01| | 1.000E+00  3.600E+00
 21 |  0.425823 |  3.0|  1|           |  1| c|    |          (|2+,3+,4+)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |  11|      0.112|  2.381E-01| | 1.000E+00  3.200E+00
 22 |  0.462969 |  5.0| -1|           |  5| u|    |           |     (5)-  |0|                                                                                                                                                                                                                              0.000000  1    
    |           |     |   |           |   |  |  13|      0.145|  5.052E-02| | 1.213E-01  1.400E+00
    |           |     |   |           |   |  |  10|      0.189|  3.609E-01| | 5.882E-01  6.300E-01
    |           |     |   |           |   |  |   9|      0.194|  4.150E-02| | 6.599E-02  5.900E-01
    |           |     |   |           |   |  |   6|      0.289|  3.248E-02| | 3.865E-02  1.900E-01
    |           |     |   |           |   |  |   3|      0.363|  1.768E-01| | 1.859E-01  5.100E-02
 23 |  0.469779 |  4.0| -1|           |  3| u|    |           |     (4)-  |0|                                                                                                                                                                                                                              0.000000  3    
    |           |     |   |           |   |  |  14|      0.147|  3.568E-01| | 8.563E-01  1.400E+00
    |           |     |   |           |   |  |   9|      0.201|  5.851E-02| | 8.953E-02  5.300E-01
    |           |     |   |           |   |  |   6|      0.296|  4.317E-02| | 5.418E-02  2.550E-01
 24 |  0.470514 |  3.0| -1|           |  4| u|    |           |     (3)-  |0|                                                                                                                                                                                                                              0.000000  5    
    |           |     |   |           |   |  |  18|      0.092|  1.199E-01| | 8.996E-01  6.500E+00
    |           |     |   |           |   |  |  14|      0.148|  8.157E-03| | 1.876E-02  1.300E+00
    |           |     |   |           |   |  |   9|      0.202|  8.157E-03| | 1.232E-02  5.100E-01
    |           |     |   |           |   |  |   2|      0.411|  6.477E-02| | 6.931E-02  7.000E-02
 25 |  0.471000 |  4.0|  1|           |  1| u|    |           |     (4)+  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |  15|      0.141|  3.846E-01| | 1.000E+00  1.600E+00
 26 |  0.497293 |  6.0| -1|           |  1| u|    |           |     (6-)  |0|                                                                                                                                                                                                                              0.000000  2    
    |           |     |   |           |   |  |  13|      0.179|  5.747E-01| | 1.000E+00  7.400E-01
 27 |  0.500722 |  4.0|  1|           |  2| u|    |           |     (4)+  |0|                                                                                                                                                                                                                              0.000000  6    
    |           |     |   |           |   |  |  17|      0.150|  4.502E-01| | 9.453E-01  1.100E+00
    |           |     |   |           |   |  |   3|      0.401|  5.402E-02| | 5.467E-02  1.200E-02
 28 |  0.534370 |  4.0| -1|           |  2| u|    |           |     (4)-  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |  10|      0.261|  2.016E-01| | 2.520E-01  2.500E-01
    |           |     |   |           |   |  |   6|      0.360|  6.504E-01| | 7.480E-01  1.500E-01
 29 |  0.549330 |  3.0| -1|           |  1| g|    |           |      (+)  |0|                                                                                                                                                                                                                              0.000000       
    |           |     |   |           |   |  |  21|      0.124|  2.778E-01| | 1.000E+00  2.600E+00
 30 |  0.559976 |  5.0|  1|           |  2| u|    |           |     (5)+  |0|                                                                                                                                                                                                                              0.000000  4    
