  1 |  0.000000 |  4.5| -1| -1.000E+00|  0| u|    |           |     9/2-  |1| =  1.0000E+02 %A                                                                                                                                                                                                             0.000000  0    
  2 |  0.896290 |  3.5| -1|  9.700E-12|  1| u|    |           |     7/2-  |0|                                                                                                                                                                                                                              0.000000  0    
    |           |     |   |           |   |  |   1|      0.896|  9.795E-01| | 1.000E+00  2.090E-02
  3 |  1.608580 |  6.5|  1|  2.700E-10|  1| u|    |           |    13/2+  |0|                                                                                                                                                                                                                              0.000000  0    
    |           |     |   |           |   |  |   1|      1.609|  9.874E-01| | 1.000E+00  1.275E-02
  4 |  2.442860 |  0.5|  1|  1.000E-08|  1| u|    |           |     1/2+  |0|                                                                                                                                                                                                                              0.000000  1    
    |           |     |   |           |   |  |   2|      1.547|  9.933E-01| | 1.000E+00  6.700E-03
  5 |  2.492820 |  1.5|  1|  3.100E-11|  2| u|    |           |     3/2+  |0|                                                                                                                                                                                                                              0.000000  1 2  
    |           |     |   |           |   |  |   4|      0.050|  0.000E+00| | 0.000E+00  9.000E+01
    |           |     |   |           |   |  |   1|      2.493|  9.972E-01| | 1.000E+00  2.840E-03
  6 |  2.564160 |  4.5|  1|  1.500E-14|  1| u|    |           |   (9/2)+  |0|                                                                                                                                                                                                                              0.000000  2    
    |           |     |   |           |   |  |   1|      2.564|  9.986E-01| | 1.000E+00  1.435E-03
  7 |  2.583070 |  3.5|  1|  2.900E-13|  2| u|    |           |   (7/2)+  |0|                                                                                                                                                                                                                              0.000000  2    
    |           |     |   |           |   |  |   2|      1.687|  6.929E-01| | 6.939E-01  1.460E-03
    |           |     |   |           |   |  |   1|      2.583|  3.056E-01| | 3.061E-01  1.560E-03
  8 |  2.599900 |  5.5|  1|  4.300E-14|  2| u|    |           |    11/2+  |0|                                                                                                                                                                                                                              0.000000  2    
    |           |     |   |           |   |  |   3|      0.991|  4.298E-02| | 4.354E-02  1.300E-02
    |           |     |   |           |   |  |   1|      2.600|  9.551E-01| | 9.565E-01  1.449E-03
  9 |  2.600920 |  6.5|  1|  3.400E-13|  2| u|    |           |    13/2+  |0|                                                                                                                                                                                                                              0.000000  2    
    |           |     |   |           |   |  |   3|      0.992|  9.684E-01| | 9.874E-01  1.960E-02
    |           |     |   |           |   |  |   1|      2.601|  1.259E-02| | 1.264E-02  3.680E-03
 10 |  2.617310 |  2.5|  1|  2.000E-12|  3| u|    |           |     5/2+  |0|                                                                                                                                                                                                                              0.000000  2    
    |           |     |   |           |   |  |   5|      0.124|  2.796E-02| | 1.426E-01  4.100E+00
    |           |     |   |           |   |  |   2|      1.721|  5.591E-01| | 5.599E-01  1.450E-03
    |           |     |   |           |   |  |   1|      2.617|  2.963E-01| | 2.975E-01  3.870E-03
 11 |  2.741050 |  7.5|  1|  7.100E-12|  3| u|    |           |    15/2+  |0|                                                                                                                                                                                                                              0.000000  2    
    |           |     |   |           |   |  |   9|      0.140|  5.480E-02| | 2.707E-01  3.940E+00
    |           |     |   |           |   |  |   3|      1.132|  2.926E-01| | 2.967E-01  1.394E-02
    |           |     |   |           |   |  |   1|      2.741|  4.315E-01| | 4.326E-01  2.490E-03
 12 |  2.766610 |  1.5|  1|           |  4| u|    |           |   3/2(+)  |0|                                                                                                                                                                                                                              0.000000  3    
    |           |     |   |           |   |  |  10|      0.149|  3.567E-02| | 1.177E-01  2.300E+00
    |           |     |   |           |   |  |   5|      0.274|  1.655E-01| | 2.283E-01  3.800E-01
    |           |     |   |           |   |  |   4|      0.324|  4.954E-01| | 6.143E-01  2.400E-01
    |           |     |   |           |   |  |   1|      2.767|  3.963E-02| | 3.973E-02  2.460E-03
 13 |  2.826190 |  2.5| -1|  3.900E-14|  2| u|    |           |     5/2-  |0|                                                                                                                                                                                                                              0.000000  0    
    |           |     |   |           |   |  |   2|      1.930|  3.001E-01| | 3.010E-01  3.100E-03
    |           |     |   |           |   |  |   1|      2.826|  6.978E-01| | 6.990E-01  1.710E-03
 14 |  2.845140 |  0.5|  1|           |  2| u|    |           |     1/2+  |0|                                                                                                                                                                                                                              0.000000  3    
    |           |     |   |           |   |  |  12|      0.079|  5.072E-02| | 6.593E-01  1.200E+01
