id,mt_strategy,normalizer,max_depth,mss,msl,train_mae,train_mse,train_evs,train_mae_m,train_r2,val_mae,val_mse,val_evs,val_mae_m,val_r2,test_mae,test_mse,test_evs,test_mae_m,test_r2,model_path,training_time,scaler_path,mslmt_strategy
19,one_hot,standard,60,15,7.0,0.09481468471051714,0.03824601370170756,0.9485289416536312,0.0361803809858966,0.9485289416536312,0.11958114170007322,0.05850156495300943,0.9216963760190124,0.04682805473996221,0.9216963114797296,0.1194194300803796,0.05861457936165939,0.9216651358805096,0.04679956019751549,0.9216651355267904,E:\ML_Models_EXFOR\DT_B0\DT60_MSS15_MSL7_standard_one_hot_B0_v5\DT60_MSS15_MSL7_standard_one_hot_B0_v5.joblib,30.923227071762085,E:\ML_Models_EXFOR\DT_B0\DT60_MSS15_MSL7_standard_one_hot_B0_v5\scaler.pkl,
20,one_hot,standard,60,15,10.0,0.1006768387787801,0.04231451347860271,0.942740082457715,0.03931589814161707,0.942740082457715,0.1201808472382181,0.0583381234472006,0.9213129777954124,0.047887407156541266,0.9213129236516332,0.12003877747816888,0.0591342826880087,0.9204282959777648,0.04753213293323855,0.9204282953568452,E:\ML_Models_EXFOR\DT_B0\DT60_MSS15_MSL10_standard_one_hot_B0_v5\DT60_MSS15_MSL10_standard_one_hot_B0_v5.joblib,31.01676750183105,E:\ML_Models_EXFOR\DT_B0\DT60_MSS15_MSL10_standard_one_hot_B0_v5\scaler.pkl,
21,one_hot,standard,70,2,1.0,0.02688005936363649,0.01141849677935837,0.9851685902654188,0.0,0.9851685902654188,0.13572304270328164,0.08201542290327415,0.8942726318234393,0.04798515146255693,0.8942725050934124,0.13491263194973874,0.0804063121336548,0.8966758386409862,0.04784585518049839,0.8966754245746379,E:\ML_Models_EXFOR\DT_B0\DT70_MSS2_MSL1_standard_one_hot_B0_v5\DT70_MSS2_MSL1_standard_one_hot_B0_v5.joblib,33.05042767524719,E:\ML_Models_EXFOR\DT_B0\DT70_MSS2_MSL1_standard_one_hot_B0_v5\scaler.pkl,
26,one_hot,standard,70,5,1.0,0.05276034424615175,0.017080799614964958,0.9776494806857102,0.014104488793628134,0.9776494806857102,0.1311556751014079,0.07559915353951559,0.9017457237226436,0.04700375041301963,0.9017456193880954,0.13028135369019225,0.07450840040092965,0.9034578682270448,0.046878923320492136,0.903457698425698,E:\ML_Models_EXFOR\DT_B0\DT70_MSS5_MSL1_standard_one_hot_B0_v5\DT70_MSS5_MSL1_standard_one_hot_B0_v5.joblib,31.879172563552856,E:\ML_Models_EXFOR\DT_B0\DT70_MSS5_MSL1_standard_one_hot_B0_v5\scaler.pkl,
27,one_hot,standard,70,5,3.0,0.0778041361491347,0.028330001494743764,0.9623758886454828,0.02663095070586309,0.9623758886454828,0.1234901081944234,0.06342999064795955,0.9160826673716612,0.04638988652012055,0.9160823171816442,0.12294192650897146,0.06301414818260817,0.9169761514821968,0.04623353879677913,0.9169760022140452,E:\ML_Models_EXFOR\DT_B0\DT70_MSS5_MSL3_standard_one_hot_B0_v5\DT70_MSS5_MSL3_standard_one_hot_B0_v5.joblib,32.22361850738525,E:\ML_Models_EXFOR\DT_B0\DT70_MSS5_MSL3_standard_one_hot_B0_v5\scaler.pkl,
31,one_hot,standard,70,10,1.0,0.07067703926562484,0.02402951195413124,0.9682684519906049,0.024248240442542143,0.9682684519906049,0.12569660356428256,0.06822558746605391,0.9104004604279008,0.04620517653463961,0.9104003423985286,0.12488710767183885,0.06753210195231929,0.9117257647358724,0.0459971082191995,0.9117252724021592,E:\ML_Models_EXFOR\DT_B0\DT70_MSS10_MSL1_standard_one_hot_B0_v5\DT70_MSS10_MSL1_standard_one_hot_B0_v5.joblib,30.760912656784054,E:\ML_Models_EXFOR\DT_B0\DT70_MSS10_MSL1_standard_one_hot_B0_v5\scaler.pkl,
32,one_hot,standard,70,10,3.0,0.08253238778327282,0.030567357761059587,0.9592835487883916,0.02957165678266005,0.9592835487883916,0.12237184334565905,0.06204504164446504,0.9177231703832394,0.04635788662938811,0.9177230414118708,0.1217163808325344,0.06158201630607176,0.9185471185518166,0.04608443132883838,0.9185470478297156,E:\ML_Models_EXFOR\DT_B0\DT70_MSS10_MSL3_standard_one_hot_B0_v5\DT70_MSS10_MSL3_standard_one_hot_B0_v5.joblib,30.92394113540649,E:\ML_Models_EXFOR\DT_B0\DT70_MSS10_MSL3_standard_one_hot_B0_v5\scaler.pkl,
33,one_hot,standard,70,10,5.0,0.08841148910732723,0.03421042417107767,0.9542086879664656,0.03259493198255603,0.9542086879664656,0.11991866201200922,0.059161244454155285,0.9212074633387158,0.04634964231125517,0.9212074591498008,0.11982898100453546,0.05948123888746055,0.9209874864045048,0.04600106879491067,0.920987365607573,E:\ML_Models_EXFOR\DT_B0\DT70_MSS10_MSL5_standard_one_hot_B0_v5\DT70_MSS10_MSL5_standard_one_hot_B0_v5.joblib,31.49269437789917,E:\ML_Models_EXFOR\DT_B0\DT70_MSS10_MSL5_standard_one_hot_B0_v5\scaler.pkl,
34,one_hot,standard,70,10,7.0,0.09443580012669013,0.03803635800001278,0.9488255329505858,0.035961863780045934,0.9488255329505858,0.11952592270467638,0.05881391991514201,0.9213030037800788,0.04680256996811138,0.9213029727433644,0.11941447266740465,0.058710588445990114,0.9215597722139012,0.0466808223491782,0.9215597643408321,E:\ML_Models_EXFOR\DT_B0\DT70_MSS10_MSL7_standard_one_hot_B0_v5\DT70_MSS10_MSL7_standard_one_hot_B0_v5.joblib,32.424504041671746,E:\ML_Models_EXFOR\DT_B0\DT70_MSS10_MSL7_standard_one_hot_B0_v5\scaler.pkl,
36,one_hot,standard,70,15,1.0,0.08003092765019172,0.028468773541200143,0.9621846208956708,0.02930701616311948,0.9621846208956708,0.12325822208731,0.06483948096598431,0.9143086623962648,0.046288589367593065,0.9143083346009788,0.12273790356177773,0.06400973574462762,0.9156869668515052,0.046094118838596265,0.9156868281081336,E:\ML_Models_EXFOR\DT_B0\DT70_MSS15_MSL1_standard_one_hot_B0_v5\DT70_MSS15_MSL1_standard_one_hot_B0_v5.joblib,31.995354175567627,E:\ML_Models_EXFOR\DT_B0\DT70_MSS15_MSL1_standard_one_hot_B0_v5\scaler.pkl,
37,one_hot,standard,70,15,3.0,0.08812256403215057,0.03336695257950737,0.9553880579621168,0.032894082555009814,0.9553880579621168,0.121308661157988,0.06034662997721535,0.9197052694934352,0.04660810222541323,0.9197052599364712,0.12091339142486435,0.06027365869281539,0.9199294485897505,0.04643306392139512,0.9199293142295468,E:\ML_Models_EXFOR\DT_B0\DT70_MSS15_MSL3_standard_one_hot_B0_v5\DT70_MSS15_MSL3_standard_one_hot_B0_v5.joblib,31.41521644592285,E:\ML_Models_EXFOR\DT_B0\DT70_MSS15_MSL3_standard_one_hot_B0_v5\scaler.pkl,
38,one_hot,standard,70,15,5.0,0.09159317608238413,0.03582132001188318,0.9519488642536664,0.034581977962828137,0.9519488642536664,0.1197534801598192,0.058419934108204036,0.9220661159794322,0.04676506606414135,0.9220660657043748,0.1197289919954736,0.058742188124020725,0.921726255269734,0.04648851951362186,0.9217262547324084,E:\ML_Models_EXFOR\DT_B0\DT70_MSS15_MSL5_standard_one_hot_B0_v5\DT70_MSS15_MSL5_standard_one_hot_B0_v5.joblib,30.273802757263184,E:\ML_Models_EXFOR\DT_B0\DT70_MSS15_MSL5_standard_one_hot_B0_v5\scaler.pkl,
39,one_hot,standard,70,15,7.0,0.09476993686921037,0.038211726276335116,0.9485774581109596,0.036169821343527975,0.9485774581109596,0.11958451268999593,0.05851356794257145,0.9216928675690312,0.046833296798720565,0.9216927960068728,0.11940849073340715,0.05861099076336195,0.921671940595186,0.04679956019751549,0.9216719398361859,E:\ML_Models_EXFOR\DT_B0\DT70_MSS15_MSL7_standard_one_hot_B0_v5\DT70_MSS15_MSL7_standard_one_hot_B0_v5.joblib,30.12399506568909,E:\ML_Models_EXFOR\DT_B0\DT70_MSS15_MSL7_standard_one_hot_B0_v5\scaler.pkl,
40,one_hot,standard,70,15,10.0,0.10063241436429587,0.04228349525380653,0.9427844578131458,0.039304107898438745,0.9427844578131458,0.12017948657387642,0.05857316135658128,0.9210034823565448,0.04788994516500583,0.9210034101044936,0.12005318107485236,0.05912470709899665,0.9204441968226558,0.04753324467472714,0.9204441937940973,E:\ML_Models_EXFOR\DT_B0\DT70_MSS15_MSL10_standard_one_hot_B0_v5\DT70_MSS15_MSL10_standard_one_hot_B0_v5.joblib,31.701488733291626,E:\ML_Models_EXFOR\DT_B0\DT70_MSS15_MSL10_standard_one_hot_B0_v5\scaler.pkl,
41,one_hot,standard,80,2,1.0,0.026618472558198502,0.011250418407595079,0.985390095721881,0.0,0.985390095721881,0.13571676790520895,0.08171176146948697,0.8947125655392664,0.047939132876670426,0.8947123351139863,0.1348774911393231,0.0803564200677344,0.8967428954866965,0.047805231968487794,0.8967423657926039,E:\ML_Models_EXFOR\DT_B0\DT80_MSS2_MSL1_standard_one_hot_B0_v5\DT80_MSS2_MSL1_standard_one_hot_B0_v5.joblib,33.649552583694465,E:\ML_Models_EXFOR\DT_B0\DT80_MSS2_MSL1_standard_one_hot_B0_v5\scaler.pkl,
46,one_hot,standard,80,5,1.0,0.05254993320408075,0.016933738549762278,0.9778461757154238,0.014068767656674865,0.9778461757154238,0.13116026976453035,0.07564833292951377,0.9017217143811626,0.04696890631608108,0.9017215242895592,0.13032504942206596,0.07466936555595782,0.9032773634934518,0.04684570214309758,0.9032770858623462,E:\ML_Models_EXFOR\DT_B0\DT80_MSS5_MSL1_standard_one_hot_B0_v5\DT80_MSS5_MSL1_standard_one_hot_B0_v5.joblib,32.42127656936645,E:\ML_Models_EXFOR\DT_B0\DT80_MSS5_MSL1_standard_one_hot_B0_v5\scaler.pkl,
47,one_hot,standard,80,5,3.0,0.07775883473867698,0.028279949257756426,0.9624448577096336,0.02662436238859633,0.9624448577096336,0.12345570127695504,0.06339936577111671,0.9161336162776936,0.046378982716689936,0.916133278834173,0.12289008788357753,0.06289517111061896,0.9171284200425546,0.0462272900935371,0.9171282709369396,E:\ML_Models_EXFOR\DT_B0\DT80_MSS5_MSL3_standard_one_hot_B0_v5\DT80_MSS5_MSL3_standard_one_hot_B0_v5.joblib,31.691753387451172,E:\ML_Models_EXFOR\DT_B0\DT80_MSS5_MSL3_standard_one_hot_B0_v5\scaler.pkl,
51,one_hot,standard,80,10,1.0,0.0705135321687818,0.02390997180343431,0.9684312909312024,0.024204592937249247,0.9684312909312024,0.12566005564459576,0.06817454241857941,0.910484321011826,0.04617281940133233,0.9104841157981294,0.12489505506070865,0.06748711315411833,0.9117799806187356,0.04597734526083092,0.9117794297463038,E:\ML_Models_EXFOR\DT_B0\DT80_MSS10_MSL1_standard_one_hot_B0_v5\DT80_MSS10_MSL1_standard_one_hot_B0_v5.joblib,31.07699275016785,E:\ML_Models_EXFOR\DT_B0\DT80_MSS10_MSL1_standard_one_hot_B0_v5\scaler.pkl,
52,one_hot,standard,80,10,3.0,0.08249271737643636,0.030522514704729706,0.9593457091743718,0.029566495368693824,0.9593457091743718,0.12231661899373515,0.0619474096941488,0.9178733174540528,0.046351257099348515,0.9178732393461329,0.1217202969065025,0.0615938154226446,0.9185259860334836,0.0460828451997245,0.9185259173165359,E:\ML_Models_EXFOR\DT_B0\DT80_MSS10_MSL3_standard_one_hot_B0_v5\DT80_MSS10_MSL3_standard_one_hot_B0_v5.joblib,31.93792843818665,E:\ML_Models_EXFOR\DT_B0\DT80_MSS10_MSL3_standard_one_hot_B0_v5\scaler.pkl,
53,one_hot,standard,80,10,5.0,0.08838047480821322,0.03416975353267168,0.9542656161079556,0.032594462315070016,0.9542656161079556,0.11988463474086693,0.05907180029142621,0.9213427230153166,0.04634508974504403,0.9213427230105068,0.11980560997494427,0.05942782642782163,0.92104596380252,0.046000314202656434,0.9210458352396598,E:\ML_Models_EXFOR\DT_B0\DT80_MSS10_MSL5_standard_one_hot_B0_v5\DT80_MSS10_MSL5_standard_one_hot_B0_v5.joblib,30.205968379974365,E:\ML_Models_EXFOR\DT_B0\DT80_MSS10_MSL5_standard_one_hot_B0_v5\scaler.pkl,
54,one_hot,standard,80,10,7.0,0.0944181926683322,0.03801946364521274,0.94884942541483,0.035960290082656415,0.94884942541483,0.11952976933491245,0.0588066082558122,0.9213263153068748,0.046803911482314386,0.9213262748154588,0.11941729061589658,0.058784819308859614,0.921476926388568,0.04668017107358508,0.9214769189589174,E:\ML_Models_EXFOR\DT_B0\DT80_MSS10_MSL7_standard_one_hot_B0_v5\DT80_MSS10_MSL7_standard_one_hot_B0_v5.joblib,30.39183282852173,E:\ML_Models_EXFOR\DT_B0\DT80_MSS10_MSL7_standard_one_hot_B0_v5\scaler.pkl,
56,one_hot,standard,80,15,1.0,0.07989672757817336,0.028370661792588774,0.9623198543757252,0.02926822053541948,0.9623198543757252,0.12321094113937793,0.0643866161909959,0.9149583013059258,0.04627159592033789,0.9149577961808136,0.12276761876445715,0.064155728609672,0.9155096381959512,0.04607945171310618,0.915509450530412,E:\ML_Models_EXFOR\DT_B0\DT80_MSS15_MSL1_standard_one_hot_B0_v5\DT80_MSS15_MSL1_standard_one_hot_B0_v5.joblib,31.56637787818909,E:\ML_Models_EXFOR\DT_B0\DT80_MSS15_MSL1_standard_one_hot_B0_v5\scaler.pkl,
57,one_hot,standard,80,15,3.0,0.08809017584863749,0.033329698319159384,0.955440086771228,0.03288992386881087,0.955440086771228,0.12125617895406572,0.0602651432557996,0.919821356115008,0.046604190049583605,0.9198213350638886,0.12086760696436395,0.06007792661708345,0.920185526984702,0.04643306392139512,0.92018538782869,E:\ML_Models_EXFOR\DT_B0\DT80_MSS15_MSL3_standard_one_hot_B0_v5\DT80_MSS15_MSL3_standard_one_hot_B0_v5.joblib,31.09101939201355,E:\ML_Models_EXFOR\DT_B0\DT80_MSS15_MSL3_standard_one_hot_B0_v5\scaler.pkl,
58,one_hot,standard,80,15,5.0,0.0915649964144809,0.0357844259661726,0.9520007298449548,0.034581457070622816,0.9520007298449548,0.11973407175096358,0.058392162382149726,0.9221101571060776,0.04676158694435642,0.9221101185604776,0.11972035612448828,0.058836418926961176,0.9216196547239224,0.04648461277464183,0.9216196542135204,E:\ML_Models_EXFOR\DT_B0\DT80_MSS15_MSL5_standard_one_hot_B0_v5\DT80_MSS15_MSL5_standard_one_hot_B0_v5.joblib,30.66289067268372,E:\ML_Models_EXFOR\DT_B0\DT80_MSS15_MSL5_standard_one_hot_B0_v5\scaler.pkl,
59,one_hot,standard,80,15,7.0,0.09475239082683602,0.03819485762820412,0.9486013254821244,0.03616785390633104,0.9486013254821244,0.11959144201384725,0.058531636574411024,0.9216654357976856,0.046831999607788,0.921665363669578,0.11942454912264702,0.058705632768708674,0.9215537310882028,0.04680516648139549,0.9215537302961944,E:\ML_Models_EXFOR\DT_B0\DT80_MSS15_MSL7_standard_one_hot_B0_v5\DT80_MSS15_MSL7_standard_one_hot_B0_v5.joblib,30.12278175354004,E:\ML_Models_EXFOR\DT_B0\DT80_MSS15_MSL7_standard_one_hot_B0_v5\scaler.pkl,
60,one_hot,standard,80,15,10.0,0.10062496660884188,0.042277943964902816,0.9427923992163072,0.03930275220556578,0.9427923992163072,0.12015510502201733,0.0583090092526453,0.9213662905724916,0.04788888539132918,0.9213662146456888,0.12005012545318185,0.059162302353855785,0.9203972659086456,0.04753213293323855,0.9203972651104916,E:\ML_Models_EXFOR\DT_B0\DT80_MSS15_MSL10_standard_one_hot_B0_v5\DT80_MSS15_MSL10_standard_one_hot_B0_v5.joblib,30.401835203170773,E:\ML_Models_EXFOR\DT_B0\DT80_MSS15_MSL10_standard_one_hot_B0_v5\scaler.pkl,
61,one_hot,standard,90,2,1.0,0.02645961580727109,0.011140425576398204,0.9855349996455188,0.0,0.9855349996455188,0.13560395468815795,0.08154408718075687,0.8949759451299479,0.04785346612884667,0.8949755825868818,0.1348834929527752,0.08050095651699328,0.8966018267767726,0.04775916974864869,0.8966012119804839,E:\ML_Models_EXFOR\DT_B0\DT90_MSS2_MSL1_standard_one_hot_B0_v5\DT90_MSS2_MSL1_standard_one_hot_B0_v5.joblib,33.575556993484504,E:\ML_Models_EXFOR\DT_B0\DT90_MSS2_MSL1_standard_one_hot_B0_v5\scaler.pkl,
66,one_hot,standard,90,5,1.0,0.052417653664510164,0.01683528329401408,0.9779778179007268,0.014050075769553194,0.9779778179007268,0.13109019038517028,0.07551116381003838,0.9019482367295372,0.04694453372895024,0.9019479955689484,0.13030545406641314,0.0745725353616821,0.903385009322292,0.046825847211564665,0.9033847726500696,E:\ML_Models_EXFOR\DT_B0\DT90_MSS5_MSL1_standard_one_hot_B0_v5\DT90_MSS5_MSL1_standard_one_hot_B0_v5.joblib,32.094208478927605,E:\ML_Models_EXFOR\DT_B0\DT90_MSS5_MSL1_standard_one_hot_B0_v5\scaler.pkl,
67,one_hot,standard,90,5,3.0,0.0777303168496725,0.02824374016809528,0.9624947460086872,0.026622322283915482,0.9624947460086872,0.12343714187791772,0.06337943995233733,0.9161676981617988,0.04638205039281401,0.9161673650929252,0.12292333577143115,0.06308567937687581,0.9168928244399008,0.0462286510797606,0.9168926875757584,E:\ML_Models_EXFOR\DT_B0\DT90_MSS5_MSL3_standard_one_hot_B0_v5\DT90_MSS5_MSL3_standard_one_hot_B0_v5.joblib,31.745307207107547,E:\ML_Models_EXFOR\DT_B0\DT90_MSS5_MSL3_standard_one_hot_B0_v5\scaler.pkl,
71,one_hot,standard,90,10,1.0,0.0704072298602778,0.0238264009346322,0.9685451015851042,0.024178925137019247,0.9685451015851042,0.12566271691902695,0.06824239340915428,0.9104172452512193,0.046151223337284,0.9104170143507035,0.12488822491023173,0.06765212393959888,0.9115894251550514,0.045949581123550735,0.9115888731980759,E:\ML_Models_EXFOR\DT_B0\DT90_MSS10_MSL1_standard_one_hot_B0_v5\DT90_MSS10_MSL1_standard_one_hot_B0_v5.joblib,32.31249713897705,E:\ML_Models_EXFOR\DT_B0\DT90_MSS10_MSL1_standard_one_hot_B0_v5\scaler.pkl,
72,one_hot,standard,90,10,3.0,0.08246653190596345,0.030488727460796526,0.959392539349353,0.02956460466456257,0.959392539349353,0.12232123802490108,0.061983121232296365,0.9178348855976092,0.04635151940240068,0.91783480134401,0.1216758944191162,0.06152244787146233,0.9186249477718064,0.04607447842859225,0.918624888129932,E:\ML_Models_EXFOR\DT_B0\DT90_MSS10_MSL3_standard_one_hot_B0_v5\DT90_MSS10_MSL3_standard_one_hot_B0_v5.joblib,31.29303216934204,E:\ML_Models_EXFOR\DT_B0\DT90_MSS10_MSL3_standard_one_hot_B0_v5\scaler.pkl,
73,one_hot,standard,90,10,5.0,0.08835752414559092,0.03414004566829198,0.9543071953471982,0.03259342664512355,0.9543071953471982,0.11989583706865245,0.05911572731563588,0.9212838436948696,0.046340766798865764,0.9212838432800844,0.11978140445132344,0.059356502606687976,0.9211390213563346,0.04600278870191235,0.9211389196210542,E:\ML_Models_EXFOR\DT_B0\DT90_MSS10_MSL5_standard_one_hot_B0_v5\DT90_MSS10_MSL5_standard_one_hot_B0_v5.joblib,30.846089839935303,E:\ML_Models_EXFOR\DT_B0\DT90_MSS10_MSL5_standard_one_hot_B0_v5\scaler.pkl,
74,one_hot,standard,90,10,7.0,0.0944025680902498,0.03800373271540152,0.9488716715547679,0.03595986615454272,0.9488716715547679,0.11951149501225768,0.05853377444319183,0.9217016637394938,0.04680511817932653,0.9217016119186784,0.11941956785935715,0.05880409676547545,0.921449333577938,0.046678573102591735,0.9214493203495224,E:\ML_Models_EXFOR\DT_B0\DT90_MSS10_MSL7_standard_one_hot_B0_v5\DT90_MSS10_MSL7_standard_one_hot_B0_v5.joblib,31.010152339935303,E:\ML_Models_EXFOR\DT_B0\DT90_MSS10_MSL7_standard_one_hot_B0_v5\scaler.pkl,
76,one_hot,standard,90,15,1.0,0.07980353765877736,0.028297685741604045,0.9624204189179112,0.02924197005503432,0.9624204189179112,0.12323767283945232,0.06481823618336728,0.9144083692327502,0.046253303665282734,0.9144078528134906,0.12277056149556012,0.06408940696662896,0.915575917934522,0.04605278346049635,0.9155757757589964,E:\ML_Models_EXFOR\DT_B0\DT90_MSS15_MSL1_standard_one_hot_B0_v5\DT90_MSS15_MSL1_standard_one_hot_B0_v5.joblib,32.053654432296746,E:\ML_Models_EXFOR\DT_B0\DT90_MSS15_MSL1_standard_one_hot_B0_v5\scaler.pkl,
77,one_hot,standard,90,15,3.0,0.08806734765251521,0.03330093399770278,0.9554802550979964,0.03288778777170931,0.9554802550979964,0.12126636864891625,0.060296873342576524,0.919794933678558,0.0466035978817115,0.9197949084946808,0.12086378467716495,0.06007777777144314,0.9201774495650896,0.04642837532623248,0.9201772831284442,E:\ML_Models_EXFOR\DT_B0\DT90_MSS15_MSL3_standard_one_hot_B0_v5\DT90_MSS15_MSL3_standard_one_hot_B0_v5.joblib,30.572041273117065,E:\ML_Models_EXFOR\DT_B0\DT90_MSS15_MSL3_standard_one_hot_B0_v5\scaler.pkl,
78,one_hot,standard,90,15,5.0,0.09154354494458904,0.035757347643197164,0.9520387932423534,0.03458058043676858,0.9520387932423534,0.11977360797143262,0.058766296665466636,0.9216148401866694,0.04676653148712195,0.9216148007837124,0.11974565334778738,0.05891320582411005,0.9215152817130784,0.04648851951362186,0.9215152810583792,E:\ML_Models_EXFOR\DT_B0\DT90_MSS15_MSL5_standard_one_hot_B0_v5\DT90_MSS15_MSL5_standard_one_hot_B0_v5.joblib,31.25493860244751,E:\ML_Models_EXFOR\DT_B0\DT90_MSS15_MSL5_standard_one_hot_B0_v5\scaler.pkl,
