id,max_depth,mss,msl,train_mae,train_mse,train_evs,train_mae_m,train_r2,test_mae,test_mse,test_evs,test_mae_m,test_r2,model_path,training_time
12,40,2,1,0.03181634848449332,0.013925593221325838,0.98187767761812,0.0,0.98187767761812,0.13512640061657677,0.08099856559879057,0.8944097276510842,0.04833330826740734,0.8944095820049723,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md40_mss2_msl1.joblib,38.986823081970215
13,40,5,1,0.056175845041432734,0.01924486496578714,0.9747807713781032,0.0151453099033379,0.9747807713781032,0.13025773247802416,0.07415507268530411,0.9023880458286418,0.047272875381821344,0.9023880420568094,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md40_mss5_msl1.joblib,37.322532415390015
14,40,5,3,0.0794015666843711,0.02961277620632504,0.960659755375633,0.02725377927912037,0.960659755375633,0.12328256038481397,0.06347041374176382,0.91499050446446,0.04632904624352863,0.9149902606232614,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md40_mss5_msl3.joblib,35.676244497299194
15,40,10,1,0.07313165662703802,0.025746452413182967,0.9659709095763895,0.025131378051405168,0.9659709095763895,0.12514299865294096,0.0678096177434044,0.9098268448051741,0.046371729300336506,0.9098268104238564,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md40_mss10_msl1.joblib,37.38004231452942
16,40,10,3,0.08398982974384361,0.03174906353953073,0.9577016772776007,0.030181298914263688,0.9577016772776007,0.12217273475433062,0.0619667053085813,0.9167182386087398,0.04649553805832973,0.9167181717754314,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md40_mss10_msl3.joblib,36.54589605331421
17,40,10,5,0.08947174065007309,0.03512171852246279,0.9529971933610853,0.03307414902702721,0.9529971933610853,0.12024145287850836,0.05945762441955002,0.9197172419158561,0.046569109083165916,0.9197171435681973,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md40_mss10_msl5.joblib,36.48738622665405
18,40,10,7,0.09524476901230886,0.038686859035930374,0.9479778190754645,0.0363398166915096,0.9479778190754645,0.11964618450056481,0.0583665312740721,0.9208463165872369,0.04702097972449626,0.9208462591840121,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md40_mss10_msl7.joblib,36.5754017829895
19,40,15,1,0.08206851810774204,0.029954183943957574,0.9601881420616242,0.03013055907030865,0.9601881420616242,0.12307055004517056,0.06436823316265008,0.9138725109721884,0.046561332201195654,0.9138724584400862,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md40_mss15_msl1.joblib,36.52539134025574
20,40,15,3,0.08936924713121358,0.03441339566869067,0.9539887457038548,0.03344737825698735,0.9539887457038548,0.12128545961332896,0.060224865392301805,0.9187459909973312,0.04686225270691019,0.9187459653950056,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md40_mss15_msl3.joblib,36.24936604499817
21,40,15,5,0.09256626744228963,0.03665414600261139,0.9508455643776339,0.03505719876035662,0.9508455643776339,0.12010959757293535,0.05876524178227539,0.9204622851731686,0.04704670700977531,0.9204622363281141,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md40_mss15_msl5.joblib,36.03380608558655
22,40,15,7,0.09556857497383675,0.03885506075672183,0.9477398181447327,0.03654026085529788,0.9477398181447327,0.11970389992742135,0.05836398171439865,0.9208316383357814,0.04710237312867416,0.9208316024926103,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md40_mss15_msl7.joblib,34.61605763435364
23,40,15,10,0.10122078168228796,0.04269355508711497,0.9422790298198764,0.03964414091511914,0.9422790298198764,0.12027787858369458,0.05848265894340419,0.9201858254175495,0.04796072109987877,0.9201857069198274,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md40_mss15_msl10.joblib,35.40019655227661
24,60,2,1,0.02713563938852007,0.011633813788124295,0.9849051458236516,0.0,0.9849051458236516,0.13529224675442061,0.08166284904969569,0.8938387352979377,0.0477164436971359,0.8938381658832873,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md60_mss2_msl1.joblib,39.792465686798096
25,60,5,1,0.05291867513494881,0.01727215402663844,0.9774242504263517,0.014166575689043781,0.9774242504263517,0.1303004602473662,0.07456295829365465,0.902071392327833,0.0467211062736429,0.9020713080939333,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md60_mss5_msl1.joblib,38.507739543914795
26,60,5,3,0.07791422622494597,0.028481421235318733,0.9622195316633178,0.026623929856318673,0.9622195316633178,0.122860742577956,0.06314206161329929,0.9155665243842451,0.04590829679040942,0.915566227582648,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md60_mss5_msl3.joblib,36.70492458343506
27,60,10,1,0.07078471251597072,0.024142458045843716,0.9681584133493057,0.024262671564867944,0.9681584133493057,0.12502203511672108,0.06795456033753328,0.9098157164773951,0.0458474748417661,0.9098155792757936,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md60_mss10_msl1.joblib,37.600581407547
28,60,10,3,0.08265576433027158,0.030691278211955303,0.9591684749188473,0.02960655266275658,0.9591684749188473,0.12175078651602668,0.06161236319280218,0.9173149067887293,0.046083485853958495,0.9173148177674257,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md60_mss10_msl3.joblib,42.75698375701904
29,60,10,5,0.08841040964070437,0.034232615403232865,0.9542415118825405,0.03259470531395242,0.9542415118825405,0.11972567507230457,0.058983404333211954,0.920475271115783,0.046182112943925935,0.9204752009806498,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md60_mss10_msl5.joblib,36.59790563583374
30,60,10,7,0.09447365459953604,0.03815650340246665,0.9487275536726364,0.035939171885217835,0.9487275536726364,0.11926704653573994,0.058190644378718966,0.921119068406348,0.04668834078055628,0.9211190083881551,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md60_mss10_msl7.joblib,36.31635618209839
31,60,15,1,0.08016400680630233,0.02858096938437547,0.9620824745076059,0.029346053239049597,0.9620824745076059,0.122835672932345,0.06437558678599023,0.9140022354668416,0.046048376786299805,0.9140020810440407,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md60_mss15_msl1.joblib,36.96651887893677
32,60,15,3,0.08820661599211847,0.03345181466631596,0.9553318223108954,0.032924950350945725,0.9553318223108954,0.1208926593332464,0.059915628170806846,0.9192714673545547,0.04646461534544111,0.9192714293822609,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md60_mss15_msl3.joblib,36.15282869338989
33,60,15,5,0.09158288123349677,0.03580832328727062,0.9520342473542937,0.034615075193742045,0.9520342473542938,0.11961429579329506,0.05829886997708978,0.9211941534952199,0.04671281844154285,0.9211941226334721,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md60_mss15_msl5.joblib,35.41169857978821
34,60,15,7,0.09480378625772251,0.03832791965797655,0.9484853488415239,0.036132765413011636,0.9484853488415239,0.1193226878961838,0.05818841744670169,0.9211051190469096,0.046764026489166555,0.9211050818183657,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md60_mss15_msl7.joblib,36.208338022232056
35,60,15,10,0.10069591735960226,0.04242445564152119,0.9426637077269511,0.03928752722051121,0.9426637077269511,0.11995285487616136,0.058342928579946454,0.920405922228369,0.047659937880254244,0.9204058148067683,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md60_mss15_msl10.joblib,36.378867387771606
36,80,2,1,0.026414350996398578,0.011142600369780736,0.9855517030245282,0.0,0.9855517030245282,0.13530537987935073,0.0818560942281642,0.8936288412802947,0.047570831324143414,0.8936280268728901,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md80_mss2_msl1.joblib,40.66111779212952
37,80,5,1,0.05235131768093302,0.01684236928976815,0.977998364582573,0.014079094917593793,0.977998364582573,0.1303824763502493,0.07481404873697994,0.9017828439932469,0.04662282753631497,0.9017827195370899,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md80_mss5_msl1.joblib,38.35221338272095
38,80,5,3,0.07776409853981678,0.02828525936209853,0.9624894999690486,0.026601811328504754,0.9624894999690486,0.1228345582105388,0.06315852193333042,0.9155736910953455,0.04590438965030444,0.9155734156431432,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md80_mss5_msl3.joblib,36.153828382492065
39,80,10,1,0.0703403944653216,0.023785336079207055,0.9686441918589536,0.024161715579601777,0.9686441918589536,0.1250584660410364,0.0681274420611745,0.9096126286441631,0.04576783285306474,0.9096124516761044,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md80_mss10_msl1.joblib,35.174654960632324
40,80,10,3,0.08251864295949274,0.030505703605335055,0.9594253798279381,0.029588026052218955,0.9594253798279381,0.12172784634646162,0.06162202895756626,0.9173256766777764,0.04607756256798701,0.9173255949090633,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md80_mss10_msl3.joblib,36.00830388069153
41,80,10,5,0.08834683877140677,0.034130630949346284,0.9543840522122314,0.032590432630576927,0.9543840522122314,0.11969522375782582,0.05897082755507555,0.9205039442948701,0.04618519916364594,0.9205038849364171,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md80_mss10_msl5.joblib,35.40319561958313
42,79,10,7,0.09442247162141801,0.03806042337364695,0.9488632624097552,0.03593747986515994,0.9488632624097552,0.11925132723775887,0.058170949415343766,0.9211659346773855,0.046686819406135394,0.9211658823913669,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md80_mss10_msl7.joblib,35.48071026802063
43,80,15,1,0.0797949388552171,0.02827931804664531,0.9624976745289155,0.029246931915369145,0.9624976745289155,0.12288248799064036,0.06450827752714725,0.9138560892017948,0.04600440377354298,0.913855881173715,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md80_mss15_msl1.joblib,36.06681227684021
44,80,15,3,0.08809238900178094,0.033292133226003384,0.9555545215680885,0.03290924514013666,0.9555545215680885,0.12088685668391672,0.059935309279564565,0.9192698472772665,0.04646602095564534,0.9192698133794007,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md80_mss15_msl3.joblib,34.284000396728516
45,80,15,5,0.0915232653194021,0.035711150452015866,0.9521706374130408,0.03461112104001984,0.9521706374130408,0.11958409991308752,0.05829092310739847,0.9212160636762284,0.04671376868238086,0.921216034865217,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md80_mss15_msl5.joblib,33.46335577964783
46,79,15,7,0.09475267560536627,0.0382319118191972,0.9486210181152179,0.03613096560611179,0.9486210181152179,0.11930750202060512,0.05815895249683149,0.9211637886021693,0.04676132105974107,0.9211637564559119,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md80_mss15_msl7.joblib,35.43470239639282
47,80,15,10,0.10068332428380945,0.04241375209221299,0.9426790026747052,0.03928621474040345,0.9426790026747052,0.11994483202802558,0.05833424642057268,0.9204156055023555,0.04766009724833431,0.9204154926602055,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md80_mss15_msl10.joblib,35.41169810295105
48,100,2,1,0.026143942791336233,0.010971557894524735,0.9857766435396776,0.0,0.9857766435396776,0.13526971357790757,0.0815287615610385,0.8939361950959277,0.04751003429654435,0.893935410993179,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md100_mss2_msl1.joblib,38.17868232727051
49,100,5,1,0.05213030625315617,0.016693108023316087,0.9781975996673898,0.014045365628528744,0.9781975996673898,0.13039104990038622,0.07489967511330849,0.9016841541717668,0.046563654012500844,0.9016839929480248,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md100_mss5_msl1.joblib,35.6472384929657
50,100,5,3,0.07774933221053061,0.02826952875884347,0.9625111431707478,0.026599691980116025,0.9625111431707478,0.12282152853911045,0.06315267550595004,0.9155846534945568,0.04590466164771745,0.9155843942255729,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md100_mss5_msl3.joblib,36.54039454460144
51,100,10,1,0.07016172027428928,0.02365890552277351,0.9688160606000289,0.024121082083635725,0.9688160606000289,0.1250748861561417,0.06821161780493241,0.9095121530208623,0.04573301214093817,0.9095119435274734,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md100_mss10_msl1.joblib,36.59390473365784
52,100,10,3,0.08250393699061623,0.030490822819595274,0.959445974928351,0.029585915465590473,0.959445974928351,0.12171192546523495,0.061604343198030015,0.9173550052672178,0.04607751730502507,0.9173549270317871,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md100_mss10_msl3.joblib,35.4862117767334
53,100,10,5,0.08834080640856515,0.03412413585611305,0.9543931288750819,0.03258987291808452,0.9543931288750819,0.1197082364084605,0.05899142673843496,0.9204798170875964,0.0461870042222714,0.9204797555261606,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md100_mss10_msl5.joblib,35.071139097213745
54,79,10,7,0.09442247162141801,0.03806042337364695,0.9488632624097552,0.03593747986515994,0.9488632624097552,0.1192532921224402,0.05817636328540422,0.9211596768892204,0.04668765377682038,0.9211596234354308,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md100_mss10_msl7.joblib,34.87760519981384
55,100,15,1,0.07964289150480826,0.028173385016512408,0.9626434044514348,0.029204872184280917,0.9626434044514348,0.12288334379611818,0.06453583498689046,0.9138165050616853,0.04597274072133539,0.913816293579543,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md100_mss15_msl1.joblib,36.06281328201294
56,100,15,3,0.08808057306744799,0.03328061846052038,0.9555705769321169,0.03290826499969357,0.9555705769321169,0.1208751435587459,0.05992769506697308,0.9192810761723864,0.046465534750575355,0.9192810477477178,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md100_mss15_msl3.joblib,35.369691610336304
57,100,15,5,0.09151758901600676,0.03570540312576506,0.9521787031457122,0.03461079613642476,0.9521787031457122,0.11960261948257223,0.05832076745389573,0.9211836585438968,0.04671306988916368,0.921183632664357,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md100_mss15_msl5.joblib,35.59323024749756
58,79,15,7,0.09475267560536627,0.0382319118191972,0.9486210181152179,0.03613096560611179,0.9486210181152179,0.11932271404865302,0.05819019937636957,0.9211231363784818,0.04676270721613307,0.9211230973435667,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md100_mss15_msl7.joblib,34.92261219024658
59,93,15,10,0.10068095894378049,0.0424112390398236,0.9426825936628288,0.039286183834041644,0.9426825936628287,0.1199484884940916,0.05834481668115158,0.9204043266476447,0.04765759198370079,0.9204042132461945,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md100_mss15_msl10.joblib,35.46320605278015
60,120,2,1,0.02603102661805888,0.01090803817367527,0.9858601538740756,0.0,0.9858601538740756,0.13530695037592003,0.08198787546706673,0.8934678986980782,0.04746160458459259,0.8934669287937087,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md120_mss2_msl1.joblib,38.57275080680847
61,120,5,1,0.05203603362139585,0.016637474418454243,0.978271839959308,0.014030881246767657,0.978271839959308,0.13039708580645015,0.07490124409966936,0.9016904441775336,0.046552416618920844,0.9016902776141086,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md120_mss5_msl1.joblib,36.10282015800476
62,120,5,3,0.07773895412318049,0.028260623692591833,0.9625233949480871,0.026599115171939525,0.9625233949480871,0.12282280059041198,0.06315106590479955,0.9155902194103529,0.04590469568711508,0.9155899693590752,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md120_mss5_msl3.joblib,36.326359272003174
63,120,10,1,0.0700812614507224,0.023610855285336206,0.9688813647080311,0.024103828399408944,0.9688813647080311,0.12508266786838657,0.06823118208782782,0.909487299146399,0.045718342687292024,0.9094870936658868,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md120_mss10_msl1.joblib,36.11982226371765
64,120,10,3,0.08249382460429922,0.03048216959387451,0.9594579506719363,0.029585441858870132,0.9594579506719363,0.12171349277732135,0.06161188604277762,0.9173488289565761,0.04607756256798701,0.9173487571356704,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md120_mss10_msl3.joblib,34.92961072921753
65,107,10,5,0.08834014299032274,0.034123450242965786,0.9543940869859876,0.03258982748259398,0.9543940869859876,0.11969883410778348,0.058975037293044145,0.9205022631252324,0.04618661581103847,0.9205022116974603,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md120_mss10_msl5.joblib,33.664891719818115
66,79,10,7,0.09442247162141801,0.03806042337364695,0.9488632624097552,0.03593747986515994,0.9488632624097552,0.11925142094782887,0.05817121157045143,0.9211627782309887,0.046686302170806715,0.9211627248690183,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md120_mss10_msl7.joblib,33.93243885040283
67,120,15,1,0.07957236547940759,0.028131558963464042,0.9627009324323286,0.029184279711186256,0.9627009324323286,0.12289862497571159,0.0645712623007797,0.9137671143514937,0.045958870456133116,0.913766893400077,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md120_mss15_msl1.joblib,34.980122089385986
68,120,15,3,0.08807244985883037,0.03327384189460875,0.9555800254593999,0.03290749358813827,0.9555800254593999,0.1208749324285714,0.059929148631002134,0.9192794884242945,0.046465534750575355,0.9192794571756877,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md120_mss15_msl3.joblib,34.843597650527954
69,107,15,5,0.09151698671362513,0.035704762724428726,0.9521796018700173,0.034610779845684975,0.9521796018700173,0.11959745050552953,0.05830915982673877,0.921194847448789,0.04671281844154285,0.9211948218429092,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md120_mss15_msl5.joblib,35.65023922920227
70,79,15,7,0.09475267560536628,0.0382319118191972,0.9486210181152179,0.03613096560611179,0.9486210181152179,0.11931086644625935,0.058172198615407976,0.9211453812267242,0.046761305557607824,0.921145348828349,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md120_mss15_msl7.joblib,34.29650282859802
71,93,15,10,0.10068095894378049,0.042411239039823585,0.9426825936628288,0.039286183834041644,0.9426825936628288,0.1199491869697394,0.05834718575847929,0.920403657261855,0.047656647310883926,0.9204035460287802,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md120_mss15_msl10.joblib,41.8633246421814
72,140,2,1,0.02595092623796268,0.010870168154858386,0.9859099356152917,0.0,0.9859099356152917,0.13535414313882754,0.08209358615552892,0.8933271769930782,0.047467488428837246,0.8933261773822853,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md140_mss2_msl1.joblib,38.639262437820435
73,140,5,1,0.0519711234033693,0.016604282215052973,0.9783161281737845,0.01402100689310426,0.9783161281737845,0.13039977857330898,0.074899253805641,0.901681188681635,0.04654308365550941,0.9016810286626679,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md140_mss5_msl1.joblib,37.37053871154785
74,140,5,3,0.07773461328158718,0.028256246673294592,0.9625294168371766,0.026598791899228452,0.9625294168371766,0.12282061359675059,0.06315124125029102,0.9155858312647577,0.04590321229663663,0.9155855744304191,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md140_mss5_msl3.joblib,36.518391847610474
75,140,10,1,0.07002682202524327,0.023581265299901007,0.9689215757450964,0.024091492891482158,0.9689215757450964,0.12509459046950128,0.06825478664629048,0.9094623030346694,0.045712746011151495,0.9094620678686184,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md140_mss10_msl1.joblib,38.20718741416931
76,140,10,3,0.08248948425831751,0.030477792576307106,0.9594640081969932,0.029585064213209056,0.9594640081969932,0.121709722623234,0.06161289523407045,0.9173497658055713,0.04607626202571746,0.9173496988795936,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md140_mss10_msl3.joblib,36.66941833496094
77,107,10,5,0.08834014299032274,0.03412345024296578,0.9543940869859877,0.03258982748259398,0.9543940869859877,0.11970050949447497,0.05897552998320507,0.9205010723497409,0.0461870042222714,0.9205010198843271,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md140_mss10_msl5.joblib,35.52071738243103
78,79,10,7,0.09442247162141801,0.03806042337364695,0.9488632624097552,0.03593747986515994,0.9488632624097552,0.11923985927760922,0.05815368134654887,0.9211838794451369,0.046686302170806715,0.9211838302621336,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md140_mss10_msl7.joblib,36.73893117904663
79,140,15,1,0.07952688737327214,0.028106436055375432,0.9627354836697563,0.02917087477131125,0.9627354836697563,0.12292067977622582,0.06461402497281722,0.9137198124797816,0.0459601997812048,0.9137195721638347,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md140_mss15_msl1.joblib,36.1213219165802
80,140,15,3,0.08806889788111837,0.033270332062617106,0.9555849191309691,0.03290646560471483,0.9555849191309691,0.12087217494984137,0.059928803072562355,0.919283443704198,0.04646346978849136,0.9192834172650186,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md140_mss15_msl3.joblib,37.754106283187866
81,107,15,5,0.09151698671362514,0.035704762724428726,0.9521796018700173,0.034610779845684975,0.9521796018700173,0.11960560802016898,0.05832258156247611,0.9211780437428436,0.04671418496249624,0.921178017734902,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md140_mss15_msl5.joblib,35.87377977371216
82,79,15,7,0.09475267560536627,0.0382319118191972,0.9486210181152179,0.03613096560611179,0.9486210181152179,0.11930561724377568,0.058161116890316056,0.9211562967516784,0.04676270721613307,0.9211562632235339,C:\Users\Pedro\Desktop\ML_Nuclear_Data\ML_Data\Models\DT\dt_model_md140_mss15_msl7.joblib,35.3251838684082
