155Ta  155   73    1    0    1    1    0.000000   -1.453000
  1   0.000000   5.5 -1  3.200E-03  0   X               (11/2-)  1 =  1.0000E+02 %P                                                                                                                                                                                                             0.000000       
156Ta  156   73    2    0    1    1   10.135000   -1.019800
  1   0.000000   2.0 -1  1.060E-01  0                      (2-)  2 =  7.1000E+01 %P      =  2.9000E+01 %EC+%B+                                                                                                                                                                                  0.000000       
  2   0.102000   9.0  1  3.600E-01  0                        9+  2 =  9.5800E+01 %EC+B+  =  4.2000E+00 %P                                                                                                                                                                                       0.000000       
157Ta  157   73    3    0    1    2   11.661000   -0.934600
  1   0.000000   0.5  1  1.010E-02  0                      1/2+  3 =  3.4000E+00 %P      S  1.0000E+00 %B+     ?  0.0000E+00 %A                                                                                                                                                                 0.000000       
  2   0.022000   5.5 -1  4.300E-03  0                     11/2-  1 =  1.0000E+02 %A                                                                                                                                                                                                             0.000000       
  3   1.589000  12.5 -1  1.700E-03  0                   (25/2-)  1 =  1.0000E+02 %A                                                                                                                                                                                                             0.000000       
158Ta  158   73    2    0    1    1    9.594000   -0.447760
  1   0.000000   2.0 -1  4.900E-02  0                      (2-)  2 =  9.6000E+01 %A      ?  0.0000E+00 %EC+%B+                                                                                                                                                                                  0.000000       
  2   0.141000   9.0  1  3.670E-02  0                      (9+)  2 =  9.5000E+01 %A      =  5.0000E+00 %EC+B+                                                                                                                                                                                   0.000000       
159Ta  159   73    5    3    1    5   11.349000   -0.369270
  1   0.000000   0.5  1  1.040E+00  0                      1/2+  2 =  3.4000E+01 %A      ?  0.0000E+00 %EC+%B+                                                                                                                                                                                  0.000000       
  2   0.064000   5.5 -1  5.600E-01  0                     11/2-  2 =  5.5000E+01 %A      =  4.5000E+01 %EC+B+                                                                                                                                                                                   0.000000  0    
  3   0.637700   7.5 -1             1                     15/2-  0                                                                                                                                                                                                                              0.000000  0    
                                          2      0.574  9.834E-01  1.000E+00  1.690E-02
  4   1.278200   9.5 -1             1                     19/2-  0                                                                                                                                                                                                                              0.000000  0    
                                          3      0.641  9.874E-01  1.000E+00  1.280E-02
  5   1.911600  11.5 -1             1                     23/2-  0                                                                                                                                                                                                                              0.000000  0    
                                          4      0.633  9.870E-01  1.000E+00  1.320E-02
160Ta  160   73    2    0    1    1    9.501200    0.310370
  1   0.000000   2.0 -1  1.700E+00  0   X                  (2-)  2 ?  0.0000E+00 %A      ?  0.0000E+00 %EC+%B+                                                                                                                                                                                  0.000000       
  2   0.320000  -1.0  0  1.550E+00  0                            2 =  6.6000E+01 %EC+B+  =  3.4000E+01 %A                                                                                                                                                                                       0.000000       
161Ta  161   73   60  102   15    1   10.898630    0.059170
  1   0.000000   0.5  1  3.000E+00  0 u                  (1/2+)  2 ?  0.0000E+00 %A      ?  0.0000E+00 %EC+%B+                                                                                                                                                                                  0.000000       
  2   0.008000   5.5 -1  3.080E+00  0 u X               (11/2-)  2 ?  0.0000E+00 %EC+B+  ?  0.0000E+00 %A                                                                                                                                                                                       0.008000       
  3   0.404000   6.5 -1             1 u X               (13/2-)  0                                                                                                                                                                                                                              0.008000  0    
                                          2      0.396  9.346E-01  1.000E+00  7.000E-02
  4   0.490800   7.5 -1             2 u X               (15/2-)  0                                                                                                                                                                                                                              0.008000  1    
                                          3      0.087  9.073E-03  6.823E-02  6.520E+00
                                          2      0.483  9.073E-01  9.318E-01  2.700E-02
  5   0.964200   8.5 -1             2 u X               (17/2-)  0                                                                                                                                                                                                                              0.008000  0    
                                          4      0.473  5.300E-01  5.522E-01  4.200E-02
                                          3      0.560  4.399E-01  4.478E-01  1.800E-02
  6   1.091200   9.5 -1             2 u X               (19/2-)  0                                                                                                                                                                                                                              0.008000  1    
                                          5      0.128  2.043E-02  5.722E-02  1.800E+00
                                          4      0.600  9.289E-01  9.428E-01  1.500E-02
  7   1.591400  10.5 -1             2 u X               (21/2-)  0                                                                                                                                                                                                                              0.008000  0    
                                          6      0.500  4.387E-01  4.545E-01  3.600E-02
                                          5      0.627  5.383E-01  5.455E-01  1.350E-02
  8   1.685400   6.5 -1             1 g X                        0                                                                                                                                                                                                                              0.008000       
                                          4      1.195  9.956E-01  1.000E+00  4.400E-03
  9   1.771600  11.5 -1             2 u X               (23/2-)  0                                                                                                                                                                                                                              0.008000  1    
                                          7      0.180  7.013E-02  1.136E-01  6.200E-01
                                          6      0.680  8.767E-01  8.864E-01  1.110E-02
 10   1.802500   9.5  1             1 u X               (19/2+)  0                                                                                                                                                                                                                              0.008000  2    
                                          5      0.838  9.973E-01  1.000E+00  2.700E-03
 11   2.002800  10.5  1             1 u X               (21/2+)  0                                                                                                                                                                                                                              0.008000       
                                          6      0.912  9.977E-01  1.000E+00  2.300E-03
 12   2.081200  10.5  1             2 u X               (21/2+)  0                                                                                                                                                                                                                              0.008000  2    
                                         10      0.279  1.050E-01  1.229E-01  1.700E-01
                                          6      0.990  8.754E-01  8.771E-01  1.950E-03
 13   2.184400  12.5 -1             2 u X               (25/2-)  0                                                                                                                                                                                                                              0.008000  0    
                                          9      0.412  3.633E-01  3.851E-01  6.000E-02
                                          7      0.593  6.055E-01  6.149E-01  1.550E-02
 14   2.251600  11.5  1             3 u X               (23/2+)  0                                                                                                                                                                                                                              0.008000  2    
                                         12      0.171  4.721E-02  8.167E-02  7.300E-01
                                         10      0.449  3.428E-01  3.538E-01  3.200E-02
                                          7      0.660  5.620E-01  5.645E-01  4.500E-03
 15   2.329200   7.5 -1             1 g X                        0                                                                                                                                                                                                                              0.008000       
                                          6      1.238  9.970E-01  1.000E+00  3.030E-03
 16   2.475700  13.5 -1             2   X               (27/2-)  0                                                                                                                                                                                                                              0.008000  1    
                                         13      0.291  1.914E-01  2.202E-01  1.500E-01
                                          9      0.704  7.720E-01  7.798E-01  1.020E-02
 17   2.502500  12.5  1             3   X               (25/2+)  0                                                                                                                                                                                                                              0.008000       
                                         14      0.252  3.872E-01  4.763E-01  2.300E-01
                                         12      0.422  2.865E-01  2.977E-01  3.900E-02
                                         11      0.500  2.207E-01  2.260E-01  2.400E-02
 18   2.536300  12.5  1             3   X               (25/2+)  0                                                                                                                                                                                                                              0.008000  2    
                                         14      0.285  1.410E-01  1.636E-01  1.600E-01
                                         12      0.455  1.578E-01  1.627E-01  3.100E-02
                                          9      0.764  6.715E-01  6.737E-01  3.300E-03
 19   2.545600  12.5  1             3   X               (25/2+)  0                                                                                                                                                                                                                              0.008000  3    
                                         17      0.044  0.000E+00  0.000E+00  8.000E+01
                                         14      0.294  3.991E-01  4.590E-01  1.500E-01
                                          9      0.774  5.393E-01  5.410E-01  3.200E-03
 20   2.660100  13.5  1             1   X               (27/2+)  0                                                                                                                                                                                                                              0.008000  4    
                                         19      0.115  2.857E-01  1.000E+00  2.500E+00
 21   2.749800  13.5  1             3   X               (27/2+)  0                                                                                                                                                                                                                              0.008000  2    
                                         18      0.213  1.858E-01  2.564E-01  3.800E-01
                                         14      0.499  2.809E-01  2.877E-01  2.400E-02
                                         13      0.565  4.531E-01  4.560E-01  6.300E-03
 22   2.768300  14.5 -1             2   X               (29/2-)  0                                                                                                                                                                                                                              0.008000  0    
                                         16      0.293  2.312E-01  2.659E-01  1.500E-01
                                         13      0.584  7.224E-01  7.341E-01  1.620E-02
 23   2.825400  14.5  1             4   X               (29/2+)  0                                                                                                                                                                                                                              0.008000  3    
                                         21      0.076  4.998E-02  5.798E-01  1.060E+01
                                         20      0.166  1.190E-01  2.142E-01  8.000E-01
                                         18      0.289  9.401E-02  1.053E-01  1.200E-01
                                         16      0.349  9.877E-02  1.007E-01  2.000E-02
 24   2.899900  14.5  1             1   X               (29/2+)  0                                                                                                                                                                                                                              0.008000  5    
                                         20      0.240  7.874E-01  1.000E+00  2.700E-01
 25   3.024700  15.5  1             2   X               (31/2+)  0                                                                                                                                                                                                                              0.008000  4    
                                         24      0.126  1.062E-02  3.080E-02  1.900E+00
                                         23      0.199  6.638E-01  9.692E-01  4.600E-01
 26   3.097800  15.5 -1             2   X               (31/2-)  0                                                                                                                                                                                                                              0.008000  1    
                                         22      0.330  2.929E-01  3.251E-01  1.100E-01
                                         16      0.622  6.657E-01  6.749E-01  1.380E-02
 27   3.177000  14.5 -1             0   X               (29/2-)  0                                                                                                                                                                                                                              0.008000  6    
 28   3.269200  15.5 -1             1   X               (31/2-)  0                                                                                                                                                                                                                              0.008000       
                                         16      0.794  9.923E-01  1.000E+00  7.800E-03
 29   3.351800  16.5  1             2   X               (33/2+)  0                                                                                                                                                                                                                              0.008000  3    
                                         25      0.327  6.882E-01  7.639E-01  1.100E-01
                                         23      0.526  2.312E-01  2.361E-01  2.100E-02
 30   3.451500  16.5 -1             2   X               (33/2-)  0                                                                                                                                                                                                                              0.008000  0    
                                         26      0.354  1.505E-01  1.640E-01  9.000E-02
                                         22      0.683  8.269E-01  8.360E-01  1.100E-02
 31   3.455000  15.5 -1             1   X               (31/2-)  0                                                                                                                                                                                                                              0.008000  7    
                                         27      0.279  8.547E-01  1.000E+00  1.700E-01
 32   3.475200  -1.0  0             1   X                        0                                                                                                                                                                                                                              0.008000  5    
                                         24      0.575  1.000E+00  1.000E+00  0.000E+00
 33   3.581700  17.5  1             2   X               (35/2+)  0                                                                                                                                                                                                                              0.008000  4    
                                         29      0.230  3.981E-01  5.175E-01  3.000E-01
                                         25      0.557  4.739E-01  4.825E-01  1.800E-02
 34   3.697200  16.5 -1             1   X               (33/2-)  0                                                                                                                                                                                                                              0.008000  6    
                                         31      0.242  7.937E-01  1.000E+00  2.600E-01
 35   3.770200  17.5 -1             2   X               (35/2-)  0                                                                                                                                                                                                                              0.008000  1    
                                         30      0.318  4.692E-01  5.255E-01  1.200E-01
                                         26      0.673  4.692E-01  4.745E-01  1.140E-02
 36   3.880000  -1.0  0             1   X                        0                                                                                                                                                                                                                              0.008000  5    
                                         32      0.405  1.000E+00  1.000E+00  0.000E+00
 37   3.949700  18.5  1             2   X               (37/2+)  0                                                                                                                                                                                                                              0.008000  3    
                                         33      0.368  6.464E-01  6.981E-01  8.000E-02
                                         29      0.598  2.974E-01  3.019E-01  1.520E-02
 38   4.031500  17.5 -1             2   X               (35/2-)  0                                                                                                                                                                                                                              0.008000  7    
                                         34      0.335  3.689E-01  4.095E-01  1.100E-01
                                         28      0.762  5.855E-01  5.905E-01  8.500E-03
 39   4.066800  17.5 -1             1   X               (35/2-)  0                                                                                                                                                                                                                              0.008000       
                                         28      0.798  9.924E-01  1.000E+00  7.700E-03
 40   4.106000  -1.0  0             2   X                        0                                                                                                                                                                                                                              0.008000  5    
                                         36      0.227  2.126E-01  2.126E-01  0.000E+00
                                         32      0.631  7.874E-01  7.874E-01  0.000E+00
 41   4.210700  19.5  1             2   X               (39/2+)  0                                                                                                                                                                                                                              0.008000  4    
                                         37      0.261  2.846E-01  3.444E-01  2.100E-01
                                         33      0.629  6.469E-01  6.556E-01  1.340E-02
 42   4.226100  18.5 -1             2   X               (37/2-)  0                                                                                                                                                                                                                              0.008000  0    
                                         35      0.456  1.136E-01  1.188E-01  4.600E-02
                                         30      0.775  8.740E-01  8.812E-01  8.200E-03
 43   4.321900  18.5 -1             3   X               (37/2-)  0                                                                                                                                                                                                                              0.008000  6    
                                         39      0.257  1.297E-01  1.583E-01  2.200E-01
                                         38      0.290  4.185E-01  4.854E-01  1.600E-01
                                         34      0.625  3.515E-01  3.563E-01  1.360E-02
 44   4.453000  -1.0  0             2   X                        0                                                                                                                                                                                                                              0.008000  8    
                                         40      0.346  5.714E-01  5.714E-01  0.000E+00
                                         36      0.573  4.286E-01  4.286E-01  0.000E+00
 45   4.504600  19.5 -1             2   X               (39/2-)  0                                                                                                                                                                                                                              0.008000  1    
                                         42      0.279  4.031E-01  4.716E-01  1.700E-01
