id,max_depth,mss,mslmt_strategy,normalizer,train_mae,train_mse,train_evs,train_mae_m,train_r2,val_mae,val_mse,val_evs,val_mae_m,val_r2,test_mae,test_mse,test_evs,test_mae_m,test_r2,model_path,training_time,scaler_path,mt_strategy,msl
1,60,2.0,,standard,0.02727231939964168,0.011550344626518657,0.9850095510250058,0.0,0.9850095510250058,0.13539113410838646,0.08216226966419596,0.894348453441371,0.047583792808996106,0.8943446114439868,0.13547343104167184,0.08316266383857135,0.8915219483373176,0.04741065014708734,0.8915216273955027,E:\ML_Models_EXFOR\DT_B2\DT60_MSS2_MSL1_standard_one_hot_B2_v1\DT60_MSS2_MSL1_standard_one_hot_B2_v1.joblib,62.19326615333557,E:\ML_Models_EXFOR\DT_B2\DT60_MSS2_MSL1_standard_one_hot_B2_v1\scaler.pkl,one_hot,1.0
6,60,5.0,,standard,0.05299303972526944,0.01710838692194799,0.9776347958826792,0.014194449689260091,0.9776347958826792,0.13063860301465505,0.07540040671300913,0.9021352706554844,0.04670242630822313,0.9021321257947892,0.13070954053413975,0.07626952023039249,0.8996103147061921,0.04647853297983773,0.8996100394734736,E:\ML_Models_EXFOR\DT_B2\DT60_MSS5_MSL1_standard_one_hot_B2_v1\DT60_MSS5_MSL1_standard_one_hot_B2_v1.joblib,62.14546489715576,E:\ML_Models_EXFOR\DT_B2\DT60_MSS5_MSL1_standard_one_hot_B2_v1\scaler.pkl,one_hot,1.0
7,60,5.0,,standard,0.0779363504223054,0.02825965769878478,0.9625106163017836,0.02676667953875933,0.9625106163017836,0.12336505580575025,0.06365398796053381,0.9157645968374152,0.04615794337155002,0.9157645143826768,0.12334664650439328,0.06514748613140825,0.9128415002672758,0.04583954492177384,0.9128409518992991,E:\ML_Models_EXFOR\DT_B2\DT60_MSS5_MSL3_standard_one_hot_B2_v1\DT60_MSS5_MSL3_standard_one_hot_B2_v1.joblib,62.13489127159119,E:\ML_Models_EXFOR\DT_B2\DT60_MSS5_MSL3_standard_one_hot_B2_v1\scaler.pkl,one_hot,3.0
11,60,10.0,,standard,0.07091779073313978,0.023991653111107843,0.9683517604360946,0.02437664682603113,0.9683517604360946,0.12545580647877735,0.0689526950851283,0.9095383815263324,0.04594808477411752,0.9095359634899972,0.12513798923373606,0.06891836733713361,0.9083256207198134,0.04576463200035152,0.9083254808402834,E:\ML_Models_EXFOR\DT_B2\DT60_MSS10_MSL1_standard_one_hot_B2_v1\DT60_MSS10_MSL1_standard_one_hot_B2_v1.joblib,62.783033847808845,E:\ML_Models_EXFOR\DT_B2\DT60_MSS10_MSL1_standard_one_hot_B2_v1\scaler.pkl,one_hot,1.0
12,60,10.0,,standard,0.08265509042111399,0.030476550363018894,0.9594504230920504,0.029728637924606893,0.9594504230920504,0.122227768280136,0.062053338915138735,0.9176319896435708,0.04602960519360055,0.9176317452785766,0.12215310363238288,0.06326027747607398,0.9151163414908652,0.045924875695813605,0.9151161112613221,E:\ML_Models_EXFOR\DT_B2\DT60_MSS10_MSL3_standard_one_hot_B2_v1\DT60_MSS10_MSL3_standard_one_hot_B2_v1.joblib,60.67573022842407,E:\ML_Models_EXFOR\DT_B2\DT60_MSS10_MSL3_standard_one_hot_B2_v1\scaler.pkl,one_hot,3.0
13,60,10.0,,standard,0.08855979531627911,0.03410544535063505,0.9544019542159216,0.032760855107249576,0.9544019542159216,0.12008459129235198,0.05919467349081066,0.9210651855727414,0.046133762024531344,0.9210646244432421,0.1200446315764125,0.06079841537807915,0.91798761524664,0.04593276418951098,0.9179876000892858,E:\ML_Models_EXFOR\DT_B2\DT60_MSS10_MSL5_standard_one_hot_B2_v1\DT60_MSS10_MSL5_standard_one_hot_B2_v1.joblib,61.07549023628235,E:\ML_Models_EXFOR\DT_B2\DT60_MSS10_MSL5_standard_one_hot_B2_v1\scaler.pkl,one_hot,5.0
14,60,10.0,,standard,0.09457799186365297,0.037919830400312535,0.9490423557974184,0.03607062835346332,0.9490423557974184,0.11986117464757168,0.05863819002246904,0.9213471769258806,0.04661147012745692,0.9213463128107976,0.11938183680237467,0.0600317922264585,0.9185910924542646,0.04628231027102081,0.9185910762306412,E:\ML_Models_EXFOR\DT_B2\DT60_MSS10_MSL7_standard_one_hot_B2_v1\DT60_MSS10_MSL7_standard_one_hot_B2_v1.joblib,62.55341863632202,E:\ML_Models_EXFOR\DT_B2\DT60_MSS10_MSL7_standard_one_hot_B2_v1\scaler.pkl,one_hot,7.0
1,60,2.0,,maxabs,0.027297373259522167,0.011614329973127271,0.9849103632695122,0.0,0.9849103632695122,0.13453305403873395,0.07924224705174601,0.8977007606306663,0.04801591850205944,0.8977006812401148,0.13563404310293153,0.08128545904025936,0.8955882823931148,0.047947282419405816,0.8955866074597347,E:\ML_Models_EXFOR\DT_B2\DT60_MSS2_MSL1_maxabs_one_hot_B2_v1\DT60_MSS2_MSL1_maxabs_one_hot_B2_v1.joblib,68.5828971862793,E:\ML_Models_EXFOR\DT_B2\DT60_MSS2_MSL1_maxabs_one_hot_B2_v1\scaler.pkl,one_hot,1.0
16,60,15.0,,standard,0.08029093018963471,0.028390142120420375,0.9623309945557744,0.029493196896417776,0.9623309945557744,0.12333616496576848,0.06549635051535256,0.9134425170762812,0.0461385417901482,0.913440621153958,0.1229820358595014,0.06602532071331338,0.9116571609847788,0.045941784998502905,0.9116568681834324,E:\ML_Models_EXFOR\DT_B2\DT60_MSS15_MSL1_standard_one_hot_B2_v1\DT60_MSS15_MSL1_standard_one_hot_B2_v1.joblib,63.28587698936462,E:\ML_Models_EXFOR\DT_B2\DT60_MSS15_MSL1_standard_one_hot_B2_v1\scaler.pkl,one_hot,1.0
6,60,5.0,,maxabs,0.05304352802931584,0.017204002287677968,0.9774846046409462,0.01417243895541831,0.9774846046409462,0.12974593109163104,0.07334753035249421,0.9043850115182694,0.0467526490055471,0.9043850114964044,0.1309322586474765,0.07516696402202781,0.9025975491203001,0.04700523921321662,0.9025966839630596,E:\ML_Models_EXFOR\DT_B2\DT60_MSS5_MSL1_maxabs_one_hot_B2_v1\DT60_MSS5_MSL1_maxabs_one_hot_B2_v1.joblib,66.77907586097717,E:\ML_Models_EXFOR\DT_B2\DT60_MSS5_MSL1_maxabs_one_hot_B2_v1\scaler.pkl,one_hot,1.0
