id,max_depth,mss,mslmt_strategy,normalizer,train_mae,train_mse,train_evs,train_mae_m,train_r2,val_mae,val_mse,val_evs,val_mae_m,val_r2,test_mae,test_mse,test_evs,test_mae_m,test_r2,model_path,training_time,scaler_path,mt_strategy,msl
496,300,15,,maxabs,0.07949564826000208,0.028070403892070817,0.9627650410578684,0.029192985645219664,0.9627650410578684,0.12311216352622514,0.06560728117980719,0.912993594240226,0.04558689846317998,0.9129930690446828,0.12273516085049944,0.0641286990375064,0.9146552512660502,0.046003986927154635,0.91465418544751,E:\ML_Models_EXFOR\DT_B1\DT300_MSS15_MSL1_maxabs_one_hot_B1_v1\DT300_MSS15_MSL1_maxabs_one_hot_B1_v1.joblib,44.76125431060791,E:\ML_Models_EXFOR\DT_B1\DT300_MSS15_MSL1_maxabs_one_hot_B1_v1\scaler.pkl,one_hot,1.0
496,300,15,,quantilenormal,0.07950953070610006,0.0280737187362742,0.9627808585001508,0.029184634001414363,0.9627808585001508,0.1226306441109269,0.06356150113366155,0.9153578071873604,0.045959777403013824,0.915357002853457,0.12349157362647528,0.06484578907718291,0.9137236139729044,0.045932023239718456,0.9137236134832059,E:\ML_Models_EXFOR\DT_B1\DT300_MSS15_MSL1_quantilenormal_one_hot_B1_v1\DT300_MSS15_MSL1_quantilenormal_one_hot_B1_v1.joblib,44.143104553222656,E:\ML_Models_EXFOR\DT_B1\DT300_MSS15_MSL1_quantilenormal_one_hot_B1_v1\scaler.pkl,one_hot,1.0
496,293,15,,poweryeo,0.07947431344817665,0.028088862814927184,0.9627394442221874,0.029147400431138726,0.9627394442221874,0.12289024775720392,0.06321915838636838,0.9162190370815972,0.04595203073642088,0.916215184934369,0.12266651114661753,0.0642516913251046,0.9146032753093254,0.045783943021848066,0.9146023754832012,E:\ML_Models_EXFOR\DT_B1\DT293_MSS15_MSL1_poweryeo_one_hot_B1_v1\DT293_MSS15_MSL1_poweryeo_one_hot_B1_v1.joblib,44.71910524368286,E:\ML_Models_EXFOR\DT_B1\DT293_MSS15_MSL1_poweryeo_one_hot_B1_v1\scaler.pkl,one_hot,1.0
496,300,15,,standard,0.07947536454899799,0.028119604455394846,0.9626998801596798,0.02915828798284048,0.9626998801596798,0.12308010184373055,0.06406761551647115,0.9150192297326007,0.04600124565811309,0.9150162518300976,0.12245222614510508,0.06375633007897842,0.915171121405903,0.045660548400907934,0.9151706645756786,E:\ML_Models_EXFOR\DT_B1\DT300_MSS15_MSL1_standard_one_hot_B1_v1\DT300_MSS15_MSL1_standard_one_hot_B1_v1.joblib,44.525041818618774,E:\ML_Models_EXFOR\DT_B1\DT300_MSS15_MSL1_standard_one_hot_B1_v1\scaler.pkl,one_hot,1.0
496,300,15,,robust,0.07950083297578371,0.02811050193129148,0.9627053766522656,0.029183141023356507,0.9627053766522656,0.12376446836488528,0.06495986351752131,0.9148794697267166,0.045998006010199516,0.9148778385374337,0.12312946985221936,0.06399332247690677,0.9146286917921904,0.046113067690389364,0.9146248978969296,E:\ML_Models_EXFOR\DT_B1\DT300_MSS15_MSL1_robust_one_hot_B1_v1\DT300_MSS15_MSL1_robust_one_hot_B1_v1.joblib,44.26800227165222,E:\ML_Models_EXFOR\DT_B1\DT300_MSS15_MSL1_robust_one_hot_B1_v1\scaler.pkl,one_hot,1.0
376,240,15,,minmax,0.07957147901261148,0.028175996634858563,0.9626156904710368,0.02915565481806048,0.9626156904710368,0.12311365237517813,0.06383442946114733,0.9153518589961636,0.04625515132416064,0.91535024610863,0.12290399556570998,0.06384154516589755,0.9159968283123316,0.04594358718488012,0.9159954660530748,E:\ML_Models_EXFOR\DT_B1\DT240_MSS15_MSL1_minmax_one_hot_B1_v1\DT240_MSS15_MSL1_minmax_one_hot_B1_v1.joblib,43.459811687469475,E:\ML_Models_EXFOR\DT_B1\DT240_MSS15_MSL1_minmax_one_hot_B1_v1\scaler.pkl,one_hot,1.0
501,310,2,,maxabs,0.025804844087589738,0.010816511544655693,0.9859730978603968,0.0,0.9859730978603968,0.13561279029233206,0.08283506149203136,0.8932329950279717,0.047198935161202,0.8932299013793921,0.13489498525846158,0.08082526411352706,0.8950612903441664,0.04738413145756815,0.8950593700424232,E:\ML_Models_EXFOR\DT_B1\DT310_MSS2_MSL1_maxabs_one_hot_B1_v1\DT310_MSS2_MSL1_maxabs_one_hot_B1_v1.joblib,47.61175704002381,E:\ML_Models_EXFOR\DT_B1\DT310_MSS2_MSL1_maxabs_one_hot_B1_v1\scaler.pkl,one_hot,1.0
501,310,2,,quantilenormal,0.025750258237647008,0.010789926855483642,0.9860155405626221,0.0,0.9860155405626221,0.13482465164735252,0.08003885991908588,0.8963436689000271,0.04738096621374058,0.8963420406357491,0.13585410262694625,0.08183300473301143,0.8939787668036068,0.04733849211113339,0.8939787605895849,E:\ML_Models_EXFOR\DT_B1\DT310_MSS2_MSL1_quantilenormal_one_hot_B1_v1\DT310_MSS2_MSL1_quantilenormal_one_hot_B1_v1.joblib,47.48271894454956,E:\ML_Models_EXFOR\DT_B1\DT310_MSS2_MSL1_quantilenormal_one_hot_B1_v1\scaler.pkl,one_hot,1.0
506,310,5,,maxabs,0.05189907116556797,0.01652737628773133,0.9784073092942374,0.014003620755283608,0.9784073092942374,0.13077871339451574,0.07612791136936416,0.9008244924013779,0.04624105376463045,0.9008231610253984,0.13008395333692382,0.07412960927364176,0.9030130651772524,0.04653867355088465,0.9030118838771176,E:\ML_Models_EXFOR\DT_B1\DT310_MSS5_MSL1_maxabs_one_hot_B1_v1\DT310_MSS5_MSL1_maxabs_one_hot_B1_v1.joblib,45.907362461090095,E:\ML_Models_EXFOR\DT_B1\DT310_MSS5_MSL1_maxabs_one_hot_B1_v1\scaler.pkl,one_hot,1.0
501,302,2,,poweryeo,0.02580750336174633,0.010819668481572816,0.9859688732213886,0.0,0.9859688732213886,0.1354330791050807,0.07968088867964891,0.8971965313157488,0.047668215165520944,0.8971903875750527,0.1345824306620884,0.0815399190877445,0.8941923448730815,0.046893581347793256,0.8941914283608641,E:\ML_Models_EXFOR\DT_B1\DT302_MSS2_MSL1_poweryeo_one_hot_B1_v1\DT302_MSS2_MSL1_poweryeo_one_hot_B1_v1.joblib,47.43270754814148,E:\ML_Models_EXFOR\DT_B1\DT302_MSS2_MSL1_poweryeo_one_hot_B1_v1\scaler.pkl,one_hot,1.0
